Date,BELGIUM IMI GROWTH IMI (Large+Mid+Small Cap)
2001-08-07,366.682
2001-08-08,347.614
2001-08-09,355.642
2001-08-10,358.189
2001-08-13,358.946
2001-08-14,363.541
2001-08-15,369.414
2001-08-16,367.147
2001-08-17,367.203
2001-08-20,360.57
2001-08-21,359.817
2001-08-22,362.211
2001-08-23,363.107
2001-08-24,364.688
2001-08-27,363.618
2001-08-28,362.225
2001-08-29,363.122
2001-08-30,363.14
2001-08-31,362.183
2001-09-03,367.456
2001-09-04,362.624
2001-09-05,365.078
2001-09-06,364.997
2001-09-07,360.468
2001-09-10,353.837
2001-09-11,357.558
2001-09-12,351.165
2001-09-13,351.727
2001-09-14,354.162
2001-09-17,349.383
2001-09-18,352.202
2001-09-19,361.119
2001-09-20,354.019
2001-09-21,331.991
2001-09-24,336.653
2001-09-25,340.432
2001-09-26,343.039
2001-09-27,346.212
2001-09-28,344.706
2001-10-01,347.63
2001-10-02,347.218
2001-10-03,346.592
2001-10-04,346.187
2001-10-05,348.158
2001-10-08,349.253
2001-10-09,350.795
2001-10-10,348.672
2001-10-11,345.621
2001-10-12,347.063
2001-10-15,341.811
2001-10-16,341.231
2001-10-17,352.45
2001-10-18,350.348
2001-10-19,348.633
2001-10-22,347.571
2001-10-23,348.584
2001-10-24,341.692
2001-10-25,343.234
2001-10-26,342.882
2001-10-29,346.664
2001-10-30,344.55
2001-10-31,344.953
2001-11-01,344.372
2001-11-02,354.626
2001-11-05,355.362
2001-11-06,356.169
2001-11-07,357.767
2001-11-08,347.094
2001-11-09,347.468
2001-11-12,343.654
2001-11-13,357.647
2001-11-14,362.601
2001-11-15,362.619
2001-11-16,372.393
2001-11-19,370.872
2001-11-20,361.472
2001-11-21,359.962
2001-11-22,362.65
2001-11-23,362.212
2001-11-26,364.372
2001-11-27,364.507
2001-11-28,362.822
2001-11-29,364.889
2001-11-30,371.905
2001-12-03,367.027
2001-12-04,367.35
2001-12-05,365.575
2001-12-06,369.989
2001-12-07,369.667
2001-12-10,368.775
2001-12-11,364.658
2001-12-12,367.132
2001-12-13,365.775
2001-12-14,364.261
2001-12-17,371.787
2001-12-18,363.541
2001-12-19,362.619
2001-12-20,364.009
2001-12-21,362.84
2001-12-24,361.891
2001-12-25,361.891
2001-12-26,362.2
2001-12-27,373.03
2001-12-28,372.363
2001-12-31,375.94
2002-01-01,375.94
2002-01-02,382.695
2002-01-03,385.178
2002-01-04,381.327
2002-01-07,380.128
2002-01-08,379.722
2002-01-09,376.425
2002-01-10,375.82
2002-01-11,374.493
2002-01-14,372.825
2002-01-15,375.24
2002-01-16,370.136
2002-01-17,372.3
2002-01-18,374.725
2002-01-21,374.133
2002-01-22,370.849
2002-01-23,377.332
2002-01-24,378.729
2002-01-25,377.648
2002-01-28,377.33
2002-01-29,375.725
2002-01-30,367.173
2002-01-31,367.704
2002-02-01,370.328
2002-02-04,371.436
2002-02-05,367.383
2002-02-06,365.522
2002-02-07,365.077
2002-02-08,366.768
2002-02-11,371.756
2002-02-12,373.942
2002-02-13,375.737
2002-02-14,377.044
2002-02-15,375.503
2002-02-18,372.586
2002-02-19,372.719
2002-02-20,369.158
2002-02-21,367.004
2002-02-22,366.175
2002-02-25,363.686
2002-02-26,363.654
2002-02-27,361.565
2002-02-28,363.349
2002-03-01,360.304
2002-03-04,367.743
2002-03-05,365.82
2002-03-06,364.776
2002-03-07,368.251
2002-03-08,363.395
2002-03-11,364.999
2002-03-12,361.912
2002-03-13,365.793
2002-03-14,367.667
2002-03-15,365.93
2002-03-18,367.445
2002-03-19,370.553
2002-03-20,370.562
2002-03-21,370.429
2002-03-22,371.395
2002-03-25,370.642
2002-03-26,370.077
2002-03-27,365.835
2002-03-28,368.37
2002-03-29,368.37
2002-04-01,371.389
2002-04-02,372.28
2002-04-03,372.288
2002-04-04,374.462
2002-04-05,369.763
2002-04-08,366.669
2002-04-09,367.636
2002-04-10,370.568
2002-04-11,371.015
2002-04-12,372.942
2002-04-15,370.714
2002-04-16,373.433
2002-04-17,373.767
2002-04-18,371.823
2002-04-19,373.439
2002-04-22,373.848
2002-04-23,377.375
2002-04-24,377.784
2002-04-25,376.91
2002-04-26,375.27
2002-04-29,374.149
2002-04-30,374.026
2002-05-01,376.143
2002-05-02,371.026
2002-05-03,376.336
2002-05-06,379.859
2002-05-07,376.027
2002-05-08,379.05
2002-05-09,379.4
2002-05-10,381.536
2002-05-13,382.31
2002-05-14,382.307
2002-05-15,381.853
2002-05-16,381.71
2002-05-17,386.409
2002-05-20,384.052
2002-05-21,381.933
2002-05-22,381.854
2002-05-23,379.713
2002-05-24,377.544
2002-05-27,375.935
2002-05-28,379.498
2002-05-29,381.025
2002-05-30,382.059
2002-05-31,383.71
2002-06-03,385.242
2002-06-04,383.049
2002-06-05,385.556
2002-06-06,386.098
2002-06-07,384.546
2002-06-10,388.798
2002-06-11,387.694
2002-06-12,379.531
2002-06-13,371.249
2002-06-14,365.616
2002-06-17,375.741
2002-06-18,373.961
2002-06-19,371.573
2002-06-20,373.337
2002-06-21,378.31
2002-06-24,372.845
2002-06-25,369.746
2002-06-26,371.46
2002-06-27,368.91
2002-06-28,375.931
2002-07-01,380.371
2002-07-02,377.437
2002-07-03,367.859
2002-07-04,370.777
2002-07-05,374.929
2002-07-08,382.462
2002-07-09,382.396
2002-07-10,375.858
2002-07-11,368.994
2002-07-12,366.571
2002-07-15,362.776
2002-07-16,359.802
2002-07-17,359.418
2002-07-18,363.933
2002-07-19,350.959
2002-07-22,340.184
2002-07-23,330.062
2002-07-24,322.733
2002-07-25,340.86
2002-07-26,343.805
2002-07-29,353.198
2002-07-30,357.337
2002-07-31,359.093
2002-08-01,352.268
2002-08-02,347.765
2002-08-05,340.532
2002-08-06,330.365
2002-08-07,333.229
2002-08-08,337.223
2002-08-09,335.941
2002-08-12,334.292
2002-08-13,335.548
2002-08-14,335.552
2002-08-15,340.547
2002-08-16,337.477
2002-08-19,341.889
2002-08-20,335.743
2002-08-21,340.347
2002-08-22,338.303
2002-08-23,342.926
2002-08-26,346.569
2002-08-27,352.22
2002-08-28,345.724
2002-08-29,338.627
2002-08-30,337.813
2002-09-02,335.05
2002-09-03,334.294
2002-09-04,332.936
2002-09-05,332.208
2002-09-06,331.506
2002-09-09,326.999
2002-09-10,325.491
2002-09-11,331.634
2002-09-12,332.274
2002-09-13,331.376
2002-09-16,326.317
2002-09-17,325.287
2002-09-18,324.359
2002-09-19,323.548
2002-09-20,319.986
2002-09-23,313.556
2002-09-24,303.857
2002-09-25,307.012
2002-09-26,308.045
2002-09-27,312.427
2002-09-30,315.696
2002-10-01,317.043
2002-10-02,318.839
2002-10-03,315.829
2002-10-04,303.562
2002-10-07,298.769
2002-10-08,296.935
2002-10-09,292.267
2002-10-10,290.413
2002-10-11,295.042
2002-10-14,291.829
2002-10-15,303.452
2002-10-16,304.613
2002-10-17,301.927
2002-10-18,304.688
2002-10-21,307.368
2002-10-22,305.768
2002-10-23,307.475
2002-10-24,306.653
2002-10-25,308.677
2002-10-28,309.904
2002-10-29,303.76
2002-10-30,302.666
2002-10-31,309.846
2002-11-01,308.749
2002-11-04,305.245
2002-11-05,309.249
2002-11-06,313.927
2002-11-07,318.466
2002-11-08,318.247
2002-11-11,320.869
2002-11-12,322.387
2002-11-13,318.034
2002-11-14,318.786
2002-11-15,319.32
2002-11-18,324.606
2002-11-19,325.231
2002-11-20,322.37
2002-11-21,326.115
2002-11-22,323.33
2002-11-25,319.66
2002-11-26,314.5
2002-11-27,319.083
2002-11-28,315.71
2002-11-29,311.598
2002-12-02,312.0
2002-12-03,314.152
2002-12-04,316.509
2002-12-05,312.507
2002-12-06,307.949
2002-12-09,305.158
2002-12-10,309.07
2002-12-11,312.86
2002-12-12,313.565
2002-12-13,312.289
2002-12-16,313.416
2002-12-17,314.072
2002-12-18,314.023
2002-12-19,316.301
2002-12-20,328.347
2002-12-23,330.876
2002-12-24,334.083
2002-12-25,334.083
2002-12-26,334.926
2002-12-27,329.675
2002-12-30,336.168
2002-12-31,342.578
2003-01-01,342.578
2003-01-02,335.982
2003-01-03,335.085
2003-01-06,335.845
2003-01-07,332.57
2003-01-08,326.595
2003-01-09,332.006
2003-01-10,334.157
2003-01-13,334.574
2003-01-14,336.422
2003-01-15,334.121
2003-01-16,330.777
2003-01-17,329.719
2003-01-20,329.831
2003-01-21,329.687
2003-01-22,325.286
2003-01-23,326.088
2003-01-24,327.141
2003-01-27,320.153
2003-01-28,320.936
2003-01-29,317.675
2003-01-30,316.994
2003-01-31,322.447
2003-02-03,312.292
2003-02-04,313.196
2003-02-05,310.832
2003-02-06,304.284
2003-02-07,297.229
2003-02-10,291.118
2003-02-11,291.277
2003-02-12,286.646
2003-02-13,284.013
2003-02-14,290.454
2003-02-17,290.391
2003-02-18,291.265
2003-02-19,291.155
2003-02-20,293.116
2003-02-21,289.481
2003-02-24,285.52
2003-02-25,276.213
2003-02-26,275.012
2003-02-27,272.39
2003-02-28,276.728
2003-03-03,276.692
2003-03-04,277.281
2003-03-05,279.49
2003-03-06,274.541
2003-03-07,271.658
2003-03-10,272.422
2003-03-11,274.288
2003-03-12,264.825
2003-03-13,268.893
2003-03-14,277.755
2003-03-17,278.827
2003-03-18,278.55
2003-03-19,279.915
2003-03-20,281.34
2003-03-21,284.527
2003-03-24,285.29
2003-03-25,285.877
2003-03-26,286.666
2003-03-27,289.642
2003-03-28,288.424
2003-03-31,289.728
2003-04-01,293.984
2003-04-02,301.145
2003-04-03,301.034
2003-04-04,307.49
2003-04-07,312.985
2003-04-08,313.154
2003-04-09,314.996
2003-04-10,317.865
2003-04-11,318.529
2003-04-14,320.075
2003-04-15,325.944
2003-04-16,329.529
2003-04-17,329.535
2003-04-18,329.535
2003-04-21,328.114
2003-04-22,329.728
2003-04-23,329.79
2003-04-24,334.921
2003-04-25,328.694
2003-04-28,327.967
2003-04-29,330.088
2003-04-30,335.51
2003-05-01,338.592
2003-05-02,336.269
2003-05-05,337.527
2003-05-06,344.838
2003-05-07,350.149
2003-05-08,341.505
2003-05-09,349.422
2003-05-12,348.47
2003-05-13,344.11
2003-05-14,342.225
2003-05-15,340.84
2003-05-16,350.87
2003-05-19,351.45
2003-05-20,354.529
2003-05-21,354.094
2003-05-22,358.1
2003-05-23,361.685
2003-05-26,363.472
2003-05-27,365.922
2003-05-28,360.978
2003-05-29,362.21
2003-05-30,357.947
2003-06-02,360.594
2003-06-03,362.727
2003-06-04,365.653
2003-06-05,371.08
2003-06-06,368.414
2003-06-09,369.829
2003-06-10,362.332
2003-06-11,362.966
2003-06-12,361.66
2003-06-13,357.976
2003-06-16,363.086
2003-06-17,362.195
2003-06-18,357.647
2003-06-19,356.332
2003-06-20,359.174
2003-06-23,350.834
2003-06-24,342.107
2003-06-25,349.126
2003-06-26,344.613
2003-06-27,349.198
2003-06-30,356.499
2003-07-01,355.964
2003-07-02,355.412
2003-07-03,353.899
2003-07-04,350.205
2003-07-07,350.957
2003-07-08,347.392
2003-07-09,347.082
2003-07-10,345.961
2003-07-11,346.598
2003-07-14,348.435
2003-07-15,348.72
2003-07-16,346.365
2003-07-17,346.061
2003-07-18,345.625
2003-07-21,349.891
2003-07-22,351.745
2003-07-23,354.135
2003-07-24,357.935
2003-07-25,361.343
2003-07-28,357.624
2003-07-29,357.378
2003-07-30,352.74
2003-07-31,350.093
2003-08-01,349.223
2003-08-04,352.797
2003-08-05,356.651
2003-08-06,354.992
2003-08-07,360.855
2003-08-08,362.009
2003-08-11,363.692
2003-08-12,365.686
2003-08-13,366.445
2003-08-14,366.809
2003-08-15,368.206
2003-08-18,369.098
2003-08-19,368.342
2003-08-20,368.251
2003-08-21,367.697
2003-08-22,363.616
2003-08-25,362.376
2003-08-26,359.264
2003-08-27,364.683
2003-08-28,367.85
2003-08-29,370.399
2003-09-01,374.892
2003-09-02,371.791
2003-09-03,374.682
2003-09-04,376.779
2003-09-05,380.018
2003-09-08,385.765
2003-09-09,385.283
2003-09-10,381.006
2003-09-11,380.7
2003-09-12,383.177
2003-09-15,383.642
2003-09-16,381.476
2003-09-17,385.578
2003-09-18,388.676
2003-09-19,391.859
2003-09-22,392.4
2003-09-23,392.218
2003-09-24,393.687
2003-09-25,392.844
2003-09-26,393.762
2003-09-29,393.828
2003-09-30,396.63
2003-10-01,400.778
2003-10-02,396.56
2003-10-03,395.678
2003-10-06,395.622
2003-10-07,400.004
2003-10-08,400.192
2003-10-09,401.082
2003-10-10,400.224
2003-10-13,397.256
2003-10-14,398.352
2003-10-15,401.466
2003-10-16,404.332
2003-10-17,401.138
2003-10-20,404.669
2003-10-21,404.676
2003-10-22,406.214
2003-10-23,401.765
2003-10-24,402.254
2003-10-27,403.625
2003-10-28,402.735
2003-10-29,400.744
2003-10-30,401.937
2003-10-31,397.638
2003-11-03,393.904
2003-11-04,396.052
2003-11-05,395.706
2003-11-06,396.485
2003-11-07,400.902
2003-11-10,400.372
2003-11-11,402.186
2003-11-12,404.78
2003-11-13,406.499
2003-11-14,409.702
2003-11-17,406.428
2003-11-18,406.143
2003-11-19,410.593
2003-11-20,408.389
2003-11-21,411.445
2003-11-24,406.569
2003-11-25,410.741
2003-11-26,414.255
2003-11-27,411.095
2003-11-28,411.74
2003-12-01,412.76
2003-12-02,416.827
2003-12-03,418.642
2003-12-04,418.036
2003-12-05,419.116
2003-12-08,418.49
2003-12-09,420.792
2003-12-10,419.649
2003-12-11,413.985
2003-12-12,417.967
2003-12-15,420.773
2003-12-16,421.335
2003-12-17,424.405
2003-12-18,426.096
2003-12-19,428.846
2003-12-22,435.343
2003-12-23,439.23
2003-12-24,440.123
2003-12-25,440.123
2003-12-26,439.946
2003-12-29,444.449
2003-12-30,445.669
2003-12-31,450.403
2004-01-01,450.403
2004-01-02,454.031
2004-01-05,460.062
2004-01-06,463.274
2004-01-07,454.934
2004-01-08,460.788
2004-01-09,465.527
2004-01-12,462.192
2004-01-13,464.124
2004-01-14,465.315
2004-01-15,462.353
2004-01-16,462.282
2004-01-19,464.046
2004-01-20,472.343
2004-01-21,477.261
2004-01-22,481.029
2004-01-23,482.793
2004-01-26,475.986
2004-01-27,482.004
2004-01-28,480.838
2004-01-29,472.357
2004-01-30,474.337
2004-02-02,478.309
2004-02-03,480.24
2004-02-04,475.522
2004-02-05,477.818
2004-02-06,484.025
2004-02-09,487.634
2004-02-10,491.522
2004-02-11,490.365
2004-02-12,500.921
2004-02-13,497.876
2004-02-16,496.818
2004-02-17,500.359
2004-02-18,502.788
2004-02-19,500.881
2004-02-20,494.992
2004-02-23,497.1
2004-02-24,499.043
2004-02-25,494.75
2004-02-26,495.579
2004-02-27,499.503
2004-03-01,496.386
2004-03-02,487.08
2004-03-03,486.955
2004-03-04,488.467
2004-03-05,503.249
2004-03-08,500.451
2004-03-09,498.126
2004-03-10,486.273
2004-03-11,473.82
2004-03-12,472.784
2004-03-15,466.351
2004-03-16,471.887
2004-03-17,471.498
2004-03-18,476.011
2004-03-19,470.844
2004-03-22,465.868
2004-03-23,466.833
2004-03-24,463.722
2004-03-25,465.668
2004-03-26,463.299
2004-03-29,465.946
2004-03-30,469.118
2004-03-31,476.569
2004-04-01,480.309
2004-04-02,479.767
2004-04-05,472.603
2004-04-06,476.226
2004-04-07,481.507
2004-04-08,480.352
2004-04-09,480.352
2004-04-12,479.003
2004-04-13,479.876
2004-04-14,477.078
2004-04-15,481.113
2004-04-16,489.91
2004-04-19,488.139
2004-04-20,480.989
2004-04-21,478.126
2004-04-22,479.193
2004-04-23,477.376
2004-04-26,476.522
2004-04-27,480.857
2004-04-28,477.352
2004-04-29,481.074
2004-04-30,483.219
2004-05-03,481.224
2004-05-04,486.771
2004-05-05,494.828
2004-05-06,490.094
2004-05-07,482.567
2004-05-10,466.995
2004-05-11,470.017
2004-05-12,472.508
2004-05-13,478.299
2004-05-14,478.126
2004-05-17,480.627
2004-05-18,476.5
2004-05-19,485.008
2004-05-20,483.011
2004-05-21,488.993
2004-05-24,489.602
2004-05-25,492.35
2004-05-26,493.12
2004-05-27,501.607
2004-05-28,500.016
2004-05-31,501.109
2004-06-01,500.274
2004-06-02,507.113
2004-06-03,509.096
2004-06-04,513.254
2004-06-07,518.832
2004-06-08,515.93
2004-06-09,506.752
2004-06-10,505.554
2004-06-11,501.258
2004-06-14,500.656
2004-06-15,504.452
2004-06-16,500.416
2004-06-17,501.443
2004-06-18,511.579
2004-06-21,508.629
2004-06-22,507.965
2004-06-23,508.03
2004-06-24,516.882
2004-06-25,511.873
2004-06-28,513.426
2004-06-29,514.272
2004-06-30,516.191
2004-07-01,517.046
2004-07-02,521.576
2004-07-05,521.736
2004-07-06,522.319
2004-07-07,527.279
2004-07-08,527.306
2004-07-09,525.737
2004-07-12,524.041
2004-07-13,519.323
2004-07-14,523.185
2004-07-15,521.712
2004-07-16,526.451
2004-07-19,524.338
2004-07-20,519.697
2004-07-21,512.72
2004-07-22,510.158
2004-07-23,503.535
2004-07-26,503.954
2004-07-27,504.759
2004-07-28,502.992
2004-07-29,511.084
2004-07-30,507.984
2004-08-02,509.112
2004-08-03,516.424
2004-08-04,517.098
2004-08-05,518.368
2004-08-06,523.925
2004-08-09,518.26
2004-08-10,525.721
2004-08-11,520.924
2004-08-12,523.288
2004-08-13,526.129
2004-08-16,525.826
2004-08-17,524.91
2004-08-18,524.079
2004-08-19,533.724
2004-08-20,533.14
2004-08-23,531.079
2004-08-24,523.991
2004-08-25,526.807
2004-08-26,525.436
2004-08-27,527.137
2004-08-30,529.114
2004-08-31,533.94
2004-09-01,537.694
2004-09-02,539.208
2004-09-03,539.503
2004-09-06,545.183
2004-09-07,544.335
2004-09-08,547.236
2004-09-09,548.08
2004-09-10,554.009
2004-09-13,554.096
2004-09-14,558.472
2004-09-15,552.699
2004-09-16,552.123
2004-09-17,553.063
2004-09-20,550.997
2004-09-21,559.769
2004-09-22,557.828
2004-09-23,554.374
2004-09-24,558.9
2004-09-27,556.191
2004-09-28,561.746
2004-09-29,562.554
2004-09-30,571.54
2004-10-01,572.069
2004-10-04,571.901
2004-10-05,574.493
2004-10-06,572.687
2004-10-07,570.66
2004-10-08,573.873
2004-10-11,571.167
2004-10-12,564.465
2004-10-13,561.784
2004-10-14,568.93
2004-10-15,575.486
2004-10-18,579.817
2004-10-19,583.966
2004-10-20,587.853
2004-10-21,589.226
2004-10-22,591.001
2004-10-25,590.457
2004-10-26,591.659
2004-10-27,595.28
2004-10-28,596.725
2004-10-29,597.929
2004-11-01,603.525
2004-11-02,605.016
2004-11-03,610.284
2004-11-04,612.444
2004-11-05,617.054
2004-11-08,615.147
2004-11-09,612.751
2004-11-10,610.998
2004-11-11,612.46
2004-11-12,613.481
2004-11-15,613.729
2004-11-16,611.998
2004-11-17,615.251
2004-11-18,607.509
2004-11-19,609.58
2004-11-22,608.469
2004-11-23,614.458
2004-11-24,622.168
2004-11-25,624.572
2004-11-26,623.513
2004-11-29,624.46
2004-11-30,622.098
2004-12-01,627.409
2004-12-02,630.709
2004-12-03,631.935
2004-12-06,635.566
2004-12-07,638.891
2004-12-08,631.323
2004-12-09,630.183
2004-12-10,625.204
2004-12-13,632.76
2004-12-14,631.867
2004-12-15,635.446
2004-12-16,627.63
2004-12-17,628.427
2004-12-20,633.614
2004-12-21,635.41
2004-12-22,642.705
2004-12-23,647.431
2004-12-24,648.045
2004-12-27,656.016
2004-12-28,654.0
2004-12-29,650.487
2004-12-30,653.582
2004-12-31,653.166
2005-01-03,657.452
2005-01-04,651.177
2005-01-05,647.76
2005-01-06,644.115
2005-01-07,638.495
2005-01-10,638.534
2005-01-11,638.468
2005-01-12,646.319
2005-01-13,639.614
2005-01-14,627.229
2005-01-17,628.788
2005-01-18,624.148
2005-01-19,625.173
2005-01-20,617.545
2005-01-21,622.444
2005-01-24,623.051
2005-01-25,625.98
2005-01-26,639.233
2005-01-27,637.158
2005-01-28,634.212
2005-01-31,639.874
2005-02-01,644.451
2005-02-02,645.738
2005-02-03,639.482
2005-02-04,646.038
2005-02-07,642.328
2005-02-08,641.506
2005-02-09,640.676
2005-02-10,644.545
2005-02-11,650.295
2005-02-14,650.407
2005-02-15,652.401
2005-02-16,653.137
2005-02-17,655.011
2005-02-18,657.766
2005-02-21,655.839
2005-02-22,662.198
2005-02-23,655.887
2005-02-24,654.556
2005-02-25,659.501
2005-02-28,671.37
2005-03-01,667.219
2005-03-02,655.228
2005-03-03,657.821
2005-03-04,666.927
2005-03-07,669.316
2005-03-08,673.346
2005-03-09,667.362
2005-03-10,664.505
2005-03-11,665.897
2005-03-14,654.846
2005-03-15,654.866
2005-03-16,659.336
2005-03-17,656.773
2005-03-18,655.552
2005-03-21,647.483
2005-03-22,649.198
2005-03-23,639.526
2005-03-24,644.404
2005-03-25,644.404
2005-03-28,639.882
2005-03-29,639.431
2005-03-30,639.901
2005-03-31,643.638
2005-04-01,647.922
2005-04-04,642.624
2005-04-05,647.738
2005-04-06,648.673
2005-04-07,651.541
2005-04-08,649.018
2005-04-11,655.92
2005-04-12,654.787
2005-04-13,656.737
2005-04-14,651.309
2005-04-15,649.96
2005-04-18,639.693
2005-04-19,648.224
2005-04-20,646.66
2005-04-21,648.452
2005-04-22,645.424
2005-04-25,638.73
2005-04-26,634.765
2005-04-27,628.817
2005-04-28,622.828
2005-04-29,624.757
2005-05-02,621.683
2005-05-03,623.02
2005-05-04,627.734
2005-05-05,633.087
2005-05-06,632.644
2005-05-09,629.885
2005-05-10,629.248
2005-05-11,625.814
2005-05-12,619.053
2005-05-13,614.339
2005-05-16,610.246
2005-05-17,607.352
2005-05-18,610.177
2005-05-19,610.551
2005-05-20,607.981
2005-05-23,612.04
2005-05-24,613.896
2005-05-25,616.339
2005-05-26,605.432
2005-05-27,601.912
2005-05-30,602.121
2005-05-31,595.368
2005-06-01,595.325
2005-06-02,593.091
2005-06-03,592.566
2005-06-06,588.888
2005-06-07,593.275
2005-06-08,595.588
2005-06-09,590.822
2005-06-10,592.658
2005-06-13,589.923
2005-06-14,592.245
2005-06-15,597.091
2005-06-16,602.792
2005-06-17,611.682
2005-06-20,604.417
2005-06-21,608.598
2005-06-22,606.234
2005-06-23,603.236
2005-06-24,605.526
2005-06-27,602.45
2005-06-28,599.107
2005-06-29,602.402
2005-06-30,604.069
2005-07-01,598.89
2005-07-04,601.309
2005-07-05,598.571
2005-07-06,603.307
2005-07-07,600.286
2005-07-08,605.355
2005-07-11,616.261
2005-07-12,618.408
2005-07-13,614.669
2005-07-14,624.621
2005-07-15,620.588
2005-07-18,620.857
2005-07-19,620.309
2005-07-20,622.246
2005-07-21,628.955
2005-07-22,627.293
2005-07-25,625.968
2005-07-26,624.058
2005-07-27,631.397
2005-07-28,636.0
2005-07-29,635.776
2005-08-01,641.778
2005-08-02,646.305
2005-08-03,649.978
2005-08-04,651.635
2005-08-05,651.048
2005-08-08,653.276
2005-08-09,657.502
2005-08-10,662.235
2005-08-11,663.601
2005-08-12,662.935
2005-08-15,658.91
2005-08-16,655.982
2005-08-17,651.582
2005-08-18,642.67
2005-08-19,644.0
2005-08-22,649.833
2005-08-23,645.568
2005-08-24,647.329
2005-08-25,645.478
2005-08-26,647.675
2005-08-29,641.954
2005-08-30,638.161
2005-08-31,649.776
2005-09-01,661.033
2005-09-02,668.292
2005-09-05,667.623
2005-09-06,665.196
2005-09-07,663.485
2005-09-08,657.733
2005-09-09,658.687
2005-09-12,653.535
2005-09-13,650.195
2005-09-14,656.334
2005-09-15,651.086
2005-09-16,653.512
2005-09-19,652.629
2005-09-20,652.782
2005-09-21,652.35
2005-09-22,645.459
2005-09-23,646.595
2005-09-26,647.015
2005-09-27,644.811
2005-09-28,647.446
2005-09-29,645.977
2005-09-30,650.651
2005-10-03,648.105
2005-10-04,650.673
2005-10-05,649.891
2005-10-06,659.092
2005-10-07,654.12
2005-10-10,650.565
2005-10-11,652.372
2005-10-12,649.155
2005-10-13,636.012
2005-10-14,642.01
2005-10-17,637.753
2005-10-18,633.214
2005-10-19,621.531
2005-10-20,624.628
2005-10-21,622.378
2005-10-24,622.941
2005-10-25,627.931
2005-10-26,627.143
2005-10-27,625.313
2005-10-28,624.097
2005-10-31,624.401
2005-11-01,622.737
2005-11-02,628.01
2005-11-03,627.692
2005-11-04,614.198
2005-11-07,620.841
