Date,BELGIUM SMID CAP SMID (Small+Mid Cap)
2003-08-06,360.076
2003-08-07,362.689
2003-08-08,362.373
2003-08-11,363.948
2003-08-12,363.411
2003-08-13,363.267
2003-08-14,364.261
2003-08-15,366.511
2003-08-18,365.665
2003-08-19,364.588
2003-08-20,363.599
2003-08-21,360.967
2003-08-22,359.191
2003-08-25,359.963
2003-08-26,357.232
2003-08-27,358.256
2003-08-28,359.854
2003-08-29,362.072
2003-09-01,363.352
2003-09-02,360.255
2003-09-03,365.155
2003-09-04,369.135
2003-09-05,373.681
2003-09-08,381.592
2003-09-09,383.799
2003-09-10,381.179
2003-09-11,380.187
2003-09-12,384.062
2003-09-15,385.259
2003-09-16,384.54
2003-09-17,385.357
2003-09-18,387.838
2003-09-19,388.963
2003-09-22,389.722
2003-09-23,387.8
2003-09-24,388.569
2003-09-25,386.199
2003-09-26,384.988
2003-09-29,385.738
2003-09-30,386.231
2003-10-01,391.609
2003-10-02,391.186
2003-10-03,392.752
2003-10-06,393.059
2003-10-07,395.238
2003-10-08,397.41
2003-10-09,397.107
2003-10-10,398.25
2003-10-13,396.135
2003-10-14,396.435
2003-10-15,398.842
2003-10-16,402.967
2003-10-17,399.727
2003-10-20,402.278
2003-10-21,403.268
2003-10-22,403.743
2003-10-23,400.093
2003-10-24,400.475
2003-10-27,402.047
2003-10-28,400.632
2003-10-29,400.469
2003-10-30,405.478
2003-10-31,406.835
2003-11-03,402.426
2003-11-04,405.024
2003-11-05,404.861
2003-11-06,406.361
2003-11-07,411.037
2003-11-10,411.364
2003-11-11,411.182
2003-11-12,414.034
2003-11-13,416.774
2003-11-14,418.97
2003-11-17,414.57
2003-11-18,414.893
2003-11-19,415.03
2003-11-20,414.308
2003-11-21,416.81
2003-11-24,413.24
2003-11-25,416.553
2003-11-26,421.457
2003-11-27,419.692
2003-11-28,420.918
2003-12-01,422.328
2003-12-02,428.512
2003-12-03,431.64
2003-12-04,430.154
2003-12-05,432.189
2003-12-08,433.329
2003-12-09,435.494
2003-12-10,434.968
2003-12-11,430.137
2003-12-12,432.756
2003-12-15,434.278
2003-12-16,434.497
2003-12-17,437.404
2003-12-18,440.392
2003-12-19,441.973
2003-12-22,446.035
2003-12-23,450.107
2003-12-24,451.03
2003-12-25,451.03
2003-12-26,450.849
2003-12-29,454.102
2003-12-30,456.472
2003-12-31,459.813
2004-01-01,459.813
2004-01-02,462.252
2004-01-05,465.737
2004-01-06,470.114
2004-01-07,470.273
2004-01-08,475.527
2004-01-09,481.552
2004-01-12,477.492
2004-01-13,477.739
2004-01-14,477.649
2004-01-15,474.74
2004-01-16,472.118
2004-01-19,473.99
2004-01-20,480.237
2004-01-21,483.17
2004-01-22,487.925
2004-01-23,488.324
2004-01-26,481.896
2004-01-27,486.924
2004-01-28,485.589
2004-01-29,475.109
2004-01-30,477.719
2004-02-02,481.483
2004-02-03,485.014
2004-02-04,480.487
2004-02-05,483.016
2004-02-06,487.651
2004-02-09,490.55
2004-02-10,491.916
2004-02-11,492.05
2004-02-12,498.795
2004-02-13,495.41
2004-02-16,496.331
2004-02-17,501.036
2004-02-18,504.644
2004-02-19,500.419
2004-02-20,494.319
2004-02-23,495.491
2004-02-24,498.523
2004-02-25,491.417
2004-02-26,490.064
2004-02-27,491.197
2004-03-01,493.352
2004-03-02,488.777
2004-03-03,483.081
2004-03-04,487.787
2004-03-05,497.464
2004-03-08,494.671
2004-03-09,492.481
2004-03-10,481.809
2004-03-11,472.053
2004-03-12,467.097
2004-03-15,462.366
2004-03-16,465.458
2004-03-17,465.983
2004-03-18,470.469
2004-03-19,465.237
2004-03-22,461.844
2004-03-23,458.881
2004-03-24,456.209
2004-03-25,459.25
2004-03-26,457.225
2004-03-29,458.804
2004-03-30,461.545
2004-03-31,469.328
2004-04-01,475.804
2004-04-02,470.791
2004-04-05,468.597
2004-04-06,471.737
2004-04-07,479.398
2004-04-08,477.293
2004-04-09,477.293
2004-04-12,475.952
2004-04-13,474.547
2004-04-14,473.645
2004-04-15,474.05
2004-04-16,481.619
2004-04-19,479.126
2004-04-20,475.43
2004-04-21,473.032
2004-04-22,474.188
2004-04-23,476.697
2004-04-26,475.933
2004-04-27,475.464
2004-04-28,468.726
2004-04-29,469.193
2004-04-30,470.028
2004-05-03,469.286
2004-05-04,473.145
2004-05-05,479.2
2004-05-06,473.426
2004-05-07,466.352
2004-05-10,453.998
2004-05-11,456.06
2004-05-12,458.881
2004-05-13,459.941
2004-05-14,463.231
2004-05-17,461.749
2004-05-18,459.811
2004-05-19,469.178
2004-05-20,466.511
2004-05-21,469.353
2004-05-24,468.245
2004-05-25,471.863
2004-05-26,474.86
2004-05-27,484.896
2004-05-28,481.792
2004-05-31,483.132
2004-06-01,483.123
2004-06-02,489.334
2004-06-03,489.131
2004-06-04,493.485
2004-06-07,498.942
2004-06-08,496.717
2004-06-09,489.355
2004-06-10,489.399
2004-06-11,484.46
2004-06-14,484.896
2004-06-15,487.374
2004-06-16,484.337
2004-06-17,485.186
2004-06-18,493.263
2004-06-21,491.737
2004-06-22,490.25
2004-06-23,490.757
2004-06-24,495.57
2004-06-25,495.217
2004-06-28,498.06
2004-06-29,496.85
2004-06-30,502.199
2004-07-01,502.177
2004-07-02,507.552
2004-07-05,507.327
2004-07-06,505.675
2004-07-07,509.273
2004-07-08,510.389
2004-07-09,508.987
2004-07-12,508.401
2004-07-13,507.287
2004-07-14,509.77
2004-07-15,507.834
2004-07-16,510.626
2004-07-19,509.695
2004-07-20,507.429
2004-07-21,502.245
2004-07-22,498.964
2004-07-23,491.3
2004-07-26,491.77
2004-07-27,491.899
2004-07-28,490.335
2004-07-29,497.643
2004-07-30,497.062
2004-08-02,498.18
2004-08-03,506.559
2004-08-04,505.674
2004-08-05,509.639
2004-08-06,515.598
2004-08-09,510.05
2004-08-10,513.936
2004-08-11,507.226
2004-08-12,508.731
2004-08-13,512.488
2004-08-16,513.563
2004-08-17,512.09
2004-08-18,509.971
2004-08-19,518.51
2004-08-20,517.982
2004-08-23,515.525
2004-08-24,511.012
2004-08-25,513.683
2004-08-26,515.496
2004-08-27,515.983
2004-08-30,516.64
2004-08-31,519.398
2004-09-01,522.703
2004-09-02,524.501
2004-09-03,524.762
2004-09-06,525.904
2004-09-07,527.684
2004-09-08,531.943
2004-09-09,533.45
2004-09-10,539.66
2004-09-13,538.375
2004-09-14,540.769
2004-09-15,536.791
2004-09-16,535.543
2004-09-17,538.613
2004-09-20,538.399
2004-09-21,546.958
2004-09-22,547.068
2004-09-23,544.969
2004-09-24,547.13
2004-09-27,545.702
2004-09-28,549.743
2004-09-29,552.587
2004-09-30,559.79
2004-10-01,562.445
2004-10-04,561.165
2004-10-05,566.194
2004-10-06,563.056
2004-10-07,563.687
2004-10-08,567.484
2004-10-11,566.472
2004-10-12,557.811
2004-10-13,557.131
2004-10-14,563.209
2004-10-15,569.582
2004-10-18,571.416
2004-10-19,575.639
2004-10-20,577.458
2004-10-21,580.841
2004-10-22,582.568
2004-10-25,582.599
2004-10-26,583.99
2004-10-27,587.469
2004-10-28,590.139
2004-10-29,588.954
2004-11-01,593.517
2004-11-02,594.945
2004-11-03,602.724
2004-11-04,605.089
2004-11-05,610.695
2004-11-08,612.855
2004-11-09,615.011
2004-11-10,617.029
2004-11-11,619.557
2004-11-12,621.364
2004-11-15,623.544
2004-11-16,623.084
2004-11-17,625.719
2004-11-18,619.824
2004-11-19,621.2
2004-11-22,622.97
2004-11-23,628.226
2004-11-24,636.44
2004-11-25,640.172
2004-11-26,641.874
2004-11-29,641.761
2004-11-30,641.759
2004-12-01,645.755
2004-12-02,648.123
2004-12-03,651.353
2004-12-06,653.994
2004-12-07,657.203
2004-12-08,649.387
2004-12-09,644.705
2004-12-10,639.146
2004-12-13,645.942
2004-12-14,647.374
2004-12-15,652.837
2004-12-16,643.239
2004-12-17,637.1
2004-12-20,647.181
2004-12-21,644.939
2004-12-22,648.02
2004-12-23,654.356
2004-12-24,655.699
2004-12-27,660.402
2004-12-28,659.868
2004-12-29,658.521
2004-12-30,662.455
2004-12-31,662.496
2005-01-03,663.766
2005-01-04,659.131
2005-01-05,657.72
2005-01-06,653.737
2005-01-07,649.654
2005-01-10,650.466
2005-01-11,650.69
2005-01-12,658.56
2005-01-13,649.327
2005-01-14,642.202
2005-01-17,645.155
2005-01-18,643.945
2005-01-19,645.488
2005-01-20,640.748
2005-01-21,647.239
2005-01-24,649.139
2005-01-25,645.422
2005-01-26,654.32
2005-01-27,653.098
2005-01-28,652.322
2005-01-31,655.306
2005-02-01,660.05
2005-02-02,666.732
2005-02-03,662.386
2005-02-04,668.049
2005-02-07,661.843
2005-02-08,660.854
2005-02-09,662.563
2005-02-10,664.93
2005-02-11,668.958
2005-02-14,672.779
2005-02-15,673.573
2005-02-16,676.264
2005-02-17,681.962
2005-02-18,682.641
2005-02-21,683.207
2005-02-22,689.003
2005-02-23,679.308
2005-02-24,681.918
2005-02-25,686.146
2005-02-28,699.613
2005-03-01,697.045
2005-03-02,689.406
2005-03-03,690.637
2005-03-04,702.249
2005-03-07,703.628
2005-03-08,709.393
2005-03-09,705.617
2005-03-10,700.945
2005-03-11,702.74
2005-03-14,692.567
2005-03-15,692.261
2005-03-16,697.067
2005-03-17,693.035
2005-03-18,689.207
2005-03-21,682.829
2005-03-22,682.221
2005-03-23,669.305
2005-03-24,679.106
2005-03-25,679.106
2005-03-28,674.34
2005-03-29,672.941
2005-03-30,675.437
2005-03-31,678.321
2005-04-01,681.049
2005-04-04,673.156
2005-04-05,675.89
2005-04-06,682.241
2005-04-07,685.8
2005-04-08,683.916
2005-04-11,689.465
2005-04-12,685.614
2005-04-13,687.771
2005-04-14,678.907
2005-04-15,680.413
2005-04-18,668.001
2005-04-19,674.52
2005-04-20,676.997
2005-04-21,675.943
2005-04-22,677.053
2005-04-25,672.455
2005-04-26,670.266
2005-04-27,661.053
2005-04-28,654.675
2005-04-29,658.75
2005-05-02,655.639
2005-05-03,656.517
2005-05-04,660.499
2005-05-05,663.968
2005-05-06,661.025
2005-05-09,657.714
2005-05-10,657.383
2005-05-11,653.127
2005-05-12,640.589
2005-05-13,634.41
2005-05-16,630.605
2005-05-17,627.657
2005-05-18,635.515
2005-05-19,636.251
2005-05-20,633.827
2005-05-23,636.162
2005-05-24,638.084
2005-05-25,639.737
2005-05-26,636.296
2005-05-27,635.304
2005-05-30,631.417
2005-05-31,624.774
2005-06-01,625.437
2005-06-02,626.535
2005-06-03,626.038
2005-06-06,622.948
2005-06-07,623.087
2005-06-08,624.057
2005-06-09,616.871
2005-06-10,617.815
2005-06-13,615.287
2005-06-14,615.739
2005-06-15,624.887
2005-06-16,625.787
2005-06-17,632.196
2005-06-20,625.625
2005-06-21,629.305
2005-06-22,631.6
2005-06-23,627.971
2005-06-24,630.104
2005-06-27,629.909
2005-06-28,625.187
2005-06-29,629.063
2005-06-30,628.816
2005-07-01,624.233
2005-07-04,623.345
2005-07-05,621.064
2005-07-06,623.584
2005-07-07,618.871
2005-07-08,622.047
2005-07-11,631.841
2005-07-12,637.227
2005-07-13,634.418
2005-07-14,639.266
2005-07-15,636.695
2005-07-18,636.794
2005-07-19,638.327
2005-07-20,639.084
2005-07-21,645.831
2005-07-22,644.395
2005-07-25,641.147
2005-07-26,641.493
2005-07-27,647.937
2005-07-28,654.594
2005-07-29,655.762
2005-08-01,661.179
2005-08-02,664.745
2005-08-03,673.082
2005-08-04,675.575
2005-08-05,672.537
2005-08-08,674.637
2005-08-09,677.111
2005-08-10,681.258
2005-08-11,680.27
2005-08-12,678.75
2005-08-15,677.3
2005-08-16,676.836
2005-08-17,677.101
2005-08-18,666.391
2005-08-19,667.786
2005-08-22,673.036
2005-08-23,666.524
2005-08-24,668.313
2005-08-25,665.911
2005-08-26,666.443
2005-08-29,660.976
2005-08-30,658.985
2005-08-31,666.124
2005-09-01,680.624
2005-09-02,687.213
2005-09-05,686.023
2005-09-06,686.802
2005-09-07,686.079
2005-09-08,682.344
2005-09-09,684.737
2005-09-12,679.749
2005-09-13,677.713
2005-09-14,682.495
2005-09-15,678.026
2005-09-16,678.429
2005-09-19,678.079
2005-09-20,680.247
2005-09-21,682.048
2005-09-22,675.146
2005-09-23,671.872
2005-09-26,674.512
2005-09-27,674.154
2005-09-28,680.235
2005-09-29,677.931
2005-09-30,685.111
2005-10-03,680.813
2005-10-04,687.743
2005-10-05,684.975
2005-10-06,688.647
2005-10-07,686.134
2005-10-10,682.466
2005-10-11,679.82
2005-10-12,679.606
2005-10-13,666.089
2005-10-14,671.986
2005-10-17,670.428
2005-10-18,663.215
2005-10-19,651.111
2005-10-20,655.589
2005-10-21,653.086
2005-10-24,658.038
2005-10-25,663.169
2005-10-26,663.35
2005-10-27,657.679
2005-10-28,654.501
2005-10-31,655.998
2005-11-01,655.26
2005-11-02,659.318
2005-11-03,660.936
2005-11-04,654.114
2005-11-07,658.303
2005-11-08,657.231
