Date,WORLD ex USA IMI VALUE IMI (Large+Mid+Small Cap)
2001-07-04,409.849
2001-07-05,405.831
2001-07-06,401.01
2001-07-09,400.97
2001-07-10,402.483
2001-07-11,400.467
2001-07-12,402.095
2001-07-13,402.135
2001-07-16,401.631
2001-07-17,397.745
2001-07-18,398.788
2001-07-19,400.734
2001-07-20,400.729
2001-07-23,397.019
2001-07-24,396.658
2001-07-25,396.134
2001-07-26,396.633
2001-07-27,399.51
2001-07-30,399.925
2001-07-31,404.013
2001-08-01,407.534
2001-08-02,411.006
2001-08-03,409.023
2001-08-06,407.761
2001-08-07,407.741
2001-08-08,405.147
2001-08-09,402.638
2001-08-10,403.872
2001-08-13,404.097
2001-08-14,409.531
2001-08-15,413.79
2001-08-16,411.167
2001-08-17,408.822
2001-08-20,406.529
2001-08-21,409.654
2001-08-22,412.926
2001-08-23,410.091
2001-08-24,413.565
2001-08-27,413.488
2001-08-28,410.669
2001-08-29,409.518
2001-08-30,403.31
2001-08-31,402.534
2001-09-03,397.343
2001-09-04,398.919
2001-09-05,393.918
2001-09-06,389.505
2001-09-07,386.207
2001-09-10,379.55
2001-09-11,370.332
2001-09-12,362.418
2001-09-13,366.55
2001-09-14,362.144
2001-09-17,360.348
2001-09-18,359.226
2001-09-19,357.689
2001-09-20,346.651
2001-09-21,334.551
2001-09-24,343.853
2001-09-25,349.193
2001-09-26,350.765
2001-09-27,351.965
2001-09-28,359.312
2001-10-01,358.135
2001-10-02,361.047
2001-10-03,362.003
2001-10-04,369.392
2001-10-05,369.687
2001-10-08,368.896
2001-10-09,365.752
2001-10-10,367.709
2001-10-11,369.992
2001-10-12,371.887
2001-10-15,367.245
2001-10-16,370.06
2001-10-17,374.266
2001-10-18,367.612
2001-10-19,362.105
2001-10-22,362.52
2001-10-23,368.269
2001-10-24,370.15
2001-10-25,368.896
2001-10-26,371.825
2001-10-29,369.794
2001-10-30,365.028
2001-10-31,364.965
2001-11-01,367.332
2001-11-02,367.22
2001-11-05,370.211
2001-11-06,371.021
2001-11-07,371.737
2001-11-08,375.241
2001-11-09,373.212
2001-11-12,368.465
2001-11-13,370.172
2001-11-14,370.519
2001-11-15,370.701
2001-11-16,373.184
2001-11-19,375.96
2001-11-20,375.262
2001-11-21,373.698
2001-11-22,375.095
2001-11-23,373.461
2001-11-26,375.672
2001-11-27,373.731
2001-11-28,370.316
2001-11-29,370.423
2001-11-30,373.256
2001-12-03,368.516
2001-12-04,370.134
2001-12-05,376.999
2001-12-06,379.193
2001-12-07,375.669
2001-12-10,370.126
2001-12-11,369.119
2001-12-12,370.668
2001-12-13,365.953
2001-12-14,364.9
2001-12-17,368.64
2001-12-18,368.013
2001-12-19,365.691
2001-12-20,364.741
2001-12-21,365.389
2001-12-24,364.029
2001-12-25,363.957
2001-12-26,363.594
2001-12-27,369.812
2001-12-28,371.898
2001-12-31,373.591
2002-01-01,373.591
2002-01-02,373.982
2002-01-03,377.634
2002-01-04,379.522
2002-01-07,377.513
2002-01-08,373.654
2002-01-09,372.471
2002-01-10,370.638
2002-01-11,370.434
2002-01-14,367.305
2002-01-15,366.817
2002-01-16,363.418
2002-01-17,364.87
2002-01-18,365.82
2002-01-21,365.887
2002-01-22,363.5
2002-01-23,364.604
2002-01-24,365.912
2002-01-25,362.879
2002-01-28,365.604
2002-01-29,361.672
2002-01-30,358.481
2002-01-31,361.361
2002-02-01,361.012
2002-02-04,359.877
2002-02-05,355.213
2002-02-06,352.936
2002-02-07,354.963
2002-02-08,356.466
2002-02-11,360.653
2002-02-12,362.145
2002-02-13,363.616
2002-02-14,366.181
2002-02-15,365.166
2002-02-18,363.629
2002-02-19,357.889
2002-02-20,355.529
2002-02-21,359.622
2002-02-22,359.848
2002-02-25,361.399
2002-02-26,361.99
2002-02-27,364.995
2002-02-28,366.186
2002-03-01,370.426
2002-03-04,381.244
2002-03-05,379.737
2002-03-06,382.519
2002-03-07,389.602
2002-03-08,389.143
2002-03-11,390.161
2002-03-12,385.468
2002-03-13,384.377
2002-03-14,387.179
2002-03-15,390.608
2002-03-18,389.111
2002-03-19,392.673
2002-03-20,391.239
2002-03-21,389.66
2002-03-22,387.83
2002-03-25,385.337
2002-03-26,385.388
2002-03-27,386.118
2002-03-28,389.184
2002-03-29,387.269
2002-04-01,388.643
2002-04-02,388.77
2002-04-03,389.991
2002-04-04,389.163
2002-04-05,388.794
2002-04-08,385.026
2002-04-09,384.832
2002-04-10,389.288
2002-04-11,386.147
2002-04-12,385.441
2002-04-15,388.085
2002-04-16,393.28
2002-04-17,396.006
2002-04-18,397.86
2002-04-19,398.534
2002-04-22,398.719
2002-04-23,398.003
2002-04-24,397.833
2002-04-25,397.451
2002-04-26,395.811
2002-04-29,395.687
2002-04-30,396.957
2002-05-01,398.905
2002-05-02,398.537
2002-05-03,402.051
2002-05-06,401.278
2002-05-07,396.796
2002-05-08,400.421
2002-05-09,399.784
2002-05-10,399.999
2002-05-13,401.35
2002-05-14,400.205
2002-05-15,404.3
2002-05-16,405.824
2002-05-17,410.01
2002-05-20,409.325
2002-05-21,409.607
2002-05-22,410.462
2002-05-23,409.772
2002-05-24,411.558
2002-05-27,410.782
2002-05-28,411.319
2002-05-29,410.887
2002-05-30,410.352
2002-05-31,410.743
2002-06-03,411.15
2002-06-04,407.331
2002-06-05,403.216
2002-06-06,404.112
2002-06-07,400.475
2002-06-10,399.278
2002-06-11,401.155
2002-06-12,396.956
2002-06-13,392.301
2002-06-14,383.834
2002-06-17,387.452
2002-06-18,388.644
2002-06-19,384.264
2002-06-20,382.7
2002-06-21,383.131
2002-06-24,380.529
2002-06-25,383.624
2002-06-26,382.182
2002-06-27,383.353
2002-06-28,393.85
2002-07-01,395.172
2002-07-02,387.666
2002-07-03,381.851
2002-07-04,384.462
2002-07-05,392.021
2002-07-08,395.024
2002-07-09,395.863
2002-07-10,386.718
2002-07-11,376.676
2002-07-12,375.511
2002-07-15,365.582
2002-07-16,365.054
2002-07-17,371.175
2002-07-18,376.495
2002-07-19,366.641
2002-07-22,352.568
2002-07-23,344.581
2002-07-24,340.325
2002-07-25,347.97
2002-07-26,343.235
2002-07-29,353.486
2002-07-30,356.493
2002-07-31,357.529
2002-08-01,347.849
2002-08-02,348.146
2002-08-05,342.013
2002-08-06,342.166
2002-08-07,344.65
2002-08-08,351.223
2002-08-09,357.512
2002-08-12,353.411
2002-08-13,355.775
2002-08-14,354.77
2002-08-15,360.582
2002-08-16,361.76
2002-08-19,364.255
2002-08-20,361.568
2002-08-21,365.374
2002-08-22,368.889
2002-08-23,365.74
2002-08-26,366.315
2002-08-27,372.153
2002-08-28,362.94
2002-08-29,358.449
2002-08-30,360.094
2002-09-02,357.117
2002-09-03,348.637
2002-09-04,345.917
2002-09-05,344.743
2002-09-06,348.608
2002-09-09,346.422
2002-09-10,350.413
2002-09-11,353.145
2002-09-12,347.243
2002-09-13,342.088
2002-09-16,340.296
2002-09-17,339.505
2002-09-18,332.557
2002-09-19,331.919
2002-09-20,329.091
2002-09-23,321.775
2002-09-24,316.789
2002-09-25,317.716
2002-09-26,327.229
2002-09-27,328.362
2002-09-30,320.658
2002-10-01,321.454
2002-10-02,324.357
2002-10-03,320.347
2002-10-04,315.386
2002-10-07,310.06
2002-10-08,306.568
2002-10-09,304.663
2002-10-10,307.924
2002-10-11,319.005
2002-10-14,317.028
2002-10-15,330.708
2002-10-16,329.184
2002-10-17,334.136
2002-10-18,333.531
2002-10-21,334.656
2002-10-22,330.096
2002-10-23,325.28
2002-10-24,329.278
2002-10-25,329.104
2002-10-28,332.706
2002-10-29,323.914
2002-10-30,328.778
2002-10-31,333.116
2002-11-01,333.025
2002-11-04,340.233
2002-11-05,343.761
2002-11-06,340.622
2002-11-07,339.425
2002-11-08,337.771
2002-11-11,333.987
2002-11-12,335.759
2002-11-13,332.521
2002-11-14,333.835
2002-11-15,337.239
2002-11-18,338.412
2002-11-19,337.139
2002-11-20,335.58
2002-11-21,342.835
2002-11-22,344.047
2002-11-25,342.212
2002-11-26,337.403
2002-11-27,342.023
2002-11-28,347.085
2002-11-29,347.29
2002-12-02,346.312
2002-12-03,342.59
2002-12-04,339.922
2002-12-05,336.723
2002-12-06,337.636
2002-12-09,332.338
2002-12-10,333.616
2002-12-11,335.687
2002-12-12,334.179
2002-12-13,332.529
2002-12-16,337.704
2002-12-17,337.005
2002-12-18,330.543
2002-12-19,330.239
2002-12-20,333.193
2002-12-23,334.54
2002-12-24,336.033
2002-12-25,335.843
2002-12-26,337.307
2002-12-27,332.963
2002-12-30,336.526
2002-12-31,338.575
2003-01-01,338.575
2003-01-02,343.174
2003-01-03,344.706
2003-01-06,349.936
2003-01-07,345.158
2003-01-08,339.622
2003-01-09,343.312
2003-01-10,345.806
2003-01-13,346.864
2003-01-14,348.994
2003-01-15,347.206
2003-01-16,347.665
2003-01-17,344.521
2003-01-20,340.964
2003-01-21,338.839
2003-01-22,334.868
2003-01-23,336.078
2003-01-24,334.965
2003-01-27,326.522
2003-01-28,326.341
2003-01-29,325.633
2003-01-30,327.854
2003-01-31,327.331
2003-02-03,332.749
2003-02-04,329.599
2003-02-05,333.029
2003-02-06,327.852
2003-02-07,325.567
2003-02-10,323.223
2003-02-11,326.232
2003-02-12,324.324
2003-02-13,325.152
2003-02-14,327.522
2003-02-17,331.072
2003-02-18,332.687
2003-02-19,329.57
2003-02-20,329.223
2003-02-21,330.04
2003-02-24,327.221
2003-02-25,319.109
2003-02-26,318.419
2003-02-27,319.317
2003-02-28,322.691
2003-03-03,325.034
2003-03-04,322.329
2003-03-05,321.856
2003-03-06,318.98
2003-03-07,314.824
2003-03-10,309.411
2003-03-11,307.973
2003-03-12,300.39
2003-03-13,307.732
2003-03-14,313.558
2003-03-17,317.827
2003-03-18,318.348
2003-03-19,320.116
2003-03-20,320.834
2003-03-21,325.228
2003-03-24,321.644
2003-03-25,323.095
2003-03-26,324.754
2003-03-27,321.9
2003-03-28,321.08
2003-03-31,315.465
2003-04-01,318.252
2003-04-02,322.6
2003-04-03,322.983
2003-04-04,324.672
2003-04-07,331.6
2003-04-08,328.259
2003-04-09,327.693
2003-04-10,327.86
2003-04-11,327.326
2003-04-14,329.547
2003-04-15,334.326
2003-04-16,333.523
2003-04-17,336.304
2003-04-18,336.432
2003-04-21,335.114
2003-04-22,338.774
2003-04-23,341.885
2003-04-24,339.978
2003-04-25,335.291
2003-04-28,339.782
2003-04-29,340.64
2003-04-30,345.639
2003-05-01,347.116
2003-05-02,348.73
2003-05-05,351.671
2003-05-06,358.454
2003-05-07,357.143
2003-05-08,353.533
2003-05-09,356.875
2003-05-12,359.826
2003-05-13,359.816
2003-05-14,361.187
2003-05-15,362.72
2003-05-16,365.018
2003-05-19,359.771
2003-05-20,360.59
2003-05-21,359.094
2003-05-22,362.018
2003-05-23,364.292
2003-05-26,365.308
2003-05-27,365.569
2003-05-28,367.402
2003-05-29,371.593
2003-05-30,370.603
2003-06-02,375.941
2003-06-03,374.184
2003-06-04,377.229
2003-06-05,381.448
2003-06-06,383.829
2003-06-09,382.198
2003-06-10,382.066
2003-06-11,388.269
2003-06-12,390.974
2003-06-13,389.4
2003-06-16,393.843
2003-06-17,396.578
2003-06-18,395.561
2003-06-19,390.863
2003-06-20,391.588
2003-06-23,386.997
2003-06-24,383.097
2003-06-25,385.888
2003-06-26,381.971
2003-06-27,383.196
2003-06-30,381.192
2003-07-01,381.247
2003-07-02,386.785
2003-07-03,389.901
2003-07-04,388.244
2003-07-07,392.929
2003-07-08,391.833
2003-07-09,390.676
2003-07-10,387.778
2003-07-11,388.09
2003-07-14,392.713
2003-07-15,389.665
2003-07-16,386.797
2003-07-17,382.51
2003-07-18,383.822
2003-07-21,384.383
2003-07-22,385.19
2003-07-23,387.629
2003-07-24,393.297
2003-07-25,393.605
2003-07-28,396.506
2003-07-29,395.092
2003-07-30,391.704
2003-07-31,391.845
2003-08-01,390.577
2003-08-04,389.777
2003-08-05,390.947
2003-08-06,387.385
2003-08-07,389.731
2003-08-08,390.507
2003-08-11,393.51
2003-08-12,395.009
2003-08-13,397.526
2003-08-14,401.603
2003-08-15,402.167
2003-08-18,403.992
2003-08-19,403.597
2003-08-20,405.535
2003-08-21,405.486
2003-08-22,403.339
2003-08-25,402.424
2003-08-26,399.053
2003-08-27,400.782
2003-08-28,401.562
2003-08-29,402.782
2003-09-01,407.589
2003-09-02,407.076
2003-09-03,411.189
2003-09-04,411.951
2003-09-05,413.029
2003-09-08,416.345
2003-09-09,416.844
2003-09-10,413.797
2003-09-11,412.716
2003-09-12,415.922
2003-09-15,416.689
2003-09-16,419.798
2003-09-17,422.921
2003-09-18,426.638
2003-09-19,427.101
2003-09-22,425.347
2003-09-23,424.744
2003-09-24,424.924
2003-09-25,421.79
2003-09-26,418.07
2003-09-29,417.541
2003-09-30,415.767
2003-10-01,424.563
2003-10-02,428.55
2003-10-03,434.399
2003-10-06,435.013
2003-10-07,437.377
2003-10-08,435.965
2003-10-09,440.312
2003-10-10,443.319
2003-10-13,445.011
2003-10-14,445.581
2003-10-15,446.821
2003-10-16,448.664
2003-10-17,446.237
2003-10-20,447.236
2003-10-21,448.079
2003-10-22,444.34
2003-10-23,435.417
2003-10-24,436.841
2003-10-27,439.605
2003-10-28,442.516
2003-10-29,445.416
2003-10-30,447.05
2003-10-31,443.659
2003-11-03,443.585
2003-11-04,447.723
2003-11-05,445.436
2003-11-06,442.281
2003-11-07,447.704
2003-11-10,446.756
2003-11-11,441.954
2003-11-12,445.302
2003-11-13,449.344
2003-11-14,450.664
2003-11-17,441.185
2003-11-18,444.163
2003-11-19,441.301
2003-11-20,442.246
2003-11-21,443.642
2003-11-24,444.794
2003-11-25,446.711
2003-11-26,451.138
2003-11-27,452.41
2003-11-28,452.629
2003-12-01,458.515
2003-12-02,461.264
2003-12-03,464.272
2003-12-04,463.727
2003-12-05,464.36
2003-12-08,464.275
2003-12-09,466.8
2003-12-10,463.335
2003-12-11,463.071
2003-12-12,467.834
2003-12-15,471.047
2003-12-16,469.267
2003-12-17,469.825
2003-12-18,472.645
2003-12-19,474.733
2003-12-22,476.855
2003-12-23,478.392
2003-12-24,480.081
2003-12-25,480.043
2003-12-26,480.629
2003-12-29,483.56
2003-12-30,487.712
2003-12-31,490.608
2004-01-01,490.61
2004-01-02,493.913
2004-01-05,500.995
2004-01-06,502.88
2004-01-07,498.823
2004-01-08,501.515
2004-01-09,502.999
2004-01-12,502.143
2004-01-13,502.378
2004-01-14,502.195
2004-01-15,499.903
2004-01-16,498.017
2004-01-19,498.775
2004-01-20,503.553
2004-01-21,506.938
2004-01-22,509.997
2004-01-23,509.123
2004-01-26,503.903
2004-01-27,505.473
2004-01-28,506.144
2004-01-29,495.674
2004-01-30,495.315
2004-02-02,497.085
2004-02-03,499.195
2004-02-04,494.623
2004-02-05,496.486
2004-02-06,501.642
2004-02-09,505.18
2004-02-10,505.555
2004-02-11,506.517
2004-02-12,511.417
2004-02-13,510.825
2004-02-16,512.761
2004-02-17,517.084
2004-02-18,516.742
2004-02-19,516.206
2004-02-20,509.5
2004-02-23,511.545
2004-02-24,510.105
2004-02-25,507.306
2004-02-26,505.05
2004-02-27,508.176
2004-03-01,515.148
2004-03-02,512.015
2004-03-03,506.132
2004-03-04,509.417
2004-03-05,516.099
2004-03-08,514.849
2004-03-09,514.674
2004-03-10,507.64
2004-03-11,498.625
2004-03-12,495.787
2004-03-15,492.915
2004-03-16,499.627
2004-03-17,503.969
2004-03-18,506.512
2004-03-19,505.762
2004-03-22,499.897
2004-03-23,499.571
2004-03-24,498.923
2004-03-25,503.515
2004-03-26,504.779
2004-03-29,510.318
2004-03-30,511.451
2004-03-31,515.801
2004-04-01,521.668
2004-04-02,521.47
2004-04-05,520.599
2004-04-06,522.041
2004-04-07,524.539
2004-04-08,523.663
2004-04-09,522.205
2004-04-12,523.166
2004-04-13,520.883
2004-04-14,512.4
2004-04-15,509.802
2004-04-16,515.97
2004-04-19,514.417
2004-04-20,515.982
2004-04-21,509.833
2004-04-22,511.18
2004-04-23,513.051
2004-04-26,515.608
2004-04-27,515.24
2004-04-28,509.271
2004-04-29,507.499
2004-04-30,503.88
2004-05-03,504.763
2004-05-04,510.964
2004-05-05,514.327
2004-05-06,505.705
2004-05-07,495.664
2004-05-10,477.228
2004-05-11,480.044
2004-05-12,483.828
2004-05-13,481.331
2004-05-14,479.86
2004-05-17,475.236
2004-05-18,477.831
2004-05-19,490.69
2004-05-20,485.299
2004-05-21,491.888
2004-05-24,492.96
2004-05-25,495.381
2004-05-26,499.83
2004-05-27,507.521
2004-05-28,506.731
2004-05-31,507.763
2004-06-01,506.941
2004-06-02,509.124
2004-06-03,506.639
2004-06-04,509.503
2004-06-07,519.01
2004-06-08,519.347
2004-06-09,513.705
2004-06-10,516.352
2004-06-11,512.628
2004-06-14,508.934
2004-06-15,511.554
2004-06-16,515.248
2004-06-17,516.999
2004-06-18,519.258
2004-06-21,520.356
2004-06-22,516.493
2004-06-23,517.986
2004-06-24,525.355
2004-06-25,523.271
2004-06-28,528.513
2004-06-29,524.369
2004-06-30,523.716
2004-07-01,524.029
2004-07-02,523.728
2004-07-05,520.854
2004-07-06,518.987
2004-07-07,521.101
2004-07-08,522.542
2004-07-09,524.768
2004-07-12,525.681
2004-07-13,523.681
2004-07-14,522.436
2004-07-15,518.147
2004-07-16,522.714
2004-07-19,521.86
2004-07-20,519.375
2004-07-21,517.339
2004-07-22,513.033
2004-07-23,507.902
2004-07-26,505.583
2004-07-27,503.516
2004-07-28,505.017
2004-07-29,509.542
2004-07-30,511.893
2004-08-02,512.367
2004-08-03,514.285
2004-08-04,509.537
2004-08-05,509.688
2004-08-06,509.536
2004-08-09,505.647
2004-08-10,509.015
2004-08-11,505.032
2004-08-12,504.538
2004-08-13,505.185
2004-08-16,506.835
2004-08-17,507.375
2004-08-18,507.682
2004-08-19,512.045
2004-08-20,511.388
2004-08-23,511.995
2004-08-24,509.719
2004-08-25,511.342
2004-08-26,514.169
2004-08-27,516.265
2004-08-30,515.058
2004-08-31,515.222
2004-09-01,519.502
2004-09-02,520.628
2004-09-03,517.762
2004-09-06,521.695
2004-09-07,523.0
2004-09-08,524.247
2004-09-09,521.588
2004-09-10,526.411
2004-09-13,527.896
2004-09-14,529.474
2004-09-15,522.857
2004-09-16,524.683
2004-09-17,526.154
2004-09-20,525.249
2004-09-21,530.192
2004-09-22,527.245
2004-09-23,526.972
2004-09-24,525.851
2004-09-27,523.602
2004-09-28,525.447
2004-09-29,527.011
2004-09-30,530.822
2004-10-01,537.811
2004-10-04,538.318
2004-10-05,541.507
2004-10-06,542.555
2004-10-07,542.048
2004-10-08,546.056
2004-10-11,546.025
2004-10-12,538.911
2004-10-13,537.121
2004-10-14,538.306
2004-10-15,539.958
2004-10-18,538.899
2004-10-19,542.564
2004-10-20,541.029
2004-10-21,543.007
2004-10-22,544.29
2004-10-25,542.151
2004-10-26,543.048
2004-10-27,547.77
2004-10-28,551.469
2004-10-29,550.069
2004-11-01,553.339
2004-11-02,556.349
2004-11-03,561.156
2004-11-04,564.09
2004-11-05,568.866
2004-11-08,569.094
2004-11-09,567.574
2004-11-10,567.339
2004-11-11,569.638
2004-11-12,574.648
2004-11-15,576.712
2004-11-16,575.322
2004-11-17,580.888
2004-11-18,578.426
2004-11-19,580.507
2004-11-22,576.172
2004-11-23,578.172
2004-11-24,581.181
2004-11-25,587.761
2004-11-26,587.42
2004-11-29,588.899
2004-11-30,586.74
2004-12-01,590.467
2004-12-02,592.119
2004-12-03,595.247
2004-12-06,594.461
2004-12-07,594.018
2004-12-08,585.83
2004-12-09,581.302
2004-12-10,581.113
2004-12-13,587.775
2004-12-14,589.051
2004-12-15,596.294
2004-12-16,592.874
2004-12-17,590.698
2004-12-20,598.075
2004-12-21,596.061
2004-12-22,599.817
2004-12-23,604.145
2004-12-24,607.924
2004-12-27,610.589
2004-12-28,610.584
2004-12-29,608.498
2004-12-30,613.204
2004-12-31,613.37
2005-01-03,610.338
2005-01-04,605.107
2005-01-05,600.804
2005-01-06,598.558
2005-01-07,597.402
2005-01-10,599.984
2005-01-11,600.983
2005-01-12,604.058
2005-01-13,602.01
2005-01-14,600.482
2005-01-17,602.441
2005-01-18,600.061
2005-01-19,601.296
2005-01-20,595.149
2005-01-21,596.865
2005-01-24,599.275
2005-01-25,597.714
2005-01-26,604.238
2005-01-27,603.677
2005-01-28,600.294
2005-01-31,605.112
2005-02-01,607.114
2005-02-02,610.929
2005-02-03,606.588
2005-02-04,611.539
2005-02-07,610.282
2005-02-08,607.249
2005-02-09,607.756
2005-02-10,613.422
2005-02-11,616.866
2005-02-14,621.864
2005-02-15,623.995
2005-02-16,621.019
2005-02-17,624.991
2005-02-18,626.256
2005-02-21,625.462
2005-02-22,627.654
2005-02-23,621.662
2005-02-24,621.788
2005-02-25,628.363
2005-02-28,633.029
2005-03-01,632.397
2005-03-02,630.525
2005-03-03,631.433
2005-03-04,640.809
2005-03-07,638.479
2005-03-08,642.843
2005-03-09,642.219
2005-03-10,638.44
2005-03-11,641.771
2005-03-14,637.019
2005-03-15,639.196
2005-03-16,638.544
2005-03-17,635.291
2005-03-18,634.142
2005-03-21,629.359
2005-03-22,631.098
2005-03-23,619.21
2005-03-24,618.541
2005-03-25,619.159
2005-03-28,616.67
2005-03-29,615.448
2005-03-30,614.934
2005-03-31,619.237
2005-04-01,620.043
2005-04-04,612.509
2005-04-05,616.843
2005-04-06,618.964
2005-04-07,622.94
2005-04-08,621.69
2005-04-11,623.986
2005-04-12,618.673
2005-04-13,621.532
2005-04-14,613.962
2005-04-15,608.918
2005-04-18,598.678
2005-04-19,605.038
2005-04-20,604.694
2005-04-21,603.431
2005-04-22,609.017
2005-04-25,608.772
2005-04-26,606.35
2005-04-27,601.02
2005-04-28,598.963
2005-04-29,601.188
2005-05-02,600.12
2005-05-03,602.543
2005-05-04,607.751
2005-05-05,610.251
2005-05-06,611.173
2005-05-09,608.219
2005-05-10,606.845
2005-05-11,602.953
2005-05-12,600.209
2005-05-13,595.734
2005-05-16,590.86
2005-05-17,590.453
2005-05-18,596.21
2005-05-19,600.504
2005-05-20,597.2
2005-05-23,602.522
2005-05-24,602.918
2005-05-25,601.369
2005-05-26,601.09
2005-05-27,603.102
2005-05-30,604.891
2005-05-31,600.551
2005-06-01,603.467
2005-06-02,604.088
2005-06-03,603.993
2005-06-06,604.337
2005-06-07,608.16
2005-06-08,610.711
2005-06-09,603.975
2005-06-10,604.679
2005-06-13,602.183
2005-06-14,604.056
2005-06-15,606.597
2005-06-16,609.371
2005-06-17,616.576
2005-06-20,612.542
2005-06-21,614.86
2005-06-22,616.261
2005-06-23,615.617
2005-06-24,612.882
2005-06-27,610.143
2005-06-28,611.564
2005-06-29,612.487
2005-06-30,612.183
2005-07-01,609.221
2005-07-04,608.709
2005-07-05,607.206
2005-07-06,610.446
2005-07-07,603.103
2005-07-08,607.785
2005-07-11,616.518
2005-07-12,621.484
2005-07-13,618.685
2005-07-14,621.707
2005-07-15,618.87
2005-07-18,619.192
2005-07-19,616.762
2005-07-20,616.934
2005-07-21,626.555
2005-07-22,626.108
2005-07-25,624.92
2005-07-26,623.289
2005-07-27,626.444
2005-07-28,629.459
2005-07-29,631.847
2005-08-01,635.456
2005-08-02,640.12
2005-08-03,643.033
2005-08-04,639.96
2005-08-05,634.107
2005-08-08,637.969
2005-08-09,640.342
2005-08-10,651.252
2005-08-11,655.496
2005-08-12,655.374
2005-08-15,653.295
2005-08-16,651.818
2005-08-17,649.011
2005-08-18,640.407
2005-08-19,642.792
2005-08-22,650.613
2005-08-23,647.322
2005-08-24,647.303
2005-08-25,645.935
2005-08-26,645.771
2005-08-29,641.608
2005-08-30,639.607
2005-08-31,647.424
2005-09-01,658.943
2005-09-02,662.008
2005-09-05,665.689
2005-09-06,667.152
2005-09-07,667.001
2005-09-08,664.283
2005-09-09,669.331
2005-09-12,665.914
2005-09-13,662.329
2005-09-14,665.951
2005-09-15,664.2
2005-09-16,666.07
2005-09-19,664.68
2005-09-20,669.466
2005-09-21,668.296
2005-09-22,663.086
2005-09-23,661.101
2005-09-26,668.707
2005-09-27,665.176
2005-09-28,672.124
2005-09-29,675.557
2005-09-30,675.971
2005-10-03,672.938
2005-10-04,675.1
2005-10-05,667.964
2005-10-06,663.136
2005-10-07,660.882
2005-10-10,658.944
2005-10-11,661.181
2005-10-12,659.276
2005-10-13,649.944
2005-10-14,655.587
2005-10-17,653.116
2005-10-18,646.544
2005-10-19,640.491
2005-10-20,642.134
2005-10-21,641.017
2005-10-24,643.752
2005-10-25,650.392
2005-10-26,651.912
2005-10-27,651.468
2005-10-28,648.268
2005-10-31,656.066
2005-11-01,659.031
2005-11-02,663.854
2005-11-03,667.871
2005-11-04,660.595
2005-11-07,661.983
