Date,ISRAEL MID VALUE Mid Cap
2001-07-02,338.231
2001-07-03,333.539
2001-07-04,333.916
2001-07-05,328.903
2001-07-06,327.89
2001-07-09,325.425
2001-07-10,330.703
2001-07-11,325.286
2001-07-12,333.454
2001-07-13,334.737
2001-07-16,336.337
2001-07-17,333.512
2001-07-18,329.129
2001-07-19,336.111
2001-07-20,336.079
2001-07-23,339.991
2001-07-24,337.594
2001-07-25,339.377
2001-07-26,345.474
2001-07-27,344.884
2001-07-30,344.491
2001-07-31,340.525
2001-08-01,344.666
2001-08-02,346.839
2001-08-03,347.226
2001-08-06,342.999
2001-08-07,340.85
2001-08-08,342.811
2001-08-09,337.133
2001-08-10,336.965
2001-08-13,343.836
2001-08-14,342.411
2001-08-15,335.05
2001-08-16,331.943
2001-08-17,330.983
2001-08-20,328.303
2001-08-21,330.693
2001-08-22,331.981
2001-08-23,332.13
2001-08-24,332.556
2001-08-27,332.099
2001-08-28,327.339
2001-08-29,325.517
2001-08-30,320.066
2001-08-31,318.688
2001-09-03,312.395
2001-09-04,308.03
2001-09-05,308.622
2001-09-06,307.35
2001-09-07,306.925
2001-09-10,301.763
2001-09-11,291.673
2001-09-12,288.72
2001-09-13,290.734
2001-09-14,290.889
2001-09-17,287.027
2001-09-18,286.61
2001-09-19,286.826
2001-09-20,277.592
2001-09-21,274.498
2001-09-24,277.703
2001-09-25,274.113
2001-09-26,273.794
2001-09-27,273.437
2001-09-28,275.1
2001-10-01,273.208
2001-10-02,273.073
2001-10-03,268.196
2001-10-04,270.508
2001-10-05,270.603
2001-10-08,277.716
2001-10-09,278.135
2001-10-10,284.632
2001-10-11,293.069
2001-10-12,292.687
2001-10-15,286.772
2001-10-16,295.2
2001-10-17,290.413
2001-10-18,289.308
2001-10-19,289.74
2001-10-22,296.962
2001-10-23,297.898
2001-10-24,296.023
2001-10-25,291.528
2001-10-26,292.661
2001-10-29,294.723
2001-10-30,288.97
2001-10-31,290.578
2001-11-01,291.758
2001-11-02,294.261
2001-11-05,308.771
2001-11-06,304.489
2001-11-07,304.055
2001-11-08,309.189
2001-11-09,311.31
2001-11-12,308.243
2001-11-13,318.629
2001-11-14,320.864
2001-11-15,317.58
2001-11-16,317.314
2001-11-19,321.955
2001-11-20,321.971
2001-11-21,323.24
2001-11-22,327.67
2001-11-23,328.479
2001-11-26,328.946
2001-11-27,326.354
2001-11-28,326.294
2001-11-29,327.833
2001-11-30,326.881
2001-12-03,316.364
2001-12-04,316.331
2001-12-05,321.597
2001-12-06,328.797
2001-12-07,329.073
2001-12-10,334.674
2001-12-11,339.613
2001-12-12,339.473
2001-12-13,330.81
2001-12-14,329.409
2001-12-17,331.345
2001-12-18,328.062
2001-12-19,323.676
2001-12-20,324.147
2001-12-21,319.643
2001-12-24,338.694
2001-12-25,343.988
2001-12-26,347.26
2001-12-27,353.792
2001-12-28,352.437
2001-12-31,351.047
2002-01-01,353.534
2002-01-02,361.839
2002-01-03,361.721
2002-01-04,361.344
2002-01-07,361.405
2002-01-08,357.473
2002-01-09,357.545
2002-01-10,349.73
2002-01-11,349.518
2002-01-14,355.735
2002-01-15,349.512
2002-01-16,342.852
2002-01-17,347.256
2002-01-18,347.389
2002-01-21,339.044
2002-01-22,339.554
2002-01-23,328.902
2002-01-24,333.855
2002-01-25,332.991
2002-01-28,322.987
2002-01-29,323.805
2002-01-30,325.67
2002-01-31,333.926
2002-02-01,334.418
2002-02-04,339.017
2002-02-05,332.098
2002-02-06,332.142
2002-02-07,321.455
2002-02-08,322.715
2002-02-11,305.28
2002-02-12,308.907
2002-02-13,316.814
2002-02-14,315.484
2002-02-15,316.538
2002-02-18,304.236
2002-02-19,294.845
2002-02-20,298.739
2002-02-21,298.108
2002-02-22,297.897
2002-02-25,304.606
2002-02-26,306.627
2002-02-27,316.864
2002-02-28,309.107
2002-03-01,306.51
2002-03-04,307.457
2002-03-05,301.65
2002-03-06,293.53
2002-03-07,296.193
2002-03-08,295.95
2002-03-11,307.134
2002-03-12,300.361
2002-03-13,299.081
2002-03-14,304.652
2002-03-15,304.091
2002-03-18,319.528
2002-03-19,319.888
2002-03-20,319.039
2002-03-21,314.608
2002-03-22,314.739
2002-03-25,309.373
2002-03-26,305.232
2002-03-27,303.51
2002-03-28,303.106
2002-03-29,303.106
2002-04-01,277.329
2002-04-02,278.412
2002-04-03,278.345
2002-04-04,278.491
2002-04-05,279.363
2002-04-08,279.48
2002-04-09,277.112
2002-04-10,282.394
2002-04-11,282.643
2002-04-12,280.902
2002-04-15,278.344
2002-04-16,277.951
2002-04-17,277.839
2002-04-18,282.848
2002-04-19,282.863
2002-04-22,286.842
2002-04-23,282.187
2002-04-24,271.377
2002-04-25,268.223
2002-04-26,268.018
2002-04-29,266.444
2002-04-30,261.68
2002-05-01,266.165
2002-05-02,274.42
2002-05-03,274.231
2002-05-06,271.647
2002-05-07,271.661
2002-05-08,268.203
2002-05-09,260.873
2002-05-10,261.253
2002-05-13,266.994
2002-05-14,273.21
2002-05-15,272.993
2002-05-16,273.287
2002-05-17,273.468
2002-05-20,269.232
2002-05-21,270.934
2002-05-22,270.403
2002-05-23,266.719
2002-05-24,266.588
2002-05-27,263.403
2002-05-28,259.93
2002-05-29,256.742
2002-05-30,257.93
2002-05-31,259.348
2002-06-03,263.163
2002-06-04,261.953
2002-06-05,260.189
2002-06-06,260.274
2002-06-07,258.612
2002-06-10,256.024
2002-06-11,254.205
2002-06-12,253.827
2002-06-13,256.435
2002-06-14,255.738
2002-06-17,252.038
2002-06-18,251.079
2002-06-19,247.43
2002-06-20,242.37
2002-06-21,243.297
2002-06-24,242.347
2002-06-25,256.073
2002-06-26,252.173
2002-06-27,264.174
2002-06-28,268.175
2002-07-01,272.878
2002-07-02,269.901
2002-07-03,270.366
2002-07-04,272.487
2002-07-05,271.694
2002-07-08,272.722
2002-07-09,278.787
2002-07-10,286.829
2002-07-11,281.178
2002-07-12,282.31
2002-07-15,290.353
2002-07-16,286.643
2002-07-17,292.177
2002-07-18,291.895
2002-07-19,291.738
2002-07-22,293.213
2002-07-23,283.96
2002-07-24,271.718
2002-07-25,270.85
2002-07-26,270.45
2002-07-29,283.261
2002-07-30,284.314
2002-07-31,285.151
2002-08-01,277.497
2002-08-02,277.232
2002-08-05,272.101
2002-08-06,276.29
2002-08-07,277.486
2002-08-08,273.836
2002-08-09,274.83
2002-08-12,275.384
2002-08-13,274.433
2002-08-14,273.383
2002-08-15,276.348
2002-08-16,275.934
2002-08-19,285.125
2002-08-20,282.966
2002-08-21,284.877
2002-08-22,280.355
2002-08-23,280.415
2002-08-26,286.054
2002-08-27,288.863
2002-08-28,285.695
2002-08-29,282.454
2002-08-30,282.478
2002-09-02,278.863
2002-09-03,278.346
2002-09-04,276.566
2002-09-05,275.9
2002-09-06,276.016
2002-09-09,277.597
2002-09-10,279.563
2002-09-11,280.461
2002-09-12,279.985
2002-09-13,279.808
2002-09-16,279.572
2002-09-17,283.124
2002-09-18,269.591
2002-09-19,267.23
2002-09-20,265.127
2002-09-23,259.726
2002-09-24,255.739
2002-09-25,256.92
2002-09-26,261.741
2002-09-27,261.2
2002-09-30,255.286
2002-10-01,260.576
2002-10-02,258.028
2002-10-03,254.679
2002-10-04,254.732
2002-10-07,251.155
2002-10-08,251.984
2002-10-09,251.1
2002-10-10,252.381
2002-10-11,252.904
2002-10-14,252.559
2002-10-15,256.841
2002-10-16,256.673
2002-10-17,263.562
2002-10-18,263.69
2002-10-21,262.064
2002-10-22,259.054
2002-10-23,258.25
2002-10-24,261.436
2002-10-25,260.721
2002-10-28,254.099
2002-10-29,250.778
2002-10-30,257.487
2002-10-31,250.568
2002-11-01,251.78
2002-11-04,247.477
2002-11-05,252.158
2002-11-06,265.19
2002-11-07,258.827
2002-11-08,259.542
2002-11-11,263.246
2002-11-12,260.679
2002-11-13,259.711
2002-11-14,261.949
2002-11-15,262.539
2002-11-18,263.442
2002-11-19,260.287
2002-11-20,261.907
2002-11-21,263.799
2002-11-22,263.63
2002-11-25,264.63
2002-11-26,272.128
2002-11-27,279.021
2002-11-28,277.241
2002-11-29,277.598
2002-12-02,283.996
2002-12-03,280.921
2002-12-04,274.23
2002-12-05,274.765
2002-12-06,272.723
2002-12-09,272.234
2002-12-10,280.947
2002-12-11,281.446
2002-12-12,281.814
2002-12-13,281.996
2002-12-16,281.107
2002-12-17,278.524
2002-12-18,275.43
2002-12-19,263.866
2002-12-20,264.144
2002-12-23,257.134
2002-12-24,256.015
2002-12-25,253.759
2002-12-26,259.405
2002-12-27,257.743
2002-12-30,250.451
2002-12-31,248.292
2003-01-01,244.3
2003-01-02,242.176
2003-01-03,241.62
2003-01-06,245.013
2003-01-07,245.071
2003-01-08,239.217
2003-01-09,238.362
2003-01-10,238.808
2003-01-13,228.758
2003-01-14,226.91
2003-01-15,233.428
2003-01-16,236.725
2003-01-17,235.115
2003-01-20,222.564
2003-01-21,220.506
2003-01-22,217.016
2003-01-23,221.084
2003-01-24,220.393
2003-01-27,222.549
2003-01-28,222.412
2003-01-29,226.817
2003-01-30,226.773
2003-01-31,225.974
2003-02-03,223.16
2003-02-04,218.197
2003-02-05,218.172
2003-02-06,217.618
2003-02-07,217.475
2003-02-10,215.724
2003-02-11,219.231
2003-02-12,216.08
2003-02-13,208.748
2003-02-14,209.979
2003-02-17,221.216
2003-02-18,227.911
2003-02-19,221.457
2003-02-20,216.303
2003-02-21,216.667
2003-02-24,219.982
2003-02-25,217.132
2003-02-26,215.984
2003-02-27,226.363
2003-02-28,227.021
2003-03-03,228.17
2003-03-04,227.046
2003-03-05,225.786
2003-03-06,231.867
2003-03-07,231.819
2003-03-10,226.801
2003-03-11,230.935
2003-03-12,230.424
2003-03-13,235.972
2003-03-14,234.745
2003-03-17,240.649
2003-03-18,240.699
2003-03-19,254.136
2003-03-20,246.275
2003-03-21,246.794
2003-03-24,246.989
2003-03-25,247.581
2003-03-26,254.28
2003-03-27,248.188
2003-03-28,247.925
2003-03-31,244.067
2003-04-01,253.26
2003-04-02,259.791
2003-04-03,262.237
2003-04-04,261.507
2003-04-07,276.03
2003-04-08,274.371
2003-04-09,282.273
2003-04-10,284.919
2003-04-11,284.491
2003-04-14,291.715
2003-04-15,297.377
2003-04-16,297.831
2003-04-17,297.831
2003-04-18,297.831
2003-04-21,287.228
2003-04-22,285.798
2003-04-23,285.798
2003-04-24,297.662
2003-04-25,297.337
2003-04-28,290.579
2003-04-29,297.188
2003-04-30,296.404
2003-05-01,297.253
2003-05-02,300.433
2003-05-05,313.723
2003-05-06,315.482
2003-05-07,315.801
2003-05-08,318.544
2003-05-09,319.616
2003-05-12,332.75
2003-05-13,325.075
2003-05-14,328.191
2003-05-15,327.248
2003-05-16,327.467
2003-05-19,318.609
2003-05-20,310.646
2003-05-21,301.499
2003-05-22,305.908
2003-05-23,309.398
2003-05-26,334.197
2003-05-27,340.132
2003-05-28,359.455
2003-05-29,365.751
2003-05-30,366.417
2003-06-02,361.347
2003-06-03,361.052
2003-06-04,344.694
2003-06-05,341.734
2003-06-06,342.508
2003-06-09,337.136
2003-06-10,328.11
2003-06-11,338.196
2003-06-12,333.232
2003-06-13,334.519
2003-06-16,350.397
2003-06-17,347.663
2003-06-18,349.13
2003-06-19,355.477
2003-06-20,355.801
2003-06-23,347.646
2003-06-24,344.581
2003-06-25,346.674
2003-06-26,347.362
2003-06-27,345.522
2003-06-30,354.103
2003-07-01,357.524
2003-07-02,358.307
2003-07-03,352.826
2003-07-04,353.237
2003-07-07,352.831
2003-07-08,344.767
2003-07-09,353.412
2003-07-10,352.191
2003-07-11,351.787
2003-07-14,349.738
2003-07-15,348.07
2003-07-16,335.545
2003-07-17,335.79
2003-07-18,335.411
2003-07-21,341.934
2003-07-22,339.076
2003-07-23,341.105
2003-07-24,337.135
2003-07-25,338.286
2003-07-28,342.629
2003-07-29,337.835
2003-07-30,337.128
2003-07-31,331.964
2003-08-01,331.219
2003-08-04,330.403
2003-08-05,332.701
2003-08-06,331.618
2003-08-07,331.543
2003-08-08,331.753
2003-08-11,328.386
2003-08-12,332.181
2003-08-13,336.749
2003-08-14,332.119
2003-08-15,332.567
2003-08-18,334.406
2003-08-19,336.791
2003-08-20,330.839
2003-08-21,323.938
2003-08-22,321.871
2003-08-25,325.218
2003-08-26,326.371
2003-08-27,331.185
2003-08-28,333.485
2003-08-29,334.46
2003-09-01,329.63
2003-09-02,336.132
2003-09-03,341.492
2003-09-04,343.48
2003-09-05,343.789
2003-09-08,342.762
2003-09-09,347.358
2003-09-10,343.41
2003-09-11,339.753
2003-09-12,337.653
2003-09-15,342.936
2003-09-16,350.212
2003-09-17,347.475
2003-09-18,351.567
2003-09-19,350.955
2003-09-22,358.616
2003-09-23,362.762
2003-09-24,361.389
2003-09-25,363.264
2003-09-26,363.101
2003-09-29,361.253
2003-09-30,359.538
2003-10-01,364.183
2003-10-02,363.049
2003-10-03,363.378
2003-10-06,363.378
2003-10-07,358.867
2003-10-08,351.782
2003-10-09,355.633
2003-10-10,355.392
2003-10-13,355.564
2003-10-14,353.825
2003-10-15,358.041
2003-10-16,358.7
2003-10-17,358.943
2003-10-20,357.829
2003-10-21,361.501
2003-10-22,359.947
2003-10-23,358.178
2003-10-24,357.58
2003-10-27,363.705
2003-10-28,375.912
2003-10-29,376.447
2003-10-30,372.351
2003-10-31,373.097
2003-11-03,381.346
2003-11-04,375.015
2003-11-05,375.042
2003-11-06,375.499
2003-11-07,376.085
2003-11-10,367.242
2003-11-11,361.935
2003-11-12,385.234
2003-11-13,380.477
2003-11-14,379.722
2003-11-17,376.865
2003-11-18,381.661
2003-11-19,382.915
2003-11-20,384.116
2003-11-21,383.517
2003-11-24,392.072
2003-11-25,391.699
2003-11-26,384.041
2003-11-27,384.771
2003-11-28,385.463
2003-12-01,383.381
2003-12-02,378.417
2003-12-03,377.993
2003-12-04,370.405
2003-12-05,370.555
2003-12-08,364.773
2003-12-09,381.566
2003-12-10,379.214
2003-12-11,387.468
2003-12-12,387.468
2003-12-15,400.588
2003-12-16,403.8
2003-12-17,397.685
2003-12-18,396.995
2003-12-19,398.027
2003-12-22,399.354
2003-12-23,399.407
2003-12-24,401.625
2003-12-25,410.945
2003-12-26,410.38
2003-12-29,421.301
2003-12-30,421.088
2003-12-31,417.798
2004-01-01,417.798
2004-01-02,417.323
2004-01-05,427.844
2004-01-06,428.55
2004-01-07,419.982
2004-01-08,421.352
2004-01-09,422.314
2004-01-12,419.311
2004-01-13,424.646
2004-01-14,425.405
2004-01-15,426.44
2004-01-16,427.897
2004-01-19,436.226
2004-01-20,431.105
2004-01-21,423.361
2004-01-22,413.151
2004-01-23,413.151
2004-01-26,407.996
2004-01-27,415.583
2004-01-28,412.759
2004-01-29,406.114
2004-01-30,406.519
2004-02-02,410.023
2004-02-03,413.088
2004-02-04,412.035
2004-02-05,412.551
2004-02-06,413.383
2004-02-09,426.977
2004-02-10,423.809
2004-02-11,423.52
2004-02-12,421.411
2004-02-13,422.739
2004-02-16,432.36
2004-02-17,443.387
2004-02-18,439.521
2004-02-19,441.915
2004-02-20,441.32
2004-02-23,441.839
2004-02-24,438.905
2004-02-25,438.837
2004-02-26,426.243
2004-02-27,425.579
2004-03-01,436.232
2004-03-02,436.716
2004-03-03,430.718
2004-03-04,437.456
2004-03-05,438.428
2004-03-08,442.862
2004-03-09,445.082
2004-03-10,442.485
2004-03-11,434.287
2004-03-12,433.806
2004-03-15,443.439
2004-03-16,445.508
2004-03-17,446.175
2004-03-18,447.509
2004-03-19,447.708
2004-03-22,440.581
2004-03-23,439.507
2004-03-24,428.259
2004-03-25,424.08
2004-03-26,423.986
2004-03-29,435.423
2004-03-30,437.358
2004-03-31,440.708
2004-04-01,445.012
2004-04-02,445.111
2004-04-05,453.72
2004-04-06,453.72
2004-04-07,456.595
2004-04-08,457.955
2004-04-09,457.955
2004-04-12,457.247
2004-04-13,457.644
2004-04-14,451.566
2004-04-15,461.155
2004-04-16,460.393
2004-04-19,475.88
2004-04-20,467.353
2004-04-21,465.634
2004-04-22,467.902
2004-04-23,468.464
2004-04-26,468.358
2004-04-27,468.358
2004-04-28,460.139
2004-04-29,456.402
2004-04-30,456.203
2004-05-03,457.224
2004-05-04,472.754
2004-05-05,478.772
2004-05-06,473.354
2004-05-07,472.704
2004-05-10,456.168
2004-05-11,461.34
2004-05-12,462.493
2004-05-13,459.038
2004-05-14,459.635
2004-05-17,452.863
2004-05-18,452.125
2004-05-19,462.47
2004-05-20,459.798
2004-05-21,461.806
2004-05-24,472.652
2004-05-25,473.686
2004-05-26,473.168
2004-05-27,473.62
2004-05-28,471.86
2004-05-31,473.059
2004-06-01,476.752
2004-06-02,476.083
2004-06-03,478.911
2004-06-04,477.739
2004-06-07,491.615
2004-06-08,493.043
2004-06-09,491.808
2004-06-10,497.058
2004-06-11,496.518
2004-06-14,495.505
2004-06-15,498.972
2004-06-16,501.52
2004-06-17,500.451
2004-06-18,495.666
2004-06-21,505.967
2004-06-22,509.47
2004-06-23,505.838
2004-06-24,507.019
2004-06-25,507.728
2004-06-28,511.638
2004-06-29,508.495
2004-06-30,513.077
2004-07-01,517.84
2004-07-02,516.003
2004-07-05,520.673
2004-07-06,514.243
2004-07-07,508.731
2004-07-08,505.64
2004-07-09,505.726
2004-07-12,503.912
2004-07-13,502.702
2004-07-14,496.256
2004-07-15,499.825
2004-07-16,498.816
2004-07-19,502.758
2004-07-20,503.681
2004-07-21,501.095
2004-07-22,496.391
2004-07-23,493.057
2004-07-26,486.556
2004-07-27,486.9
2004-07-28,483.636
2004-07-29,482.636
2004-07-30,485.569
2004-08-02,481.833
2004-08-03,474.874
2004-08-04,476.646
2004-08-05,474.006
2004-08-06,473.014
2004-08-09,469.587
2004-08-10,466.094
2004-08-11,454.871
2004-08-12,449.147
2004-08-13,447.563
2004-08-16,443.615
2004-08-17,450.847
2004-08-18,448.341
2004-08-19,453.86
2004-08-20,453.825
2004-08-23,463.411
2004-08-24,465.012
2004-08-25,464.666
2004-08-26,464.226
2004-08-27,463.632
2004-08-30,462.926
2004-08-31,458.463
2004-09-01,459.518
2004-09-02,455.164
2004-09-03,452.166
2004-09-06,458.162
2004-09-07,466.183
2004-09-08,459.814
2004-09-09,469.608
2004-09-10,470.583
2004-09-13,483.003
2004-09-14,484.241
2004-09-15,483.785
2004-09-16,485.56
2004-09-17,488.017
2004-09-20,492.652
2004-09-21,492.287
2004-09-22,490.466
2004-09-23,484.253
2004-09-24,484.207
2004-09-27,488.257
2004-09-28,487.73
2004-09-29,487.501
2004-09-30,488.457
2004-10-01,491.371
2004-10-04,493.561
2004-10-05,493.312
2004-10-06,493.954
2004-10-07,493.771
2004-10-08,492.505
2004-10-11,491.282
2004-10-12,479.384
2004-10-13,475.864
2004-10-14,471.278
2004-10-15,471.229
2004-10-18,473.649
2004-10-19,476.471
2004-10-20,475.807
2004-10-21,478.613
2004-10-22,475.72
2004-10-25,479.551
2004-10-26,486.293
2004-10-27,480.959
2004-10-28,473.056
2004-10-29,474.142
2004-11-01,479.097
2004-11-02,478.471
2004-11-03,487.184
2004-11-04,492.999
2004-11-05,494.277
2004-11-08,499.384
2004-11-09,500.222
2004-11-10,498.187
2004-11-11,500.889
2004-11-12,503.892
2004-11-15,522.87
2004-11-16,535.136
2004-11-17,538.575
2004-11-18,542.794
2004-11-19,541.177
2004-11-22,538.056
2004-11-23,543.888
2004-11-24,548.047
2004-11-25,541.311
2004-11-26,542.722
2004-11-29,538.665
2004-11-30,539.608
2004-12-01,545.884
2004-12-02,553.39
2004-12-03,554.342
2004-12-06,576.448
2004-12-07,584.521
2004-12-08,575.635
2004-12-09,566.561
2004-12-10,565.65
2004-12-13,576.342
2004-12-14,576.055
2004-12-15,570.203
2004-12-16,572.408
2004-12-17,572.144
2004-12-20,568.397
2004-12-21,557.152
2004-12-22,555.416
2004-12-23,557.985
2004-12-24,560.433
2004-12-27,574.214
2004-12-28,570.01
2004-12-29,562.915
2004-12-30,571.088
2004-12-31,574.063
2005-01-03,574.568
2005-01-04,569.458
2005-01-05,568.601
2005-01-06,589.771
2005-01-07,589.704
2005-01-10,613.711
2005-01-11,605.269
2005-01-12,602.002
2005-01-13,592.393
2005-01-14,590.696
2005-01-17,588.879
2005-01-18,585.09
2005-01-19,600.068
2005-01-20,605.831
2005-01-21,605.416
2005-01-24,611.851
2005-01-25,607.612
2005-01-26,609.549
2005-01-27,598.101
2005-01-28,599.394
2005-01-31,609.007
2005-02-01,618.225
2005-02-02,616.956
2005-02-03,624.443
2005-02-04,627.815
2005-02-07,613.352
2005-02-08,609.098
2005-02-09,602.11
2005-02-10,604.007
2005-02-11,604.18
2005-02-14,609.94
2005-02-15,616.162
2005-02-16,615.141
2005-02-17,619.22
2005-02-18,619.362
2005-02-21,609.384
2005-02-22,601.074
2005-02-23,595.133
2005-02-24,593.927
2005-02-25,593.383
2005-02-28,605.94
2005-03-01,627.669
2005-03-02,630.445
2005-03-03,637.31
2005-03-04,638.487
2005-03-07,652.403
2005-03-08,649.65
2005-03-09,643.373
2005-03-10,641.975
2005-03-11,643.843
2005-03-14,640.907
2005-03-15,638.095
2005-03-16,632.448
2005-03-17,631.259
2005-03-18,630.966
2005-03-21,644.962
2005-03-22,649.323
2005-03-23,636.429
2005-03-24,629.004
2005-03-25,629.004
2005-03-28,630.556
2005-03-29,627.155
2005-03-30,623.642
2005-03-31,628.316
2005-04-01,628.388
2005-04-04,618.94
2005-04-05,618.183
2005-04-06,628.258
2005-04-07,633.007
2005-04-08,632.355
2005-04-11,633.241
2005-04-12,625.562
2005-04-13,630.833
2005-04-14,629.882
2005-04-15,630.744
2005-04-18,618.057
2005-04-19,618.523
2005-04-20,618.168
2005-04-21,617.502
2005-04-22,618.601
2005-04-25,614.403
2005-04-26,609.675
2005-04-27,609.04
2005-04-28,618.192
2005-04-29,618.192
2005-05-02,632.082
2005-05-03,635.357
2005-05-04,639.592
2005-05-05,642.242
2005-05-06,641.286
2005-05-09,662.493
2005-05-10,671.885
2005-05-11,669.809
2005-05-12,669.281
2005-05-13,668.28
2005-05-16,665.229
2005-05-17,662.925
2005-05-18,659.64
2005-05-19,658.318
2005-05-20,656.288
2005-05-23,642.986
2005-05-24,644.66
2005-05-25,653.192
2005-05-26,655.601
2005-05-27,654.336
2005-05-30,644.091
2005-05-31,659.037
2005-06-01,658.781
2005-06-02,663.731
2005-06-03,664.107
2005-06-06,666.952
2005-06-07,667.008
2005-06-08,665.696
2005-06-09,653.032
2005-06-10,652.958
2005-06-13,650.683
2005-06-14,639.232
2005-06-15,627.391
2005-06-16,623.469
2005-06-17,625.94
2005-06-20,594.514
2005-06-21,606.657
2005-06-22,611.035
2005-06-23,603.233
2005-06-24,603.413
2005-06-27,584.119
2005-06-28,581.695
2005-06-29,584.946
2005-06-30,575.432
2005-07-01,575.904
2005-07-04,585.63
2005-07-05,574.08
2005-07-06,576.877
2005-07-07,573.129
2005-07-08,574.188
2005-07-11,591.516
2005-07-12,601.762
2005-07-13,600.976
2005-07-14,609.333
2005-07-15,607.188
2005-07-18,593.806
2005-07-19,603.096
2005-07-20,612.316
2005-07-21,622.461
2005-07-22,622.976
2005-07-25,622.12
2005-07-26,620.729
2005-07-27,623.297
2005-07-28,615.509
2005-07-29,616.019
2005-08-01,615.002
2005-08-02,637.051
2005-08-03,639.576
2005-08-04,637.865
2005-08-05,639.077
2005-08-08,616.346
2005-08-09,611.409
2005-08-10,620.944
2005-08-11,613.64
2005-08-12,612.252
2005-08-15,620.086
2005-08-16,623.221
2005-08-17,638.204
2005-08-18,641.61
2005-08-19,642.039
2005-08-22,642.489
2005-08-23,639.485
2005-08-24,632.605
2005-08-25,625.461
2005-08-26,624.183
2005-08-29,624.247
2005-08-30,635.993
2005-08-31,632.959
2005-09-01,645.952
2005-09-02,647.246
2005-09-05,646.222
2005-09-06,637.346
2005-09-07,634.875
2005-09-08,636.085
2005-09-09,636.452
2005-09-12,648.763
2005-09-13,641.845
2005-09-14,645.246
2005-09-15,644.255
2005-09-16,643.396
2005-09-19,632.813
2005-09-20,631.253
2005-09-21,621.851
2005-09-22,608.907
2005-09-23,606.394
2005-09-26,608.131
2005-09-27,623.97
2005-09-28,632.208
2005-09-29,639.157
2005-09-30,639.157
2005-10-03,644.292
2005-10-04,644.677
2005-10-05,645.343
2005-10-06,640.923
2005-10-07,640.672
2005-10-10,646.608
2005-10-11,645.146
2005-10-12,642.158
2005-10-13,640.433
2005-10-14,641.26
2005-10-17,625.333
2005-10-18,625.333
2005-10-19,610.03
2005-10-20,623.57
2005-10-21,627.459
2005-10-24,638.714
2005-10-25,640.06
2005-10-26,635.547
2005-10-27,634.714
2005-10-28,630.723
2005-10-31,647.224
2005-11-01,642.028
2005-11-02,639.593
2005-11-03,640.825
2005-11-04,640.07
2005-11-07,643.037
2005-11-08,641.945
2005-11-09,653.345
