Date,BELGIUM MID CAP Mid Cap
2007-03-30,946.08
2007-04-30,992.069
2007-05-31,1000.0
2007-06-29,999.831
2007-07-31,976.629
2007-08-31,982.185
2007-09-28,1001.591
2007-10-31,1016.497
2007-11-30,955.611
2007-12-31,952.342
2008-01-31,886.424
2008-02-29,907.87
2008-03-31,903.07
2008-04-30,978.585
2008-05-30,945.774
2008-06-30,877.772
2008-07-31,820.133
2008-08-29,842.175
2008-09-30,744.02
2008-10-31,587.104
2008-11-28,576.425
2008-12-31,610.764
2009-01-30,642.935
2009-02-27,565.558
2009-03-31,622.345
2009-04-30,685.353
2009-05-29,811.181
2009-06-30,763.565
2009-07-31,821.009
2009-08-31,866.507
2009-09-30,914.2
2009-10-30,890.745
2009-11-30,930.185
2009-12-31,901.168
2010-01-29,878.621
2010-02-26,859.452
2010-03-31,895.369
2010-04-30,861.101
2010-05-31,774.022
2010-06-30,740.357
2010-07-30,809.559
2010-08-31,765.047
2010-09-30,873.7
2010-10-29,907.542
2010-11-30,814.477
2010-12-31,880.156
2011-01-31,907.38
2011-02-28,944.59
2011-03-31,958.827
2011-04-29,1082.199
2011-05-31,1049.403
2011-06-30,992.803
2011-07-29,917.607
2011-08-31,854.643
2011-09-30,713.292
2011-10-31,762.008
2011-11-30,694.539
2011-12-30,653.07
2012-01-31,713.83
2012-02-29,761.001
2012-03-30,765.022
2012-04-30,747.092
2012-05-31,663.661
2012-06-29,713.01
2012-07-31,712.902
2012-08-31,751.068
2012-09-28,795.635
2012-10-31,811.119
2012-11-30,853.338
2012-12-31,914.045
2013-01-31,979.601
2013-02-28,960.667
2013-03-29,954.598
2013-04-30,1020.245
2013-05-31,1030.971
2013-06-28,973.444
2013-07-31,1048.93
2013-08-30,1065.378
2013-09-30,1125.441
2013-10-31,1186.093
2013-11-29,1169.986
2013-12-31,1225.722
2014-01-31,1191.239
2014-02-28,1305.455
2014-03-31,1304.452
2014-04-30,1306.404
2014-05-30,1302.886
2014-06-30,1291.298
2014-07-31,1261.984
2014-08-29,1277.064
2014-09-30,1227.526
2014-10-31,1150.765
2014-11-28,1182.497
2014-12-31,1168.008
2015-01-30,1196.92
2015-02-27,1252.229
2015-03-31,1213.59
2015-04-30,1237.95
2015-05-29,1241.876
2015-06-30,1229.05
2015-07-31,1288.453
2015-08-31,1234.89
2015-09-30,1210.883
2015-10-30,1313.86
2015-11-30,1331.281
2015-12-31,1346.268
2016-01-29,1252.103
2016-02-29,1234.363
2016-03-31,1306.543
2016-04-29,1303.966
2016-05-31,1335.905
2016-06-30,1259.027
2016-07-29,1363.065
2016-08-31,1396.982
2016-09-30,1480.346
2016-10-31,1463.081
2016-11-30,1454.515
2016-12-30,1480.294
2017-01-31,1501.164
2017-02-28,1437.881
2017-03-31,1508.908
2017-04-28,1565.359
2017-05-31,1667.234
2017-06-30,1675.048
2017-07-31,1844.844
2017-08-31,1836.155
2017-09-29,1888.713
2017-10-31,1944.169
2017-11-30,1950.425
2017-12-29,1935.61
2018-01-31,2083.552
2018-02-28,2052.659
2018-03-30,1997.669
2018-04-30,2040.093
2018-05-31,1963.214
2018-06-29,1913.508
2018-07-31,2017.487
2018-08-31,1970.862
2018-09-28,1991.958
2018-10-31,1808.881
2018-11-30,1768.909
2018-12-31,1684.37
2019-01-31,1762.401
2019-02-28,1799.908
2019-03-29,1821.739
2019-04-30,1853.561
2019-05-31,1668.631
2019-06-28,1724.131
2019-07-31,1700.942
2019-08-30,1696.68
2019-09-30,1789.73
2019-10-31,1879.42
2019-11-29,1931.607
2019-12-31,1992.101
2020-01-31,1929.405
2020-02-28,1694.374
2020-03-31,1533.011
2020-04-30,1647.892
2020-05-29,1610.592
2020-06-30,1610.107
2020-07-31,1620.649
2020-08-31,1603.84
2020-09-30,1596.22
2020-10-30,1504.545
2020-11-30,1779.394
2020-12-31,1820.662
2021-01-29,1863.905
2021-02-26,1937.869
2021-03-31,1852.55
2021-04-30,1941.163
2021-05-31,1980.601
2021-06-30,1957.711
2021-07-30,2005.969
2021-08-31,2044.953
2021-09-30,1898.256
2021-10-29,1878.136
2021-11-30,1793.252
2021-12-31,1902.361
2022-01-31,1683.012
2022-02-28,1734.567
2022-03-31,1770.93
2022-04-29,1644.016
2022-05-31,1693.367
2022-06-30,1595.514
2022-07-29,1640.431
2022-08-31,1563.048
2022-09-30,1428.626
2022-10-31,1548.235
2022-11-30,1645.029
2022-12-30,1734.326
2023-01-31,1855.622
2023-02-28,1789.021
2023-03-31,1751.89
2023-04-28,1781.621
2023-05-31,1597.49
2023-06-30,1641.339
2023-07-31,1734.777
2023-08-31,1634.34
2023-09-29,1544.637
2023-10-31,1474.865
2023-11-30,1661.513
2023-12-29,1773.167
2024-01-31,1669.69
2024-02-29,1609.25
2024-03-29,1688.395
2024-04-30,1678.046
2024-05-31,1744.538
2024-06-28,1616.224
2024-07-31,1663.723
2024-08-30,1714.816
2024-09-30,1767.33
2024-10-31,1629.911
2024-11-29,1563.359
2024-12-31,1502.636
2025-01-31,1562.594
2025-02-28,1534.206
2025-03-31,1572.906
2025-04-30,1706.079
2025-05-30,1795.4
2025-06-30,1875.03
2025-07-31,1844.604
