Date,SWEDEN SMALL CAP Small Cap
2001-07-18,83.784
2001-07-19,85.149
2001-07-20,84.743
2001-07-23,83.642
2001-07-24,83.684
2001-07-25,84.805
2001-07-26,84.631
2001-07-27,85.876
2001-07-30,86.577
2001-07-31,87.293
2001-08-01,87.136
2001-08-02,88.407
2001-08-03,89.472
2001-08-06,88.43
2001-08-07,87.426
2001-08-08,87.098
2001-08-09,87.404
2001-08-10,87.702
2001-08-13,87.731
2001-08-14,88.114
2001-08-15,88.523
2001-08-16,87.276
2001-08-17,85.97
2001-08-20,81.989
2001-08-21,83.441
2001-08-22,83.889
2001-08-23,84.167
2001-08-24,85.814
2001-08-27,86.028
2001-08-28,85.272
2001-08-29,83.922
2001-08-30,83.199
2001-08-31,84.111
2001-09-03,83.026
2001-09-04,81.275
2001-09-05,80.861
2001-09-06,81.264
2001-09-07,80.954
2001-09-10,79.821
2001-09-11,73.252
2001-09-12,75.372
2001-09-13,76.689
2001-09-14,76.014
2001-09-17,73.906
2001-09-18,72.4
2001-09-19,72.892
2001-09-20,69.863
2001-09-21,66.177
2001-09-24,67.247
2001-09-25,69.148
2001-09-26,68.493
2001-09-27,69.021
2001-09-28,69.948
2001-10-01,69.97
2001-10-02,69.891
2001-10-03,70.482
2001-10-04,72.99
2001-10-05,73.852
2001-10-08,73.463
2001-10-09,74.417
2001-10-10,74.953
2001-10-11,78.878
2001-10-12,79.038
2001-10-15,79.514
2001-10-16,79.893
2001-10-17,81.117
2001-10-18,79.425
2001-10-19,77.878
2001-10-22,76.587
2001-10-23,78.725
2001-10-24,79.582
2001-10-25,78.883
2001-10-26,79.689
2001-10-29,80.718
2001-10-30,79.472
2001-10-31,80.013
2001-11-01,80.192
2001-11-02,80.026
2001-11-05,80.975
2001-11-06,81.362
2001-11-07,82.263
2001-11-08,82.13
2001-11-09,82.209
2001-11-12,81.491
2001-11-13,82.925
2001-11-14,84.506
2001-11-15,86.047
2001-11-16,87.499
2001-11-19,87.897
2001-11-20,86.553
2001-11-21,85.981
2001-11-22,87.451
2001-11-23,88.484
2001-11-26,90.355
2001-11-27,89.267
2001-11-28,89.166
2001-11-29,89.033
2001-11-30,89.644
2001-12-03,88.758
2001-12-04,89.637
2001-12-05,92.136
2001-12-06,92.685
2001-12-07,93.677
2001-12-10,92.735
2001-12-11,92.289
2001-12-12,92.474
2001-12-13,91.234
2001-12-14,90.655
2001-12-17,91.18
2001-12-18,91.06
2001-12-19,89.543
2001-12-20,88.098
2001-12-21,88.773
2001-12-24,87.6
2001-12-25,87.6
2001-12-26,87.302
2001-12-27,90.007
2001-12-28,91.56
2001-12-31,92.304
2002-01-01,92.304
2002-01-02,94.307
2002-01-03,96.722
2002-01-04,96.021
2002-01-07,96.389
2002-01-08,94.741
2002-01-09,95.617
2002-01-10,95.97
2002-01-11,97.46
2002-01-14,95.044
2002-01-15,95.431
2002-01-16,92.736
2002-01-17,93.317
2002-01-18,93.611
2002-01-21,93.067
2002-01-22,93.017
2002-01-23,94.448
2002-01-24,94.301
2002-01-25,92.807
2002-01-28,92.059
2002-01-29,92.42
2002-01-30,92.589
2002-01-31,94.935
2002-02-01,95.637
2002-02-04,95.323
2002-02-05,94.59
2002-02-06,95.103
2002-02-07,93.957
2002-02-08,94.287
2002-02-11,95.393
2002-02-12,95.166
2002-02-13,95.198
2002-02-14,94.684
2002-02-15,94.615
2002-02-18,94.314
2002-02-19,94.792
2002-02-20,94.04
2002-02-21,95.85
2002-02-22,95.721
2002-02-25,96.128
2002-02-26,96.374
2002-02-27,97.471
2002-02-28,98.148
2002-03-01,98.669
2002-03-04,102.713
2002-03-05,103.305
2002-03-06,102.892
2002-03-07,104.22
2002-03-08,104.516
2002-03-11,104.141
2002-03-12,101.706
2002-03-13,101.768
2002-03-14,102.317
2002-03-15,102.294
2002-03-18,102.643
2002-03-19,102.775
2002-03-20,102.963
2002-03-21,103.136
2002-03-22,103.244
2002-03-25,103.555
2002-03-26,103.432
2002-03-27,103.629
2002-03-28,104.158
2002-03-29,104.158
2002-04-01,105.186
2002-04-02,105.675
2002-04-03,105.436
2002-04-04,105.314
2002-04-05,106.583
2002-04-08,104.628
2002-04-09,104.001
2002-04-10,104.255
2002-04-11,103.953
2002-04-12,104.275
2002-04-15,104.195
2002-04-16,104.43
2002-04-17,105.602
2002-04-18,104.515
2002-04-19,103.599
2002-04-22,101.378
2002-04-23,100.605
2002-04-24,103.352
2002-04-25,102.603
2002-04-26,105.015
2002-04-29,104.954
2002-04-30,104.23
2002-05-01,104.842
2002-05-02,105.055
2002-05-03,106.004
2002-05-06,105.823
2002-05-07,103.792
2002-05-08,105.922
2002-05-09,105.74
2002-05-10,106.304
2002-05-13,106.8
2002-05-14,107.557
2002-05-15,109.445
2002-05-16,110.641
2002-05-17,111.764
2002-05-20,112.082
2002-05-21,111.637
2002-05-22,111.277
2002-05-23,110.006
2002-05-24,110.597
2002-05-27,110.46
2002-05-28,111.226
2002-05-29,110.21
2002-05-30,110.104
2002-05-31,110.118
2002-06-03,109.371
2002-06-04,107.19
2002-06-05,106.832
2002-06-06,107.462
2002-06-07,105.794
2002-06-10,106.22
2002-06-11,106.604
2002-06-12,105.574
2002-06-13,104.405
2002-06-14,101.757
2002-06-17,102.856
2002-06-18,103.27
2002-06-19,103.041
2002-06-20,102.833
2002-06-21,103.468
2002-06-24,102.16
2002-06-25,103.873
2002-06-26,103.87
2002-06-27,106.76
2002-06-28,109.296
2002-07-01,109.624
2002-07-02,107.289
2002-07-03,105.012
2002-07-04,105.661
2002-07-05,107.509
2002-07-08,108.329
2002-07-09,108.602
2002-07-10,106.748
2002-07-11,104.177
2002-07-12,103.946
2002-07-15,104.76
2002-07-16,104.154
2002-07-17,103.82
2002-07-18,104.89
2002-07-19,104.441
2002-07-22,99.654
2002-07-23,94.806
2002-07-24,90.424
2002-07-25,95.504
2002-07-26,93.765
2002-07-29,97.627
2002-07-30,98.649
2002-07-31,97.297
2002-08-01,96.378
2002-08-02,94.733
2002-08-05,93.191
2002-08-06,91.731
2002-08-07,93.933
2002-08-08,94.997
2002-08-09,96.11
2002-08-12,96.693
2002-08-13,97.06
2002-08-14,93.317
2002-08-15,94.035
2002-08-16,93.829
2002-08-19,94.299
2002-08-20,94.765
2002-08-21,96.267
2002-08-22,95.496
2002-08-23,94.529
2002-08-26,94.213
2002-08-27,94.897
2002-08-28,93.816
2002-08-29,92.474
2002-08-30,91.08
2002-09-02,91.981
2002-09-03,90.341
2002-09-04,88.823
2002-09-05,88.218
2002-09-06,89.448
2002-09-09,88.403
2002-09-10,88.786
2002-09-11,90.385
2002-09-12,89.747
2002-09-13,89.394
2002-09-16,89.386
2002-09-17,88.796
2002-09-18,87.101
2002-09-19,86.316
2002-09-20,87.185
2002-09-23,83.994
2002-09-24,81.528
2002-09-25,80.555
2002-09-26,81.181
2002-09-27,80.912
2002-09-30,79.505
2002-10-01,78.655
2002-10-02,78.986
2002-10-03,78.883
2002-10-04,77.369
2002-10-07,75.637
2002-10-08,73.708
2002-10-09,74.001
2002-10-10,74.583
2002-10-11,77.661
2002-10-14,78.453
2002-10-15,82.902
2002-10-16,82.882
2002-10-17,82.879
2002-10-18,83.109
2002-10-21,85.341
2002-10-22,84.953
2002-10-23,85.984
2002-10-24,86.373
2002-10-25,86.135
2002-10-28,87.967
2002-10-29,87.257
2002-10-30,89.493
2002-10-31,91.566
2002-11-01,91.178
2002-11-04,93.105
2002-11-05,93.694
2002-11-06,93.705
2002-11-07,94.723
2002-11-08,95.202
2002-11-11,94.375
2002-11-12,94.939
2002-11-13,95.076
2002-11-14,95.544
2002-11-15,96.717
2002-11-18,97.209
2002-11-19,96.848
2002-11-20,96.88
2002-11-21,99.688
2002-11-22,100.135
2002-11-25,99.372
2002-11-26,98.205
2002-11-27,99.12
2002-11-28,101.279
2002-11-29,101.321
2002-12-02,101.492
2002-12-03,98.991
2002-12-04,98.985
2002-12-05,99.73
2002-12-06,99.787
2002-12-09,98.449
2002-12-10,97.683
2002-12-11,98.953
2002-12-12,98.982
2002-12-13,98.863
2002-12-16,98.857
2002-12-17,99.024
2002-12-18,97.0
2002-12-19,96.483
2002-12-20,97.095
2002-12-23,96.687
2002-12-24,97.175
2002-12-25,97.175
2002-12-26,97.364
2002-12-27,96.46
2002-12-30,97.493
2002-12-31,98.02
2003-01-01,98.02
2003-01-02,98.187
2003-01-03,99.896
2003-01-06,100.455
2003-01-07,101.455
2003-01-08,99.258
2003-01-09,99.319
2003-01-10,99.625
2003-01-13,99.928
2003-01-14,99.878
2003-01-15,99.964
2003-01-16,99.479
2003-01-17,99.171
2003-01-20,99.364
2003-01-21,98.551
2003-01-22,97.713
2003-01-23,97.951
2003-01-24,98.114
2003-01-27,95.907
2003-01-28,94.312
2003-01-29,93.779
2003-01-30,93.466
2003-01-31,93.084
2003-02-03,95.035
2003-02-04,94.702
2003-02-05,94.233
2003-02-06,93.095
2003-02-07,92.008
2003-02-10,90.319
2003-02-11,92.305
2003-02-12,91.22
2003-02-13,91.688
2003-02-14,91.862
2003-02-17,93.972
2003-02-18,93.65
2003-02-19,93.468
2003-02-20,93.834
2003-02-21,93.647
2003-02-24,92.885
2003-02-25,90.918
2003-02-26,90.571
2003-02-27,89.852
2003-02-28,90.174
2003-03-03,91.261
2003-03-04,91.457
2003-03-05,92.68
2003-03-06,91.708
2003-03-07,90.689
2003-03-10,89.923
2003-03-11,88.825
2003-03-12,87.552
2003-03-13,87.845
2003-03-14,88.441
2003-03-17,88.985
2003-03-18,89.541
2003-03-19,89.946
2003-03-20,90.602
2003-03-21,90.671
2003-03-24,90.044
2003-03-25,89.654
2003-03-26,90.005
2003-03-27,89.174
2003-03-28,89.35
2003-03-31,88.829
2003-04-01,88.99
2003-04-02,89.422
2003-04-03,89.978
2003-04-04,90.13
2003-04-07,91.907
2003-04-08,92.224
2003-04-09,92.146
2003-04-10,92.09
2003-04-11,92.228
2003-04-14,93.071
2003-04-15,93.83
2003-04-16,94.847
2003-04-17,94.827
2003-04-18,94.827
2003-04-21,94.537
2003-04-22,95.649
2003-04-23,97.273
2003-04-24,97.295
2003-04-25,96.678
2003-04-28,96.972
2003-04-29,98.34
2003-04-30,100.006
2003-05-01,100.994
2003-05-02,101.487
2003-05-05,103.269
2003-05-06,104.149
2003-05-07,105.551
2003-05-08,104.383
2003-05-09,104.787
2003-05-12,105.089
2003-05-13,104.885
2003-05-14,104.79
2003-05-15,104.649
2003-05-16,105.592
2003-05-19,105.48
2003-05-20,104.715
2003-05-21,103.947
2003-05-22,104.945
2003-05-23,105.558
2003-05-26,105.876
2003-05-27,107.113
2003-05-28,107.64
2003-05-29,108.151
2003-05-30,108.962
2003-06-02,109.441
2003-06-03,109.172
2003-06-04,109.238
2003-06-05,111.491
2003-06-06,110.885
2003-06-09,111.271
2003-06-10,109.887
2003-06-11,112.078
2003-06-12,113.621
2003-06-13,112.808
2003-06-16,113.931
2003-06-17,115.573
2003-06-18,114.009
2003-06-19,113.296
2003-06-20,112.612
2003-06-23,111.039
2003-06-24,109.771
2003-06-25,109.977
2003-06-26,110.198
2003-06-27,111.365
2003-06-30,112.225
2003-07-01,112.276
2003-07-02,112.896
2003-07-03,114.39
2003-07-04,114.094
2003-07-07,113.391
2003-07-08,114.253
2003-07-09,114.534
2003-07-10,114.18
2003-07-11,113.039
2003-07-14,114.183
2003-07-15,114.098
2003-07-16,113.772
2003-07-17,112.107
2003-07-18,112.441
2003-07-21,113.087
2003-07-22,113.342
2003-07-23,114.867
2003-07-24,116.154
2003-07-25,117.109
2003-07-28,116.719
2003-07-29,116.489
2003-07-30,115.772
2003-07-31,114.471
2003-08-01,114.666
2003-08-04,115.822
2003-08-05,116.389
2003-08-06,115.034
2003-08-07,115.969
2003-08-08,116.569
2003-08-11,115.559
2003-08-12,117.02
2003-08-13,119.248
2003-08-14,120.062
2003-08-15,119.141
2003-08-18,118.945
2003-08-19,119.381
2003-08-20,119.409
2003-08-21,118.854
2003-08-22,118.281
2003-08-25,118.245
2003-08-26,116.34
2003-08-27,117.744
2003-08-28,117.951
2003-08-29,119.935
2003-09-01,122.193
2003-09-02,122.062
2003-09-03,124.545
2003-09-04,124.485
2003-09-05,126.577
2003-09-08,125.644
2003-09-09,125.517
2003-09-10,125.36
2003-09-11,125.971
2003-09-12,127.596
2003-09-15,127.237
2003-09-16,126.593
2003-09-17,127.03
2003-09-18,127.58
2003-09-19,127.611
2003-09-22,126.449
2003-09-23,126.968
2003-09-24,127.378
2003-09-25,126.53
2003-09-26,125.615
2003-09-29,127.062
2003-09-30,126.827
2003-10-01,127.248
2003-10-02,129.318
2003-10-03,130.153
2003-10-06,131.524
2003-10-07,133.029
2003-10-08,134.17
2003-10-09,134.184
2003-10-10,134.5
2003-10-13,133.664
2003-10-14,134.717
2003-10-15,135.27
2003-10-16,135.261
2003-10-17,135.364
2003-10-20,134.659
2003-10-21,135.783
2003-10-22,134.561
2003-10-23,134.562
2003-10-24,135.153
2003-10-27,135.418
2003-10-28,135.578
2003-10-29,136.953
2003-10-30,137.432
2003-10-31,135.672
2003-11-03,135.047
2003-11-04,136.778
2003-11-05,137.195
2003-11-06,137.359
2003-11-07,139.631
2003-11-10,139.168
2003-11-11,139.214
2003-11-12,140.429
2003-11-13,142.173
2003-11-14,142.965
2003-11-17,142.27
2003-11-18,143.78
2003-11-19,142.361
2003-11-20,142.776
2003-11-21,143.71
2003-11-24,142.919
2003-11-25,143.682
2003-11-26,144.454
2003-11-27,145.649
2003-11-28,146.031
2003-12-01,148.39
2003-12-02,150.373
2003-12-03,151.073
2003-12-04,151.258
2003-12-05,152.766
2003-12-08,153.128
2003-12-09,153.294
2003-12-10,152.367
2003-12-11,150.968
2003-12-12,153.129
2003-12-15,153.879
2003-12-16,152.716
2003-12-17,152.109
2003-12-18,151.579
2003-12-19,151.406
2003-12-22,151.905
2003-12-23,152.97
2003-12-24,153.106
2003-12-25,153.106
2003-12-26,152.927
2003-12-29,154.705
2003-12-30,156.208
2003-12-31,157.164
2004-01-01,157.164
2004-01-02,157.566
2004-01-05,159.327
2004-01-06,159.412
2004-01-07,159.699
2004-01-08,159.772
2004-01-09,161.353
2004-01-12,160.142
2004-01-13,161.004
2004-01-14,160.244
2004-01-15,159.376
2004-01-16,157.437
2004-01-19,158.983
2004-01-20,159.687
2004-01-21,160.872
2004-01-22,163.968
2004-01-23,163.863
2004-01-26,163.327
2004-01-27,164.461
2004-01-28,164.136
2004-01-29,158.861
2004-01-30,160.667
2004-02-02,161.854
2004-02-03,163.494
2004-02-04,162.87
2004-02-05,163.66
2004-02-06,169.042
2004-02-09,170.711
2004-02-10,169.06
2004-02-11,168.259
2004-02-12,170.304
2004-02-13,171.061
2004-02-16,170.555
2004-02-17,171.036
2004-02-18,172.513
2004-02-19,171.137
2004-02-20,168.641
2004-02-23,168.526
2004-02-24,167.322
2004-02-25,166.104
2004-02-26,166.641
2004-02-27,166.987
2004-03-01,168.206
2004-03-02,166.901
2004-03-03,165.542
2004-03-04,165.829
2004-03-05,169.818
2004-03-08,170.283
2004-03-09,169.213
2004-03-10,164.909
2004-03-11,161.983
2004-03-12,160.523
2004-03-15,160.627
2004-03-16,161.989
2004-03-17,162.304
2004-03-18,162.737
2004-03-19,161.876
2004-03-22,159.734
2004-03-23,159.975
2004-03-24,157.235
2004-03-25,159.281
2004-03-26,158.701
2004-03-29,160.51
2004-03-30,161.565
2004-03-31,163.946
2004-04-01,168.017
2004-04-02,166.502
2004-04-05,165.849
2004-04-06,165.725
2004-04-07,169.801
2004-04-08,169.093
2004-04-09,169.093
2004-04-12,168.232
2004-04-13,167.151
2004-04-14,164.708
2004-04-15,163.915
2004-04-16,165.399
2004-04-19,165.455
2004-04-20,165.311
2004-04-21,163.809
2004-04-22,164.452
2004-04-23,165.66
2004-04-26,166.671
2004-04-27,165.76
2004-04-28,164.505
2004-04-29,162.779
2004-04-30,161.884
2004-05-03,162.212
2004-05-04,163.573
2004-05-05,167.154
2004-05-06,163.935
2004-05-07,161.285
2004-05-10,154.236
2004-05-11,155.948
2004-05-12,157.146
2004-05-13,158.311
2004-05-14,157.008
2004-05-17,156.611
2004-05-18,157.466
2004-05-19,161.553
2004-05-20,160.359
2004-05-21,162.536
2004-05-24,162.637
2004-05-25,163.481
2004-05-26,164.984
2004-05-27,168.347
2004-05-28,167.194
2004-05-31,167.194
2004-06-01,167.132
2004-06-02,167.179
2004-06-03,166.649
2004-06-04,167.513
2004-06-07,169.81
2004-06-08,169.851
2004-06-09,166.784
2004-06-10,165.456
2004-06-11,164.739
2004-06-14,164.875
2004-06-15,164.014
2004-06-16,162.508
2004-06-17,162.989
2004-06-18,164.31
2004-06-21,163.604
2004-06-22,162.202
2004-06-23,163.638
2004-06-24,167.236
2004-06-25,166.822
2004-06-28,168.386
2004-06-29,167.426
2004-06-30,165.175
2004-07-01,166.083
2004-07-02,165.928
2004-07-05,164.742
2004-07-06,164.593
2004-07-07,165.508
2004-07-08,164.849
2004-07-09,164.344
2004-07-12,164.711
2004-07-13,164.857
2004-07-14,165.384
2004-07-15,163.796
2004-07-16,164.433
2004-07-19,163.099
2004-07-20,161.71
2004-07-21,161.579
2004-07-22,159.479
2004-07-23,157.379
2004-07-26,157.531
2004-07-27,157.207
2004-07-28,156.296
2004-07-29,157.502
2004-07-30,157.485
2004-08-02,157.681
2004-08-03,158.63
2004-08-04,157.938
2004-08-05,158.404
2004-08-06,159.381
2004-08-09,157.19
2004-08-10,159.049
2004-08-11,156.992
2004-08-12,156.515
2004-08-13,158.042
2004-08-16,159.161
2004-08-17,159.434
2004-08-18,158.789
2004-08-19,160.382
2004-08-20,160.612
2004-08-23,160.533
2004-08-24,159.686
2004-08-25,158.993
2004-08-26,159.418
2004-08-27,158.173
2004-08-30,158.052
2004-08-31,158.987
2004-09-01,159.825
2004-09-02,159.945
2004-09-03,159.349
2004-09-06,159.496
2004-09-07,160.284
2004-09-08,161.322
2004-09-09,161.739
2004-09-10,165.603
2004-09-13,166.189
2004-09-14,167.886
2004-09-15,165.937
2004-09-16,165.559
2004-09-17,166.062
2004-09-20,166.552
2004-09-21,169.722
2004-09-22,170.652
2004-09-23,171.892
2004-09-24,170.679
2004-09-27,170.735
2004-09-28,170.641
2004-09-29,173.595
2004-09-30,174.717
2004-10-01,176.646
2004-10-04,175.289
2004-10-05,176.147
2004-10-06,176.025
2004-10-07,175.788
2004-10-08,176.843
2004-10-11,177.043
2004-10-12,174.236
2004-10-13,173.518
2004-10-14,174.394
2004-10-15,175.139
2004-10-18,175.246
2004-10-19,175.933
2004-10-20,176.586
2004-10-21,176.516
2004-10-22,177.159
2004-10-25,177.618
2004-10-26,178.744
2004-10-27,180.211
2004-10-28,179.583
2004-10-29,180.262
2004-11-01,182.241
2004-11-02,182.145
2004-11-03,184.993
2004-11-04,185.495
2004-11-05,186.72
2004-11-08,188.297
2004-11-09,188.601
2004-11-10,191.352
2004-11-11,192.192
2004-11-12,194.332
2004-11-15,195.487
2004-11-16,195.098
2004-11-17,196.436
2004-11-18,196.254
2004-11-19,198.05
2004-11-22,197.68
2004-11-23,199.072
2004-11-24,201.565
2004-11-25,204.64
2004-11-26,206.049
2004-11-29,207.133
2004-11-30,206.068
2004-12-01,208.105
2004-12-02,206.78
2004-12-03,209.686
2004-12-06,209.951
2004-12-07,211.277
2004-12-08,205.659
2004-12-09,204.673
2004-12-10,204.619
2004-12-13,206.977
2004-12-14,206.649
2004-12-15,209.622
2004-12-16,207.88
2004-12-17,206.62
2004-12-20,210.613
2004-12-21,210.44
2004-12-22,211.045
2004-12-23,213.649
2004-12-24,214.921
2004-12-27,215.678
2004-12-28,215.501
2004-12-29,215.379
2004-12-30,215.551
2004-12-31,214.536
2005-01-03,213.657
2005-01-04,210.417
2005-01-05,210.155
2005-01-06,207.821
2005-01-07,208.029
2005-01-10,210.716
2005-01-11,211.584
2005-01-12,211.82
2005-01-13,211.428
2005-01-14,210.405
2005-01-17,211.257
2005-01-18,211.267
2005-01-19,213.438
2005-01-20,210.389
2005-01-21,210.622
2005-01-24,210.33
2005-01-25,209.489
2005-01-26,211.578
2005-01-27,208.73
2005-01-28,207.758
2005-01-31,208.182
2005-02-01,209.774
2005-02-02,210.913
2005-02-03,210.495
2005-02-04,211.415
2005-02-07,211.591
2005-02-08,210.703
2005-02-09,211.337
2005-02-10,211.083
2005-02-11,211.995
2005-02-14,214.539
2005-02-15,215.202
2005-02-16,214.66
2005-02-17,218.008
2005-02-18,217.658
2005-02-21,217.922
2005-02-22,220.734
2005-02-23,219.687
2005-02-24,222.647
2005-02-25,225.583
2005-02-28,229.237
2005-03-01,228.033
2005-03-02,227.454
2005-03-03,228.796
2005-03-04,232.219
2005-03-07,230.691
2005-03-08,232.597
2005-03-09,232.546
2005-03-10,231.526
2005-03-11,233.078
2005-03-14,230.987
2005-03-15,231.768
2005-03-16,232.63
2005-03-17,230.744
2005-03-18,228.827
2005-03-21,227.975
2005-03-22,230.355
2005-03-23,226.118
2005-03-24,227.366
2005-03-25,227.366
2005-03-28,225.802
2005-03-29,225.456
2005-03-30,225.698
2005-03-31,227.058
2005-04-01,227.812
2005-04-04,226.034
2005-04-05,229.139
2005-04-06,229.738
2005-04-07,230.768
2005-04-08,229.979
2005-04-11,231.833
2005-04-12,231.08
2005-04-13,233.795
2005-04-14,229.593
2005-04-15,228.129
2005-04-18,226.062
2005-04-19,228.64
2005-04-20,231.372
2005-04-21,231.335
2005-04-22,231.876
2005-04-25,230.349
2005-04-26,229.231
2005-04-27,224.831
2005-04-28,221.23
2005-04-29,221.985
2005-05-02,223.123
2005-05-03,222.997
2005-05-04,223.31
2005-05-05,223.201
2005-05-06,222.68
2005-05-09,222.254
2005-05-10,221.264
2005-05-11,219.914
2005-05-12,220.066
2005-05-13,218.742
2005-05-16,218.667
2005-05-17,220.636
2005-05-18,222.769
2005-05-19,222.928
2005-05-20,222.835
2005-05-23,225.765
2005-05-24,227.684
2005-05-25,228.307
2005-05-26,229.161
2005-05-27,230.04
2005-05-30,229.213
2005-05-31,227.585
2005-06-01,225.837
2005-06-02,225.424
2005-06-03,227.69
2005-06-06,227.872
2005-06-07,229.932
2005-06-08,231.596
2005-06-09,228.28
2005-06-10,228.953
2005-06-13,228.104
2005-06-14,230.015
2005-06-15,230.18
2005-06-16,230.247
2005-06-17,235.441
2005-06-20,232.542
2005-06-21,232.093
2005-06-22,230.881
2005-06-23,229.115
2005-06-24,229.326
2005-06-27,228.552
2005-06-28,229.182
2005-06-29,228.451
2005-06-30,230.308
2005-07-01,227.2
2005-07-04,228.592
2005-07-05,232.406
2005-07-06,232.257
2005-07-07,229.681
2005-07-08,231.685
2005-07-11,237.118
2005-07-12,241.526
2005-07-13,240.96
2005-07-14,240.161
2005-07-15,238.864
2005-07-18,238.692
2005-07-19,236.713
2005-07-20,234.413
2005-07-21,236.863
2005-07-22,238.665
2005-07-25,238.187
2005-07-26,236.968
2005-07-27,239.946
2005-07-28,243.577
2005-07-29,246.051
2005-08-01,249.012
2005-08-02,251.462
2005-08-03,251.762
2005-08-04,252.332
2005-08-05,251.949
2005-08-08,253.363
2005-08-09,252.859
2005-08-10,251.993
2005-08-11,251.587
2005-08-12,251.998
2005-08-15,250.196
2005-08-16,250.025
2005-08-17,247.795
2005-08-18,244.203
2005-08-19,245.5
2005-08-22,246.843
2005-08-23,244.722
2005-08-24,241.867
2005-08-25,241.262
2005-08-26,241.764
2005-08-29,239.969
2005-08-30,239.745
2005-08-31,244.435
2005-09-01,249.53
2005-09-02,252.866
2005-09-05,252.093
2005-09-06,253.799
2005-09-07,254.244
2005-09-08,252.297
2005-09-09,254.669
2005-09-12,251.79
2005-09-13,249.13
2005-09-14,251.6
2005-09-15,250.214
2005-09-16,250.469
2005-09-19,251.788
2005-09-20,252.21
2005-09-21,252.729
2005-09-22,252.07
2005-09-23,250.344
2005-09-26,251.091
2005-09-27,251.452
2005-09-28,252.849
2005-09-29,254.406
2005-09-30,256.122
2005-10-03,254.219
2005-10-04,253.904
2005-10-05,251.871
2005-10-06,251.888
2005-10-07,250.272
2005-10-10,250.348
2005-10-11,250.496
2005-10-12,250.228
2005-10-13,241.625
2005-10-14,242.3
2005-10-17,242.101
2005-10-18,240.735
2005-10-19,236.49
2005-10-20,237.083
2005-10-21,234.483
2005-10-24,237.775
2005-10-25,242.757
2005-10-26,243.861
2005-10-27,241.717
2005-10-28,240.632
2005-10-31,242.254
2005-11-01,242.211
2005-11-02,243.671
2005-11-03,245.986
2005-11-04,241.873
2005-11-07,241.833
2005-11-08,242.712
2005-11-09,241.572
