Date,NEW ZEALAND SMALL GROWTH Small Cap
2001-12-28,180.872
2001-12-31,181.832
2002-01-01,181.832
2002-01-02,183.666
2002-01-03,185.247
2002-01-04,186.448
2002-01-07,187.623
2002-01-08,189.567
2002-01-09,187.914
2002-01-10,188.402
2002-01-11,187.251
2002-01-14,186.011
2002-01-15,186.532
2002-01-16,186.569
2002-01-17,185.93
2002-01-18,186.629
2002-01-21,188.331
2002-01-22,191.107
2002-01-23,190.973
2002-01-24,189.776
2002-01-25,189.403
2002-01-28,188.654
2002-01-29,190.845
2002-01-30,186.23
2002-01-31,186.873
2002-02-01,187.01
2002-02-04,186.991
2002-02-05,187.684
2002-02-06,187.842
2002-02-07,184.957
2002-02-08,186.568
2002-02-11,185.305
2002-02-12,183.302
2002-02-13,184.266
2002-02-14,186.542
2002-02-15,187.806
2002-02-18,187.129
2002-02-19,185.88
2002-02-20,186.864
2002-02-21,188.054
2002-02-22,188.477
2002-02-25,187.814
2002-02-26,190.255
2002-02-27,190.711
2002-02-28,191.85
2002-03-01,194.25
2002-03-04,195.721
2002-03-05,194.903
2002-03-06,194.139
2002-03-07,197.232
2002-03-08,196.602
2002-03-11,196.206
2002-03-12,196.999
2002-03-13,196.264
2002-03-14,195.651
2002-03-15,198.828
2002-03-18,198.574
2002-03-19,198.113
2002-03-20,201.765
2002-03-21,201.422
2002-03-22,202.237
2002-03-25,202.67
2002-03-26,201.678
2002-03-27,200.756
2002-03-28,205.774
2002-03-29,205.774
2002-04-01,206.709
2002-04-02,206.499
2002-04-03,204.055
2002-04-04,203.846
2002-04-05,202.379
2002-04-08,200.065
2002-04-09,201.334
2002-04-10,201.814
2002-04-11,204.393
2002-04-12,203.542
2002-04-15,202.523
2002-04-16,202.718
2002-04-17,203.668
2002-04-18,203.093
2002-04-19,204.046
2002-04-22,203.315
2002-04-23,202.605
2002-04-24,201.428
2002-04-25,203.095
2002-04-26,201.83
2002-04-29,200.54
2002-04-30,203.319
2002-05-01,208.36
2002-05-02,205.576
2002-05-03,208.714
2002-05-06,205.28
2002-05-07,204.561
2002-05-08,205.543
2002-05-09,205.999
2002-05-10,208.265
2002-05-13,211.132
2002-05-14,211.756
2002-05-15,214.761
2002-05-16,215.197
2002-05-17,216.665
2002-05-20,219.682
2002-05-21,221.733
2002-05-22,223.944
2002-05-23,224.499
2002-05-24,224.676
2002-05-27,225.534
2002-05-28,229.35
2002-05-29,232.261
2002-05-30,233.348
2002-05-31,236.78
2002-06-03,240.142
2002-06-04,242.343
2002-06-05,238.921
2002-06-06,242.233
2002-06-07,246.112
2002-06-10,244.18
2002-06-11,243.551
2002-06-12,244.315
2002-06-13,243.728
2002-06-14,238.664
2002-06-17,240.436
2002-06-18,246.991
2002-06-19,247.501
2002-06-20,247.2
2002-06-21,247.916
2002-06-24,244.071
2002-06-25,241.133
2002-06-26,235.319
2002-06-27,237.638
2002-06-28,237.529
2002-07-01,236.635
2002-07-02,237.018
2002-07-03,238.604
2002-07-04,235.508
2002-07-05,236.994
2002-07-08,242.722
2002-07-09,243.624
2002-07-10,241.802
2002-07-11,236.18
2002-07-12,236.689
2002-07-15,237.727
2002-07-16,236.597
2002-07-17,231.058
2002-07-18,234.468
2002-07-19,236.967
2002-07-22,229.726
2002-07-23,225.869
2002-07-24,215.848
2002-07-25,219.333
2002-07-26,216.249
2002-07-29,217.375
2002-07-30,221.868
2002-07-31,220.065
2002-08-01,217.523
2002-08-02,216.853
2002-08-05,217.685
2002-08-06,211.562
2002-08-07,216.178
2002-08-08,217.176
2002-08-09,220.861
2002-08-12,225.065
2002-08-13,225.386
2002-08-14,225.253
2002-08-15,228.726
2002-08-16,228.844
2002-08-19,228.796
2002-08-20,230.126
2002-08-21,227.782
2002-08-22,229.334
2002-08-23,230.696
2002-08-26,231.893
2002-08-27,236.326
2002-08-28,236.076
2002-08-29,235.412
2002-08-30,234.675
2002-09-02,235.765
2002-09-03,235.497
2002-09-04,232.436
2002-09-05,230.177
2002-09-06,230.03
2002-09-09,231.191
2002-09-10,234.194
2002-09-11,234.627
2002-09-12,238.03
2002-09-13,239.39
2002-09-16,237.147
2002-09-17,237.065
2002-09-18,236.577
2002-09-19,238.304
2002-09-20,235.764
2002-09-23,233.041
2002-09-24,232.432
2002-09-25,230.114
2002-09-26,229.07
2002-09-27,227.344
2002-09-30,227.953
2002-10-01,226.227
2002-10-02,227.904
2002-10-03,228.185
2002-10-04,227.814
2002-10-07,229.606
2002-10-08,228.443
2002-10-09,228.616
2002-10-10,225.606
2002-10-11,227.897
2002-10-14,227.985
2002-10-15,226.759
2002-10-16,227.992
2002-10-17,228.422
2002-10-18,228.396
2002-10-21,231.708
2002-10-22,233.812
2002-10-23,234.934
2002-10-24,238.298
2002-10-25,237.896
2002-10-28,238.972
2002-10-29,237.573
2002-10-30,236.437
2002-10-31,239.574
2002-11-01,243.295
2002-11-04,247.915
2002-11-05,248.188
2002-11-06,245.771
2002-11-07,244.813
2002-11-08,241.951
2002-11-11,238.594
2002-11-12,236.368
2002-11-13,240.807
2002-11-14,242.893
2002-11-15,242.672
2002-11-18,243.892
2002-11-19,244.396
2002-11-20,242.902
2002-11-21,244.186
2002-11-22,246.232
2002-11-25,243.574
2002-11-26,242.899
2002-11-27,238.81
2002-11-28,240.638
2002-11-29,242.371
2002-12-02,242.696
2002-12-03,241.802
2002-12-04,239.159
2002-12-05,240.99
2002-12-06,241.383
2002-12-09,241.002
2002-12-10,241.06
2002-12-11,241.71
2002-12-12,243.818
2002-12-13,248.306
2002-12-16,249.393
2002-12-17,251.868
2002-12-18,246.535
2002-12-19,246.285
2002-12-20,247.291
2002-12-23,247.366
2002-12-24,248.243
2002-12-25,248.243
2002-12-26,248.507
2002-12-27,251.716
2002-12-30,254.253
2002-12-31,255.595
2003-01-01,255.595
2003-01-02,255.888
2003-01-03,256.402
2003-01-06,261.363
2003-01-07,262.695
2003-01-08,260.246
2003-01-09,263.368
2003-01-10,266.447
2003-01-13,268.87
2003-01-14,271.426
2003-01-15,270.78
2003-01-16,273.665
2003-01-17,279.009
2003-01-20,278.285
2003-01-21,274.162
2003-01-22,271.162
2003-01-23,271.597
2003-01-24,275.879
2003-01-27,274.404
2003-01-28,271.557
2003-01-29,271.952
2003-01-30,267.44
2003-01-31,266.9
2003-02-03,267.201
2003-02-04,271.924
2003-02-05,262.946
2003-02-06,263.018
2003-02-07,257.943
2003-02-10,259.832
2003-02-11,260.424
2003-02-12,256.251
2003-02-13,252.17
2003-02-14,250.486
2003-02-17,254.806
2003-02-18,252.77
2003-02-19,256.645
2003-02-20,254.645
2003-02-21,252.185
2003-02-24,254.707
2003-02-25,251.013
2003-02-26,252.065
2003-02-27,251.208
2003-02-28,250.492
2003-03-03,254.827
2003-03-04,255.646
2003-03-05,254.589
2003-03-06,253.83
2003-03-07,252.156
2003-03-10,250.766
2003-03-11,246.513
2003-03-12,245.24
2003-03-13,242.932
2003-03-14,246.264
2003-03-17,244.038
2003-03-18,244.956
2003-03-19,246.882
2003-03-20,248.88
2003-03-21,246.723
2003-03-24,247.916
2003-03-25,246.537
2003-03-26,245.018
2003-03-27,246.329
2003-03-28,246.179
2003-03-31,249.688
2003-04-01,249.466
2003-04-02,248.032
2003-04-03,248.017
2003-04-04,246.587
2003-04-07,248.275
2003-04-08,252.717
2003-04-09,254.958
2003-04-10,255.641
2003-04-11,257.469
2003-04-14,259.729
2003-04-15,270.063
2003-04-16,272.997
2003-04-17,272.824
2003-04-18,272.824
2003-04-21,271.943
2003-04-22,273.355
2003-04-23,274.681
2003-04-24,276.652
2003-04-25,275.704
2003-04-28,275.666
2003-04-29,277.482
2003-04-30,280.719
2003-05-01,281.525
2003-05-02,266.892
2003-05-05,271.752
2003-05-06,275.465
2003-05-07,276.059
2003-05-08,279.939
2003-05-09,280.501
2003-05-12,281.86
2003-05-13,281.672
2003-05-14,281.136
2003-05-15,278.194
2003-05-16,280.183
2003-05-19,283.288
2003-05-20,281.079
2003-05-21,282.12
2003-05-22,282.881
2003-05-23,284.863
2003-05-26,288.556
2003-05-27,290.541
2003-05-28,286.978
2003-05-29,289.601
2003-05-30,289.766
2003-06-02,291.297
2003-06-03,290.724
2003-06-04,292.742
2003-06-05,294.591
2003-06-06,293.673
2003-06-09,291.681
2003-06-10,290.398
2003-06-11,293.0
2003-06-12,295.435
2003-06-13,297.639
2003-06-16,302.453
2003-06-17,309.05
2003-06-18,309.532
2003-06-19,310.893
2003-06-20,313.736
2003-06-23,311.467
2003-06-24,309.277
2003-06-25,311.608
2003-06-26,309.707
2003-06-27,310.311
2003-06-30,318.143
2003-07-01,320.6
2003-07-02,323.022
2003-07-03,324.644
2003-07-04,321.897
2003-07-07,322.513
2003-07-08,316.762
2003-07-09,309.279
2003-07-10,310.973
2003-07-11,313.632
2003-07-14,312.588
2003-07-15,308.526
2003-07-16,306.975
2003-07-17,303.808
2003-07-18,297.232
2003-07-21,300.095
2003-07-22,299.137
2003-07-23,304.316
2003-07-24,311.332
2003-07-25,312.858
2003-07-28,314.695
2003-07-29,314.981
2003-07-30,309.134
2003-07-31,303.831
2003-08-01,310.705
2003-08-04,311.718
2003-08-05,309.088
2003-08-06,312.415
2003-08-07,315.155
2003-08-08,317.666
2003-08-11,322.131
2003-08-12,322.908
2003-08-13,325.855
2003-08-14,325.191
2003-08-15,325.086
2003-08-18,324.556
2003-08-19,323.031
2003-08-20,325.232
2003-08-21,319.018
2003-08-22,318.54
2003-08-25,318.373
2003-08-26,315.152
2003-08-27,313.382
2003-08-28,312.264
2003-08-29,317.26
2003-09-01,316.925
2003-09-02,312.152
2003-09-03,312.706
2003-09-04,312.187
2003-09-05,315.062
2003-09-08,314.667
2003-09-09,320.43
2003-09-10,320.0
2003-09-11,322.429
2003-09-12,325.369
2003-09-15,330.18
2003-09-16,327.883
2003-09-17,327.534
2003-09-18,331.546
2003-09-19,333.473
2003-09-22,338.677
2003-09-23,337.07
2003-09-24,338.256
2003-09-25,339.45
2003-09-26,337.276
2003-09-29,335.592
2003-09-30,341.208
2003-10-01,344.038
2003-10-02,348.28
2003-10-03,349.992
2003-10-06,350.297
2003-10-07,351.542
2003-10-08,350.495
2003-10-09,352.119
2003-10-10,350.407
2003-10-13,349.685
2003-10-14,347.888
2003-10-15,348.199
2003-10-16,347.65
2003-10-17,349.106
2003-10-20,349.956
2003-10-21,354.341
2003-10-22,357.456
2003-10-23,357.667
2003-10-24,356.469
2003-10-27,356.907
2003-10-28,354.603
2003-10-29,361.133
2003-10-30,360.586
2003-10-31,363.626
2003-11-03,360.457
2003-11-04,362.008
2003-11-05,368.725
2003-11-06,365.7
2003-11-07,363.79
2003-11-10,365.957
2003-11-11,371.814
2003-11-12,369.934
2003-11-13,371.453
2003-11-14,372.434
2003-11-17,370.444
2003-11-18,371.419
2003-11-19,374.872
2003-11-20,378.217
2003-11-21,374.739
2003-11-24,372.973
2003-11-25,372.898
2003-11-26,376.804
2003-11-27,375.342
2003-11-28,377.21
2003-12-01,380.2
2003-12-02,380.884
2003-12-03,384.367
2003-12-04,382.591
2003-12-05,382.646
2003-12-08,384.15
2003-12-09,383.643
2003-12-10,385.78
2003-12-11,383.804
2003-12-12,388.109
2003-12-15,393.489
2003-12-16,393.722
2003-12-17,394.707
2003-12-18,390.742
2003-12-19,387.897
2003-12-22,388.622
2003-12-23,388.842
2003-12-24,392.229
2003-12-25,392.229
2003-12-26,392.623
2003-12-29,394.362
2003-12-30,400.544
2003-12-31,403.031
2004-01-01,403.031
2004-01-02,404.013
2004-01-05,412.044
2004-01-06,416.181
2004-01-07,416.227
2004-01-08,416.382
2004-01-09,419.26
2004-01-12,419.045
2004-01-13,417.753
2004-01-14,413.605
2004-01-15,407.843
2004-01-16,407.466
2004-01-19,401.261
2004-01-20,410.912
2004-01-21,414.232
2004-01-22,416.191
2004-01-23,416.372
2004-01-26,414.595
2004-01-27,419.075
2004-01-28,419.634
2004-01-29,409.183
2004-01-30,409.131
2004-02-02,412.359
2004-02-03,414.746
2004-02-04,410.188
2004-02-05,414.611
2004-02-06,416.236
2004-02-09,421.359
2004-02-10,422.502
2004-02-11,418.273
2004-02-12,418.142
2004-02-13,420.425
2004-02-16,423.016
2004-02-17,419.329
2004-02-18,417.504
2004-02-19,413.424
2004-02-20,405.448
2004-02-23,400.855
2004-02-24,404.568
2004-02-25,405.814
2004-02-26,402.412
2004-02-27,402.126
2004-03-01,402.984
2004-03-02,402.044
2004-03-03,390.768
2004-03-04,393.944
2004-03-05,401.619
2004-03-08,401.623
2004-03-09,412.572
2004-03-10,401.332
2004-03-11,389.391
2004-03-12,391.655
2004-03-15,389.545
2004-03-16,396.32
2004-03-17,393.541
2004-03-18,400.738
2004-03-19,399.08
2004-03-22,404.944
2004-03-23,401.755
2004-03-24,396.832
2004-03-25,394.856
2004-03-26,397.502
2004-03-29,400.509
2004-03-30,406.168
2004-03-31,413.051
2004-04-01,415.045
2004-04-02,411.059
2004-04-05,405.679
2004-04-06,413.526
2004-04-07,416.365
2004-04-08,414.889
2004-04-09,414.889
2004-04-12,417.158
2004-04-13,413.468
2004-04-14,399.702
2004-04-15,402.632
2004-04-16,406.082
2004-04-19,409.358
2004-04-20,404.459
2004-04-21,400.131
2004-04-22,400.749
2004-04-23,409.119
2004-04-26,413.916
2004-04-27,415.132
2004-04-28,414.677
2004-04-29,412.137
2004-04-30,412.732
2004-05-03,410.433
2004-05-04,415.049
2004-05-05,418.459
2004-05-06,416.3
2004-05-07,404.256
2004-05-10,390.119
2004-05-11,385.223
2004-05-12,391.754
2004-05-13,385.609
2004-05-14,385.335
2004-05-17,389.48
2004-05-18,386.835
2004-05-19,397.179
2004-05-20,395.727
2004-05-21,399.898
2004-05-24,398.772
2004-05-25,399.502
2004-05-26,400.791
2004-05-27,411.656
2004-05-28,408.583
2004-05-31,408.853
2004-06-01,410.368
2004-06-02,407.013
2004-06-03,407.177
2004-06-04,406.893
2004-06-07,413.067
2004-06-08,412.036
2004-06-09,406.619
2004-06-10,415.314
2004-06-11,411.847
2004-06-14,412.565
2004-06-15,410.993
2004-06-16,411.119
2004-06-17,411.07
2004-06-18,414.602
2004-06-21,415.264
2004-06-22,415.494
2004-06-23,412.592
2004-06-24,417.091
2004-06-25,417.528
2004-06-28,423.543
2004-06-29,419.449
2004-06-30,427.552
2004-07-01,429.803
2004-07-02,435.065
2004-07-05,435.673
2004-07-06,438.741
2004-07-07,444.52
2004-07-08,442.5
2004-07-09,439.35
2004-07-12,442.06
2004-07-13,440.253
2004-07-14,437.566
2004-07-15,435.159
2004-07-16,440.855
2004-07-19,442.924
2004-07-20,442.609
2004-07-21,431.134
2004-07-22,439.339
2004-07-23,432.514
2004-07-26,435.885
2004-07-27,431.775
2004-07-28,430.024
2004-07-29,434.781
2004-07-30,438.152
2004-08-02,444.594
2004-08-03,447.826
2004-08-04,446.542
2004-08-05,446.297
2004-08-06,448.256
2004-08-09,448.06
2004-08-10,449.16
2004-08-11,449.13
2004-08-12,452.961
2004-08-13,457.448
2004-08-16,450.551
2004-08-17,447.876
2004-08-18,448.447
2004-08-19,454.99
2004-08-20,457.5
2004-08-23,453.782
2004-08-24,443.325
2004-08-25,442.964
2004-08-26,443.184
2004-08-27,446.061
2004-08-30,448.551
2004-08-31,450.745
2004-09-01,453.453
2004-09-02,444.788
2004-09-03,442.167
2004-09-06,445.675
2004-09-07,441.252
2004-09-08,439.765
2004-09-09,446.564
2004-09-10,451.562
2004-09-13,447.434
2004-09-14,456.357
2004-09-15,453.583
2004-09-16,457.197
2004-09-17,456.599
2004-09-20,457.331
2004-09-21,461.43
2004-09-22,462.386
2004-09-23,465.586
2004-09-24,466.198
2004-09-27,467.933
2004-09-28,471.931
2004-09-29,472.65
2004-09-30,479.013
2004-10-01,478.143
2004-10-04,475.621
2004-10-05,481.346
2004-10-06,483.849
2004-10-07,482.06
2004-10-08,482.787
2004-10-11,484.498
2004-10-12,482.926
2004-10-13,477.313
2004-10-14,485.446
2004-10-15,486.945
2004-10-18,486.291
2004-10-19,486.023
2004-10-20,487.398
2004-10-21,484.422
2004-10-22,481.552
2004-10-25,486.616
2004-10-26,481.74
2004-10-27,484.881
2004-10-28,481.501
2004-10-29,482.518
2004-11-01,486.282
2004-11-02,493.481
2004-11-03,498.596
2004-11-04,504.341
2004-11-05,506.4
2004-11-08,505.23
2004-11-09,504.233
2004-11-10,492.303
2004-11-11,497.896
2004-11-12,504.004
2004-11-15,509.363
2004-11-16,510.475
2004-11-17,515.885
2004-11-18,516.064
2004-11-19,520.924
2004-11-22,516.554
2004-11-23,516.845
2004-11-24,519.371
2004-11-25,529.145
2004-11-26,531.51
2004-11-29,529.787
2004-11-30,531.599
2004-12-01,532.734
2004-12-02,537.028
2004-12-03,539.589
2004-12-06,544.01
2004-12-07,547.798
2004-12-08,530.994
2004-12-09,529.435
2004-12-10,532.368
2004-12-13,543.733
2004-12-14,541.917
2004-12-15,545.353
2004-12-16,541.914
2004-12-17,543.174
2004-12-20,546.167
2004-12-21,541.261
2004-12-22,546.632
2004-12-23,546.779
2004-12-24,551.489
2004-12-27,553.334
2004-12-28,555.064
2004-12-29,554.646
2004-12-30,560.06
2004-12-31,567.216
2005-01-03,560.502
2005-01-04,553.906
2005-01-05,553.865
2005-01-06,548.182
2005-01-07,544.694
2005-01-10,541.187
2005-01-11,547.076
2005-01-12,549.216
2005-01-13,551.487
2005-01-14,547.117
2005-01-17,545.68
2005-01-18,549.85
2005-01-19,556.375
2005-01-20,554.484
2005-01-21,560.566
2005-01-24,564.557
2005-01-25,561.977
2005-01-26,568.854
2005-01-27,564.116
2005-01-28,563.045
2005-01-31,558.699
2005-02-01,564.042
2005-02-02,558.081
2005-02-03,556.789
2005-02-04,564.043
2005-02-07,564.029
2005-02-08,561.584
2005-02-09,573.406
2005-02-10,574.169
2005-02-11,575.509
2005-02-14,581.431
2005-02-15,578.823
2005-02-16,577.598
2005-02-17,582.452
2005-02-18,584.989
2005-02-21,592.83
2005-02-22,593.397
2005-02-23,583.907
2005-02-24,581.283
2005-02-25,583.106
2005-02-28,596.822
2005-03-01,593.35
2005-03-02,595.323
2005-03-03,598.007
2005-03-04,603.396
2005-03-07,604.8
2005-03-08,613.405
2005-03-09,609.102
2005-03-10,604.597
2005-03-11,592.048
2005-03-14,595.424
2005-03-15,597.859
2005-03-16,601.353
2005-03-17,594.925
2005-03-18,600.198
2005-03-21,599.478
2005-03-22,598.019
2005-03-23,579.013
2005-03-24,568.857
2005-03-25,568.857
2005-03-28,563.529
2005-03-29,557.843
2005-03-30,555.595
2005-03-31,559.704
2005-04-01,555.96
2005-04-04,553.169
2005-04-05,555.298
2005-04-06,558.95
2005-04-07,565.094
2005-04-08,564.408
2005-04-11,565.743
2005-04-12,563.353
2005-04-13,569.352
2005-04-14,568.518
2005-04-15,558.979
2005-04-18,540.33
2005-04-19,546.956
2005-04-20,549.212
2005-04-21,544.292
2005-04-22,549.24
2005-04-25,546.615
2005-04-26,541.589
2005-04-27,538.111
2005-04-28,546.874
2005-04-29,552.079
2005-05-02,552.746
2005-05-03,551.438
2005-05-04,555.093
2005-05-05,549.044
2005-05-06,540.141
2005-05-09,532.817
2005-05-10,540.281
2005-05-11,539.727
2005-05-12,534.971
2005-05-13,535.731
2005-05-16,534.348
2005-05-17,538.341
2005-05-18,537.482
2005-05-19,538.954
2005-05-20,540.317
2005-05-23,549.48
2005-05-24,554.519
2005-05-25,554.726
2005-05-26,547.047
2005-05-27,552.3
2005-05-30,551.367
2005-05-31,542.673
2005-06-01,531.3
2005-06-02,540.748
2005-06-03,541.44
2005-06-06,546.8
2005-06-07,549.232
2005-06-08,555.259
2005-06-09,553.604
2005-06-10,551.136
2005-06-13,551.108
2005-06-14,558.382
2005-06-15,563.738
2005-06-16,569.769
2005-06-17,575.125
2005-06-20,572.552
2005-06-21,575.097
2005-06-22,577.33
2005-06-23,570.418
2005-06-24,567.366
2005-06-27,571.557
2005-06-28,569.183
2005-06-29,572.142
2005-06-30,583.719
2005-07-01,572.168
2005-07-04,571.892
2005-07-05,574.58
2005-07-06,577.314
2005-07-07,571.345
2005-07-08,568.906
2005-07-11,580.739
2005-07-12,589.813
2005-07-13,580.923
2005-07-14,578.23
2005-07-15,576.364
2005-07-18,579.072
2005-07-19,574.116
2005-07-20,572.414
2005-07-21,579.88
2005-07-22,582.659
2005-07-25,585.431
2005-07-26,590.366
2005-07-27,590.627
2005-07-28,595.623
2005-07-29,596.81
2005-08-01,602.405
2005-08-02,596.968
2005-08-03,602.003
2005-08-04,603.106
2005-08-05,597.205
2005-08-08,596.757
2005-08-09,598.168
2005-08-10,601.199
2005-08-11,610.411
2005-08-12,613.989
2005-08-15,615.39
2005-08-16,617.987
2005-08-17,622.594
2005-08-18,616.932
2005-08-19,612.983
2005-08-22,622.204
2005-08-23,629.746
2005-08-24,633.243
2005-08-25,630.009
2005-08-26,618.57
2005-08-29,613.73
2005-08-30,614.277
2005-08-31,613.889
2005-09-01,626.348
2005-09-02,629.59
2005-09-05,635.446
2005-09-06,631.539
2005-09-07,630.92
2005-09-08,636.651
2005-09-09,638.382
2005-09-12,633.329
2005-09-13,627.533
2005-09-14,643.251
2005-09-15,644.851
2005-09-16,647.184
2005-09-19,643.154
2005-09-20,645.332
2005-09-21,646.274
2005-09-22,632.042
2005-09-23,627.205
2005-09-26,627.638
2005-09-27,627.808
2005-09-28,633.678
2005-09-29,638.657
2005-09-30,646.297
2005-10-03,647.469
2005-10-04,655.046
2005-10-05,651.602
2005-10-06,645.903
2005-10-07,645.868
2005-10-10,652.785
2005-10-11,647.178
2005-10-12,648.439
2005-10-13,632.573
2005-10-14,632.303
2005-10-17,632.945
2005-10-18,624.231
2005-10-19,619.514
2005-10-20,619.523
2005-10-21,614.181
2005-10-24,614.575
2005-10-25,620.414
2005-10-26,623.683
2005-10-27,625.4
2005-10-28,620.611
2005-10-31,621.55
2005-11-01,629.688
2005-11-02,626.857
2005-11-03,630.568
2005-11-04,618.999
2005-11-07,618.083
2005-11-08,615.373
