Date,NEW ZEALAND GROWTH Standard (Large+Mid Cap)
2001-08-03,149.756
2001-08-06,148.237
2001-08-07,147.041
2001-08-08,147.127
2001-08-09,148.531
2001-08-10,150.38
2001-08-13,151.988
2001-08-14,152.32
2001-08-15,152.083
2001-08-16,151.966
2001-08-17,154.004
2001-08-20,152.798
2001-08-21,154.014
2001-08-22,154.78
2001-08-23,154.678
2001-08-24,155.974
2001-08-27,157.568
2001-08-28,155.258
2001-08-29,157.053
2001-08-30,157.446
2001-08-31,154.9
2001-09-03,153.721
2001-09-04,154.19
2001-09-05,151.677
2001-09-06,149.256
2001-09-07,147.46
2001-09-10,143.747
2001-09-11,145.458
2001-09-12,135.017
2001-09-13,136.767
2001-09-14,137.463
2001-09-17,128.945
2001-09-18,129.645
2001-09-19,131.004
2001-09-20,130.875
2001-09-21,129.261
2001-09-24,128.538
2001-09-25,132.183
2001-09-26,132.043
2001-09-27,128.131
2001-09-28,129.276
2001-10-01,125.286
2001-10-02,128.275
2001-10-03,130.414
2001-10-04,131.904
2001-10-05,133.242
2001-10-08,133.829
2001-10-09,130.837
2001-10-10,130.253
2001-10-11,130.166
2001-10-12,131.4
2001-10-15,132.893
2001-10-16,132.824
2001-10-17,134.137
2001-10-18,131.093
2001-10-19,129.278
2001-10-22,129.403
2001-10-23,129.477
2001-10-24,129.768
2001-10-25,131.556
2001-10-26,131.984
2001-10-29,136.824
2001-10-30,134.681
2001-10-31,138.027
2001-11-01,138.782
2001-11-02,140.325
2001-11-05,142.171
2001-11-06,145.234
2001-11-07,142.969
2001-11-08,141.42
2001-11-09,137.889
2001-11-12,141.111
2001-11-13,148.679
2001-11-14,146.34
2001-11-15,146.081
2001-11-16,144.891
2001-11-19,144.426
2001-11-20,146.388
2001-11-21,144.464
2001-11-22,145.366
2001-11-23,143.224
2001-11-26,143.619
2001-11-27,148.133
2001-11-28,150.451
2001-11-29,153.301
2001-11-30,154.463
2001-12-03,152.272
2001-12-04,149.658
2001-12-05,152.262
2001-12-06,155.324
2001-12-07,153.739
2001-12-10,151.42
2001-12-11,154.583
2001-12-12,155.686
2001-12-13,156.574
2001-12-14,154.194
2001-12-17,151.712
2001-12-18,148.369
2001-12-19,150.172
2001-12-20,148.226
2001-12-21,149.374
2001-12-24,150.564
2001-12-25,150.564
2001-12-26,150.673
2001-12-27,149.696
2001-12-28,152.809
2001-12-31,152.113
2002-01-01,152.113
2002-01-02,153.648
2002-01-03,156.428
2002-01-04,157.644
2002-01-07,160.967
2002-01-08,160.61
2002-01-09,161.084
2002-01-10,164.745
2002-01-11,164.338
2002-01-14,161.399
2002-01-15,160.976
2002-01-16,159.379
2002-01-17,159.245
2002-01-18,162.902
2002-01-21,165.919
2002-01-22,165.435
2002-01-23,161.998
2002-01-24,163.653
2002-01-25,161.888
2002-01-28,161.219
2002-01-29,162.223
2002-01-30,159.623
2002-01-31,159.148
2002-02-01,161.537
2002-02-04,162.937
2002-02-05,160.335
2002-02-06,160.47
2002-02-07,155.087
2002-02-08,154.385
2002-02-11,155.625
2002-02-12,155.74
2002-02-13,155.839
2002-02-14,154.036
2002-02-15,153.476
2002-02-18,154.232
2002-02-19,153.39
2002-02-20,151.73
2002-02-21,148.748
2002-02-22,147.992
2002-02-25,149.454
2002-02-26,151.064
2002-02-27,148.28
2002-02-28,148.115
2002-03-01,148.631
2002-03-04,148.246
2002-03-05,149.473
2002-03-06,144.562
2002-03-07,149.937
2002-03-08,150.166
2002-03-11,150.189
2002-03-12,153.605
2002-03-13,150.296
2002-03-14,151.312
2002-03-15,153.025
2002-03-18,152.967
2002-03-19,151.438
2002-03-20,154.864
2002-03-21,152.213
2002-03-22,150.796
2002-03-25,152.679
2002-03-26,154.667
2002-03-27,152.997
2002-03-28,153.779
2002-03-29,153.779
2002-04-01,154.477
2002-04-02,154.866
2002-04-03,155.087
2002-04-04,155.383
2002-04-05,155.755
2002-04-08,154.138
2002-04-09,154.598
2002-04-10,153.69
2002-04-11,155.664
2002-04-12,154.115
2002-04-15,153.763
2002-04-16,153.915
2002-04-17,156.811
2002-04-18,156.948
2002-04-19,155.47
2002-04-22,156.316
2002-04-23,155.896
2002-04-24,155.005
2002-04-25,156.288
2002-04-26,157.84
2002-04-29,156.663
2002-04-30,155.784
2002-05-01,157.828
2002-05-02,156.255
2002-05-03,155.522
2002-05-06,155.585
2002-05-07,155.974
2002-05-08,156.821
2002-05-09,157.388
2002-05-10,158.924
2002-05-13,159.294
2002-05-14,162.087
2002-05-15,165.329
2002-05-16,163.269
2002-05-17,166.759
2002-05-20,166.817
2002-05-21,168.184
2002-05-22,172.307
2002-05-23,173.718
2002-05-24,170.679
2002-05-27,169.661
2002-05-28,170.183
2002-05-29,171.651
2002-05-30,173.326
2002-05-31,174.608
2002-06-03,177.087
2002-06-04,178.538
2002-06-05,177.112
2002-06-06,181.251
2002-06-07,181.894
2002-06-10,183.282
2002-06-11,182.553
2002-06-12,182.344
2002-06-13,181.99
2002-06-14,178.376
2002-06-17,180.337
2002-06-18,183.998
2002-06-19,182.133
2002-06-20,183.273
2002-06-21,183.699
2002-06-24,180.307
2002-06-25,178.738
2002-06-26,172.006
2002-06-27,173.421
2002-06-28,171.539
2002-07-01,173.964
2002-07-02,176.018
2002-07-03,174.463
2002-07-04,171.252
2002-07-05,174.495
2002-07-08,179.561
2002-07-09,179.914
2002-07-10,181.165
2002-07-11,174.654
2002-07-12,175.908
2002-07-15,174.749
2002-07-16,173.369
2002-07-17,168.761
2002-07-18,171.639
2002-07-19,171.317
2002-07-22,165.996
2002-07-23,166.502
2002-07-24,158.128
2002-07-25,159.852
2002-07-26,155.561
2002-07-29,160.68
2002-07-30,164.177
2002-07-31,159.714
2002-08-01,159.069
2002-08-02,157.959
2002-08-05,159.114
2002-08-06,156.32
2002-08-07,160.255
2002-08-08,160.777
2002-08-09,164.336
2002-08-12,166.235
2002-08-13,166.209
2002-08-14,166.761
2002-08-15,167.514
2002-08-16,167.905
2002-08-19,169.863
2002-08-20,169.903
2002-08-21,167.399
2002-08-22,169.337
2002-08-23,168.583
2002-08-26,167.935
2002-08-27,171.335
2002-08-28,172.928
2002-08-29,172.507
2002-08-30,172.316
2002-09-02,174.429
2002-09-03,176.173
2002-09-04,172.701
2002-09-05,173.195
2002-09-06,171.696
2002-09-09,170.984
2002-09-10,170.713
2002-09-11,172.642
2002-09-12,174.643
2002-09-13,173.201
2002-09-16,171.464
2002-09-17,171.941
2002-09-18,171.192
2002-09-19,170.996
2002-09-20,170.723
2002-09-23,168.92
2002-09-24,168.227
2002-09-25,168.863
2002-09-26,170.69
2002-09-27,169.422
2002-09-30,172.274
2002-10-01,173.665
2002-10-02,176.443
2002-10-03,176.669
2002-10-04,175.355
2002-10-07,177.295
2002-10-08,178.225
2002-10-09,180.24
2002-10-10,178.514
2002-10-11,181.389
2002-10-14,183.189
2002-10-15,183.422
2002-10-16,181.677
2002-10-17,181.878
2002-10-18,183.759
2002-10-21,185.007
2002-10-22,187.205
2002-10-23,187.954
2002-10-24,186.108
2002-10-25,186.219
2002-10-28,187.061
2002-10-29,185.674
2002-10-30,184.27
2002-10-31,185.946
2002-11-01,190.125
2002-11-04,194.021
2002-11-05,181.113
2002-11-06,185.035
2002-11-07,182.784
2002-11-08,183.789
2002-11-11,182.342
2002-11-12,183.994
2002-11-13,184.99
2002-11-14,184.978
2002-11-15,183.18
2002-11-18,183.456
2002-11-19,182.626
2002-11-20,181.44
2002-11-21,181.815
2002-11-22,181.659
2002-11-25,181.975
2002-11-26,181.656
2002-11-27,180.007
2002-11-28,181.231
2002-11-29,183.59
2002-12-02,182.791
2002-12-03,179.455
2002-12-04,178.193
2002-12-05,181.048
2002-12-06,181.045
2002-12-09,180.457
2002-12-10,179.756
2002-12-11,177.426
2002-12-12,177.379
2002-12-13,179.87
2002-12-16,178.332
2002-12-17,180.932
2002-12-18,182.054
2002-12-19,185.978
2002-12-20,183.314
2002-12-23,184.817
2002-12-24,185.708
2002-12-25,185.708
2002-12-26,185.906
2002-12-27,184.677
2002-12-30,184.777
2002-12-31,186.935
2003-01-01,186.935
2003-01-02,187.15
2003-01-03,188.159
2003-01-06,195.848
2003-01-07,196.6
2003-01-08,193.133
2003-01-09,193.208
2003-01-10,196.493
2003-01-13,197.121
2003-01-14,198.363
2003-01-15,199.082
2003-01-16,199.163
2003-01-17,201.341
2003-01-20,198.247
2003-01-21,197.378
2003-01-22,197.172
2003-01-23,199.529
2003-01-24,200.326
2003-01-27,200.148
2003-01-28,197.731
2003-01-29,198.683
2003-01-30,194.96
2003-01-31,192.855
2003-02-03,193.409
2003-02-04,198.079
2003-02-05,194.826
2003-02-06,194.879
2003-02-07,192.601
2003-02-10,195.542
2003-02-11,195.142
2003-02-12,194.557
2003-02-13,192.982
2003-02-14,193.24
2003-02-17,195.365
2003-02-18,195.014
2003-02-19,195.355
2003-02-20,195.421
2003-02-21,194.374
2003-02-24,194.388
2003-02-25,188.995
2003-02-26,190.965
2003-02-27,190.993
2003-02-28,187.518
2003-03-03,188.529
2003-03-04,192.681
2003-03-05,195.134
2003-03-06,195.624
2003-03-07,194.173
2003-03-10,195.667
2003-03-11,192.267
2003-03-12,188.661
2003-03-13,184.269
2003-03-14,187.493
2003-03-17,186.213
2003-03-18,188.039
2003-03-19,185.838
2003-03-20,187.904
2003-03-21,188.532
2003-03-24,189.835
2003-03-25,189.295
2003-03-26,187.716
2003-03-27,189.488
2003-03-28,191.986
2003-03-31,195.778
2003-04-01,194.747
2003-04-02,196.915
2003-04-03,194.52
2003-04-04,193.922
2003-04-07,195.731
2003-04-08,199.495
2003-04-09,200.458
2003-04-10,196.216
2003-04-11,196.992
2003-04-14,201.488
2003-04-15,203.996
2003-04-16,202.355
2003-04-17,201.072
2003-04-18,201.072
2003-04-21,200.423
2003-04-22,202.382
2003-04-23,203.538
2003-04-24,203.277
2003-04-25,202.581
2003-04-28,200.889
2003-04-29,205.747
2003-04-30,209.821
2003-05-01,208.697
2003-05-02,201.958
2003-05-05,205.477
2003-05-06,209.749
2003-05-07,206.404
2003-05-08,210.076
2003-05-09,212.726
2003-05-12,216.804
2003-05-13,216.123
2003-05-14,217.624
2003-05-15,217.752
2003-05-16,217.733
2003-05-19,218.573
2003-05-20,218.19
2003-05-21,223.033
2003-05-22,225.776
2003-05-23,225.286
2003-05-26,226.05
2003-05-27,226.408
2003-05-28,224.12
2003-05-29,228.688
2003-05-30,231.195
2003-06-02,232.416
2003-06-03,231.202
2003-06-04,231.027
2003-06-05,232.619
2003-06-06,231.97
2003-06-09,231.693
2003-06-10,230.457
2003-06-11,232.377
2003-06-12,233.845
2003-06-13,235.565
2003-06-16,239.028
2003-06-17,242.953
2003-06-18,244.681
2003-06-19,245.393
2003-06-20,247.153
2003-06-23,246.619
2003-06-24,244.684
2003-06-25,246.463
2003-06-26,243.875
2003-06-27,244.121
2003-06-30,250.2
2003-07-01,252.22
2003-07-02,252.202
2003-07-03,253.029
2003-07-04,250.149
2003-07-07,249.609
2003-07-08,244.479
2003-07-09,237.326
2003-07-10,238.432
2003-07-11,241.803
2003-07-14,242.099
2003-07-15,238.462
2003-07-16,235.253
2003-07-17,233.732
2003-07-18,230.254
2003-07-21,235.867
2003-07-22,236.118
2003-07-23,240.312
2003-07-24,244.497
2003-07-25,245.866
2003-07-28,244.987
2003-07-29,245.174
2003-07-30,240.558
2003-07-31,238.882
2003-08-01,242.742
2003-08-04,242.203
2003-08-05,241.776
2003-08-06,243.894
2003-08-07,243.301
2003-08-08,246.252
2003-08-11,249.28
2003-08-12,248.748
2003-08-13,251.323
2003-08-14,249.595
2003-08-15,248.3
2003-08-18,248.817
2003-08-19,248.901
2003-08-20,248.518
2003-08-21,243.859
2003-08-22,242.235
2003-08-25,242.177
2003-08-26,240.105
2003-08-27,236.857
2003-08-28,237.082
2003-08-29,243.389
2003-09-01,242.364
2003-09-02,239.111
2003-09-03,239.383
2003-09-04,238.18
2003-09-05,241.807
2003-09-08,242.218
2003-09-09,244.97
2003-09-10,244.681
2003-09-11,244.635
2003-09-12,244.416
2003-09-15,248.419
2003-09-16,246.826
2003-09-17,248.587
2003-09-18,248.874
2003-09-19,253.177
2003-09-22,257.27
2003-09-23,256.239
2003-09-24,257.429
2003-09-25,258.196
2003-09-26,255.333
2003-09-29,255.047
2003-09-30,258.235
2003-10-01,258.807
2003-10-02,259.815
2003-10-03,259.794
2003-10-06,258.587
2003-10-07,259.799
2003-10-08,259.336
2003-10-09,261.428
2003-10-10,259.84
2003-10-13,259.385
2003-10-14,255.879
2003-10-15,256.194
2003-10-16,257.079
2003-10-17,258.426
2003-10-20,258.536
2003-10-21,260.569
2003-10-22,262.623
2003-10-23,262.551
2003-10-24,262.541
2003-10-27,262.863
2003-10-28,263.042
2003-10-29,266.006
2003-10-30,265.175
2003-10-31,266.11
2003-11-03,266.264
2003-11-04,266.631
2003-11-05,270.427
2003-11-06,268.298
2003-11-07,270.002
2003-11-10,273.002
2003-11-11,278.68
2003-11-12,277.144
2003-11-13,279.18
2003-11-14,279.58
2003-11-17,279.255
2003-11-18,283.561
2003-11-19,285.283
2003-11-20,287.929
2003-11-21,285.824
2003-11-24,284.074
2003-11-25,283.465
2003-11-26,287.213
2003-11-27,285.191
2003-11-28,286.336
2003-12-01,291.422
2003-12-02,291.457
2003-12-03,290.997
2003-12-04,289.758
2003-12-05,289.099
2003-12-08,291.023
2003-12-09,291.915
2003-12-10,292.965
2003-12-11,290.858
2003-12-12,293.827
2003-12-15,296.139
2003-12-16,296.122
2003-12-17,294.305
2003-12-18,293.429
2003-12-19,292.613
2003-12-22,293.372
2003-12-23,294.164
2003-12-24,298.118
2003-12-25,298.118
2003-12-26,298.418
2003-12-29,298.751
2003-12-30,302.611
2003-12-31,305.144
2004-01-01,305.144
2004-01-02,305.887
2004-01-05,312.195
2004-01-06,315.474
2004-01-07,316.091
2004-01-08,314.346
2004-01-09,319.328
2004-01-12,319.708
2004-01-13,318.161
2004-01-14,314.251
2004-01-15,312.937
2004-01-16,311.981
2004-01-19,307.629
2004-01-20,315.427
2004-01-21,316.184
2004-01-22,316.038
2004-01-23,316.675
2004-01-26,316.043
2004-01-27,319.556
2004-01-28,320.015
2004-01-29,311.985
2004-01-30,313.04
2004-02-02,313.465
2004-02-03,315.687
2004-02-04,312.793
2004-02-05,315.942
2004-02-06,317.181
2004-02-09,322.359
2004-02-10,322.323
2004-02-11,317.786
2004-02-12,317.014
2004-02-13,320.689
2004-02-16,321.338
2004-02-17,320.39
2004-02-18,322.086
2004-02-19,318.871
2004-02-20,312.212
2004-02-23,308.932
2004-02-24,310.775
2004-02-25,311.998
2004-02-26,311.279
2004-02-27,310.084
2004-03-01,310.156
2004-03-02,310.655
2004-03-03,302.974
2004-03-04,305.621
2004-03-05,309.498
2004-03-08,307.382
2004-03-09,312.352
2004-03-10,304.331
2004-03-11,297.162
2004-03-12,298.61
2004-03-15,295.406
2004-03-16,298.403
2004-03-17,297.37
2004-03-18,302.365
2004-03-19,301.95
2004-03-22,306.136
2004-03-23,305.275
2004-03-24,302.105
2004-03-25,300.739
2004-03-26,302.933
2004-03-29,305.129
2004-03-30,311.315
2004-03-31,315.428
2004-04-01,316.926
2004-04-02,312.684
2004-04-05,306.254
2004-04-06,311.186
2004-04-07,312.978
2004-04-08,311.841
2004-04-09,311.841
2004-04-12,313.546
2004-04-13,308.619
2004-04-14,297.479
2004-04-15,301.167
2004-04-16,302.803
2004-04-19,305.817
2004-04-20,303.454
2004-04-21,301.672
2004-04-22,302.368
2004-04-23,303.909
2004-04-26,305.082
2004-04-27,305.455
2004-04-28,304.287
2004-04-29,301.768
2004-04-30,302.467
2004-05-03,300.8
2004-05-04,306.154
2004-05-05,306.539
2004-05-06,304.551
2004-05-07,296.496
2004-05-10,287.58
2004-05-11,285.709
2004-05-12,289.825
2004-05-13,284.872
2004-05-14,284.641
2004-05-17,287.715
2004-05-18,285.322
2004-05-19,294.101
2004-05-20,292.277
2004-05-21,294.377
2004-05-24,294.107
2004-05-25,295.189
2004-05-26,296.292
2004-05-27,305.601
2004-05-28,302.868
2004-05-31,303.335
2004-06-01,304.192
2004-06-02,302.392
2004-06-03,302.011
2004-06-04,301.348
2004-06-07,305.92
2004-06-08,304.882
2004-06-09,300.645
2004-06-10,307.515
2004-06-11,306.763
2004-06-14,308.194
2004-06-15,307.03
2004-06-16,307.798
2004-06-17,306.52
2004-06-18,307.837
2004-06-21,307.959
2004-06-22,307.895
2004-06-23,307.359
2004-06-24,310.552
2004-06-25,311.863
2004-06-28,313.932
2004-06-29,310.999
2004-06-30,316.537
2004-07-01,318.414
2004-07-02,321.996
2004-07-05,322.404
2004-07-06,323.715
2004-07-07,328.499
2004-07-08,327.215
2004-07-09,326.497
2004-07-12,327.276
2004-07-13,324.941
2004-07-14,323.055
2004-07-15,322.709
2004-07-16,328.813
2004-07-19,329.118
2004-07-20,331.139
2004-07-21,321.879
2004-07-22,327.683
2004-07-23,321.043
2004-07-26,323.221
2004-07-27,320.374
2004-07-28,320.765
2004-07-29,324.236
2004-07-30,325.976
2004-08-02,328.252
2004-08-03,331.801
2004-08-04,332.264
2004-08-05,333.283
2004-08-06,333.955
2004-08-09,333.643
2004-08-10,334.121
2004-08-11,332.876
2004-08-12,335.116
2004-08-13,337.524
2004-08-16,335.268
2004-08-17,334.839
2004-08-18,333.631
2004-08-19,338.268
2004-08-20,338.648
2004-08-23,336.381
2004-08-24,329.215
2004-08-25,328.178
2004-08-26,327.487
2004-08-27,329.585
2004-08-30,329.635
2004-08-31,331.772
2004-09-01,332.324
2004-09-02,324.546
2004-09-03,321.516
2004-09-06,323.512
2004-09-07,322.812
2004-09-08,324.341
2004-09-09,327.873
2004-09-10,331.964
2004-09-13,328.065
2004-09-14,333.409
2004-09-15,331.682
2004-09-16,334.489
2004-09-17,335.887
2004-09-20,338.794
2004-09-21,340.701
2004-09-22,342.212
2004-09-23,343.176
2004-09-24,344.026
2004-09-27,345.1
2004-09-28,348.605
2004-09-29,348.617
2004-09-30,352.404
2004-10-01,352.516
2004-10-04,350.242
2004-10-05,353.529
2004-10-06,354.097
2004-10-07,352.269
2004-10-08,355.667
2004-10-11,354.961
2004-10-12,353.469
2004-10-13,349.946
2004-10-14,356.464
2004-10-15,357.031
2004-10-18,356.653
2004-10-19,355.743
2004-10-20,357.816
2004-10-21,358.262
2004-10-22,356.188
2004-10-25,359.934
2004-10-26,355.287
2004-10-27,356.879
2004-10-28,352.719
2004-10-29,352.776
2004-11-01,354.852
2004-11-02,360.191
2004-11-03,363.932
2004-11-04,368.8
2004-11-05,368.44
2004-11-08,368.894
2004-11-09,369.264
2004-11-10,363.869
2004-11-11,367.29
2004-11-12,371.526
2004-11-15,374.281
2004-11-16,373.69
2004-11-17,376.867
2004-11-18,377.227
2004-11-19,382.36
2004-11-22,382.533
2004-11-23,381.815
2004-11-24,384.502
2004-11-25,390.648
2004-11-26,390.983
2004-11-29,391.447
2004-11-30,391.497
2004-12-01,393.781
2004-12-02,396.508
2004-12-03,396.762
2004-12-06,399.028
2004-12-07,399.677
2004-12-08,387.986
2004-12-09,387.579
2004-12-10,387.242
2004-12-13,390.866
2004-12-14,389.761
2004-12-15,393.618
2004-12-16,391.186
2004-12-17,391.466
2004-12-20,392.484
2004-12-21,388.657
2004-12-22,392.857
2004-12-23,394.214
2004-12-24,397.43
2004-12-27,398.76
2004-12-28,400.006
2004-12-29,400.867
2004-12-30,404.163
2004-12-31,409.354
2005-01-03,404.508
2005-01-04,399.748
2005-01-05,401.867
2005-01-06,400.424
2005-01-07,398.309
2005-01-10,395.953
2005-01-11,400.206
2005-01-12,399.842
2005-01-13,401.033
2005-01-14,395.176
2005-01-17,394.3
2005-01-18,396.805
2005-01-19,398.937
2005-01-20,397.802
2005-01-21,401.829
2005-01-24,403.24
2005-01-25,403.482
2005-01-26,409.573
2005-01-27,404.259
2005-01-28,403.773
2005-01-31,401.059
2005-02-01,403.958
2005-02-02,403.707
2005-02-03,405.821
2005-02-04,412.559
2005-02-07,412.204
2005-02-08,409.266
2005-02-09,412.179
2005-02-10,414.164
2005-02-11,415.815
2005-02-14,420.863
2005-02-15,417.334
2005-02-16,414.657
2005-02-17,421.121
2005-02-18,422.34
2005-02-21,429.808
2005-02-22,426.713
2005-02-23,421.129
2005-02-24,419.94
2005-02-25,422.213
2005-02-28,434.94
2005-03-01,432.368
2005-03-02,433.585
2005-03-03,433.486
2005-03-04,436.225
2005-03-07,436.848
2005-03-08,443.311
2005-03-09,442.647
2005-03-10,438.055
2005-03-11,432.751
2005-03-14,434.075
2005-03-15,436.723
2005-03-16,436.835
2005-03-17,431.717
2005-03-18,433.363
2005-03-21,432.121
2005-03-22,432.081
2005-03-23,416.843
2005-03-24,410.044
2005-03-25,410.044
2005-03-28,406.203
2005-03-29,405.812
2005-03-30,402.978
2005-03-31,403.596
2005-04-01,404.053
2005-04-04,403.67
2005-04-05,404.444
2005-04-06,406.747
2005-04-07,408.765
2005-04-08,409.138
2005-04-11,411.519
2005-04-12,409.487
2005-04-13,413.616
2005-04-14,412.046
2005-04-15,406.776
2005-04-18,398.795
2005-04-19,403.627
2005-04-20,406.365
2005-04-21,403.185
2005-04-22,407.782
2005-04-25,405.832
2005-04-26,402.272
2005-04-27,404.36
2005-04-28,408.78
2005-04-29,414.782
2005-05-02,414.415
2005-05-03,411.589
2005-05-04,414.277
2005-05-05,409.618
2005-05-06,404.314
2005-05-09,397.864
2005-05-10,398.962
2005-05-11,400.762
2005-05-12,398.049
2005-05-13,395.021
2005-05-16,394.805
2005-05-17,397.869
2005-05-18,397.867
2005-05-19,402.013
2005-05-20,403.207
2005-05-23,407.741
2005-05-24,407.028
2005-05-25,407.996
2005-05-26,401.475
2005-05-27,405.345
2005-05-30,405.08
2005-05-31,401.161
2005-06-01,392.327
2005-06-02,398.629
2005-06-03,404.008
2005-06-06,408.007
2005-06-07,410.974
2005-06-08,413.822
2005-06-09,411.472
2005-06-10,408.077
2005-06-13,409.079
2005-06-14,415.709
2005-06-15,419.199
2005-06-16,424.212
2005-06-17,427.389
2005-06-20,424.356
2005-06-21,427.071
2005-06-22,428.249
2005-06-23,421.241
2005-06-24,415.112
2005-06-27,419.756
2005-06-28,418.563
2005-06-29,422.294
2005-06-30,425.823
2005-07-01,417.716
2005-07-04,420.589
2005-07-05,422.995
2005-07-06,425.127
2005-07-07,419.5
2005-07-08,419.286
2005-07-11,426.993
2005-07-12,432.938
2005-07-13,424.689
2005-07-14,426.678
2005-07-15,424.421
2005-07-18,426.861
2005-07-19,420.58
2005-07-20,421.317
2005-07-21,427.451
2005-07-22,429.238
2005-07-25,429.696
2005-07-26,431.432
2005-07-27,428.774
2005-07-28,429.127
2005-07-29,430.536
2005-08-01,432.757
2005-08-02,431.959
2005-08-03,433.092
2005-08-04,433.583
2005-08-05,431.362
2005-08-08,432.369
2005-08-09,429.846
2005-08-10,429.244
2005-08-11,437.976
2005-08-12,441.332
2005-08-15,440.163
2005-08-16,442.703
2005-08-17,440.53
2005-08-18,435.057
2005-08-19,430.906
2005-08-22,436.709
2005-08-23,438.807
2005-08-24,439.975
2005-08-25,439.045
2005-08-26,432.282
2005-08-29,428.428
2005-08-30,428.307
2005-08-31,431.921
2005-09-01,442.53
2005-09-02,445.454
2005-09-05,447.728
2005-09-06,444.439
2005-09-07,442.163
2005-09-08,442.9
2005-09-09,444.426
2005-09-12,440.04
2005-09-13,438.623
2005-09-14,448.952
2005-09-15,447.113
2005-09-16,449.203
2005-09-19,445.144
2005-09-20,443.199
2005-09-21,444.172
2005-09-22,437.641
2005-09-23,433.0
2005-09-26,431.182
2005-09-27,430.31
2005-09-28,436.165
2005-09-29,440.838
2005-09-30,443.903
2005-10-03,442.945
2005-10-04,447.328
2005-10-05,444.241
2005-10-06,441.563
2005-10-07,437.601
2005-10-10,441.873
2005-10-11,437.138
2005-10-12,439.141
2005-10-13,426.483
2005-10-14,428.116
2005-10-17,431.195
2005-10-18,427.239
2005-10-19,421.889
2005-10-20,423.357
2005-10-21,417.01
2005-10-24,417.278
2005-10-25,420.6
2005-10-26,423.784
2005-10-27,425.664
2005-10-28,421.2
2005-10-31,422.896
2005-11-01,423.497
2005-11-02,419.095
2005-11-03,424.862
2005-11-04,418.616
2005-11-07,415.575
