Date,NEW ZEALAND GROWTH Standard (Large+Mid Cap)
2014-03-31,452.483
2014-04-30,456.63
2014-05-30,417.829
2014-06-30,418.222
2014-07-31,401.443
2014-08-29,393.53
2014-09-30,354.392
2014-10-31,336.52
2014-11-28,341.304
2014-12-31,357.211
2015-01-30,335.898
2015-02-27,351.254
2015-03-31,349.516
2015-04-30,358.815
2015-05-29,347.525
2015-06-30,320.443
2015-07-31,328.617
2015-08-31,296.981
2015-09-30,291.929
2015-10-30,331.479
2015-11-30,318.139
2015-12-31,344.58
2016-01-29,317.859
2016-02-29,337.947
2016-03-31,383.052
2016-04-29,387.065
2016-05-31,385.1
2016-06-30,402.903
2016-07-29,449.233
2016-08-31,448.98
2016-09-30,445.794
2016-10-31,415.287
2016-11-30,398.614
2016-12-30,391.804
2017-01-31,433.279
2017-02-28,432.895
2017-03-31,391.079
2017-04-28,393.104
2017-05-31,394.928
2017-06-30,413.027
2017-07-31,426.507
2017-08-31,409.079
2017-09-29,404.574
2017-10-31,380.148
2017-11-30,395.619
2017-12-29,430.332
2018-01-31,443.16
2018-02-28,429.038
2018-03-30,415.853
2018-04-30,405.929
2018-05-31,422.749
2018-06-29,442.15
2018-07-31,430.182
2018-08-31,484.342
2018-09-28,448.076
2018-10-31,398.007
2018-11-30,409.837
2018-12-31,405.295
2019-01-31,436.117
2019-02-28,482.286
2019-03-29,503.64
2019-04-30,527.028
2019-05-31,498.463
2019-06-28,501.164
2019-07-31,563.596
2019-08-30,490.505
2019-09-30,480.105
2019-10-31,505.134
2019-11-29,590.052
2019-12-31,623.303
2020-01-31,609.514
2020-02-28,612.046
2020-03-31,590.554
2020-04-30,634.987
2020-05-29,657.595
2020-06-30,773.529
2020-07-31,818.541
2020-08-31,803.605
2020-09-30,685.503
2020-10-30,696.113
2020-11-30,754.84
2020-12-31,692.378
2021-01-29,707.321
2021-02-26,606.55
2021-03-31,605.247
2021-04-30,650.861
2021-05-31,545.674
2021-06-30,550.033
2021-07-30,550.727
2021-08-31,570.285
2021-09-30,559.838
2021-10-29,575.717
2021-11-30,562.128
2021-12-31,559.942
2022-01-31,467.715
2022-02-28,483.933
2022-03-31,472.489
2022-04-29,406.321
2022-05-31,395.911
2022-06-30,363.498
2022-07-29,385.439
2022-08-31,363.525
2022-09-30,317.337
2022-10-31,346.598
2022-11-30,419.146
2022-12-30,418.706
2023-01-31,468.32
2023-02-28,459.741
2023-03-31,473.925
2023-04-28,477.184
2023-05-31,420.819
2023-06-30,436.645
2023-07-31,446.781
2023-08-31,400.936
2023-09-29,387.742
2023-10-31,361.834
2023-11-30,424.558
2023-12-29,446.569
2024-01-31,437.31
2024-02-29,446.719
2024-03-29,449.282
2024-04-30,469.425
2024-05-31,508.955
2024-06-28,502.161
2024-07-31,519.886
2024-08-30,581.545
2024-09-30,574.291
2024-10-31,551.478
2024-11-29,571.209
2024-12-31,541.216
2025-01-31,527.872
2025-02-28,481.217
2025-03-31,475.642
2025-04-30,505.496
2025-05-30,538.589
2025-06-30,548.148
2025-07-31,557.009
2025-08-29,550.35
2025-09-30,561.621
2025-10-31,554.527
2025-11-28,548.156
