Date,SWEDEN GROWTH Standard (Large+Mid Cap)
1983-05-31,328.975
1983-06-30,308.92
1983-07-29,332.824
1983-08-31,335.772
1983-09-30,330.381
1983-10-31,326.998
1983-11-30,329.802
1983-12-30,313.335
1984-01-31,323.437
1984-02-29,320.796
1984-03-30,329.014
1984-04-30,297.637
1984-05-31,259.389
1984-06-29,264.843
1984-07-31,257.419
1984-08-31,260.163
1984-09-28,244.846
1984-10-31,238.367
1984-11-30,225.645
1984-12-31,220.992
1985-01-31,237.354
1985-02-28,218.708
1985-03-29,223.844
1985-04-30,228.629
1985-05-31,218.784
1985-06-28,214.954
1985-07-31,245.972
1985-08-30,236.315
1985-09-30,250.158
1985-10-31,268.91
1985-11-29,310.901
1985-12-31,333.157
1986-01-31,333.508
1986-02-28,376.819
1986-03-31,423.828
1986-04-30,469.618
1986-05-30,477.018
1986-06-30,521.372
1986-07-31,548.915
1986-08-29,557.169
1986-09-30,550.125
1986-10-31,579.661
1986-11-28,574.876
1986-12-31,595.36
1987-01-30,545.37
1987-02-27,637.045
1987-03-31,666.077
1987-04-30,711.777
1987-05-29,688.0
1987-06-30,700.797
1987-07-31,742.589
1987-08-31,770.27
1987-09-30,781.286
1987-10-30,659.746
1987-11-30,581.553
1987-12-31,626.485
1988-01-29,690.775
1988-02-29,719.872
1988-03-31,747.808
1988-04-29,765.389
1988-05-31,786.615
1988-06-30,752.526
1988-07-29,778.757
1988-08-31,727.965
1988-09-30,767.18
1988-10-31,844.548
1988-11-30,866.033
1988-12-30,896.48
1989-01-31,940.195
1989-02-28,965.267
1989-03-31,972.775
1989-04-28,984.303
1989-05-31,966.381
1989-06-30,1026.036
1989-07-31,1153.742
1989-08-31,1124.52
1989-09-29,1120.161
1989-10-31,1044.918
1989-11-30,1073.327
1989-12-29,1235.539
1990-01-31,1248.497
1990-02-28,1188.423
1990-03-30,1153.899
1990-04-30,1169.204
1990-05-31,1344.739
1990-06-29,1408.678
1990-07-31,1454.989
1990-08-31,1288.231
1990-09-28,997.793
1990-10-31,1113.28
1990-11-30,1022.031
1990-12-31,1028.144
1991-01-31,1151.256
1991-02-28,1235.179
1991-03-29,1144.58
1991-04-30,1089.998
1991-05-31,1158.067
1991-06-28,1103.384
1991-07-31,1167.057
1991-08-30,1203.687
1991-09-30,1136.113
1991-10-31,1144.278
1991-11-29,1031.138
1991-12-31,1118.281
1992-01-31,1103.723
1992-02-28,1093.138
1992-03-31,1125.915
1992-04-30,1106.954
1992-05-29,1225.964
1992-06-30,1199.321
1992-07-31,1202.699
1992-08-31,1203.797
1992-09-30,1149.331
1992-10-30,1070.353
1992-11-30,1170.854
1992-12-31,1186.698
1993-01-29,1092.398
1993-02-26,1140.393
1993-03-31,1170.583
1993-04-30,1284.583
1993-05-31,1444.964
1993-06-30,1328.113
1993-07-30,1294.98
1993-08-31,1400.488
1993-09-30,1517.199
1993-10-29,1613.163
1993-11-30,1363.932
1993-12-31,1500.693
1994-01-31,1610.855
1994-02-28,1548.002
1994-03-31,1466.791
1994-04-29,1567.611
1994-05-31,1607.136
1994-06-30,1541.635
1994-07-29,1633.485
1994-08-31,1661.996
1994-09-30,1660.49
1994-10-31,1853.32
1994-11-30,1789.812
1994-12-30,1768.982
1995-01-31,1752.138
1995-02-28,1772.191
1995-03-31,1880.13
1995-04-28,2039.884
1995-05-31,2091.935
1995-06-30,2223.584
1995-07-31,2309.242
1995-08-31,2375.975
1995-09-29,2691.094
1995-10-31,2558.121
1995-11-30,2666.882
1995-12-29,2560.593
1996-01-31,2583.436
1996-02-29,2852.507
1996-03-29,2905.772
1996-04-30,2759.239
1996-05-31,2922.105
1996-06-28,2883.136
1996-07-31,2737.163
1996-08-30,2957.295
1996-09-30,3093.164
1996-10-31,3333.71
1996-11-29,3599.107
1996-12-31,3628.027
1997-01-31,3784.786
1997-02-28,3647.112
1997-03-31,3808.051
1997-04-30,3377.758
1997-05-30,3672.627
1997-06-30,4142.332
1997-07-31,4441.177
1997-08-29,4039.241
1997-09-30,4641.707
1997-10-31,4227.222
1997-11-28,4244.612
1997-12-31,4064.255
1998-01-30,4233.422
1998-02-27,4742.972
1998-03-31,4975.548
1998-04-30,5300.95
1998-05-29,5571.726
1998-06-30,5782.204
1998-07-31,5707.823
1998-08-31,4980.626
1998-09-30,4544.716
1998-10-30,4846.413
1998-11-30,5666.55
1998-12-31,5495.6
1999-01-29,5991.426
1999-02-26,5683.794
1999-03-31,5624.512
1999-04-30,5971.86
1999-05-31,6094.719
1999-06-30,7021.216
1999-07-30,7198.018
1999-08-31,7065.15
1999-09-30,6932.612
1999-10-29,8631.079
1999-11-30,10181.161
1999-12-31,12798.765
2000-01-31,13612.029
2000-02-29,17776.64
2000-03-31,16117.476
2000-04-28,16229.198
2000-05-31,14838.361
2000-06-30,14324.684
2000-07-31,14040.095
2000-08-31,14285.426
2000-09-29,10764.869
2000-10-31,9398.372
2000-11-30,8086.76
2000-12-29,8124.487
2001-01-31,8503.959
2001-02-28,6115.164
2001-03-30,4281.478
2001-04-30,5057.736
2001-05-31,4847.978
2001-06-29,4390.905
2001-07-31,4415.94
2001-08-31,4001.045
2001-09-28,3175.262
2001-10-31,3608.16
2001-11-30,4423.973
2001-12-31,4444.866
2002-01-31,3773.405
2002-02-28,3688.894
2002-03-29,3806.157
2002-04-30,3015.436
2002-05-31,2841.774
2002-06-28,2614.595
2002-07-31,2114.768
2002-08-30,2082.627
2002-09-30,1619.964
2002-10-31,2102.001
2002-11-29,2383.568
2002-12-31,2205.159
2003-01-31,2115.237
2003-02-28,2181.908
2003-03-31,2096.501
2003-04-30,2437.914
2003-05-30,2557.184
2003-06-30,2563.221
2003-07-31,2648.855
2003-08-29,2661.643
2003-09-30,2780.213
2003-10-31,2952.16
2003-11-28,3075.013
2003-12-31,3298.167
2004-01-30,3521.238
2004-02-27,3793.247
2004-03-31,3668.25
2004-04-30,3641.796
2004-05-31,3709.826
2004-06-30,3852.923
2004-07-30,3599.085
2004-08-31,3605.055
2004-09-30,3977.748
2004-10-29,3900.687
2004-11-30,4397.242
2004-12-31,4477.084
2005-01-31,4282.912
2005-02-28,4456.172
2005-03-31,4299.007
2005-04-29,4334.456
2005-05-31,4569.381
2005-06-30,4591.615
2005-07-29,4838.298
2005-08-31,4843.611
2005-09-30,5056.174
2005-10-31,4646.74
2005-11-30,4712.571
2005-12-30,5031.449
2006-01-31,5346.713
2006-02-28,5214.311
2006-03-31,5640.191
2006-04-28,5785.538
2006-05-31,5385.379
2006-06-30,5492.011
2006-07-31,5270.618
2006-08-31,5481.378
2006-09-29,5723.144
2006-10-31,6146.617
2006-11-30,6418.048
2006-12-29,6899.09
2007-01-31,6858.275
2007-02-28,6455.752
2007-03-30,6773.494
2007-04-30,7528.979
2007-05-31,7478.397
2007-06-29,7467.461
2007-07-31,7446.991
2007-08-31,7203.274
2007-09-28,7712.426
2007-10-31,7445.401
2007-11-30,6816.864
2007-12-31,6637.551
2008-01-31,5945.838
2008-02-29,6382.706
2008-03-31,6437.299
2008-04-30,6830.094
2008-05-30,7133.02
2008-06-30,6247.444
2008-07-31,6049.252
2008-08-29,5684.519
2008-09-30,4498.442
2008-10-31,3314.567
2008-11-28,3184.899
2008-12-31,3412.125
2009-01-30,3250.929
2009-02-27,3089.112
2009-03-31,3165.959
2009-04-30,3853.889
2009-05-29,4284.006
2009-06-30,4305.701
2009-07-31,5004.44
2009-08-31,5202.068
2009-09-30,5317.75
2009-10-30,5533.52
2009-11-30,5555.297
2009-12-31,5475.99
2010-01-29,5425.851
2010-02-26,5544.972
2010-03-31,6020.186
2010-04-30,6467.556
2010-05-31,5589.725
2010-06-30,5676.754
2010-07-30,6313.371
2010-08-31,6087.274
2010-09-30,7271.455
2010-10-29,7227.989
2010-11-30,7260.078
2010-12-31,7991.348
2011-01-31,8032.542
2011-02-28,8030.449
2011-03-31,8292.505
2011-04-29,9145.02
2011-05-31,8871.256
2011-06-30,8455.952
2011-07-29,7994.814
2011-08-31,7118.2
2011-09-30,6081.655
2011-10-31,7135.436
2011-11-30,6805.136
2011-12-30,6746.009
2012-01-31,7176.906
2012-02-29,7907.99
2012-03-30,7749.573
2012-04-30,7667.31
2012-05-31,6599.51
2012-06-29,7116.32
2012-07-31,7568.679
2012-08-31,7541.826
2012-09-28,7823.176
2012-10-31,7742.198
2012-11-30,8004.682
2012-12-31,8334.818
2013-01-31,8679.231
2013-02-28,8659.125
2013-03-29,8566.957
2013-04-30,8645.919
2013-05-31,8629.601
2013-06-28,8057.698
2013-07-31,8949.026
2013-08-30,8769.994
2013-09-30,9492.386
2013-10-31,9187.956
2013-11-29,9298.973
2013-12-31,9522.11
2014-01-31,9187.432
2014-02-28,9772.916
2014-03-31,9738.226
2014-04-30,9796.161
2014-05-30,9846.936
2014-06-30,9687.061
2014-07-31,9313.642
2014-08-29,9404.664
2014-09-30,9100.166
2014-10-31,8896.259
2014-11-28,9171.508
2014-12-31,8866.154
2015-01-30,9082.704
2015-02-27,9739.786
2015-03-31,9468.918
2015-04-30,9517.648
2015-05-29,9450.962
2015-06-30,9007.058
2015-07-31,9120.558
2015-08-31,8476.319
2015-09-30,8149.547
2015-10-30,8764.513
2015-11-30,8806.493
2015-12-31,8521.797
2016-01-29,7841.801
2016-02-29,7898.254
2016-03-31,8472.555
2016-04-29,8887.889
2016-05-31,8643.235
2016-06-30,8453.906
2016-07-29,8867.194
2016-08-31,8800.255
2016-09-30,8890.457
2016-10-31,8420.734
2016-11-30,8413.976
2016-12-30,8567.55
2017-01-31,9000.483
2017-02-28,9023.227
2017-03-31,9345.779
2017-04-28,9746.415
2017-05-31,9973.488
2017-06-30,10090.852
2017-07-31,10176.169
2017-08-31,10395.458
2017-09-29,10832.098
2017-10-31,11101.409
2017-11-30,10712.935
2017-12-29,10647.796
2018-01-31,11310.298
2018-02-28,10752.775
2018-03-30,10511.008
2018-04-30,10528.753
2018-05-31,10481.625
2018-06-29,10323.494
2018-07-31,10719.288
2018-08-31,10599.79
2018-09-28,10711.625
2018-10-31,9656.409
2018-11-30,9350.893
2018-12-31,9150.853
2019-01-31,9843.76
2019-02-28,10259.254
2019-03-29,10489.361
2019-04-30,11246.21
2019-05-31,10118.796
2019-06-28,11243.111
2019-07-31,10630.454
2019-08-30,10034.164
2019-09-30,10349.036
2019-10-31,11308.897
2019-11-29,11620.76
2019-12-31,12010.955
2020-01-31,11555.42
2020-02-28,10852.102
2020-03-31,9842.924
2020-04-30,10482.594
2020-05-29,11382.973
2020-06-30,11745.071
2020-07-31,12890.356
2020-08-31,13639.68
2020-09-30,13785.259
2020-10-30,13137.588
2020-11-30,15150.826
2020-12-31,15805.494
2021-01-29,16164.35
2021-02-26,16559.387
2021-03-31,17603.651
2021-04-30,18447.897
2021-05-31,19284.929
2021-06-30,18726.321
2021-07-30,19670.871
2021-08-31,19493.806
2021-09-30,18030.177
2021-10-29,19169.274
2021-11-30,17945.102
2021-12-31,19493.379
2022-01-31,17126.864
2022-02-28,15658.357
2022-03-31,16121.99
2022-04-29,14445.3
2022-05-31,14545.453
2022-06-30,12310.191
2022-07-29,13985.475
2022-08-31,12414.689
2022-09-30,11270.129
2022-10-31,11933.423
2022-11-30,13396.218
2022-12-30,13215.147
2023-01-31,14157.823
2023-02-28,14403.983
2023-03-31,14924.535
2023-04-28,15605.887
2023-05-31,14511.538
2023-06-30,14874.66
2023-07-31,14677.569
2023-08-31,13484.724
2023-09-29,13140.299
2023-10-31,12362.234
2023-11-30,14607.788
2023-12-29,16385.065
2024-01-31,15648.731
2024-02-29,16313.096
2024-03-29,16494.517
2024-04-30,16224.466
2024-05-31,17369.368
2024-06-28,17012.426
2024-07-31,16946.379
2024-08-30,17769.444
2024-09-30,18429.259
2024-10-31,16411.425
2024-11-29,15841.098
2024-12-31,15274.437
2025-01-31,16936.9
2025-02-28,17536.197
2025-03-31,16953.119
2025-04-30,17604.304
2025-05-30,18289.329
2025-06-30,19039.687
2025-07-31,18200.858
2025-08-29,19089.243
2025-09-30,19496.623
2025-10-31,19775.705
2025-11-28,19459.158
2025-12-31,20223.233
2026-01-30,21202.067
