Date,SWEDEN SMID VALUE SMID (Small+Mid Cap)
2004-05-04,345.357
2004-05-05,350.369
2004-05-06,340.27
2004-05-07,336.05
2004-05-10,321.415
2004-05-11,325.058
2004-05-12,322.831
2004-05-13,327.587
2004-05-14,325.865
2004-05-17,325.682
2004-05-18,328.354
2004-05-19,337.221
2004-05-20,334.729
2004-05-21,337.132
2004-05-24,336.89
2004-05-25,337.979
2004-05-26,339.982
2004-05-27,347.216
2004-05-28,346.434
2004-05-31,346.434
2004-06-01,345.553
2004-06-02,347.907
2004-06-03,347.558
2004-06-04,350.081
2004-06-07,355.589
2004-06-08,353.663
2004-06-09,346.703
2004-06-10,344.827
2004-06-11,344.322
2004-06-14,342.199
2004-06-15,342.661
2004-06-16,341.75
2004-06-17,342.03
2004-06-18,344.438
2004-06-21,343.91
2004-06-22,341.81
2004-06-23,344.853
2004-06-24,350.517
2004-06-25,349.651
2004-06-28,351.286
2004-06-29,350.226
2004-06-30,349.757
2004-07-01,350.243
2004-07-02,351.657
2004-07-05,349.837
2004-07-06,348.049
2004-07-07,351.39
2004-07-08,351.941
2004-07-09,350.171
2004-07-12,347.803
2004-07-13,350.106
2004-07-14,351.97
2004-07-15,349.08
2004-07-16,350.163
2004-07-19,348.265
2004-07-20,345.898
2004-07-21,347.69
2004-07-22,343.256
2004-07-23,338.466
2004-07-26,339.287
2004-07-27,339.488
2004-07-28,337.127
2004-07-29,339.687
2004-07-30,340.442
2004-08-02,340.076
2004-08-03,341.744
2004-08-04,339.574
2004-08-05,340.702
2004-08-06,341.439
2004-08-09,337.224
2004-08-10,341.9
2004-08-11,336.106
2004-08-12,335.249
2004-08-13,336.116
2004-08-16,338.433
2004-08-17,338.501
2004-08-18,339.694
2004-08-19,341.844
2004-08-20,340.74
2004-08-23,343.317
2004-08-24,342.085
2004-08-25,343.075
2004-08-26,348.068
2004-08-27,346.444
2004-08-30,345.759
2004-08-31,346.993
2004-09-01,350.379
2004-09-02,350.017
2004-09-03,349.945
2004-09-06,351.053
2004-09-07,351.806
2004-09-08,353.08
2004-09-09,352.462
2004-09-10,358.325
2004-09-13,360.346
2004-09-14,361.123
2004-09-15,356.209
2004-09-16,356.178
2004-09-17,357.502
2004-09-20,356.882
2004-09-21,361.562
2004-09-22,360.675
2004-09-23,359.36
2004-09-24,357.839
2004-09-27,357.008
2004-09-28,356.965
2004-09-29,364.069
2004-09-30,367.658
2004-10-01,372.302
2004-10-04,369.718
2004-10-05,372.252
2004-10-06,372.424
2004-10-07,372.191
2004-10-08,375.548
2004-10-11,375.452
2004-10-12,369.467
2004-10-13,369.665
2004-10-14,370.928
2004-10-15,371.393
2004-10-18,372.352
2004-10-19,377.249
2004-10-20,376.866
2004-10-21,377.961
2004-10-22,380.85
2004-10-25,378.409
2004-10-26,380.334
2004-10-27,382.31
2004-10-28,380.715
2004-10-29,379.677
2004-11-01,384.027
2004-11-02,385.981
2004-11-03,390.384
2004-11-04,391.756
2004-11-05,394.163
2004-11-08,394.932
2004-11-09,395.017
2004-11-10,402.213
2004-11-11,405.131
2004-11-12,409.901
2004-11-15,410.513
2004-11-16,409.117
2004-11-17,415.763
2004-11-18,414.061
2004-11-19,415.772
2004-11-22,413.583
2004-11-23,416.446
2004-11-24,420.095
2004-11-25,425.56
2004-11-26,427.925
2004-11-29,431.676
2004-11-30,427.996
2004-12-01,431.721
2004-12-02,431.126
2004-12-03,433.949
2004-12-06,435.196
2004-12-07,437.519
2004-12-08,426.107
2004-12-09,424.108
2004-12-10,425.206
2004-12-13,430.738
2004-12-14,429.127
2004-12-15,432.365
2004-12-16,427.567
2004-12-17,424.585
2004-12-20,432.389
2004-12-21,435.048
2004-12-22,436.144
2004-12-23,440.332
2004-12-24,442.953
2004-12-27,445.303
2004-12-28,445.313
2004-12-29,443.997
2004-12-30,444.836
2004-12-31,442.741
2005-01-03,445.695
2005-01-04,438.768
2005-01-05,436.181
2005-01-06,431.335
2005-01-07,431.314
2005-01-10,437.83
2005-01-11,439.575
2005-01-12,435.289
2005-01-13,435.124
2005-01-14,434.898
2005-01-17,437.952
2005-01-18,435.743
2005-01-19,438.251
2005-01-20,431.592
2005-01-21,434.734
2005-01-24,432.105
2005-01-25,432.601
2005-01-26,437.219
2005-01-27,435.328
2005-01-28,428.764
2005-01-31,433.036
2005-02-01,435.727
2005-02-02,437.717
2005-02-03,435.08
2005-02-04,436.023
2005-02-07,435.471
2005-02-08,435.329
2005-02-09,438.453
2005-02-10,437.392
2005-02-11,441.128
2005-02-14,444.883
2005-02-15,451.217
2005-02-16,448.139
2005-02-17,454.045
2005-02-18,450.558
2005-02-21,452.984
2005-02-22,458.472
2005-02-23,456.752
2005-02-24,461.517
2005-02-25,464.82
2005-02-28,470.406
2005-03-01,467.498
2005-03-02,466.986
2005-03-03,473.324
2005-03-04,481.591
2005-03-07,478.254
2005-03-08,481.326
2005-03-09,480.378
2005-03-10,474.225
2005-03-11,477.887
2005-03-14,475.601
2005-03-15,476.148
2005-03-16,473.382
2005-03-17,471.694
2005-03-18,465.983
2005-03-21,461.814
2005-03-22,465.854
2005-03-23,458.105
2005-03-24,459.532
2005-03-25,459.532
2005-03-28,456.371
2005-03-29,453.102
2005-03-30,452.228
2005-03-31,453.982
2005-04-01,455.306
2005-04-04,449.48
2005-04-05,454.646
2005-04-06,456.928
2005-04-07,456.722
2005-04-08,455.351
2005-04-11,462.375
2005-04-12,457.73
2005-04-13,460.115
2005-04-14,454.211
2005-04-15,450.586
2005-04-18,446.201
2005-04-19,449.458
2005-04-20,449.699
2005-04-21,448.242
2005-04-22,454.283
2005-04-25,452.444
2005-04-26,449.856
2005-04-27,437.073
2005-04-28,430.453
2005-04-29,429.47
2005-05-02,431.949
2005-05-03,432.332
2005-05-04,433.77
2005-05-05,433.558
2005-05-06,433.445
2005-05-09,433.246
2005-05-10,432.294
2005-05-11,430.03
2005-05-12,430.532
2005-05-13,432.371
2005-05-16,430.886
2005-05-17,434.068
2005-05-18,439.658
2005-05-19,441.37
2005-05-20,441.086
2005-05-23,443.081
2005-05-24,444.732
2005-05-25,445.629
2005-05-26,448.11
2005-05-27,450.646
2005-05-30,448.918
2005-05-31,446.371
2005-06-01,442.737
2005-06-02,440.428
2005-06-03,438.742
2005-06-06,439.093
2005-06-07,441.884
2005-06-08,442.982
2005-06-09,437.411
2005-06-10,436.665
2005-06-13,433.241
2005-06-14,436.648
2005-06-15,437.577
2005-06-16,441.208
2005-06-17,448.153
2005-06-20,442.517
2005-06-21,447.229
2005-06-22,446.95
2005-06-23,443.94
2005-06-24,444.349
2005-06-27,437.895
2005-06-28,435.527
2005-06-29,437.335
2005-06-30,438.497
2005-07-01,434.257
2005-07-04,434.191
2005-07-05,436.395
2005-07-06,437.397
2005-07-07,430.479
2005-07-08,433.657
2005-07-11,444.058
2005-07-12,451.835
2005-07-13,457.099
2005-07-14,457.523
2005-07-15,457.235
2005-07-18,457.082
2005-07-19,457.725
2005-07-20,453.403
2005-07-21,463.88
2005-07-22,464.613
2005-07-25,461.779
2005-07-26,460.763
2005-07-27,463.218
2005-07-28,468.554
2005-07-29,469.927
2005-08-01,473.619
2005-08-02,480.893
2005-08-03,485.68
2005-08-04,490.307
2005-08-05,486.776
2005-08-08,488.319
2005-08-09,489.543
2005-08-10,493.018
2005-08-11,494.884
2005-08-12,492.932
2005-08-15,491.3
2005-08-16,489.603
2005-08-17,486.679
2005-08-18,480.806
2005-08-19,482.164
2005-08-22,487.066
2005-08-23,482.72
2005-08-24,479.009
2005-08-25,473.913
2005-08-26,472.859
2005-08-29,471.77
2005-08-30,468.34
2005-08-31,477.202
2005-09-01,486.104
2005-09-02,492.98
2005-09-05,492.832
2005-09-06,495.782
2005-09-07,498.666
2005-09-08,494.818
2005-09-09,498.024
2005-09-12,496.799
2005-09-13,493.017
2005-09-14,496.077
2005-09-15,490.963
2005-09-16,493.748
2005-09-19,493.359
2005-09-20,493.787
2005-09-21,489.548
2005-09-22,487.577
2005-09-23,487.63
2005-09-26,492.729
2005-09-27,490.705
2005-09-28,496.131
2005-09-29,498.619
2005-09-30,506.163
2005-10-03,506.183
2005-10-04,505.978
2005-10-05,503.988
2005-10-06,502.89
2005-10-07,499.388
2005-10-10,501.387
2005-10-11,499.44
2005-10-12,494.827
2005-10-13,481.519
2005-10-14,482.135
2005-10-17,480.706
2005-10-18,476.972
2005-10-19,471.112
2005-10-20,471.825
2005-10-21,467.829
2005-10-24,471.948
2005-10-25,484.544
2005-10-26,485.78
2005-10-27,481.281
2005-10-28,477.865
2005-10-31,484.411
2005-11-01,485.216
2005-11-02,488.128
2005-11-03,490.364
2005-11-04,484.501
2005-11-07,485.001
2005-11-08,485.672
