Date,SWEDEN SMID VALUE SMID (Small+Mid Cap)
2019-06-28,1990.627
2019-07-31,1958.947
2019-08-30,1948.604
2019-09-30,1972.483
2019-10-31,2071.263
2019-11-29,2131.372
2019-12-31,2271.615
2020-01-31,2192.54
2020-02-28,2024.854
2020-03-31,1572.517
2020-04-30,1755.034
2020-05-29,1906.96
2020-06-30,1984.075
2020-07-31,2203.34
2020-08-31,2311.799
2020-09-30,2366.048
2020-10-30,2206.696
2020-11-30,2591.641
2020-12-31,2743.779
2021-01-29,2720.146
2021-02-26,2791.987
2021-03-31,2853.672
2021-04-30,3028.688
2021-05-31,3153.386
2021-06-30,3021.828
2021-07-30,3217.434
2021-08-31,3186.275
2021-09-30,2874.592
2021-10-29,3068.404
2021-11-30,2992.996
2021-12-31,3157.605
2022-01-31,2902.809
2022-02-28,2713.687
2022-03-31,2860.67
2022-04-29,2602.9
2022-05-31,2518.339
2022-06-30,2037.963
2022-07-29,2259.022
2022-08-31,2072.556
2022-09-30,1804.252
2022-10-31,1923.013
2022-11-30,2145.928
2022-12-30,2117.831
2023-01-31,2351.141
2023-02-28,2343.518
2023-03-31,2263.478
2023-04-28,2313.508
2023-05-31,2005.726
2023-06-30,2045.954
2023-07-31,2169.589
2023-08-31,2007.027
2023-09-29,2034.932
2023-10-31,1932.55
2023-11-30,2225.56
2023-12-29,2464.402
2024-01-31,2334.519
2024-02-29,2344.905
2024-03-29,2442.008
2024-04-30,2369.242
2024-05-31,2523.853
2024-06-28,2426.966
2024-07-31,2483.494
2024-08-30,2600.986
2024-09-30,2726.436
2024-10-31,2465.764
2024-11-29,2425.842
2024-12-31,2338.513
2025-01-31,2505.945
2025-02-28,2653.83
2025-03-31,2617.625
2025-04-30,2744.407
2025-05-30,2805.643
