Date,AUSTRIA SMID GROWTH SMID (Small+Mid Cap)
2020-09-30,503.657
2020-10-30,518.255
2020-11-30,643.399
2020-12-31,766.776
2021-01-29,813.572
2021-02-26,748.728
2021-03-31,749.353
2021-04-30,823.542
2021-05-31,878.247
2021-06-30,850.234
2021-07-30,879.626
2021-08-31,944.368
2021-09-30,847.904
2021-10-29,867.593
2021-11-30,839.912
2021-12-31,903.693
2022-01-31,890.857
2022-02-28,759.663
2022-03-31,771.24
2022-04-29,691.194
2022-05-31,735.131
2022-06-30,646.98
2022-07-29,629.136
2022-08-31,590.815
2022-09-30,441.466
2022-10-31,444.564
2022-11-30,534.242
2022-12-30,503.424
2023-01-31,566.154
2023-02-28,567.086
2023-03-31,528.371
2023-04-28,542.528
2023-05-31,523.592
2023-06-30,575.764
2023-07-31,606.46
2023-08-31,530.49
2023-09-29,479.265
2023-10-31,455.192
2023-11-30,523.381
2023-12-29,570.681
2024-01-31,533.251
2024-02-29,529.428
2024-03-29,543.993
2024-04-30,543.275
2024-05-31,570.893
2024-06-28,580.167
2024-07-31,586.923
2024-08-30,593.605
2024-09-30,521.771
2024-10-31,474.617
2024-11-29,475.402
2024-12-31,478.906
2025-01-31,500.755
2025-02-28,523.848
2025-03-31,472.549
2025-04-30,479.724
2025-05-30,527.682
2025-06-30,555.708
