Date,SWEDEN SMID GROWTH SMID (Small+Mid Cap)
2001-08-22,300.816
2001-08-23,304.156
2001-08-24,305.639
2001-08-27,304.664
2001-08-28,301.302
2001-08-29,298.2
2001-08-30,289.557
2001-08-31,285.757
2001-09-03,280.39
2001-09-04,273.983
2001-09-05,273.437
2001-09-06,269.118
2001-09-07,264.342
2001-09-10,263.578
2001-09-11,243.24
2001-09-12,260.231
2001-09-13,261.421
2001-09-14,261.817
2001-09-17,262.786
2001-09-18,254.019
2001-09-19,251.68
2001-09-20,237.186
2001-09-21,229.586
2001-09-24,240.278
2001-09-25,248.112
2001-09-26,254.46
2001-09-27,256.93
2001-09-28,262.813
2001-10-01,263.111
2001-10-02,263.93
2001-10-03,264.321
2001-10-04,276.795
2001-10-05,281.928
2001-10-08,282.74
2001-10-09,282.556
2001-10-10,281.609
2001-10-11,291.557
2001-10-12,293.03
2001-10-15,292.499
2001-10-16,294.17
2001-10-17,302.867
2001-10-18,295.123
2001-10-19,288.899
2001-10-22,288.314
2001-10-23,293.538
2001-10-24,297.557
2001-10-25,292.189
2001-10-26,294.459
2001-10-29,293.617
2001-10-30,285.068
2001-10-31,283.56
2001-11-01,287.017
2001-11-02,291.536
2001-11-05,295.978
2001-11-06,302.14
2001-11-07,306.507
2001-11-08,308.68
2001-11-09,305.809
2001-11-12,302.62
2001-11-13,309.843
2001-11-14,316.437
2001-11-15,318.338
2001-11-16,322.146
2001-11-19,316.047
2001-11-20,311.261
2001-11-21,306.514
2001-11-22,310.407
2001-11-23,309.446
2001-11-26,314.801
2001-11-27,312.669
2001-11-28,313.093
2001-11-29,314.402
2001-11-30,314.903
2001-12-03,314.568
2001-12-04,321.214
2001-12-05,331.873
2001-12-06,328.539
2001-12-07,334.392
2001-12-10,328.955
2001-12-11,327.97
2001-12-12,326.619
2001-12-13,323.705
2001-12-14,316.852
2001-12-17,319.752
2001-12-18,322.572
2001-12-19,317.865
2001-12-20,312.639
2001-12-21,314.263
2001-12-24,310.11
2001-12-25,310.11
2001-12-26,309.055
2001-12-27,318.263
2001-12-28,325.055
2001-12-31,327.697
2002-01-01,327.697
2002-01-02,331.08
2002-01-03,341.988
2002-01-04,338.111
2002-01-07,338.683
2002-01-08,333.266
2002-01-09,335.916
2002-01-10,335.822
2002-01-11,340.443
2002-01-14,328.552
2002-01-15,328.935
2002-01-16,318.329
2002-01-17,318.713
2002-01-18,321.749
2002-01-21,319.433
2002-01-22,320.701
2002-01-23,324.27
2002-01-24,322.553
2002-01-25,316.394
2002-01-28,315.55
2002-01-29,313.103
2002-01-30,308.154
2002-01-31,316.647
2002-02-01,317.626
2002-02-04,318.462
2002-02-05,319.761
2002-02-06,321.279
2002-02-07,317.127
2002-02-08,315.569
2002-02-11,316.232
2002-02-12,314.96
2002-02-13,316.869
2002-02-14,314.604
2002-02-15,315.026
2002-02-18,313.478
2002-02-19,312.26
2002-02-20,308.4
2002-02-21,313.021
2002-02-22,314.436
2002-02-25,314.578
2002-02-26,317.728
2002-02-27,320.883
2002-02-28,321.042
2002-03-01,322.215
2002-03-04,335.198
2002-03-05,338.096
2002-03-06,337.879
2002-03-07,343.228
2002-03-08,345.654
2002-03-11,339.791
2002-03-12,331.244
2002-03-13,331.771
2002-03-14,332.621
2002-03-15,334.283
2002-03-18,335.696
2002-03-19,336.236
2002-03-20,336.549
2002-03-21,336.476
2002-03-22,336.713
2002-03-25,335.935
2002-03-26,334.108
2002-03-27,334.012
2002-03-28,334.847
2002-03-29,334.847
2002-04-01,338.152
2002-04-02,337.038
2002-04-03,334.171
2002-04-04,333.293
2002-04-05,333.897
2002-04-08,327.776
2002-04-09,324.831
2002-04-10,324.665
2002-04-11,322.312
2002-04-12,320.841
2002-04-15,323.698
2002-04-16,328.156
2002-04-17,330.426
2002-04-18,325.925
2002-04-19,324.753
2002-04-22,316.137
2002-04-23,316.392
2002-04-24,310.154
2002-04-25,310.874
2002-04-26,317.351
2002-04-29,315.792
2002-04-30,317.328
2002-05-01,319.191
2002-05-02,320.023
2002-05-03,317.317
2002-05-06,317.973
2002-05-07,312.284
2002-05-08,319.646
2002-05-09,319.096
2002-05-10,312.523
2002-05-13,318.686
2002-05-14,320.329
2002-05-15,321.672
2002-05-16,322.936
2002-05-17,325.324
2002-05-20,326.252
2002-05-21,327.793
2002-05-22,326.139
2002-05-23,325.073
2002-05-24,324.757
2002-05-27,323.201
2002-05-28,325.711
2002-05-29,323.157
2002-05-30,322.283
2002-05-31,323.715
2002-06-03,323.498
2002-06-04,318.333
2002-06-05,320.173
2002-06-06,321.676
2002-06-07,314.748
2002-06-10,317.538
2002-06-11,320.533
2002-06-12,316.364
2002-06-13,312.649
2002-06-14,304.209
2002-06-17,310.251
2002-06-18,314.176
2002-06-19,311.489
2002-06-20,305.78
2002-06-21,307.67
2002-06-24,302.93
2002-06-25,311.725
2002-06-26,312.101
2002-06-27,317.572
2002-06-28,326.191
2002-07-01,324.563
2002-07-02,317.287
2002-07-03,305.469
2002-07-04,306.348
2002-07-05,316.023
2002-07-08,318.632
2002-07-09,315.686
2002-07-10,303.265
2002-07-11,295.494
2002-07-12,295.062
2002-07-15,298.001
2002-07-16,294.847
2002-07-17,301.79
2002-07-18,301.216
2002-07-19,295.814
2002-07-22,276.805
2002-07-23,261.418
2002-07-24,245.673
2002-07-25,264.842
2002-07-26,257.173
2002-07-29,273.417
2002-07-30,278.671
2002-07-31,277.851
2002-08-01,268.898
2002-08-02,264.155
2002-08-05,256.559
2002-08-06,255.735
2002-08-07,261.485
2002-08-08,265.277
2002-08-09,265.325
2002-08-12,269.812
2002-08-13,270.376
2002-08-14,268.504
2002-08-15,275.005
2002-08-16,273.7
2002-08-19,278.656
2002-08-20,278.321
2002-08-21,283.9
2002-08-22,281.838
2002-08-23,280.052
2002-08-26,276.805
2002-08-27,277.584
2002-08-28,274.073
2002-08-29,270.337
2002-08-30,265.949
2002-09-02,265.32
2002-09-03,256.756
2002-09-04,254.889
2002-09-05,254.861
2002-09-06,257.2
2002-09-09,255.729
2002-09-10,256.019
2002-09-11,262.833
2002-09-12,255.305
2002-09-13,252.703
2002-09-16,252.494
2002-09-17,250.167
2002-09-18,243.844
2002-09-19,240.197
2002-09-20,239.305
2002-09-23,229.616
2002-09-24,225.988
2002-09-25,229.929
2002-09-26,236.414
2002-09-27,234.102
2002-09-30,220.188
2002-10-01,223.34
2002-10-02,227.561
2002-10-03,226.463
2002-10-04,221.297
2002-10-07,215.882
2002-10-08,209.149
2002-10-09,205.329
2002-10-10,210.123
2002-10-11,220.802
2002-10-14,217.928
2002-10-15,236.489
2002-10-16,235.589
2002-10-17,240.337
2002-10-18,242.565
2002-10-21,243.165
2002-10-22,242.626
2002-10-23,238.419
2002-10-24,241.167
2002-10-25,243.993
2002-10-28,250.582
2002-10-29,241.816
2002-10-30,251.909
2002-10-31,258.746
2002-11-01,261.141
2002-11-04,265.278
2002-11-05,271.661
2002-11-06,271.342
2002-11-07,265.437
2002-11-08,266.906
2002-11-11,263.239
2002-11-12,271.028
2002-11-13,274.685
2002-11-14,278.179
2002-11-15,277.708
2002-11-18,282.043
2002-11-19,278.592
2002-11-20,277.088
2002-11-21,287.903
2002-11-22,289.251
2002-11-25,284.256
2002-11-26,280.364
2002-11-27,288.407
2002-11-28,294.065
2002-11-29,297.179
2002-12-02,295.605
2002-12-03,289.578
2002-12-04,288.258
2002-12-05,285.632
2002-12-06,285.84
2002-12-09,280.045
2002-12-10,282.826
2002-12-11,284.705
2002-12-12,284.24
2002-12-13,283.015
2002-12-16,282.485
2002-12-17,279.739
2002-12-18,273.937
2002-12-19,276.622
2002-12-20,277.628
2002-12-23,275.569
2002-12-24,276.96
2002-12-25,276.96
2002-12-26,277.499
2002-12-27,274.983
2002-12-30,276.121
2002-12-31,277.614
2003-01-01,277.614
2003-01-02,283.937
2003-01-03,286.846
2003-01-06,288.449
2003-01-07,289.021
2003-01-08,279.871
2003-01-09,281.437
2003-01-10,282.352
2003-01-13,283.152
2003-01-14,286.329
2003-01-15,283.831
2003-01-16,282.226
2003-01-17,279.164
2003-01-20,284.116
2003-01-21,280.226
2003-01-22,276.906
2003-01-23,277.697
2003-01-24,277.643
2003-01-27,270.226
2003-01-28,264.95
2003-01-29,261.572
2003-01-30,263.746
2003-01-31,261.989
2003-02-03,266.843
2003-02-04,263.217
2003-02-05,263.264
2003-02-06,256.642
2003-02-07,257.177
2003-02-10,250.964
2003-02-11,253.703
2003-02-12,253.246
2003-02-13,257.699
2003-02-14,259.588
2003-02-17,264.515
2003-02-18,266.155
2003-02-19,266.927
2003-02-20,265.319
2003-02-21,263.119
2003-02-24,261.157
2003-02-25,255.27
2003-02-26,256.462
2003-02-27,257.586
2003-02-28,259.442
2003-03-03,262.242
2003-03-04,261.095
2003-03-05,262.972
2003-03-06,260.199
2003-03-07,257.51
2003-03-10,253.691
2003-03-11,251.527
2003-03-12,245.765
2003-03-13,248.544
2003-03-14,252.018
2003-03-17,255.583
2003-03-18,259.709
2003-03-19,260.953
2003-03-20,263.964
2003-03-21,267.806
2003-03-24,261.931
2003-03-25,262.198
2003-03-26,262.45
2003-03-27,258.895
2003-03-28,258.417
2003-03-31,253.011
2003-04-01,253.766
2003-04-02,260.567
2003-04-03,259.833
2003-04-04,259.931
2003-04-07,267.714
2003-04-08,266.514
2003-04-09,266.121
2003-04-10,264.966
2003-04-11,266.878
2003-04-14,266.756
2003-04-15,269.868
2003-04-16,271.898
2003-04-17,274.872
2003-04-18,274.872
2003-04-21,274.032
2003-04-22,276.778
2003-04-23,280.635
2003-04-24,283.28
2003-04-25,280.167
2003-04-28,283.505
2003-04-29,290.469
2003-04-30,291.999
2003-05-01,294.885
2003-05-02,292.537
2003-05-05,297.65
2003-05-06,300.472
2003-05-07,299.848
2003-05-08,290.494
2003-05-09,292.454
2003-05-12,295.496
2003-05-13,298.519
2003-05-14,296.569
2003-05-15,296.993
2003-05-16,299.193
2003-05-19,297.594
2003-05-20,295.061
2003-05-21,293.274
2003-05-22,295.343
2003-05-23,297.939
2003-05-26,299.138
2003-05-27,301.667
2003-05-28,305.566
2003-05-29,307.015
2003-05-30,306.902
2003-06-02,307.952
2003-06-03,304.667
2003-06-04,309.347
2003-06-05,316.574
2003-06-06,313.344
2003-06-09,314.432
2003-06-10,310.156
2003-06-11,316.621
2003-06-12,322.135
2003-06-13,316.769
2003-06-16,320.274
2003-06-17,324.54
2003-06-18,319.217
2003-06-19,315.148
2003-06-20,313.245
2003-06-23,308.388
2003-06-24,302.247
2003-06-25,304.147
2003-06-26,304.667
2003-06-27,309.464
2003-06-30,308.947
2003-07-01,307.833
2003-07-02,310.301
2003-07-03,312.921
2003-07-04,310.414
2003-07-07,311.164
2003-07-08,315.871
2003-07-09,317.738
2003-07-10,313.499
2003-07-11,312.051
2003-07-14,316.816
2003-07-15,315.939
2003-07-16,315.153
2003-07-17,311.745
2003-07-18,311.525
2003-07-21,314.116
2003-07-22,312.69
2003-07-23,316.167
2003-07-24,318.639
2003-07-25,319.853
2003-07-28,318.929
2003-07-29,318.613
2003-07-30,316.848
2003-07-31,314.333
2003-08-01,314.749
2003-08-04,317.826
2003-08-05,318.423
2003-08-06,316.141
2003-08-07,311.443
2003-08-08,314.054
2003-08-11,309.883
2003-08-12,312.357
2003-08-13,315.037
2003-08-14,318.541
2003-08-15,318.002
2003-08-18,317.57
2003-08-19,318.699
2003-08-20,318.483
2003-08-21,320.621
2003-08-22,318.923
2003-08-25,315.355
2003-08-26,311.16
2003-08-27,313.068
2003-08-28,313.547
2003-08-29,318.234
2003-09-01,325.094
2003-09-02,322.741
2003-09-03,332.866
2003-09-04,332.505
2003-09-05,335.781
2003-09-08,337.606
2003-09-09,337.902
2003-09-10,335.246
2003-09-11,337.299
2003-09-12,340.446
2003-09-15,340.338
2003-09-16,339.717
2003-09-17,342.323
2003-09-18,345.651
2003-09-19,346.186
2003-09-22,342.185
2003-09-23,343.681
2003-09-24,344.609
2003-09-25,342.044
2003-09-26,338.77
2003-09-29,341.194
2003-09-30,336.615
2003-10-01,339.212
2003-10-02,341.789
2003-10-03,346.901
2003-10-06,350.36
2003-10-07,353.507
2003-10-08,356.059
2003-10-09,356.814
2003-10-10,356.196
2003-10-13,355.028
2003-10-14,361.966
2003-10-15,360.772
2003-10-16,359.193
2003-10-17,358.35
2003-10-20,357.353
2003-10-21,361.555
2003-10-22,355.791
2003-10-23,358.999
2003-10-24,359.712
2003-10-27,361.054
2003-10-28,364.262
2003-10-29,367.24
2003-10-30,368.345
2003-10-31,363.16
2003-11-03,363.485
2003-11-04,367.102
2003-11-05,362.3
2003-11-06,362.364
2003-11-07,374.107
2003-11-10,371.783
2003-11-11,371.66
2003-11-12,374.655
2003-11-13,379.116
2003-11-14,380.984
2003-11-17,379.151
2003-11-18,381.153
2003-11-19,379.103
2003-11-20,378.9
2003-11-21,379.453
2003-11-24,380.257
2003-11-25,381.072
2003-11-26,382.348
2003-11-27,385.003
2003-11-28,384.562
2003-12-01,390.166
2003-12-02,395.319
2003-12-03,398.089
2003-12-04,400.108
2003-12-05,401.233
2003-12-08,400.797
2003-12-09,403.012
2003-12-10,399.843
2003-12-11,394.951
2003-12-12,399.506
2003-12-15,400.06
2003-12-16,394.233
2003-12-17,392.623
2003-12-18,393.559
2003-12-19,394.805
2003-12-22,396.299
2003-12-23,402.977
2003-12-24,403.335
2003-12-25,403.335
2003-12-26,402.864
2003-12-29,408.901
2003-12-30,409.24
2003-12-31,411.746
2004-01-01,411.746
2004-01-02,417.315
2004-01-05,420.488
2004-01-06,420.712
2004-01-07,415.925
2004-01-08,418.705
2004-01-09,424.214
2004-01-12,423.625
2004-01-13,425.805
2004-01-14,425.674
2004-01-15,427.706
2004-01-16,422.179
2004-01-19,424.963
2004-01-20,427.3
2004-01-21,427.362
2004-01-22,434.402
2004-01-23,433.75
2004-01-26,433.441
2004-01-27,435.239
2004-01-28,433.937
2004-01-29,419.615
2004-01-30,423.299
2004-02-02,423.238
2004-02-03,429.53
2004-02-04,426.845
2004-02-05,430.177
2004-02-06,451.888
2004-02-09,449.43
2004-02-10,448.276
2004-02-11,447.883
2004-02-12,455.033
2004-02-13,454.048
2004-02-16,452.1
2004-02-17,456.085
2004-02-18,458.186
2004-02-19,455.462
2004-02-20,447.483
2004-02-23,443.403
2004-02-24,440.3
2004-02-25,435.697
2004-02-26,432.741
2004-02-27,430.397
2004-03-01,436.493
2004-03-02,435.114
2004-03-03,430.314
2004-03-04,433.208
2004-03-05,441.018
2004-03-08,439.651
2004-03-09,435.882
2004-03-10,427.329
2004-03-11,415.724
2004-03-12,412.67
2004-03-15,409.031
2004-03-16,416.787
2004-03-17,416.765
2004-03-18,415.479
2004-03-19,413.079
2004-03-22,405.43
2004-03-23,408.384
2004-03-24,401.316
2004-03-25,407.918
2004-03-26,405.971
2004-03-29,411.812
2004-03-30,411.525
2004-03-31,416.453
2004-04-01,426.1
2004-04-02,422.854
2004-04-05,423.773
2004-04-06,420.597
2004-04-07,428.644
2004-04-08,429.134
2004-04-09,429.134
2004-04-12,426.95
2004-04-13,422.237
2004-04-14,415.602
2004-04-15,414.652
2004-04-16,418.537
2004-04-19,416.139
2004-04-20,419.982
2004-04-21,417.046
2004-04-22,423.626
2004-04-23,426.654
2004-04-26,427.517
2004-04-27,425.808
2004-04-28,417.964
2004-04-29,418.186
2004-04-30,417.016
2004-05-03,418.348
2004-05-04,423.624
2004-05-05,429.884
2004-05-06,414.876
2004-05-07,408.127
2004-05-10,388.366
2004-05-11,394.636
2004-05-12,392.981
2004-05-13,398.426
2004-05-14,396.216
2004-05-17,395.42
2004-05-18,398.163
2004-05-19,408.97
2004-05-20,405.948
2004-05-21,407.132
2004-05-24,406.312
2004-05-25,408.356
2004-05-26,409.003
2004-05-27,418.774
2004-05-28,417.266
2004-05-31,417.266
2004-06-01,414.324
2004-06-02,417.737
2004-06-03,417.389
2004-06-04,421.488
2004-06-07,428.07
2004-06-08,427.266
2004-06-09,417.234
2004-06-10,414.809
2004-06-11,413.181
2004-06-14,411.869
2004-06-15,413.003
2004-06-16,414.25
2004-06-17,416.091
2004-06-18,419.253
2004-06-21,419.119
2004-06-22,414.257
2004-06-23,415.293
2004-06-24,422.872
2004-06-25,421.827
2004-06-28,425.672
2004-06-29,423.112
2004-06-30,421.614
2004-07-01,422.66
2004-07-02,424.576
2004-07-05,419.57
2004-07-06,415.112
2004-07-07,416.849
2004-07-08,417.42
2004-07-09,414.472
2004-07-12,412.407
2004-07-13,413.155
2004-07-14,416.204
2004-07-15,414.822
2004-07-16,415.962
2004-07-19,409.599
2004-07-20,407.6
2004-07-21,407.212
2004-07-22,399.903
2004-07-23,393.54
2004-07-26,393.535
2004-07-27,394.031
2004-07-28,390.886
2004-07-29,396.827
2004-07-30,395.878
2004-08-02,392.27
2004-08-03,395.859
2004-08-04,395.095
2004-08-05,396.186
2004-08-06,395.48
2004-08-09,391.097
2004-08-10,395.92
2004-08-11,387.697
2004-08-12,386.334
2004-08-13,385.476
2004-08-16,388.875
2004-08-17,390.315
2004-08-18,390.288
2004-08-19,392.884
2004-08-20,391.521
2004-08-23,393.589
2004-08-24,392.511
2004-08-25,392.964
2004-08-26,396.427
2004-08-27,394.144
2004-08-30,393.055
2004-08-31,392.863
2004-09-01,395.002
2004-09-02,395.224
2004-09-03,395.019
2004-09-06,396.799
2004-09-07,395.749
2004-09-08,398.332
2004-09-09,396.195
2004-09-10,401.467
2004-09-13,405.449
2004-09-14,408.666
2004-09-15,404.77
2004-09-16,406.513
2004-09-17,408.131
2004-09-20,408.309
2004-09-21,414.787
2004-09-22,413.651
2004-09-23,412.15
2004-09-24,409.267
2004-09-27,407.187
2004-09-28,410.572
2004-09-29,419.287
2004-09-30,420.566
2004-10-01,427.092
2004-10-04,425.178
2004-10-05,427.59
2004-10-06,426.085
2004-10-07,427.065
2004-10-08,428.248
2004-10-11,425.104
2004-10-12,418.82
2004-10-13,420.553
2004-10-14,422.358
2004-10-15,421.687
2004-10-18,423.402
2004-10-19,427.322
2004-10-20,420.349
2004-10-21,417.357
2004-10-22,420.114
2004-10-25,418.98
2004-10-26,422.063
2004-10-27,426.941
2004-10-28,427.995
2004-10-29,426.911
2004-11-01,432.52
2004-11-02,438.032
2004-11-03,442.452
2004-11-04,444.4
2004-11-05,447.255
2004-11-08,449.57
2004-11-09,450.281
2004-11-10,458.276
2004-11-11,461.703
2004-11-12,464.698
2004-11-15,466.132
2004-11-16,463.868
2004-11-17,469.305
2004-11-18,470.12
2004-11-19,470.287
2004-11-22,467.626
2004-11-23,468.658
2004-11-24,471.332
2004-11-25,479.193
2004-11-26,480.267
2004-11-29,483.607
2004-11-30,478.607
2004-12-01,484.255
2004-12-02,483.349
2004-12-03,488.174
2004-12-06,489.507
2004-12-07,493.334
2004-12-08,481.584
2004-12-09,477.71
2004-12-10,477.509
2004-12-13,483.505
2004-12-14,483.491
2004-12-15,487.884
2004-12-16,485.088
2004-12-17,479.824
2004-12-20,490.229
2004-12-21,490.503
2004-12-22,492.554
2004-12-23,498.722
2004-12-24,501.691
2004-12-27,505.828
2004-12-28,505.435
2004-12-29,505.551
2004-12-30,506.641
2004-12-31,504.255
2005-01-03,505.627
2005-01-04,497.693
2005-01-05,493.672
2005-01-06,488.188
2005-01-07,486.487
2005-01-10,493.417
2005-01-11,494.526
2005-01-12,491.736
2005-01-13,492.67
2005-01-14,489.663
2005-01-17,491.54
2005-01-18,491.717
2005-01-19,494.844
2005-01-20,487.153
2005-01-21,488.648
2005-01-24,486.533
2005-01-25,489.629
2005-01-26,494.029
2005-01-27,491.114
2005-01-28,486.98
2005-01-31,491.081
2005-02-01,494.398
2005-02-02,499.917
2005-02-03,497.514
2005-02-04,499.456
2005-02-07,499.438
2005-02-08,497.466
2005-02-09,494.992
2005-02-10,492.68
2005-02-11,495.009
2005-02-14,500.959
2005-02-15,505.135
2005-02-16,501.125
2005-02-17,502.069
2005-02-18,497.728
2005-02-21,499.106
2005-02-22,505.297
2005-02-23,505.178
2005-02-24,509.516
2005-02-25,514.944
2005-02-28,517.863
2005-03-01,514.305
2005-03-02,512.567
2005-03-03,518.136
2005-03-04,527.042
2005-03-07,523.662
2005-03-08,526.757
2005-03-09,526.157
2005-03-10,523.07
2005-03-11,527.007
2005-03-14,523.307
2005-03-15,526.217
2005-03-16,525.194
2005-03-17,523.288
2005-03-18,516.909
2005-03-21,511.172
2005-03-22,514.954
2005-03-23,505.007
2005-03-24,507.226
2005-03-25,507.226
2005-03-28,503.737
2005-03-29,504.473
2005-03-30,504.125
2005-03-31,506.568
2005-04-01,508.243
2005-04-04,502.471
2005-04-05,509.935
2005-04-06,513.753
2005-04-07,516.01
2005-04-08,513.754
2005-04-11,520.711
2005-04-12,517.024
2005-04-13,521.006
2005-04-14,517.585
2005-04-15,512.026
2005-04-18,505.741
2005-04-19,510.181
2005-04-20,512.269
2005-04-21,514.249
2005-04-22,516.973
2005-04-25,511.95
2005-04-26,506.956
2005-04-27,495.387
2005-04-28,485.97
2005-04-29,485.926
2005-05-02,489.248
2005-05-03,494.01
2005-05-04,498.02
2005-05-05,497.777
2005-05-06,495.292
2005-05-09,496.083
2005-05-10,491.623
2005-05-11,488.26
2005-05-12,485.987
2005-05-13,491.316
2005-05-16,489.444
2005-05-17,492.605
2005-05-18,497.244
2005-05-19,498.555
2005-05-20,496.269
2005-05-23,499.816
2005-05-24,501.394
2005-05-25,502.319
2005-05-26,504.04
2005-05-27,505.219
2005-05-30,504.373
2005-05-31,499.715
2005-06-01,496.852
2005-06-02,496.21
2005-06-03,495.913
2005-06-06,496.31
2005-06-07,499.886
2005-06-08,502.914
2005-06-09,496.753
2005-06-10,496.797
2005-06-13,492.876
2005-06-14,496.944
2005-06-15,497.858
2005-06-16,500.28
2005-06-17,510.106
2005-06-20,504.111
2005-06-21,506.821
2005-06-22,506.552
2005-06-23,499.984
2005-06-24,500.444
2005-06-27,495.158
2005-06-28,495.26
2005-06-29,494.353
2005-06-30,498.389
2005-07-01,494.073
2005-07-04,495.297
2005-07-05,499.946
2005-07-06,501.595
2005-07-07,494.835
2005-07-08,497.868
2005-07-11,509.952
2005-07-12,516.228
2005-07-13,516.87
2005-07-14,515.387
2005-07-15,512.952
2005-07-18,514.241
2005-07-19,509.496
2005-07-20,506.952
2005-07-21,517.633
2005-07-22,519.931
2005-07-25,518.145
2005-07-26,514.053
2005-07-27,516.441
2005-07-28,522.261
2005-07-29,527.237
2005-08-01,532.753
2005-08-02,539.606
2005-08-03,542.403
2005-08-04,545.526
2005-08-05,541.21
2005-08-08,542.379
2005-08-09,542.564
2005-08-10,546.875
2005-08-11,548.574
2005-08-12,546.28
2005-08-15,542.848
2005-08-16,539.191
2005-08-17,539.087
2005-08-18,530.85
2005-08-19,529.63
2005-08-22,536.129
2005-08-23,531.5
2005-08-24,526.843
2005-08-25,526.023
2005-08-26,527.324
2005-08-29,525.03
2005-08-30,521.203
2005-08-31,530.523
2005-09-01,543.679
2005-09-02,551.841
2005-09-05,551.433
2005-09-06,552.093
2005-09-07,553.167
2005-09-08,546.831
2005-09-09,550.29
2005-09-12,546.31
2005-09-13,541.858
2005-09-14,545.949
2005-09-15,541.925
2005-09-16,543.046
2005-09-19,544.098
2005-09-20,544.154
2005-09-21,543.68
2005-09-22,541.985
2005-09-23,535.468
2005-09-26,539.692
2005-09-27,537.677
2005-09-28,539.426
2005-09-29,542.537
2005-09-30,548.209
2005-10-03,542.664
2005-10-04,544.807
2005-10-05,541.628
2005-10-06,540.923
2005-10-07,538.055
2005-10-10,536.313
2005-10-11,536.92
2005-10-12,534.396
2005-10-13,519.432
2005-10-14,519.247
2005-10-17,517.997
2005-10-18,513.013
2005-10-19,504.892
2005-10-20,506.484
2005-10-21,502.266
2005-10-24,508.067
2005-10-25,517.459
2005-10-26,519.81
2005-10-27,515.89
2005-10-28,514.962
2005-10-31,520.597
2005-11-01,520.575
2005-11-02,525.34
2005-11-03,529.532
2005-11-04,519.815
2005-11-07,520.994
