Date,SWEDEN SMID GROWTH SMID (Small+Mid Cap)
2009-10-30,728.401
2009-11-30,753.91
2009-12-31,762.221
2010-01-29,748.464
2010-02-26,774.101
2010-03-31,830.599
2010-04-30,857.212
2010-05-31,740.167
2010-06-30,743.071
2010-07-30,825.522
2010-08-31,780.084
2010-09-30,938.481
2010-10-29,937.88
2010-11-30,919.071
2010-12-31,1017.014
2011-01-31,1039.581
2011-02-28,1037.545
2011-03-31,1082.069
2011-04-29,1162.078
2011-05-31,1140.982
2011-06-30,1085.879
2011-07-29,1055.094
2011-08-31,963.047
2011-09-30,824.858
2011-10-31,964.828
2011-11-30,922.583
2011-12-30,922.831
2012-01-31,965.266
2012-02-29,1040.552
2012-03-30,1037.166
2012-04-30,1013.085
2012-05-31,890.417
2012-06-29,928.544
2012-07-31,982.133
2012-08-31,995.16
2012-09-28,1036.591
2012-10-31,1012.457
2012-11-30,1054.668
2012-12-31,1091.505
2013-01-31,1124.457
2013-02-28,1123.793
2013-03-29,1128.981
2013-04-30,1153.556
2013-05-31,1147.082
2013-06-28,1098.397
2013-07-31,1242.112
2013-08-30,1191.281
2013-09-30,1269.208
2013-10-31,1253.168
2013-11-29,1270.628
2013-12-31,1307.205
2014-01-31,1250.806
2014-02-28,1343.855
2014-03-31,1318.926
2014-04-30,1351.353
2014-05-30,1338.326
2014-06-30,1341.117
2014-07-31,1251.189
2014-08-29,1260.857
2014-09-30,1181.613
2014-10-31,1189.527
2014-11-28,1198.712
2014-12-31,1164.071
2015-01-30,1171.344
2015-02-27,1270.363
2015-03-31,1226.154
2015-04-30,1292.311
2015-05-29,1276.9
2015-06-30,1227.901
2015-07-31,1231.978
2015-08-31,1172.151
2015-09-30,1164.994
2015-10-30,1254.783
2015-11-30,1295.352
2015-12-31,1302.558
2016-01-29,1152.462
2016-02-29,1168.693
2016-03-31,1270.46
2016-04-29,1285.147
2016-05-31,1297.162
2016-06-30,1234.084
2016-07-29,1303.15
2016-08-31,1304.045
2016-09-30,1346.07
2016-10-31,1222.707
2016-11-30,1184.737
2016-12-30,1245.786
2017-01-31,1299.656
2017-02-28,1316.286
2017-03-31,1325.896
2017-04-28,1403.377
2017-05-31,1454.024
2017-06-30,1461.299
2017-07-31,1501.844
2017-08-31,1513.965
2017-09-29,1526.179
2017-10-31,1536.187
2017-11-30,1486.508
2017-12-29,1516.043
2018-01-31,1629.325
2018-02-28,1550.938
2018-03-30,1522.702
2018-04-30,1543.733
2018-05-31,1558.675
2018-06-29,1535.875
2018-07-31,1628.352
2018-08-31,1576.646
2018-09-28,1586.252
2018-10-31,1414.623
2018-11-30,1365.57
2018-12-31,1329.641
2019-01-31,1423.352
2019-02-28,1471.525
2019-03-29,1501.147
2019-04-30,1541.662
2019-05-31,1431.486
2019-06-28,1563.036
2019-07-31,1505.013
2019-08-30,1444.741
2019-09-30,1477.004
2019-10-31,1566.328
2019-11-29,1625.291
2019-12-31,1709.234
2020-01-31,1683.626
2020-02-28,1565.475
2020-03-31,1332.475
2020-04-30,1500.745
2020-05-29,1692.047
2020-06-30,1747.122
2020-07-31,1958.846
2020-08-31,2084.368
2020-09-30,2120.58
2020-10-30,2010.487
2020-11-30,2304.795
2020-12-31,2520.017
2021-01-29,2483.803
2021-02-26,2565.566
2021-03-31,2662.249
2021-04-30,2938.68
2021-05-31,3061.838
2021-06-30,2989.59
2021-07-30,3247.491
2021-08-31,3260.614
2021-09-30,2987.968
2021-10-29,3230.414
2021-11-30,3065.474
2021-12-31,3172.224
2022-01-31,2624.135
2022-02-28,2436.08
2022-03-31,2609.49
2022-04-29,2321.146
2022-05-31,2323.258
2022-06-30,1921.489
2022-07-29,2191.145
2022-08-31,1920.904
2022-09-30,1696.667
2022-10-31,1753.118
2022-11-30,1957.778
2022-12-30,1962.696
2023-01-31,2119.651
2023-02-28,2172.503
2023-03-31,2217.826
2023-04-28,2301.228
2023-05-31,2097.717
2023-06-30,2073.525
2023-07-31,2099.714
2023-08-31,1904.221
2023-09-29,1806.952
2023-10-31,1691.137
2023-11-30,1994.293
2023-12-29,2280.166
2024-01-31,2184.281
2024-02-29,2223.344
2024-03-29,2281.801
2024-04-30,2225.676
2024-05-31,2449.234
2024-06-28,2385.049
2024-07-31,2470.57
2024-08-30,2609.774
2024-09-30,2642.898
2024-10-31,2368.539
2024-11-29,2289.15
2024-12-31,2287.963
2025-01-31,2442.948
2025-02-28,2491.345
2025-03-31,2485.713
2025-04-30,2642.134
2025-05-30,2700.747
2025-06-30,2773.669
2025-07-31,2738.226
2025-08-29,2794.177
2025-09-30,2733.704
2025-10-31,2780.909
2025-11-28,2736.15
2025-12-31,2843.354
2026-01-30,2945.634
