Date,EM (EMERGING MARKETS) VALUE Standard (Large+Mid Cap)
2004-06-30,113.458
2004-07-30,112.38
2004-08-31,116.853
2004-09-30,124.42
2004-10-29,128.45
2004-11-30,140.908
2004-12-31,147.536
2005-01-31,147.414
2005-02-28,161.633
2005-03-31,150.372
2005-04-29,147.129
2005-05-31,150.834
2005-06-30,157.27
2005-07-29,167.932
2005-08-31,170.102
2005-09-30,186.472
2005-10-31,172.679
2005-11-30,186.341
2005-12-30,197.172
2006-01-31,218.792
2006-02-28,218.837
2006-03-31,221.858
2006-04-28,238.828
2006-05-31,214.759
2006-06-30,214.233
2006-07-31,216.901
2006-08-31,219.701
2006-09-29,221.659
2006-10-31,232.765
2006-11-30,250.008
2006-12-29,261.313
2007-01-31,258.124
2007-02-28,257.607
2007-03-30,269.229
2007-04-30,279.423
2007-05-31,296.937
2007-06-29,310.807
2007-07-31,328.094
2007-08-31,322.253
2007-09-28,357.431
2007-10-31,397.908
2007-11-30,370.396
2007-12-31,372.926
2008-01-31,334.863
2008-02-29,355.2
2008-03-31,338.16
2008-04-30,368.205
2008-05-30,372.499
2008-06-30,337.845
2008-07-31,325.955
2008-08-29,302.622
2008-09-30,251.633
2008-10-31,183.384
2008-11-28,172.233
2008-12-31,186.164
2009-01-30,172.941
2009-02-27,161.414
2009-03-31,185.731
2009-04-30,218.169
2009-05-29,257.396
2009-06-30,254.502
2009-07-31,283.64
2009-08-31,282.944
2009-09-30,309.066
2009-10-30,310.177
2009-11-30,321.972
2009-12-31,334.53
2010-01-29,317.459
2010-02-26,318.344
2010-03-31,342.602
2010-04-30,347.132
2010-05-31,317.027
2010-06-30,315.868
2010-07-30,341.289
2010-08-31,333.508
2010-09-30,369.322
2010-10-29,379.538
2010-11-30,368.832
2010-12-31,397.42
2011-01-31,388.449
2011-02-28,386.874
2011-03-31,408.959
2011-04-29,418.767
2011-05-31,406.867
2011-06-30,400.975
2011-07-29,398.407
2011-08-31,364.01
2011-09-30,314.108
2011-10-31,354.327
2011-11-30,331.495
2011-12-30,327.607
2012-01-31,371.285
2012-02-29,392.023
2012-03-30,374.844
2012-04-30,366.087
2012-05-31,325.459
2012-06-29,339.052
2012-07-31,344.055
2012-08-31,342.312
2012-09-28,364.003
2012-10-31,360.671
2012-11-30,361.159
2012-12-31,381.258
2013-01-31,387.823
2013-02-28,379.512
2013-03-29,372.402
2013-04-30,372.735
2013-05-31,360.156
2013-06-28,336.467
2013-07-31,342.985
2013-08-30,338.587
2013-09-30,361.168
2013-10-31,376.342
2013-11-29,368.953
2013-12-31,363.353
2014-01-31,339.621
2014-02-28,346.393
2014-03-31,360.643
2014-04-30,363.216
2014-05-30,375.727
2014-06-30,386.608
2014-07-31,397.784
2014-08-29,407.353
2014-09-30,374.071
2014-10-31,375.652
2014-11-28,368.92
2014-12-31,350.287
2015-01-30,348.087
2015-02-27,359.898
2015-03-31,351.792
2015-04-30,385.046
2015-05-29,367.842
2015-06-30,358.663
2015-07-31,332.721
2015-08-31,301.039
2015-09-30,290.625
2015-10-30,310.984
2015-11-30,294.155
2015-12-31,286.684
2016-01-29,268.139
2016-02-29,269.618
2016-03-31,309.201
2016-04-29,313.424
2016-05-31,295.497
2016-06-30,308.591
2016-07-29,325.405
2016-08-31,331.675
2016-09-30,334.374
2016-10-31,339.373
2016-11-30,328.23
2016-12-30,331.05
2017-01-31,346.185
2017-02-28,358.775
2017-03-31,364.854
2017-04-28,367.975
2017-05-31,376.206
2017-06-30,376.834
2017-07-31,397.295
2017-08-31,406.025
2017-09-29,398.317
2017-10-31,411.574
2017-11-30,408.449
2017-12-29,425.959
2018-01-31,463.147
2018-02-28,441.606
2018-03-30,433.104
2018-04-30,437.048
2018-05-31,416.164
2018-06-29,394.875
2018-07-31,411.476
2018-08-31,402.948
2018-09-28,409.423
2018-10-31,379.474
2018-11-30,390.688
2018-12-31,382.252
2019-01-31,413.152
2019-02-28,411.771
2019-03-29,412.353
2019-04-30,417.302
2019-05-31,395.528
2019-06-28,416.963
2019-07-31,406.295
2019-08-30,382.223
2019-09-30,390.811
2019-10-31,404.331
2019-11-29,401.495
2019-12-31,430.095
2020-01-31,401.105
2020-02-28,375.531
2020-03-31,309.778
2020-04-30,336.122
2020-05-29,335.015
2020-06-30,353.064
2020-07-31,376.068
2020-08-31,379.014
2020-09-30,370.287
2020-10-30,371.874
2020-11-30,419.652
2020-12-31,455.758
2021-01-29,459.361
2021-02-26,472.162
2021-03-31,474.811
2021-04-30,485.806
2021-05-31,504.852
2021-06-30,502.21
2021-07-30,478.896
2021-08-31,492.341
2021-09-30,477.729
2021-10-29,479.378
2021-11-30,459.632
2021-12-31,476.252
2022-01-31,472.754
2022-02-28,465.057
2022-03-31,460.233
2022-04-29,434.4
2022-05-31,438.32
2022-06-30,411.082
2022-07-29,407.962
2022-08-31,408.664
2022-09-30,367.056
2022-10-31,360.682
2022-11-30,409.286
2022-12-30,403.344
2023-01-31,432.459
2023-02-28,409.174
2023-03-31,419.39
2023-04-28,421.22
2023-05-31,413.491
2023-06-30,430.894
2023-07-31,459.525
2023-08-31,432.632
2023-09-29,428.456
2023-10-31,411.589
2023-11-30,439.505
2023-12-29,463.307
2024-01-31,446.579
2024-02-29,464.722
2024-03-29,469.83
2024-04-30,473.029
2024-05-31,478.1
2024-06-28,494.454
2024-07-31,498.225
2024-08-30,506.259
2024-09-30,535.843
2024-10-31,508.611
2024-11-29,491.44
2024-12-31,488.201
2025-01-31,495.632
2025-02-28,501.692
2025-03-31,509.793
2025-04-30,513.465
2025-05-30,534.518
2025-06-30,561.882
2025-07-31,571.426
2025-08-29,574.541
2025-09-30,614.007
2025-10-31,638.968
2025-11-28,632.299
2025-12-31,653.628
2026-01-30,712.247
