Date,UNITED KINGDOM VALUE Standard (Large+Mid Cap)
2016-06-30,16938.576
2016-07-29,17322.516
2016-08-31,17466.062
2016-09-30,17703.735
2016-10-31,17189.962
2016-11-30,17368.232
2016-12-30,18299.212
2017-01-31,18374.638
2017-02-28,18467.994
2017-03-31,18717.75
2017-04-28,19045.455
2017-05-31,19863.552
2017-06-30,19561.686
2017-07-31,20226.245
2017-08-31,20046.389
2017-09-29,21007.455
2017-10-31,21071.315
2017-11-30,21204.391
2017-12-29,22206.683
2018-01-31,22977.469
2018-02-28,21640.747
2018-03-30,21334.68
2018-04-30,22773.412
2018-05-31,22505.747
2018-06-29,22251.788
2018-07-31,22345.531
2018-08-31,21123.453
2018-09-28,21610.57
2018-10-31,20303.966
2018-11-30,19713.072
2018-12-31,18889.611
2019-01-31,20322.334
2019-02-28,21003.537
2019-03-29,21219.7
2019-04-30,21591.467
2019-05-31,19978.598
2019-06-28,21003.364
2019-07-31,20436.196
2019-08-30,18982.107
2019-09-30,20118.894
2019-10-31,20719.203
2019-11-29,21137.502
2019-12-31,22388.065
2020-01-31,21245.496
2020-02-28,18506.183
2020-03-31,15153.715
2020-04-30,15487.542
2020-05-29,15335.995
2020-06-30,15759.532
2020-07-31,15605.424
2020-08-31,16192.204
2020-09-30,15047.858
2020-10-30,14432.618
2020-11-30,17496.232
2020-12-31,18539.36
2021-01-29,18409.482
2021-02-26,19301.589
2021-03-31,19978.273
2021-04-30,20641.719
2021-05-31,21337.021
2021-06-30,20620.212
2021-07-30,20769.223
2021-08-31,20931.513
2021-09-30,20390.5
2021-10-29,21299.326
2021-11-30,20124.119
2021-12-31,21626.189
2022-01-31,22774.234
2022-02-28,23072.186
2022-03-31,23306.894
2022-04-29,22369.417
2022-05-31,23220.862
2022-06-30,21082.417
2022-07-29,21405.292
2022-08-31,20463.108
2022-09-30,18655.817
2022-10-31,19862.297
2022-11-30,22039.718
2022-12-30,22035.746
2023-01-31,23807.055
2023-02-28,23837.892
2023-03-31,23034.463
2023-04-28,24269.062
2023-05-31,22295.392
2023-06-30,23224.867
2023-07-31,24154.047
2023-08-31,23255.99
2023-09-29,23472.88
2023-10-31,22469.638
2023-11-30,24034.941
2023-12-29,24854.461
2024-01-31,24252.647
2024-02-29,23911.011
2024-03-29,25309.754
2024-04-30,26285.62
2024-05-31,27283.665
2024-06-28,26798.124
2024-07-31,28151.85
2024-08-30,28499.49
2024-09-30,28912.73
2024-10-31,27563.035
2024-11-29,28085.458
2024-12-31,27461.88
2025-01-31,28894.027
2025-02-28,29973.111
2025-03-31,30429.76
2025-04-30,30759.514
2025-05-30,32269.837
