Date,KOKUSAI INDEX (WORLD ex JP) LARGE VALUE Large Cap
2001-08-01,531.261
2001-08-02,531.956
2001-08-03,529.836
2001-08-06,526.362
2001-08-07,527.676
2001-08-08,521.455
2001-08-09,520.443
2001-08-10,523.09
2001-08-13,524.062
2001-08-14,526.264
2001-08-15,527.013
2001-08-16,526.251
2001-08-17,520.542
2001-08-20,522.811
2001-08-21,522.291
2001-08-22,525.444
2001-08-23,524.04
2001-08-24,530.217
2001-08-27,528.086
2001-08-28,522.646
2001-08-29,519.878
2001-08-30,513.68
2001-08-31,513.933
2001-09-03,511.694
2001-09-04,513.567
2001-09-05,511.015
2001-09-06,502.302
2001-09-07,494.676
2001-09-10,493.676
2001-09-11,485.111
2001-09-12,485.051
2001-09-13,487.397
2001-09-14,480.914
2001-09-17,472.053
2001-09-18,469.843
2001-09-19,462.542
2001-09-20,446.846
2001-09-21,435.65
2001-09-24,451.515
2001-09-25,457.309
2001-09-26,459.075
2001-09-27,465.67
2001-09-28,475.54
2001-10-01,472.191
2001-10-02,477.114
2001-10-03,481.895
2001-10-04,485.348
2001-10-05,484.091
2001-10-08,481.104
2001-10-09,480.508
2001-10-10,489.015
2001-10-11,490.573
2001-10-12,487.651
2001-10-15,483.929
2001-10-16,487.87
2001-10-17,488.241
2001-10-18,481.441
2001-10-19,477.714
2001-10-22,482.519
2001-10-23,484.508
2001-10-24,484.168
2001-10-25,485.099
2001-10-26,490.69
2001-10-29,484.449
2001-10-30,476.116
2001-10-31,476.35
2001-11-01,483.462
2001-11-02,484.295
2001-11-05,489.459
2001-11-06,492.344
2001-11-07,493.867
2001-11-08,496.429
2001-11-09,495.937
2001-11-12,491.627
2001-11-13,499.135
2001-11-14,499.383
2001-11-15,498.489
2001-11-16,500.284
2001-11-19,504.146
2001-11-20,502.564
2001-11-21,499.378
2001-11-22,500.828
2001-11-23,503.436
2001-11-26,504.06
2001-11-27,500.473
2001-11-28,493.618
2001-11-29,496.954
2001-11-30,497.981
2001-12-03,494.359
2001-12-04,499.008
2001-12-05,508.554
2001-12-06,509.085
2001-12-07,505.707
2001-12-10,499.16
2001-12-11,496.968
2001-12-12,496.509
2001-12-13,491.016
2001-12-14,490.255
2001-12-17,497.331
2001-12-18,499.012
2001-12-19,500.821
2001-12-20,498.71
2001-12-21,499.911
2001-12-24,499.547
2001-12-25,499.547
2001-12-26,501.219
2001-12-27,507.228
2001-12-28,508.873
2001-12-31,507.338
2002-01-01,507.338
2002-01-02,508.862
2002-01-03,513.076
2002-01-04,515.85
2002-01-07,512.889
2002-01-08,509.449
2002-01-09,507.165
2002-01-10,506.773
2002-01-11,503.991
2002-01-14,499.39
2002-01-15,502.924
2002-01-16,495.758
2002-01-17,499.537
2002-01-18,497.707
2002-01-21,497.458
2002-01-22,496.331
2002-01-23,500.015
2002-01-24,501.716
2002-01-25,500.056
2002-01-28,501.144
2002-01-29,489.884
2002-01-30,490.711
2002-01-31,497.447
2002-02-01,495.968
2002-02-04,487.827
2002-02-05,483.549
2002-02-06,479.304
2002-02-07,481.209
2002-02-08,486.465
2002-02-11,492.321
2002-02-12,490.81
2002-02-13,493.955
2002-02-14,496.094
2002-02-15,492.652
2002-02-18,491.38
2002-02-19,483.564
2002-02-20,485.917
2002-02-21,484.59
2002-02-22,487.377
2002-02-25,494.209
2002-02-26,495.274
2002-02-27,497.361
2002-02-28,497.552
2002-03-01,505.814
2002-03-04,516.493
2002-03-05,513.423
2002-03-06,520.206
2002-03-07,520.77
2002-03-08,520.687
2002-03-11,521.954
2002-03-12,520.636
2002-03-13,518.834
2002-03-14,519.826
2002-03-15,525.438
2002-03-18,525.394
2002-03-19,528.476
2002-03-20,523.969
2002-03-21,522.975
2002-03-22,521.898
2002-03-25,516.282
2002-03-26,518.479
2002-03-27,520.323
2002-03-28,522.402
2002-03-29,522.402
2002-04-01,522.875
2002-04-02,521.832
2002-04-03,518.607
2002-04-04,516.913
2002-04-05,516.319
2002-04-08,514.094
2002-04-09,513.45
2002-04-10,518.922
2002-04-11,510.794
2002-04-12,512.429
2002-04-15,511.733
2002-04-16,522.404
2002-04-17,523.434
2002-04-18,523.066
2002-04-19,524.337
2002-04-22,518.785
2002-04-23,517.026
2002-04-24,514.88
2002-04-25,513.194
2002-04-26,509.677
2002-04-29,506.217
2002-04-30,511.035
2002-05-01,514.912
2002-05-02,516.231
2002-05-03,516.155
2002-05-06,509.949
2002-05-07,506.417
2002-05-08,516.787
2002-05-09,513.232
2002-05-10,509.08
2002-05-13,515.92
2002-05-14,520.873
2002-05-15,521.163
2002-05-16,522.858
2002-05-17,525.257
2002-05-20,520.798
2002-05-21,518.467
2002-05-22,519.94
2002-05-23,522.788
2002-05-24,520.191
2002-05-27,520.075
2002-05-28,517.613
2002-05-29,516.428
2002-05-30,514.041
2002-05-31,516.983
2002-06-03,507.969
2002-06-04,504.842
2002-06-05,504.225
2002-06-06,497.754
2002-06-07,496.761
2002-06-10,496.756
2002-06-11,492.644
2002-06-12,492.732
2002-06-13,487.657
2002-06-14,482.575
2002-06-17,495.267
2002-06-18,496.845
2002-06-19,489.815
2002-06-20,484.097
2002-06-21,480.113
2002-06-24,477.226
2002-06-25,475.654
2002-06-26,472.467
2002-06-27,477.871
2002-06-28,485.644
2002-07-01,481.244
2002-07-02,470.904
2002-07-03,466.118
2002-07-04,468.621
2002-07-05,483.706
2002-07-08,483.182
2002-07-09,475.233
2002-07-10,460.005
2002-07-11,454.466
2002-07-12,451.203
2002-07-15,442.947
2002-07-16,438.608
2002-07-17,444.347
2002-07-18,439.162
2002-07-19,422.992
2002-07-22,403.723
2002-07-23,391.98
2002-07-24,403.871
2002-07-25,410.58
2002-07-26,416.158
2002-07-29,437.519
2002-07-30,440.099
2002-07-31,446.131
2002-08-01,431.302
2002-08-02,425.414
2002-08-05,412.362
2002-08-06,422.236
2002-08-07,427.141
2002-08-08,441.823
2002-08-09,446.801
2002-08-12,442.805
2002-08-13,438.381
2002-08-14,445.756
2002-08-15,452.067
2002-08-16,451.717
2002-08-19,462.242
2002-08-20,455.806
2002-08-21,461.506
2002-08-22,467.103
2002-08-23,457.992
2002-08-26,460.314
2002-08-27,463.1
2002-08-28,452.006
2002-08-29,449.518
2002-08-30,450.804
2002-09-02,448.965
2002-09-03,431.192
2002-09-04,434.852
2002-09-05,430.276
2002-09-06,437.342
2002-09-09,437.942
2002-09-10,441.889
2002-09-11,444.614
2002-09-12,433.386
2002-09-13,430.775
2002-09-16,430.926
2002-09-17,423.422
2002-09-18,417.164
2002-09-19,406.974
2002-09-20,407.682
2002-09-23,401.216
2002-09-24,393.268
2002-09-25,399.483
2002-09-26,411.598
2002-09-27,402.367
2002-09-30,394.278
2002-10-01,406.95
2002-10-02,402.954
2002-10-03,397.919
2002-10-04,387.882
2002-10-07,381.837
2002-10-08,381.543
2002-10-09,374.561
2002-10-10,386.633
2002-10-11,402.89
2002-10-14,403.207
2002-10-15,423.632
2002-10-16,417.771
2002-10-17,426.718
2002-10-18,426.973
2002-10-21,432.419
2002-10-22,428.818
2002-10-23,425.88
2002-10-24,425.496
2002-10-25,428.318
2002-10-28,430.143
2002-10-29,420.496
2002-10-30,427.782
2002-10-31,428.621
2002-11-01,433.122
2002-11-04,439.472
2002-11-05,444.157
2002-11-06,443.833
2002-11-07,435.249
2002-11-08,433.375
2002-11-11,426.527
2002-11-12,427.987
2002-11-13,424.683
2002-11-14,432.388
2002-11-15,436.955
2002-11-18,436.66
2002-11-19,436.686
2002-11-20,439.919
2002-11-21,450.741
2002-11-22,450.092
2002-11-25,449.236
2002-11-26,439.938
2002-11-27,450.512
2002-11-28,452.849
2002-11-29,452.031
2002-12-02,451.28
2002-12-03,444.493
2002-12-04,442.574
2002-12-05,437.997
2002-12-06,440.948
2002-12-09,431.702
2002-12-10,436.104
2002-12-11,437.742
2002-12-12,435.216
2002-12-13,431.541
2002-12-16,443.176
2002-12-17,440.245
2002-12-18,433.658
2002-12-19,431.004
2002-12-20,437.041
2002-12-23,437.666
2002-12-24,436.319
2002-12-25,436.319
2002-12-26,436.451
2002-12-27,427.69
2002-12-30,430.67
2002-12-31,432.278
2003-01-01,432.278
2003-01-02,444.904
2003-01-03,445.872
2003-01-06,456.278
2003-01-07,451.089
2003-01-08,444.324
2003-01-09,451.319
2003-01-10,452.422
2003-01-13,452.709
2003-01-14,455.126
2003-01-15,449.146
2003-01-16,448.276
2003-01-17,443.201
2003-01-20,441.02
2003-01-21,433.407
2003-01-22,427.275
2003-01-23,428.209
2003-01-24,419.543
2003-01-27,410.733
2003-01-28,414.765
2003-01-29,417.692
2003-01-30,413.684
2003-01-31,418.429
2003-02-03,423.233
2003-02-04,416.569
2003-02-05,417.337
2003-02-06,411.883
2003-02-07,408.204
2003-02-10,408.441
2003-02-11,407.822
2003-02-12,402.295
2003-02-13,402.633
2003-02-14,409.334
2003-02-17,411.311
2003-02-18,416.653
2003-02-19,412.652
2003-02-20,409.29
2003-02-21,413.869
2003-02-24,406.676
2003-02-25,404.895
2003-02-26,400.961
2003-02-27,405.55
2003-02-28,408.507
2003-03-03,408.656
2003-03-04,402.709
2003-03-05,405.269
2003-03-06,400.206
2003-03-07,400.447
2003-03-10,390.075
2003-03-11,387.713
2003-03-12,382.535
2003-03-13,396.103
2003-03-14,401.273
2003-03-17,412.647
2003-03-18,413.145
2003-03-19,417.766
2003-03-20,417.676
2003-03-21,427.531
2003-03-24,413.798
2003-03-25,418.582
2003-03-26,417.589
2003-03-27,415.048
2003-03-28,413.746
2003-03-31,405.41
2003-04-01,411.787
2003-04-02,420.842
2003-04-03,419.578
2003-04-04,422.47
2003-04-07,426.689
2003-04-08,424.915
2003-04-09,421.085
2003-04-10,422.156
2003-04-11,421.658
2003-04-14,428.813
2003-04-15,433.46
2003-04-16,428.509
2003-04-17,433.658
2003-04-18,433.658
2003-04-21,432.234
2003-04-22,441.736
2003-04-23,447.652
2003-04-24,443.329
2003-04-25,437.136
2003-04-28,445.388
2003-04-29,445.807
2003-04-30,447.796
2003-05-01,447.781
2003-05-02,452.857
2003-05-05,452.063
2003-05-06,456.996
2003-05-07,454.426
2003-05-08,448.99
2003-05-09,454.187
2003-05-12,459.109
2003-05-13,458.334
2003-05-14,458.226
2003-05-15,461.831
2003-05-16,462.758
2003-05-19,453.257
2003-05-20,453.626
2003-05-21,455.536
2003-05-22,459.899
2003-05-23,462.2
2003-05-26,462.755
2003-05-27,469.011
2003-05-28,470.682
2003-05-29,470.431
2003-05-30,474.524
2003-06-02,479.995
2003-06-03,480.265
2003-06-04,486.375
2003-06-05,488.875
2003-06-06,490.444
2003-06-09,484.604
2003-06-10,487.526
2003-06-11,495.756
2003-06-12,497.921
2003-06-13,493.765
2003-06-16,503.148
2003-06-17,504.159
2003-06-18,502.409
2003-06-19,494.224
2003-06-20,495.951
2003-06-23,488.564
2003-06-24,488.71
2003-06-25,486.973
2003-06-26,487.963
2003-06-27,484.581
2003-06-30,482.675
2003-07-01,483.801
2003-07-02,488.649
2003-07-03,486.899
2003-07-04,486.091
2003-07-07,492.854
2003-07-08,491.939
2003-07-09,488.769
2003-07-10,482.661
2003-07-11,487.148
2003-07-14,491.239
2003-07-15,487.37
2003-07-16,483.194
2003-07-17,478.868
2003-07-18,484.176
2003-07-21,479.069
2003-07-22,483.05
2003-07-23,482.665
2003-07-24,484.075
2003-07-25,489.24
2003-07-28,490.533
2003-07-29,487.223
2003-07-30,485.342
2003-07-31,486.816
2003-08-01,481.564
2003-08-04,482.608
2003-08-05,478.575
2003-08-06,478.468
2003-08-07,481.726
2003-08-08,484.22
2003-08-11,486.188
2003-08-12,489.801
2003-08-13,488.239
2003-08-14,492.666
2003-08-15,492.789
2003-08-18,495.567
2003-08-19,494.861
2003-08-20,494.092
2003-08-21,494.097
2003-08-22,488.3
2003-08-25,487.593
2003-08-26,486.239
2003-08-27,487.248
2003-08-28,489.613
2003-08-29,490.66
2003-09-01,492.269
2003-09-02,496.221
2003-09-03,499.904
2003-09-04,500.636
2003-09-05,499.271
2003-09-08,504.07
2003-09-09,500.795
2003-09-10,496.256
2003-09-11,497.49
2003-09-12,498.728
2003-09-15,497.724
2003-09-16,501.723
2003-09-17,502.235
2003-09-18,508.534
2003-09-19,506.963
2003-09-22,502.217
2003-09-23,502.232
2003-09-24,497.858
2003-09-25,495.86
2003-09-26,491.941
2003-09-29,493.916
2003-09-30,490.322
2003-10-01,500.977
2003-10-02,502.306
2003-10-03,506.815
2003-10-06,508.933
2003-10-07,510.536
2003-10-08,508.868
2003-10-09,512.367
2003-10-10,512.459
2003-10-13,515.834
2003-10-14,516.573
2003-10-15,516.688
2003-10-16,517.632
2003-10-17,513.703
2003-10-20,515.602
2003-10-21,515.285
2003-10-22,509.407
2003-10-23,509.163
2003-10-24,508.643
2003-10-27,509.163
2003-10-28,513.735
2003-10-29,515.566
2003-10-30,516.31
2003-10-31,516.95
2003-11-03,519.997
2003-11-04,518.36
2003-11-05,516.493
2003-11-06,517.32
2003-11-07,518.785
2003-11-10,516.897
2003-11-11,515.874
2003-11-12,520.925
2003-11-13,522.187
2003-11-14,521.273
2003-11-17,516.385
2003-11-18,515.497
2003-11-19,517.654
2003-11-20,515.154
2003-11-21,516.118
2003-11-24,520.698
2003-11-25,522.78
2003-11-26,525.482
2003-11-27,525.847
2003-11-28,525.945
2003-12-01,532.149
2003-12-02,533.196
2003-12-03,535.183
2003-12-04,535.64
2003-12-05,534.038
2003-12-08,537.372
2003-12-09,537.23
2003-12-10,536.442
2003-12-11,539.753
2003-12-12,542.944
2003-12-15,542.802
2003-12-16,545.786
2003-12-17,547.529
2003-12-18,552.789
2003-12-19,554.44
2003-12-22,556.921
2003-12-23,558.478
2003-12-24,558.727
2003-12-25,558.727
2003-12-26,559.232
2003-12-29,564.935
2003-12-30,566.606
2003-12-31,569.623
2004-01-01,569.623
2004-01-02,571.217
2004-01-05,577.732
2004-01-06,578.552
2004-01-07,576.287
2004-01-08,579.776
2004-01-09,575.823
2004-01-12,576.677
2004-01-13,575.019
2004-01-14,578.073
2004-01-15,578.262
2004-01-16,578.877
2004-01-19,578.879
2004-01-20,581.186
2004-01-21,587.544
2004-01-22,587.329
2004-01-23,584.73
2004-01-26,586.504
2004-01-27,584.405
2004-01-28,580.746
2004-01-29,577.057
2004-01-30,574.911
2004-02-02,576.506
2004-02-03,576.729
2004-02-04,573.015
2004-02-05,574.497
2004-02-06,580.245
2004-02-09,582.093
2004-02-10,583.533
2004-02-11,589.146
2004-02-12,589.219
2004-02-13,586.812
2004-02-16,587.758
2004-02-17,593.439
2004-02-18,591.355
2004-02-19,591.143
2004-02-20,586.775
2004-02-23,587.78
2004-02-24,586.165
2004-02-25,586.391
2004-02-26,585.373
2004-02-27,585.851
2004-03-01,591.269
2004-03-02,588.3
2004-03-03,586.031
2004-03-04,588.977
2004-03-05,593.493
2004-03-08,591.124
2004-03-09,588.038
2004-03-10,579.205
2004-03-11,568.409
2004-03-12,571.267
2004-03-15,563.75
2004-03-16,569.208
2004-03-17,574.265
2004-03-18,573.861
2004-03-19,570.027
2004-03-22,561.752
2004-03-23,560.886
2004-03-24,557.258
2004-03-25,563.446
2004-03-26,563.358
2004-03-29,570.71
2004-03-30,573.499
2004-03-31,574.038
2004-04-01,579.553
2004-04-02,581.182
2004-04-05,583.749
2004-04-06,585.108
2004-04-07,583.307
2004-04-08,582.835
2004-04-09,582.835
2004-04-12,584.615
2004-04-13,578.101
2004-04-14,573.298
2004-04-15,573.432
2004-04-16,579.24
2004-04-19,578.529
2004-04-20,573.192
2004-04-21,571.783
2004-04-22,577.45
2004-04-23,576.928
2004-04-26,577.319
2004-04-27,579.033
2004-04-28,570.852
2004-04-29,568.258
2004-04-30,566.479
2004-05-03,570.915
2004-05-04,575.167
2004-05-05,576.751
2004-05-06,571.232
2004-05-07,561.361
2004-05-10,550.246
2004-05-11,554.046
2004-05-12,555.453
2004-05-13,555.809
2004-05-14,555.977
2004-05-17,551.358
2004-05-18,553.803
2004-05-19,557.974
2004-05-20,555.348
2004-05-21,558.822
2004-05-24,560.0
2004-05-25,566.858
2004-05-26,568.761
2004-05-27,573.954
2004-05-28,571.639
2004-05-31,572.137
2004-06-01,571.427
2004-06-02,574.711
2004-06-03,572.443
2004-06-04,575.53
2004-06-07,584.061
2004-06-08,583.839
2004-06-09,577.57
2004-06-10,580.775
2004-06-11,578.954
2004-06-14,573.679
2004-06-15,577.175
2004-06-16,579.559
2004-06-17,580.65
2004-06-18,584.004
2004-06-21,581.895
2004-06-22,580.552
2004-06-23,584.452
2004-06-24,586.835
2004-06-25,582.511
2004-06-28,585.274
2004-06-29,583.56
2004-06-30,584.291
2004-07-01,580.731
2004-07-02,580.917
2004-07-05,580.818
2004-07-06,578.692
2004-07-07,580.516
2004-07-08,579.641
2004-07-09,581.477
2004-07-12,582.05
2004-07-13,581.021
2004-07-14,580.795
2004-07-15,576.204
2004-07-16,577.716
2004-07-19,577.395
2004-07-20,577.805
2004-07-21,573.376
2004-07-22,571.61
2004-07-23,567.841
2004-07-26,566.48
2004-07-27,569.984
2004-07-28,572.021
2004-07-29,576.736
2004-07-30,576.734
2004-08-02,578.263
2004-08-03,578.792
2004-08-04,576.702
2004-08-05,571.473
2004-08-06,566.257
2004-08-09,565.733
2004-08-10,571.818
2004-08-11,569.06
2004-08-12,564.902
2004-08-13,566.505
2004-08-16,573.289
2004-08-17,572.83
2004-08-18,576.479
2004-08-19,577.331
2004-08-20,579.654
2004-08-23,578.525
2004-08-24,577.621
2004-08-25,580.558
2004-08-26,582.018
2004-08-27,583.825
2004-08-30,581.413
2004-08-31,583.906
2004-09-01,586.253
2004-09-02,590.699
2004-09-03,590.199
2004-09-06,591.033
2004-09-07,594.371
2004-09-08,593.229
2004-09-09,593.187
2004-09-10,596.794
2004-09-13,597.725
2004-09-14,598.704
2004-09-15,593.787
2004-09-16,596.784
2004-09-17,600.254
2004-09-20,597.185
2004-09-21,603.351
2004-09-22,596.646
2004-09-23,593.197
2004-09-24,594.605
2004-09-27,591.858
2004-09-28,595.9
2004-09-29,596.823
2004-09-30,595.954
2004-10-01,604.914
2004-10-04,605.889
2004-10-05,607.437
2004-10-06,610.79
2004-10-07,608.038
2004-10-08,607.707
2004-10-11,607.902
2004-10-12,604.381
2004-10-13,600.216
2004-10-14,598.087
2004-10-15,600.706
2004-10-18,601.051
2004-10-19,598.094
2004-10-20,596.902
2004-10-21,598.197
2004-10-22,596.376
2004-10-25,595.047
2004-10-26,601.33
2004-10-27,607.355
2004-10-28,609.51
2004-10-29,610.053
2004-11-01,612.7
2004-11-02,612.91
2004-11-03,619.789
2004-11-04,627.836
2004-11-05,630.136
2004-11-08,630.194
2004-11-09,629.064
2004-11-10,629.889
2004-11-11,634.948
2004-11-12,639.69
2004-11-15,638.248
2004-11-16,635.114
2004-11-17,640.186
2004-11-18,639.443
2004-11-19,636.143
2004-11-22,637.165
2004-11-23,638.679
2004-11-24,640.632
2004-11-25,644.008
2004-11-26,644.646
2004-11-29,642.988
2004-11-30,641.491
2004-12-01,649.676
2004-12-02,648.136
2004-12-03,648.758
2004-12-06,648.373
2004-12-07,644.886
2004-12-08,642.709
2004-12-09,642.184
2004-12-10,642.931
2004-12-13,650.243
2004-12-14,651.454
2004-12-15,655.864
2004-12-16,653.287
2004-12-17,646.938
2004-12-20,651.756
2004-12-21,654.359
2004-12-22,658.039
2004-12-23,660.626
2004-12-24,661.932
2004-12-27,661.131
2004-12-28,663.27
2004-12-29,662.473
2004-12-30,663.216
2004-12-31,662.228
2005-01-03,657.546
2005-01-04,652.09
2005-01-05,648.866
2005-01-06,650.335
2005-01-07,648.062
2005-01-10,650.189
2005-01-11,646.996
2005-01-12,648.929
2005-01-13,645.192
2005-01-14,646.094
2005-01-17,646.611
2005-01-18,650.59
2005-01-19,647.102
2005-01-20,642.412
2005-01-21,641.015
2005-01-24,642.297
2005-01-25,643.462
2005-01-26,647.264
2005-01-27,647.613
2005-01-28,644.409
2005-01-31,650.241
2005-02-01,655.286
2005-02-02,657.834
2005-02-03,655.301
2005-02-04,662.354
2005-02-07,662.026
2005-02-08,661.738
2005-02-09,659.385
2005-02-10,664.06
2005-02-11,668.315
2005-02-14,671.135
2005-02-15,672.637
2005-02-16,671.886
2005-02-17,671.088
2005-02-18,672.696
2005-02-21,672.288
2005-02-22,667.252
2005-02-23,667.815
2005-02-24,671.017
2005-02-25,678.659
2005-02-28,677.317
2005-03-01,678.309
2005-03-02,677.656
2005-03-03,678.101
2005-03-04,687.327
2005-03-07,686.135
2005-03-08,686.95
2005-03-09,680.447
2005-03-10,679.219
2005-03-11,678.625
2005-03-14,679.831
2005-03-15,678.132
2005-03-16,673.603
2005-03-17,673.318
2005-03-18,673.028
2005-03-21,667.739
2005-03-22,663.639
2005-03-23,657.831
2005-03-24,657.474
2005-03-25,657.474
2005-03-28,657.219
2005-03-29,655.885
2005-03-30,661.093
2005-03-31,662.896
2005-04-01,661.411
2005-04-04,658.367
2005-04-05,661.721
2005-04-06,664.775
2005-04-07,668.836
2005-04-08,664.699
2005-04-11,666.552
2005-04-12,666.765
2005-04-13,663.682
2005-04-14,657.563
2005-04-15,649.119
2005-04-18,647.491
2005-04-19,651.86
2005-04-20,645.506
2005-04-21,652.252
2005-04-22,653.284
2005-04-25,656.158
2005-04-26,651.981
2005-04-27,650.785
2005-04-28,645.348
2005-04-29,651.377
2005-05-02,652.621
2005-05-03,653.239
2005-05-04,660.865
2005-05-05,661.426
2005-05-06,659.633
2005-05-09,660.955
2005-05-10,655.506
2005-05-11,654.892
2005-05-12,649.466
2005-05-13,644.638
2005-05-16,646.304
2005-05-17,649.533
2005-05-18,657.017
2005-05-19,660.628
2005-05-20,658.13
2005-05-23,661.885
2005-05-24,661.869
2005-05-25,660.737
2005-05-26,662.875
2005-05-27,663.833
2005-05-30,664.284
2005-05-31,658.327
2005-06-01,664.122
2005-06-02,664.562
2005-06-03,661.53
2005-06-06,661.627
2005-06-07,664.407
2005-06-08,664.723
2005-06-09,664.109
2005-06-10,664.657
2005-06-13,664.457
2005-06-14,666.063
2005-06-15,668.319
2005-06-16,671.424
2005-06-17,677.666
2005-06-20,675.405
2005-06-21,674.85
2005-06-22,676.014
2005-06-23,671.356
2005-06-24,667.576
2005-06-27,666.86
2005-06-28,670.092
2005-06-29,670.24
2005-06-30,666.868
2005-07-01,667.287
2005-07-04,666.871
2005-07-05,669.673
2005-07-06,667.648
2005-07-07,664.478
2005-07-08,671.487
2005-07-11,677.784
2005-07-12,680.464
2005-07-13,680.745
2005-07-14,683.242
2005-07-15,681.951
2005-07-18,678.257
2005-07-19,679.4
2005-07-20,680.799
2005-07-21,680.677
2005-07-22,683.984
2005-07-25,682.688
2005-07-26,682.367
2005-07-27,685.013
2005-07-28,688.578
2005-07-29,685.675
2005-08-01,687.191
2005-08-02,691.933
2005-08-03,693.315
2005-08-04,689.23
2005-08-05,683.663
2005-08-08,685.151
2005-08-09,689.104
2005-08-10,693.203
2005-08-11,697.328
2005-08-12,694.58
2005-08-15,693.827
2005-08-16,688.314
2005-08-17,687.109
2005-08-18,682.703
2005-08-19,685.291
2005-08-22,688.273
2005-08-23,684.539
2005-08-24,681.679
2005-08-25,681.6
2005-08-26,677.811
2005-08-29,679.422
2005-08-30,677.094
2005-08-31,685.797
2005-09-01,692.256
2005-09-02,692.012
2005-09-05,693.577
2005-09-06,699.615
2005-09-07,700.725
2005-09-08,698.657
2005-09-09,703.763
2005-09-12,700.196
2005-09-13,695.342
2005-09-14,697.112
2005-09-15,695.769
2005-09-16,702.077
2005-09-19,699.508
2005-09-20,698.071
2005-09-21,692.895
2005-09-22,691.114
2005-09-23,690.242
2005-09-26,693.887
2005-09-27,692.811
2005-09-28,695.759
2005-09-29,698.631
2005-09-30,699.056
2005-10-03,696.992
2005-10-04,692.947
2005-10-05,684.183
2005-10-06,682.91
2005-10-07,683.294
2005-10-10,679.147
2005-10-11,678.231
2005-10-12,674.83
2005-10-13,669.183
2005-10-14,675.818
2005-10-17,676.522
2005-10-18,668.267
2005-10-19,670.935
2005-10-20,663.935
2005-10-21,664.542
2005-10-24,673.55
2005-10-25,675.566
2005-10-26,675.119
2005-10-27,670.483
2005-10-28,676.303
2005-10-31,681.364
2005-11-01,680.647
2005-11-02,687.014
2005-11-03,691.425
2005-11-04,686.499
