Date,USA LARGE CAP Large Cap
2007-05-31,1000.0
2007-06-29,983.484
2007-07-31,956.297
2007-08-31,972.619
2007-09-28,1012.17
2007-10-31,1030.264
2007-11-30,989.387
2007-12-31,982.213
2008-01-31,924.398
2008-02-29,894.64
2008-03-31,891.998
2008-04-30,933.76
2008-05-30,944.114
2008-06-30,867.646
2008-07-31,862.709
2008-08-29,874.513
2008-09-30,799.895
2008-10-31,670.948
2008-11-28,623.194
2008-12-31,628.346
2009-01-30,576.109
2009-02-27,516.75
2009-03-31,561.171
2009-04-30,610.662
2009-05-29,645.737
2009-06-30,648.108
2009-07-31,695.409
2009-08-31,717.553
2009-09-30,742.545
2009-10-30,731.333
2009-11-30,776.462
2009-12-31,787.037
2010-01-29,759.727
2010-02-26,779.836
2010-03-31,825.093
2010-04-30,835.029
2010-05-31,766.563
2010-06-30,726.936
2010-07-30,777.697
2010-08-31,742.989
2010-09-30,808.134
2010-10-29,839.722
2010-11-30,837.276
2010-12-31,893.142
2011-01-31,915.07
2011-02-28,944.628
2011-03-31,943.369
2011-04-29,972.168
2011-05-31,960.424
2011-06-30,945.055
2011-07-29,929.259
2011-08-31,879.608
2011-09-30,820.596
2011-10-31,906.62
2011-11-30,904.757
2011-12-30,915.967
2012-01-31,956.465
2012-02-29,998.649
2012-03-30,1032.851
2012-04-30,1026.643
2012-05-31,966.242
2012-06-29,1006.456
2012-07-31,1021.64
2012-08-31,1043.834
2012-09-28,1071.395
2012-10-31,1051.16
2012-11-30,1056.3
2012-12-31,1062.613
2013-01-31,1115.627
2013-02-28,1129.579
2013-03-29,1171.164
2013-04-30,1195.306
2013-05-31,1220.206
2013-06-28,1203.798
2013-07-31,1265.594
2013-08-30,1230.135
2013-09-30,1267.377
2013-10-31,1326.836
2013-11-29,1368.833
2013-12-31,1404.145
2014-01-31,1354.521
2014-02-28,1414.278
2014-03-31,1426.783
2014-04-30,1439.327
2014-05-30,1472.76
2014-06-30,1501.701
2014-07-31,1484.568
2014-08-29,1542.245
2014-09-30,1523.867
2014-10-31,1557.9
2014-11-28,1600.349
2014-12-31,1594.455
2015-01-30,1547.591
2015-02-27,1637.383
2015-03-31,1608.627
2015-04-30,1627.011
2015-05-29,1649.255
2015-06-30,1618.198
2015-07-31,1654.212
2015-08-31,1551.192
2015-09-30,1513.823
2015-10-30,1643.382
2015-11-30,1648.693
2015-12-31,1624.587
2016-01-29,1544.57
2016-02-29,1537.309
2016-03-31,1638.539
2016-04-29,1645.07
2016-05-31,1675.51
2016-06-30,1681.546
2016-07-29,1742.526
2016-08-31,1746.194
2016-09-30,1747.114
2016-10-31,1716.381
2016-11-30,1772.816
2016-12-30,1810.859
2017-01-31,1845.737
2017-02-28,1920.929
2017-03-31,1925.005
2017-04-28,1946.551
2017-05-31,1975.834
2017-06-30,1986.074
2017-07-31,2028.347
2017-08-31,2038.329
2017-09-29,2078.52
2017-10-31,2128.702
2017-11-30,2190.428
2017-12-29,2214.655
2018-01-31,2345.906
2018-02-28,2261.63
2018-03-30,2196.999
2018-04-30,2207.797
2018-05-31,2263.212
2018-06-29,2277.954
2018-07-31,2364.155
2018-08-31,2444.727
2018-09-28,2460.327
2018-10-31,2297.533
2018-11-30,2341.668
2018-12-31,2133.433
2019-01-31,2300.435
2019-02-28,2374.155
2019-03-29,2421.649
2019-04-30,2519.257
2019-05-31,2358.582
2019-06-28,2524.199
2019-07-31,2564.351
2019-08-30,2524.853
2019-09-30,2567.333
2019-10-31,2627.046
2019-11-29,2726.505
2019-12-31,2811.675
2020-01-31,2819.025
2020-02-28,2592.515
2020-03-31,2289.85
2020-04-30,2586.723
2020-05-29,2711.124
2020-06-30,2773.068
2020-07-31,2935.691
2020-08-31,3175.927
2020-09-30,3049.003
2020-10-30,2954.265
2020-11-30,3283.759
2020-12-31,3413.983
2021-01-29,3379.369
2021-02-26,3449.95
2021-03-31,3588.558
2021-04-30,3783.806
2021-05-31,3799.586
2021-06-30,3913.777
2021-07-30,4013.993
2021-08-31,4131.401
2021-09-30,3932.305
2021-10-29,4209.637
2021-11-30,4177.885
2021-12-31,4343.019
2022-01-31,4109.238
2022-02-28,3974.792
2022-03-31,4124.408
2022-04-29,3743.799
2022-05-31,3734.231
2022-06-30,3434.762
2022-07-29,3752.727
2022-08-31,3598.576
2022-09-30,3268.276
2022-10-31,3525.953
2022-11-30,3712.986
2022-12-30,3489.132
2023-01-31,3709.21
2023-02-28,3624.489
2023-03-31,3787.162
2023-04-28,3847.77
2023-05-31,3888.914
2023-06-30,4139.4
2023-07-31,4279.696
2023-08-31,4218.319
2023-09-29,4023.342
2023-10-31,3946.745
2023-11-30,4313.589
2023-12-29,4496.849
2024-01-31,4588.241
2024-02-29,4831.903
2024-03-29,4975.101
2024-04-30,4778.745
2024-05-31,5023.934
2024-06-28,5235.275
2024-07-31,5274.209
2024-08-30,5402.175
2024-09-30,5515.358
2024-10-31,5474.973
2024-11-29,5798.231
2024-12-31,5691.889
2025-01-31,5853.528
2025-02-28,5771.646
2025-03-31,5424.997
2025-04-30,5406.634
2025-05-30,5763.527
2025-06-30,6070.211
2025-07-31,6212.328
2025-08-29,6335.467
2025-09-30,6597.76
