Date,USA LARGE CAP Large Cap
2003-04-02,568.199
2003-04-03,565.155
2003-04-04,567.157
2003-04-07,567.633
2003-04-08,567.057
2003-04-09,559.158
2003-04-10,562.35
2003-04-11,560.235
2003-04-14,571.233
2003-04-15,574.688
2003-04-16,568.053
2003-04-17,576.429
2003-04-18,576.429
2003-04-21,575.23
2003-04-22,587.617
2003-04-23,593.128
2003-04-24,587.878
2003-04-25,579.716
2003-04-28,589.901
2003-04-29,591.805
2003-04-30,591.308
2003-05-01,591.361
2003-05-02,599.936
2003-05-05,597.23
2003-05-06,601.984
2003-05-07,599.156
2003-05-08,592.977
2003-05-09,601.321
2003-05-12,608.826
2003-05-13,606.911
2003-05-14,605.025
2003-05-15,609.413
2003-05-16,607.432
2003-05-19,592.848
2003-05-20,592.118
2003-05-21,594.497
2003-05-22,599.668
2003-05-23,600.392
2003-05-26,600.392
2003-05-27,611.579
2003-05-28,612.778
2003-05-29,610.232
2003-05-30,618.47
2003-06-02,620.811
2003-06-03,624.386
2003-06-04,633.426
2003-06-05,635.5
2003-06-06,634.194
2003-06-09,627.035
2003-06-10,632.752
2003-06-11,640.617
2003-06-12,641.318
2003-06-13,635.606
2003-06-16,649.916
2003-06-17,651.184
2003-06-18,650.331
2003-06-19,640.527
2003-06-20,641.369
2003-06-23,632.673
2003-06-24,633.88
2003-06-25,628.252
2003-06-26,635.255
2003-06-27,628.902
2003-06-30,627.635
2003-07-01,632.898
2003-07-02,640.084
2003-07-03,634.739
2003-07-04,634.739
2003-07-07,646.814
2003-07-08,648.342
2003-07-09,644.739
2003-07-10,636.405
2003-07-11,642.673
2003-07-14,646.51
2003-07-15,644.236
2003-07-16,640.249
2003-07-17,632.303
2003-07-18,639.584
2003-07-21,629.98
2003-07-22,635.439
2003-07-23,635.995
2003-07-24,631.077
2003-07-25,642.313
2003-07-28,640.848
2003-07-29,636.373
2003-07-30,635.484
2003-07-31,637.21
2003-08-01,630.36
2003-08-04,632.485
2003-08-05,621.159
2003-08-06,622.584
2003-08-07,627.265
2003-08-08,629.446
2003-08-11,631.494
2003-08-12,637.516
2003-08-13,633.111
2003-08-14,637.058
2003-08-15,637.278
2003-08-18,642.817
2003-08-19,643.989
2003-08-20,642.162
2003-08-21,643.328
2003-08-22,636.95
2003-08-25,637.462
2003-08-26,639.523
2003-08-27,639.457
2003-08-28,642.913
2003-08-29,645.879
2003-09-01,645.879
2003-09-02,654.841
2003-09-03,657.733
2003-09-04,659.0
2003-09-05,655.011
2003-09-08,661.702
2003-09-09,656.643
2003-09-10,649.373
2003-09-11,652.76
2003-09-12,653.91
2003-09-15,651.184
2003-09-16,660.35
2003-09-17,658.291
2003-09-18,667.015
2003-09-19,664.68
2003-09-22,656.146
2003-09-23,659.876
2003-09-24,647.332
2003-09-25,643.739
2003-09-26,640.067
2003-09-29,646.12
2003-09-30,639.127
2003-10-01,653.587
2003-10-02,654.668
2003-10-03,660.08
2003-10-06,662.638
2003-10-07,665.749
2003-10-08,662.248
2003-10-09,665.295
2003-10-10,664.873
2003-10-13,669.147
2003-10-14,671.861
2003-10-15,670.273
2003-10-16,672.435
2003-10-17,665.966
2003-10-20,669.201
2003-10-21,670.089
2003-10-22,659.611
2003-10-23,661.942
2003-10-24,659.008
2003-10-27,659.918
2003-10-28,669.959
2003-10-29,670.423
2003-10-30,669.42
2003-10-31,671.994
2003-11-03,677.082
2003-11-04,673.258
2003-11-05,671.995
2003-11-06,675.748
2003-11-07,672.455
2003-11-10,669.225
2003-11-11,669.007
2003-11-12,676.776
2003-11-13,676.745
2003-11-14,672.346
2003-11-17,668.642
2003-11-18,662.972
2003-11-19,668.974
2003-11-20,663.085
2003-11-21,663.789
2003-11-24,673.711
2003-11-25,674.519
2003-11-26,677.055
2003-11-27,677.055
2003-11-28,676.638
2003-12-01,684.07
2003-12-02,682.151
2003-12-03,681.121
2003-12-04,684.609
2003-12-05,679.496
2003-12-08,684.384
2003-12-09,678.715
2003-12-10,678.697
2003-12-11,686.127
2003-12-12,687.889
2003-12-15,684.536
2003-12-16,689.348
2003-12-17,689.899
2003-12-18,697.548
2003-12-19,697.657
2003-12-22,700.038
2003-12-23,702.022
2003-12-24,700.776
2003-12-25,700.776
2003-12-26,701.814
2003-12-29,710.888
2003-12-30,710.99
2003-12-31,712.706
2004-01-01,712.706
2004-01-02,711.029
2004-01-05,719.991
2004-01-06,720.756
2004-01-07,722.851
2004-01-08,726.308
2004-01-09,719.498
2004-01-12,722.814
2004-01-13,719.001
2004-01-14,724.765
2004-01-15,725.588
2004-01-16,730.304
2004-01-19,730.304
2004-01-20,729.197
2004-01-21,735.38
2004-01-22,733.638
2004-01-23,731.963
2004-01-26,741.541
2004-01-27,733.88
2004-01-28,723.814
2004-01-29,727.786
2004-01-30,725.61
2004-02-02,728.464
2004-02-03,728.904
2004-02-04,723.384
2004-02-05,724.27
2004-02-06,732.702
2004-02-09,730.611
2004-02-10,734.37
2004-02-11,742.181
2004-02-12,738.21
2004-02-13,734.63
2004-02-16,734.63
2004-02-17,741.382
2004-02-18,738.175
2004-02-19,735.342
2004-02-20,733.762
2004-02-23,732.407
2004-02-24,731.259
2004-02-25,734.055
2004-02-26,734.568
2004-02-27,733.876
2004-03-01,740.395
2004-03-02,735.743
2004-03-03,737.147
2004-03-04,739.44
2004-03-05,740.751
2004-03-08,734.902
2004-03-09,731.154
2004-03-10,720.776
2004-03-11,709.743
2004-03-12,717.99
2004-03-15,707.809
2004-03-16,711.919
2004-03-17,719.57
2004-03-18,718.602
2004-03-19,710.23
2004-03-22,701.166
2004-03-23,700.042
2004-03-24,698.31
2004-03-25,709.591
2004-03-26,708.574
2004-03-29,717.929
2004-03-30,720.723
2004-03-31,719.985
2004-04-01,724.112
2004-04-02,729.963
2004-04-05,735.877
2004-04-06,734.424
2004-04-07,729.358
2004-04-08,728.735
2004-04-09,728.735
2004-04-12,732.942
2004-04-13,723.156
2004-04-14,722.686
2004-04-15,723.164
2004-04-16,726.448
2004-04-19,727.506
2004-04-20,716.075
2004-04-21,719.756
2004-04-22,729.012
2004-04-23,729.786
2004-04-26,727.136
2004-04-27,728.544
2004-04-28,718.947
2004-04-29,714.574
2004-04-30,710.58
2004-05-03,717.103
2004-05-04,718.424
2004-05-05,719.626
2004-05-06,715.064
2004-05-07,706.141
2004-05-10,698.775
2004-05-11,703.93
2004-05-12,705.379
2004-05-13,704.357
2004-05-14,703.824
2004-05-17,696.691
2004-05-18,701.33
2004-05-19,699.547
2004-05-20,700.278
2004-05-21,702.606
2004-05-24,702.875
2004-05-25,713.685
2004-05-26,714.908
2004-05-27,719.119
2004-05-28,718.106
2004-05-31,718.106
2004-06-01,718.818
2004-06-02,721.376
2004-06-03,716.201
2004-06-04,719.906
2004-06-07,731.06
2004-06-08,732.1
2004-06-09,725.547
2004-06-10,728.833
2004-06-11,728.6
2004-06-14,722.024
2004-06-15,725.985
2004-06-16,727.059
2004-06-17,726.112
2004-06-18,727.884
2004-06-21,724.355
2004-06-22,726.455
2004-06-23,732.487
2004-06-24,730.494
2004-06-25,725.067
2004-06-28,725.183
2004-06-29,727.251
2004-06-30,729.832
2004-07-01,722.685
2004-07-02,720.644
2004-07-05,720.644
2004-07-06,715.165
2004-07-07,716.615
2004-07-08,711.372
2004-07-09,713.576
2004-07-12,714.781
2004-07-13,715.337
2004-07-14,712.825
2004-07-15,709.102
2004-07-16,706.001
2004-07-19,705.48
2004-07-20,710.116
2004-07-21,700.996
2004-07-22,703.342
2004-07-23,696.321
2004-07-26,695.443
2004-07-27,702.097
2004-07-28,702.407
2004-07-29,705.387
2004-07-30,706.136
2004-08-02,709.44
2004-08-03,705.518
2004-08-04,704.748
2004-08-05,693.641
2004-08-06,683.403
2004-08-09,683.865
2004-08-10,692.623
2004-08-11,691.301
2004-08-12,683.246
2004-08-13,684.311
2004-08-16,693.092
2004-08-17,694.711
2004-08-18,703.335
2004-08-19,700.952
2004-08-20,705.43
2004-08-23,703.817
2004-08-24,704.028
2004-08-25,709.685
2004-08-26,709.643
2004-08-27,711.648
2004-08-30,706.18
2004-08-31,709.575
2004-09-01,710.519
2004-09-02,718.177
2004-09-03,715.113
2004-09-06,715.113
2004-09-07,719.802
2004-09-08,717.119
2004-09-09,718.299
2004-09-10,721.6
2004-09-13,722.614
2004-09-14,724.621
2004-09-15,719.663
2004-09-16,721.294
2004-09-17,724.623
2004-09-20,720.387
2004-09-21,724.591
2004-09-22,714.393
2004-09-23,710.874
2004-09-24,711.607
2004-09-27,707.541
2004-09-28,711.713
2004-09-29,714.904
2004-09-30,713.618
2004-10-01,724.274
2004-10-04,726.565
2004-10-05,726.292
2004-10-06,731.078
2004-10-07,723.827
2004-10-08,718.57
2004-10-11,720.26
2004-10-12,718.655
2004-10-13,713.734
2004-10-14,706.634
2004-10-15,709.666
2004-10-18,713.441
2004-10-19,706.538
2004-10-20,706.444
2004-10-21,707.3
2004-10-22,700.158
2004-10-25,698.953
2004-10-26,709.742
2004-10-27,718.823
2004-10-28,720.355
2004-10-29,721.633
2004-11-01,721.727
2004-11-02,721.679
2004-11-03,729.945
2004-11-04,741.363
2004-11-05,744.313
2004-11-08,743.624
2004-11-09,743.198
2004-11-10,742.156
2004-11-11,748.68
2004-11-12,755.272
2004-11-15,755.148
2004-11-16,750.065
2004-11-17,754.339
2004-11-18,755.128
2004-11-19,746.671
2004-11-22,750.164
2004-11-23,749.65
2004-11-24,752.187
2004-11-25,752.187
2004-11-26,752.718
2004-11-29,750.439
2004-11-30,747.34
2004-12-01,758.859
2004-12-02,758.778
2004-12-03,759.015
2004-12-06,758.421
2004-12-07,750.423
2004-12-08,754.42
2004-12-09,758.54
2004-12-10,757.616
2004-12-13,764.319
2004-12-14,767.017
2004-12-15,768.456
2004-12-16,767.317
2004-12-17,761.033
2004-12-20,761.446
2004-12-21,768.506
2004-12-22,771.655
2004-12-23,772.205
2004-12-24,772.205
2004-12-27,769.063
2004-12-28,774.276
2004-12-29,774.012
2004-12-30,773.989
2004-12-31,772.695
2005-01-03,767.077
2005-01-04,758.57
2005-01-05,756.505
2005-01-06,759.151
2005-01-07,758.46
2005-01-10,761.297
2005-01-11,756.499
2005-01-12,759.544
2005-01-13,752.431
2005-01-14,756.546
2005-01-17,756.546
2005-01-18,763.803
2005-01-19,756.512
2005-01-20,750.773
2005-01-21,746.064
2005-01-24,743.829
2005-01-25,746.958
2005-01-26,750.439
2005-01-27,750.174
2005-01-28,748.593
2005-01-31,754.323
2005-02-01,759.523
2005-02-02,761.646
2005-02-03,759.215
2005-02-04,767.364
2005-02-07,766.836
2005-02-08,767.175
2005-02-09,761.071
2005-02-10,764.187
2005-02-11,769.232
2005-02-14,770.111
2005-02-15,772.377
2005-02-16,772.332
2005-02-17,766.286
2005-02-18,766.914
2005-02-21,766.914
2005-02-22,756.084
2005-02-23,760.442
2005-02-24,766.264
2005-02-25,773.132
2005-02-28,768.028
2005-03-01,772.149
2005-03-02,772.192
2005-03-03,771.939
2005-03-04,778.948
2005-03-07,780.817
2005-03-08,777.403
2005-03-09,769.982
2005-03-10,771.707
2005-03-11,765.724
2005-03-14,770.157
2005-03-15,764.311
2005-03-16,758.042
2005-03-17,759.171
2005-03-18,759.258
2005-03-21,755.368
2005-03-22,747.511
2005-03-23,748.469
2005-03-24,747.518
2005-03-25,747.518
2005-03-28,749.58
2005-03-29,744.658
2005-03-30,754.788
2005-03-31,753.613
2005-04-01,748.216
2005-04-04,750.753
2005-04-05,754.435
2005-04-06,756.083
2005-04-07,760.768
2005-04-08,754.542
2005-04-11,754.466
2005-04-12,758.696
2005-04-13,750.427
2005-04-14,743.815
2005-04-15,732.742
2005-04-18,734.212
2005-04-19,737.887
2005-04-20,728.448
2005-04-21,742.698
2005-04-22,737.747
2005-04-25,743.623
2005-04-26,737.544
2005-04-27,741.009
2005-04-28,733.333
2005-04-29,742.31
2005-05-02,745.504
2005-05-03,745.146
2005-05-04,754.304
2005-05-05,752.248
2005-05-06,750.92
2005-05-09,755.38
2005-05-10,747.446
2005-05-11,750.91
2005-05-12,744.251
2005-05-13,741.186
2005-05-16,748.473
2005-05-17,753.561
2005-05-18,760.552
2005-05-19,764.407
2005-05-20,763.156
2005-05-23,765.861
2005-05-24,766.255
2005-05-25,763.934
2005-05-26,768.721
2005-05-27,769.376
2005-05-30,769.376
2005-05-31,764.152
2005-06-01,771.337
2005-06-02,772.609
2005-06-03,767.077
2005-06-06,768.01
2005-06-07,767.725
2005-06-08,765.974
2005-06-09,770.164
2005-06-10,768.323
2005-06-13,769.938
2005-06-14,771.365
2005-06-15,772.977
2005-06-16,775.681
2005-06-17,779.348
2005-06-20,779.339
2005-06-21,777.807
2005-06-22,777.855
2005-06-23,769.438
2005-06-24,763.881
2005-06-27,763.369
2005-06-28,769.774
2005-06-29,768.304
2005-06-30,762.53
2005-07-01,764.382
2005-07-04,764.382
2005-07-05,770.924
2005-07-06,764.619
2005-07-07,766.225
2005-07-08,775.093
2005-07-11,779.795
2005-07-12,781.68
2005-07-13,782.673
2005-07-14,785.049
2005-07-15,785.992
2005-07-18,781.044
2005-07-19,785.989
2005-07-20,789.173
2005-07-21,784.479
2005-07-22,788.069
2005-07-25,785.245
2005-07-26,786.409
2005-07-27,790.454
2005-07-28,794.587
2005-07-29,788.311
2005-08-01,789.156
2005-08-02,794.571
2005-08-03,795.311
2005-08-04,789.758
2005-08-05,784.238
2005-08-08,782.19
2005-08-09,787.87
2005-08-10,786.143
2005-08-11,791.81
2005-08-12,787.138
2005-08-15,789.244
2005-08-16,780.48
2005-08-17,781.159
2005-08-18,780.728
2005-08-19,781.021
2005-08-22,782.365
2005-08-23,779.783
2005-08-24,774.293
2005-08-25,775.767
2005-08-26,771.177
2005-08-29,775.968
2005-08-30,773.571
2005-08-31,780.758
2005-09-01,781.399
2005-09-02,779.534
2005-09-05,779.534
2005-09-06,789.278
2005-09-07,791.184
2005-09-08,788.508
2005-09-09,794.264
2005-09-12,793.583
2005-09-13,787.805
2005-09-14,785.1
2005-09-15,785.533
2005-09-16,792.464
2005-09-19,788.38
2005-09-20,782.654
2005-09-21,775.585
2005-09-22,778.537
2005-09-23,778.592
2005-09-26,778.534
2005-09-27,778.307
2005-09-28,778.934
2005-09-29,785.573
2005-09-30,785.876
2005-10-03,784.11
2005-10-04,776.742
2005-10-05,766.397
2005-10-06,764.033
2005-10-07,766.422
2005-10-10,761.833
2005-10-11,760.518
2005-10-12,756.416
2005-10-13,756.189
2005-10-14,762.093
2005-10-17,763.956
2005-10-18,756.788
2005-10-19,768.27
2005-10-20,756.712
2005-10-21,757.98
2005-10-24,770.323
2005-10-25,768.623
2005-10-26,765.453
2005-10-27,758.331
2005-10-28,770.564
2005-10-31,775.562
2005-11-01,772.922
2005-11-02,780.032
2005-11-03,784.006
2005-11-04,784.446
2005-11-07,786.53
2005-11-08,784.629
2005-11-09,785.563
2005-11-10,792.396
