Date,SINGAPORE MID CAP Mid Cap
2013-02-28,1730.769
2013-03-29,1722.214
2013-04-30,1784.572
2013-05-31,1644.333
2013-06-28,1586.719
2013-07-31,1643.357
2013-08-30,1550.733
2013-09-30,1648.248
2013-10-31,1735.87
2013-11-29,1688.857
2013-12-31,1658.953
2014-01-31,1572.41
2014-02-28,1643.43
2014-03-31,1721.14
2014-04-30,1810.839
2014-05-30,1875.657
2014-06-30,1873.343
2014-07-31,1900.874
2014-08-29,1884.857
2014-09-30,1814.116
2014-10-31,1793.64
2014-11-28,1789.012
2014-12-31,1775.839
2015-01-30,1774.264
2015-02-27,1778.407
2015-03-31,1767.155
2015-04-30,1853.169
2015-05-29,1781.504
2015-06-30,1728.769
2015-07-31,1604.924
2015-08-31,1467.24
2015-09-30,1433.122
2015-10-30,1546.152
2015-11-30,1470.172
2015-12-31,1460.356
2016-01-29,1362.536
2016-02-29,1444.981
2016-03-31,1583.093
2016-04-29,1574.297
2016-05-31,1482.499
2016-06-30,1538.227
2016-07-29,1545.899
2016-08-31,1497.082
2016-09-30,1518.83
2016-10-31,1453.266
2016-11-30,1449.815
2016-12-30,1428.883
2017-01-31,1541.361
2017-02-28,1593.736
2017-03-31,1639.908
2017-04-28,1662.312
2017-05-31,1680.989
2017-06-30,1689.0
2017-07-31,1763.194
2017-08-31,1762.166
2017-09-29,1716.994
2017-10-31,1810.726
2017-11-30,1835.18
2017-12-29,1849.345
2018-01-31,1989.071
2018-02-28,1864.282
2018-03-30,1842.143
2018-04-30,1895.712
2018-05-31,1787.673
2018-06-29,1673.749
2018-07-31,1698.519
2018-08-31,1677.777
2018-09-28,1733.159
2018-10-31,1593.326
2018-11-30,1612.837
2018-12-31,1598.598
2019-01-31,1743.439
2019-02-28,1767.054
2019-03-29,1777.175
2019-04-30,1829.808
2019-05-31,1728.022
2019-06-28,1904.156
2019-07-31,1850.554
2019-08-30,1749.715
2019-09-30,1760.528
2019-10-31,1856.82
2019-11-29,1833.791
2019-12-31,1877.6
2020-01-31,1820.946
2020-02-28,1677.961
2020-03-31,1389.474
2020-04-30,1512.349
2020-05-29,1464.259
2020-06-30,1487.294
2020-07-31,1513.972
2020-08-31,1522.036
2020-09-30,1504.08
2020-10-30,1421.007
2020-11-30,1607.197
2020-12-31,1684.654
2021-01-29,1665.383
2021-02-26,1662.44
2021-03-31,1747.052
2021-04-30,1766.837
2021-05-31,1747.198
2021-06-30,1737.501
2021-07-30,1778.356
2021-08-31,1718.285
2021-09-30,1725.833
2021-10-29,1788.013
2021-11-30,1687.96
2021-12-31,1727.993
2022-01-31,1689.3
2022-02-28,1742.812
2022-03-31,1858.469
2022-04-29,1859.445
2022-05-31,1842.373
2022-06-30,1772.481
2022-07-29,1848.967
2022-08-31,1797.106
2022-09-30,1663.715
2022-10-31,1621.03
2022-11-30,1825.988
2022-12-30,1854.021
2023-01-31,1995.695
2023-02-28,1896.922
2023-03-31,1968.228
2023-04-28,2011.8
2023-05-31,1931.5
2023-06-30,1955.39
2023-07-31,2086.812
2023-08-31,1986.109
2023-09-29,1912.107
2023-10-31,1786.572
2023-11-30,1907.939
2023-12-29,2071.785
2024-01-31,1968.443
2024-02-29,1899.73
2024-03-29,1881.541
2024-04-30,1886.213
2024-05-31,1913.275
2024-06-28,1888.761
2024-07-31,1940.904
2024-08-30,2015.492
2024-09-30,2191.756
2024-10-31,2060.434
2024-11-29,2092.083
2024-12-31,2081.537
2025-01-31,2078.4
2025-02-28,2149.029
2025-03-31,2222.857
2025-04-30,2332.641
2025-05-30,2374.558
2025-06-30,2471.414
2025-07-31,2566.648
2025-08-29,2592.626
2025-09-30,2712.101
2025-10-31,2778.537
2025-11-28,2729.586
