Date,ITALY SMALL CAP Small Cap
2002-01-29,74.9
2002-01-30,74.527
2002-01-31,75.482
2002-02-01,75.323
2002-02-04,75.916
2002-02-05,75.137
2002-02-06,73.979
2002-02-07,74.473
2002-02-08,74.949
2002-02-11,75.383
2002-02-12,74.842
2002-02-13,74.889
2002-02-14,74.957
2002-02-15,75.246
2002-02-18,74.681
2002-02-19,73.727
2002-02-20,72.95
2002-02-21,73.438
2002-02-22,73.934
2002-02-25,73.665
2002-02-26,73.9
2002-02-27,74.677
2002-02-28,75.323
2002-03-01,75.873
2002-03-04,77.504
2002-03-05,77.217
2002-03-06,78.546
2002-03-07,79.502
2002-03-08,79.395
2002-03-11,79.635
2002-03-12,78.878
2002-03-13,80.408
2002-03-14,81.595
2002-03-15,81.774
2002-03-18,81.769
2002-03-19,82.712
2002-03-20,81.95
2002-03-21,81.633
2002-03-22,81.993
2002-03-25,81.961
2002-03-26,81.701
2002-03-27,81.592
2002-03-28,82.31
2002-03-29,82.31
2002-04-01,82.985
2002-04-02,82.528
2002-04-03,82.127
2002-04-04,81.854
2002-04-05,81.868
2002-04-08,80.544
2002-04-09,81.531
2002-04-10,82.346
2002-04-11,82.946
2002-04-12,83.585
2002-04-15,84.31
2002-04-16,85.359
2002-04-17,85.828
2002-04-18,85.825
2002-04-19,86.212
2002-04-22,86.143
2002-04-23,86.003
2002-04-24,87.181
2002-04-25,87.109
2002-04-26,87.276
2002-04-29,86.934
2002-04-30,86.853
2002-05-01,87.345
2002-05-02,85.547
2002-05-03,86.736
2002-05-06,87.214
2002-05-07,85.967
2002-05-08,86.719
2002-05-09,86.535
2002-05-10,86.245
2002-05-13,86.498
2002-05-14,86.011
2002-05-15,86.315
2002-05-16,86.846
2002-05-17,88.377
2002-05-20,88.56
2002-05-21,89.095
2002-05-22,88.619
2002-05-23,87.081
2002-05-24,86.785
2002-05-27,86.738
2002-05-28,87.511
2002-05-29,87.954
2002-05-30,87.541
2002-05-31,86.95
2002-06-03,86.409
2002-06-04,84.918
2002-06-05,85.088
2002-06-06,85.133
2002-06-07,84.507
2002-06-10,84.082
2002-06-11,85.228
2002-06-12,84.759
2002-06-13,84.035
2002-06-14,82.214
2002-06-17,82.893
2002-06-18,83.155
2002-06-19,82.856
2002-06-20,82.49
2002-06-21,82.811
2002-06-24,81.136
2002-06-25,81.141
2002-06-26,80.95
2002-06-27,81.798
2002-06-28,83.317
2002-07-01,83.475
2002-07-02,82.17
2002-07-03,80.463
2002-07-04,79.92
2002-07-05,80.874
2002-07-08,81.925
2002-07-09,82.916
2002-07-10,81.766
2002-07-11,81.169
2002-07-12,80.072
2002-07-15,79.975
2002-07-16,79.896
2002-07-17,80.613
2002-07-18,81.27
2002-07-19,80.701
2002-07-22,78.223
2002-07-23,75.911
2002-07-24,74.761
2002-07-25,75.295
2002-07-26,74.566
2002-07-29,76.031
2002-07-30,76.934
2002-07-31,77.461
2002-08-01,77.013
2002-08-02,76.492
2002-08-05,75.553
2002-08-06,74.729
2002-08-07,75.209
2002-08-08,76.086
2002-08-09,76.739
2002-08-12,76.537
2002-08-13,76.773
2002-08-14,76.633
2002-08-15,76.062
2002-08-16,77.595
2002-08-19,78.878
2002-08-20,79.143
2002-08-21,80.091
2002-08-22,80.253
2002-08-23,80.052
2002-08-26,80.719
2002-08-27,82.44
2002-08-28,81.124
2002-08-29,80.01
2002-08-30,80.208
2002-09-02,80.258
2002-09-03,78.952
2002-09-04,78.448
2002-09-05,77.518
2002-09-06,78.322
2002-09-09,77.525
2002-09-10,78.312
2002-09-11,78.384
2002-09-12,77.684
2002-09-13,77.083
2002-09-16,76.177
2002-09-17,75.627
2002-09-18,74.521
2002-09-19,74.029
2002-09-20,73.274
2002-09-23,70.735
2002-09-24,68.665
2002-09-25,69.49
2002-09-26,70.242
2002-09-27,69.946
2002-09-30,68.321
2002-10-01,68.174
2002-10-02,68.72
2002-10-03,68.777
2002-10-04,67.216
2002-10-07,67.292
2002-10-08,67.325
2002-10-09,66.023
2002-10-10,66.275
2002-10-11,68.49
2002-10-14,68.187
2002-10-15,70.099
2002-10-16,70.323
2002-10-17,71.565
2002-10-18,71.98
2002-10-21,72.085
2002-10-22,72.195
2002-10-23,70.404
2002-10-24,70.961
2002-10-25,71.119
2002-10-28,71.915
2002-10-29,70.637
2002-10-30,71.292
2002-10-31,72.625
2002-11-01,72.937
2002-11-04,74.654
2002-11-05,75.461
2002-11-06,74.494
2002-11-07,73.343
2002-11-08,72.863
2002-11-11,71.74
2002-11-12,72.735
2002-11-13,72.414
2002-11-14,73.24
2002-11-15,73.71
2002-11-18,74.263
2002-11-19,74.332
2002-11-20,73.578
2002-11-21,74.407
2002-11-22,74.718
2002-11-25,75.154
2002-11-26,75.207
2002-11-27,76.154
2002-11-28,77.549
2002-11-29,76.779
2002-12-02,76.852
2002-12-03,75.684
2002-12-04,76.22
2002-12-05,75.168
2002-12-06,74.866
2002-12-09,73.613
2002-12-10,73.749
2002-12-11,74.739
2002-12-12,74.729
2002-12-13,74.167
2002-12-16,75.326
2002-12-17,76.114
2002-12-18,74.953
2002-12-19,73.829
2002-12-20,74.408
2002-12-23,74.297
2002-12-24,74.605
2002-12-25,74.605
2002-12-26,74.793
2002-12-27,74.847
2002-12-30,75.374
2002-12-31,75.669
2003-01-01,75.669
2003-01-02,75.787
2003-01-03,76.824
2003-01-06,77.823
2003-01-07,76.337
2003-01-08,75.279
2003-01-09,76.624
2003-01-10,77.174
2003-01-13,77.226
2003-01-14,77.821
2003-01-15,77.12
2003-01-16,76.906
2003-01-17,75.812
2003-01-20,75.53
2003-01-21,75.105
2003-01-22,74.3
2003-01-23,74.621
2003-01-24,74.595
2003-01-27,73.582
2003-01-28,72.935
2003-01-29,73.04
2003-01-30,72.985
2003-01-31,73.03
2003-02-03,74.39
2003-02-04,74.109
2003-02-05,74.278
2003-02-06,73.622
2003-02-07,73.75
2003-02-10,72.554
2003-02-11,73.013
2003-02-12,72.44
2003-02-13,72.918
2003-02-14,73.148
2003-02-17,73.627
2003-02-18,73.85
2003-02-19,73.935
2003-02-20,74.104
2003-02-21,74.457
2003-02-24,73.876
2003-02-25,72.406
2003-02-26,72.768
2003-02-27,72.73
2003-02-28,73.937
2003-03-03,74.905
2003-03-04,74.194
2003-03-05,74.195
2003-03-06,73.414
2003-03-07,72.633
2003-03-10,71.772
2003-03-11,71.79
2003-03-12,70.404
2003-03-13,71.024
2003-03-14,71.963
2003-03-17,71.819
2003-03-18,71.947
2003-03-19,72.739
2003-03-20,71.977
2003-03-21,73.02
2003-03-24,72.44
2003-03-25,72.803
2003-03-26,73.076
2003-03-27,72.733
2003-03-28,72.968
2003-03-31,73.016
2003-04-01,73.297
2003-04-02,73.855
2003-04-03,74.445
2003-04-04,74.803
2003-04-07,75.832
2003-04-08,76.295
2003-04-09,76.366
2003-04-10,77.384
2003-04-11,77.182
2003-04-14,77.78
2003-04-15,78.702
2003-04-16,79.006
2003-04-17,79.731
2003-04-18,79.731
2003-04-21,79.388
2003-04-22,80.134
2003-04-23,80.964
2003-04-24,81.231
2003-04-25,80.787
2003-04-28,81.536
2003-04-29,82.007
2003-04-30,83.315
2003-05-01,84.08
2003-05-02,83.88
2003-05-05,85.019
2003-05-06,85.95
2003-05-07,86.256
2003-05-08,86.102
2003-05-09,85.931
2003-05-12,86.437
2003-05-13,86.525
2003-05-14,86.671
2003-05-15,86.499
2003-05-16,87.187
2003-05-19,86.623
2003-05-20,86.519
2003-05-21,85.38
2003-05-22,86.606
2003-05-23,87.345
2003-05-26,87.954
2003-05-27,88.521
2003-05-28,88.577
2003-05-29,89.798
2003-05-30,89.769
2003-06-02,91.075
2003-06-03,90.173
2003-06-04,90.353
2003-06-05,91.611
2003-06-06,91.941
2003-06-09,91.347
2003-06-10,91.023
2003-06-11,92.738
2003-06-12,92.63
2003-06-13,92.64
2003-06-16,93.9
2003-06-17,94.116
2003-06-18,93.295
2003-06-19,92.625
2003-06-20,92.521
2003-06-23,91.418
2003-06-24,91.005
2003-06-25,91.772
2003-06-26,90.306
2003-06-27,90.497
2003-06-30,90.065
2003-07-01,89.833
2003-07-02,90.531
2003-07-03,90.777
2003-07-04,90.387
2003-07-07,90.528
2003-07-08,90.854
2003-07-09,91.249
2003-07-10,90.843
2003-07-11,90.598
2003-07-14,91.238
2003-07-15,90.93
2003-07-16,91.414
2003-07-17,90.736
2003-07-18,91.588
2003-07-21,91.888
2003-07-22,92.224
2003-07-23,92.473
2003-07-24,93.618
2003-07-25,93.694
2003-07-28,93.937
2003-07-29,93.586
2003-07-30,93.124
2003-07-31,92.243
2003-08-01,92.036
2003-08-04,92.841
2003-08-05,92.766
2003-08-06,92.235
2003-08-07,92.371
2003-08-08,92.061
2003-08-11,91.959
2003-08-12,92.378
2003-08-13,92.576
2003-08-14,92.785
2003-08-15,92.719
2003-08-18,92.944
2003-08-19,93.271
2003-08-20,93.43
2003-08-21,93.692
2003-08-22,92.981
2003-08-25,92.59
2003-08-26,92.671
2003-08-27,93.487
2003-08-28,94.031
2003-08-29,94.542
2003-09-01,95.511
2003-09-02,94.872
2003-09-03,96.245
2003-09-04,96.45
2003-09-05,97.788
2003-09-08,98.675
2003-09-09,98.44
2003-09-10,97.994
2003-09-11,98.408
2003-09-12,99.865
2003-09-15,100.173
2003-09-16,100.032
2003-09-17,100.624
2003-09-18,101.118
2003-09-19,102.274
2003-09-22,101.706
2003-09-23,102.11
2003-09-24,102.088
2003-09-25,102.284
2003-09-26,101.222
2003-09-29,101.776
2003-09-30,101.382
2003-10-01,102.798
2003-10-02,103.224
2003-10-03,103.924
2003-10-06,104.566
2003-10-07,105.038
2003-10-08,105.867
2003-10-09,105.852
2003-10-10,106.67
2003-10-13,106.74
2003-10-14,106.573
2003-10-15,106.759
2003-10-16,106.797
2003-10-17,105.953
2003-10-20,106.301
2003-10-21,107.148
2003-10-22,107.113
2003-10-23,106.858
2003-10-24,107.545
2003-10-27,108.034
2003-10-28,107.845
2003-10-29,108.24
2003-10-30,107.832
2003-10-31,107.867
2003-11-03,107.394
2003-11-04,107.361
2003-11-05,107.025
2003-11-06,106.969
2003-11-07,108.314
2003-11-10,108.788
2003-11-11,107.937
2003-11-12,109.478
2003-11-13,110.476
2003-11-14,110.641
2003-11-17,109.353
2003-11-18,111.048
2003-11-19,111.562
2003-11-20,110.689
2003-11-21,111.051
2003-11-24,111.226
2003-11-25,112.34
2003-11-26,113.655
2003-11-27,116.059
2003-11-28,117.716
2003-12-01,119.012
2003-12-02,120.597
2003-12-03,121.39
2003-12-04,122.512
2003-12-05,122.461
2003-12-08,122.69
2003-12-09,121.14
2003-12-10,120.09
2003-12-11,119.654
2003-12-12,119.695
2003-12-15,121.956
2003-12-16,122.235
2003-12-17,122.654
2003-12-18,122.177
2003-12-19,119.787
2003-12-22,117.484
2003-12-23,117.102
2003-12-24,117.432
2003-12-25,117.432
2003-12-26,117.385
2003-12-29,118.95
2003-12-30,120.701
2003-12-31,121.501
2004-01-01,121.501
2004-01-02,121.886
2004-01-05,123.19
2004-01-06,124.53
2004-01-07,121.6
2004-01-08,121.56
2004-01-09,122.875
2004-01-12,121.861
2004-01-13,121.342
2004-01-14,121.463
2004-01-15,121.16
2004-01-16,118.94
2004-01-19,120.004
2004-01-20,121.579
2004-01-21,121.373
2004-01-22,121.38
2004-01-23,121.8
2004-01-26,120.198
2004-01-27,121.859
2004-01-28,121.244
2004-01-29,118.909
2004-01-30,119.063
2004-02-02,118.897
2004-02-03,119.196
2004-02-04,118.84
2004-02-05,118.749
2004-02-06,120.442
2004-02-09,120.754
2004-02-10,121.364
2004-02-11,120.401
2004-02-12,121.276
2004-02-13,120.326
2004-02-16,120.606
2004-02-17,121.237
2004-02-18,121.869
2004-02-19,120.492
2004-02-20,118.936
2004-02-23,119.158
2004-02-24,119.494
2004-02-25,118.693
2004-02-26,116.932
2004-02-27,117.979
2004-03-01,118.325
2004-03-02,117.529
2004-03-03,116.664
2004-03-04,116.944
2004-03-05,119.47
2004-03-08,119.207
2004-03-09,119.169
2004-03-10,117.292
2004-03-11,115.261
2004-03-12,114.857
2004-03-15,112.626
2004-03-16,114.01
2004-03-17,113.067
2004-03-18,113.751
2004-03-19,112.534
2004-03-22,111.015
2004-03-23,110.817
2004-03-24,109.851
2004-03-25,111.06
2004-03-26,110.328
2004-03-29,111.954
2004-03-30,111.77
2004-03-31,113.157
2004-04-01,114.34
2004-04-02,113.245
2004-04-05,112.368
2004-04-06,112.529
2004-04-07,114.027
2004-04-08,114.11
2004-04-09,114.11
2004-04-12,113.79
2004-04-13,112.818
2004-04-14,112.407
2004-04-15,112.868
2004-04-16,113.817
2004-04-19,113.994
2004-04-20,114.011
2004-04-21,113.349
2004-04-22,113.57
2004-04-23,113.624
2004-04-26,114.608
2004-04-27,115.448
2004-04-28,113.864
2004-04-29,114.183
2004-04-30,114.29
2004-05-03,114.941
2004-05-04,115.855
2004-05-05,116.339
2004-05-06,113.596
2004-05-07,111.239
2004-05-10,108.929
2004-05-11,109.588
2004-05-12,109.183
2004-05-13,109.556
2004-05-14,109.702
2004-05-17,109.358
2004-05-18,109.675
2004-05-19,112.547
2004-05-20,111.345
2004-05-21,112.185
2004-05-24,113.066
2004-05-25,114.128
2004-05-26,115.704
2004-05-27,117.615
2004-05-28,117.274
2004-05-31,116.747
2004-06-01,117.025
2004-06-02,118.488
2004-06-03,117.766
2004-06-04,118.131
2004-06-07,119.145
2004-06-08,118.712
2004-06-09,116.805
2004-06-10,116.845
2004-06-11,116.301
2004-06-14,116.927
2004-06-15,117.28
2004-06-16,117.115
2004-06-17,117.106
2004-06-18,118.048
2004-06-21,118.617
2004-06-22,119.455
2004-06-23,119.759
2004-06-24,120.959
2004-06-25,121.03
2004-06-28,122.127
2004-06-29,121.604
2004-06-30,122.908
2004-07-01,122.853
2004-07-02,124.239
2004-07-05,123.399
2004-07-06,122.961
2004-07-07,124.295
2004-07-08,124.956
2004-07-09,124.658
2004-07-12,124.734
2004-07-13,123.982
2004-07-14,124.509
2004-07-15,124.011
2004-07-16,125.107
2004-07-19,124.706
2004-07-20,123.81
2004-07-21,122.679
2004-07-22,122.38
2004-07-23,121.157
2004-07-26,121.411
2004-07-27,120.61
2004-07-28,120.328
2004-07-29,121.359
2004-07-30,121.503
2004-08-02,121.494
2004-08-03,122.01
2004-08-04,121.302
2004-08-05,121.875
2004-08-06,122.669
2004-08-09,121.228
2004-08-10,122.007
2004-08-11,120.298
2004-08-12,121.192
2004-08-13,122.317
2004-08-16,122.682
2004-08-17,123.1
2004-08-18,122.758
2004-08-19,123.817
2004-08-20,123.434
2004-08-23,123.249
2004-08-24,123.268
2004-08-25,122.838
2004-08-26,122.8
2004-08-27,121.929
2004-08-30,122.162
2004-08-31,123.179
2004-09-01,123.586
2004-09-02,124.048
2004-09-03,122.973
2004-09-06,123.063
2004-09-07,122.774
2004-09-08,123.758
2004-09-09,123.958
2004-09-10,126.069
2004-09-13,125.905
2004-09-14,126.048
2004-09-15,125.506
2004-09-16,126.021
2004-09-17,126.655
2004-09-20,126.435
2004-09-21,128.465
2004-09-22,127.949
2004-09-23,128.764
2004-09-24,128.743
2004-09-27,128.854
2004-09-28,129.535
2004-09-29,130.473
2004-09-30,131.488
2004-10-01,132.524
2004-10-04,131.669
2004-10-05,132.01
2004-10-06,132.01
2004-10-07,131.974
2004-10-08,133.312
2004-10-11,132.989
2004-10-12,131.776
2004-10-13,131.796
2004-10-14,133.091
2004-10-15,133.532
2004-10-18,134.049
2004-10-19,133.917
2004-10-20,134.272
2004-10-21,134.73
2004-10-22,135.031
2004-10-25,136.016
2004-10-26,136.384
2004-10-27,137.566
2004-10-28,137.377
2004-10-29,137.863
2004-11-01,138.785
2004-11-02,138.537
2004-11-03,140.018
2004-11-04,140.957
2004-11-05,141.832
2004-11-08,140.769
2004-11-09,140.199
2004-11-10,140.451
2004-11-11,140.814
2004-11-12,141.543
2004-11-15,141.164
2004-11-16,141.243
2004-11-17,142.533
2004-11-18,142.37
2004-11-19,143.28
2004-11-22,143.117
2004-11-23,144.132
2004-11-24,143.005
2004-11-25,144.448
2004-11-26,145.475
2004-11-29,146.541
2004-11-30,146.735
2004-12-01,147.827
2004-12-02,147.699
2004-12-03,149.363
2004-12-06,150.192
2004-12-07,151.932
2004-12-08,150.214
2004-12-09,149.12
2004-12-10,149.521
2004-12-13,151.465
2004-12-14,152.202
2004-12-15,154.144
2004-12-16,153.172
2004-12-17,152.831
2004-12-20,155.675
2004-12-21,155.731
2004-12-22,156.43
2004-12-23,158.096
2004-12-24,158.506
2004-12-27,159.821
2004-12-28,160.112
2004-12-29,159.839
2004-12-30,160.46
2004-12-31,160.018
2005-01-03,159.562
2005-01-04,158.36
2005-01-05,157.891
2005-01-06,156.581
2005-01-07,157.324
2005-01-10,157.204
2005-01-11,155.892
2005-01-12,157.861
2005-01-13,157.929
2005-01-14,157.329
2005-01-17,157.661
2005-01-18,157.359
2005-01-19,157.859
2005-01-20,156.866
2005-01-21,157.74
2005-01-24,157.761
2005-01-25,158.339
2005-01-26,160.201
2005-01-27,158.953
2005-01-28,158.446
2005-01-31,160.589
2005-02-01,160.922
2005-02-02,162.734
2005-02-03,162.329
2005-02-04,163.241
2005-02-07,163.521
2005-02-08,163.124
2005-02-09,162.902
2005-02-10,164.264
2005-02-11,165.422
2005-02-14,167.139
2005-02-15,167.613
2005-02-16,167.447
2005-02-17,169.677
2005-02-18,168.653
2005-02-21,164.309
2005-02-22,163.782
2005-02-23,163.045
2005-02-24,164.287
2005-02-25,165.563
2005-02-28,167.685
2005-03-01,167.851
2005-03-02,165.56
2005-03-03,165.317
2005-03-04,168.648
2005-03-07,168.631
2005-03-08,168.819
2005-03-09,168.604
2005-03-10,168.17
2005-03-11,169.378
2005-03-14,167.075
2005-03-15,167.889
2005-03-16,167.355
2005-03-17,165.847
2005-03-18,166.969
2005-03-21,165.752
2005-03-22,166.008
2005-03-23,162.326
2005-03-24,162.762
2005-03-25,162.762
2005-03-28,161.62
2005-03-29,162.057
2005-03-30,162.309
2005-03-31,163.774
2005-04-01,163.319
2005-04-04,162.875
2005-04-05,165.054
2005-04-06,166.793
2005-04-07,168.194
2005-04-08,167.823
2005-04-11,169.649
2005-04-12,168.096
2005-04-13,168.726
2005-04-14,167.33
2005-04-15,164.791
2005-04-18,163.847
2005-04-19,163.932
2005-04-20,163.976
2005-04-21,165.304
2005-04-22,166.031
2005-04-25,166.727
2005-04-26,166.35
2005-04-27,163.404
2005-04-28,162.314
2005-04-29,163.884
2005-05-02,162.657
2005-05-03,163.099
2005-05-04,164.442
2005-05-05,165.423
2005-05-06,163.455
2005-05-09,165.928
2005-05-10,166.584
2005-05-11,166.422
2005-05-12,166.811
2005-05-13,165.598
2005-05-16,164.448
2005-05-17,163.356
2005-05-18,164.723
2005-05-19,165.025
2005-05-20,163.862
2005-05-23,165.554
2005-05-24,165.926
2005-05-25,167.201
2005-05-26,167.364
2005-05-27,167.143
2005-05-30,166.523
2005-05-31,165.071
2005-06-01,165.052
2005-06-02,166.628
2005-06-03,166.194
2005-06-06,166.036
2005-06-07,166.698
2005-06-08,168.209
2005-06-09,166.423
2005-06-10,165.979
2005-06-13,165.447
2005-06-14,165.882
2005-06-15,166.926
2005-06-16,167.044
2005-06-17,169.452
2005-06-20,168.556
2005-06-21,169.514
2005-06-22,168.116
2005-06-23,168.011
2005-06-24,168.344
2005-06-27,168.907
2005-06-28,168.498
2005-06-29,168.843
2005-06-30,170.201
2005-07-01,169.65
2005-07-04,169.739
2005-07-05,169.353
2005-07-06,170.769
2005-07-07,168.737
2005-07-08,171.848
2005-07-11,174.869
2005-07-12,176.935
2005-07-13,177.084
2005-07-14,178.035
2005-07-15,176.243
2005-07-18,175.404
2005-07-19,175.818
2005-07-20,176.277
2005-07-21,177.509
2005-07-22,178.889
2005-07-25,178.214
2005-07-26,178.896
2005-07-27,181.204
2005-07-28,181.77
2005-07-29,183.173
2005-08-01,184.006
2005-08-02,185.593
2005-08-03,187.184
2005-08-04,187.207
2005-08-05,187.233
2005-08-08,188.946
2005-08-09,189.725
2005-08-10,191.051
2005-08-11,191.527
2005-08-12,190.688
2005-08-15,189.668
2005-08-16,189.435
2005-08-17,187.327
2005-08-18,185.023
2005-08-19,185.813
2005-08-22,188.682
2005-08-23,187.358
2005-08-24,187.213
2005-08-25,187.121
2005-08-26,186.101
2005-08-29,185.445
2005-08-30,185.355
2005-08-31,188.141
2005-09-01,191.993
2005-09-02,192.869
2005-09-05,194.8
2005-09-06,194.896
2005-09-07,193.356
2005-09-08,193.843
2005-09-09,195.453
2005-09-12,194.699
2005-09-13,192.555
2005-09-14,193.695
2005-09-15,192.698
2005-09-16,194.829
2005-09-19,193.636
2005-09-20,194.655
2005-09-21,195.028
2005-09-22,192.562
2005-09-23,191.267
2005-09-26,191.736
2005-09-27,191.159
2005-09-28,191.46
2005-09-29,190.693
2005-09-30,191.939
2005-10-03,189.352
2005-10-04,188.952
2005-10-05,187.521
2005-10-06,188.628
2005-10-07,188.013
2005-10-10,187.207
2005-10-11,186.54
2005-10-12,185.344
2005-10-13,180.143
2005-10-14,182.437
2005-10-17,182.397
2005-10-18,180.268
2005-10-19,176.091
2005-10-20,176.267
2005-10-21,175.102
2005-10-24,178.033
2005-10-25,179.609
2005-10-26,178.809
2005-10-27,176.367
2005-10-28,175.046
2005-10-31,176.088
2005-11-01,176.44
2005-11-02,177.835
2005-11-03,179.137
2005-11-04,176.523
2005-11-07,176.703
2005-11-08,175.96
2005-11-09,175.975
2005-11-10,174.843
