Date,WORLD ex USA LARGE GROWTH Large Cap
2002-10-24,411.915
2002-10-25,414.325
2002-10-28,420.024
2002-10-29,408.785
2002-10-30,415.784
2002-10-31,420.654
2002-11-01,418.375
2002-11-04,428.722
2002-11-05,433.926
2002-11-06,430.236
2002-11-07,427.342
2002-11-08,423.179
2002-11-11,417.543
2002-11-12,423.021
2002-11-13,420.152
2002-11-14,425.345
2002-11-15,430.433
2002-11-18,430.947
2002-11-19,429.218
2002-11-20,428.234
2002-11-21,439.624
2002-11-22,440.203
2002-11-25,437.516
2002-11-26,430.793
2002-11-27,436.397
2002-11-28,441.679
2002-11-29,439.111
2002-12-02,438.431
2002-12-03,432.312
2002-12-04,430.641
2002-12-05,425.573
2002-12-06,427.524
2002-12-09,420.906
2002-12-10,422.089
2002-12-11,423.896
2002-12-12,422.141
2002-12-13,420.445
2002-12-16,426.029
2002-12-17,425.707
2002-12-18,417.263
2002-12-19,417.359
2002-12-20,419.619
2002-12-23,421.014
2002-12-24,423.163
2002-12-25,422.867
2002-12-26,424.751
2002-12-27,416.669
2002-12-30,420.964
2002-12-31,424.466
2003-01-01,424.466
2003-01-02,428.619
2003-01-03,433.545
2003-01-06,438.828
2003-01-07,433.969
2003-01-08,427.376
2003-01-09,432.225
2003-01-10,433.915
2003-01-13,434.583
2003-01-14,439.423
2003-01-15,435.286
2003-01-16,433.226
2003-01-17,428.959
2003-01-20,423.803
2003-01-21,422.545
2003-01-22,417.041
2003-01-23,418.354
2003-01-24,415.151
2003-01-27,402.523
2003-01-28,401.297
2003-01-29,404.437
2003-01-30,407.396
2003-01-31,405.92
2003-02-03,410.671
2003-02-04,405.788
2003-02-05,409.6
2003-02-06,402.131
2003-02-07,399.021
2003-02-10,395.492
2003-02-11,400.8
2003-02-12,397.733
2003-02-13,397.634
2003-02-14,402.439
2003-02-17,407.291
2003-02-18,408.677
2003-02-19,403.113
2003-02-20,403.919
2003-02-21,405.025
2003-02-24,402.783
2003-02-25,392.953
2003-02-26,393.384
2003-02-27,393.17
2003-02-28,398.082
2003-03-03,402.746
2003-03-04,397.069
2003-03-05,395.695
2003-03-06,392.686
2003-03-07,387.031
2003-03-10,379.53
2003-03-11,376.849
2003-03-12,370.756
2003-03-13,379.712
2003-03-14,390.306
2003-03-17,396.909
2003-03-18,397.398
2003-03-19,401.468
2003-03-20,403.424
2003-03-21,409.848
2003-03-24,402.667
2003-03-25,404.86
2003-03-26,405.764
2003-03-27,402.929
2003-03-28,401.38
2003-03-31,392.909
2003-04-01,396.164
2003-04-02,403.602
2003-04-03,404.435
2003-04-04,407.335
2003-04-07,416.264
2003-04-08,412.994
2003-04-09,412.91
2003-04-10,408.861
2003-04-11,406.788
2003-04-14,410.085
2003-04-15,416.957
2003-04-16,415.433
2003-04-17,420.045
2003-04-18,420.237
2003-04-21,418.493
2003-04-22,422.413
2003-04-23,424.777
2003-04-24,423.557
2003-04-25,419.074
2003-04-28,423.752
2003-04-29,422.261
2003-04-30,430.156
2003-05-01,433.218
2003-05-02,432.704
2003-05-05,437.389
2003-05-06,445.542
2003-05-07,442.776
2003-05-08,436.721
2003-05-09,440.947
2003-05-12,444.098
2003-05-13,444.261
2003-05-14,444.831
2003-05-15,445.962
2003-05-16,449.281
2003-05-19,441.234
2003-05-20,441.497
2003-05-21,438.949
2003-05-22,443.918
2003-05-23,445.737
2003-05-26,446.429
2003-05-27,447.85
2003-05-28,450.816
2003-05-29,455.322
2003-05-30,451.811
2003-06-02,461.492
2003-06-03,459.407
2003-06-04,461.822
2003-06-05,465.802
2003-06-06,469.419
2003-06-09,468.486
2003-06-10,466.823
2003-06-11,474.731
2003-06-12,475.284
2003-06-13,473.313
2003-06-16,479.075
2003-06-17,484.291
2003-06-18,484.243
2003-06-19,479.218
2003-06-20,479.728
2003-06-23,470.629
2003-06-24,466.187
2003-06-25,468.506
2003-06-26,462.957
2003-06-27,463.997
2003-06-30,461.011
2003-07-01,459.737
2003-07-02,468.191
2003-07-03,473.068
2003-07-04,469.821
2003-07-07,474.689
2003-07-08,472.634
2003-07-09,471.586
2003-07-10,468.943
2003-07-11,467.614
2003-07-14,473.864
2003-07-15,468.997
2003-07-16,465.961
2003-07-17,457.386
2003-07-18,457.88
2003-07-21,458.26
2003-07-22,459.89
2003-07-23,465.496
2003-07-24,472.635
2003-07-25,472.011
2003-07-28,475.505
2003-07-29,474.26
2003-07-30,468.539
2003-07-31,466.786
2003-08-01,463.977
2003-08-04,461.836
2003-08-05,463.249
2003-08-06,459.06
2003-08-07,461.046
2003-08-08,462.884
2003-08-11,465.928
2003-08-12,467.774
2003-08-13,470.078
2003-08-14,474.469
2003-08-15,474.232
2003-08-18,475.034
2003-08-19,475.518
2003-08-20,477.854
2003-08-21,477.315
2003-08-22,475.422
2003-08-25,472.84
2003-08-26,470.683
2003-08-27,472.992
2003-08-28,474.379
2003-08-29,476.081
2003-09-01,483.547
2003-09-02,481.131
2003-09-03,486.258
2003-09-04,486.954
2003-09-05,490.134
2003-09-08,494.305
2003-09-09,495.711
2003-09-10,492.494
2003-09-11,490.007
2003-09-12,492.328
2003-09-15,493.262
2003-09-16,497.048
2003-09-17,501.547
2003-09-18,506.277
2003-09-19,505.897
2003-09-22,500.898
2003-09-23,500.996
2003-09-24,500.533
2003-09-25,497.017
2003-09-26,493.527
2003-09-29,493.356
2003-09-30,491.045
2003-10-01,498.786
2003-10-02,503.181
2003-10-03,510.573
2003-10-06,510.438
2003-10-07,513.498
2003-10-08,511.103
2003-10-09,515.939
2003-10-10,519.164
2003-10-13,521.207
2003-10-14,521.787
2003-10-15,520.751
2003-10-16,523.702
2003-10-17,521.311
2003-10-20,522.652
2003-10-21,524.373
2003-10-22,520.668
2003-10-23,510.715
2003-10-24,512.334
2003-10-27,515.764
2003-10-28,517.438
2003-10-29,520.249
2003-10-30,521.472
2003-10-31,515.413
2003-11-03,514.668
2003-11-04,518.036
2003-11-05,514.818
2003-11-06,511.418
2003-11-07,518.235
2003-11-10,516.045
2003-11-11,511.962
2003-11-12,517.624
2003-11-13,524.153
2003-11-14,526.467
2003-11-17,516.554
2003-11-18,521.126
2003-11-19,515.318
2003-11-20,517.818
2003-11-21,518.638
2003-11-24,519.99
2003-11-25,521.348
2003-11-26,526.759
2003-11-27,527.547
2003-11-28,528.29
2003-12-01,536.494
2003-12-02,539.373
2003-12-03,541.429
2003-12-04,540.022
2003-12-05,538.527
2003-12-08,535.719
2003-12-09,536.754
2003-12-10,531.169
2003-12-11,532.139
2003-12-12,536.812
2003-12-15,542.418
2003-12-16,538.86
2003-12-17,538.837
2003-12-18,541.627
2003-12-19,542.77
2003-12-22,544.79
2003-12-23,547.324
2003-12-24,549.842
2003-12-25,550.02
2003-12-26,551.139
2003-12-29,554.814
2003-12-30,560.103
2003-12-31,563.763
2004-01-01,563.763
2004-01-02,568.005
2004-01-05,576.482
2004-01-06,578.508
2004-01-07,575.31
2004-01-08,583.112
2004-01-09,587.402
2004-01-12,584.629
2004-01-13,583.852
2004-01-14,584.542
2004-01-15,577.391
2004-01-16,576.747
2004-01-19,578.472
2004-01-20,584.954
2004-01-21,588.077
2004-01-22,592.7
2004-01-23,592.164
2004-01-26,586.232
2004-01-27,588.5
2004-01-28,586.79
2004-01-29,574.413
2004-01-30,574.727
2004-02-02,575.969
2004-02-03,578.229
2004-02-04,572.71
2004-02-05,575.808
2004-02-06,582.879
2004-02-09,586.561
2004-02-10,588.571
2004-02-11,587.984
2004-02-12,593.691
2004-02-13,593.748
2004-02-16,594.222
2004-02-17,601.063
2004-02-18,599.681
2004-02-19,599.297
2004-02-20,590.225
2004-02-23,591.633
2004-02-24,588.907
2004-02-25,586.421
2004-02-26,583.169
2004-02-27,586.768
2004-03-01,595.792
2004-03-02,592.284
2004-03-03,584.174
2004-03-04,587.496
2004-03-05,596.142
2004-03-08,593.533
2004-03-09,592.12
2004-03-10,582.821
2004-03-11,571.277
2004-03-12,568.74
2004-03-15,564.385
2004-03-16,571.705
2004-03-17,575.744
2004-03-18,578.036
2004-03-19,577.841
2004-03-22,569.496
2004-03-23,568.105
2004-03-24,565.424
2004-03-25,571.279
2004-03-26,573.591
2004-03-29,580.044
2004-03-30,581.243
2004-03-31,585.564
2004-04-01,593.021
2004-04-02,593.22
2004-04-05,592.178
2004-04-06,590.371
2004-04-07,595.075
2004-04-08,593.828
2004-04-09,591.177
2004-04-12,592.981
2004-04-13,588.376
2004-04-14,579.95
2004-04-15,577.49
2004-04-16,583.069
2004-04-19,583.531
2004-04-20,584.052
2004-04-21,577.426
2004-04-22,578.998
2004-04-23,580.749
2004-04-26,583.92
2004-04-27,582.227
2004-04-28,570.922
2004-04-29,571.168
2004-04-30,566.219
2004-05-03,567.18
2004-05-04,575.966
2004-05-05,581.587
2004-05-06,571.267
2004-05-07,561.668
2004-05-10,540.061
2004-05-11,542.593
2004-05-12,545.725
2004-05-13,541.904
2004-05-14,539.681
2004-05-17,535.183
2004-05-18,539.612
2004-05-19,553.614
2004-05-20,545.669
2004-05-21,551.706
2004-05-24,551.825
2004-05-25,551.793
2004-05-26,556.517
2004-05-27,566.284
2004-05-28,563.861
2004-05-31,564.27
2004-06-01,562.648
2004-06-02,563.528
2004-06-03,559.699
2004-06-04,562.777
2004-06-07,574.199
2004-06-08,574.681
2004-06-09,568.423
2004-06-10,568.809
2004-06-11,565.104
2004-06-14,559.353
2004-06-15,562.139
2004-06-16,565.811
2004-06-17,567.644
2004-06-18,569.675
2004-06-21,570.883
2004-06-22,565.754
2004-06-23,566.84
2004-06-24,575.435
2004-06-25,573.492
2004-06-28,577.886
2004-06-29,572.438
2004-06-30,570.902
2004-07-01,571.164
2004-07-02,571.542
2004-07-05,567.354
2004-07-06,565.251
2004-07-07,568.48
2004-07-08,569.311
2004-07-09,569.006
2004-07-12,569.32
2004-07-13,566.052
2004-07-14,567.04
2004-07-15,561.46
2004-07-16,564.908
2004-07-19,562.987
2004-07-20,560.603
2004-07-21,559.343
2004-07-22,555.137
2004-07-23,548.436
2004-07-26,544.745
2004-07-27,542.728
2004-07-28,543.891
2004-07-29,547.696
2004-07-30,550.2
2004-08-02,549.58
2004-08-03,551.32
2004-08-04,546.417
2004-08-05,545.829
2004-08-06,544.102
2004-08-09,539.538
2004-08-10,543.17
2004-08-11,538.836
2004-08-12,537.565
2004-08-13,539.036
2004-08-16,541.368
2004-08-17,543.51
2004-08-18,543.507
2004-08-19,550.209
2004-08-20,548.333
2004-08-23,550.769
2004-08-24,547.631
2004-08-25,548.009
2004-08-26,551.181
2004-08-27,553.572
2004-08-30,552.244
2004-08-31,551.374
2004-09-01,555.569
2004-09-02,556.465
2004-09-03,552.603
2004-09-06,557.48
2004-09-07,558.445
2004-09-08,559.581
2004-09-09,556.779
2004-09-10,562.121
2004-09-13,565.22
2004-09-14,566.318
2004-09-15,558.44
2004-09-16,559.925
2004-09-17,561.184
2004-09-20,559.649
2004-09-21,565.167
2004-09-22,562.169
2004-09-23,562.33
2004-09-24,559.199
2004-09-27,556.678
2004-09-28,559.152
2004-09-29,562.111
2004-09-30,565.427
2004-10-01,572.525
2004-10-04,574.902
2004-10-05,576.116
2004-10-06,576.307
2004-10-07,573.322
2004-10-08,577.254
2004-10-11,575.791
2004-10-12,568.5
2004-10-13,567.924
2004-10-14,568.251
2004-10-15,571.148
2004-10-18,570.502
2004-10-19,577.446
2004-10-20,575.351
2004-10-21,578.11
2004-10-22,577.902
2004-10-25,575.247
2004-10-26,577.233
2004-10-27,583.077
2004-10-28,587.042
2004-10-29,585.104
2004-11-01,587.592
2004-11-02,592.637
2004-11-03,599.133
2004-11-04,601.205
2004-11-05,606.042
2004-11-08,605.353
2004-11-09,602.626
2004-11-10,602.14
2004-11-11,604.643
2004-11-12,611.22
2004-11-15,613.982
2004-11-16,613.163
2004-11-17,620.397
2004-11-18,618.419
2004-11-19,617.437
2004-11-22,612.134
2004-11-23,613.91
2004-11-24,617.285
2004-11-25,623.907
2004-11-26,622.966
2004-11-29,625.676
2004-11-30,621.25
2004-12-01,625.108
2004-12-02,629.431
2004-12-03,632.705
2004-12-06,630.729
2004-12-07,629.8
2004-12-08,620.854
2004-12-09,615.21
2004-12-10,613.15
2004-12-13,620.934
2004-12-14,621.273
2004-12-15,627.754
2004-12-16,624.319
2004-12-17,620.697
2004-12-20,628.58
2004-12-21,626.455
2004-12-22,630.231
2004-12-23,634.467
2004-12-24,638.388
2004-12-27,641.48
2004-12-28,642.506
2004-12-29,640.302
2004-12-30,645.135
2004-12-31,645.424
2005-01-03,642.757
2005-01-04,635.216
2005-01-05,630.209
2005-01-06,627.089
2005-01-07,624.995
2005-01-10,626.895
2005-01-11,628.188
2005-01-12,630.075
2005-01-13,627.358
2005-01-14,625.599
2005-01-17,628.658
2005-01-18,624.812
2005-01-19,625.115
2005-01-20,617.374
2005-01-21,617.706
2005-01-24,620.684
2005-01-25,617.75
2005-01-26,625.555
2005-01-27,626.616
2005-01-28,623.59
2005-01-31,627.642
2005-02-01,628.746
2005-02-02,631.094
2005-02-03,626.905
2005-02-04,630.85
2005-02-07,629.984
2005-02-08,627.008
2005-02-09,628.439
2005-02-10,632.644
2005-02-11,635.79
2005-02-14,641.802
2005-02-15,643.487
2005-02-16,640.771
2005-02-17,642.389
2005-02-18,643.78
2005-02-21,646.131
2005-02-22,649.505
2005-02-23,642.936
2005-02-24,642.238
2005-02-25,648.685
2005-02-28,652.829
2005-03-01,653.675
2005-03-02,651.908
2005-03-03,653.174
2005-03-04,660.907
2005-03-07,658.978
2005-03-08,662.859
2005-03-09,661.828
2005-03-10,658.388
2005-03-11,661.538
2005-03-14,655.603
2005-03-15,657.377
2005-03-16,658.088
2005-03-17,656.474
2005-03-18,654.24
2005-03-21,649.241
2005-03-22,650.357
2005-03-23,639.883
2005-03-24,638.308
2005-03-25,639.205
2005-03-28,636.386
2005-03-29,634.894
2005-03-30,636.433
2005-03-31,639.814
2005-04-01,640.967
2005-04-04,631.874
2005-04-05,636.829
2005-04-06,639.84
2005-04-07,643.034
2005-04-08,643.039
2005-04-11,645.674
2005-04-12,639.27
2005-04-13,642.151
2005-04-14,636.592
2005-04-15,633.055
2005-04-18,624.379
2005-04-19,631.931
2005-04-20,632.215
2005-04-21,633.9
2005-04-22,637.656
2005-04-25,636.388
2005-04-26,633.1
2005-04-27,628.031
2005-04-28,626.793
2005-04-29,628.947
2005-05-02,628.957
2005-05-03,631.95
2005-05-04,639.29
2005-05-05,640.427
2005-05-06,642.213
2005-05-09,639.655
2005-05-10,637.841
2005-05-11,634.144
2005-05-12,630.678
2005-05-13,626.941
2005-05-16,623.547
2005-05-17,623.794
2005-05-18,628.061
2005-05-19,631.675
2005-05-20,629.191
2005-05-23,634.47
2005-05-24,635.036
2005-05-25,632.636
2005-05-26,633.206
2005-05-27,636.047
2005-05-30,637.687
2005-05-31,632.585
2005-06-01,636.734
2005-06-02,637.565
2005-06-03,637.691
2005-06-06,637.905
2005-06-07,641.779
2005-06-08,643.532
2005-06-09,636.209
2005-06-10,636.315
2005-06-13,633.616
2005-06-14,634.859
2005-06-15,636.794
2005-06-16,638.667
2005-06-17,646.818
2005-06-20,643.915
2005-06-21,647.526
2005-06-22,647.787
2005-06-23,645.601
2005-06-24,642.236
2005-06-27,639.559
2005-06-28,640.737
2005-06-29,641.633
2005-06-30,639.894
2005-07-01,636.811
2005-07-04,636.78
2005-07-05,636.37
2005-07-06,639.949
2005-07-07,632.669
2005-07-08,638.342
2005-07-11,646.93
2005-07-12,651.283
2005-07-13,647.996
2005-07-14,651.194
2005-07-15,648.126
2005-07-18,648.622
2005-07-19,646.494
2005-07-20,646.673
2005-07-21,652.932
2005-07-22,652.852
2005-07-25,652.353
2005-07-26,648.533
2005-07-27,651.811
2005-07-28,656.562
2005-07-29,660.471
2005-08-01,663.742
2005-08-02,670.494
2005-08-03,675.952
2005-08-04,674.991
2005-08-05,668.6
2005-08-08,675.299
2005-08-09,678.402
2005-08-10,688.098
2005-08-11,693.236
2005-08-12,693.473
2005-08-15,689.836
2005-08-16,686.984
2005-08-17,683.472
2005-08-18,675.565
2005-08-19,679.531
2005-08-22,687.044
2005-08-23,682.265
2005-08-24,681.617
2005-08-25,679.754
2005-08-26,678.578
2005-08-29,674.347
2005-08-30,673.246
2005-08-31,681.557
2005-09-01,695.721
2005-09-02,699.377
2005-09-05,701.413
2005-09-06,702.813
2005-09-07,703.467
2005-09-08,699.624
2005-09-09,706.895
2005-09-12,704.144
2005-09-13,700.062
2005-09-14,704.096
2005-09-15,701.831
2005-09-16,703.856
2005-09-19,704.886
2005-09-20,707.919
2005-09-21,706.861
2005-09-22,700.734
2005-09-23,698.565
2005-09-26,706.878
2005-09-27,702.554
2005-09-28,709.164
2005-09-29,712.01
2005-09-30,714.711
2005-10-03,711.323
2005-10-04,714.058
2005-10-05,706.205
2005-10-06,700.253
2005-10-07,697.895
2005-10-10,696.686
2005-10-11,699.104
2005-10-12,696.874
2005-10-13,687.472
2005-10-14,692.843
2005-10-17,690.499
2005-10-18,684.113
2005-10-19,678.304
2005-10-20,679.156
2005-10-21,678.129
2005-10-24,681.097
2005-10-25,687.407
2005-10-26,688.486
2005-10-27,686.677
2005-10-28,683.69
2005-10-31,691.995
2005-11-01,696.455
2005-11-02,701.495
2005-11-03,707.01
2005-11-04,701.056
2005-11-07,701.982
2005-11-08,701.711
2005-11-09,698.815
