Date,WORLD ex USA LARGE GROWTH Large Cap
2005-04-29,628.947
2005-05-31,632.585
2005-06-30,639.894
2005-07-29,660.471
2005-08-31,681.557
2005-09-30,714.711
2005-10-31,691.995
2005-11-30,707.495
2005-12-30,743.069
2006-01-31,791.876
2006-02-28,779.131
2006-03-31,805.988
2006-04-28,844.832
2006-05-31,809.738
2006-06-30,811.661
2006-07-31,818.477
2006-08-31,837.254
2006-09-29,828.695
2006-10-31,856.428
2006-11-30,878.705
2006-12-29,893.572
2007-01-31,902.307
2007-02-28,909.558
2007-03-30,933.314
2007-04-30,975.232
2007-05-31,1000.0
2007-06-29,1005.976
2007-07-31,1002.295
2007-08-31,999.279
2007-09-28,1070.47
2007-10-31,1119.08
2007-11-30,1098.531
2007-12-31,1082.053
2008-01-31,984.872
2008-02-29,1016.662
2008-03-31,995.297
2008-04-30,1049.565
2008-05-30,1082.594
2008-06-30,1016.335
2008-07-31,978.486
2008-08-29,930.024
2008-09-30,788.756
2008-10-31,635.341
2008-11-28,594.484
2008-12-31,628.283
2009-01-30,577.602
2009-02-27,523.23
2009-03-31,554.275
2009-04-30,600.279
2009-05-29,678.222
2009-06-30,671.06
2009-07-31,729.551
2009-08-31,745.226
2009-09-30,778.334
2009-10-30,778.155
2009-11-30,798.585
2009-12-31,814.951
2010-01-29,775.823
2010-02-26,780.89
2010-03-31,830.19
2010-04-30,817.46
2010-05-31,731.759
2010-06-30,727.556
2010-07-30,785.742
2010-08-31,768.339
2010-09-30,844.154
2010-10-29,871.985
2010-11-30,848.327
2010-12-31,912.706
2011-01-31,914.42
2011-02-28,947.43
2011-03-31,931.253
2011-04-29,983.959
2011-05-31,959.855
2011-06-30,943.878
2011-07-29,938.44
2011-08-31,862.664
2011-09-30,764.832
2011-10-31,844.345
2011-11-30,811.13
2011-12-30,797.036
2012-01-31,840.966
2012-02-29,888.651
2012-03-30,885.348
2012-04-30,877.636
2012-05-31,781.743
2012-06-29,822.71
2012-07-31,836.544
2012-08-31,853.724
2012-09-28,874.885
2012-10-31,877.494
2012-11-30,899.834
2012-12-31,921.991
2013-01-31,964.425
2013-02-28,967.987
2013-03-29,981.599
2013-04-30,1018.511
2013-05-31,997.685
2013-06-28,963.064
2013-07-31,1005.908
2013-08-30,991.684
2013-09-30,1057.128
2013-10-31,1085.935
2013-11-29,1096.194
2013-12-31,1113.522
2014-01-31,1059.918
2014-02-28,1115.584
2014-03-31,1111.719
2014-04-30,1122.381
2014-05-30,1144.73
2014-06-30,1157.545
2014-07-31,1133.878
2014-08-29,1139.927
2014-09-30,1103.337
2014-10-31,1094.435
2014-11-28,1117.333
2014-12-31,1075.805
2015-01-30,1082.378
2015-02-27,1143.229
2015-03-31,1131.369
2015-04-30,1175.119
2015-05-29,1169.249
2015-06-30,1137.006
2015-07-31,1164.127
2015-08-31,1074.337
2015-09-30,1029.996
2015-10-30,1110.374
2015-11-30,1098.454
2015-12-31,1084.237
2016-01-29,1021.304
2016-02-29,1002.06
2016-03-31,1063.184
2016-04-29,1084.203
2016-05-31,1079.441
2016-06-30,1068.429
2016-07-29,1116.348
2016-08-31,1101.313
2016-09-30,1118.149
2016-10-31,1070.786
2016-11-30,1034.942
2016-12-30,1057.386
2017-01-31,1088.042
2017-02-28,1111.834
2017-03-31,1142.708
2017-04-28,1172.005
2017-05-31,1229.295
2017-06-30,1222.079
2017-07-31,1249.935
2017-08-31,1256.013
2017-09-29,1278.603
2017-10-31,1303.55
2017-11-30,1318.149
2017-12-29,1341.446
2018-01-31,1397.318
2018-02-28,1334.323
2018-03-30,1319.409
2018-04-30,1342.215
2018-05-31,1341.132
2018-06-29,1327.98
2018-07-31,1359.766
2018-08-31,1355.563
2018-09-28,1354.417
2018-10-31,1237.932
2018-11-30,1252.222
2018-12-31,1188.895
2019-01-31,1269.549
2019-02-28,1314.934
2019-03-29,1340.479
2019-04-30,1383.247
2019-05-31,1335.813
2019-06-28,1422.484
2019-07-31,1418.151
2019-08-30,1404.365
2019-09-30,1418.25
2019-10-31,1460.101
2019-11-29,1483.582
2019-12-31,1524.711
2020-01-31,1524.621
2020-02-28,1398.97
2020-03-31,1278.522
2020-04-30,1375.164
2020-05-29,1439.482
2020-06-30,1492.931
2020-07-31,1564.921
2020-08-31,1627.524
2020-09-30,1613.474
2020-10-30,1542.086
2020-11-30,1729.541
2020-12-31,1811.427
2021-01-29,1781.18
2021-02-26,1788.401
2021-03-31,1807.573
2021-04-30,1878.563
2021-05-31,1942.377
2021-06-30,1946.257
2021-07-30,1980.578
2021-08-31,2025.344
2021-09-30,1946.042
2021-10-29,2024.9
2021-11-30,1959.114
2021-12-31,2045.536
2022-01-31,1845.763
2022-02-28,1803.232
2022-03-31,1826.922
2022-04-29,1678.827
2022-05-31,1659.087
2022-06-30,1520.298
2022-07-29,1639.4
2022-08-31,1543.679
2022-09-30,1401.303
2022-10-31,1465.639
2022-11-30,1630.931
2022-12-30,1605.661
2023-01-31,1740.393
2023-02-28,1687.559
2023-03-31,1778.621
2023-04-28,1824.138
2023-05-31,1764.315
2023-06-30,1837.727
2023-07-31,1866.534
2023-08-31,1779.089
2023-09-29,1674.61
2023-10-31,1617.894
2023-11-30,1791.669
2023-12-29,1889.038
2024-01-31,1919.009
2024-02-29,1981.643
2024-03-29,2029.808
2024-04-30,1952.131
2024-05-31,2024.955
2024-06-28,2019.176
2024-07-31,2042.719
2024-08-30,2120.576
2024-09-30,2120.571
2024-10-31,1999.808
2024-11-29,2000.807
2024-12-31,1936.62
2025-01-31,2043.596
2025-02-28,2046.937
2025-03-31,1974.795
2025-04-30,2069.243
2025-05-30,2175.16
