Date,WORLD ex USA GROWTH Standard (Large+Mid Cap)
1997-03-31,1305.955
1997-04-30,1320.075
1997-05-30,1400.267
1997-06-30,1479.329
1997-07-31,1517.42
1997-08-29,1402.824
1997-09-30,1496.437
1997-10-31,1358.379
1997-11-28,1354.85
1997-12-31,1373.133
1998-01-30,1429.259
1998-02-27,1525.919
1998-03-31,1551.99
1998-04-30,1566.608
1998-05-29,1557.591
1998-06-30,1574.779
1998-07-31,1578.627
1998-08-31,1401.967
1998-09-30,1360.848
1998-10-30,1500.565
1998-11-30,1574.565
1998-12-31,1663.579
1999-01-29,1679.882
1999-02-26,1623.26
1999-03-31,1647.046
1999-04-30,1667.807
1999-05-31,1599.539
1999-06-30,1662.845
1999-07-30,1694.267
1999-08-31,1699.608
1999-09-30,1730.95
1999-10-29,1828.82
1999-11-30,1965.675
1999-12-31,2194.891
2000-01-31,2077.965
2000-02-29,2200.219
2000-03-31,2252.711
2000-04-28,2101.86
2000-05-31,1970.817
2000-06-30,2058.928
2000-07-31,1942.795
2000-08-31,1974.526
2000-09-29,1828.027
2000-10-31,1728.944
2000-11-30,1640.042
2000-12-29,1663.666
2001-01-31,1668.622
2001-02-28,1479.324
2001-03-30,1371.892
2001-04-30,1466.948
2001-05-31,1409.365
2001-06-29,1339.273
2001-07-31,1307.44
2001-08-31,1244.395
2001-09-28,1125.428
2001-10-31,1169.924
2001-11-30,1233.501
2001-12-31,1242.269
2002-01-31,1177.207
2002-02-28,1192.925
2002-03-29,1239.314
2002-04-30,1245.998
2002-05-31,1250.379
2002-06-28,1214.739
2002-07-31,1085.125
2002-08-30,1077.365
2002-09-30,983.619
2002-10-31,1038.227
2002-11-29,1070.828
2002-12-31,1046.949
2003-01-31,999.024
2003-02-28,981.44
2003-03-31,970.83
2003-04-30,1052.948
2003-05-30,1110.016
2003-06-30,1129.61
2003-07-31,1142.649
2003-08-29,1166.398
2003-09-30,1204.157
2003-10-31,1272.563
2003-11-28,1303.496
2003-12-31,1392.352
2004-01-30,1419.71
2004-02-27,1447.226
2004-03-31,1446.562
2004-04-30,1403.805
2004-05-31,1404.337
2004-06-30,1425.44
2004-07-30,1369.283
2004-08-31,1370.9
2004-09-30,1409.843
2004-10-29,1459.032
2004-11-30,1556.241
2004-12-31,1618.862
2005-01-31,1580.777
2005-02-28,1647.592
2005-03-31,1610.332
2005-04-29,1574.673
2005-05-31,1582.061
2005-06-30,1600.806
2005-07-29,1652.115
2005-08-31,1705.879
2005-09-30,1780.187
2005-10-31,1722.821
2005-11-30,1757.809
2005-12-30,1852.092
2006-01-31,1973.278
2006-02-28,1947.285
2006-03-31,2020.033
2006-04-28,2113.48
2006-05-31,2025.06
2006-06-30,2025.304
2006-07-31,2033.718
2006-08-31,2085.127
2006-09-29,2067.776
2006-10-31,2142.367
2006-11-30,2206.297
2006-12-29,2261.715
2007-01-31,2279.061
2007-02-28,2296.979
2007-03-30,2370.987
2007-04-30,2475.147
2007-05-31,2535.553
2007-06-29,2543.169
2007-07-31,2524.586
2007-08-31,2501.309
2007-09-28,2667.712
2007-10-31,2790.687
2007-11-30,2710.442
2007-12-31,2669.413
2008-01-31,2428.042
2008-02-29,2507.538
2008-03-31,2460.263
2008-04-30,2589.993
2008-05-30,2666.736
2008-06-30,2500.07
2008-07-31,2394.159
2008-08-29,2285.508
2008-09-30,1929.185
2008-10-31,1532.312
2008-11-28,1439.828
2008-12-31,1524.763
2009-01-30,1403.468
2009-02-27,1271.506
2009-03-31,1346.266
2009-04-30,1465.697
2009-05-29,1655.334
2009-06-30,1640.299
2009-07-31,1780.01
2009-08-31,1827.522
2009-09-30,1910.128
2009-10-30,1900.472
2009-11-30,1952.11
2009-12-31,1992.216
2010-01-29,1899.573
2010-02-26,1908.236
2010-03-31,2030.356
2010-04-30,2006.173
2010-05-31,1793.758
2010-06-30,1783.071
2010-07-30,1928.45
2010-08-31,1883.114
2010-09-30,2076.138
2010-10-29,2145.157
2010-11-30,2086.531
2010-12-31,2252.458
2011-01-31,2259.027
2011-02-28,2340.502
2011-03-31,2310.726
2011-04-29,2439.491
2011-05-31,2380.569
2011-06-30,2338.984
2011-07-29,2322.192
2011-08-31,2136.879
2011-09-30,1890.763
2011-10-31,2086.636
2011-11-30,2000.64
2011-12-30,1966.194
2012-01-31,2075.004
2012-02-29,2192.091
2012-03-30,2185.09
2012-04-30,2167.437
2012-05-31,1928.033
2012-06-29,2026.538
2012-07-31,2059.549
2012-08-31,2106.025
2012-09-28,2164.463
2012-10-31,2169.984
2012-11-30,2219.72
2012-12-31,2270.554
2013-01-31,2369.862
2013-02-28,2377.707
2013-03-29,2412.655
2013-04-30,2497.885
2013-05-31,2449.288
2013-06-28,2365.521
2013-07-31,2476.089
2013-08-30,2442.24
2013-09-30,2604.389
2013-10-31,2672.676
2013-11-29,2691.449
2013-12-31,2736.646
2014-01-31,2618.056
2014-02-28,2759.929
2014-03-31,2747.477
2014-04-30,2772.327
2014-05-30,2824.519
2014-06-30,2857.254
2014-07-31,2795.986
2014-08-29,2811.56
2014-09-30,2707.567
2014-10-31,2680.941
2014-11-28,2734.008
2014-12-31,2647.562
2015-01-30,2660.003
2015-02-27,2813.984
2015-03-31,2780.53
2015-04-30,2889.34
2015-05-29,2878.917
2015-06-30,2803.746
2015-07-31,2864.862
2015-08-31,2657.219
2015-09-30,2548.321
2015-10-30,2743.439
2015-11-30,2722.404
2015-12-31,2691.212
2016-01-29,2527.487
2016-02-29,2493.18
2016-03-31,2654.778
2016-04-29,2707.888
2016-05-31,2697.391
2016-06-30,2656.524
2016-07-29,2785.09
2016-08-31,2747.65
2016-09-30,2788.423
2016-10-31,2672.761
2016-11-30,2588.679
2016-12-30,2640.939
2017-01-31,2728.451
2017-02-28,2779.494
2017-03-31,2853.155
2017-04-28,2930.109
2017-05-31,3067.273
2017-06-30,3052.222
2017-07-31,3127.355
2017-08-31,3145.074
2017-09-29,3207.906
2017-10-31,3271.384
2017-11-30,3307.727
2017-12-29,3370.16
2018-01-31,3515.288
2018-02-28,3358.98
2018-03-30,3317.603
2018-04-30,3370.736
2018-05-31,3370.349
2018-06-29,3334.713
2018-07-31,3406.135
2018-08-31,3391.915
2018-09-28,3383.363
2018-10-31,3074.826
2018-11-30,3084.263
2018-12-31,2927.264
2019-01-31,3131.202
2019-02-28,3236.976
2019-03-29,3290.456
2019-04-30,3395.619
2019-05-31,3268.87
2019-06-28,3480.085
2019-07-31,3467.544
2019-08-30,3429.072
2019-09-30,3464.288
2019-10-31,3574.592
2019-11-29,3643.107
2019-12-31,3744.513
2020-01-31,3732.764
2020-02-28,3417.426
2020-03-31,3077.439
2020-04-30,3329.813
2020-05-29,3508.701
2020-06-30,3628.052
2020-07-31,3805.144
2020-08-31,3969.586
2020-09-30,3936.685
2020-10-30,3776.508
2020-11-30,4230.175
2020-12-31,4433.758
2021-01-29,4364.3
2021-02-26,4363.668
2021-03-31,4417.589
2021-04-30,4601.861
2021-05-31,4748.218
2021-06-30,4755.544
2021-07-30,4838.22
2021-08-31,4943.648
2021-09-30,4743.865
2021-10-29,4918.87
2021-11-30,4749.3
2021-12-31,4946.595
2022-01-31,4443.066
2022-02-28,4348.16
2022-03-31,4403.642
2022-04-29,4039.797
2022-05-31,3989.608
2022-06-30,3644.022
2022-07-29,3926.696
2022-08-31,3699.582
2022-09-30,3347.26
2022-10-31,3503.148
2022-11-30,3887.754
2022-12-30,3824.781
2023-01-31,4146.778
2023-02-28,4024.554
2023-03-31,4225.904
2023-04-28,4328.215
2023-05-31,4187.728
2023-06-30,4350.883
2023-07-31,4438.799
2023-08-31,4235.826
2023-09-29,3992.314
2023-10-31,3835.726
2023-11-30,4250.858
2023-12-29,4492.341
2024-01-31,4543.449
2024-02-29,4689.898
2024-03-29,4802.981
2024-04-30,4614.664
2024-05-31,4782.295
2024-06-28,4758.032
2024-07-31,4829.473
2024-08-30,5013.264
2024-09-30,5037.532
2024-10-31,4749.244
2024-11-29,4773.059
2024-12-31,4619.109
2025-01-31,4860.266
2025-02-28,4868.96
2025-03-31,4715.626
2025-04-30,4953.111
2025-05-30,5215.754
2025-06-30,5358.921
