Date,DENMARK GROWTH Standard (Large+Mid Cap)
2001-12-27,2427.479
2001-12-28,2445.319
2001-12-31,2469.258
2002-01-01,2469.258
2002-01-02,2491.642
2002-01-03,2479.707
2002-01-04,2436.684
2002-01-07,2436.283
2002-01-08,2397.732
2002-01-09,2441.639
2002-01-10,2422.112
2002-01-11,2389.865
2002-01-14,2386.089
2002-01-15,2366.179
2002-01-16,2339.236
2002-01-17,2349.414
2002-01-18,2354.013
2002-01-21,2362.226
2002-01-22,2362.697
2002-01-23,2352.114
2002-01-24,2341.829
2002-01-25,2285.916
2002-01-28,2269.338
2002-01-29,2261.817
2002-01-30,2265.742
2002-01-31,2330.957
2002-02-01,2363.004
2002-02-04,2369.15
2002-02-05,2357.267
2002-02-06,2348.597
2002-02-07,2348.809
2002-02-08,2365.366
2002-02-11,2384.065
2002-02-12,2382.133
2002-02-13,2402.204
2002-02-14,2451.927
2002-02-15,2455.705
2002-02-18,2412.941
2002-02-19,2419.349
2002-02-20,2417.803
2002-02-21,2404.305
2002-02-22,2404.394
2002-02-25,2444.772
2002-02-26,2446.495
2002-02-27,2478.145
2002-02-28,2459.859
2002-03-01,2449.249
2002-03-04,2481.229
2002-03-05,2485.962
2002-03-06,2488.445
2002-03-07,2496.571
2002-03-08,2553.891
2002-03-11,2554.297
2002-03-12,2514.204
2002-03-13,2532.579
2002-03-14,2574.081
2002-03-15,2585.014
2002-03-18,2626.474
2002-03-19,2638.409
2002-03-20,2630.631
2002-03-21,2616.921
2002-03-22,2610.263
2002-03-25,2611.264
2002-03-26,2585.14
2002-03-27,2565.44
2002-03-28,2564.191
2002-03-29,2564.191
2002-04-01,2585.308
2002-04-02,2590.323
2002-04-03,2594.507
2002-04-04,2600.998
2002-04-05,2596.424
2002-04-08,2568.105
2002-04-09,2585.092
2002-04-10,2367.744
2002-04-11,2310.768
2002-04-12,2319.811
2002-04-15,2278.504
2002-04-16,2277.134
2002-04-17,2300.815
2002-04-18,2266.911
2002-04-19,2277.673
2002-04-22,2268.187
2002-04-23,2215.109
2002-04-24,2184.34
2002-04-25,2195.842
2002-04-26,2195.828
2002-04-29,2187.415
2002-04-30,2242.115
2002-05-01,2295.476
2002-05-02,2383.563
2002-05-03,2387.945
2002-05-06,2413.146
2002-05-07,2398.238
2002-05-08,2384.704
2002-05-09,2384.18
2002-05-10,2377.287
2002-05-13,2351.41
2002-05-14,2322.441
2002-05-15,2320.432
2002-05-16,2321.955
2002-05-17,2378.205
2002-05-20,2379.0
2002-05-21,2355.452
2002-05-22,2322.493
2002-05-23,2315.614
2002-05-24,2285.855
2002-05-27,2269.155
2002-05-28,2274.287
2002-05-29,2256.814
2002-05-30,2290.264
2002-05-31,2307.407
2002-06-03,2312.853
2002-06-04,2287.143
2002-06-05,2272.79
2002-06-06,2351.01
2002-06-07,2271.155
2002-06-10,2272.268
2002-06-11,2267.487
2002-06-12,2277.149
2002-06-13,2257.5
2002-06-14,2218.173
2002-06-17,2239.637
2002-06-18,2239.371
2002-06-19,2203.109
2002-06-20,2172.818
2002-06-21,2173.658
2002-06-24,2149.539
2002-06-25,2198.799
2002-06-26,2216.372
2002-06-27,2300.737
2002-06-28,2361.079
2002-07-01,2351.047
2002-07-02,2330.126
2002-07-03,2260.968
2002-07-04,2312.538
2002-07-05,2332.135
2002-07-08,2355.488
2002-07-09,2313.22
2002-07-10,2273.295
2002-07-11,2186.604
2002-07-12,2201.873
2002-07-15,2211.932
2002-07-16,2174.79
2002-07-17,2209.925
2002-07-18,2231.366
2002-07-19,2206.146
2002-07-22,2046.131
2002-07-23,1921.489
2002-07-24,1827.426
2002-07-25,1920.902
2002-07-26,1878.952
2002-07-29,1923.788
2002-07-30,1935.112
2002-07-31,1927.144
2002-08-01,1953.052
2002-08-02,1944.707
2002-08-05,1866.714
2002-08-06,1932.39
2002-08-07,1949.355
2002-08-08,1928.288
2002-08-09,1960.225
2002-08-12,1982.712
2002-08-13,1989.635
2002-08-14,1990.599
2002-08-15,1995.77
2002-08-16,1990.073
2002-08-19,2020.214
2002-08-20,2036.957
2002-08-21,2070.486
2002-08-22,2030.459
2002-08-23,2002.501
2002-08-26,1987.489
2002-08-27,2002.372
2002-08-28,2055.826
2002-08-29,2054.68
2002-08-30,2053.558
2002-09-02,2078.179
2002-09-03,2037.672
2002-09-04,2019.01
2002-09-05,2003.551
2002-09-06,2020.585
2002-09-09,1995.635
2002-09-10,1998.938
2002-09-11,2021.802
2002-09-12,1974.931
2002-09-13,1956.151
2002-09-16,1924.484
2002-09-17,1912.015
2002-09-18,1858.144
2002-09-19,1822.548
2002-09-20,1839.965
2002-09-23,1832.041
2002-09-24,1766.125
2002-09-25,1745.764
2002-09-26,1747.084
2002-09-27,1806.517
2002-09-30,1776.919
2002-10-01,1717.318
2002-10-02,1772.42
2002-10-03,1748.227
2002-10-04,1775.444
2002-10-07,1790.798
2002-10-08,1751.684
2002-10-09,1737.011
2002-10-10,1731.689
2002-10-11,1792.624
2002-10-14,1783.571
2002-10-15,1854.332
2002-10-16,1856.843
2002-10-17,1850.012
2002-10-18,1872.667
2002-10-21,1878.935
2002-10-22,1888.345
2002-10-23,1830.864
2002-10-24,1809.754
2002-10-25,1839.299
2002-10-28,1929.195
2002-10-29,1858.228
2002-10-30,1851.064
2002-10-31,1856.987
2002-11-01,1893.54
2002-11-04,1897.54
2002-11-05,1911.993
2002-11-06,1916.881
2002-11-07,1909.818
2002-11-08,1921.134
2002-11-11,1929.928
2002-11-12,1904.393
2002-11-13,1886.754
2002-11-14,1874.473
2002-11-15,1867.134
2002-11-18,1909.711
2002-11-19,1907.84
2002-11-20,1882.275
2002-11-21,1901.775
2002-11-22,1925.745
2002-11-25,1908.323
2002-11-26,1903.007
2002-11-27,1860.868
2002-11-28,1848.903
2002-11-29,1866.737
2002-12-02,1885.353
2002-12-03,1844.698
2002-12-04,1827.154
2002-12-05,1811.267
2002-12-06,1803.166
2002-12-09,1820.551
2002-12-10,1826.417
2002-12-11,1850.361
2002-12-12,1874.578
2002-12-13,1859.074
2002-12-16,1879.229
2002-12-17,1960.621
2002-12-18,1926.671
2002-12-19,1902.886
2002-12-20,1857.41
2002-12-23,1864.057
2002-12-24,1871.873
2002-12-25,1871.873
2002-12-26,1876.51
2002-12-27,1892.81
2002-12-30,1903.894
2002-12-31,1910.954
2003-01-01,1910.954
2003-01-02,1914.268
2003-01-03,1943.596
2003-01-06,1980.895
2003-01-07,1941.149
2003-01-08,1922.906
2003-01-09,1961.428
2003-01-10,1966.407
2003-01-13,1947.978
2003-01-14,1945.343
2003-01-15,1919.86
2003-01-16,1915.521
2003-01-17,1910.887
2003-01-20,1917.803
2003-01-21,1922.43
2003-01-22,1875.219
2003-01-23,1802.838
2003-01-24,1815.609
2003-01-27,1776.052
2003-01-28,1749.591
2003-01-29,1757.094
2003-01-30,1776.526
2003-01-31,1774.55
2003-02-03,1751.495
2003-02-04,1702.62
2003-02-05,1698.447
2003-02-06,1770.36
2003-02-07,1771.551
2003-02-10,1734.681
2003-02-11,1725.629
2003-02-12,1712.734
2003-02-13,1731.256
2003-02-14,1751.599
2003-02-17,1733.531
2003-02-18,1726.217
2003-02-19,1737.382
2003-02-20,1719.622
2003-02-21,1684.33
2003-02-24,1709.909
2003-02-25,1686.352
2003-02-26,1685.002
2003-02-27,1693.649
2003-02-28,1715.7
2003-03-03,1744.881
2003-03-04,1738.877
2003-03-05,1765.393
2003-03-06,1745.81
2003-03-07,1755.724
2003-03-10,1734.67
2003-03-11,1739.948
2003-03-12,1731.213
2003-03-13,1766.428
2003-03-14,1786.618
2003-03-17,1790.053
2003-03-18,1807.574
2003-03-19,1846.125
2003-03-20,1843.688
2003-03-21,1881.485
2003-03-24,1889.599
2003-03-25,1903.141
2003-03-26,1924.86
2003-03-27,1899.669
2003-03-28,1928.973
2003-03-31,1914.304
2003-04-01,1897.147
2003-04-02,1933.567
2003-04-03,1953.605
2003-04-04,1985.089
2003-04-07,2033.424
2003-04-08,1984.703
2003-04-09,1997.021
2003-04-10,2009.355
2003-04-11,2013.988
2003-04-14,2036.717
2003-04-15,2051.497
2003-04-16,2047.323
2003-04-17,2057.153
2003-04-18,2057.153
2003-04-21,2048.356
2003-04-22,2026.681
2003-04-23,2054.496
2003-04-24,2095.455
2003-04-25,2083.867
2003-04-28,2086.919
2003-04-29,2086.28
2003-04-30,2136.025
2003-05-01,2166.62
2003-05-02,2152.813
2003-05-05,2180.18
2003-05-06,2160.39
2003-05-07,2178.395
2003-05-08,2155.598
2003-05-09,2152.399
2003-05-12,2172.63
2003-05-13,2190.879
2003-05-14,2195.947
2003-05-15,2224.788
2003-05-16,2239.365
2003-05-19,2232.1
2003-05-20,2250.159
2003-05-21,2247.591
2003-05-22,2266.616
2003-05-23,2258.01
2003-05-26,2245.045
2003-05-27,2211.742
2003-05-28,2200.349
2003-05-29,2216.649
2003-05-30,2193.19
2003-06-02,2227.088
2003-06-03,2214.878
2003-06-04,2245.989
2003-06-05,2278.656
2003-06-06,2296.518
2003-06-09,2308.903
2003-06-10,2283.249
2003-06-11,2298.389
2003-06-12,2343.507
2003-06-13,2379.434
2003-06-16,2411.343
2003-06-17,2391.834
2003-06-18,2386.489
2003-06-19,2345.481
2003-06-20,2336.832
2003-06-23,2295.845
2003-06-24,2250.024
2003-06-25,2276.749
2003-06-26,2231.064
2003-06-27,2236.913
2003-06-30,2226.185
2003-07-01,2222.564
2003-07-02,2232.423
2003-07-03,2256.4
2003-07-04,2248.782
2003-07-07,2220.315
2003-07-08,2234.119
2003-07-09,2235.424
2003-07-10,2233.414
2003-07-11,2219.764
2003-07-14,2235.686
2003-07-15,2236.612
2003-07-16,2226.227
2003-07-17,2225.677
2003-07-18,2243.581
2003-07-21,2246.998
2003-07-22,2222.434
2003-07-23,2273.0
2003-07-24,2317.279
2003-07-25,2311.848
2003-07-28,2298.098
2003-07-29,2284.717
2003-07-30,2257.026
2003-07-31,2224.719
2003-08-01,2219.443
2003-08-04,2219.433
2003-08-05,2220.762
2003-08-06,2289.21
2003-08-07,2290.359
2003-08-08,2290.889
2003-08-11,2302.001
2003-08-12,2297.962
2003-08-13,2320.41
2003-08-14,2333.039
2003-08-15,2336.855
2003-08-18,2324.81
2003-08-19,2375.494
2003-08-20,2398.282
2003-08-21,2423.518
2003-08-22,2413.895
2003-08-25,2410.04
2003-08-26,2410.647
2003-08-27,2425.097
2003-08-28,2439.976
2003-08-29,2459.317
2003-09-01,2474.301
2003-09-02,2522.651
2003-09-03,2586.444
2003-09-04,2576.968
2003-09-05,2586.943
2003-09-08,2599.718
2003-09-09,2627.81
2003-09-10,2602.919
2003-09-11,2606.159
2003-09-12,2629.619
2003-09-15,2628.902
2003-09-16,2599.927
2003-09-17,2613.671
2003-09-18,2643.895
2003-09-19,2636.735
2003-09-22,2632.742
2003-09-23,2623.918
2003-09-24,2646.377
2003-09-25,2626.178
2003-09-26,2607.571
2003-09-29,2594.388
2003-09-30,2565.018
2003-10-01,2619.763
2003-10-02,2619.098
2003-10-03,2645.809
2003-10-06,2670.518
2003-10-07,2668.967
2003-10-08,2681.342
2003-10-09,2686.781
2003-10-10,2664.388
2003-10-13,2686.537
2003-10-14,2697.139
2003-10-15,2714.458
2003-10-16,2751.599
2003-10-17,2721.835
2003-10-20,2728.995
2003-10-21,2751.407
2003-10-22,2701.95
2003-10-23,2712.941
2003-10-24,2736.409
2003-10-27,2730.058
2003-10-28,2731.41
2003-10-29,2714.575
2003-10-30,2719.861
2003-10-31,2696.601
2003-11-03,2706.434
2003-11-04,2715.863
2003-11-05,2647.429
2003-11-06,2591.343
2003-11-07,2634.462
2003-11-10,2622.888
2003-11-11,2589.609
2003-11-12,2634.968
2003-11-13,2678.682
2003-11-14,2718.644
2003-11-17,2696.096
2003-11-18,2725.468
2003-11-19,2734.181
2003-11-20,2720.033
2003-11-21,2714.859
2003-11-24,2689.234
2003-11-25,2640.515
2003-11-26,2642.399
2003-11-27,2653.319
2003-11-28,2622.436
2003-12-01,2630.5
2003-12-02,2662.776
2003-12-03,2645.407
2003-12-04,2637.471
2003-12-05,2633.854
2003-12-08,2619.579
2003-12-09,2623.546
2003-12-10,2612.651
2003-12-11,2592.354
2003-12-12,2646.397
2003-12-15,2652.9
2003-12-16,2636.53
2003-12-17,2632.213
2003-12-18,2612.282
2003-12-19,2710.044
2003-12-22,2710.64
2003-12-23,2726.931
2003-12-24,2734.346
2003-12-25,2734.346
2003-12-26,2733.408
2003-12-29,2748.476
2003-12-30,2755.481
2003-12-31,2773.102
2004-01-01,2773.102
2004-01-02,2820.837
2004-01-05,2834.025
2004-01-06,2839.39
2004-01-07,2822.393
2004-01-08,2861.439
2004-01-09,2892.945
2004-01-12,2900.235
2004-01-13,2909.709
2004-01-14,2917.601
2004-01-15,2907.976
2004-01-16,2889.224
2004-01-19,2901.836
2004-01-20,2896.843
2004-01-21,2877.841
2004-01-22,2938.139
2004-01-23,2936.753
2004-01-26,2918.593
2004-01-27,2969.667
2004-01-28,2950.028
2004-01-29,2892.466
2004-01-30,2892.958
2004-02-02,2919.249
2004-02-03,2944.772
2004-02-04,2961.899
2004-02-05,3014.987
2004-02-06,3135.533
2004-02-09,3169.017
2004-02-10,3181.526
2004-02-11,3167.017
2004-02-12,3227.466
2004-02-13,3232.898
2004-02-16,3214.107
2004-02-17,3193.023
2004-02-18,3210.968
2004-02-19,3204.327
2004-02-20,3157.393
2004-02-23,3146.454
2004-02-24,3168.427
2004-02-25,3164.134
2004-02-26,3157.726
2004-02-27,3187.577
2004-03-01,3202.098
2004-03-02,3172.725
2004-03-03,3115.806
2004-03-04,3184.918
2004-03-05,3226.486
2004-03-08,3197.932
2004-03-09,3206.63
2004-03-10,3118.073
2004-03-11,3074.063
2004-03-12,3044.049
2004-03-15,3011.777
2004-03-16,3081.001
2004-03-17,3064.27
2004-03-18,3094.765
2004-03-19,3103.235
2004-03-22,3050.3
2004-03-23,3015.185
2004-03-24,2996.691
2004-03-25,3030.207
2004-03-26,2992.159
2004-03-29,3005.664
2004-03-30,3012.595
2004-03-31,3070.355
2004-04-01,3068.067
2004-04-02,3107.471
2004-04-05,3078.281
2004-04-06,3079.68
2004-04-07,3150.871
2004-04-08,3134.299
2004-04-09,3134.299
2004-04-12,3125.279
2004-04-13,3068.75
2004-04-14,3037.717
2004-04-15,3045.785
2004-04-16,3080.996
2004-04-19,3086.905
2004-04-20,3076.259
2004-04-21,3071.503
2004-04-22,3091.228
2004-04-23,3129.853
2004-04-26,3102.368
2004-04-27,3102.924
2004-04-28,3042.764
2004-04-29,3069.832
2004-04-30,3074.411
2004-05-03,3081.635
2004-05-04,3099.694
2004-05-05,3099.042
2004-05-06,3044.348
2004-05-07,3002.058
2004-05-10,2938.116
2004-05-11,2941.777
2004-05-12,2951.453
2004-05-13,2979.496
2004-05-14,2960.048
2004-05-17,2957.328
2004-05-18,2959.689
2004-05-19,3027.35
2004-05-20,3000.562
2004-05-21,3020.498
2004-05-24,2987.828
2004-05-25,3009.404
2004-05-26,3013.154
2004-05-27,3083.181
2004-05-28,3060.88
2004-05-31,3060.88
2004-06-01,3067.539
2004-06-02,3132.129
2004-06-03,3112.756
2004-06-04,3144.196
2004-06-07,3190.259
2004-06-08,3194.46
2004-06-09,3141.88
2004-06-10,3147.49
2004-06-11,3135.811
2004-06-14,3123.279
2004-06-15,3159.37
2004-06-16,3172.541
2004-06-17,3185.253
2004-06-18,3217.694
2004-06-21,3209.518
2004-06-22,3288.346
2004-06-23,3283.399
2004-06-24,3313.821
2004-06-25,3271.155
2004-06-28,3269.429
2004-06-29,3256.998
2004-06-30,3293.609
2004-07-01,3331.651
2004-07-02,3407.377
2004-07-05,3398.437
2004-07-06,3417.604
2004-07-07,3403.832
2004-07-08,3390.399
2004-07-09,3356.408
2004-07-12,3378.864
2004-07-13,3340.88
2004-07-14,3354.626
2004-07-15,3353.329
2004-07-16,3376.681
2004-07-19,3358.37
2004-07-20,3328.735
2004-07-21,3289.27
2004-07-22,3261.182
2004-07-23,3224.418
2004-07-26,3202.975
2004-07-27,3184.703
2004-07-28,3153.894
2004-07-29,3163.296
2004-07-30,3217.129
2004-08-02,3199.626
2004-08-03,3226.752
2004-08-04,3196.514
2004-08-05,3184.842
2004-08-06,3210.313
2004-08-09,3182.522
2004-08-10,3236.943
2004-08-11,3224.134
2004-08-12,3252.388
2004-08-13,3279.154
2004-08-16,3308.02
2004-08-17,3313.106
2004-08-18,3297.337
2004-08-19,3317.979
2004-08-20,3290.671
2004-08-23,3261.705
2004-08-24,3202.257
2004-08-25,3218.351
2004-08-26,3232.624
2004-08-27,3234.204
2004-08-30,3242.014
2004-08-31,3262.535
2004-09-01,3279.201
2004-09-02,3320.22
2004-09-03,3280.551
2004-09-06,3298.049
2004-09-07,3281.994
2004-09-08,3297.753
2004-09-09,3313.052
2004-09-10,3353.119
2004-09-13,3336.375
2004-09-14,3331.422
2004-09-15,3259.452
2004-09-16,3279.789
2004-09-17,3292.515
2004-09-20,3298.112
2004-09-21,3351.297
2004-09-22,3332.181
2004-09-23,3362.338
2004-09-24,3369.473
2004-09-27,3366.49
2004-09-28,3372.166
2004-09-29,3429.721
2004-09-30,3446.973
2004-10-01,3449.621
2004-10-04,3431.663
2004-10-05,3436.33
2004-10-06,3406.325
2004-10-07,3363.221
2004-10-08,3397.457
2004-10-11,3362.468
2004-10-12,3333.677
2004-10-13,3340.857
2004-10-14,3365.335
2004-10-15,3383.068
2004-10-18,3368.383
2004-10-19,3393.17
2004-10-20,3373.341
2004-10-21,3355.879
2004-10-22,3368.018
2004-10-25,3344.084
2004-10-26,3319.215
2004-10-27,3315.542
2004-10-28,3282.423
2004-10-29,3256.501
2004-11-01,3283.273
2004-11-02,3313.099
2004-11-03,3325.588
2004-11-04,3370.081
2004-11-05,3423.198
2004-11-08,3428.028
2004-11-09,3420.025
2004-11-10,3432.812
2004-11-11,3457.301
2004-11-12,3429.883
2004-11-15,3424.826
2004-11-16,3392.27
2004-11-17,3425.959
2004-11-18,3410.504
2004-11-19,3441.528
2004-11-22,3428.741
2004-11-23,3446.764
2004-11-24,3493.581
2004-11-25,3511.754
2004-11-26,3473.723
2004-11-29,3489.304
2004-11-30,3464.264
2004-12-01,3483.955
2004-12-02,3484.031
2004-12-03,3508.379
2004-12-06,3523.326
2004-12-07,3514.281
2004-12-08,3459.103
2004-12-09,3401.015
2004-12-10,3411.004
2004-12-13,3469.859
2004-12-14,3462.421
2004-12-15,3519.659
2004-12-16,3472.376
2004-12-17,3467.459
2004-12-20,3507.018
2004-12-21,3526.933
2004-12-22,3573.645
2004-12-23,3593.813
2004-12-24,3602.313
2004-12-27,3629.623
2004-12-28,3614.526
2004-12-29,3604.05
2004-12-30,3625.447
2004-12-31,3615.808
2005-01-03,3584.03
2005-01-04,3508.983
2005-01-05,3473.787
2005-01-06,3504.015
2005-01-07,3499.387
2005-01-10,3503.627
2005-01-11,3487.576
2005-01-12,3495.921
2005-01-13,3487.078
2005-01-14,3466.649
2005-01-17,3464.62
2005-01-18,3432.172
2005-01-19,3431.383
2005-01-20,3377.691
2005-01-21,3396.798
2005-01-24,3412.715
2005-01-25,3419.734
2005-01-26,3449.462
2005-01-27,3425.455
2005-01-28,3488.197
2005-01-31,3527.845
2005-02-01,3538.234
2005-02-02,3561.007
2005-02-03,3528.381
2005-02-04,3514.565
2005-02-07,3519.623
2005-02-08,3537.285
2005-02-09,3557.823
2005-02-10,3603.24
2005-02-11,3621.33
2005-02-14,3641.112
2005-02-15,3660.859
2005-02-16,3646.268
2005-02-17,3670.387
2005-02-18,3659.752
2005-02-21,3671.084
2005-02-22,3748.651
2005-02-23,3705.981
2005-02-24,3721.925
2005-02-25,3725.792
2005-02-28,3738.84
2005-03-01,3767.045
2005-03-02,3741.773
2005-03-03,3760.35
2005-03-04,3812.957
2005-03-07,3801.169
2005-03-08,3806.803
2005-03-09,3818.35
2005-03-10,3826.127
2005-03-11,3853.246
2005-03-14,3834.228
2005-03-15,3869.9
2005-03-16,3906.587
2005-03-17,3900.483
2005-03-18,3881.557
2005-03-21,3858.027
2005-03-22,3873.222
2005-03-23,3793.16
2005-03-24,3779.592
2005-03-25,3779.592
2005-03-28,3753.102
2005-03-29,3867.391
2005-03-30,3857.196
2005-03-31,3883.423
2005-04-01,3887.955
2005-04-04,3853.642
2005-04-05,3896.452
2005-04-06,3936.879
2005-04-07,3984.63
2005-04-08,3980.904
2005-04-11,4002.043
2005-04-12,3982.0
2005-04-13,4004.164
2005-04-14,3989.103
2005-04-15,3987.896
2005-04-18,3955.155
2005-04-19,3978.926
2005-04-20,4013.564
2005-04-21,4043.339
2005-04-22,4034.642
2005-04-25,4017.08
2005-04-26,4007.527
2005-04-27,3969.249
2005-04-28,3766.063
2005-04-29,3689.911
2005-05-02,3669.428
2005-05-03,3714.231
2005-05-04,3785.589
2005-05-05,3780.786
2005-05-06,3793.586
2005-05-09,3785.32
2005-05-10,3852.383
2005-05-11,3876.045
2005-05-12,3834.385
2005-05-13,3796.726
2005-05-16,3789.225
2005-05-17,3794.245
2005-05-18,3818.777
2005-05-19,3786.278
2005-05-20,3767.374
2005-05-23,3795.42
2005-05-24,3840.322
2005-05-25,3834.935
2005-05-26,3838.558
2005-05-27,3841.626
2005-05-30,3833.653
2005-05-31,3793.343
2005-06-01,3826.99
2005-06-02,3785.967
2005-06-03,3798.023
2005-06-06,3788.936
2005-06-07,3794.968
2005-06-08,3822.023
2005-06-09,3791.548
2005-06-10,3799.486
2005-06-13,3812.67
2005-06-14,3806.857
