Date,DENMARK GROWTH Standard (Large+Mid Cap)
2008-03-31,8344.75
2008-04-30,8386.632
2008-05-30,9019.669
2008-06-30,8619.807
2008-07-31,8336.569
2008-08-29,7922.958
2008-09-30,6214.586
2008-10-31,4685.124
2008-11-28,4405.591
2008-12-31,4671.567
2009-01-30,4536.963
2009-02-27,4147.282
2009-03-31,4093.33
2009-04-30,4807.592
2009-05-29,5232.095
2009-06-30,5244.788
2009-07-31,5530.267
2009-08-31,5826.193
2009-09-30,5992.172
2009-10-30,5909.035
2009-11-30,6223.015
2009-12-31,5994.282
2010-01-29,6181.055
2010-02-26,6084.697
2010-03-31,6558.751
2010-04-30,7005.145
2010-05-31,6176.872
2010-06-30,6235.295
2010-07-30,6842.671
2010-08-31,6435.326
2010-09-30,7221.784
2010-10-29,7465.579
2010-11-30,7057.169
2010-12-31,7788.687
2011-01-31,7859.651
2011-02-28,8304.95
2011-03-31,8581.472
2011-04-29,8757.474
2011-05-31,8353.471
2011-06-30,8026.527
2011-07-29,7833.112
2011-08-31,6727.327
2011-09-30,6171.26
2011-10-31,6564.059
2011-11-30,6793.087
2011-12-30,6657.449
2012-01-31,6883.675
2012-02-29,7920.063
2012-03-30,7854.664
2012-04-30,8101.655
2012-05-31,7233.237
2012-06-29,7713.049
2012-07-31,8146.365
2012-08-31,8514.622
2012-09-28,8611.783
2012-10-31,8571.57
2012-11-30,8717.06
2012-12-31,8899.521
2013-01-31,9972.11
2013-02-28,9616.102
2013-03-29,9214.577
2013-04-30,9703.302
2013-05-31,9268.412
2013-06-28,8849.573
2013-07-31,9575.871
2013-08-30,9555.109
2013-09-30,9933.196
2013-10-31,10019.409
2013-11-29,10509.102
2013-12-31,10817.577
2014-01-31,11222.379
2014-02-28,13013.223
2014-03-31,12728.723
2014-04-30,12799.298
2014-05-30,12478.827
2014-06-30,13045.132
2014-07-31,12767.263
2014-08-29,12563.886
2014-09-30,12668.966
2014-10-31,12334.816
2014-11-28,12475.641
2014-12-31,11721.376
2015-01-30,11969.901
2015-02-27,12950.305
2015-03-31,13688.147
2015-04-30,14565.992
2015-05-29,14482.889
2015-06-30,14168.885
2015-07-31,15261.726
2015-08-31,14436.932
2015-09-30,14150.155
2015-10-30,14340.325
2015-11-30,14834.991
2015-12-31,15500.422
2016-01-29,14814.422
2016-02-29,14389.828
2016-03-31,15301.52
2016-04-29,15564.285
2016-05-31,15936.801
2016-06-30,15292.989
2016-07-29,15950.116
2016-08-31,14474.028
2016-09-30,13721.614
2016-10-31,12540.423
2016-11-30,11656.783
2016-12-30,12168.276
2017-01-31,12635.227
2017-02-28,12584.102
2017-03-31,12761.189
2017-04-28,13857.152
2017-05-31,14678.421
2017-06-30,14746.494
2017-07-31,15362.067
2017-08-31,16095.261
2017-09-29,15919.609
2017-10-31,16311.418
2017-11-30,16010.981
2017-12-29,16384.945
2018-01-31,16859.076
2018-02-28,16290.659
2018-03-30,16078.972
2018-04-30,15771.391
2018-05-31,15433.261
2018-06-29,15114.953
2018-07-31,16212.344
2018-08-31,16235.17
2018-09-28,15712.271
2018-10-31,14382.341
2018-11-30,14866.285
2018-12-31,14403.356
2019-01-31,14958.316
2019-02-28,15875.877
2019-03-29,16561.266
2019-04-30,16291.411
2019-05-31,15857.373
2019-06-28,16826.331
2019-07-31,16410.995
2019-08-30,16921.016
2019-09-30,16740.645
2019-10-31,17325.376
2019-11-29,18128.13
2019-12-31,18875.206
2020-01-31,19312.511
2020-02-28,18255.413
2020-03-31,17819.939
2020-04-30,19310.732
2020-05-29,20791.768
2020-06-30,21204.695
2020-07-31,22984.216
2020-08-31,24036.155
2020-09-30,24478.751
2020-10-30,23650.119
2020-11-30,25720.559
2020-12-31,27557.628
2021-01-29,26529.111
2021-02-26,26263.935
2021-03-31,26510.383
2021-04-30,28350.194
2021-05-31,29510.966
2021-06-30,30158.091
2021-07-30,31811.716
2021-08-31,33190.61
2021-09-30,31443.057
2021-10-29,33714.306
2021-11-30,31603.544
2021-12-31,33200.654
2022-01-31,29027.873
2022-02-28,29646.473
2022-03-31,31203.823
2022-04-29,30240.845
2022-05-31,28858.479
2022-06-30,27623.365
2022-07-29,29842.51
2022-08-31,27544.808
2022-09-30,24410.185
2022-10-31,26724.361
2022-11-30,30248.725
2022-12-30,32392.975
2023-01-31,32869.639
2023-02-28,33546.357
2023-03-31,36686.324
2023-04-28,38262.789
2023-05-31,36757.031
2023-06-30,37132.859
2023-07-31,37394.385
2023-08-31,39733.45
2023-09-29,38624.387
2023-10-31,38935.829
2023-11-30,42064.323
2023-12-29,43476.923
2024-01-31,45837.26
2024-02-29,47740.346
2024-03-29,50748.631
2024-04-30,50440.237
2024-05-31,52586.373
2024-06-28,54584.487
2024-07-31,52006.614
2024-08-30,54350.02
2024-09-30,48129.316
2024-10-31,45299.647
2024-11-29,43596.973
2024-12-31,37206.061
2025-01-31,36519.661
2025-02-28,38253.905
2025-03-31,31565.841
2025-04-30,31819.569
2025-05-30,33525.42
2025-06-30,33503.518
2025-07-31,27069.808
2025-08-29,29516.106
