Date,NIHONKABU IMI IMI (Large+Mid+Small Cap)
2001-07-13,701.304
2001-07-16,697.371
2001-07-17,688.435
2001-07-18,677.645
2001-07-19,679.499
2001-07-20,681.68
2001-07-23,657.044
2001-07-24,667.46
2001-07-25,675.521
2001-07-26,675.353
2001-07-27,670.48
2001-07-30,654.448
2001-07-31,668.487
2001-08-01,678.322
2001-08-02,700.526
2001-08-03,693.455
2001-08-06,690.52
2001-08-07,693.832
2001-08-08,694.131
2001-08-09,674.968
2001-08-10,679.894
2001-08-13,668.931
2001-08-14,690.824
2001-08-15,698.422
2001-08-16,685.251
2001-08-17,681.075
2001-08-20,670.174
2001-08-21,677.257
2001-08-22,681.791
2001-08-23,668.877
2001-08-24,668.766
2001-08-27,674.615
2001-08-28,667.817
2001-08-29,659.738
2001-08-30,649.864
2001-08-31,648.898
2001-09-03,631.849
2001-09-04,648.828
2001-09-05,633.111
2001-09-06,630.685
2001-09-07,630.017
2001-09-10,611.14
2001-09-11,624.918
2001-09-12,581.271
2001-09-13,591.647
2001-09-14,618.374
2001-09-17,594.036
2001-09-18,605.193
2001-09-19,621.626
2001-09-20,619.247
2001-09-21,599.739
2001-09-24,595.298
2001-09-25,604.034
2001-09-26,593.951
2001-09-27,588.79
2001-09-28,602.526
2001-10-01,611.233
2001-10-02,620.102
2001-10-03,609.415
2001-10-04,622.851
2001-10-05,624.469
2001-10-08,626.631
2001-10-09,609.037
2001-10-10,600.361
2001-10-11,615.336
2001-10-12,628.249
2001-10-15,621.51
2001-10-16,623.991
2001-10-17,631.491
2001-10-18,619.575
2001-10-19,619.82
2001-10-22,617.282
2001-10-23,625.294
2001-10-24,628.404
2001-10-25,633.526
2001-10-26,627.243
2001-10-29,621.986
2001-10-30,615.396
2001-10-31,606.083
2001-11-01,608.641
2001-11-02,607.688
2001-11-05,607.342
2001-11-06,616.022
2001-11-07,600.168
2001-11-08,606.436
2001-11-09,600.623
2001-11-12,594.713
2001-11-13,585.845
2001-11-14,586.803
2001-11-15,598.035
2001-11-16,601.81
2001-11-19,606.407
2001-11-20,604.562
2001-11-21,603.649
2001-11-22,602.176
2001-11-23,599.418
2001-11-26,615.257
2001-11-27,611.998
2001-11-28,600.471
2001-11-29,595.127
2001-11-30,600.084
2001-12-03,583.914
2001-12-04,581.798
2001-12-05,592.53
2001-12-06,596.962
2001-12-07,585.108
2001-12-10,569.654
2001-12-11,564.396
2001-12-12,576.828
2001-12-13,562.164
2001-12-14,555.443
2001-12-17,544.447
2001-12-18,545.434
2001-12-19,546.82
2001-12-20,553.527
2001-12-21,545.856
2001-12-24,544.155
2001-12-25,541.787
2001-12-26,534.874
2001-12-27,542.649
2001-12-28,553.223
2001-12-31,553.814
2002-01-01,553.814
2002-01-02,549.371
2002-01-03,551.144
2002-01-04,565.849
2002-01-07,565.963
2002-01-08,548.943
2002-01-09,545.077
2002-01-10,537.214
2002-01-11,533.885
2002-01-14,535.427
2002-01-15,526.187
2002-01-16,527.491
2002-01-17,525.164
2002-01-18,534.1
2002-01-21,533.027
2002-01-22,515.402
2002-01-23,510.767
2002-01-24,512.626
2002-01-25,515.838
2002-01-28,526.284
2002-01-29,515.125
2002-01-30,509.334
2002-01-31,511.038
2002-02-01,501.686
2002-02-04,498.298
2002-02-05,486.255
2002-02-06,484.886
2002-02-07,495.281
2002-02-08,495.554
2002-02-11,499.967
2002-02-12,515.027
2002-02-13,518.771
2002-02-14,522.485
2002-02-15,520.078
2002-02-18,519.904
2002-02-19,504.505
2002-02-20,501.684
2002-02-21,516.606
2002-02-22,519.962
2002-02-25,518.031
2002-02-26,514.197
2002-02-27,525.574
2002-02-28,532.177
2002-03-01,543.79
2002-03-04,575.415
2002-03-05,573.02
2002-03-06,577.392
2002-03-07,608.082
2002-03-08,610.773
2002-03-11,620.65
2002-03-12,601.377
2002-03-13,585.55
2002-03-14,594.028
2002-03-15,600.253
2002-03-18,584.388
2002-03-19,596.085
2002-03-20,588.71
2002-03-21,586.28
2002-03-22,570.847
2002-03-25,567.382
2002-03-26,566.806
2002-03-27,573.919
2002-03-28,578.42
2002-03-29,566.55
2002-04-01,559.532
2002-04-02,568.718
2002-04-03,579.982
2002-04-04,586.848
2002-04-05,585.18
2002-04-08,588.223
2002-04-09,579.248
2002-04-10,583.287
2002-04-11,575.719
2002-04-12,565.777
2002-04-15,573.46
2002-04-16,582.062
2002-04-17,590.266
2002-04-18,597.47
2002-04-19,592.458
2002-04-22,602.65
2002-04-23,602.441
2002-04-24,600.137
2002-04-25,606.657
2002-04-26,601.585
2002-04-29,600.483
2002-04-30,597.276
2002-05-01,604.344
2002-05-02,601.691
2002-05-03,606.358
2002-05-06,604.454
2002-05-07,595.193
2002-05-08,596.487
2002-05-09,602.213
2002-05-10,602.484
2002-05-13,596.887
2002-05-14,589.78
2002-05-15,603.023
2002-05-16,611.778
2002-05-17,625.295
2002-05-20,630.957
2002-05-21,637.713
2002-05-22,645.361
2002-05-23,644.076
2002-05-24,646.829
2002-05-27,642.052
2002-05-28,642.891
2002-05-29,641.374
2002-05-30,645.004
2002-05-31,639.427
2002-06-03,648.073
2002-06-04,638.847
2002-06-05,634.361
2002-06-06,631.837
2002-06-07,626.238
2002-06-10,622.081
2002-06-11,620.912
2002-06-12,616.759
2002-06-13,608.691
2002-06-14,601.074
2002-06-17,583.931
2002-06-18,592.498
2002-06-19,578.644
2002-06-20,587.096
2002-06-21,584.313
2002-06-24,590.747
2002-06-25,589.846
2002-06-26,584.391
2002-06-27,587.578
2002-06-28,606.59
2002-07-01,606.395
2002-07-02,606.821
2002-07-03,616.965
2002-07-04,609.404
2002-07-05,614.789
2002-07-08,618.371
2002-07-09,630.387
2002-07-10,622.36
2002-07-11,617.099
2002-07-12,619.175
2002-07-15,611.854
2002-07-16,603.018
2002-07-17,602.442
2002-07-18,612.692
2002-07-19,604.664
2002-07-22,601.677
2002-07-23,597.964
2002-07-24,592.306
2002-07-25,585.743
2002-07-26,560.318
2002-07-29,559.407
2002-07-30,573.014
2002-07-31,568.44
2002-08-01,565.926
2002-08-02,564.682
2002-08-05,565.264
2002-08-06,546.804
2002-08-07,564.384
2002-08-08,562.398
2002-08-09,576.059
2002-08-12,569.866
2002-08-13,566.109
2002-08-14,576.732
2002-08-15,577.787
2002-08-16,577.632
2002-08-19,562.967
2002-08-20,561.557
2002-08-21,565.169
2002-08-22,568.204
2002-08-23,570.384
2002-08-26,580.892
2002-08-27,576.558
2002-08-28,569.998
2002-08-29,561.531
2002-08-30,561.307
2002-09-02,556.89
2002-09-03,545.445
2002-09-04,531.339
2002-09-05,540.316
2002-09-06,533.484
2002-09-09,540.645
2002-09-10,539.118
2002-09-11,538.948
2002-09-12,542.084
2002-09-13,531.711
2002-09-16,526.683
2002-09-17,539.281
2002-09-18,540.893
2002-09-19,551.693
2002-09-20,532.458
2002-09-23,530.243
2002-09-24,525.016
2002-09-25,520.201
2002-09-26,529.661
2002-09-27,539.929
2002-09-30,536.713
2002-10-01,523.061
2002-10-02,515.333
2002-10-03,509.941
2002-10-04,513.757
2002-10-07,491.535
2002-10-08,492.077
2002-10-09,484.774
2002-10-10,480.591
2002-10-11,485.965
2002-10-14,485.651
2002-10-15,499.353
2002-10-16,503.813
2002-10-17,503.881
2002-10-18,507.456
2002-10-21,505.882
2002-10-22,490.072
2002-10-23,495.554
2002-10-24,491.472
2002-10-25,499.433
2002-10-28,500.723
2002-10-29,500.723
2002-10-30,503.799
2002-10-31,500.219
2002-11-01,503.737
2002-11-04,502.833
2002-11-05,516.401
2002-11-06,514.461
2002-11-07,515.914
2002-11-08,511.536
2002-11-11,499.29
2002-11-12,497.929
2002-11-13,494.775
2002-11-14,486.593
2002-11-15,496.049
2002-11-18,484.524
2002-11-19,480.297
2002-11-20,483.452
2002-11-21,492.669
2002-11-22,498.75
2002-11-25,507.865
2002-11-26,504.932
2002-11-27,507.561
2002-11-28,518.023
2002-11-29,518.917
2002-12-02,509.112
2002-12-03,510.459
2002-12-04,499.636
2002-12-05,493.287
2002-12-06,496.125
2002-12-09,494.397
2002-12-10,494.604
2002-12-11,492.764
2002-12-12,493.292
2002-12-13,494.325
2002-12-16,488.13
2002-12-17,492.387
2002-12-18,481.396
2002-12-19,487.151
2002-12-20,486.805
2002-12-23,488.263
2002-12-24,492.946
2002-12-25,491.615
2002-12-26,500.689
2002-12-27,504.849
2002-12-30,507.541
2002-12-31,506.921
2003-01-01,506.921
2003-01-02,502.161
2003-01-03,502.224
2003-01-06,515.579
2003-01-07,506.359
2003-01-08,498.269
2003-01-09,499.919
2003-01-10,498.712
2003-01-13,501.206
2003-01-14,509.254
2003-01-15,515.558
2003-01-16,515.849
2003-01-17,518.155
2003-01-20,512.541
2003-01-21,517.284
2003-01-22,512.618
2003-01-23,523.24
2003-01-24,519.247
2003-01-27,507.944
2003-01-28,504.125
2003-01-29,497.073
2003-01-30,492.556
2003-01-31,487.498
2003-02-03,494.229
2003-02-04,500.136
2003-02-05,501.151
2003-02-06,498.439
2003-02-07,496.272
2003-02-10,494.65
2003-02-11,493.122
2003-02-12,501.852
2003-02-13,501.625
2003-02-14,505.143
2003-02-17,508.395
2003-02-18,510.27
2003-02-19,510.419
2003-02-20,509.525
2003-02-21,502.589
2003-02-24,506.62
2003-02-25,496.798
2003-02-26,497.375
2003-02-27,495.324
2003-02-28,493.001
2003-03-03,498.18
2003-03-04,499.49
2003-03-05,499.408
2003-03-06,494.299
2003-03-07,485.689
2003-03-10,478.882
2003-03-11,468.821
2003-03-12,474.392
2003-03-13,467.004
2003-03-14,471.431
2003-03-17,467.003
2003-03-18,469.258
2003-03-19,469.718
2003-03-20,477.759
2003-03-21,472.666
2003-03-24,490.459
2003-03-25,481.155
2003-03-26,487.969
2003-03-27,490.219
2003-03-28,484.372
2003-03-31,472.658
2003-04-01,474.496
2003-04-02,476.513
2003-04-03,472.438
2003-04-04,471.151
2003-04-07,478.91
2003-04-08,474.815
2003-04-09,471.239
2003-04-10,470.667
2003-04-11,459.89
2003-04-14,456.649
2003-04-15,463.523
2003-04-16,462.97
2003-04-17,466.046
2003-04-18,467.041
2003-04-21,468.226
2003-04-22,463.161
2003-04-23,461.912
2003-04-24,467.156
2003-04-25,457.794
2003-04-28,452.716
2003-04-29,453.338
2003-04-30,471.779
2003-05-01,476.036
2003-05-02,476.924
2003-05-05,478.05
2003-05-06,490.641
2003-05-07,498.103
2003-05-08,492.058
2003-05-09,494.822
2003-05-12,499.622
2003-05-13,500.478
2003-05-14,504.078
2003-05-15,497.531
2003-05-16,496.647
2003-05-19,489.472
2003-05-20,490.426
2003-05-21,485.643
2003-05-22,489.224
2003-05-23,497.842
2003-05-26,498.331
2003-05-27,491.123
2003-05-28,488.794
2003-05-29,496.748
2003-05-30,493.885
2003-06-02,503.845
2003-06-03,504.029
2003-06-04,505.221
2003-06-05,515.633
2003-06-06,516.484
2003-06-09,522.748
2003-06-10,521.831
2003-06-11,524.79
2003-06-12,525.199
2003-06-13,529.1
2003-06-16,523.146
2003-06-17,529.711
2003-06-18,532.958
2003-06-19,533.539
2003-06-20,536.368
2003-06-23,542.369
2003-06-24,529.135
2003-06-25,531.028
2003-06-26,525.37
2003-06-27,533.616
2003-06-30,531.549
2003-07-01,543.555
2003-07-02,562.062
2003-07-03,572.157
2003-07-04,568.244
2003-07-07,579.138
2003-07-08,583.972
2003-07-09,589.462
2003-07-10,585.189
2003-07-11,568.132
2003-07-14,574.662
2003-07-15,575.927
2003-07-16,569.07
2003-07-17,553.942
2003-07-18,555.558
2003-07-21,557.574
2003-07-22,552.535
2003-07-23,561.353
2003-07-24,563.286
2003-07-25,564.959
2003-07-28,569.457
2003-07-29,568.434
2003-07-30,554.645
2003-07-31,552.465
2003-08-01,556.718
2003-08-04,549.679
2003-08-05,546.608
2003-08-06,543.181
2003-08-07,545.578
2003-08-08,545.572
2003-08-11,555.079
2003-08-12,558.219
2003-08-13,565.331
2003-08-14,574.645
2003-08-15,573.695
2003-08-18,579.667
2003-08-19,588.116
2003-08-20,600.375
2003-08-21,607.606
2003-08-22,606.221
2003-08-25,603.023
2003-08-26,604.501
2003-08-27,602.413
2003-08-28,599.661
2003-08-29,609.093
2003-09-01,625.717
2003-09-02,628.73
2003-09-03,632.777
2003-09-04,626.443
2003-09-05,625.563
2003-09-08,627.079
2003-09-09,640.064
2003-09-10,634.131
2003-09-11,621.341
2003-09-12,631.315
2003-09-15,630.67
2003-09-16,648.672
2003-09-17,655.283
2003-09-18,664.341
2003-09-19,667.487
2003-09-22,659.963
2003-09-23,662.657
2003-09-24,661.83
2003-09-25,648.44
2003-09-26,648.048
2003-09-29,646.109
2003-09-30,647.273
2003-10-01,661.165
2003-10-02,677.299
2003-10-03,684.574
2003-10-06,684.142
2003-10-07,696.824
2003-10-08,682.937
2003-10-09,687.471
2003-10-10,701.676
2003-10-13,699.262
2003-10-14,705.632
2003-10-15,698.884
2003-10-16,708.934
2003-10-17,709.114
2003-10-20,710.906
2003-10-21,708.575
2003-10-22,699.963
2003-10-23,661.289
2003-10-24,667.663
2003-10-27,678.61
2003-10-28,686.657
2003-10-29,697.342
2003-10-30,693.505
2003-10-31,676.01
2003-11-03,668.26
2003-11-04,696.121
2003-11-05,689.76
2003-11-06,671.239
2003-11-07,680.666
2003-11-10,682.16
2003-11-11,661.217
2003-11-12,660.281
2003-11-13,672.454
2003-11-14,664.105
2003-11-17,638.263
2003-11-18,644.563
2003-11-19,625.943
2003-11-20,639.525
2003-11-21,640.789
2003-11-24,638.355
2003-11-25,644.248
2003-11-26,657.177
2003-11-27,659.136
2003-11-28,653.91
2003-12-01,667.791
2003-12-02,673.305
2003-12-03,672.884
2003-12-04,678.157
2003-12-05,676.99
2003-12-08,664.725
2003-12-09,665.671
2003-12-10,649.62
2003-12-11,655.898
2003-12-12,664.566
2003-12-15,681.208
2003-12-16,669.618
2003-12-17,661.503
2003-12-18,660.886
2003-12-19,670.107
2003-12-22,677.371
2003-12-23,677.718
2003-12-24,677.129
2003-12-25,677.797
2003-12-26,682.105
2003-12-29,688.13
2003-12-30,699.471
2003-12-31,697.938
2004-01-01,697.938
2004-01-02,698.916
2004-01-05,715.347
2004-01-06,712.774
2004-01-07,710.467
2004-01-08,713.45
2004-01-09,717.761
2004-01-12,717.356
2004-01-13,714.078
2004-01-14,716.025
2004-01-15,707.02
2004-01-16,712.072
2004-01-19,717.797
2004-01-20,720.094
2004-01-21,720.071
2004-01-22,725.041
2004-01-23,729.247
2004-01-26,723.181
2004-01-27,723.585
2004-01-28,721.321
2004-01-29,713.238
2004-01-30,711.786
2004-02-02,715.087
2004-02-03,710.778
2004-02-04,695.785
2004-02-05,698.345
2004-02-06,701.054
2004-02-09,696.631
2004-02-10,697.188
2004-02-11,697.188
2004-02-12,702.567
2004-02-13,709.109
2004-02-16,710.975
2004-02-17,715.31
2004-02-18,710.476
2004-02-19,708.336
2004-02-20,697.721
2004-02-23,708.234
2004-02-24,696.46
2004-02-25,691.511
2004-02-26,693.615
2004-02-27,710.448
2004-03-01,728.731
2004-03-02,726.391
2004-03-03,726.446
2004-03-04,724.215
2004-03-05,729.597
2004-03-08,723.247
2004-03-09,731.651
2004-03-10,727.385
2004-03-11,723.111
2004-03-12,713.458
2004-03-15,726.307
2004-03-16,734.891
2004-03-17,752.581
2004-03-18,767.518
2004-03-19,760.462
2004-03-22,755.635
2004-03-23,757.501
2004-03-24,770.569
2004-03-25,782.4
2004-03-26,797.204
2004-03-29,800.555
2004-03-30,796.975
2004-03-31,811.124
2004-04-01,810.586
2004-04-02,811.136
2004-04-05,815.71
2004-04-06,815.723
2004-04-07,820.917
2004-04-08,818.465
2004-04-09,806.221
2004-04-12,816.368
2004-04-13,814.534
2004-04-14,803.111
2004-04-15,787.457
2004-04-16,791.157
2004-04-19,780.931
2004-04-20,797.869
2004-04-21,790.207
2004-04-22,788.048
2004-04-23,795.628
2004-04-26,800.956
2004-04-27,788.71
2004-04-28,788.073
2004-04-29,786.389
2004-04-30,770.049
2004-05-03,769.746
2004-05-04,773.564
2004-05-05,782.18
2004-05-06,761.44
2004-05-07,737.28
2004-05-10,688.17
2004-05-11,690.4
2004-05-12,714.506
2004-05-13,690.47
2004-05-14,687.895
2004-05-17,667.669
2004-05-18,680.59
2004-05-19,708.613
2004-05-20,703.128
2004-05-21,723.697
2004-05-24,723.363
2004-05-25,715.768
2004-05-26,727.87
2004-05-27,733.249
2004-05-28,743.112
2004-05-31,742.049
2004-06-01,748.59
2004-06-02,742.414
2004-06-03,725.213
2004-06-04,726.722
2004-06-07,755.285
2004-06-08,759.922
2004-06-09,759.529
2004-06-10,764.638
2004-06-11,758.027
2004-06-14,751.566
2004-06-15,753.27
2004-06-16,764.765
2004-06-17,767.368
2004-06-18,760.762
2004-06-21,773.371
2004-06-22,768.423
2004-06-23,768.531
2004-06-24,787.899
2004-06-25,785.361
2004-06-28,792.845
2004-06-29,789.482
2004-06-30,785.193
2004-07-01,791.327
2004-07-02,779.371
2004-07-05,763.675
2004-07-06,759.075
2004-07-07,758.453
2004-07-08,753.4
2004-07-09,763.933
2004-07-12,773.808
2004-07-13,771.171
2004-07-14,761.289
2004-07-15,759.078
2004-07-16,764.857
2004-07-19,767.79
2004-07-20,759.566
2004-07-21,756.755
2004-07-22,752.959
2004-07-23,741.908
2004-07-26,738.242
2004-07-27,724.734
2004-07-28,729.053
2004-07-29,722.604
2004-07-30,737.463
2004-08-02,739.395
2004-08-03,735.431
2004-08-04,723.191
2004-08-05,723.194
2004-08-06,726.314
2004-08-09,719.416
2004-08-10,718.965
2004-08-11,727.367
2004-08-12,724.127
2004-08-13,712.948
2004-08-16,705.36
2004-08-17,713.198
2004-08-18,718.903
2004-08-19,728.642
2004-08-20,730.432
2004-08-23,731.92
2004-08-24,733.584
2004-08-25,737.248
2004-08-26,742.499
2004-08-27,747.466
2004-08-30,744.146
2004-08-31,740.715
2004-09-01,745.81
2004-09-02,747.51
2004-09-03,733.059
2004-09-06,746.69
2004-09-07,752.556
2004-09-08,753.146
2004-09-09,742.196
2004-09-10,740.805
2004-09-13,743.634
2004-09-14,749.296
2004-09-15,736.382
2004-09-16,735.709
2004-09-17,729.803
2004-09-20,731.197
2004-09-21,729.193
2004-09-22,724.229
2004-09-23,726.231
2004-09-24,715.928
2004-09-27,710.726
2004-09-28,706.671
2004-09-29,709.593
2004-09-30,722.68
2004-10-01,730.819
2004-10-04,740.719
2004-10-05,741.426
2004-10-06,745.87
2004-10-07,742.2
2004-10-08,751.254
2004-10-11,754.865
2004-10-12,742.269
2004-10-13,739.245
2004-10-14,732.67
2004-10-15,732.774
2004-10-18,729.277
2004-10-19,738.981
2004-10-20,731.001
2004-10-21,730.728
2004-10-22,734.254
2004-10-25,729.624
2004-10-26,729.0
2004-10-27,731.694
2004-10-28,744.223
2004-10-29,740.307
2004-11-01,736.236
2004-11-02,746.939
2004-11-03,747.572
2004-11-04,753.034
2004-11-05,762.712
2004-11-08,757.837
2004-11-09,754.623
2004-11-10,746.537
2004-11-11,741.528
2004-11-12,758.184
2004-11-15,771.949
2004-11-16,770.971
2004-11-17,775.668
2004-11-18,772.367
2004-11-19,781.838
2004-11-22,765.228
2004-11-23,762.863
2004-11-24,768.853
2004-11-25,774.006
2004-11-26,770.5
2004-11-29,780.519
2004-11-30,775.42
2004-12-01,766.582
2004-12-02,777.362
2004-12-03,786.311
2004-12-06,779.969
2004-12-07,771.911
2004-12-08,762.541
2004-12-09,752.198
2004-12-10,745.176
2004-12-13,753.227
2004-12-14,756.706
2004-12-15,768.878
2004-12-16,767.007
2004-12-17,773.304
2004-12-20,775.719
2004-12-21,774.794
2004-12-22,782.425
2004-12-23,785.973
2004-12-24,794.932
2004-12-27,798.696
2004-12-28,801.852
2004-12-29,794.206
2004-12-30,810.336
2004-12-31,814.804
2005-01-03,811.596
2005-01-04,802.676
2005-01-05,799.651
2005-01-06,793.538
2005-01-07,792.744
2005-01-10,795.589
2005-01-11,807.762
2005-01-12,812.625
2005-01-13,806.678
2005-01-14,809.045
2005-01-17,815.513
2005-01-18,807.64
2005-01-19,807.661
2005-01-20,794.587
2005-01-21,792.803
2005-01-24,800.98
2005-01-25,790.004
2005-01-26,804.59
2005-01-27,799.244
2005-01-28,796.176
2005-01-31,800.384
2005-02-01,795.859
2005-02-02,800.207
2005-02-03,792.112
2005-02-04,797.216
2005-02-07,797.292
2005-02-08,787.609
2005-02-09,789.272
2005-02-10,794.047
2005-02-11,793.371
2005-02-14,803.659
2005-02-15,806.821
2005-02-16,799.286
2005-02-17,796.566
2005-02-18,798.563
2005-02-21,801.053
2005-02-22,807.809
2005-02-23,794.235
2005-02-24,794.517
2005-02-25,803.05
2005-02-28,816.896
2005-03-01,816.984
2005-03-02,817.754
2005-03-03,819.236
2005-03-04,825.144
2005-03-07,824.113
2005-03-08,827.126
2005-03-09,835.503
2005-03-10,829.651
2005-03-11,834.129
2005-03-14,823.0
2005-03-15,825.32
2005-03-16,831.381
2005-03-17,823.411
2005-03-18,827.635
2005-03-21,826.296
2005-03-22,826.559
2005-03-23,814.796
2005-03-24,806.836
2005-03-25,810.502
2005-03-28,810.779
2005-03-29,794.463
2005-03-30,791.159
2005-03-31,802.575
2005-04-01,803.007
2005-04-04,793.545
2005-04-05,797.66
2005-04-06,800.705
2005-04-07,803.314
2005-04-08,803.912
2005-04-11,802.255
2005-04-12,791.892
2005-04-13,796.623
2005-04-14,784.984
2005-04-15,778.59
2005-04-18,751.816
2005-04-19,765.409
2005-04-20,769.762
2005-04-21,762.829
2005-04-22,775.58
2005-04-25,778.897
2005-04-26,774.584
2005-04-27,775.097
2005-04-28,775.334
2005-04-29,783.168
2005-05-02,782.7
2005-05-03,782.588
2005-05-04,789.09
2005-05-05,787.881
2005-05-06,799.054
2005-05-09,792.858
2005-05-10,791.607
2005-05-11,787.88
2005-05-12,777.572
2005-05-13,770.929
2005-05-16,763.398
2005-05-17,756.305
2005-05-18,754.568
2005-05-19,766.831
2005-05-20,761.996
2005-05-23,771.212
2005-05-24,771.497
2005-05-25,762.323
2005-05-26,759.369
2005-05-27,765.788
2005-05-30,772.879
2005-05-31,775.571
2005-06-01,775.386
2005-06-02,774.721
2005-06-03,779.696
2005-06-06,784.183
2005-06-07,781.355
2005-06-08,785.143
2005-06-09,772.1
2005-06-10,773.594
2005-06-13,766.006
2005-06-14,768.515
2005-06-15,773.212
2005-06-16,776.366
2005-06-17,785.063
2005-06-20,780.635
2005-06-21,786.908
2005-06-22,786.983
2005-06-23,787.588
2005-06-24,783.517
2005-06-27,775.957
2005-06-28,778.443
2005-06-29,779.177
2005-06-30,776.502
2005-07-01,773.378
2005-07-04,776.654
2005-07-05,774.125
2005-07-06,773.354
2005-07-07,770.256
2005-07-08,767.376
2005-07-11,774.523
2005-07-12,781.486
2005-07-13,772.556
2005-07-14,776.639
2005-07-15,777.272
2005-07-18,780.749
2005-07-19,771.318
2005-07-20,769.799
2005-07-21,789.871
2005-07-22,782.634
2005-07-25,779.454
2005-07-26,774.429
2005-07-27,779.884
2005-07-28,780.787
2005-07-29,785.373
2005-08-01,788.892
2005-08-02,793.224
2005-08-03,796.355
2005-08-04,789.701
2005-08-05,774.803
2005-08-08,778.739
2005-08-09,786.037
2005-08-10,810.677
2005-08-11,825.489
2005-08-12,829.924
2005-08-15,832.255
2005-08-16,836.011
2005-08-17,832.048
2005-08-18,827.505
2005-08-19,824.572
2005-08-22,843.855
2005-08-23,843.479
2005-08-24,843.493
2005-08-25,841.143
2005-08-26,847.156
2005-08-29,831.047
2005-08-30,834.139
2005-08-31,835.571
2005-09-01,848.065
2005-09-02,854.532
2005-09-05,864.187
2005-09-06,857.095
2005-09-07,853.685
2005-09-08,846.0
2005-09-09,863.0
2005-09-12,872.235
2005-09-13,868.614
2005-09-14,871.983
2005-09-15,879.627
2005-09-16,873.227
2005-09-19,873.776
2005-09-20,887.932
2005-09-21,893.64
2005-09-22,889.224
2005-09-23,884.23
2005-09-26,902.189
2005-09-27,891.996
2005-09-28,908.771
2005-09-29,928.775
2005-09-30,916.731
2005-10-03,908.636
2005-10-04,916.311
2005-10-05,911.142
2005-10-06,889.369
2005-10-07,887.435
2005-10-10,883.863
2005-10-11,904.968
2005-10-12,905.14
2005-10-13,900.998
2005-10-14,901.808
2005-10-17,893.646
2005-10-18,885.895
2005-10-19,879.607
2005-10-20,882.882
2005-10-21,882.261
2005-10-24,879.361
2005-10-25,895.186
2005-10-26,895.4
2005-10-27,909.722
2005-10-28,902.172
2005-10-31,911.94
2005-11-01,927.546
2005-11-02,927.391
2005-11-03,925.016
2005-11-04,929.366
2005-11-07,935.01
2005-11-08,938.595
