Date,NIHONKABU IMI IMI (Large+Mid+Small Cap)
2014-06-30,1076.883
2014-07-31,1083.84
2014-08-29,1062.416
2014-09-30,1050.468
2014-10-31,1033.877
2014-11-28,1033.912
2014-12-31,1022.16
2015-01-30,1049.211
2015-02-27,1109.505
2015-03-31,1128.232
2015-04-30,1166.277
2015-05-29,1182.798
2015-06-30,1169.254
2015-07-31,1174.98
2015-08-31,1111.628
2015-09-30,1039.408
2015-10-30,1139.78
2015-11-30,1132.294
2015-12-31,1137.304
2016-01-29,1046.314
2016-02-29,1016.91
2016-03-31,1068.345
2016-04-29,1116.582
2016-05-31,1108.008
2016-06-30,1082.654
2016-07-29,1151.386
2016-08-31,1147.577
2016-09-30,1173.49
2016-10-31,1191.036
2016-11-30,1158.388
2016-12-30,1171.359
2017-01-31,1215.644
2017-02-28,1233.482
2017-03-31,1229.98
2017-04-28,1245.26
2017-05-31,1285.299
2017-06-30,1300.363
2017-07-31,1328.023
2017-08-31,1332.744
2017-09-29,1358.687
2017-10-31,1420.317
2017-11-30,1464.659
2017-12-29,1476.52
2018-01-31,1541.129
2018-02-28,1518.282
2018-03-30,1489.533
2018-04-30,1498.594
2018-05-31,1485.174
2018-06-29,1444.919
2018-07-31,1447.709
2018-08-31,1447.873
2018-09-28,1488.599
2018-10-31,1357.881
2018-11-30,1367.748
2018-12-31,1269.584
2019-01-31,1345.555
2019-02-28,1348.645
2019-03-29,1354.512
2019-04-30,1372.45
2019-05-31,1315.639
2019-06-28,1362.255
2019-07-31,1365.237
2019-08-30,1349.21
2019-09-30,1402.596
2019-10-31,1472.698
2019-11-29,1483.029
2019-12-31,1514.88
2020-01-31,1486.487
2020-02-28,1342.735
2020-03-31,1255.487
2020-04-30,1325.188
2020-05-29,1406.503
2020-06-30,1404.094
2020-07-31,1377.374
2020-08-31,1483.433
2020-09-30,1505.537
2020-10-30,1480.395
2020-11-30,1652.96
2020-12-31,1720.493
2021-01-29,1702.239
2021-02-26,1725.296
2021-03-31,1751.153
2021-04-30,1722.817
2021-05-31,1743.978
2021-06-30,1741.092
2021-07-30,1719.879
2021-08-31,1773.642
2021-09-30,1821.398
2021-10-29,1758.37
2021-11-30,1703.602
2021-12-31,1735.245
2022-01-31,1648.039
2022-02-28,1639.237
2022-03-31,1621.452
2022-04-29,1482.951
2022-05-31,1504.956
2022-06-30,1394.844
2022-07-29,1471.953
2022-08-31,1436.154
2022-09-30,1296.55
2022-10-31,1328.419
2022-11-30,1455.102
2022-12-30,1465.994
2023-01-31,1553.424
2023-02-28,1495.916
2023-03-31,1554.872
2023-04-28,1560.926
2023-05-31,1579.333
2023-06-30,1642.0
2023-07-31,1694.114
2023-08-31,1658.257
2023-09-29,1621.497
2023-10-31,1549.617
2023-11-30,1676.483
2023-12-29,1752.987
2024-01-31,1822.711
2024-02-29,1872.581
2024-03-29,1930.245
2024-04-30,1835.413
2024-05-31,1857.004
2024-06-28,1841.316
2024-07-31,1957.316
2024-08-30,1966.947
2024-09-30,1968.291
2024-10-31,1885.235
2024-11-29,1900.489
2024-12-31,1890.61
2025-01-31,1920.141
2025-02-28,1896.329
2025-03-31,1908.244
2025-04-30,2007.307
2025-05-30,2087.543
