Date,NIHONKABU Standard (Large+Mid Cap)
2006-06-30,984.493
2006-07-31,979.06
2006-08-31,993.68
2006-09-29,977.405
2006-10-31,993.987
2006-11-30,1000.576
2006-12-29,1025.102
2007-01-31,1033.421
2007-02-28,1075.079
2007-03-30,1060.402
2007-04-30,1039.269
2007-05-31,1055.542
2007-06-29,1053.099
2007-07-31,1051.51
2007-08-31,1021.376
2007-09-28,1044.189
2007-10-31,1040.296
2007-11-30,1021.072
2007-12-31,981.012
2008-01-31,937.216
2008-02-29,943.075
2008-03-31,905.061
2008-04-30,970.447
2008-05-30,994.893
2008-06-30,927.663
2008-07-31,896.386
2008-08-29,861.26
2008-09-30,764.94
2008-10-31,652.254
2008-11-28,644.254
2008-12-31,696.89
2009-01-30,649.131
2009-02-27,569.512
2009-03-31,580.818
2009-04-30,636.554
2009-05-29,701.831
2009-06-30,713.884
2009-07-31,743.83
2009-08-31,773.488
2009-09-30,760.123
2009-10-30,740.715
2009-11-30,733.378
2009-12-31,738.512
2010-01-29,752.112
2010-02-26,760.51
2010-03-31,798.359
2010-04-30,797.112
2010-05-31,732.834
2010-06-30,718.314
2010-07-30,743.656
2010-08-31,726.915
2010-09-30,760.028
2010-10-29,775.229
2010-11-30,791.333
2010-12-31,851.067
2011-01-31,852.383
2011-02-28,891.455
2011-03-31,809.323
2011-04-29,812.094
2011-05-31,799.043
2011-06-30,811.122
2011-07-29,839.896
2011-08-31,771.263
2011-09-30,758.928
2011-10-31,757.811
2011-11-30,724.291
2011-12-30,730.714
2012-01-31,763.248
2012-02-29,801.132
2012-03-30,811.618
2012-04-30,785.605
2012-05-31,715.326
2012-06-29,752.249
2012-07-31,733.92
2012-08-31,728.236
2012-09-28,744.949
2012-10-31,730.829
2012-11-30,748.167
2012-12-31,787.292
2013-01-31,815.901
2013-02-28,837.875
2013-03-29,876.531
2013-04-30,954.666
2013-05-31,902.913
2013-06-28,918.213
2013-07-31,924.183
2013-08-30,904.335
2013-09-30,979.057
2013-10-31,979.045
2013-11-29,993.505
2013-12-31,1001.752
2014-01-31,963.367
2014-02-28,958.283
2014-03-31,946.423
2014-04-30,921.804
2014-05-30,958.847
2014-06-30,1009.447
2014-07-31,1016.207
2014-08-29,994.298
2014-09-30,987.043
2014-10-31,973.736
2014-11-28,976.444
2014-12-31,962.348
2015-01-30,986.272
2015-02-27,1045.821
2015-03-31,1062.384
2015-04-30,1100.744
2015-05-29,1116.007
2015-06-30,1097.637
2015-07-31,1103.819
2015-08-31,1040.144
2015-09-30,968.228
2015-10-30,1066.6
2015-11-30,1055.562
2015-12-31,1059.786
2016-01-29,972.874
2016-02-29,944.694
2016-03-31,989.442
2016-04-29,1034.946
2016-05-31,1024.575
2016-06-30,998.903
2016-07-29,1063.671
2016-08-31,1067.053
2016-09-30,1083.922
2016-10-31,1099.109
2016-11-30,1072.794
2016-12-30,1083.461
2017-01-31,1124.222
2017-02-28,1136.693
2017-03-31,1132.913
2017-04-28,1145.169
2017-05-31,1180.717
2017-06-30,1194.109
2017-07-31,1218.082
2017-08-31,1218.261
2017-09-29,1241.861
2017-10-31,1299.908
2017-11-30,1339.737
2017-12-29,1348.165
2018-01-31,1408.412
2018-02-28,1387.083
2018-03-30,1357.966
2018-04-30,1367.407
2018-05-31,1353.823
2018-06-29,1318.674
2018-07-31,1324.332
2018-08-31,1326.496
2018-09-28,1367.184
2018-10-31,1251.093
2018-11-30,1255.106
2018-12-31,1171.046
2019-01-31,1242.437
2019-02-28,1242.368
2019-03-29,1248.879
2019-04-30,1266.096
2019-05-31,1215.544
2019-06-28,1261.194
2019-07-31,1262.253
2019-08-30,1248.813
2019-09-30,1298.669
2019-10-31,1361.903
2019-11-29,1370.245
2019-12-31,1399.761
2020-01-31,1379.385
2020-02-28,1252.672
2020-03-31,1166.496
2020-04-30,1229.391
2020-05-29,1301.541
2020-06-30,1301.853
2020-07-31,1280.152
2020-08-31,1377.226
2020-09-30,1389.868
2020-10-30,1368.812
2020-11-30,1541.147
2020-12-31,1604.39
2021-01-29,1586.665
2021-02-26,1612.101
2021-03-31,1628.981
2021-04-30,1602.842
2021-05-31,1629.025
2021-06-30,1623.06
2021-07-30,1601.745
2021-08-31,1651.828
2021-09-30,1699.715
2021-10-29,1642.192
2021-11-30,1601.341
2021-12-31,1631.524
2022-01-31,1550.106
2022-02-28,1533.929
2022-03-31,1526.31
2022-04-29,1393.009
2022-05-31,1416.097
2022-06-30,1304.601
2022-07-29,1377.908
2022-08-31,1342.845
2022-09-30,1205.517
2022-10-31,1241.818
2022-11-30,1360.755
2022-12-30,1365.067
2023-01-31,1451.068
2023-02-28,1395.098
2023-03-31,1451.266
2023-04-28,1456.368
2023-05-31,1482.969
2023-06-30,1545.235
2023-07-31,1590.881
2023-08-31,1552.222
2023-09-29,1520.53
2023-10-31,1452.005
2023-11-30,1575.53
2023-12-29,1644.442
2024-01-31,1721.968
2024-02-29,1774.046
2024-03-29,1826.862
2024-04-30,1737.163
2024-05-31,1759.452
2024-06-28,1746.707
2024-07-31,1848.404
2024-08-30,1856.949
2024-09-30,1846.269
2024-10-31,1774.194
2024-11-29,1786.387
2024-12-31,1780.168
2025-01-31,1807.66
2025-02-28,1783.018
2025-03-31,1785.751
2025-04-30,1879.342
2025-05-30,1956.067
2025-06-30,1988.601
2025-07-31,1960.159
2025-08-29,2096.252
2025-09-30,2146.794
