Date,ISRAEL IMI VALUE IMI (Large+Mid+Small Cap)
2004-04-30,500.756
2004-05-03,501.135
2004-05-04,510.48
2004-05-05,512.169
2004-05-06,506.088
2004-05-07,506.753
2004-05-10,484.21
2004-05-11,489.056
2004-05-12,489.096
2004-05-13,488.557
2004-05-14,486.176
2004-05-17,477.966
2004-05-18,480.524
2004-05-19,492.242
2004-05-20,490.016
2004-05-21,491.505
2004-05-24,500.124
2004-05-25,502.682
2004-05-26,502.79
2004-05-27,506.023
2004-05-28,504.137
2004-05-31,502.215
2004-06-01,507.139
2004-06-02,511.059
2004-06-03,509.236
2004-06-04,508.554
2004-06-07,518.967
2004-06-08,520.7
2004-06-09,519.046
2004-06-10,520.879
2004-06-11,520.382
2004-06-14,517.919
2004-06-15,520.202
2004-06-16,525.133
2004-06-17,526.35
2004-06-18,525.757
2004-06-21,532.029
2004-06-22,533.309
2004-06-23,534.297
2004-06-24,535.305
2004-06-25,536.919
2004-06-28,535.972
2004-06-29,536.788
2004-06-30,539.477
2004-07-01,539.755
2004-07-02,538.491
2004-07-05,537.554
2004-07-06,531.09
2004-07-07,530.623
2004-07-08,528.128
2004-07-09,529.139
2004-07-12,524.727
2004-07-13,520.282
2004-07-14,517.937
2004-07-15,514.478
2004-07-16,513.54
2004-07-19,509.843
2004-07-20,514.375
2004-07-21,514.968
2004-07-22,508.019
2004-07-23,504.98
2004-07-26,492.655
2004-07-27,493.163
2004-07-28,480.518
2004-07-29,485.104
2004-07-30,486.292
2004-08-02,481.527
2004-08-03,474.293
2004-08-04,470.859
2004-08-05,474.26
2004-08-06,473.42
2004-08-09,465.838
2004-08-10,462.435
2004-08-11,449.233
2004-08-12,444.318
2004-08-13,444.28
2004-08-16,444.962
2004-08-17,455.309
2004-08-18,454.451
2004-08-19,459.92
2004-08-20,460.168
2004-08-23,462.847
2004-08-24,465.546
2004-08-25,465.164
2004-08-26,468.978
2004-08-27,469.208
2004-08-30,468.749
2004-08-31,463.906
2004-09-01,459.75
2004-09-02,459.436
2004-09-03,456.172
2004-09-06,459.736
2004-09-07,465.311
2004-09-08,468.32
2004-09-09,470.717
2004-09-10,474.3
2004-09-13,479.25
2004-09-14,480.72
2004-09-15,478.999
2004-09-16,479.244
2004-09-17,479.442
2004-09-20,482.207
2004-09-21,481.468
2004-09-22,478.081
2004-09-23,467.868
2004-09-24,465.579
2004-09-27,465.311
2004-09-28,462.534
2004-09-29,462.395
2004-09-30,462.517
2004-10-01,468.123
2004-10-04,477.629
2004-10-05,475.529
2004-10-06,475.942
2004-10-07,475.204
2004-10-08,474.185
2004-10-11,467.08
2004-10-12,459.601
2004-10-13,458.164
2004-10-14,455.874
2004-10-15,454.842
2004-10-18,461.045
2004-10-19,463.542
2004-10-20,465.579
2004-10-21,470.944
2004-10-22,469.362
2004-10-25,468.895
2004-10-26,473.055
2004-10-27,472.769
2004-10-28,471.827
2004-10-29,473.669
2004-11-01,482.796
2004-11-02,475.294
2004-11-03,480.339
2004-11-04,483.237
2004-11-05,485.781
2004-11-08,485.553
2004-11-09,488.896
2004-11-10,488.933
2004-11-11,496.556
2004-11-12,498.292
2004-11-15,512.902
2004-11-16,517.285
2004-11-17,521.954
2004-11-18,524.803
2004-11-19,524.022
2004-11-22,517.711
2004-11-23,518.768
2004-11-24,521.172
2004-11-25,522.348
2004-11-26,522.346
2004-11-29,516.989
2004-11-30,516.416
2004-12-01,520.145
2004-12-02,523.551
2004-12-03,524.752
2004-12-06,538.645
2004-12-07,542.077
2004-12-08,540.058
2004-12-09,540.275
2004-12-10,539.142
2004-12-13,549.716
2004-12-14,555.815
2004-12-15,556.185
2004-12-16,554.288
2004-12-17,553.852
2004-12-20,555.201
2004-12-21,550.688
2004-12-22,551.166
2004-12-23,553.396
2004-12-24,555.566
2004-12-27,560.813
2004-12-28,557.418
2004-12-29,555.91
2004-12-30,561.036
2004-12-31,564.109
2005-01-03,564.683
2005-01-04,554.119
2005-01-05,544.381
2005-01-06,548.104
2005-01-07,548.495
2005-01-10,560.946
2005-01-11,562.199
2005-01-12,566.06
2005-01-13,561.04
2005-01-14,561.938
2005-01-17,558.087
2005-01-18,557.698
2005-01-19,565.718
2005-01-20,565.991
2005-01-21,567.23
2005-01-24,568.963
2005-01-25,563.016
2005-01-26,566.154
2005-01-27,560.71
2005-01-28,560.211
2005-01-31,575.191
2005-02-01,575.83
2005-02-02,582.645
2005-02-03,592.108
2005-02-04,595.607
2005-02-07,589.707
2005-02-08,587.722
2005-02-09,582.672
2005-02-10,580.709
2005-02-11,581.544
2005-02-14,590.126
2005-02-15,581.242
2005-02-16,583.544
2005-02-17,581.046
2005-02-18,581.984
2005-02-21,574.521
2005-02-22,567.03
2005-02-23,567.932
2005-02-24,572.506
2005-02-25,571.917
2005-02-28,591.384
2005-03-01,596.069
2005-03-02,591.835
2005-03-03,595.593
2005-03-04,596.064
2005-03-07,600.95
2005-03-08,604.228
2005-03-09,601.124
2005-03-10,602.994
2005-03-11,604.061
2005-03-14,603.441
2005-03-15,596.253
2005-03-16,589.004
2005-03-17,591.377
2005-03-18,590.788
2005-03-21,591.858
2005-03-22,589.104
2005-03-23,575.618
2005-03-24,572.891
2005-03-25,573.225
2005-03-28,583.616
2005-03-29,583.405
2005-03-30,579.462
2005-03-31,585.567
2005-04-01,586.124
2005-04-04,580.35
2005-04-05,587.265
2005-04-06,591.791
2005-04-07,596.279
2005-04-08,594.911
2005-04-11,599.984
2005-04-12,600.02
2005-04-13,601.005
2005-04-14,599.282
2005-04-15,596.218
2005-04-18,591.94
2005-04-19,593.672
2005-04-20,591.125
2005-04-21,594.542
2005-04-22,594.302
2005-04-25,592.502
2005-04-26,590.147
2005-04-27,587.12
2005-04-28,588.326
2005-04-29,589.822
2005-05-02,599.018
2005-05-03,595.15
2005-05-04,603.391
2005-05-05,607.874
2005-05-06,607.136
2005-05-09,611.863
2005-05-10,615.066
2005-05-11,614.443
2005-05-12,612.947
2005-05-13,613.31
2005-05-16,617.074
2005-05-17,619.294
2005-05-18,618.977
2005-05-19,618.668
2005-05-20,617.321
2005-05-23,609.378
2005-05-24,611.053
2005-05-25,616.661
2005-05-26,622.251
2005-05-27,621.103
2005-05-30,621.156
2005-05-31,618.319
2005-06-01,617.169
2005-06-02,620.332
2005-06-03,618.987
2005-06-06,622.684
2005-06-07,622.79
2005-06-08,622.248
2005-06-09,615.117
2005-06-10,613.136
2005-06-13,611.781
2005-06-14,602.71
2005-06-15,595.745
2005-06-16,593.849
2005-06-17,594.932
2005-06-20,569.727
2005-06-21,579.514
2005-06-22,578.953
2005-06-23,571.241
2005-06-24,568.907
2005-06-27,559.138
2005-06-28,558.119
2005-06-29,560.459
2005-06-30,557.462
2005-07-01,559.4
2005-07-04,565.933
2005-07-05,557.965
2005-07-06,563.343
2005-07-07,558.72
2005-07-08,559.628
2005-07-11,580.83
2005-07-12,586.479
2005-07-13,587.079
2005-07-14,592.18
2005-07-15,590.549
2005-07-18,581.12
2005-07-19,591.788
2005-07-20,599.762
2005-07-21,606.451
2005-07-22,606.208
2005-07-25,605.477
2005-07-26,606.118
2005-07-27,609.137
2005-07-28,607.649
2005-07-29,607.025
2005-08-01,605.258
2005-08-02,622.493
2005-08-03,624.856
2005-08-04,622.398
2005-08-05,623.039
2005-08-08,606.089
2005-08-09,602.739
2005-08-10,607.235
2005-08-11,606.669
2005-08-12,606.363
2005-08-15,615.327
2005-08-16,616.321
2005-08-17,631.605
2005-08-18,637.068
2005-08-19,637.063
2005-08-22,633.55
2005-08-23,628.831
2005-08-24,621.94
2005-08-25,617.503
2005-08-26,615.666
2005-08-29,618.67
2005-08-30,627.127
2005-08-31,626.817
2005-09-01,639.786
2005-09-02,640.255
2005-09-05,647.538
2005-09-06,647.79
2005-09-07,647.562
2005-09-08,644.782
2005-09-09,646.204
2005-09-12,650.939
2005-09-13,647.388
2005-09-14,651.977
2005-09-15,648.575
2005-09-16,648.68
2005-09-19,646.342
2005-09-20,647.637
2005-09-21,640.053
2005-09-22,632.018
2005-09-23,630.474
2005-09-26,635.585
2005-09-27,646.66
2005-09-28,653.828
2005-09-29,653.938
2005-09-30,656.877
2005-10-03,659.556
2005-10-04,659.113
2005-10-05,657.127
2005-10-06,645.838
2005-10-07,643.874
2005-10-10,653.904
2005-10-11,652.415
2005-10-12,647.685
2005-10-13,645.875
2005-10-14,649.177
2005-10-17,636.523
2005-10-18,636.706
2005-10-19,623.673
2005-10-20,632.568
2005-10-21,635.897
2005-10-24,642.508
2005-10-25,644.383
2005-10-26,638.722
2005-10-27,630.002
2005-10-28,629.553
2005-10-31,643.729
2005-11-01,640.547
2005-11-02,634.288
2005-11-03,638.503
2005-11-04,638.384
2005-11-07,636.109
2005-11-08,633.888
2005-11-09,642.869
2005-11-10,637.965
2005-11-11,635.762
2005-11-14,624.553
2005-11-15,622.346
2005-11-16,620.317
2005-11-17,634.435
2005-11-18,634.549
2005-11-21,626.959
2005-11-22,626.028
2005-11-23,639.333
2005-11-24,644.138
2005-11-25,644.991
2005-11-28,655.795
2005-11-29,663.178
2005-11-30,663.73
2005-12-01,666.356
2005-12-02,668.347
2005-12-05,674.224
2005-12-06,676.495
2005-12-07,674.348
2005-12-08,672.257
2005-12-09,670.711
2005-12-12,679.386
2005-12-13,684.08
2005-12-14,685.973
2005-12-15,690.99
2005-12-16,689.287
2005-12-19,677.558
2005-12-20,685.147
2005-12-21,694.483
2005-12-22,694.726
2005-12-23,697.373
2005-12-26,697.348
2005-12-27,694.767
2005-12-28,687.361
2005-12-29,693.321
2005-12-30,689.425
2006-01-02,706.448
2006-01-03,715.112
2006-01-04,726.386
2006-01-05,694.139
2006-01-06,699.68
2006-01-09,700.98
2006-01-10,689.864
2006-01-11,700.1
2006-01-12,707.628
2006-01-13,708.23
2006-01-16,723.734
2006-01-17,715.841
2006-01-18,710.648
2006-01-19,722.116
2006-01-20,718.081
2006-01-23,723.305
2006-01-24,726.741
2006-01-25,735.158
2006-01-26,731.878
2006-01-27,734.717
2006-01-30,712.982
2006-01-31,702.039
2006-02-01,704.147
2006-02-02,700.54
2006-02-03,698.041
2006-02-06,686.339
2006-02-07,682.041
2006-02-08,684.072
2006-02-09,690.732
2006-02-10,691.022
2006-02-13,693.524
2006-02-14,680.767
2006-02-15,681.21
2006-02-16,679.495
2006-02-17,680.051
2006-02-20,675.271
2006-02-21,668.786
2006-02-22,667.764
2006-02-23,664.11
2006-02-24,666.111
2006-02-27,681.4
2006-02-28,682.024
2006-03-01,690.003
2006-03-02,687.554
2006-03-03,687.119
2006-03-06,693.784
2006-03-07,685.345
2006-03-08,681.622
2006-03-09,686.378
2006-03-10,686.802
2006-03-13,694.756
2006-03-14,697.254
2006-03-15,698.235
2006-03-16,705.35
2006-03-17,709.654
2006-03-20,717.287
2006-03-21,715.919
2006-03-22,717.326
2006-03-23,718.069
2006-03-24,712.874
2006-03-27,706.607
2006-03-28,705.086
2006-03-29,690.394
2006-03-30,687.712
2006-03-31,686.643
2006-04-03,692.595
2006-04-04,703.681
2006-04-05,706.11
2006-04-06,709.381
2006-04-07,707.792
2006-04-10,713.774
2006-04-11,715.354
2006-04-12,713.629
2006-04-13,712.673
2006-04-14,712.565
2006-04-17,714.918
2006-04-18,718.723
2006-04-19,721.427
2006-04-20,735.829
2006-04-21,737.661
2006-04-24,735.596
2006-04-25,738.867
2006-04-26,736.4
2006-04-27,740.025
2006-04-28,744.104
2006-05-01,754.253
2006-05-02,753.167
2006-05-03,751.661
2006-05-04,755.277
2006-05-05,758.412
2006-05-08,777.525
2006-05-09,780.715
2006-05-10,784.583
2006-05-11,786.479
2006-05-12,783.173
2006-05-15,767.147
2006-05-16,779.23
2006-05-17,773.388
2006-05-18,766.404
2006-05-19,766.083
2006-05-22,727.246
2006-05-23,743.64
2006-05-24,733.72
2006-05-25,732.853
2006-05-26,733.586
2006-05-29,744.249
2006-05-30,737.761
2006-05-31,729.769
2006-06-01,729.148
2006-06-02,729.853
2006-06-05,731.682
2006-06-06,718.935
2006-06-07,723.452
2006-06-08,715.484
2006-06-09,717.063
2006-06-12,707.606
2006-06-13,696.588
2006-06-14,704.715
2006-06-15,711.833
2006-06-16,714.384
2006-06-19,704.233
2006-06-20,699.577
2006-06-21,706.93
2006-06-22,708.766
2006-06-23,706.189
2006-06-26,690.382
2006-06-27,686.15
2006-06-28,679.574
2006-06-29,677.976
2006-06-30,679.662
2006-07-03,710.495
2006-07-04,725.302
2006-07-05,706.524
2006-07-06,717.956
2006-07-07,719.091
2006-07-10,723.841
2006-07-11,718.912
2006-07-12,680.892
2006-07-13,646.513
2006-07-14,643.678
2006-07-17,662.127
2006-07-18,682.027
2006-07-19,675.756
2006-07-20,681.921
2006-07-21,677.859
2006-07-24,678.591
2006-07-25,685.336
2006-07-26,671.899
2006-07-27,672.228
2006-07-28,673.371
2006-07-31,694.659
2006-08-01,683.911
2006-08-02,692.628
2006-08-03,692.624
2006-08-04,693.457
2006-08-07,690.584
2006-08-08,699.809
2006-08-09,689.21
2006-08-10,674.91
2006-08-11,676.084
2006-08-14,697.44
2006-08-15,704.55
2006-08-16,710.68
2006-08-17,725.328
2006-08-18,725.344
2006-08-21,723.738
2006-08-22,717.157
2006-08-23,713.606
2006-08-24,712.974
2006-08-25,709.904
2006-08-28,693.278
2006-08-29,703.58
2006-08-30,708.439
2006-08-31,713.016
2006-09-01,714.964
2006-09-04,710.876
2006-09-05,711.122
2006-09-06,702.096
2006-09-07,695.443
2006-09-08,697.193
2006-09-11,695.467
2006-09-12,705.047
2006-09-13,717.045
2006-09-14,720.122
2006-09-15,720.691
2006-09-18,730.226
2006-09-19,731.56
2006-09-20,743.972
2006-09-21,745.292
2006-09-22,743.423
2006-09-25,744.845
2006-09-26,745.709
2006-09-27,747.166
2006-09-28,752.61
2006-09-29,750.69
2006-10-02,749.016
2006-10-03,756.682
2006-10-04,770.754
2006-10-05,778.043
2006-10-06,780.668
2006-10-09,781.836
2006-10-10,782.047
2006-10-11,780.132
2006-10-12,787.11
2006-10-13,789.64
2006-10-16,789.048
2006-10-17,785.366
2006-10-18,792.213
2006-10-19,794.414
2006-10-20,792.764
2006-10-23,796.84
2006-10-24,788.468
2006-10-25,794.729
2006-10-26,810.842
2006-10-27,806.876
2006-10-30,808.393
2006-10-31,813.253
2006-11-01,813.916
2006-11-02,803.12
2006-11-03,802.056
2006-11-06,815.843
2006-11-07,812.384
2006-11-08,812.13
2006-11-09,816.576
2006-11-10,821.995
2006-11-13,831.254
2006-11-14,840.569
2006-11-15,831.866
2006-11-16,838.498
2006-11-17,836.29
2006-11-20,827.904
2006-11-21,829.04
2006-11-22,835.145
2006-11-23,825.4
2006-11-24,824.834
2006-11-27,830.308
2006-11-28,831.203
2006-11-29,846.764
2006-11-30,849.712
2006-12-01,849.388
2006-12-04,844.578
2006-12-05,851.865
2006-12-06,853.351
2006-12-07,857.407
2006-12-08,857.974
2006-12-11,855.384
2006-12-12,852.391
2006-12-13,855.933
2006-12-14,861.384
2006-12-15,858.379
2006-12-18,866.445
2006-12-19,859.601
2006-12-20,865.798
2006-12-21,864.038
2006-12-22,863.641
2006-12-25,848.629
2006-12-26,846.112
2006-12-27,846.591
2006-12-28,842.14
2006-12-29,840.13
2007-01-01,850.168
2007-01-02,855.223
2007-01-03,865.713
2007-01-04,855.287
2007-01-05,853.833
2007-01-08,853.708
2007-01-09,851.653
2007-01-10,836.377
2007-01-11,847.714
2007-01-12,853.607
2007-01-15,861.606
2007-01-16,861.119
2007-01-17,864.028
2007-01-18,866.095
2007-01-19,866.783
2007-01-22,872.459
2007-01-23,872.565
2007-01-24,876.703
2007-01-25,869.024
2007-01-26,867.886
2007-01-29,868.935
2007-01-30,867.818
2007-01-31,868.582
2007-02-01,879.202
2007-02-02,881.191
2007-02-05,886.289
2007-02-06,888.89
2007-02-07,891.222
2007-02-08,890.188
2007-02-09,889.708
2007-02-12,884.738
2007-02-13,906.691
2007-02-14,924.336
2007-02-15,924.626
2007-02-16,926.771
2007-02-19,929.175
2007-02-20,916.306
2007-02-21,921.096
2007-02-22,921.273
2007-02-23,920.063
2007-02-26,909.657
2007-02-27,886.676
2007-02-28,878.531
2007-03-01,869.104
2007-03-02,869.643
2007-03-05,856.368
2007-03-06,869.73
2007-03-07,868.473
2007-03-08,877.888
2007-03-09,878.788
2007-03-12,887.487
2007-03-13,879.746
2007-03-14,866.015
2007-03-15,865.711
2007-03-16,866.837
2007-03-19,868.413
2007-03-20,873.67
2007-03-21,876.66
2007-03-22,882.372
2007-03-23,882.845
2007-03-26,888.152
2007-03-27,900.638
2007-03-28,888.871
2007-03-29,899.534
2007-03-30,900.457
2007-04-02,906.112
2007-04-03,906.876
2007-04-04,933.966
2007-04-05,933.344
2007-04-06,933.344
