Date,ISRAEL IMI VALUE IMI (Large+Mid+Small Cap)
2011-07-29,1197.583
2011-08-31,1022.572
2011-09-30,902.541
2011-10-31,1028.094
2011-11-30,927.912
2011-12-30,913.913
2012-01-31,994.521
2012-02-29,958.78
2012-03-30,981.446
2012-04-30,993.741
2012-05-31,854.933
2012-06-29,811.472
2012-07-31,817.213
2012-08-31,819.388
2012-09-28,886.59
2012-10-31,933.595
2012-11-30,965.572
2012-12-31,935.255
2013-01-31,937.91
2013-02-28,974.269
2013-03-29,1012.284
2013-04-30,1013.722
2013-05-31,1007.87
2013-06-28,1002.625
2013-07-31,1040.553
2013-08-30,1015.321
2013-09-30,1057.242
2013-10-31,1058.427
2013-11-29,1114.966
2013-12-31,1107.251
2014-01-31,1150.953
2014-02-28,1241.999
2014-03-31,1311.447
2014-04-30,1287.892
2014-05-30,1299.589
2014-06-30,1337.737
2014-07-31,1349.963
2014-08-29,1317.566
2014-09-30,1339.453
2014-10-31,1310.74
2014-11-28,1329.138
2014-12-31,1304.376
2015-01-30,1284.014
2015-02-27,1295.588
2015-03-31,1411.702
2015-04-30,1417.502
2015-05-29,1412.237
2015-06-30,1418.688
2015-07-31,1553.54
2015-08-31,1416.601
2015-09-30,1327.858
2015-10-30,1418.768
2015-11-30,1401.903
2015-12-31,1418.938
2016-01-29,1322.323
2016-02-29,1294.678
2016-03-31,1312.03
2016-04-29,1351.439
2016-05-31,1295.014
2016-06-30,1260.752
2016-07-29,1341.725
2016-08-31,1326.256
2016-09-30,1303.843
2016-10-31,1226.836
2016-11-30,1214.079
2016-12-30,1214.101
2017-01-31,1198.711
2017-02-28,1261.08
2017-03-31,1230.434
2017-04-28,1237.462
2017-05-31,1232.918
2017-06-30,1343.891
2017-07-31,1319.296
2017-08-31,1011.134
2017-09-29,1061.508
2017-10-31,1008.831
2017-11-30,1045.23
2017-12-29,1142.783
2018-01-31,1196.519
2018-02-28,1126.576
2018-03-30,1065.608
2018-04-30,1070.577
2018-05-31,1156.53
2018-06-29,1179.618
2018-07-31,1200.127
2018-08-31,1253.952
2018-09-28,1225.042
2018-10-31,1153.734
2018-11-30,1202.502
2018-12-31,1021.12
2019-01-31,1173.971
2019-02-28,1128.123
2019-03-29,1094.449
2019-04-30,1141.467
2019-05-31,1008.408
2019-06-28,1067.869
2019-07-31,1065.011
2019-08-30,1012.35
2019-09-30,1058.163
2019-10-31,1089.11
2019-11-29,1166.162
2019-12-31,1156.325
2020-01-31,1162.466
2020-02-28,1110.993
2020-03-31,876.862
2020-04-30,957.358
2020-05-29,951.97
2020-06-30,892.106
2020-07-31,905.838
2020-08-31,921.662
2020-09-30,826.283
2020-10-30,860.397
2020-11-30,1007.384
2020-12-31,1074.055
2021-01-29,1110.135
2021-02-26,1076.269
2021-03-31,1139.169
2021-04-30,1195.864
2021-05-31,1254.73
2021-06-30,1244.837
2021-07-30,1254.316
2021-08-31,1297.821
2021-09-30,1301.476
2021-10-29,1383.495
2021-11-30,1392.953
2021-12-31,1474.381
2022-01-31,1451.276
2022-02-28,1475.374
2022-03-31,1520.862
2022-04-29,1446.27
2022-05-31,1347.647
2022-06-30,1204.148
2022-07-29,1312.689
2022-08-31,1423.227
2022-09-30,1196.28
2022-10-31,1288.172
2022-11-30,1266.909
2022-12-30,1187.919
2023-01-31,1234.876
2023-02-28,1120.475
2023-03-31,1109.238
2023-04-28,1118.631
2023-05-31,1069.75
2023-06-30,1111.707
2023-07-31,1208.377
2023-08-31,1176.097
2023-09-29,1209.811
2023-10-31,1000.829
2023-11-30,1165.983
2023-12-29,1257.946
2024-01-31,1251.805
2024-02-29,1355.026
2024-03-29,1354.877
2024-04-30,1296.13
2024-05-31,1353.158
2024-06-28,1306.361
2024-07-31,1370.245
2024-08-30,1499.971
2024-09-30,1515.128
2024-10-31,1573.06
2024-11-29,1680.765
2024-12-31,1839.821
2025-01-31,1868.216
2025-02-28,1896.839
2025-03-31,1794.345
2025-04-30,1927.334
2025-05-30,2139.291
2025-06-30,2467.182
2025-07-31,2458.756
2025-08-29,2553.112
2025-09-30,2648.166
2025-10-31,2736.097
2025-11-28,2866.474
