Date,CANADA MID GROWTH Mid Cap
2001-08-14,260.101
2001-08-15,258.055
2001-08-16,257.39
2001-08-17,252.784
2001-08-20,252.27
2001-08-21,250.34
2001-08-22,251.47
2001-08-23,251.35
2001-08-24,255.209
2001-08-27,254.589
2001-08-28,251.55
2001-08-29,248.897
2001-08-30,244.185
2001-08-31,244.153
2001-09-03,243.917
2001-09-04,248.722
2001-09-05,246.301
2001-09-06,243.216
2001-09-07,241.192
2001-09-10,240.923
2001-09-11,226.058
2001-09-12,227.944
2001-09-13,228.031
2001-09-14,217.182
2001-09-17,221.37
2001-09-18,218.852
2001-09-19,215.132
2001-09-20,211.054
2001-09-21,211.35
2001-09-24,219.498
2001-09-25,217.638
2001-09-26,217.129
2001-09-27,219.327
2001-09-28,224.649
2001-10-01,223.103
2001-10-02,223.966
2001-10-03,227.665
2001-10-04,229.75
2001-10-05,230.303
2001-10-08,230.648
2001-10-09,230.006
2001-10-10,231.871
2001-10-11,236.831
2001-10-12,236.809
2001-10-15,235.63
2001-10-16,239.574
2001-10-17,237.169
2001-10-18,235.199
2001-10-19,236.433
2001-10-22,237.245
2001-10-23,239.615
2001-10-24,239.991
2001-10-25,245.119
2001-10-26,244.959
2001-10-29,239.332
2001-10-30,235.68
2001-10-31,238.261
2001-11-01,241.006
2001-11-02,239.593
2001-11-05,243.797
2001-11-06,245.254
2001-11-07,248.244
2001-11-08,246.697
2001-11-09,247.068
2001-11-12,248.078
2001-11-13,250.294
2001-11-14,252.38
2001-11-15,251.949
2001-11-16,255.202
2001-11-19,260.851
2001-11-20,256.307
2001-11-21,253.63
2001-11-22,255.639
2001-11-23,257.691
2001-11-26,260.102
2001-11-27,261.21
2001-11-28,258.495
2001-11-29,262.147
2001-11-30,264.662
2001-12-03,261.995
2001-12-04,265.577
2001-12-05,273.957
2001-12-06,272.845
2001-12-07,275.108
2001-12-10,272.924
2001-12-11,273.629
2001-12-12,277.557
2001-12-13,271.996
2001-12-14,271.474
2001-12-17,274.89
2001-12-18,274.764
2001-12-19,270.144
2001-12-20,268.285
2001-12-21,271.904
2001-12-24,270.286
2001-12-25,270.286
2001-12-26,270.199
2001-12-27,276.44
2001-12-28,278.298
2001-12-31,278.965
2002-01-01,278.965
2002-01-02,277.502
2002-01-03,283.31
2002-01-04,285.685
2002-01-07,285.531
2002-01-08,286.206
2002-01-09,286.173
2002-01-10,282.994
2002-01-11,281.944
2002-01-14,276.122
2002-01-15,279.794
2002-01-16,277.294
2002-01-17,276.944
2002-01-18,274.868
2002-01-21,272.865
2002-01-22,271.474
2002-01-23,272.229
2002-01-24,276.638
2002-01-25,272.911
2002-01-28,272.082
2002-01-29,273.868
2002-01-30,272.595
2002-01-31,274.84
2002-02-01,279.18
2002-02-04,273.368
2002-02-05,269.489
2002-02-06,266.6
2002-02-07,263.428
2002-02-08,266.2
2002-02-11,270.7
2002-02-12,267.978
2002-02-13,270.28
2002-02-14,269.43
2002-02-15,267.553
2002-02-18,268.101
2002-02-19,266.161
2002-02-20,263.444
2002-02-21,261.769
2002-02-22,261.547
2002-02-25,265.205
2002-02-26,265.518
2002-02-27,267.702
2002-02-28,268.841
2002-03-01,273.584
2002-03-04,283.021
2002-03-05,285.884
2002-03-06,290.087
2002-03-07,291.449
2002-03-08,291.289
2002-03-11,291.211
2002-03-12,289.723
2002-03-13,286.575
2002-03-14,286.391
2002-03-15,286.647
2002-03-18,287.251
2002-03-19,289.251
2002-03-20,290.107
2002-03-21,286.987
2002-03-22,287.992
2002-03-25,279.344
2002-03-26,279.738
2002-03-27,282.168
2002-03-28,281.607
2002-03-29,281.607
2002-04-01,280.603
2002-04-02,281.938
2002-04-03,281.586
2002-04-04,280.92
2002-04-05,280.869
2002-04-08,279.036
2002-04-09,277.371
2002-04-10,276.541
2002-04-11,272.31
2002-04-12,276.115
2002-04-15,276.981
2002-04-16,284.243
2002-04-17,285.782
2002-04-18,282.387
2002-04-19,284.192
2002-04-22,281.25
2002-04-23,278.369
2002-04-24,279.172
2002-04-25,276.486
2002-04-26,274.153
2002-04-29,271.145
2002-04-30,273.423
2002-05-01,273.937
2002-05-02,273.514
2002-05-03,271.508
2002-05-06,269.892
2002-05-07,269.714
2002-05-08,277.073
2002-05-09,271.517
2002-05-10,269.679
2002-05-13,274.792
2002-05-14,279.063
2002-05-15,281.44
2002-05-16,282.065
2002-05-17,284.05
2002-05-20,284.373
2002-05-21,281.756
2002-05-22,280.751
2002-05-23,281.176
2002-05-24,279.54
2002-05-27,280.191
2002-05-28,279.825
2002-05-29,277.936
2002-05-30,276.578
2002-05-31,281.026
2002-06-03,278.882
2002-06-04,279.473
2002-06-05,277.843
2002-06-06,276.273
2002-06-07,273.761
2002-06-10,270.28
2002-06-11,268.341
2002-06-12,267.587
2002-06-13,265.712
2002-06-14,263.419
2002-06-17,266.991
2002-06-18,267.023
2002-06-19,262.823
2002-06-20,264.322
2002-06-21,263.028
2002-06-24,265.33
2002-06-25,263.066
2002-06-26,258.832
2002-06-27,260.692
2002-06-28,260.905
2002-07-01,261.335
2002-07-02,254.788
2002-07-03,254.106
2002-07-04,253.525
2002-07-05,259.749
2002-07-08,261.03
2002-07-09,259.77
2002-07-10,253.363
2002-07-11,248.843
2002-07-12,247.848
2002-07-15,240.44
2002-07-16,242.579
2002-07-17,240.818
2002-07-18,240.463
2002-07-19,237.279
2002-07-22,228.209
2002-07-23,217.019
2002-07-24,223.974
2002-07-25,220.115
2002-07-26,220.221
2002-07-29,227.936
2002-07-30,229.19
2002-07-31,227.946
2002-08-01,226.101
2002-08-02,223.509
2002-08-05,222.704
2002-08-06,219.401
2002-08-07,219.771
2002-08-08,225.721
2002-08-09,228.615
2002-08-12,226.729
2002-08-13,224.562
2002-08-14,226.253
2002-08-15,229.059
2002-08-16,230.783
2002-08-19,235.076
2002-08-20,233.07
2002-08-21,235.313
2002-08-22,241.175
2002-08-23,237.091
2002-08-26,241.322
2002-08-27,238.716
2002-08-28,234.523
2002-08-29,233.684
2002-08-30,233.721
2002-09-02,234.405
2002-09-03,229.86
2002-09-04,230.192
2002-09-05,226.805
2002-09-06,228.079
2002-09-09,230.286
2002-09-10,231.533
2002-09-11,233.008
2002-09-12,227.523
2002-09-13,226.155
2002-09-16,225.872
2002-09-17,221.301
2002-09-18,217.323
2002-09-19,215.412
2002-09-20,217.761
2002-09-23,211.666
2002-09-24,210.018
2002-09-25,215.426
2002-09-26,218.65
2002-09-27,216.422
2002-09-30,215.734
2002-10-01,216.313
2002-10-02,211.527
2002-10-03,209.307
2002-10-04,205.877
2002-10-07,202.599
2002-10-08,202.531
2002-10-09,199.492
2002-10-10,201.702
2002-10-11,208.403
2002-10-14,208.81
2002-10-15,216.439
2002-10-16,214.678
2002-10-17,220.822
2002-10-18,220.556
2002-10-21,223.193
2002-10-22,221.462
2002-10-23,221.986
2002-10-24,221.826
2002-10-25,223.68
2002-10-28,226.391
2002-10-29,221.378
2002-10-30,222.877
2002-10-31,221.301
2002-11-01,226.594
2002-11-04,230.081
2002-11-05,230.698
2002-11-06,232.642
2002-11-07,229.499
2002-11-08,227.332
2002-11-11,222.924
2002-11-12,225.667
2002-11-13,223.373
2002-11-14,225.957
2002-11-15,229.109
2002-11-18,228.66
2002-11-19,226.498
2002-11-20,228.7
2002-11-21,232.853
2002-11-22,231.008
2002-11-25,235.136
2002-11-26,232.59
2002-11-27,237.512
2002-11-28,237.564
2002-11-29,237.062
2002-12-02,240.208
2002-12-03,239.764
2002-12-04,237.896
2002-12-05,234.181
2002-12-06,234.494
2002-12-09,232.159
2002-12-10,235.165
2002-12-11,235.342
2002-12-12,237.892
2002-12-13,237.408
2002-12-16,240.31
2002-12-17,237.13
2002-12-18,234.032
2002-12-19,232.782
2002-12-20,234.255
2002-12-23,237.655
2002-12-24,236.781
2002-12-25,236.781
2002-12-26,236.24
2002-12-27,233.277
2002-12-30,231.839
2002-12-31,232.211
2003-01-01,232.211
2003-01-02,236.524
2003-01-03,239.098
2003-01-06,241.689
2003-01-07,239.864
2003-01-08,239.006
2003-01-09,241.683
2003-01-10,242.779
2003-01-13,242.676
2003-01-14,240.324
2003-01-15,242.201
2003-01-16,242.501
2003-01-17,239.091
2003-01-20,238.053
2003-01-21,236.865
2003-01-22,236.831
2003-01-23,239.909
2003-01-24,238.32
2003-01-27,233.8
2003-01-28,234.082
2003-01-29,234.763
2003-01-30,233.613
2003-01-31,233.817
2003-02-03,234.458
2003-02-04,233.477
2003-02-05,231.979
2003-02-06,231.271
2003-02-07,229.037
2003-02-10,226.726
2003-02-11,229.051
2003-02-12,226.106
2003-02-13,227.312
2003-02-14,227.02
2003-02-17,227.843
2003-02-18,228.857
2003-02-19,229.481
2003-02-20,231.054
2003-02-21,230.725
2003-02-24,229.871
2003-02-25,227.342
2003-02-26,228.715
2003-02-27,230.021
2003-02-28,230.822
2003-03-03,227.851
2003-03-04,228.386
2003-03-05,228.32
2003-03-06,225.954
2003-03-07,226.6
2003-03-10,223.821
2003-03-11,223.479
2003-03-12,221.188
2003-03-13,223.635
2003-03-14,224.486
2003-03-17,229.35
2003-03-18,230.326
2003-03-19,228.022
2003-03-20,229.969
2003-03-21,231.991
2003-03-24,225.361
2003-03-25,226.214
2003-03-26,226.815
2003-03-27,228.16
2003-03-28,231.033
2003-03-31,229.288
2003-04-01,227.561
2003-04-02,229.223
2003-04-03,229.212
2003-04-04,229.536
2003-04-07,229.168
2003-04-08,228.893
2003-04-09,227.96
2003-04-10,229.957
2003-04-11,230.752
2003-04-14,231.966
2003-04-15,233.153
2003-04-16,233.4
2003-04-17,236.757
2003-04-18,236.757
2003-04-21,237.986
2003-04-22,238.873
2003-04-23,238.592
2003-04-24,235.1
2003-04-25,232.966
2003-04-28,235.329
2003-04-29,236.258
2003-04-30,239.412
2003-05-01,242.759
2003-05-02,244.737
2003-05-05,249.047
2003-05-06,250.827
2003-05-07,248.975
2003-05-08,248.721
2003-05-09,251.175
2003-05-12,253.922
2003-05-13,250.397
2003-05-14,253.949
2003-05-15,254.464
2003-05-16,254.435
2003-05-19,255.782
2003-05-20,255.819
2003-05-21,258.131
2003-05-22,257.805
2003-05-23,256.216
2003-05-26,256.64
2003-05-27,259.967
2003-05-28,259.63
2003-05-29,260.695
2003-05-30,264.915
2003-06-02,267.532
2003-06-03,264.698
2003-06-04,273.296
2003-06-05,278.061
2003-06-06,275.268
2003-06-09,271.486
2003-06-10,271.86
2003-06-11,274.815
2003-06-12,276.001
2003-06-13,274.739
2003-06-16,277.311
2003-06-17,279.954
2003-06-18,281.815
2003-06-19,277.669
2003-06-20,276.56
2003-06-23,271.361
2003-06-24,269.497
2003-06-25,275.939
2003-06-26,274.851
2003-06-27,273.513
2003-06-30,273.351
2003-07-01,275.296
2003-07-02,277.696
2003-07-03,279.053
2003-07-04,278.357
2003-07-07,279.695
2003-07-08,278.975
2003-07-09,277.2
2003-07-10,273.247
2003-07-11,273.53
2003-07-14,277.723
2003-07-15,273.481
2003-07-16,271.833
2003-07-17,269.08
2003-07-18,267.933
2003-07-21,269.03
2003-07-22,270.05
2003-07-23,274.327
2003-07-24,278.71
2003-07-25,281.723
2003-07-28,283.23
2003-07-29,281.133
2003-07-30,278.397
2003-07-31,278.947
2003-08-01,281.673
2003-08-04,279.957
2003-08-05,277.403
2003-08-06,274.348
2003-08-07,276.769
2003-08-08,278.659
2003-08-11,283.497
2003-08-12,284.148
2003-08-13,286.17
2003-08-14,288.184
2003-08-15,288.108
2003-08-18,289.722
2003-08-19,290.751
2003-08-20,292.272
2003-08-21,292.389
2003-08-22,289.781
2003-08-25,290.356
2003-08-26,290.678
2003-08-27,291.678
2003-08-28,293.828
2003-08-29,296.622
2003-09-01,297.835
2003-09-02,299.337
2003-09-03,301.01
2003-09-04,304.118
2003-09-05,305.013
2003-09-08,306.485
2003-09-09,307.934
2003-09-10,303.221
2003-09-11,304.866
2003-09-12,305.141
2003-09-15,302.837
2003-09-16,304.984
2003-09-17,303.167
2003-09-18,305.178
2003-09-19,309.718
2003-09-22,308.966
2003-09-23,310.179
2003-09-24,306.858
2003-09-25,304.607
2003-09-26,299.48
2003-09-29,301.622
2003-09-30,301.402
2003-10-01,307.352
2003-10-02,310.906
2003-10-03,308.701
2003-10-06,310.178
2003-10-07,312.587
2003-10-08,314.59
2003-10-09,316.906
2003-10-10,319.156
2003-10-13,319.578
2003-10-14,322.898
2003-10-15,322.815
2003-10-16,325.626
2003-10-17,321.128
2003-10-20,319.865
2003-10-21,324.342
2003-10-22,322.969
2003-10-23,316.271
2003-10-24,315.102
2003-10-27,317.623
2003-10-28,320.267
2003-10-29,324.903
2003-10-30,326.702
2003-10-31,326.717
2003-11-03,327.093
2003-11-04,327.278
2003-11-05,326.754
2003-11-06,326.789
2003-11-07,329.147
2003-11-10,330.126
2003-11-11,326.412
2003-11-12,331.399
2003-11-13,330.658
2003-11-14,328.755
2003-11-17,327.867
2003-11-18,331.378
2003-11-19,333.731
2003-11-20,331.721
2003-11-21,328.065
2003-11-24,326.773
2003-11-25,327.374
2003-11-26,333.504
2003-11-27,333.43
2003-11-28,335.781
2003-12-01,341.606
2003-12-02,343.525
2003-12-03,340.633
2003-12-04,339.966
2003-12-05,342.025
2003-12-08,342.955
2003-12-09,337.405
2003-12-10,332.528
2003-12-11,333.722
2003-12-12,338.179
2003-12-15,336.939
2003-12-16,336.856
2003-12-17,336.422
2003-12-18,339.128
2003-12-19,336.44
2003-12-22,339.435
2003-12-23,348.552
2003-12-24,349.955
2003-12-25,349.955
2003-12-26,352.26
2003-12-29,357.896
2003-12-30,357.082
2003-12-31,361.017
2004-01-01,361.017
2004-01-02,364.23
2004-01-05,375.662
2004-01-06,375.986
2004-01-07,373.947
2004-01-08,375.428
2004-01-09,376.834
2004-01-12,376.451
2004-01-13,375.436
2004-01-14,371.199
2004-01-15,369.283
2004-01-16,372.37
2004-01-19,378.931
2004-01-20,385.479
2004-01-21,379.228
2004-01-22,376.952
2004-01-23,378.638
2004-01-26,378.456
2004-01-27,377.404
2004-01-28,367.854
2004-01-29,359.908
2004-01-30,360.413
2004-02-02,361.395
2004-02-03,362.419
2004-02-04,358.421
2004-02-05,362.426
2004-02-06,370.521
2004-02-09,373.854
2004-02-10,374.718
2004-02-11,375.375
2004-02-12,376.476
2004-02-13,374.918
2004-02-16,374.6
2004-02-17,377.837
2004-02-18,375.379
2004-02-19,368.339
2004-02-20,360.706
2004-02-23,358.932
2004-02-24,361.383
2004-02-25,363.466
2004-02-26,367.487
2004-02-27,371.336
2004-03-01,380.818
2004-03-02,376.269
2004-03-03,370.855
2004-03-04,373.041
2004-03-05,382.313
2004-03-08,376.392
2004-03-09,372.742
2004-03-10,360.562
2004-03-11,358.898
2004-03-12,362.885
2004-03-15,357.071
2004-03-16,362.405
2004-03-17,363.272
2004-03-18,366.111
2004-03-19,367.413
2004-03-22,361.159
2004-03-23,358.68
2004-03-24,352.869
2004-03-25,363.366
2004-03-26,365.515
2004-03-29,371.249
2004-03-30,376.246
2004-03-31,373.207
2004-04-01,377.306
2004-04-02,384.199
2004-04-05,389.876
2004-04-06,391.513
2004-04-07,387.204
2004-04-08,384.736
2004-04-09,384.736
2004-04-12,387.764
2004-04-13,378.102
2004-04-14,371.408
2004-04-15,371.616
2004-04-16,374.684
2004-04-19,375.88
2004-04-20,368.97
2004-04-21,365.515
2004-04-22,371.362
2004-04-23,371.674
2004-04-26,373.179
2004-04-27,366.541
2004-04-28,350.711
2004-04-29,350.699
2004-04-30,347.599
2004-05-03,351.461
2004-05-04,361.756
2004-05-05,363.031
2004-05-06,358.115
2004-05-07,349.724
2004-05-10,342.089
2004-05-11,347.966
2004-05-12,348.131
2004-05-13,344.536
2004-05-14,346.048
2004-05-17,346.581
2004-05-18,348.813
2004-05-19,358.548
2004-05-20,357.5
2004-05-21,361.44
2004-05-24,362.576
2004-05-25,370.758
2004-05-26,369.786
2004-05-27,376.303
2004-05-28,376.307
2004-05-31,379.754
2004-06-01,377.064
2004-06-02,377.87
2004-06-03,374.176
2004-06-04,379.942
2004-06-07,386.456
2004-06-08,385.489
2004-06-09,377.097
2004-06-10,376.313
2004-06-11,376.726
2004-06-14,371.134
2004-06-15,373.811
2004-06-16,376.42
2004-06-17,379.615
2004-06-18,383.344
2004-06-21,380.9
2004-06-22,384.821
2004-06-23,386.607
2004-06-24,395.218
2004-06-25,392.579
2004-06-28,391.849
2004-06-29,393.912
2004-06-30,397.304
2004-07-01,399.839
2004-07-02,398.815
2004-07-05,398.936
2004-07-06,396.956
2004-07-07,398.267
2004-07-08,396.5
2004-07-09,398.155
2004-07-12,396.097
2004-07-13,391.23
2004-07-14,392.676
2004-07-15,390.32
2004-07-16,392.598
2004-07-19,394.498
2004-07-20,393.07
2004-07-21,390.113
2004-07-22,391.251
2004-07-23,385.823
2004-07-26,377.965
2004-07-27,378.704
2004-07-28,380.713
2004-07-29,386.66
2004-07-30,384.752
2004-08-02,383.741
2004-08-03,386.937
2004-08-04,384.531
2004-08-05,380.024
2004-08-06,376.217
2004-08-09,374.932
2004-08-10,378.679
2004-08-11,368.841
2004-08-12,364.754
2004-08-13,370.435
2004-08-16,378.445
2004-08-17,378.914
2004-08-18,379.284
2004-08-19,387.302
2004-08-20,389.246
2004-08-23,385.35
2004-08-24,383.191
2004-08-25,386.928
2004-08-26,385.029
2004-08-27,387.391
2004-08-30,382.941
2004-08-31,387.04
2004-09-01,391.84
2004-09-02,394.098
2004-09-03,387.989
2004-09-06,389.034
2004-09-07,394.689
2004-09-08,393.568
2004-09-09,398.095
2004-09-10,399.247
2004-09-13,402.835
2004-09-14,403.437
2004-09-15,398.503
2004-09-16,401.407
2004-09-17,402.344
2004-09-20,405.666
2004-09-21,414.338
2004-09-22,411.675
2004-09-23,414.247
2004-09-24,413.418
2004-09-27,410.97
2004-09-28,416.495
2004-09-29,419.21
2004-09-30,423.191
2004-10-01,431.311
2004-10-04,431.851
2004-10-05,435.342
2004-10-06,440.861
2004-10-07,439.947
2004-10-08,442.056
2004-10-11,440.628
2004-10-12,434.852
2004-10-13,426.474
2004-10-14,428.999
2004-10-15,430.327
2004-10-18,429.425
2004-10-19,427.019
2004-10-20,434.958
2004-10-21,440.817
2004-10-22,439.91
2004-10-25,446.138
2004-10-26,448.727
2004-10-27,447.694
2004-10-28,447.721
2004-10-29,451.649
2004-11-01,449.911
2004-11-02,448.905
2004-11-03,452.914
2004-11-04,457.231
2004-11-05,465.48
2004-11-08,462.865
2004-11-09,464.884
2004-11-10,461.176
2004-11-11,463.588
2004-11-12,470.112
2004-11-15,468.733
2004-11-16,474.809
2004-11-17,475.93
2004-11-18,469.15
2004-11-19,470.987
2004-11-22,477.986
2004-11-23,476.929
2004-11-24,482.166
2004-11-25,485.595
2004-11-26,487.696
2004-11-29,486.358
2004-11-30,481.871
2004-12-01,482.375
2004-12-02,476.887
2004-12-03,476.583
2004-12-06,475.191
2004-12-07,464.017
2004-12-08,460.538
2004-12-09,463.304
2004-12-10,461.101
2004-12-13,465.788
2004-12-14,467.714
2004-12-15,471.97
2004-12-16,472.553
2004-12-17,473.094
2004-12-20,477.962
2004-12-21,479.171
2004-12-22,478.155
2004-12-23,476.824
2004-12-24,481.615
2004-12-27,484.496
2004-12-28,484.357
2004-12-29,482.038
2004-12-30,489.861
2004-12-31,492.09
2005-01-03,486.708
2005-01-04,472.711
2005-01-05,463.119
2005-01-06,462.667
2005-01-07,458.804
2005-01-10,466.276
2005-01-11,468.181
2005-01-12,476.36
2005-01-13,476.425
2005-01-14,474.607
2005-01-17,475.858
2005-01-18,478.96
2005-01-19,477.182
2005-01-20,472.154
2005-01-21,474.881
2005-01-24,479.927
2005-01-25,476.507
2005-01-26,478.914
2005-01-27,476.608
2005-01-28,470.333
2005-01-31,476.813
2005-02-01,483.266
2005-02-02,488.256
2005-02-03,489.238
2005-02-04,492.056
2005-02-07,488.047
2005-02-08,490.618
2005-02-09,488.719
2005-02-10,501.926
2005-02-11,513.12
2005-02-14,515.869
2005-02-15,513.728
2005-02-16,514.96
2005-02-17,516.418
2005-02-18,518.764
2005-02-21,517.061
2005-02-22,522.262
2005-02-23,521.333
2005-02-24,524.058
2005-02-25,532.515
2005-02-28,532.102
2005-03-01,527.944
2005-03-02,530.778
2005-03-03,533.307
2005-03-04,544.154
2005-03-07,543.537
2005-03-08,554.515
2005-03-09,549.261
2005-03-10,541.828
2005-03-11,546.213
2005-03-14,544.63
2005-03-15,544.186
2005-03-16,544.819
2005-03-17,551.265
2005-03-18,550.791
2005-03-21,544.399
2005-03-22,545.425
2005-03-23,531.434
2005-03-24,529.663
2005-03-25,529.663
2005-03-28,521.313
2005-03-29,513.291
2005-03-30,517.663
2005-03-31,531.978
2005-04-01,535.553
2005-04-04,529.909
2005-04-05,525.235
2005-04-06,528.211
2005-04-07,527.398
2005-04-08,524.868
2005-04-11,523.67
2005-04-12,518.718
2005-04-13,504.117
2005-04-14,495.178
2005-04-15,490.94
2005-04-18,492.458
2005-04-19,503.417
2005-04-20,500.2
2005-04-21,505.528
2005-04-22,504.134
2005-04-25,505.974
2005-04-26,503.543
2005-04-27,495.192
2005-04-28,485.748
2005-04-29,490.33
2005-05-02,495.593
2005-05-03,493.201
2005-05-04,501.57
2005-05-05,504.037
2005-05-06,508.023
2005-05-09,514.834
2005-05-10,508.845
2005-05-11,499.875
2005-05-12,488.357
2005-05-13,479.238
2005-05-16,477.73
2005-05-17,483.602
2005-05-18,486.751
2005-05-19,490.357
2005-05-20,487.636
2005-05-23,490.333
2005-05-24,496.236
2005-05-25,494.511
2005-05-26,498.663
2005-05-27,504.333
2005-05-30,509.577
2005-05-31,505.521
2005-06-01,515.089
2005-06-02,512.787
2005-06-03,516.354
2005-06-06,511.836
2005-06-07,505.489
2005-06-08,505.678
2005-06-09,503.278
2005-06-10,509.864
2005-06-13,509.348
2005-06-14,509.943
2005-06-15,520.258
2005-06-16,529.657
2005-06-17,528.82
2005-06-20,530.812
2005-06-21,524.896
2005-06-22,528.237
2005-06-23,524.457
2005-06-24,518.69
2005-06-27,519.412
2005-06-28,522.244
2005-06-29,523.309
2005-06-30,519.915
2005-07-01,513.211
2005-07-04,520.063
2005-07-05,524.834
2005-07-06,534.068
2005-07-07,534.099
2005-07-08,543.065
2005-07-11,547.719
2005-07-12,552.153
2005-07-13,550.494
2005-07-14,543.657
2005-07-15,539.319
2005-07-18,543.729
2005-07-19,552.546
2005-07-20,554.886
2005-07-21,559.532
2005-07-22,564.244
2005-07-25,561.06
2005-07-26,553.781
2005-07-27,556.046
2005-07-28,562.8
2005-07-29,559.78
2005-08-01,565.779
2005-08-02,578.677
2005-08-03,581.068
2005-08-04,583.402
2005-08-05,572.303
2005-08-08,576.499
2005-08-09,572.137
2005-08-10,580.259
2005-08-11,586.602
2005-08-12,586.909
2005-08-15,578.604
2005-08-16,570.388
2005-08-17,564.348
2005-08-18,554.145
2005-08-19,566.157
2005-08-22,572.873
2005-08-23,575.238
2005-08-24,576.196
2005-08-25,580.592
2005-08-26,572.296
2005-08-29,575.361
2005-08-30,577.558
2005-08-31,588.0
2005-09-01,602.903
2005-09-02,603.167
2005-09-05,602.432
2005-09-06,605.881
2005-09-07,609.349
2005-09-08,615.768
2005-09-09,636.788
2005-09-12,634.568
2005-09-13,631.037
2005-09-14,639.632
2005-09-15,636.687
2005-09-16,645.628
2005-09-19,651.551
2005-09-20,641.102
2005-09-21,647.302
2005-09-22,637.805
2005-09-23,635.357
2005-09-26,640.816
2005-09-27,639.24
2005-09-28,635.148
2005-09-29,643.319
2005-09-30,646.877
2005-10-03,646.783
2005-10-04,638.97
2005-10-05,621.564
2005-10-06,614.529
2005-10-07,622.886
2005-10-10,622.886
2005-10-11,623.884
2005-10-12,614.862
2005-10-13,599.382
2005-10-14,603.189
2005-10-17,611.172
2005-10-18,592.646
2005-10-19,597.755
2005-10-20,582.258
2005-10-21,585.269
2005-10-24,593.829
2005-10-25,599.402
2005-10-26,602.337
2005-10-27,597.814
2005-10-28,599.231
2005-10-31,605.069
2005-11-01,604.415
2005-11-02,621.563
2005-11-03,627.656
2005-11-04,629.637
2005-11-07,624.067
2005-11-08,618.451
2005-11-09,620.446
