Date,CANADA MID GROWTH Mid Cap
2017-11-30,1273.598
2017-12-29,1330.785
2018-01-31,1371.092
2018-02-28,1295.797
2018-03-30,1295.352
2018-04-30,1331.25
2018-05-31,1368.465
2018-06-29,1363.526
2018-07-31,1350.241
2018-08-31,1295.282
2018-09-28,1296.11
2018-10-31,1159.173
2018-11-30,1135.729
2018-12-31,1083.12
2019-01-31,1209.514
2019-02-28,1258.02
2019-03-29,1279.888
2019-04-30,1289.261
2019-05-31,1280.177
2019-06-28,1406.313
2019-07-31,1400.968
2019-08-30,1398.345
2019-09-30,1364.656
2019-10-31,1384.549
2019-11-29,1412.315
2019-12-31,1435.01
2020-01-31,1402.631
2020-02-28,1257.883
2020-03-31,989.608
2020-04-30,1190.105
2020-05-29,1234.732
2020-06-30,1242.697
2020-07-31,1365.95
2020-08-31,1407.306
2020-09-30,1368.868
2020-10-30,1334.546
2020-11-30,1484.258
2020-12-31,1561.251
2021-01-29,1524.093
2021-02-26,1549.836
2021-03-31,1603.419
2021-04-30,1689.157
2021-05-31,1728.872
2021-06-30,1706.554
2021-07-30,1715.405
2021-08-31,1744.646
2021-09-30,1653.823
2021-10-29,1761.341
2021-11-30,1621.94
2021-12-31,1689.382
2022-01-31,1612.644
2022-02-28,1626.488
2022-03-31,1745.583
2022-04-29,1574.382
2022-05-31,1558.153
2022-06-30,1402.57
2022-07-29,1514.942
2022-08-31,1453.714
2022-09-30,1329.91
2022-10-31,1393.228
2022-11-30,1463.373
2022-12-30,1384.332
2023-01-31,1475.047
2023-02-28,1440.456
2023-03-31,1469.269
2023-04-28,1489.255
2023-05-31,1414.889
2023-06-30,1537.038
2023-07-31,1602.863
2023-08-31,1550.991
2023-09-29,1522.829
2023-10-31,1411.175
2023-11-30,1508.506
2023-12-29,1570.14
2024-01-31,1585.412
2024-02-29,1624.77
2024-03-29,1682.908
2024-04-30,1656.698
2024-05-31,1726.532
2024-06-28,1714.63
2024-07-31,1772.899
2024-08-30,1798.756
2024-09-30,1851.865
2024-10-31,1851.052
2024-11-29,1979.699
2024-12-31,1850.454
2025-01-31,1834.742
2025-02-28,1843.104
2025-03-31,1779.366
2025-04-30,1849.18
2025-05-30,2016.151
