Date,HONG KONG MID GROWTH Mid Cap
2002-06-05,392.408
2002-06-06,390.341
2002-06-07,387.889
2002-06-10,394.492
2002-06-11,384.829
2002-06-12,382.545
2002-06-13,382.586
2002-06-14,376.382
2002-06-17,370.202
2002-06-18,372.086
2002-06-19,367.329
2002-06-20,372.629
2002-06-21,368.484
2002-06-24,369.647
2002-06-25,368.931
2002-06-26,356.724
2002-06-27,363.041
2002-06-28,369.477
2002-07-01,369.484
2002-07-02,364.037
2002-07-03,366.086
2002-07-04,375.95
2002-07-05,375.216
2002-07-08,372.623
2002-07-09,370.125
2002-07-10,369.9
2002-07-11,358.162
2002-07-12,360.858
2002-07-15,362.931
2002-07-16,358.009
2002-07-17,349.409
2002-07-18,348.101
2002-07-19,342.01
2002-07-22,333.888
2002-07-23,343.169
2002-07-24,332.61
2002-07-25,326.868
2002-07-26,319.608
2002-07-29,325.081
2002-07-30,336.161
2002-07-31,336.855
2002-08-01,332.718
2002-08-02,326.505
2002-08-05,317.193
2002-08-06,305.266
2002-08-07,318.243
2002-08-08,320.741
2002-08-09,320.511
2002-08-12,316.826
2002-08-13,316.191
2002-08-14,308.944
2002-08-15,316.402
2002-08-16,319.602
2002-08-19,319.809
2002-08-20,327.558
2002-08-21,330.362
2002-08-22,330.332
2002-08-23,329.016
2002-08-26,324.52
2002-08-27,322.055
2002-08-28,320.855
2002-08-29,318.887
2002-08-30,319.607
2002-09-02,314.423
2002-09-03,309.32
2002-09-04,310.825
2002-09-05,305.475
2002-09-06,303.066
2002-09-09,302.095
2002-09-10,310.329
2002-09-11,309.863
2002-09-12,313.492
2002-09-13,303.074
2002-09-16,295.678
2002-09-17,303.417
2002-09-18,300.115
2002-09-19,298.546
2002-09-20,293.289
2002-09-23,292.171
2002-09-24,290.309
2002-09-25,290.446
2002-09-26,293.325
2002-09-27,294.535
2002-09-30,288.375
2002-10-01,288.382
2002-10-02,287.127
2002-10-03,278.21
2002-10-04,281.542
2002-10-07,279.249
2002-10-08,280.252
2002-10-09,279.868
2002-10-10,273.723
2002-10-11,274.2
2002-10-14,274.203
2002-10-15,288.961
2002-10-16,298.215
2002-10-17,302.898
2002-10-18,309.369
2002-10-21,302.623
2002-10-22,301.381
2002-10-23,311.406
2002-10-24,312.412
2002-10-25,312.674
2002-10-28,315.341
2002-10-29,307.841
2002-10-30,304.09
2002-10-31,299.606
2002-11-01,296.167
2002-11-04,310.301
2002-11-05,304.777
2002-11-06,307.832
2002-11-07,312.086
2002-11-08,307.803
2002-11-11,301.692
2002-11-12,302.085
2002-11-13,301.872
2002-11-14,306.383
2002-11-15,316.589
2002-11-18,312.867
2002-11-19,315.607
2002-11-20,314.963
2002-11-21,316.281
2002-11-22,319.125
2002-11-25,321.495
2002-11-26,322.762
2002-11-27,325.408
2002-11-28,329.535
2002-11-29,324.43
2002-12-02,331.402
2002-12-03,333.451
2002-12-04,323.134
2002-12-05,323.388
2002-12-06,321.002
2002-12-09,311.276
2002-12-10,311.504
2002-12-11,310.729
2002-12-12,311.058
2002-12-13,313.208
2002-12-16,308.739
2002-12-17,309.183
2002-12-18,302.895
2002-12-19,301.893
2002-12-20,303.869
2002-12-23,305.515
2002-12-24,305.127
2002-12-25,305.127
2002-12-26,305.131
2002-12-27,300.341
2002-12-30,292.96
2002-12-31,295.539
2003-01-01,295.539
2003-01-02,297.457
2003-01-03,307.348
2003-01-06,309.282
2003-01-07,307.573
2003-01-08,310.001
2003-01-09,308.564
2003-01-10,312.467
2003-01-13,319.063
2003-01-14,322.345
2003-01-15,327.644
2003-01-16,322.144
2003-01-17,316.476
2003-01-20,313.486
2003-01-21,316.338
2003-01-22,314.155
2003-01-23,314.803
2003-01-24,309.984
2003-01-27,302.714
2003-01-28,307.636
2003-01-29,301.64
2003-01-30,305.783
2003-01-31,305.787
2003-02-03,305.783
2003-02-04,306.581
2003-02-05,302.654
2003-02-06,300.113
2003-02-07,302.341
2003-02-10,305.315
2003-02-11,303.345
2003-02-12,309.963
2003-02-13,302.425
2003-02-14,301.769
2003-02-17,309.245
2003-02-18,306.429
2003-02-19,309.996
2003-02-20,305.556
2003-02-21,300.771
2003-02-24,300.436
2003-02-25,299.034
2003-02-26,298.955
2003-02-27,297.353
2003-02-28,297.363
2003-03-03,302.001
2003-03-04,301.63
2003-03-05,299.94
2003-03-06,295.161
2003-03-07,292.18
2003-03-10,292.377
2003-03-11,291.928
2003-03-12,291.641
2003-03-13,289.86
2003-03-14,295.169
2003-03-17,289.594
2003-03-18,295.684
2003-03-19,305.278
2003-03-20,309.753
2003-03-21,308.711
2003-03-24,303.956
2003-03-25,303.082
2003-03-26,305.477
2003-03-27,297.876
2003-03-28,296.735
2003-03-31,285.553
2003-04-01,284.837
2003-04-02,290.588
2003-04-03,289.55
2003-04-04,297.542
2003-04-07,301.453
2003-04-08,294.584
2003-04-09,288.721
2003-04-10,285.381
2003-04-11,283.932
2003-04-14,278.788
2003-04-15,280.965
2003-04-16,285.676
2003-04-17,283.796
2003-04-18,283.796
2003-04-21,283.792
2003-04-22,284.773
2003-04-23,281.811
2003-04-24,277.92
2003-04-25,278.284
2003-04-28,281.796
2003-04-29,299.626
2003-04-30,298.527
2003-05-01,298.531
2003-05-02,306.141
2003-05-05,309.872
2003-05-06,310.168
2003-05-07,305.185
2003-05-08,305.185
2003-05-09,304.35
2003-05-12,308.793
2003-05-13,308.213
2003-05-14,305.234
2003-05-15,305.68
2003-05-16,305.893
2003-05-19,306.618
2003-05-20,305.843
2003-05-21,305.486
2003-05-22,306.266
2003-05-23,311.946
2003-05-26,320.287
2003-05-27,319.066
2003-05-28,322.512
2003-05-29,322.12
2003-05-30,320.992
2003-06-02,328.756
2003-06-03,329.873
2003-06-04,329.864
2003-06-05,329.141
2003-06-06,332.719
2003-06-09,335.648
2003-06-10,341.924
2003-06-11,341.438
2003-06-12,341.713
2003-06-13,344.597
2003-06-16,340.366
2003-06-17,345.895
2003-06-18,343.147
2003-06-19,345.427
2003-06-20,346.515
2003-06-23,339.152
2003-06-24,332.739
2003-06-25,334.349
2003-06-26,335.703
2003-06-27,338.75
2003-06-30,337.95
2003-07-01,337.937
2003-07-02,341.743
2003-07-03,344.664
2003-07-04,343.531
2003-07-07,353.843
2003-07-08,357.944
2003-07-09,363.179
2003-07-10,358.017
2003-07-11,352.911
2003-07-14,361.044
2003-07-15,357.529
2003-07-16,358.345
2003-07-17,357.29
2003-07-18,356.597
2003-07-21,355.018
2003-07-22,354.625
2003-07-23,351.577
2003-07-24,353.017
2003-07-25,352.607
2003-07-28,358.351
2003-07-29,358.489
2003-07-30,358.078
2003-07-31,356.815
2003-08-01,357.38
2003-08-04,354.225
2003-08-05,354.325
2003-08-06,347.121
2003-08-07,346.538
2003-08-08,349.444
2003-08-11,354.306
2003-08-12,360.423
2003-08-13,364.849
2003-08-14,366.053
2003-08-15,364.534
2003-08-18,368.308
2003-08-19,372.172
2003-08-20,375.302
2003-08-21,385.162
2003-08-22,387.141
2003-08-25,385.947
2003-08-26,386.745
2003-08-27,386.041
2003-08-28,389.726
2003-08-29,395.979
2003-09-01,400.116
2003-09-02,402.344
2003-09-03,410.267
2003-09-04,415.521
2003-09-05,411.992
2003-09-08,409.397
2003-09-09,403.41
2003-09-10,392.689
2003-09-11,398.231
2003-09-12,398.226
2003-09-15,401.63
2003-09-16,404.941
2003-09-17,406.358
2003-09-18,403.196
2003-09-19,394.267
2003-09-22,392.946
2003-09-23,404.102
2003-09-24,416.927
2003-09-25,417.206
2003-09-26,418.785
2003-09-29,414.253
2003-09-30,418.227
2003-10-01,418.543
2003-10-02,430.405
2003-10-03,430.668
2003-10-06,434.648
2003-10-07,432.729
2003-10-08,426.05
2003-10-09,428.208
2003-10-10,432.41
2003-10-13,436.64
2003-10-14,429.772
2003-10-15,436.48
2003-10-16,435.58
2003-10-17,436.096
2003-10-20,441.795
2003-10-21,445.577
2003-10-22,442.736
2003-10-23,425.133
2003-10-24,425.827
2003-10-27,427.957
2003-10-28,440.108
2003-10-29,442.349
2003-10-30,437.737
2003-10-31,438.578
2003-11-03,441.398
2003-11-04,447.056
2003-11-05,447.999
2003-11-06,440.448
2003-11-07,441.883
2003-11-10,438.854
2003-11-11,431.534
2003-11-12,426.754
2003-11-13,434.437
2003-11-14,434.275
2003-11-17,426.869
2003-11-18,427.953
2003-11-19,421.551
2003-11-20,422.934
2003-11-21,420.68
2003-11-24,420.824
2003-11-25,429.599
2003-11-26,433.833
2003-11-27,435.227
2003-11-28,443.15
2003-12-01,451.09
2003-12-02,450.671
2003-12-03,449.455
2003-12-04,449.779
2003-12-05,449.833
2003-12-08,444.656
2003-12-09,448.611
2003-12-10,447.432
2003-12-11,453.672
2003-12-12,454.993
2003-12-15,449.355
2003-12-16,440.008
2003-12-17,434.765
2003-12-18,432.221
2003-12-19,436.538
2003-12-22,439.06
2003-12-23,439.571
2003-12-24,439.714
2003-12-25,439.714
2003-12-26,439.688
2003-12-29,437.52
2003-12-30,440.558
2003-12-31,444.186
2004-01-01,444.186
2004-01-02,451.905
2004-01-05,457.539
2004-01-06,463.022
2004-01-07,460.222
2004-01-08,461.374
2004-01-09,473.98
2004-01-12,469.778
2004-01-13,467.778
2004-01-14,469.03
2004-01-15,466.725
2004-01-16,466.34
2004-01-19,472.348
2004-01-20,481.939
2004-01-21,486.606
2004-01-22,486.644
2004-01-23,486.656
2004-01-26,490.222
2004-01-27,502.373
2004-01-28,487.32
2004-01-29,476.58
2004-01-30,472.534
2004-02-02,461.021
2004-02-03,468.715
2004-02-04,468.762
2004-02-05,465.771
2004-02-06,476.502
2004-02-09,487.379
2004-02-10,486.496
2004-02-11,484.094
2004-02-12,491.967
2004-02-13,496.385
2004-02-16,500.164
2004-02-17,500.862
2004-02-18,501.558
2004-02-19,498.235
2004-02-20,494.568
2004-02-23,490.015
2004-02-24,490.76
2004-02-25,482.733
2004-02-26,486.317
2004-02-27,490.063
2004-03-01,492.351
2004-03-02,491.84
2004-03-03,486.136
2004-03-04,485.077
2004-03-05,491.001
2004-03-08,489.008
2004-03-09,483.216
2004-03-10,476.239
2004-03-11,467.794
2004-03-12,464.317
2004-03-15,469.914
2004-03-16,469.915
2004-03-17,469.961
2004-03-18,468.466
2004-03-19,468.599
2004-03-22,464.566
2004-03-23,465.478
2004-03-24,467.289
2004-03-25,452.076
2004-03-26,449.853
2004-03-29,450.651
2004-03-30,456.244
2004-03-31,457.536
2004-04-01,461.103
2004-04-02,466.107
2004-04-05,466.026
2004-04-06,475.747
2004-04-07,481.695
2004-04-08,483.802
2004-04-09,483.802
2004-04-12,483.786
2004-04-13,489.254
2004-04-14,471.444
2004-04-15,457.421
2004-04-16,462.073
2004-04-19,464.245
2004-04-20,460.854
2004-04-21,454.183
2004-04-22,453.736
2004-04-23,462.769
2004-04-26,449.207
2004-04-27,451.236
2004-04-28,451.907
2004-04-29,444.836
2004-04-30,443.584
2004-05-03,441.64
2004-05-04,452.751
2004-05-05,445.036
2004-05-06,445.36
2004-05-07,437.481
2004-05-10,412.323
2004-05-11,416.75
2004-05-12,423.673
2004-05-13,413.582
2004-05-14,404.183
2004-05-17,387.173
2004-05-18,392.371
2004-05-19,417.381
2004-05-20,413.517
2004-05-21,422.357
2004-05-24,427.938
2004-05-25,425.266
2004-05-26,425.239
2004-05-27,434.052
2004-05-28,439.96
2004-05-31,441.3
2004-06-01,436.037
2004-06-02,439.373
2004-06-03,426.624
2004-06-04,430.194
2004-06-07,443.459
2004-06-08,445.406
2004-06-09,443.639
2004-06-10,446.491
2004-06-11,448.604
2004-06-14,436.569
2004-06-15,437.141
2004-06-16,440.131
2004-06-17,435.839
2004-06-18,428.2
2004-06-21,426.895
2004-06-22,426.878
2004-06-23,427.629
2004-06-24,435.137
2004-06-25,437.332
2004-06-28,439.114
2004-06-29,433.64
2004-06-30,439.654
2004-07-01,439.662
2004-07-02,438.517
2004-07-05,440.9
2004-07-06,443.219
2004-07-07,448.273
2004-07-08,441.265
2004-07-09,444.596
2004-07-12,447.503
2004-07-13,443.561
2004-07-14,438.154
2004-07-15,437.059
2004-07-16,441.981
2004-07-19,444.999
2004-07-20,442.594
2004-07-21,452.222
2004-07-22,448.976
2004-07-23,449.857
2004-07-26,447.844
2004-07-27,446.87
2004-07-28,447.903
2004-07-29,442.141
2004-07-30,440.907
2004-08-02,436.886
2004-08-03,434.102
2004-08-04,431.859
2004-08-05,438.52
2004-08-06,434.749
2004-08-09,432.03
2004-08-10,428.756
2004-08-11,425.817
2004-08-12,427.554
2004-08-13,420.851
2004-08-16,412.219
2004-08-17,416.412
2004-08-18,418.134
2004-08-19,426.076
2004-08-20,425.688
2004-08-23,427.885
2004-08-24,432.953
2004-08-25,442.859
2004-08-26,445.058
2004-08-27,438.7
2004-08-30,439.662
2004-08-31,442.113
2004-09-01,450.981
2004-09-02,455.05
2004-09-03,449.399
2004-09-06,455.082
2004-09-07,458.59
2004-09-08,456.788
2004-09-09,454.624
2004-09-10,455.764
2004-09-13,461.489
2004-09-14,462.654
2004-09-15,462.064
2004-09-16,467.364
2004-09-17,470.014
2004-09-20,472.858
2004-09-21,473.499
2004-09-22,470.9
2004-09-23,467.39
2004-09-24,460.917
2004-09-27,457.543
2004-09-28,455.055
2004-09-29,455.087
2004-09-30,457.69
2004-10-01,457.734
2004-10-04,466.776
2004-10-05,469.361
2004-10-06,464.884
2004-10-07,466.145
2004-10-08,461.481
2004-10-11,458.32
2004-10-12,458.173
2004-10-13,455.593
2004-10-14,451.615
2004-10-15,452.996
2004-10-18,452.547
2004-10-19,455.814
2004-10-20,449.651
2004-10-21,447.116
2004-10-22,447.033
2004-10-25,441.141
2004-10-26,441.839
2004-10-27,440.866
2004-10-28,452.208
2004-10-29,453.931
2004-11-01,455.4
2004-11-02,466.32
2004-11-03,471.281
2004-11-04,467.194
2004-11-05,472.455
2004-11-08,471.674
2004-11-09,473.862
2004-11-10,477.219
2004-11-11,478.18
2004-11-12,484.182
2004-11-15,489.985
2004-11-16,483.401
2004-11-17,485.774
2004-11-18,486.469
2004-11-19,490.622
2004-11-22,489.576
2004-11-23,497.39
2004-11-24,495.122
2004-11-25,494.808
2004-11-26,494.87
2004-11-29,494.797
2004-11-30,495.336
2004-12-01,493.745
2004-12-02,495.412
2004-12-03,498.637
2004-12-06,497.011
2004-12-07,495.768
2004-12-08,487.136
2004-12-09,487.218
2004-12-10,484.316
2004-12-13,485.105
2004-12-14,492.442
2004-12-15,493.157
2004-12-16,492.7
2004-12-17,494.119
2004-12-20,500.466
2004-12-21,497.393
2004-12-22,495.651
2004-12-23,498.149
2004-12-24,497.791
2004-12-27,497.791
2004-12-28,501.11
2004-12-29,501.138
2004-12-30,497.252
2004-12-31,498.325
2005-01-03,497.686
2005-01-04,490.031
2005-01-05,479.214
2005-01-06,475.088
2005-01-07,477.486
2005-01-10,473.721
2005-01-11,471.001
2005-01-12,468.23
2005-01-13,469.109
2005-01-14,465.344
2005-01-17,474.032
2005-01-18,477.452
2005-01-19,478.503
2005-01-20,470.875
2005-01-21,468.454
2005-01-24,465.216
2005-01-25,467.899
2005-01-26,474.338
2005-01-27,470.404
2005-01-28,475.517
2005-01-31,477.218
2005-02-01,469.893
2005-02-02,470.805
2005-02-03,473.777
2005-02-04,475.816
2005-02-07,479.923
2005-02-08,481.37
2005-02-09,481.37
2005-02-10,481.37
2005-02-11,481.355
2005-02-14,485.262
2005-02-15,486.992
2005-02-16,485.717
2005-02-17,483.649
2005-02-18,489.481
2005-02-21,489.736
2005-02-22,486.958
2005-02-23,483.446
2005-02-24,485.821
2005-02-25,490.103
2005-02-28,486.434
2005-03-01,485.465
2005-03-02,479.448
2005-03-03,482.252
2005-03-04,473.479
2005-03-07,481.143
2005-03-08,483.868
2005-03-09,484.782
2005-03-10,480.558
2005-03-11,483.15
2005-03-14,482.409
2005-03-15,477.768
2005-03-16,480.529
2005-03-17,477.321
2005-03-18,475.572
2005-03-21,476.488
2005-03-22,474.195
2005-03-23,471.341
2005-03-24,475.304
2005-03-25,475.304
2005-03-28,475.304
2005-03-29,472.313
2005-03-30,472.222
2005-03-31,482.819
2005-04-01,484.691
2005-04-04,486.645
2005-04-05,486.626
2005-04-06,483.486
2005-04-07,487.725
2005-04-08,489.774
2005-04-11,486.501
2005-04-12,487.522
2005-04-13,493.561
2005-04-14,494.185
2005-04-15,489.075
2005-04-18,477.037
2005-04-19,477.793
2005-04-20,482.404
2005-04-21,487.8
2005-04-22,489.79
2005-04-25,492.187
2005-04-26,495.861
2005-04-27,494.627
2005-04-28,497.852
2005-04-29,495.128
2005-05-02,495.065
2005-05-03,497.786
2005-05-04,500.924
2005-05-05,504.886
2005-05-06,502.672
2005-05-09,504.162
2005-05-10,503.1
2005-05-11,499.944
2005-05-12,502.522
2005-05-13,504.91
2005-05-16,504.846
2005-05-17,496.422
2005-05-18,496.774
2005-05-19,495.425
2005-05-20,495.349
2005-05-23,494.474
2005-05-24,495.841
2005-05-25,489.965
2005-05-26,490.118
2005-05-27,498.381
2005-05-30,501.319
2005-05-31,503.354
2005-06-01,504.636
2005-06-02,504.952
2005-06-03,505.303
2005-06-06,505.277
2005-06-07,502.361
2005-06-08,501.977
2005-06-09,506.551
2005-06-10,507.567
2005-06-13,507.841
2005-06-14,505.495
2005-06-15,507.785
2005-06-16,510.641
2005-06-17,516.25
2005-06-20,515.836
2005-06-21,515.017
2005-06-22,521.401
2005-06-23,527.523
2005-06-24,527.116
2005-06-27,527.882
2005-06-28,533.194
2005-06-29,536.064
2005-06-30,531.512
2005-07-01,531.57
2005-07-04,534.801
2005-07-05,537.513
2005-07-06,540.332
2005-07-07,537.383
2005-07-08,537.901
2005-07-11,543.866
2005-07-12,548.204
2005-07-13,550.543
2005-07-14,556.139
2005-07-15,559.178
2005-07-18,566.995
2005-07-19,564.709
2005-07-20,567.584
2005-07-21,563.586
2005-07-22,564.176
2005-07-25,572.54
2005-07-26,572.512
2005-07-27,574.217
2005-07-28,574.951
2005-07-29,580.493
2005-08-01,581.128
2005-08-02,583.995
2005-08-03,584.406
2005-08-04,581.465
2005-08-05,577.945
2005-08-08,577.929
2005-08-09,576.783
2005-08-10,584.545
2005-08-11,587.016
2005-08-12,579.906
2005-08-15,579.054
2005-08-16,583.269
2005-08-17,579.359
2005-08-18,568.018
2005-08-19,570.117
2005-08-22,574.973
2005-08-23,570.026
2005-08-24,566.653
2005-08-25,568.154
2005-08-26,573.316
2005-08-29,569.29
2005-08-30,570.689
2005-08-31,570.56
2005-09-01,580.611
2005-09-02,582.175
2005-09-05,580.385
2005-09-06,579.481
2005-09-07,579.745
2005-09-08,580.845
2005-09-09,577.849
2005-09-12,578.374
2005-09-13,578.148
2005-09-14,581.59
2005-09-15,583.561
2005-09-16,581.125
2005-09-19,581.058
2005-09-20,582.118
2005-09-21,585.561
2005-09-22,585.177
2005-09-23,583.517
2005-09-26,587.435
2005-09-27,595.789
2005-09-28,607.594
2005-09-29,610.306
2005-09-30,609.597
2005-10-03,615.428
2005-10-04,621.213
2005-10-05,612.679
2005-10-06,600.559
2005-10-07,602.2
2005-10-10,600.568
2005-10-11,600.471
2005-10-12,591.966
2005-10-13,590.711
2005-10-14,586.912
2005-10-17,583.899
2005-10-18,592.8
2005-10-19,576.427
2005-10-20,575.499
2005-10-21,577.313
2005-10-24,572.146
2005-10-25,573.755
2005-10-26,571.456
2005-10-27,565.921
2005-10-28,565.473
2005-10-31,576.451
2005-11-01,590.874
2005-11-02,591.053
2005-11-03,591.201
2005-11-04,589.001
2005-11-07,581.318
2005-11-08,583.616
2005-11-09,585.933
