Date,AUSTRALIA MID VALUE Mid Cap
2021-05-31,1453.615
2021-06-30,1440.386
2021-07-30,1379.438
2021-08-31,1463.753
2021-09-30,1448.212
2021-10-29,1491.142
2021-11-30,1398.71
2021-12-31,1455.721
2022-01-31,1344.557
2022-02-28,1462.3
2022-03-31,1559.142
2022-04-29,1510.238
2022-05-31,1481.547
2022-06-30,1290.216
2022-07-29,1366.357
2022-08-31,1353.361
2022-09-30,1158.296
2022-10-31,1221.771
2022-11-30,1368.167
2022-12-30,1361.56
2023-01-31,1507.714
2023-02-28,1455.174
2023-03-31,1424.198
2023-04-28,1454.873
2023-05-31,1381.315
2023-06-30,1426.3
2023-07-31,1503.433
2023-08-31,1407.049
2023-09-29,1343.402
2023-10-31,1269.714
2023-11-30,1388.881
2023-12-29,1534.799
2024-01-31,1497.625
2024-02-29,1470.591
2024-03-29,1548.164
2024-04-30,1490.264
2024-05-31,1493.045
2024-06-28,1519.081
2024-07-31,1564.663
2024-08-30,1610.057
2024-09-30,1686.782
2024-10-31,1557.01
2024-11-29,1630.141
2024-12-31,1491.581
2025-01-31,1585.216
2025-02-28,1578.693
2025-03-31,1569.107
2025-04-30,1673.718
2025-05-30,1735.546
