Date,ACWI VALUE Standard (Large+Mid Cap)
2004-01-12,97.804
2004-01-13,97.531
2004-01-14,97.965
2004-01-15,97.776
2004-01-16,97.955
2004-01-19,98.069
2004-01-20,98.495
2004-01-21,99.311
2004-01-22,99.435
2004-01-23,99.192
2004-01-26,99.308
2004-01-27,99.036
2004-01-28,98.428
2004-01-29,97.612
2004-01-30,97.375
2004-02-02,97.649
2004-02-03,97.704
2004-02-04,96.971
2004-02-05,97.247
2004-02-06,98.294
2004-02-09,98.603
2004-02-10,98.904
2004-02-11,99.739
2004-02-12,99.952
2004-02-13,99.716
2004-02-16,99.876
2004-02-17,100.733
2004-02-18,100.43
2004-02-19,100.233
2004-02-20,99.418
2004-02-23,99.628
2004-02-24,99.274
2004-02-25,99.271
2004-02-26,99.165
2004-02-27,99.592
2004-03-01,100.721
2004-03-02,100.295
2004-03-03,99.85
2004-03-04,100.244
2004-03-05,101.117
2004-03-08,100.66
2004-03-09,100.291
2004-03-10,98.759
2004-03-11,97.046
2004-03-12,97.386
2004-03-15,96.434
2004-03-16,97.323
2004-03-17,98.356
2004-03-18,98.572
2004-03-19,97.991
2004-03-22,96.611
2004-03-23,96.546
2004-03-24,96.195
2004-03-25,97.25
2004-03-26,97.375
2004-03-29,98.54
2004-03-30,98.933
2004-03-31,99.348
2004-04-01,100.165
2004-04-02,100.36
2004-04-05,100.71
2004-04-06,100.796
2004-04-07,100.644
2004-04-08,100.578
2004-04-09,100.445
2004-04-12,100.756
2004-04-13,99.686
2004-04-14,98.736
2004-04-15,98.553
2004-04-16,99.459
2004-04-19,99.288
2004-04-20,98.718
2004-04-21,98.362
2004-04-22,99.225
2004-04-23,99.219
2004-04-26,99.296
2004-04-27,99.426
2004-04-28,98.168
2004-04-29,97.541
2004-04-30,96.978
2004-05-03,97.573
2004-05-04,98.324
2004-05-05,98.707
2004-05-06,97.555
2004-05-07,95.708
2004-05-10,93.27
2004-05-11,93.888
2004-05-12,94.431
2004-05-13,94.193
2004-05-14,94.104
2004-05-17,93.082
2004-05-18,93.698
2004-05-19,94.807
2004-05-20,94.309
2004-05-21,95.078
2004-05-24,95.326
2004-05-25,96.311
2004-05-26,96.783
2004-05-27,97.738
2004-05-28,97.543
2004-05-31,97.608
2004-06-01,97.548
2004-06-02,98.002
2004-06-03,97.377
2004-06-04,97.904
2004-06-07,99.581
2004-06-08,99.572
2004-06-09,98.658
2004-06-10,99.107
2004-06-11,98.699
2004-06-14,97.791
2004-06-15,98.4
2004-06-16,98.859
2004-06-17,99.122
2004-06-18,99.514
2004-06-21,99.496
2004-06-22,99.286
2004-06-23,99.925
2004-06-24,100.507
2004-06-25,99.955
2004-06-28,100.385
2004-06-29,100.094
2004-06-30,100.276
2004-07-01,99.868
2004-07-02,99.769
2004-07-05,99.533
2004-07-06,99.158
2004-07-07,99.471
2004-07-08,99.167
2004-07-09,99.527
2004-07-12,99.786
2004-07-13,99.632
2004-07-14,99.42
2004-07-15,98.827
2004-07-16,99.185
2004-07-19,99.238
2004-07-20,99.198
2004-07-21,98.451
2004-07-22,98.056
2004-07-23,97.286
2004-07-26,97.02
2004-07-27,97.352
2004-07-28,97.674
2004-07-29,98.294
2004-07-30,98.529
2004-08-02,98.795
2004-08-03,98.824
2004-08-04,98.395
2004-08-05,97.694
2004-08-06,96.963
2004-08-09,96.804
2004-08-10,97.657
2004-08-11,97.286
2004-08-12,96.657
2004-08-13,96.772
2004-08-16,97.667
2004-08-17,97.768
2004-08-18,98.344
2004-08-19,98.58
2004-08-20,98.94
2004-08-23,98.769
2004-08-24,98.674
2004-08-25,99.191
2004-08-26,99.52
2004-08-27,99.797
2004-08-30,99.407
2004-08-31,99.784
2004-09-01,100.216
2004-09-02,100.866
2004-09-03,100.568
2004-09-06,100.928
2004-09-07,101.505
2004-09-08,101.306
2004-09-09,101.13
2004-09-10,101.693
2004-09-13,101.902
2004-09-14,102.075
2004-09-15,101.206
2004-09-16,101.711
2004-09-17,102.094
2004-09-20,101.707
2004-09-21,102.594
2004-09-22,101.609
2004-09-23,101.163
2004-09-24,101.246
2004-09-27,100.774
2004-09-28,101.3
2004-09-29,101.555
2004-09-30,101.776
2004-10-01,103.176
2004-10-04,103.5
2004-10-05,103.719
2004-10-06,104.219
2004-10-07,103.753
2004-10-08,103.897
2004-10-11,103.963
2004-10-12,103.218
2004-10-13,102.534
2004-10-14,102.176
2004-10-15,102.624
2004-10-18,102.651
2004-10-19,102.409
2004-10-20,102.118
2004-10-21,102.41
2004-10-22,102.206
2004-10-25,101.956
2004-10-26,102.843
2004-10-27,103.752
2004-10-28,104.206
2004-10-29,104.303
2004-11-01,104.668
2004-11-02,104.872
2004-11-03,105.991
2004-11-04,107.27
2004-11-05,107.773
2004-11-08,107.729
2004-11-09,107.577
2004-11-10,107.675
2004-11-11,108.364
2004-11-12,109.39
2004-11-15,109.379
2004-11-16,108.892
2004-11-17,109.72
2004-11-18,109.573
2004-11-19,109.18
2004-11-22,109.125
2004-11-23,109.377
2004-11-24,109.882
2004-11-25,110.501
2004-11-26,110.572
2004-11-29,110.473
2004-11-30,110.192
2004-12-01,111.255
2004-12-02,111.265
2004-12-03,111.506
2004-12-06,111.411
2004-12-07,110.726
2004-12-08,110.163
2004-12-09,110.018
2004-12-10,110.008
2004-12-13,111.29
2004-12-14,111.568
2004-12-15,112.462
2004-12-16,111.993
2004-12-17,111.536
2004-12-20,112.419
2004-12-21,112.76
2004-12-22,113.275
2004-12-23,113.708
2004-12-24,114.04
2004-12-27,113.959
2004-12-28,114.315
2004-12-29,114.11
2004-12-30,114.517
2004-12-31,114.499
2005-01-03,113.77
2005-01-04,112.651
2005-01-05,111.974
2005-01-06,112.021
2005-01-07,111.7
2005-01-10,112.077
2005-01-11,111.796
2005-01-12,112.23
2005-01-13,111.698
2005-01-14,111.927
2005-01-17,112.12
2005-01-18,112.502
2005-01-19,112.101
2005-01-20,111.153
2005-01-21,110.996
2005-01-24,111.186
2005-01-25,111.136
2005-01-26,111.97
2005-01-27,111.921
2005-01-28,111.491
2005-01-31,112.52
2005-02-01,113.185
2005-02-02,113.685
2005-02-03,113.328
2005-02-04,114.464
2005-02-07,114.307
2005-02-08,114.059
2005-02-09,113.761
2005-02-10,114.512
2005-02-11,115.166
2005-02-14,115.747
2005-02-15,116.096
2005-02-16,115.89
2005-02-17,115.793
2005-02-18,115.934
2005-02-21,115.855
2005-02-22,115.229
2005-02-23,115.18
2005-02-24,115.693
2005-02-25,116.96
2005-02-28,117.099
2005-03-01,117.278
2005-03-02,117.074
2005-03-03,117.145
2005-03-04,118.647
2005-03-07,118.5
2005-03-08,118.689
2005-03-09,117.836
2005-03-10,117.6
2005-03-11,117.639
2005-03-14,117.596
2005-03-15,117.255
2005-03-16,116.706
2005-03-17,116.538
2005-03-18,116.482
2005-03-21,115.677
2005-03-22,115.069
2005-03-23,113.913
2005-03-24,113.762
2005-03-25,113.838
2005-03-28,113.713
2005-03-29,113.186
2005-03-30,113.954
2005-03-31,114.496
2005-04-01,114.404
2005-04-04,113.728
2005-04-05,114.246
2005-04-06,114.752
2005-04-07,115.384
2005-04-08,114.783
2005-04-11,115.033
2005-04-12,114.902
2005-04-13,114.483
2005-04-14,113.185
2005-04-15,111.772
2005-04-18,111.103
2005-04-19,112.115
2005-04-20,111.293
2005-04-21,112.206
2005-04-22,112.443
2005-04-25,112.963
2005-04-26,112.248
2005-04-27,111.977
2005-04-28,111.06
2005-04-29,112.0
2005-05-02,112.208
2005-05-03,112.325
2005-05-04,113.676
2005-05-05,113.721
2005-05-06,113.67
2005-05-09,113.798
2005-05-10,112.997
2005-05-11,112.871
2005-05-12,111.869
2005-05-13,110.969
2005-05-16,111.112
2005-05-17,111.564
2005-05-18,112.653
2005-05-19,113.318
2005-05-20,112.916
2005-05-23,113.557
2005-05-24,113.566
2005-05-25,113.23
2005-05-26,113.528
2005-05-27,113.862
2005-05-30,114.009
2005-05-31,113.182
2005-06-01,113.988
2005-06-02,114.13
2005-06-03,113.836
2005-06-06,113.943
2005-06-07,114.29
2005-06-08,114.419
2005-06-09,114.057
2005-06-10,114.201
2005-06-13,114.148
2005-06-14,114.486
2005-06-15,114.886
2005-06-16,115.384
2005-06-17,116.485
2005-06-20,116.066
2005-06-21,116.068
2005-06-22,116.256
2005-06-23,115.615
2005-06-24,114.951
2005-06-27,114.712
2005-06-28,115.32
2005-06-29,115.311
2005-06-30,114.811
2005-07-01,114.858
2005-07-04,114.833
2005-07-05,115.149
2005-07-06,114.937
2005-07-07,114.351
2005-07-08,115.406
2005-07-11,116.555
2005-07-12,117.055
2005-07-13,116.964
2005-07-14,117.39
2005-07-15,117.138
2005-07-18,116.801
2005-07-19,116.923
2005-07-20,117.139
2005-07-21,117.414
2005-07-22,117.821
2005-07-25,117.592
2005-07-26,117.377
2005-07-27,117.886
2005-07-28,118.505
2005-07-29,118.332
2005-08-01,118.663
2005-08-02,119.613
2005-08-03,120.03
2005-08-04,119.335
2005-08-05,118.229
2005-08-08,118.489
2005-08-09,119.103
2005-08-10,120.092
2005-08-11,120.901
2005-08-12,120.53
2005-08-15,120.421
2005-08-16,119.627
2005-08-17,119.365
2005-08-18,118.436
2005-08-19,118.674
2005-08-22,119.482
2005-08-23,118.918
2005-08-24,118.438
2005-08-25,118.482
2005-08-26,118.064
2005-08-29,117.98
2005-08-30,117.692
2005-08-31,119.102
2005-09-01,120.432
2005-09-02,120.671
2005-09-05,120.931
2005-09-06,121.771
2005-09-07,121.961
2005-09-08,121.507
2005-09-09,122.51
2005-09-12,122.16
2005-09-13,121.407
2005-09-14,121.666
2005-09-15,121.652
2005-09-16,122.477
2005-09-19,122.175
2005-09-20,122.229
2005-09-21,121.589
2005-09-22,121.18
2005-09-23,120.983
2005-09-26,121.812
2005-09-27,121.593
2005-09-28,122.277
2005-09-29,123.115
2005-09-30,123.145
2005-10-03,122.799
2005-10-04,122.187
2005-10-05,120.569
2005-10-06,119.767
2005-10-07,119.819
2005-10-10,119.223
2005-10-11,119.361
2005-10-12,118.712
2005-10-13,117.59
2005-10-14,118.467
2005-10-17,118.575
2005-10-18,117.251
2005-10-19,117.332
2005-10-20,116.536
2005-10-21,116.542
2005-10-24,117.903
2005-10-25,118.342
2005-10-26,118.368
2005-10-27,117.733
2005-10-28,118.385
2005-10-31,119.413
2005-11-01,119.591
2005-11-02,120.625
2005-11-03,121.264
2005-11-04,120.587
2005-11-07,120.765
2005-11-08,120.573
2005-11-09,120.702
