Date,ACWI VALUE Standard (Large+Mid Cap)
2010-03-31,219.155
2010-04-30,219.305
2010-05-31,198.597
2010-06-30,192.229
2010-07-30,208.516
2010-08-31,200.913
2010-09-30,218.049
2010-10-29,224.973
2010-11-30,217.851
2010-12-31,235.23
2011-01-31,241.508
2011-02-28,249.7
2011-03-31,248.448
2011-04-29,258.29
2011-05-31,251.883
2011-06-30,248.08
2011-07-29,241.468
2011-08-31,223.48
2011-09-30,204.499
2011-10-31,224.988
2011-11-30,217.74
2011-12-30,219.443
2012-01-31,231.158
2012-02-29,242.223
2012-03-30,242.888
2012-04-30,238.616
2012-05-31,217.468
2012-06-29,230.533
2012-07-31,233.169
2012-08-31,237.785
2012-09-28,246.172
2012-10-31,246.393
2012-11-30,247.642
2012-12-31,255.467
2013-01-31,269.188
2013-02-28,267.9
2013-03-29,272.294
2013-04-30,281.983
2013-05-31,281.146
2013-06-28,273.415
2013-07-31,286.677
2013-08-30,279.729
2013-09-30,293.4
2013-10-31,306.273
2013-11-29,310.096
2013-12-31,314.887
2014-01-31,302.457
2014-02-28,315.854
2014-03-31,320.896
2014-04-30,326.056
2014-05-30,331.333
2014-06-30,338.112
2014-07-31,334.428
2014-08-29,340.481
2014-09-30,328.787
2014-10-31,329.365
2014-11-28,332.301
2014-12-31,326.082
2015-01-30,317.546
2015-02-27,334.279
2015-03-31,327.223
2015-04-30,339.757
2015-05-29,338.057
2015-06-30,328.813
2015-07-31,328.887
2015-08-31,306.745
2015-09-30,295.405
2015-10-30,317.989
2015-11-30,314.092
2015-12-31,307.881
2016-01-29,290.135
2016-02-29,288.684
2016-03-31,310.893
2016-04-29,318.467
2016-05-31,317.424
2016-06-30,315.555
2016-07-29,328.034
2016-08-31,331.645
2016-09-30,332.904
2016-10-31,331.249
2016-11-30,338.42
2016-12-30,349.249
2017-01-31,355.195
2017-02-28,364.176
2017-03-31,366.838
2017-04-28,369.172
2017-05-31,373.382
2017-06-30,378.126
2017-07-31,388.125
2017-08-31,386.503
2017-09-29,396.161
2017-10-31,401.304
2017-11-30,408.611
2017-12-29,415.915
2018-01-31,435.979
2018-02-28,414.283
2018-03-30,405.701
2018-04-30,411.169
2018-05-31,404.245
2018-06-29,401.406
2018-07-31,416.475
2018-08-31,413.652
2018-09-28,418.109
2018-10-31,395.114
2018-11-30,402.382
2018-12-31,373.807
2019-01-31,401.254
2019-02-28,410.404
2019-03-29,411.563
2019-04-30,422.906
2019-05-31,397.323
2019-06-28,422.021
2019-07-31,420.274
2019-08-30,405.975
2019-09-30,421.423
2019-10-31,430.964
2019-11-29,438.607
2019-12-31,454.265
2020-01-31,439.054
2020-02-28,398.764
2020-03-31,331.859
2020-04-30,361.048
2020-05-29,370.109
2020-06-30,374.961
2020-07-31,386.513
2020-08-31,402.762
2020-09-30,390.551
2020-10-30,381.225
2020-11-30,437.614
2020-12-31,456.168
2021-01-29,452.808
2021-02-26,473.166
2021-03-31,497.404
2021-04-30,512.825
2021-05-31,528.906
2021-06-30,522.392
2021-07-30,522.255
2021-08-31,531.716
2021-09-30,516.087
2021-10-29,537.082
2021-11-30,516.761
2021-12-31,549.287
2022-01-31,542.85
2022-02-28,534.223
2022-03-31,544.932
2022-04-29,517.708
2022-05-31,528.307
2022-06-30,483.371
2022-07-29,502.814
2022-08-31,489.308
2022-09-30,447.187
2022-10-31,485.292
2022-11-30,523.607
2022-12-30,511.587
2023-01-31,537.065
2023-02-28,520.196
2023-03-31,518.904
2023-04-28,528.323
2023-05-31,506.204
2023-06-30,535.703
2023-07-31,558.124
2023-08-31,541.126
2023-09-29,527.207
2023-10-31,509.094
2023-11-30,546.708
2023-12-29,576.435
2024-01-31,575.842
2024-02-29,590.99
2024-03-29,617.053
2024-04-30,598.906
2024-05-31,617.186
2024-06-28,614.745
2024-07-31,641.808
2024-08-30,659.519
2024-09-30,673.744
2024-10-31,657.4
2024-11-29,678.298
2024-12-31,643.087
2025-01-31,670.402
2025-02-28,680.984
2025-03-31,674.879
2025-04-30,667.503
2025-05-30,689.239
2025-06-30,715.906
2025-07-31,720.108
2025-08-29,743.965
2025-09-30,761.135
2025-10-31,761.306
2025-11-28,775.082
2025-12-31,789.989
