Date,NEW ZEALAND MID VALUE Mid Cap
2003-10-31,404.811
2003-11-28,427.02
2003-12-31,466.015
2004-01-30,485.934
2004-02-27,502.133
2004-03-31,564.263
2004-04-30,503.761
2004-05-31,474.729
2004-06-30,504.146
2004-07-30,537.141
2004-08-31,540.744
2004-09-30,509.432
2004-10-29,492.732
2004-11-30,535.234
2004-12-31,500.889
2005-01-31,519.363
2005-02-28,572.561
2005-03-31,479.483
2005-04-29,464.869
2005-05-31,431.608
2005-06-30,541.585
2005-07-29,573.844
2005-08-31,614.871
2005-09-30,610.911
2005-10-31,611.7
2005-11-30,611.952
2005-12-30,606.932
2006-01-31,618.702
2006-02-28,630.066
2006-03-31,632.507
2006-04-28,663.039
2006-05-31,662.83
2006-06-30,583.015
2006-07-31,584.166
2006-08-31,601.723
2006-09-29,643.835
2006-10-31,687.957
2006-11-30,734.632
2006-12-29,767.083
2007-01-31,781.861
2007-02-28,779.422
2007-03-30,871.996
2007-04-30,932.401
2007-05-31,1000.0
2007-06-29,1162.392
2007-07-31,1145.491
2007-08-31,965.59
2007-09-28,1133.125
2007-10-31,1125.038
2007-11-30,1058.24
2007-12-31,1074.576
2008-01-31,1009.651
2008-02-29,999.943
2008-03-31,942.199
2008-04-30,929.033
2008-05-30,996.02
2008-06-30,847.008
2008-07-31,861.34
2008-08-29,755.426
2008-09-30,628.583
2008-10-31,476.831
2008-11-28,460.322
2008-12-31,475.179
2009-01-30,456.204
2009-02-27,412.202
2009-03-31,484.437
2009-04-30,575.765
2009-05-29,603.73
2009-06-30,650.808
2009-07-31,686.829
2009-08-31,729.592
2009-09-30,783.897
2009-10-30,759.046
2009-11-30,732.056
2009-12-31,757.718
2010-01-29,711.235
2010-02-26,695.424
2010-03-31,704.71
2010-04-30,733.845
2010-05-31,629.267
2010-06-30,631.28
2010-07-30,686.069
2010-08-31,676.431
2010-09-30,733.216
2010-10-29,779.245
2010-11-30,782.441
2010-12-31,816.229
2011-01-31,834.757
2011-02-28,812.109
2011-03-31,839.442
2011-04-29,923.512
2011-05-31,997.76
2011-06-30,977.926
2011-07-29,1069.766
2011-08-31,1056.195
2011-09-30,974.286
2011-10-31,1029.766
2011-11-30,998.93
2011-12-30,1029.029
2012-01-31,1125.242
2012-02-29,1163.978
2012-03-30,1278.998
2012-04-30,1307.379
2012-05-31,1187.996
2012-06-29,1182.158
2012-07-31,1279.74
2012-08-31,1286.256
2012-09-28,1402.906
2012-10-31,1402.57
2012-11-30,1487.314
2012-12-31,1548.564
2013-01-31,1751.392
2013-02-28,1691.636
2013-03-29,1670.998
2013-04-30,1794.875
2013-05-31,1552.766
2013-06-28,1483.609
2013-07-31,1532.898
2013-08-30,1521.495
2013-09-30,1756.175
2013-10-31,1766.785
2013-11-29,1668.814
2013-12-31,1706.895
2014-01-31,1714.831
2014-02-28,1859.371
2014-03-31,1950.542
2014-04-30,2100.125
2014-05-30,2011.301
2014-06-30,2057.926
2014-07-31,2071.077
2014-08-29,2065.357
2014-09-30,2010.953
2014-10-31,2080.76
2014-11-28,2054.476
2014-12-31,2084.191
2015-01-30,2100.495
2015-02-27,2186.948
2015-03-31,2064.055
2015-04-30,2059.972
2015-05-29,1840.602
2015-06-30,1694.946
2015-07-31,1708.105
2015-08-31,1688.364
2015-09-30,1624.445
2015-10-30,1897.227
2015-11-30,1860.36
2015-12-31,1923.973
2016-01-29,1756.664
2016-02-29,1842.18
2016-03-31,2165.245
2016-04-29,2251.414
2016-05-31,2252.992
2016-06-30,2305.255
2016-07-29,2522.562
2016-08-31,2636.944
2016-09-30,2648.891
2016-10-31,2528.072
2016-11-30,2485.047
2016-12-30,2394.544
2017-01-31,2562.714
2017-02-28,2561.386
2017-03-31,2506.683
2017-04-28,2537.722
2017-05-31,2614.588
2017-06-30,2769.515
2017-07-31,2843.027
2017-08-31,2821.658
2017-09-29,2830.869
2017-10-31,2645.932
2017-11-30,2563.584
2017-12-29,2743.81
2018-01-31,2868.024
2018-02-28,2541.434
2018-03-30,2558.585
2018-04-30,2616.05
2018-05-31,2709.967
2018-06-29,2705.781
2018-07-31,2750.016
2018-08-31,2706.006
2018-09-28,2806.248
2018-10-31,2652.351
2018-11-30,2770.942
2018-12-31,2701.009
2019-01-31,2812.195
2019-02-28,2746.138
2019-03-29,2968.151
2019-04-30,2860.191
2019-05-31,2922.278
2019-06-28,3212.689
2019-07-31,3095.538
2019-08-30,3086.199
2019-09-30,3164.637
2019-10-31,3137.568
2019-11-29,3212.194
2019-12-31,3359.134
2020-01-31,3397.813
2020-02-28,3003.394
2020-03-31,2356.549
2020-04-30,2715.989
2020-05-29,2783.045
2020-06-30,2979.312
2020-07-31,3140.786
2020-08-31,3268.825
2020-09-30,3307.438
2020-10-30,3291.423
2020-11-30,3848.303
2020-12-31,4147.131
2021-01-29,4171.503
2021-02-26,3849.648
2021-03-31,3780.974
2021-04-30,3812.5
2021-05-31,3758.416
2021-06-30,3699.823
2021-07-30,3659.144
2021-08-31,3847.486
2021-09-30,3777.774
2021-10-29,3825.063
2021-11-30,3472.744
2021-12-31,3493.657
2022-01-31,3035.427
2022-02-28,3263.05
2022-03-31,3463.771
2022-04-29,3282.975
2022-05-31,3246.225
2022-06-30,3094.741
2022-07-29,3323.204
2022-08-31,3323.643
2022-09-30,2977.38
2022-10-31,3122.362
2022-11-30,3313.716
2022-12-30,3480.098
2023-01-31,3606.757
2023-02-28,3441.085
2023-03-31,3572.193
2023-04-28,3587.748
2023-05-31,3454.575
2023-06-30,3461.463
2023-07-31,3547.279
2023-08-31,3247.552
2023-09-29,3242.605
2023-10-31,3079.867
2023-11-30,3466.736
2023-12-29,3707.099
2024-01-31,3610.282
2024-02-29,3467.152
2024-03-29,3400.239
2024-04-30,3263.784
2024-05-31,3249.412
2024-06-28,3175.144
2024-07-31,3137.946
2024-08-30,3067.937
2024-09-30,3038.599
2024-10-31,2793.957
2024-11-29,2931.136
2024-12-31,2833.599
2025-01-31,2808.96
2025-02-28,2683.027
2025-03-31,2672.319
2025-04-30,2680.915
2025-05-30,2722.744
2025-06-30,2843.132
2025-07-31,2712.531
2025-08-29,2730.561
2025-09-30,2763.02
