Date,NEW ZEALAND MID VALUE Mid Cap
2004-03-31,577.298
2004-04-30,515.399
2004-05-31,485.696
2004-06-30,515.793
2004-07-30,549.55
2004-08-31,550.92
2004-09-30,519.019
2004-10-29,502.005
2004-11-30,545.307
2004-12-31,510.315
2005-01-31,529.137
2005-02-28,580.065
2005-03-31,485.767
2005-04-29,470.962
2005-05-31,437.265
2005-06-30,548.683
2005-07-29,581.365
2005-08-31,620.73
2005-09-30,616.732
2005-10-31,617.528
2005-11-30,617.783
2005-12-30,612.715
2006-01-31,624.597
2006-02-28,636.07
2006-03-31,636.826
2006-04-28,667.566
2006-05-31,667.356
2006-06-30,586.996
2006-07-31,588.155
2006-08-31,605.832
2006-09-29,645.612
2006-10-31,689.856
2006-11-30,736.66
2006-12-29,769.201
2007-01-31,784.019
2007-02-28,781.574
2007-03-30,871.996
2007-04-30,932.401
2007-05-31,1000.0
2007-06-29,1162.392
2007-07-31,1145.491
2007-08-31,965.59
2007-09-28,1133.173
2007-10-31,1123.515
2007-11-30,1056.808
2007-12-31,1073.122
2008-01-31,1008.285
2008-02-29,996.352
2008-03-31,937.832
2008-04-30,924.727
2008-05-30,989.039
2008-06-30,841.072
2008-07-31,855.303
2008-08-29,750.131
2008-09-30,621.507
2008-10-31,471.352
2008-11-28,455.032
2008-12-31,468.47
2009-01-30,449.763
2009-02-27,406.383
2009-03-31,475.341
2009-04-30,564.953
2009-05-29,590.996
2009-06-30,637.081
2009-07-31,672.342
2009-08-31,714.204
2009-09-30,764.985
2009-10-30,740.734
2009-11-30,712.703
2009-12-31,737.686
2010-01-29,692.433
2010-02-26,677.039
2010-03-31,684.502
2010-04-30,711.935
2010-05-31,608.978
2010-06-30,610.926
2010-07-30,663.948
2010-08-31,654.621
2010-09-30,707.268
2010-10-29,751.159
2010-11-30,752.98
2010-12-31,785.496
2011-01-31,803.326
2011-02-28,780.296
2011-03-31,805.448
2011-04-29,886.114
2011-05-31,956.008
2011-06-30,937.004
2011-07-29,1025.001
2011-08-31,1008.388
2011-09-30,929.904
2011-10-31,982.313
2011-11-30,952.898
2011-12-30,981.61
2012-01-31,1073.39
2012-02-29,1110.341
2012-03-30,1213.575
2012-04-30,1240.505
2012-05-31,1127.228
2012-06-29,1121.689
2012-07-31,1214.28
2012-08-31,1220.463
2012-09-28,1323.706
2012-10-31,1323.389
2012-11-30,1403.348
2012-12-31,1461.14
2013-01-31,1652.519
2013-02-28,1596.136
2013-03-29,1570.773
2013-04-30,1687.219
2013-05-31,1459.632
2013-06-28,1394.623
2013-07-31,1440.956
2013-08-30,1430.237
2013-09-30,1642.872
2013-10-31,1652.797
2013-11-29,1561.147
2013-12-31,1596.771
2014-01-31,1604.195
2014-02-28,1739.409
2014-03-31,1819.235
2014-04-30,1951.695
2014-05-30,1869.149
2014-06-30,1912.479
2014-07-31,1924.7
2014-08-29,1919.385
2014-09-30,1861.42
2014-10-31,1925.063
2014-11-28,1900.746
2014-12-31,1928.238
2015-01-30,1943.321
2015-02-27,2023.306
2015-03-31,1901.119
2015-04-30,1897.358
2015-05-29,1695.305
2015-06-30,1561.147
2015-07-31,1573.267
2015-08-31,1555.085
2015-09-30,1486.429
2015-10-30,1736.035
2015-11-30,1702.3
2015-12-31,1760.509
2016-01-29,1607.415
2016-02-29,1684.843
2016-03-31,1972.671
2016-04-29,2051.177
2016-05-31,2052.615
2016-06-30,2100.23
2016-07-29,2298.209
2016-08-31,2402.418
2016-09-30,2401.859
2016-10-31,2292.308
2016-11-30,2253.296
2016-12-30,2171.233
2017-01-31,2323.72
2017-02-28,2320.549
2017-03-31,2261.621
2017-04-28,2289.626
2017-05-31,2358.976
2017-06-30,2498.758
2017-07-31,2565.083
2017-08-31,2542.973
2017-09-29,2541.05
2017-10-31,2375.047
2017-11-30,2301.129
2017-12-29,2462.904
2018-01-31,2574.402
2018-02-28,2281.247
2018-03-30,2288.023
2018-04-30,2339.411
2018-05-31,2423.397
2018-06-29,2419.654
2018-07-31,2459.21
2018-08-31,2419.855
2018-09-28,2502.903
2018-10-31,2363.81
2018-11-30,2469.499
2018-12-31,2406.926
2019-01-31,2506.007
2019-02-28,2447.142
2019-03-29,2635.758
2019-04-30,2539.888
2019-05-31,2595.022
2019-06-28,2852.91
2019-07-31,2748.879
2019-08-30,2738.679
2019-09-30,2801.568
2019-10-31,2775.698
2019-11-29,2841.717
2019-12-31,2971.709
2020-01-31,3005.927
2020-02-28,2656.998
2020-03-31,2079.339
2020-04-30,2396.496
2020-05-29,2455.664
2020-06-30,2628.187
2020-07-31,2770.631
2020-08-31,2883.58
2020-09-30,2910.878
2020-10-30,2896.783
2020-11-30,3386.893
2020-12-31,3649.544
2021-01-29,3670.991
2021-02-26,3387.753
2021-03-31,3321.177
2021-04-30,3348.869
2021-05-31,3301.363
2021-06-30,3248.965
2021-07-30,3213.242
2021-08-31,3378.633
2021-09-30,3309.072
2021-10-29,3350.494
2021-11-30,3041.886
2021-12-31,3059.516
2022-01-31,2658.228
2022-02-28,2857.565
2022-03-31,3026.068
2022-04-29,2868.118
2022-05-31,2836.012
2022-06-30,2703.671
2022-07-29,2903.264
2022-08-31,2903.647
2022-09-30,2590.905
2022-10-31,2717.067
2022-11-30,2883.583
2022-12-30,3028.368
2023-01-31,3138.587
2023-02-28,2994.419
2023-03-31,3099.735
2023-04-28,3113.233
2023-05-31,2997.673
2023-06-30,3003.651
2023-07-31,3078.116
2023-08-31,2818.031
2023-09-29,2804.339
2023-10-31,2663.596
2023-11-30,2998.177
2023-12-29,3206.052
2024-01-31,3122.321
2024-02-29,2996.886
2024-03-29,2933.179
2024-04-30,2815.468
2024-05-31,2803.07
2024-06-28,2739.003
2024-07-31,2706.915
2024-08-30,2646.522
2024-09-30,2612.108
2024-10-31,2401.803
2024-11-29,2519.728
2024-12-31,2435.881
2025-01-31,2414.701
2025-02-28,2306.443
2025-03-31,2294.94
2025-04-30,2302.323
2025-05-30,2338.245
