Date,NEW ZEALAND MID VALUE Mid Cap
2002-03-19,263.19
2002-03-20,279.143
2002-03-21,275.695
2002-03-22,273.712
2002-03-25,274.133
2002-03-26,271.38
2002-03-27,269.508
2002-03-28,269.513
2002-03-29,269.513
2002-04-01,270.738
2002-04-02,272.257
2002-04-03,267.088
2002-04-04,264.256
2002-04-05,262.937
2002-04-08,255.746
2002-04-09,257.398
2002-04-10,256.814
2002-04-11,260.131
2002-04-12,258.353
2002-04-15,255.563
2002-04-16,253.856
2002-04-17,260.806
2002-04-18,265.908
2002-04-19,261.127
2002-04-22,263.418
2002-04-23,260.835
2002-04-24,259.715
2002-04-25,261.864
2002-04-26,258.3
2002-04-29,258.275
2002-04-30,254.24
2002-05-01,262.061
2002-05-02,259.93
2002-05-03,261.36
2002-05-06,262.538
2002-05-07,264.806
2002-05-08,265.868
2002-05-09,259.477
2002-05-10,264.484
2002-05-13,261.373
2002-05-14,260.165
2002-05-15,270.56
2002-05-16,274.617
2002-05-17,284.27
2002-05-20,284.576
2002-05-21,282.188
2002-05-22,281.119
2002-05-23,291.336
2002-05-24,294.881
2002-05-27,296.037
2002-05-28,302.458
2002-05-29,311.748
2002-05-30,315.188
2002-05-31,303.853
2002-06-03,308.167
2002-06-04,310.967
2002-06-05,305.706
2002-06-06,312.557
2002-06-07,313.655
2002-06-10,315.888
2002-06-11,315.628
2002-06-12,314.332
2002-06-13,315.782
2002-06-14,311.442
2002-06-17,314.153
2002-06-18,319.45
2002-06-19,319.3
2002-06-20,320.141
2002-06-21,319.182
2002-06-24,312.18
2002-06-25,308.607
2002-06-26,298.774
2002-06-27,301.741
2002-06-28,298.477
2002-07-01,300.593
2002-07-02,304.327
2002-07-03,301.532
2002-07-04,296.854
2002-07-05,301.778
2002-07-08,310.421
2002-07-09,309.432
2002-07-10,310.861
2002-07-11,299.755
2002-07-12,304.031
2002-07-15,301.231
2002-07-16,299.619
2002-07-17,292.819
2002-07-18,297.314
2002-07-19,297.405
2002-07-22,287.939
2002-07-23,286.085
2002-07-24,270.382
2002-07-25,274.813
2002-07-26,266.403
2002-07-29,276.87
2002-07-30,281.665
2002-07-31,274.724
2002-08-01,273.758
2002-08-02,270.945
2002-08-05,271.787
2002-08-06,265.958
2002-08-07,271.391
2002-08-08,271.885
2002-08-09,277.279
2002-08-12,280.125
2002-08-13,279.219
2002-08-14,278.995
2002-08-15,279.86
2002-08-16,279.72
2002-08-19,281.852
2002-08-20,283.096
2002-08-21,279.203
2002-08-22,282.556
2002-08-23,282.327
2002-08-26,280.364
2002-08-27,285.251
2002-08-28,286.875
2002-08-29,286.007
2002-08-30,286.39
2002-09-02,290.363
2002-09-03,294.354
2002-09-04,288.813
2002-09-05,287.433
2002-09-06,284.815
2002-09-09,283.892
2002-09-10,282.909
2002-09-11,286.407
2002-09-12,290.6
2002-09-13,288.087
2002-09-16,284.503
2002-09-17,284.897
2002-09-18,283.163
2002-09-19,281.427
2002-09-20,279.578
2002-09-23,276.31
2002-09-24,274.472
2002-09-25,273.269
2002-09-26,278.289
2002-09-27,276.309
2002-09-30,279.444
2002-10-01,281.842
2002-10-02,286.529
2002-10-03,288.108
2002-10-04,285.666
2002-10-07,289.162
2002-10-08,291.299
2002-10-09,294.382
2002-10-10,290.849
2002-10-11,295.094
2002-10-14,297.194
2002-10-15,296.524
2002-10-16,293.665
2002-10-17,294.522
2002-10-18,298.708
2002-10-21,299.377
2002-10-22,302.308
2002-10-23,303.313
2002-10-24,300.687
2002-10-25,299.675
2002-10-28,301.03
2002-10-29,298.251
2002-10-30,296.643
2002-10-31,300.291
2002-11-01,308.184
2002-11-04,315.616
2002-11-05,296.22
2002-11-06,302.593
2002-11-07,298.356
2002-11-08,300.934
2002-11-11,297.437
2002-11-12,298.138
2002-11-13,299.628
2002-11-14,300.749
2002-11-15,299.423
2002-11-18,299.966
2002-11-19,298.378
2002-11-20,296.704
2002-11-21,296.977
2002-11-22,297.225
2002-11-25,296.201
2002-11-26,295.63
2002-11-27,292.916
2002-11-28,296.954
2002-11-29,301.494
2002-12-02,306.427
2002-12-03,308.106
2002-12-04,308.196
2002-12-05,310.424
2002-12-06,309.264
2002-12-09,307.665
2002-12-10,307.189
2002-12-11,310.051
2002-12-12,311.252
2002-12-13,314.356
2002-12-16,313.402
2002-12-17,319.608
2002-12-18,317.136
2002-12-19,317.957
2002-12-20,316.547
2002-12-23,320.613
2002-12-24,321.117
2002-12-25,321.117
2002-12-26,321.458
2002-12-27,323.293
2002-12-30,326.947
2002-12-31,329.136
2003-01-01,329.136
2003-01-02,329.514
2003-01-03,331.246
2003-01-06,342.506
2003-01-07,346.186
2003-01-08,347.376
2003-01-09,345.538
2003-01-10,355.168
2003-01-13,363.414
2003-01-14,353.075
2003-01-15,362.715
2003-01-16,365.548
2003-01-17,367.475
2003-01-20,365.105
2003-01-21,355.077
2003-01-22,349.169
2003-01-23,358.306
2003-01-24,361.104
2003-01-27,363.608
2003-01-28,358.631
2003-01-29,354.626
2003-01-30,351.291
2003-01-31,345.661
2003-02-03,343.083
2003-02-04,350.741
2003-02-05,351.303
2003-02-06,351.399
2003-02-07,346.674
2003-02-10,354.731
2003-02-11,355.227
2003-02-12,351.549
2003-02-13,352.275
2003-02-14,346.353
2003-02-17,349.271
2003-02-18,348.675
2003-02-19,357.515
2003-02-20,357.164
2003-02-21,353.512
2003-02-24,356.12
2003-02-25,353.497
2003-02-26,355.637
2003-02-27,357.426
2003-02-28,359.929
2003-03-03,369.582
2003-03-04,366.158
2003-03-05,370.622
2003-03-06,371.597
2003-03-07,366.678
2003-03-10,362.676
2003-03-11,356.791
2003-03-12,350.715
2003-03-13,344.814
2003-03-14,357.399
2003-03-17,353.646
2003-03-18,356.442
2003-03-19,352.611
2003-03-20,354.037
2003-03-21,353.007
2003-03-24,352.847
2003-03-25,348.993
2003-03-26,348.755
2003-03-27,352.471
2003-03-28,352.503
2003-03-31,357.266
2003-04-01,355.3
2003-04-02,344.508
2003-04-03,343.492
2003-04-04,340.477
2003-04-07,340.857
2003-04-08,339.641
2003-04-09,336.06
2003-04-10,330.37
2003-04-11,330.018
2003-04-14,332.486
2003-04-15,343.018
2003-04-16,347.103
2003-04-17,341.615
2003-04-18,341.615
2003-04-21,340.512
2003-04-22,339.501
2003-04-23,339.794
2003-04-24,345.138
2003-04-25,343.956
2003-04-28,343.114
2003-04-29,341.369
2003-04-30,343.558
2003-05-01,346.897
2003-05-02,342.501
2003-05-05,346.618
2003-05-06,347.816
2003-05-07,342.951
2003-05-08,342.017
2003-05-09,341.918
2003-05-12,345.224
2003-05-13,350.585
2003-05-14,352.245
2003-05-15,349.526
2003-05-16,355.75
2003-05-19,354.443
2003-05-20,350.967
2003-05-21,346.455
2003-05-22,352.366
2003-05-23,353.045
2003-05-26,354.001
2003-05-27,355.288
2003-05-28,351.505
2003-05-29,349.489
2003-05-30,348.959
2003-06-02,350.802
2003-06-03,354.117
2003-06-04,357.467
2003-06-05,366.238
2003-06-06,365.281
2003-06-09,364.107
2003-06-10,365.38
2003-06-11,362.38
2003-06-12,361.127
2003-06-13,365.249
2003-06-16,376.736
2003-06-17,378.819
2003-06-18,378.663
2003-06-19,379.711
2003-06-20,380.43
2003-06-23,381.853
2003-06-24,380.527
2003-06-25,384.068
2003-06-26,379.762
2003-06-27,380.359
2003-06-30,394.096
2003-07-01,395.17
2003-07-02,399.571
2003-07-03,396.416
2003-07-04,395.582
2003-07-07,393.25
2003-07-08,385.109
2003-07-09,371.143
2003-07-10,371.877
2003-07-11,373.474
2003-07-14,375.649
2003-07-15,366.797
2003-07-16,363.151
2003-07-17,356.952
2003-07-18,349.517
2003-07-21,358.921
2003-07-22,360.278
2003-07-23,366.757
2003-07-24,374.921
2003-07-25,374.912
2003-07-28,377.079
2003-07-29,379.086
2003-07-30,369.781
2003-07-31,368.402
2003-08-01,373.548
2003-08-04,370.406
2003-08-05,370.192
2003-08-06,370.707
2003-08-07,368.333
2003-08-08,374.612
2003-08-11,379.302
2003-08-12,378.483
2003-08-13,382.008
2003-08-14,376.181
2003-08-15,377.337
2003-08-18,381.198
2003-08-19,381.875
2003-08-20,383.735
2003-08-21,378.717
2003-08-22,376.85
2003-08-25,381.397
2003-08-26,375.989
2003-08-27,367.587
2003-08-28,367.633
2003-08-29,376.096
2003-09-01,374.803
2003-09-02,366.37
2003-09-03,363.059
2003-09-04,361.553
2003-09-05,363.08
2003-09-08,364.62
2003-09-09,369.252
2003-09-10,367.118
2003-09-11,367.721
2003-09-12,367.83
2003-09-15,373.916
2003-09-16,370.983
2003-09-17,370.293
2003-09-18,376.032
2003-09-19,378.969
2003-09-22,383.593
2003-09-23,381.582
2003-09-24,382.366
2003-09-25,387.624
2003-09-26,378.213
2003-09-29,382.141
2003-09-30,386.687
2003-10-01,389.245
2003-10-02,390.703
2003-10-03,392.989
2003-10-06,395.337
2003-10-07,398.745
2003-10-08,397.583
2003-10-09,399.097
2003-10-10,394.673
2003-10-13,391.971
2003-10-14,391.792
2003-10-15,394.868
2003-10-16,397.899
2003-10-17,403.579
2003-10-20,403.343
2003-10-21,405.011
2003-10-22,407.424
2003-10-23,403.421
2003-10-24,408.615
2003-10-27,409.117
2003-10-28,413.131
2003-10-29,419.082
2003-10-30,418.633
2003-10-31,416.103
2003-11-03,418.505
2003-11-04,416.887
2003-11-05,422.838
2003-11-06,416.206
2003-11-07,420.114
2003-11-10,424.285
2003-11-11,431.537
2003-11-12,427.495
2003-11-13,429.483
2003-11-14,429.516
2003-11-17,433.43
2003-11-18,447.165
2003-11-19,450.282
2003-11-20,452.234
2003-11-21,445.015
2003-11-24,440.962
2003-11-25,437.239
2003-11-26,445.464
2003-11-27,437.834
2003-11-28,438.932
2003-12-01,449.794
2003-12-02,469.536
2003-12-03,465.483
2003-12-04,460.575
2003-12-05,457.539
2003-12-08,451.75
2003-12-09,461.254
2003-12-10,460.345
2003-12-11,457.078
2003-12-12,465.196
2003-12-15,464.981
2003-12-16,467.135
2003-12-17,465.483
2003-12-18,460.682
2003-12-19,454.015
2003-12-22,459.04
2003-12-23,460.709
2003-12-24,472.12
2003-12-25,472.12
2003-12-26,472.594
2003-12-29,478.027
2003-12-30,484.768
2003-12-31,479.015
2004-01-01,479.015
2004-01-02,480.182
2004-01-05,489.521
2004-01-06,493.518
2004-01-07,490.579
2004-01-08,497.235
2004-01-09,511.153
2004-01-12,521.671
2004-01-13,517.207
2004-01-14,508.542
2004-01-15,509.261
2004-01-16,509.515
2004-01-19,512.687
2004-01-20,527.461
2004-01-21,540.198
2004-01-22,548.094
2004-01-23,561.331
2004-01-26,551.62
2004-01-27,562.286
2004-01-28,552.021
2004-01-29,523.858
2004-01-30,499.489
2004-02-02,494.655
2004-02-03,499.569
2004-02-04,499.423
2004-02-05,505.29
2004-02-06,507.271
2004-02-09,518.564
2004-02-10,525.208
2004-02-11,520.141
2004-02-12,522.987
2004-02-13,531.396
2004-02-16,526.96
2004-02-17,524.631
2004-02-18,526.326
2004-02-19,515.991
2004-02-20,504.368
2004-02-23,501.434
2004-02-24,507.73
2004-02-25,513.317
2004-02-26,502.681
2004-02-27,513.733
2004-03-01,516.843
2004-03-02,522.906
2004-03-03,537.634
2004-03-04,529.965
2004-03-05,537.058
2004-03-08,542.823
2004-03-09,545.418
2004-03-10,525.093
2004-03-11,501.871
2004-03-12,500.514
2004-03-15,485.565
2004-03-16,501.303
2004-03-17,502.69
2004-03-18,506.071
2004-03-19,509.876
2004-03-22,512.673
2004-03-23,529.409
2004-03-24,533.179
2004-03-25,538.483
2004-03-26,566.817
2004-03-29,562.04
2004-03-30,571.098
2004-03-31,577.298
2004-04-01,579.336
2004-04-02,564.757
2004-04-05,568.523
2004-04-06,590.881
2004-04-07,596.431
2004-04-08,588.964
2004-04-09,588.964
2004-04-12,592.184
2004-04-13,575.873
2004-04-14,562.332
2004-04-15,566.652
2004-04-16,571.016
2004-04-19,573.287
2004-04-20,562.559
2004-04-21,542.829
2004-04-22,528.684
2004-04-23,537.487
2004-04-26,525.52
2004-04-27,530.201
2004-04-28,522.781
2004-04-29,516.564
2004-04-30,515.399
2004-05-03,505.38
2004-05-04,514.087
2004-05-05,511.05
2004-05-06,504.83
2004-05-07,485.834
2004-05-10,472.278
2004-05-11,477.218
2004-05-12,482.269
2004-05-13,476.703
2004-05-14,482.703
2004-05-17,490.208
2004-05-18,488.781
2004-05-19,494.431
2004-05-20,481.333
2004-05-21,482.821
2004-05-24,483.678
2004-05-25,481.413
2004-05-26,485.167
2004-05-27,496.093
2004-05-28,483.231
2004-05-31,485.696
2004-06-01,491.369
2004-06-02,493.074
2004-06-03,494.913
2004-06-04,491.009
2004-06-07,498.459
2004-06-08,496.359
2004-06-09,488.657
2004-06-10,490.45
2004-06-11,487.474
2004-06-14,489.21
2004-06-15,483.807
2004-06-16,487.01
2004-06-17,483.686
2004-06-18,484.343
2004-06-21,485.619
2004-06-22,501.954
2004-06-23,505.258
2004-06-24,512.25
2004-06-25,514.271
2004-06-28,518.191
2004-06-29,507.712
2004-06-30,515.793
2004-07-01,522.61
2004-07-02,522.879
2004-07-05,523.162
2004-07-06,518.53
2004-07-07,525.567
2004-07-08,523.349
2004-07-09,528.585
2004-07-12,530.596
2004-07-13,532.013
2004-07-14,531.387
2004-07-15,540.604
2004-07-16,560.634
2004-07-19,567.047
2004-07-20,568.974
2004-07-21,547.24
2004-07-22,542.644
2004-07-23,535.094
2004-07-26,524.751
2004-07-27,521.868
2004-07-28,519.343
2004-07-29,533.449
2004-07-30,549.55
2004-08-02,547.906
2004-08-03,554.544
2004-08-04,557.896
2004-08-05,553.685
2004-08-06,548.727
2004-08-09,549.781
2004-08-10,548.568
2004-08-11,546.185
2004-08-12,560.841
2004-08-13,564.465
2004-08-16,563.872
2004-08-17,562.557
2004-08-18,554.838
2004-08-19,566.681
2004-08-20,568.284
2004-08-23,563.697
2004-08-24,551.979
2004-08-25,549.239
2004-08-26,550.743
2004-08-27,544.817
2004-08-30,548.023
2004-08-31,550.92
2004-09-01,536.467
2004-09-02,512.519
2004-09-03,519.463
2004-09-06,517.896
2004-09-07,514.49
2004-09-08,507.748
2004-09-09,519.973
2004-09-10,526.721
2004-09-13,519.131
2004-09-14,509.65
2004-09-15,505.196
2004-09-16,510.384
2004-09-17,514.333
2004-09-20,520.481
2004-09-21,523.803
2004-09-22,519.837
2004-09-23,512.952
2004-09-24,520.781
2004-09-27,518.624
2004-09-28,522.892
2004-09-29,513.528
2004-09-30,519.019
2004-10-01,529.351
2004-10-04,531.429
2004-10-05,528.708
2004-10-06,525.861
2004-10-07,535.087
2004-10-08,545.61
2004-10-11,549.508
2004-10-12,544.853
2004-10-13,540.763
2004-10-14,545.73
2004-10-15,547.016
2004-10-18,550.468
2004-10-19,547.254
2004-10-20,513.045
2004-10-21,492.583
2004-10-22,497.534
2004-10-25,502.766
2004-10-26,500.114
2004-10-27,503.324
2004-10-28,499.78
2004-10-29,502.005
2004-11-01,499.378
2004-11-02,500.474
2004-11-03,495.078
2004-11-04,490.985
2004-11-05,486.932
2004-11-08,489.225
2004-11-09,498.751
2004-11-10,495.109
2004-11-11,503.73
2004-11-12,512.267
2004-11-15,522.258
2004-11-16,516.504
2004-11-17,519.287
2004-11-18,519.232
2004-11-19,526.487
2004-11-22,521.928
2004-11-23,524.393
2004-11-24,526.747
2004-11-25,543.543
2004-11-26,546.106
2004-11-29,548.173
2004-11-30,545.307
2004-12-01,553.26
2004-12-02,554.031
2004-12-03,542.113
2004-12-06,533.635
2004-12-07,528.056
2004-12-08,514.68
2004-12-09,505.884
2004-12-10,499.291
2004-12-13,501.024
2004-12-14,511.138
2004-12-15,516.575
2004-12-16,507.434
2004-12-17,496.2
2004-12-20,498.098
2004-12-21,489.439
2004-12-22,498.632
2004-12-23,501.557
2004-12-24,504.299
2004-12-27,505.986
2004-12-28,507.568
2004-12-29,501.536
2004-12-30,504.475
2004-12-31,510.315
2005-01-03,504.274
2005-01-04,498.339
2005-01-05,494.28
2005-01-06,487.682
2005-01-07,487.577
2005-01-10,483.354
2005-01-11,489.396
2005-01-12,493.032
2005-01-13,496.037
2005-01-14,494.595
2005-01-17,492.829
2005-01-18,499.362
2005-01-19,497.978
2005-01-20,495.58
2005-01-21,505.574
2005-01-24,509.788
2005-01-25,514.103
2005-01-26,529.406
2005-01-27,536.807
2005-01-28,532.573
2005-01-31,529.137
2005-02-01,533.503
2005-02-02,531.414
2005-02-03,520.351
2005-02-04,515.695
2005-02-07,513.065
2005-02-08,515.201
2005-02-09,514.982
2005-02-10,520.921
2005-02-11,519.741
2005-02-14,522.77
2005-02-15,526.841
2005-02-16,529.929
2005-02-17,535.059
2005-02-18,539.64
2005-02-21,544.802
2005-02-22,549.688
2005-02-23,552.858
2005-02-24,561.969
2005-02-25,567.924
2005-02-28,580.065
2005-03-01,570.694
2005-03-02,565.043
2005-03-03,564.546
2005-03-04,574.785
2005-03-07,577.132
2005-03-08,573.339
2005-03-09,567.078
2005-03-10,566.953
2005-03-11,570.664
2005-03-14,566.185
2005-03-15,571.204
2005-03-16,569.482
2005-03-17,552.683
2005-03-18,551.828
2005-03-21,551.07
2005-03-22,545.295
2005-03-23,536.472
2005-03-24,519.529
2005-03-25,519.529
2005-03-28,514.663
2005-03-29,496.664
2005-03-30,491.262
2005-03-31,485.767
2005-04-01,489.219
2005-04-04,485.571
2005-04-05,489.775
2005-04-06,494.309
2005-04-07,497.403
2005-04-08,501.72
2005-04-11,505.266
2005-04-12,509.464
2005-04-13,510.048
2005-04-14,504.314
2005-04-15,491.451
2005-04-18,462.725
2005-04-19,473.27
2005-04-20,452.315
2005-04-21,455.986
2005-04-22,458.302
2005-04-25,456.111
2005-04-26,457.416
2005-04-27,474.979
2005-04-28,473.1
2005-04-29,470.962
2005-05-02,476.14
2005-05-03,476.885
2005-05-04,473.138
2005-05-05,462.848
2005-05-06,459.053
2005-05-09,454.213
2005-05-10,455.458
2005-05-11,452.433
2005-05-12,452.682
2005-05-13,444.533
2005-05-16,440.86
2005-05-17,438.844
2005-05-18,439.834
2005-05-19,440.237
2005-05-20,435.438
2005-05-23,444.091
2005-05-24,451.119
2005-05-25,451.657
2005-05-26,442.634
2005-05-27,446.783
2005-05-30,448.244
2005-05-31,437.265
2005-06-01,419.676
2005-06-02,429.349
2005-06-03,437.124
2005-06-06,441.451
2005-06-07,451.34
2005-06-08,468.328
2005-06-09,470.047
2005-06-10,469.586
2005-06-13,470.296
2005-06-14,475.719
2005-06-15,474.535
2005-06-16,486.993
2005-06-17,495.827
2005-06-20,491.869
2005-06-21,495.136
2005-06-22,488.186
2005-06-23,483.918
2005-06-24,470.497
2005-06-27,541.048
2005-06-28,555.327
2005-06-29,553.783
2005-06-30,548.683
2005-07-01,526.586
2005-07-04,512.969
2005-07-05,500.078
2005-07-06,512.179
2005-07-07,519.182
2005-07-08,514.563
2005-07-11,531.713
2005-07-12,549.764
2005-07-13,543.456
2005-07-14,554.563
2005-07-15,555.174
2005-07-18,583.589
2005-07-19,561.589
2005-07-20,575.015
2005-07-21,582.088
2005-07-22,575.009
2005-07-25,565.153
2005-07-26,564.244
2005-07-27,571.334
2005-07-28,579.196
2005-07-29,581.365
2005-08-01,587.336
2005-08-02,584.726
2005-08-03,590.776
2005-08-04,588.087
2005-08-05,589.196
2005-08-08,596.765
2005-08-09,592.476
2005-08-10,601.2
2005-08-11,608.853
2005-08-12,615.915
2005-08-15,614.172
2005-08-16,610.513
2005-08-17,634.518
2005-08-18,627.224
2005-08-19,629.014
2005-08-22,641.844
2005-08-23,636.834
2005-08-24,633.005
2005-08-25,626.333
2005-08-26,625.84
2005-08-29,617.933
2005-08-30,614.357
2005-08-31,620.73
2005-09-01,631.398
2005-09-02,631.757
2005-09-05,636.15
2005-09-06,631.815
2005-09-07,632.115
2005-09-08,631.757
2005-09-09,631.815
2005-09-12,621.94
2005-09-13,619.293
2005-09-14,628.902
2005-09-15,627.316
2005-09-16,628.823
2005-09-19,624.07
2005-09-20,621.682
2005-09-21,617.749
2005-09-22,615.923
2005-09-23,610.906
2005-09-26,608.282
2005-09-27,604.146
2005-09-28,608.06
2005-09-29,613.93
2005-09-30,616.732
2005-10-03,616.857
2005-10-04,618.11
2005-10-05,617.443
2005-10-06,615.19
2005-10-07,613.646
2005-10-10,614.881
2005-10-11,611.44
2005-10-12,612.246
2005-10-13,603.266
2005-10-14,618.288
2005-10-17,620.245
2005-10-18,617.399
2005-10-19,620.868
2005-10-20,625.653
2005-10-21,621.416
2005-10-24,621.815
2005-10-25,623.454
2005-10-26,622.878
2005-10-27,623.308
2005-10-28,621.499
2005-10-31,617.528
2005-11-01,616.161
2005-11-02,613.221
2005-11-03,612.291
2005-11-04,604.805
2005-11-07,602.369
2005-11-08,603.521
2005-11-09,602.925
