Date,EUROPE SMALL CAP Small Cap
2002-01-23,90.184
2002-01-24,90.301
2002-01-25,88.799
2002-01-28,88.628
2002-01-29,88.404
2002-01-30,87.797
2002-01-31,88.531
2002-02-01,88.791
2002-02-04,88.998
2002-02-05,88.411
2002-02-06,88.002
2002-02-07,87.955
2002-02-08,88.321
2002-02-11,89.116
2002-02-12,89.153
2002-02-13,89.002
2002-02-14,89.093
2002-02-15,89.246
2002-02-18,88.749
2002-02-19,88.262
2002-02-20,87.673
2002-02-21,87.999
2002-02-22,87.785
2002-02-25,87.646
2002-02-26,88.267
2002-02-27,88.618
2002-02-28,88.831
2002-03-01,89.454
2002-03-04,91.259
2002-03-05,91.478
2002-03-06,91.89
2002-03-07,93.288
2002-03-08,93.465
2002-03-11,93.604
2002-03-12,92.539
2002-03-13,92.792
2002-03-14,93.712
2002-03-15,93.925
2002-03-18,94.156
2002-03-19,94.312
2002-03-20,94.365
2002-03-21,94.275
2002-03-22,94.705
2002-03-25,94.429
2002-03-26,94.284
2002-03-27,94.318
2002-03-28,94.906
2002-03-29,94.906
2002-04-01,95.77
2002-04-02,96.056
2002-04-03,95.751
2002-04-04,95.577
2002-04-05,95.855
2002-04-08,94.877
2002-04-09,95.282
2002-04-10,95.7
2002-04-11,95.875
2002-04-12,95.458
2002-04-15,95.794
2002-04-16,96.649
2002-04-17,97.56
2002-04-18,97.62
2002-04-19,97.7
2002-04-22,97.54
2002-04-23,97.427
2002-04-24,97.866
2002-04-25,97.788
2002-04-26,97.898
2002-04-29,97.83
2002-04-30,97.904
2002-05-01,98.505
2002-05-02,98.399
2002-05-03,99.124
2002-05-06,99.082
2002-05-07,97.886
2002-05-08,98.679
2002-05-09,98.929
2002-05-10,99.066
2002-05-13,98.783
2002-05-14,98.489
2002-05-15,99.222
2002-05-16,99.523
2002-05-17,100.722
2002-05-20,100.676
2002-05-21,100.095
2002-05-22,100.061
2002-05-23,99.074
2002-05-24,99.221
2002-05-27,99.087
2002-05-28,99.639
2002-05-29,99.232
2002-05-30,98.904
2002-05-31,98.744
2002-06-03,98.703
2002-06-04,98.162
2002-06-05,97.513
2002-06-06,98.146
2002-06-07,97.044
2002-06-10,97.117
2002-06-11,97.235
2002-06-12,96.588
2002-06-13,95.948
2002-06-14,93.786
2002-06-17,94.493
2002-06-18,94.956
2002-06-19,94.519
2002-06-20,94.09
2002-06-21,94.164
2002-06-24,93.501
2002-06-25,93.604
2002-06-26,93.399
2002-06-27,94.031
2002-06-28,95.375
2002-07-01,95.591
2002-07-02,93.862
2002-07-03,91.954
2002-07-04,92.329
2002-07-05,93.236
2002-07-08,94.392
2002-07-09,94.402
2002-07-10,92.997
2002-07-11,91.126
2002-07-12,91.222
2002-07-15,90.82
2002-07-16,89.722
2002-07-17,89.957
2002-07-18,91.036
2002-07-19,90.065
2002-07-22,87.497
2002-07-23,84.784
2002-07-24,82.116
2002-07-25,84.243
2002-07-26,83.355
2002-07-29,84.362
2002-07-30,85.562
2002-07-31,85.137
2002-08-01,84.611
2002-08-02,84.053
2002-08-05,82.283
2002-08-06,80.138
2002-08-07,80.884
2002-08-08,81.138
2002-08-09,81.842
2002-08-12,81.602
2002-08-13,81.744
2002-08-14,82.004
2002-08-15,82.376
2002-08-16,82.94
2002-08-19,83.251
2002-08-20,83.214
2002-08-21,84.154
2002-08-22,84.421
2002-08-23,84.468
2002-08-26,84.522
2002-08-27,85.4
2002-08-28,84.509
2002-08-29,83.958
2002-08-30,83.803
2002-09-02,83.816
2002-09-03,83.479
2002-09-04,82.75
2002-09-05,81.958
2002-09-06,82.096
2002-09-09,81.578
2002-09-10,81.482
2002-09-11,81.938
2002-09-12,81.686
2002-09-13,80.914
2002-09-16,79.906
2002-09-17,79.548
2002-09-18,78.561
2002-09-19,77.819
2002-09-20,77.557
2002-09-23,76.096
2002-09-24,74.073
2002-09-25,74.482
2002-09-26,75.241
2002-09-27,75.456
2002-09-30,74.689
2002-10-01,74.11
2002-10-02,74.496
2002-10-03,74.088
2002-10-04,73.082
2002-10-07,72.03
2002-10-08,71.351
2002-10-09,71.073
2002-10-10,70.804
2002-10-11,72.433
2002-10-14,72.083
2002-10-15,74.345
2002-10-16,74.266
2002-10-17,75.2
2002-10-18,75.32
2002-10-21,75.905
2002-10-22,76.19
2002-10-23,75.7
2002-10-24,75.812
2002-10-25,75.843
2002-10-28,76.853
2002-10-29,75.958
2002-10-30,76.548
2002-10-31,77.777
2002-11-01,78.166
2002-11-04,79.513
2002-11-05,79.85
2002-11-06,79.78
2002-11-07,80.051
2002-11-08,79.964
2002-11-11,79.421
2002-11-12,79.494
2002-11-13,79.102
2002-11-14,78.999
2002-11-15,79.47
2002-11-18,80.205
2002-11-19,80.217
2002-11-20,79.366
2002-11-21,80.447
2002-11-22,80.766
2002-11-25,80.215
2002-11-26,79.709
2002-11-27,80.103
2002-11-28,81.5
2002-11-29,81.178
2002-12-02,81.544
2002-12-03,80.604
2002-12-04,80.408
2002-12-05,80.033
2002-12-06,79.797
2002-12-09,78.967
2002-12-10,78.847
2002-12-11,79.28
2002-12-12,78.871
2002-12-13,78.416
2002-12-16,78.559
2002-12-17,78.79
2002-12-18,78.255
2002-12-19,77.888
2002-12-20,78.3
2002-12-23,77.908
2002-12-24,78.203
2002-12-25,78.203
2002-12-26,78.328
2002-12-27,78.2
2002-12-30,78.681
2002-12-31,79.147
2003-01-01,79.147
2003-01-02,79.718
2003-01-03,80.71
2003-01-06,81.085
2003-01-07,80.539
2003-01-08,79.363
2003-01-09,80.031
2003-01-10,80.638
2003-01-13,80.95
2003-01-14,81.416
2003-01-15,80.868
2003-01-16,80.833
2003-01-17,80.549
2003-01-20,80.191
2003-01-21,80.004
2003-01-22,79.456
2003-01-23,79.768
2003-01-24,79.994
2003-01-27,77.87
2003-01-28,77.157
2003-01-29,76.614
2003-01-30,76.807
2003-01-31,76.666
2003-02-03,77.424
2003-02-04,77.348
2003-02-05,77.205
2003-02-06,76.742
2003-02-07,76.331
2003-02-10,75.58
2003-02-11,75.638
2003-02-12,74.789
2003-02-13,75.002
2003-02-14,75.005
2003-02-17,75.39
2003-02-18,75.218
2003-02-19,75.298
2003-02-20,75.388
2003-02-21,75.188
2003-02-24,74.598
2003-02-25,73.067
2003-02-26,72.93
2003-02-27,72.593
2003-02-28,73.617
2003-03-03,74.477
2003-03-04,74.071
2003-03-05,74.071
2003-03-06,73.67
2003-03-07,73.228
2003-03-10,72.33
2003-03-11,71.803
2003-03-12,70.958
2003-03-13,71.132
2003-03-14,71.561
2003-03-17,71.611
2003-03-18,72.394
2003-03-19,72.885
2003-03-20,73.12
2003-03-21,73.941
2003-03-24,73.348
2003-03-25,73.334
2003-03-26,73.664
2003-03-27,73.315
2003-03-28,73.488
2003-03-31,73.563
2003-04-01,73.648
2003-04-02,74.196
2003-04-03,74.37
2003-04-04,74.591
2003-04-07,75.92
2003-04-08,75.701
2003-04-09,76.111
2003-04-10,77.031
2003-04-11,77.109
2003-04-14,77.483
2003-04-15,78.267
2003-04-16,79.01
2003-04-17,79.4
2003-04-18,79.4
2003-04-21,78.927
2003-04-22,80.045
2003-04-23,81.539
2003-04-24,82.032
2003-04-25,81.727
2003-04-28,82.246
2003-04-29,82.816
2003-04-30,84.238
2003-05-01,84.956
2003-05-02,85.183
2003-05-05,86.191
2003-05-06,87.478
2003-05-07,87.943
2003-05-08,87.868
2003-05-09,88.004
2003-05-12,88.682
2003-05-13,88.881
2003-05-14,89.501
2003-05-15,89.918
2003-05-16,91.183
2003-05-19,90.663
2003-05-20,90.666
2003-05-21,90.269
2003-05-22,90.975
2003-05-23,91.723
2003-05-26,92.067
2003-05-27,92.239
2003-05-28,92.577
2003-05-29,93.703
2003-05-30,93.758
2003-06-02,94.78
2003-06-03,94.375
2003-06-04,95.165
2003-06-05,97.094
2003-06-06,98.084
2003-06-09,97.597
2003-06-10,96.843
2003-06-11,98.258
2003-06-12,99.016
2003-06-13,98.893
2003-06-16,99.784
2003-06-17,100.566
2003-06-18,99.625
2003-06-19,98.722
2003-06-20,98.102
2003-06-23,96.9
2003-06-24,95.797
2003-06-25,96.52
2003-06-26,95.153
2003-06-27,95.367
2003-06-30,95.743
2003-07-01,95.758
2003-07-02,96.617
2003-07-03,97.126
2003-07-04,96.869
2003-07-07,97.118
2003-07-08,97.525
2003-07-09,97.487
2003-07-10,97.399
2003-07-11,97.129
2003-07-14,98.191
2003-07-15,98.039
2003-07-16,97.895
2003-07-17,96.987
2003-07-18,97.404
2003-07-21,97.969
2003-07-22,98.144
2003-07-23,99.035
2003-07-24,99.933
2003-07-25,100.285
2003-07-28,100.578
2003-07-29,100.734
2003-07-30,100.359
2003-07-31,100.069
2003-08-01,100.556
2003-08-04,101.094
2003-08-05,101.377
2003-08-06,100.561
2003-08-07,100.632
2003-08-08,100.558
2003-08-11,100.492
2003-08-12,100.87
2003-08-13,101.724
2003-08-14,101.841
2003-08-15,102.276
2003-08-18,102.271
2003-08-19,102.633
2003-08-20,102.695
2003-08-21,102.684
2003-08-22,102.51
2003-08-25,102.478
2003-08-26,101.624
2003-08-27,102.084
2003-08-28,102.512
2003-08-29,103.592
2003-09-01,104.531
2003-09-02,104.644
2003-09-03,106.197
2003-09-04,106.359
2003-09-05,107.28
2003-09-08,107.993
2003-09-09,107.977
2003-09-10,107.017
2003-09-11,106.824
2003-09-12,107.962
2003-09-15,108.282
2003-09-16,107.819
2003-09-17,108.924
2003-09-18,109.42
2003-09-19,110.565
2003-09-22,109.999
2003-09-23,109.736
2003-09-24,109.844
2003-09-25,108.98
2003-09-26,107.738
2003-09-29,108.483
2003-09-30,108.394
2003-10-01,109.338
2003-10-02,110.327
2003-10-03,111.407
2003-10-06,112.329
2003-10-07,112.577
2003-10-08,113.488
2003-10-09,114.288
2003-10-10,114.9
2003-10-13,114.917
2003-10-14,115.179
2003-10-15,116.017
2003-10-16,116.389
2003-10-17,115.719
2003-10-20,115.781
2003-10-21,116.29
2003-10-22,115.79
2003-10-23,114.876
2003-10-24,115.671
2003-10-27,115.87
2003-10-28,116.179
2003-10-29,117.135
2003-10-30,117.597
2003-10-31,117.369
2003-11-03,117.111
2003-11-04,117.11
2003-11-05,116.444
2003-11-06,116.091
2003-11-07,117.646
2003-11-10,117.59
2003-11-11,116.648
2003-11-12,118.258
2003-11-13,118.985
2003-11-14,119.508
2003-11-17,117.775
2003-11-18,118.652
2003-11-19,118.315
2003-11-20,117.852
2003-11-21,118.379
2003-11-24,118.249
2003-11-25,119.203
2003-11-26,120.512
2003-11-27,120.868
2003-11-28,121.852
2003-12-01,122.587
2003-12-02,123.652
2003-12-03,124.052
2003-12-04,123.872
2003-12-05,124.13
2003-12-08,124.152
2003-12-09,124.297
2003-12-10,123.52
2003-12-11,122.639
2003-12-12,123.853
2003-12-15,124.441
2003-12-16,123.956
2003-12-17,124.345
2003-12-18,124.698
2003-12-19,124.257
2003-12-22,124.412
2003-12-23,124.985
2003-12-24,125.534
2003-12-25,125.533
2003-12-26,125.523
2003-12-29,126.263
2003-12-30,127.501
2003-12-31,128.394
2004-01-01,128.394
2004-01-02,129.414
2004-01-05,131.083
2004-01-06,132.089
2004-01-07,131.72
2004-01-08,133.594
2004-01-09,135.238
2004-01-12,134.916
2004-01-13,135.673
2004-01-14,135.837
2004-01-15,135.298
2004-01-16,134.834
2004-01-19,135.585
2004-01-20,137.339
2004-01-21,137.968
2004-01-22,138.976
2004-01-23,138.468
2004-01-26,137.095
2004-01-27,138.298
2004-01-28,138.133
2004-01-29,135.11
2004-01-30,136.302
2004-02-02,137.086
2004-02-03,138.071
2004-02-04,137.043
2004-02-05,138.268
2004-02-06,140.311
2004-02-09,141.478
2004-02-10,141.89
2004-02-11,142.284
2004-02-12,144.763
2004-02-13,144.422
2004-02-16,144.836
2004-02-17,146.301
2004-02-18,146.858
2004-02-19,145.692
2004-02-20,144.211
2004-02-23,144.137
2004-02-24,144.037
2004-02-25,142.998
2004-02-26,141.669
2004-02-27,142.428
2004-03-01,143.931
2004-03-02,142.82
2004-03-03,140.896
2004-03-04,141.824
2004-03-05,144.591
2004-03-08,144.752
2004-03-09,144.118
2004-03-10,140.335
2004-03-11,137.353
2004-03-12,137.509
2004-03-15,135.562
2004-03-16,136.56
2004-03-17,136.872
2004-03-18,137.836
2004-03-19,137.716
2004-03-22,135.535
2004-03-23,135.596
2004-03-24,134.752
2004-03-25,135.961
2004-03-26,135.54
2004-03-29,137.076
2004-03-30,137.505
2004-03-31,139.118
2004-04-01,141.337
2004-04-02,140.155
2004-04-05,139.123
2004-04-06,139.406
2004-04-07,141.231
2004-04-08,140.93
2004-04-09,140.93
2004-04-12,140.644
2004-04-13,139.543
2004-04-14,137.509
2004-04-15,137.285
2004-04-16,138.474
2004-04-19,138.92
2004-04-20,138.82
2004-04-21,137.04
2004-04-22,137.458
2004-04-23,138.012
2004-04-26,139.095
2004-04-27,139.483
2004-04-28,137.65
2004-04-29,136.693
2004-04-30,136.125
2004-05-03,136.295
2004-05-04,137.52
2004-05-05,137.713
2004-05-06,135.626
2004-05-07,133.559
2004-05-10,129.118
2004-05-11,129.488
2004-05-12,129.925
2004-05-13,129.912
2004-05-14,129.458
2004-05-17,128.602
2004-05-18,129.331
2004-05-19,132.48
2004-05-20,130.741
2004-05-21,132.098
2004-05-24,132.457
2004-05-25,133.294
2004-05-26,134.497
2004-05-27,136.723
2004-05-28,136.397
2004-05-31,136.537
2004-06-01,136.561
2004-06-02,137.678
2004-06-03,137.521
2004-06-04,138.456
2004-06-07,139.724
2004-06-08,139.634
2004-06-09,138.23
2004-06-10,138.227
2004-06-11,137.28
2004-06-14,136.877
2004-06-15,137.068
2004-06-16,137.473
2004-06-17,138.022
2004-06-18,138.967
2004-06-21,138.93
2004-06-22,138.633
2004-06-23,139.058
2004-06-24,140.33
2004-06-25,140.332
2004-06-28,141.783
2004-06-29,140.661
2004-06-30,141.405
2004-07-01,141.066
2004-07-02,141.853
2004-07-05,141.235
2004-07-06,140.724
2004-07-07,141.603
2004-07-08,141.474
2004-07-09,141.218
2004-07-12,141.337
2004-07-13,140.475
2004-07-14,140.229
2004-07-15,139.325
2004-07-16,140.941
2004-07-19,140.238
2004-07-20,139.242
2004-07-21,138.388
2004-07-22,137.666
2004-07-23,136.274
2004-07-26,135.703
2004-07-27,134.909
2004-07-28,134.78
2004-07-29,135.695
2004-07-30,135.497
2004-08-02,135.515
2004-08-03,136.086
2004-08-04,134.883
2004-08-05,134.863
2004-08-06,135.239
2004-08-09,133.524
2004-08-10,134.57
2004-08-11,132.805
2004-08-12,132.51
2004-08-13,134.106
2004-08-16,134.628
2004-08-17,134.993
2004-08-18,134.701
2004-08-19,136.008
2004-08-20,135.585
2004-08-23,135.328
2004-08-24,134.614
2004-08-25,134.455
2004-08-26,134.86
2004-08-27,134.685
2004-08-30,134.712
2004-08-31,135.177
2004-09-01,135.826
2004-09-02,136.208
2004-09-03,135.307
2004-09-06,136.034
2004-09-07,136.238
2004-09-08,136.916
2004-09-09,136.829
2004-09-10,139.096
2004-09-13,139.368
2004-09-14,139.55
2004-09-15,137.953
2004-09-16,138.406
2004-09-17,139.183
2004-09-20,138.596
2004-09-21,140.107
2004-09-22,139.732
2004-09-23,139.633
2004-09-24,139.664
2004-09-27,139.559
2004-09-28,139.97
2004-09-29,140.507
2004-09-30,141.708
2004-10-01,142.491
2004-10-04,142.428
2004-10-05,142.829
2004-10-06,142.684
2004-10-07,143.231
2004-10-08,144.212
2004-10-11,143.643
2004-10-12,141.56
2004-10-13,141.303
2004-10-14,141.958
2004-10-15,143.071
2004-10-18,143.111
2004-10-19,143.994
2004-10-20,144.096
2004-10-21,145.351
2004-10-22,146.101
2004-10-25,146.273
2004-10-26,146.6
2004-10-27,147.593
2004-10-28,147.42
2004-10-29,147.528
2004-11-01,148.63
2004-11-02,148.892
2004-11-03,150.641
2004-11-04,151.455
2004-11-05,153.079
2004-11-08,153.442
2004-11-09,152.998
2004-11-10,153.472
2004-11-11,154.36
2004-11-12,155.368
2004-11-15,155.445
2004-11-16,155.192
2004-11-17,156.926
2004-11-18,156.958
2004-11-19,157.637
2004-11-22,156.875
2004-11-23,158.396
2004-11-24,159.517
2004-11-25,161.051
2004-11-26,161.522
2004-11-29,162.163
2004-11-30,162.506
2004-12-01,163.938
2004-12-02,163.857
2004-12-03,165.74
2004-12-06,166.119
2004-12-07,166.84
2004-12-08,164.59
2004-12-09,163.346
2004-12-10,163.384
2004-12-13,164.802
2004-12-14,164.965
2004-12-15,167.493
2004-12-16,166.433
2004-12-17,165.926
2004-12-20,168.222
2004-12-21,167.225
2004-12-22,167.67
2004-12-23,169.135
2004-12-24,169.681
2004-12-27,170.575
2004-12-28,170.386
2004-12-29,170.269
2004-12-30,171.346
2004-12-31,171.09
2005-01-03,170.392
2005-01-04,169.215
2005-01-05,168.162
2005-01-06,167.047
2005-01-07,167.748
2005-01-10,168.555
2005-01-11,168.684
2005-01-12,170.315
2005-01-13,170.011
2005-01-14,169.362
2005-01-17,170.027
2005-01-18,169.828
2005-01-19,171.056
2005-01-20,169.581
2005-01-21,170.326
2005-01-24,170.82
2005-01-25,170.661
2005-01-26,172.65
2005-01-27,172.419
2005-01-28,172.242
2005-01-31,173.651
2005-02-01,174.35
2005-02-02,175.6
2005-02-03,175.19
2005-02-04,176.319
2005-02-07,175.82
2005-02-08,175.251
2005-02-09,175.598
2005-02-10,176.745
2005-02-11,177.378
2005-02-14,179.272
2005-02-15,179.533
2005-02-16,178.861
2005-02-17,180.408
2005-02-18,180.331
2005-02-21,179.831
2005-02-22,180.316
2005-02-23,179.252
2005-02-24,180.074
2005-02-25,181.514
2005-02-28,183.149
2005-03-01,182.746
2005-03-02,181.683
2005-03-03,181.7
2005-03-04,184.102
2005-03-07,183.572
2005-03-08,185.195
2005-03-09,185.025
2005-03-10,184.7
2005-03-11,185.851
2005-03-14,184.141
2005-03-15,184.274
2005-03-16,184.707
2005-03-17,183.841
2005-03-18,183.246
2005-03-21,181.417
2005-03-22,181.528
2005-03-23,177.37
2005-03-24,178.036
2005-03-25,178.036
2005-03-28,177.07
2005-03-29,177.299
2005-03-30,177.76
2005-03-31,179.381
2005-04-01,180.028
2005-04-04,177.882
2005-04-05,179.21
2005-04-06,180.424
2005-04-07,181.728
2005-04-08,181.926
2005-04-11,183.231
2005-04-12,182.128
2005-04-13,183.284
2005-04-14,180.492
2005-04-15,179.573
2005-04-18,176.937
2005-04-19,178.832
2005-04-20,179.439
2005-04-21,179.265
2005-04-22,179.628
2005-04-25,178.705
2005-04-26,177.54
2005-04-27,175.016
2005-04-28,173.074
2005-04-29,173.38
2005-05-02,172.895
2005-05-03,173.79
2005-05-04,173.957
2005-05-05,174.615
2005-05-06,173.917
2005-05-09,173.894
2005-05-10,174.006
2005-05-11,173.496
2005-05-12,173.5
2005-05-13,172.46
2005-05-16,171.662
2005-05-17,172.101
2005-05-18,172.671
2005-05-19,173.492
2005-05-20,172.735
2005-05-23,174.068
2005-05-24,174.622
2005-05-25,175.172
2005-05-26,175.644
2005-05-27,176.074
2005-05-30,175.781
2005-05-31,174.768
2005-06-01,174.866
2005-06-02,175.454
2005-06-03,175.909
2005-06-06,175.866
2005-06-07,177.103
2005-06-08,178.338
2005-06-09,176.659
2005-06-10,176.754
2005-06-13,176.857
2005-06-14,177.344
2005-06-15,178.152
2005-06-16,178.886
2005-06-17,181.142
2005-06-20,179.886
2005-06-21,179.924
2005-06-22,179.845
2005-06-23,179.621
2005-06-24,179.513
2005-06-27,179.154
2005-06-28,179.083
2005-06-29,179.098
2005-06-30,179.549
2005-07-01,178.657
2005-07-04,178.419
2005-07-05,178.503
2005-07-06,179.983
2005-07-07,177.774
2005-07-08,180.118
2005-07-11,183.582
2005-07-12,185.568
2005-07-13,184.67
2005-07-14,184.852
2005-07-15,183.597
2005-07-18,183.51
2005-07-19,182.477
2005-07-20,182.529
2005-07-21,184.386
2005-07-22,184.935
2005-07-25,184.736
2005-07-26,184.63
2005-07-27,186.925
2005-07-28,188.436
2005-07-29,189.782
2005-08-01,191.354
2005-08-02,192.218
2005-08-03,194.106
2005-08-04,194.554
2005-08-05,193.603
2005-08-08,194.986
2005-08-09,195.411
2005-08-10,196.708
2005-08-11,197.036
2005-08-12,197.437
2005-08-15,196.431
2005-08-16,195.823
2005-08-17,194.558
2005-08-18,192.193
2005-08-19,192.756
2005-08-22,194.657
2005-08-23,193.859
2005-08-24,193.597
2005-08-25,193.527
2005-08-26,194.565
2005-08-29,193.565
2005-08-30,193.172
2005-08-31,196.277
2005-09-01,200.752
2005-09-02,201.87
2005-09-05,201.715
2005-09-06,202.245
2005-09-07,202.601
2005-09-08,201.929
2005-09-09,203.178
2005-09-12,201.735
2005-09-13,200.353
2005-09-14,201.46
2005-09-15,200.239
2005-09-16,200.842
2005-09-19,200.784
2005-09-20,201.721
2005-09-21,201.897
2005-09-22,199.641
2005-09-23,198.334
2005-09-26,198.645
2005-09-27,198.13
2005-09-28,198.926
2005-09-29,199.03
2005-09-30,201.185
2005-10-03,199.77
2005-10-04,200.419
2005-10-05,198.841
2005-10-06,198.303
2005-10-07,197.261
2005-10-10,196.665
2005-10-11,196.379
2005-10-12,195.915
2005-10-13,190.342
2005-10-14,191.76
2005-10-17,191.155
2005-10-18,189.113
2005-10-19,185.271
2005-10-20,186.851
2005-10-21,185.554
2005-10-24,188.427
2005-10-25,190.696
2005-10-26,191.267
2005-10-27,189.135
2005-10-28,187.723
2005-10-31,189.465
2005-11-01,189.957
2005-11-02,191.812
2005-11-03,192.975
2005-11-04,189.891
2005-11-07,189.884
2005-11-08,189.69
2005-11-09,189.481
