Date,EUROPE SMALL CAP Small Cap
2002-01-23,89.744
2002-01-24,89.861
2002-01-25,88.366
2002-01-28,88.195
2002-01-29,87.973
2002-01-30,87.368
2002-01-31,88.099
2002-02-01,88.358
2002-02-04,88.563
2002-02-05,87.979
2002-02-06,87.572
2002-02-07,87.525
2002-02-08,87.89
2002-02-11,88.681
2002-02-12,88.718
2002-02-13,88.567
2002-02-14,88.658
2002-02-15,88.81
2002-02-18,88.315
2002-02-19,87.831
2002-02-20,87.244
2002-02-21,87.569
2002-02-22,87.355
2002-02-25,87.217
2002-02-26,87.835
2002-02-27,88.185
2002-02-28,88.396
2002-03-01,89.016
2002-03-04,90.812
2002-03-05,91.03
2002-03-06,91.44
2002-03-07,92.832
2002-03-08,93.004
2002-03-11,93.141
2002-03-12,92.082
2002-03-13,92.314
2002-03-14,93.211
2002-03-15,93.42
2002-03-18,93.647
2002-03-19,93.8
2002-03-20,93.852
2002-03-21,93.75
2002-03-22,94.166
2002-03-25,93.892
2002-03-26,93.744
2002-03-27,93.774
2002-03-28,94.359
2002-03-29,94.359
2002-04-01,95.218
2002-04-02,95.493
2002-04-03,95.186
2002-04-04,95.011
2002-04-05,95.282
2002-04-08,94.31
2002-04-09,94.708
2002-04-10,95.123
2002-04-11,95.294
2002-04-12,94.865
2002-04-15,95.199
2002-04-16,96.043
2002-04-17,96.945
2002-04-18,97.004
2002-04-19,97.082
2002-04-22,96.919
2002-04-23,96.802
2002-04-24,97.231
2002-04-25,97.147
2002-04-26,97.251
2002-04-29,97.171
2002-04-30,97.244
2002-05-01,97.841
2002-05-02,97.735
2002-05-03,98.454
2002-05-06,98.397
2002-05-07,97.207
2002-05-08,97.991
2002-05-09,98.24
2002-05-10,98.373
2002-05-13,98.091
2002-05-14,97.797
2002-05-15,98.514
2002-05-16,98.812
2002-05-17,99.994
2002-05-20,99.935
2002-05-21,99.35
2002-05-22,99.317
2002-05-23,98.336
2002-05-24,98.482
2002-05-27,98.346
2002-05-28,98.893
2002-05-29,98.485
2002-05-30,98.16
2002-05-31,97.998
2002-06-03,97.951
2002-06-04,97.414
2002-06-05,96.77
2002-06-06,97.395
2002-06-07,96.299
2002-06-10,96.368
2002-06-11,96.48
2002-06-12,95.836
2002-06-13,95.201
2002-06-14,93.05
2002-06-17,93.75
2002-06-18,94.21
2002-06-19,93.776
2002-06-20,93.347
2002-06-21,93.42
2002-06-24,92.758
2002-06-25,92.86
2002-06-26,92.657
2002-06-27,93.282
2002-06-28,94.613
2002-07-01,94.828
2002-07-02,93.11
2002-07-03,91.216
2002-07-04,91.587
2002-07-05,92.486
2002-07-08,93.63
2002-07-09,93.64
2002-07-10,92.246
2002-07-11,90.391
2002-07-12,90.484
2002-07-15,90.085
2002-07-16,88.996
2002-07-17,89.229
2002-07-18,90.299
2002-07-19,89.336
2002-07-22,86.789
2002-07-23,84.096
2002-07-24,81.449
2002-07-25,83.559
2002-07-26,82.678
2002-07-29,83.677
2002-07-30,84.867
2002-07-31,84.445
2002-08-01,83.923
2002-08-02,83.37
2002-08-05,81.615
2002-08-06,79.486
2002-08-07,80.226
2002-08-08,80.477
2002-08-09,81.176
2002-08-12,80.937
2002-08-13,81.078
2002-08-14,81.335
2002-08-15,81.704
2002-08-16,82.263
2002-08-19,82.572
2002-08-20,82.535
2002-08-21,83.467
2002-08-22,83.733
2002-08-23,83.779
2002-08-26,83.832
2002-08-27,84.703
2002-08-28,83.819
2002-08-29,83.273
2002-08-30,83.118
2002-09-02,83.128
2002-09-03,82.793
2002-09-04,82.071
2002-09-05,81.285
2002-09-06,81.422
2002-09-09,80.908
2002-09-10,80.813
2002-09-11,81.263
2002-09-12,81.013
2002-09-13,80.248
2002-09-16,79.247
2002-09-17,78.892
2002-09-18,77.913
2002-09-19,77.176
2002-09-20,76.917
2002-09-23,75.466
2002-09-24,73.457
2002-09-25,73.862
2002-09-26,74.616
2002-09-27,74.829
2002-09-30,74.066
2002-10-01,73.491
2002-10-02,73.875
2002-10-03,73.468
2002-10-04,72.471
2002-10-07,71.426
2002-10-08,70.752
2002-10-09,70.476
2002-10-10,70.21
2002-10-11,71.824
2002-10-14,71.477
2002-10-15,73.72
2002-10-16,73.642
2002-10-17,74.568
2002-10-18,74.687
2002-10-21,75.267
2002-10-22,75.55
2002-10-23,75.063
2002-10-24,75.174
2002-10-25,75.205
2002-10-28,76.207
2002-10-29,75.32
2002-10-30,75.904
2002-10-31,77.122
2002-11-01,77.508
2002-11-04,78.844
2002-11-05,79.178
2002-11-06,79.108
2002-11-07,79.376
2002-11-08,79.29
2002-11-11,78.751
2002-11-12,78.824
2002-11-13,78.436
2002-11-14,78.333
2002-11-15,78.8
2002-11-18,79.529
2002-11-19,79.542
2002-11-20,78.697
2002-11-21,79.769
2002-11-22,80.085
2002-11-25,79.539
2002-11-26,79.037
2002-11-27,79.428
2002-11-28,80.814
2002-11-29,80.494
2002-12-02,80.856
2002-12-03,79.924
2002-12-04,79.73
2002-12-05,79.358
2002-12-06,79.124
2002-12-09,78.301
2002-12-10,78.183
2002-12-11,78.611
2002-12-12,78.206
2002-12-13,77.755
2002-12-16,77.896
2002-12-17,78.125
2002-12-18,77.594
2002-12-19,77.228
2002-12-20,77.637
2002-12-23,77.248
2002-12-24,77.54
2002-12-25,77.54
2002-12-26,77.664
2002-12-27,77.537
2002-12-30,78.014
2002-12-31,78.476
2003-01-01,78.476
2003-01-02,79.042
2003-01-03,80.025
2003-01-06,80.397
2003-01-07,79.855
2003-01-08,78.69
2003-01-09,79.352
2003-01-10,79.953
2003-01-13,80.262
2003-01-14,80.725
2003-01-15,80.181
2003-01-16,80.147
2003-01-17,79.864
2003-01-20,79.509
2003-01-21,79.324
2003-01-22,78.781
2003-01-23,79.09
2003-01-24,79.313
2003-01-27,77.208
2003-01-28,76.501
2003-01-29,75.961
2003-01-30,76.152
2003-01-31,76.012
2003-02-03,76.764
2003-02-04,76.688
2003-02-05,76.546
2003-02-06,76.087
2003-02-07,75.68
2003-02-10,74.935
2003-02-11,74.992
2003-02-12,74.151
2003-02-13,74.362
2003-02-14,74.364
2003-02-17,74.747
2003-02-18,74.576
2003-02-19,74.655
2003-02-20,74.745
2003-02-21,74.547
2003-02-24,73.961
2003-02-25,72.442
2003-02-26,72.307
2003-02-27,71.972
2003-02-28,72.988
2003-03-03,73.841
2003-03-04,73.438
2003-03-05,73.438
2003-03-06,73.04
2003-03-07,72.598
2003-03-10,71.708
2003-03-11,71.186
2003-03-12,70.347
2003-03-13,70.511
2003-03-14,70.935
2003-03-17,70.983
2003-03-18,71.745
2003-03-19,72.231
2003-03-20,72.461
2003-03-21,73.261
2003-03-24,72.674
2003-03-25,72.659
2003-03-26,72.957
2003-03-27,72.608
2003-03-28,72.766
2003-03-31,72.84
2003-04-01,72.912
2003-04-02,73.452
2003-04-03,73.621
2003-04-04,73.833
2003-04-07,75.149
2003-04-08,74.929
2003-04-09,75.334
2003-04-10,76.237
2003-04-11,76.303
2003-04-14,76.673
2003-04-15,77.445
2003-04-16,78.174
2003-04-17,78.547
2003-04-18,78.547
2003-04-21,78.079
2003-04-22,79.177
2003-04-23,80.652
2003-04-24,81.127
2003-04-25,80.807
2003-04-28,81.318
2003-04-29,81.876
2003-04-30,83.276
2003-05-01,83.986
2003-05-02,84.211
2003-05-05,85.197
2003-05-06,86.469
2003-05-07,86.927
2003-05-08,86.846
2003-05-09,86.973
2003-05-12,87.635
2003-05-13,87.832
2003-05-14,88.442
2003-05-15,88.851
2003-05-16,90.095
2003-05-19,89.554
2003-05-20,89.549
2003-05-21,89.152
2003-05-22,89.849
2003-05-23,90.585
2003-05-26,90.92
2003-05-27,91.09
2003-05-28,91.415
2003-05-29,92.521
2003-05-30,92.574
2003-06-02,93.578
2003-06-03,93.177
2003-06-04,93.955
2003-06-05,95.857
2003-06-06,96.833
2003-06-09,96.351
2003-06-10,95.606
2003-06-11,97.003
2003-06-12,97.749
2003-06-13,97.626
2003-06-16,98.505
2003-06-17,99.277
2003-06-18,98.348
2003-06-19,97.454
2003-06-20,96.842
2003-06-23,95.654
2003-06-24,94.565
2003-06-25,95.278
2003-06-26,93.925
2003-06-27,94.136
2003-06-30,94.505
2003-07-01,94.517
2003-07-02,95.362
2003-07-03,95.864
2003-07-04,95.61
2003-07-07,95.853
2003-07-08,96.254
2003-07-09,96.217
2003-07-10,96.13
2003-07-11,95.858
2003-07-14,96.906
2003-07-15,96.754
2003-07-16,96.612
2003-07-17,95.715
2003-07-18,96.126
2003-07-21,96.684
2003-07-22,96.853
2003-07-23,97.733
2003-07-24,98.618
2003-07-25,98.967
2003-07-28,99.253
2003-07-29,99.407
2003-07-30,99.036
2003-07-31,98.75
2003-08-01,99.23
2003-08-04,99.761
2003-08-05,100.04
2003-08-06,99.235
2003-08-07,99.305
2003-08-08,99.232
2003-08-11,99.166
2003-08-12,99.539
2003-08-13,100.382
2003-08-14,100.496
2003-08-15,100.926
2003-08-18,100.921
2003-08-19,101.278
2003-08-20,101.339
2003-08-21,101.329
2003-08-22,101.157
2003-08-25,101.125
2003-08-26,100.283
2003-08-27,100.736
2003-08-28,101.159
2003-08-29,102.225
2003-09-01,103.151
2003-09-02,103.262
2003-09-03,104.795
2003-09-04,104.955
2003-09-05,105.864
2003-09-08,106.564
2003-09-09,106.548
2003-09-10,105.6
2003-09-11,105.41
2003-09-12,106.532
2003-09-15,106.847
2003-09-16,106.39
2003-09-17,107.48
2003-09-18,107.969
2003-09-19,109.099
2003-09-22,108.54
2003-09-23,108.281
2003-09-24,108.387
2003-09-25,107.534
2003-09-26,106.308
2003-09-29,107.044
2003-09-30,106.955
2003-10-01,107.884
2003-10-02,108.86
2003-10-03,109.925
2003-10-06,110.835
2003-10-07,111.08
2003-10-08,111.978
2003-10-09,112.768
2003-10-10,113.372
2003-10-13,113.386
2003-10-14,113.644
2003-10-15,114.471
2003-10-16,114.838
2003-10-17,114.177
2003-10-20,114.238
2003-10-21,114.74
2003-10-22,114.247
2003-10-23,113.346
2003-10-24,114.13
2003-10-27,114.326
2003-10-28,114.631
2003-10-29,115.574
2003-10-30,116.029
2003-10-31,115.804
2003-11-03,115.549
2003-11-04,115.549
2003-11-05,114.891
2003-11-06,114.543
2003-11-07,116.077
2003-11-10,116.021
2003-11-11,115.092
2003-11-12,116.68
2003-11-13,117.397
2003-11-14,117.914
2003-11-17,116.203
2003-11-18,117.068
2003-11-19,116.735
2003-11-20,116.278
2003-11-21,116.799
2003-11-24,116.67
2003-11-25,117.612
2003-11-26,118.903
2003-11-27,119.255
2003-11-28,120.22
2003-12-01,120.945
2003-12-02,121.996
2003-12-03,122.391
2003-12-04,122.213
2003-12-05,122.467
2003-12-08,122.489
2003-12-09,122.632
2003-12-10,121.866
2003-12-11,120.996
2003-12-12,122.194
2003-12-15,122.772
2003-12-16,122.293
2003-12-17,122.677
2003-12-18,123.022
2003-12-19,122.587
2003-12-22,122.734
2003-12-23,123.3
2003-12-24,123.841
2003-12-25,123.84
2003-12-26,123.83
2003-12-29,124.559
2003-12-30,125.78
2003-12-31,126.661
2004-01-01,126.661
2004-01-02,127.666
2004-01-05,129.312
2004-01-06,130.305
2004-01-07,129.94
2004-01-08,131.788
2004-01-09,133.41
2004-01-12,133.092
2004-01-13,133.838
2004-01-14,134.001
2004-01-15,133.468
2004-01-16,133.007
2004-01-19,133.748
2004-01-20,135.479
2004-01-21,136.099
2004-01-22,137.094
2004-01-23,136.593
2004-01-26,135.239
2004-01-27,136.426
2004-01-28,136.263
2004-01-29,133.28
2004-01-30,134.456
2004-02-02,135.229
2004-02-03,136.201
2004-02-04,135.186
2004-02-05,136.395
2004-02-06,138.41
2004-02-09,139.561
2004-02-10,139.968
2004-02-11,140.356
2004-02-12,142.802
2004-02-13,142.465
2004-02-16,142.874
2004-02-17,144.319
2004-02-18,144.869
2004-02-19,143.718
2004-02-20,142.256
2004-02-23,142.182
2004-02-24,142.084
2004-02-25,141.058
2004-02-26,139.748
2004-02-27,140.497
2004-03-01,141.979
2004-03-02,140.883
2004-03-03,138.985
2004-03-04,139.896
2004-03-05,142.619
2004-03-08,142.777
2004-03-09,142.149
2004-03-10,138.4
2004-03-11,135.459
2004-03-12,135.613
2004-03-15,133.691
2004-03-16,134.682
2004-03-17,134.99
2004-03-18,135.917
2004-03-19,135.783
2004-03-22,133.633
2004-03-23,133.684
2004-03-24,132.85
2004-03-25,134.035
2004-03-26,133.604
2004-03-29,135.117
2004-03-30,135.523
2004-03-31,137.106
2004-04-01,139.272
2004-04-02,138.102
2004-04-05,137.082
2004-04-06,137.356
2004-04-07,139.154
2004-04-08,138.839
2004-04-09,138.839
2004-04-12,138.557
2004-04-13,137.47
2004-04-14,135.464
2004-04-15,135.243
2004-04-16,136.412
2004-04-19,136.849
2004-04-20,136.75
2004-04-21,134.992
2004-04-22,135.391
2004-04-23,135.924
2004-04-26,136.987
2004-04-27,137.364
2004-04-28,135.557
2004-04-29,134.609
2004-04-30,134.045
2004-05-03,134.192
2004-05-04,135.393
2004-05-05,135.579
2004-05-06,133.518
2004-05-07,131.472
2004-05-10,127.087
2004-05-11,127.449
2004-05-12,127.876
2004-05-13,127.856
2004-05-14,127.406
2004-05-17,126.557
2004-05-18,127.268
2004-05-19,130.359
2004-05-20,128.645
2004-05-21,129.973
2004-05-24,130.303
2004-05-25,131.125
2004-05-26,132.306
2004-05-27,134.489
2004-05-28,134.164
2004-05-31,134.3
2004-06-01,134.322
2004-06-02,135.415
2004-06-03,135.256
2004-06-04,136.168
2004-06-07,137.412
2004-06-08,137.322
2004-06-09,135.941
2004-06-10,135.935
2004-06-11,135.004
2004-06-14,134.606
2004-06-15,134.792
2004-06-16,135.187
2004-06-17,135.721
2004-06-18,136.65
2004-06-21,136.611
2004-06-22,136.318
2004-06-23,136.736
2004-06-24,137.985
2004-06-25,137.988
2004-06-28,139.415
2004-06-29,138.31
2004-06-30,139.041
2004-07-01,138.706
2004-07-02,139.479
2004-07-05,138.871
2004-07-06,138.367
2004-07-07,139.23
2004-07-08,139.103
2004-07-09,138.85
2004-07-12,138.959
2004-07-13,138.11
2004-07-14,137.868
2004-07-15,136.978
2004-07-16,138.566
2004-07-19,137.875
2004-07-20,136.896
2004-07-21,136.056
2004-07-22,135.346
2004-07-23,133.976
2004-07-26,133.414
2004-07-27,132.632
2004-07-28,132.506
2004-07-29,133.406
2004-07-30,133.211
2004-08-02,133.229
2004-08-03,133.789
2004-08-04,132.606
2004-08-05,132.586
2004-08-06,132.955
2004-08-09,131.269
2004-08-10,132.298
2004-08-11,130.563
2004-08-12,130.272
2004-08-13,131.841
2004-08-16,132.355
2004-08-17,132.713
2004-08-18,132.427
2004-08-19,133.711
2004-08-20,133.296
2004-08-23,133.043
2004-08-24,132.341
2004-08-25,132.185
2004-08-26,132.575
2004-08-27,132.403
2004-08-30,132.429
2004-08-31,132.887
2004-09-01,133.525
2004-09-02,133.901
2004-09-03,133.015
2004-09-06,133.729
2004-09-07,133.93
2004-09-08,134.596
2004-09-09,134.511
2004-09-10,136.739
2004-09-13,137.006
2004-09-14,137.184
2004-09-15,135.613
2004-09-16,136.059
2004-09-17,136.823
2004-09-20,136.245
2004-09-21,137.731
2004-09-22,137.362
2004-09-23,137.265
2004-09-24,137.296
2004-09-27,137.192
2004-09-28,137.596
2004-09-29,138.124
2004-09-30,139.303
2004-10-01,140.072
2004-10-04,140.006
2004-10-05,140.401
2004-10-06,140.258
2004-10-07,140.796
2004-10-08,141.76
2004-10-11,141.2
2004-10-12,139.152
2004-10-13,138.9
2004-10-14,139.541
2004-10-15,140.634
2004-10-18,140.671
2004-10-19,141.539
2004-10-20,141.639
2004-10-21,142.873
2004-10-22,143.61
2004-10-25,143.779
2004-10-26,144.101
2004-10-27,145.077
2004-10-28,144.907
2004-10-29,145.013
2004-11-01,146.096
2004-11-02,146.353
2004-11-03,148.071
2004-11-04,148.872
2004-11-05,150.467
2004-11-08,150.825
2004-11-09,150.388
2004-11-10,150.854
2004-11-11,151.727
2004-11-12,152.718
2004-11-15,152.793
2004-11-16,152.542
2004-11-17,154.241
2004-11-18,154.273
2004-11-19,154.94
2004-11-22,154.191
2004-11-23,155.674
2004-11-24,156.776
2004-11-25,158.283
2004-11-26,158.746
2004-11-29,159.376
2004-11-30,159.71
2004-12-01,161.118
2004-12-02,161.029
2004-12-03,162.88
2004-12-06,163.243
2004-12-07,163.947
2004-12-08,161.729
2004-12-09,160.501
2004-12-10,160.538
2004-12-13,161.929
2004-12-14,162.089
2004-12-15,164.572
2004-12-16,163.529
2004-12-17,163.032
2004-12-20,165.287
2004-12-21,164.306
2004-12-22,164.743
2004-12-23,166.183
2004-12-24,166.719
2004-12-27,167.598
2004-12-28,167.411
2004-12-29,167.297
2004-12-30,168.354
2004-12-31,168.103
2005-01-03,167.417
2005-01-04,166.261
2005-01-05,165.226
2005-01-06,164.131
2005-01-07,164.818
2005-01-10,165.611
2005-01-11,165.738
2005-01-12,167.341
2005-01-13,167.041
2005-01-14,166.404
2005-01-17,167.057
2005-01-18,166.861
2005-01-19,168.068
2005-01-20,166.618
2005-01-21,167.35
2005-01-24,167.836
2005-01-25,167.679
2005-01-26,169.634
2005-01-27,169.406
2005-01-28,169.233
2005-01-31,170.616
2005-02-01,171.303
2005-02-02,172.531
2005-02-03,172.128
2005-02-04,173.238
2005-02-07,172.748
2005-02-08,172.189
2005-02-09,172.529
2005-02-10,173.656
2005-02-11,174.277
2005-02-14,176.139
2005-02-15,176.395
2005-02-16,175.735
2005-02-17,177.255
2005-02-18,177.179
2005-02-21,176.688
2005-02-22,177.164
2005-02-23,176.119
2005-02-24,176.926
2005-02-25,178.341
2005-02-28,179.945
2005-03-01,179.548
2005-03-02,178.503
2005-03-03,178.519
2005-03-04,180.879
2005-03-07,180.358
2005-03-08,181.947
2005-03-09,181.781
2005-03-10,181.462
2005-03-11,182.582
2005-03-14,180.902
2005-03-15,181.027
2005-03-16,181.443
2005-03-17,180.576
2005-03-18,179.971
2005-03-21,178.175
2005-03-22,178.272
2005-03-23,174.179
2005-03-24,174.805
2005-03-25,174.805
2005-03-28,173.857
2005-03-29,174.081
2005-03-30,174.528
2005-03-31,176.104
2005-04-01,176.73
2005-04-04,174.62
2005-04-05,175.918
2005-04-06,177.098
2005-04-07,178.356
2005-04-08,178.54
2005-04-11,179.82
2005-04-12,178.733
2005-04-13,179.865
2005-04-14,177.121
2005-04-15,176.21
2005-04-18,173.615
2005-04-19,175.466
2005-04-20,176.048
2005-04-21,175.871
2005-04-22,176.22
2005-04-25,175.285
2005-04-26,174.136
2005-04-27,171.649
2005-04-28,169.741
2005-04-29,170.02
2005-05-02,169.52
2005-05-03,170.394
2005-05-04,170.543
2005-05-05,171.188
2005-05-06,170.497
2005-05-09,170.456
2005-05-10,170.55
2005-05-11,170.046
2005-05-12,170.028
2005-05-13,168.989
2005-05-16,168.197
2005-05-17,168.621
2005-05-18,169.174
2005-05-19,169.977
2005-05-20,169.227
2005-05-23,170.512
2005-05-24,171.046
2005-05-25,171.573
2005-05-26,172.033
2005-05-27,172.452
2005-05-30,172.164
2005-05-31,171.17
2005-06-01,171.256
2005-06-02,171.829
2005-06-03,172.268
2005-06-06,172.219
2005-06-07,173.428
2005-06-08,174.633
2005-06-09,172.975
2005-06-10,173.062
2005-06-13,173.162
2005-06-14,173.639
2005-06-15,174.425
2005-06-16,175.144
2005-06-17,177.353
2005-06-20,176.121
2005-06-21,176.159
2005-06-22,176.082
2005-06-23,175.86
2005-06-24,175.754
2005-06-27,175.403
2005-06-28,175.333
2005-06-29,175.347
2005-06-30,175.786
2005-07-01,174.91
2005-07-04,174.676
2005-07-05,174.757
2005-07-06,176.203
2005-07-07,174.04
2005-07-08,176.333
2005-07-11,179.723
2005-07-12,181.668
2005-07-13,180.787
2005-07-14,180.965
2005-07-15,179.735
2005-07-18,179.651
2005-07-19,178.639
2005-07-20,178.69
2005-07-21,180.506
2005-07-22,181.043
2005-07-25,180.849
2005-07-26,180.744
2005-07-27,182.991
2005-07-28,184.47
2005-07-29,185.788
2005-08-01,187.327
2005-08-02,188.171
2005-08-03,190.02
2005-08-04,190.457
2005-08-05,189.522
2005-08-08,190.876
2005-08-09,191.292
2005-08-10,192.561
2005-08-11,192.881
2005-08-12,193.274
2005-08-15,192.288
2005-08-16,191.692
2005-08-17,190.454
2005-08-18,188.139
2005-08-19,188.69
2005-08-22,190.551
2005-08-23,189.77
2005-08-24,189.514
2005-08-25,189.445
2005-08-26,190.459
2005-08-29,189.48
2005-08-30,189.096
2005-08-31,192.135
2005-09-01,196.516
2005-09-02,197.61
2005-09-05,197.459
2005-09-06,197.977
2005-09-07,198.325
2005-09-08,197.667
2005-09-09,198.891
2005-09-12,197.476
2005-09-13,196.123
2005-09-14,197.205
2005-09-15,196.01
2005-09-16,196.6
2005-09-19,196.543
2005-09-20,197.46
2005-09-21,197.632
2005-09-22,195.419
2005-09-23,194.14
2005-09-26,194.444
2005-09-27,193.94
2005-09-28,194.719
2005-09-29,194.818
2005-09-30,196.926
2005-10-03,195.537
2005-10-04,196.173
2005-10-05,194.625
2005-10-06,194.099
2005-10-07,193.079
2005-10-10,192.493
2005-10-11,192.214
2005-10-12,191.755
2005-10-13,186.3
2005-10-14,187.688
2005-10-17,187.096
2005-10-18,185.097
2005-10-19,181.337
2005-10-20,182.884
2005-10-21,181.614
2005-10-24,184.426
2005-10-25,186.647
2005-10-26,187.206
2005-10-27,185.119
2005-10-28,183.737
2005-10-31,185.441
2005-11-01,185.923
2005-11-02,187.738
2005-11-03,188.876
2005-11-04,185.858
2005-11-07,185.85
2005-11-08,185.66
2005-11-09,185.455
