Date,HONG KONG SMALL CAP Small Cap
2001-07-17,102.163
2001-07-18,102.108
2001-07-19,100.571
2001-07-20,101.365
2001-07-23,100.401
2001-07-24,101.4
2001-07-25,101.398
2001-07-26,100.875
2001-07-27,101.262
2001-07-30,100.895
2001-07-31,101.334
2001-08-01,101.197
2001-08-02,98.975
2001-08-03,98.008
2001-08-06,95.824
2001-08-07,95.406
2001-08-08,95.129
2001-08-09,95.909
2001-08-10,96.355
2001-08-13,95.291
2001-08-14,96.272
2001-08-15,95.378
2001-08-16,94.858
2001-08-17,95.871
2001-08-20,95.632
2001-08-21,96.366
2001-08-22,96.434
2001-08-23,97.439
2001-08-24,95.687
2001-08-27,96.31
2001-08-28,95.796
2001-08-29,95.797
2001-08-30,95.947
2001-08-31,94.203
2001-09-03,93.18
2001-09-04,93.34
2001-09-05,92.759
2001-09-06,92.851
2001-09-07,90.878
2001-09-10,90.486
2001-09-11,90.532
2001-09-12,81.993
2001-09-13,83.963
2001-09-14,83.641
2001-09-17,78.787
2001-09-18,77.748
2001-09-19,79.586
2001-09-20,78.434
2001-09-21,78.075
2001-09-24,80.174
2001-09-25,79.847
2001-09-26,80.398
2001-09-27,81.395
2001-09-28,83.175
2001-10-01,83.184
2001-10-02,83.182
2001-10-03,83.551
2001-10-04,86.651
2001-10-05,86.394
2001-10-08,84.728
2001-10-09,87.043
2001-10-10,86.921
2001-10-11,87.697
2001-10-12,86.491
2001-10-15,86.112
2001-10-16,86.78
2001-10-17,87.494
2001-10-18,86.141
2001-10-19,87.311
2001-10-22,87.337
2001-10-23,88.742
2001-10-24,88.646
2001-10-25,88.647
2001-10-26,88.964
2001-10-29,89.102
2001-10-30,89.406
2001-10-31,89.879
2001-11-01,91.053
2001-11-02,89.828
2001-11-05,90.515
2001-11-06,89.811
2001-11-07,89.194
2001-11-08,90.036
2001-11-09,89.963
2001-11-12,90.151
2001-11-13,90.791
2001-11-14,92.647
2001-11-15,92.907
2001-11-16,93.901
2001-11-19,94.589
2001-11-20,93.976
2001-11-21,93.769
2001-11-22,94.616
2001-11-23,95.871
2001-11-26,96.844
2001-11-27,96.704
2001-11-28,94.993
2001-11-29,94.841
2001-11-30,95.251
2001-12-03,96.273
2001-12-04,98.051
2001-12-05,100.123
2001-12-06,99.982
2001-12-07,101.277
2001-12-10,101.955
2001-12-11,102.022
2001-12-12,102.294
2001-12-13,99.936
2001-12-14,100.849
2001-12-17,99.743
2001-12-18,98.892
2001-12-19,99.317
2001-12-20,100.097
2001-12-21,98.077
2001-12-24,97.93
2001-12-25,97.93
2001-12-26,97.929
2001-12-27,98.292
2001-12-28,98.76
2001-12-31,99.462
2002-01-01,99.462
2002-01-02,101.45
2002-01-03,102.191
2002-01-04,103.416
2002-01-07,105.48
2002-01-08,105.138
2002-01-09,103.664
2002-01-10,104.454
2002-01-11,103.713
2002-01-14,102.419
2002-01-15,100.915
2002-01-16,100.24
2002-01-17,101.15
2002-01-18,100.748
2002-01-21,100.604
2002-01-22,100.123
2002-01-23,99.325
2002-01-24,98.824
2002-01-25,99.355
2002-01-28,99.714
2002-01-29,101.006
2002-01-30,99.968
2002-01-31,100.273
2002-02-01,100.08
2002-02-04,99.835
2002-02-05,98.8
2002-02-06,98.929
2002-02-07,97.782
2002-02-08,98.296
2002-02-11,99.523
2002-02-12,99.521
2002-02-13,99.523
2002-02-14,99.523
2002-02-15,99.96
2002-02-18,101.539
2002-02-19,101.912
2002-02-20,102.602
2002-02-21,102.319
2002-02-22,100.923
2002-02-25,99.866
2002-02-26,100.558
2002-02-27,100.638
2002-02-28,99.677
2002-03-01,99.597
2002-03-04,100.174
2002-03-05,101.638
2002-03-06,102.141
2002-03-07,103.375
2002-03-08,104.266
2002-03-11,105.614
2002-03-12,104.453
2002-03-13,103.274
2002-03-14,103.422
2002-03-15,102.808
2002-03-18,103.97
2002-03-19,104.169
2002-03-20,104.01
2002-03-21,103.765
2002-03-22,104.438
2002-03-25,103.836
2002-03-26,103.874
2002-03-27,105.519
2002-03-28,105.082
2002-03-29,105.082
2002-04-01,105.083
2002-04-02,104.594
2002-04-03,104.429
2002-04-04,103.94
2002-04-05,103.94
2002-04-08,104.592
2002-04-09,104.792
2002-04-10,103.875
2002-04-11,105.024
2002-04-12,105.117
2002-04-15,105.418
2002-04-16,106.079
2002-04-17,107.634
2002-04-18,108.316
2002-04-19,107.951
2002-04-22,108.561
2002-04-23,109.069
2002-04-24,109.269
2002-04-25,109.717
2002-04-26,110.113
2002-04-29,111.142
2002-04-30,112.056
2002-05-01,112.059
2002-05-02,115.574
2002-05-03,117.248
2002-05-06,117.696
2002-05-07,118.898
2002-05-08,117.797
2002-05-09,116.697
2002-05-10,115.774
2002-05-13,116.297
2002-05-14,116.055
2002-05-15,117.416
2002-05-16,117.672
2002-05-17,118.768
2002-05-20,118.766
2002-05-21,117.715
2002-05-22,117.31
2002-05-23,116.392
2002-05-24,116.017
2002-05-27,115.836
2002-05-28,115.412
2002-05-29,115.365
2002-05-30,113.571
2002-05-31,112.895
2002-06-03,112.822
2002-06-04,112.217
2002-06-05,113.299
2002-06-06,113.576
2002-06-07,113.217
2002-06-10,113.845
2002-06-11,113.489
2002-06-12,113.085
2002-06-13,113.99
2002-06-14,112.524
2002-06-17,110.646
2002-06-18,110.672
2002-06-19,108.144
2002-06-20,107.946
2002-06-21,106.966
2002-06-24,107.757
2002-06-25,107.645
2002-06-26,105.592
2002-06-27,108.006
2002-06-28,110.363
2002-07-01,110.365
2002-07-02,109.643
2002-07-03,110.156
2002-07-04,111.779
2002-07-05,111.505
2002-07-08,109.952
2002-07-09,109.806
2002-07-10,109.953
2002-07-11,108.13
2002-07-12,108.726
2002-07-15,108.499
2002-07-16,106.588
2002-07-17,105.419
2002-07-18,104.789
2002-07-19,103.062
2002-07-22,99.818
2002-07-23,102.148
2002-07-24,99.618
2002-07-25,98.577
2002-07-26,95.068
2002-07-29,96.254
2002-07-30,99.057
2002-07-31,99.807
2002-08-01,98.614
2002-08-02,96.37
2002-08-05,93.349
2002-08-06,92.28
2002-08-07,95.068
2002-08-08,94.8
2002-08-09,94.722
2002-08-12,92.717
2002-08-13,93.81
2002-08-14,92.391
2002-08-15,93.912
2002-08-16,95.327
2002-08-19,95.449
2002-08-20,95.428
2002-08-21,96.255
2002-08-22,97.131
2002-08-23,96.3
2002-08-26,95.407
2002-08-27,94.391
2002-08-28,94.004
2002-08-29,93.646
2002-08-30,93.762
2002-09-02,93.053
2002-09-03,92.182
2002-09-04,91.668
2002-09-05,90.966
2002-09-06,90.182
2002-09-09,90.261
2002-09-10,91.284
2002-09-11,91.575
2002-09-12,92.459
2002-09-13,91.063
2002-09-16,89.473
2002-09-17,90.208
2002-09-18,88.185
2002-09-19,87.84
2002-09-20,86.604
2002-09-23,85.942
2002-09-24,85.229
2002-09-25,83.986
2002-09-26,85.69
2002-09-27,86.57
2002-09-30,84.692
2002-10-01,84.694
2002-10-02,84.259
2002-10-03,83.471
2002-10-04,84.462
2002-10-07,83.11
2002-10-08,82.937
2002-10-09,82.828
2002-10-10,81.514
2002-10-11,82.434
2002-10-14,82.435
2002-10-15,85.267
2002-10-16,86.686
2002-10-17,88.134
2002-10-18,90.09
2002-10-21,88.113
2002-10-22,88.181
2002-10-23,90.76
2002-10-24,91.089
2002-10-25,91.082
2002-10-28,91.495
2002-10-29,89.162
2002-10-30,88.277
2002-10-31,86.962
2002-11-01,86.603
2002-11-04,88.567
2002-11-05,87.793
2002-11-06,88.477
2002-11-07,89.493
2002-11-08,89.341
2002-11-11,87.893
2002-11-12,87.799
2002-11-13,87.871
2002-11-14,88.414
2002-11-15,89.573
2002-11-18,88.583
2002-11-19,88.877
2002-11-20,88.853
2002-11-21,89.319
2002-11-22,91.474
2002-11-25,92.242
2002-11-26,91.155
2002-11-27,90.45
2002-11-28,92.685
2002-11-29,92.285
2002-12-02,93.225
2002-12-03,93.918
2002-12-04,92.776
2002-12-05,92.387
2002-12-06,92.0
2002-12-09,91.352
2002-12-10,91.499
2002-12-11,90.522
2002-12-12,91.14
2002-12-13,91.125
2002-12-16,90.756
2002-12-17,91.015
2002-12-18,89.864
2002-12-19,89.963
2002-12-20,90.443
2002-12-23,90.638
2002-12-24,90.73
2002-12-25,90.73
2002-12-26,90.731
2002-12-27,89.842
2002-12-30,88.33
2002-12-31,88.85
2003-01-01,88.85
2003-01-02,89.44
2003-01-03,91.375
2003-01-06,91.396
2003-01-07,91.998
2003-01-08,92.248
2003-01-09,92.541
2003-01-10,93.877
2003-01-13,95.401
2003-01-14,95.746
2003-01-15,95.78
2003-01-16,94.367
2003-01-17,94.09
2003-01-20,93.461
2003-01-21,94.358
2003-01-22,93.909
2003-01-23,93.869
2003-01-24,92.858
2003-01-27,91.067
2003-01-28,91.865
2003-01-29,91.588
2003-01-30,91.725
2003-01-31,91.726
2003-02-03,91.725
2003-02-04,91.872
2003-02-05,92.11
2003-02-06,92.068
2003-02-07,92.549
2003-02-10,92.645
2003-02-11,92.377
2003-02-12,93.473
2003-02-13,92.558
2003-02-14,91.959
2003-02-17,93.68
2003-02-18,93.655
2003-02-19,93.773
2003-02-20,93.377
2003-02-21,92.36
2003-02-24,92.466
2003-02-25,91.396
2003-02-26,91.011
2003-02-27,90.793
2003-02-28,90.248
2003-03-03,91.087
2003-03-04,90.736
2003-03-05,90.633
2003-03-06,88.793
2003-03-07,88.352
2003-03-10,86.958
2003-03-11,86.971
2003-03-12,88.708
2003-03-13,88.58
2003-03-14,89.547
2003-03-17,88.707
2003-03-18,90.149
2003-03-19,91.454
2003-03-20,91.339
2003-03-21,91.266
2003-03-24,90.552
2003-03-25,89.953
2003-03-26,89.422
2003-03-27,88.043
2003-03-28,87.908
2003-03-31,85.466
2003-04-01,84.254
2003-04-02,84.762
2003-04-03,85.153
2003-04-04,85.693
2003-04-07,86.43
2003-04-08,85.228
2003-04-09,82.764
2003-04-10,82.023
2003-04-11,82.846
2003-04-14,82.237
2003-04-15,82.538
2003-04-16,82.458
2003-04-17,81.578
2003-04-18,81.578
2003-04-21,81.577
2003-04-22,81.171
2003-04-23,80.259
2003-04-24,78.488
2003-04-25,78.589
2003-04-28,79.577
2003-04-29,82.416
2003-04-30,83.052
2003-05-01,83.053
2003-05-02,83.898
2003-05-05,85.439
2003-05-06,85.351
2003-05-07,85.081
2003-05-08,85.081
2003-05-09,85.638
2003-05-12,85.629
2003-05-13,86.407
2003-05-14,86.016
2003-05-15,86.19
2003-05-16,86.728
2003-05-19,87.577
2003-05-20,87.764
2003-05-21,88.18
2003-05-22,89.104
2003-05-23,89.952
2003-05-26,92.019
2003-05-27,91.498
2003-05-28,92.35
2003-05-29,92.107
2003-05-30,93.068
2003-06-02,94.256
2003-06-03,94.586
2003-06-04,94.584
2003-06-05,94.503
2003-06-06,94.492
2003-06-09,95.333
2003-06-10,95.607
2003-06-11,95.851
2003-06-12,95.684
2003-06-13,96.45
2003-06-16,96.751
2003-06-17,98.245
2003-06-18,97.279
2003-06-19,97.283
2003-06-20,96.777
2003-06-23,95.694
2003-06-24,94.725
2003-06-25,95.357
2003-06-26,95.695
2003-06-27,96.899
2003-06-30,96.323
2003-07-01,96.319
2003-07-02,98.179
2003-07-03,98.547
2003-07-04,98.505
2003-07-07,99.918
2003-07-08,99.666
2003-07-09,100.37
2003-07-10,99.751
2003-07-11,99.521
2003-07-14,101.611
2003-07-15,101.193
2003-07-16,102.226
2003-07-17,101.172
2003-07-18,101.301
2003-07-21,101.821
2003-07-22,100.685
2003-07-23,99.576
2003-07-24,100.678
2003-07-25,101.095
2003-07-28,103.28
2003-07-29,103.965
2003-07-30,103.095
2003-07-31,103.838
2003-08-01,106.938
2003-08-04,107.542
2003-08-05,106.32
2003-08-06,104.114
2003-08-07,104.077
2003-08-08,104.632
2003-08-11,106.155
2003-08-12,107.802
2003-08-13,109.154
2003-08-14,110.38
2003-08-15,110.825
2003-08-18,112.168
2003-08-19,111.966
2003-08-20,112.332
2003-08-21,115.587
2003-08-22,117.744
2003-08-25,116.089
2003-08-26,115.325
2003-08-27,115.909
2003-08-28,116.465
2003-08-29,118.916
2003-09-01,121.438
2003-09-02,122.052
2003-09-03,126.42
2003-09-04,125.656
2003-09-05,125.939
2003-09-08,125.901
2003-09-09,123.321
2003-09-10,120.311
2003-09-11,123.561
2003-09-12,123.56
2003-09-15,126.118
2003-09-16,126.767
2003-09-17,127.705
2003-09-18,126.651
2003-09-19,127.358
2003-09-22,126.004
2003-09-23,126.817
2003-09-24,131.977
2003-09-25,131.814
2003-09-26,131.887
2003-09-29,130.801
2003-09-30,132.527
2003-10-01,132.627
2003-10-02,136.055
2003-10-03,138.457
2003-10-06,139.807
2003-10-07,137.556
2003-10-08,135.482
2003-10-09,136.921
2003-10-10,137.398
2003-10-13,138.806
2003-10-14,137.89
2003-10-15,139.945
2003-10-16,139.14
2003-10-17,139.917
2003-10-20,140.902
2003-10-21,143.399
2003-10-22,142.578
2003-10-23,136.117
2003-10-24,136.598
2003-10-27,137.049
2003-10-28,140.548
2003-10-29,141.125
2003-10-30,140.264
2003-10-31,139.896
2003-11-03,140.283
2003-11-04,140.741
2003-11-05,140.362
2003-11-06,137.652
2003-11-07,139.457
2003-11-10,137.987
2003-11-11,135.776
2003-11-12,134.528
2003-11-13,137.418
2003-11-14,137.691
2003-11-17,136.365
2003-11-18,136.512
2003-11-19,134.557
2003-11-20,134.391
2003-11-21,133.629
2003-11-24,132.89
2003-11-25,134.617
2003-11-26,136.152
2003-11-27,136.425
2003-11-28,137.888
2003-12-01,141.081
2003-12-02,142.3
2003-12-03,142.618
2003-12-04,143.457
2003-12-05,143.835
2003-12-08,143.299
2003-12-09,144.182
2003-12-10,143.916
2003-12-11,144.738
2003-12-12,146.208
2003-12-15,145.081
2003-12-16,143.051
2003-12-17,142.598
2003-12-18,143.068
2003-12-19,143.752
2003-12-22,144.245
2003-12-23,144.872
2003-12-24,145.42
2003-12-25,145.42
2003-12-26,145.411
2003-12-29,144.974
2003-12-30,146.789
2003-12-31,147.97
2004-01-01,147.97
2004-01-02,149.672
2004-01-05,156.351
2004-01-06,158.569
2004-01-07,156.955
2004-01-08,157.467
2004-01-09,160.871
2004-01-12,162.763
2004-01-13,161.872
2004-01-14,163.649
2004-01-15,164.148
2004-01-16,162.772
2004-01-19,163.644
2004-01-20,170.446
2004-01-21,173.789
2004-01-22,173.803
2004-01-23,173.807
2004-01-26,175.019
2004-01-27,173.058
2004-01-28,166.412
2004-01-29,166.982
2004-01-30,168.025
2004-02-02,164.689
2004-02-03,167.491
2004-02-04,168.325
2004-02-05,167.316
2004-02-06,172.176
2004-02-09,176.645
2004-02-10,175.682
2004-02-11,174.096
2004-02-12,172.538
2004-02-13,172.241
2004-02-16,173.983
2004-02-17,174.376
2004-02-18,175.25
2004-02-19,174.654
2004-02-20,174.87
2004-02-23,174.146
2004-02-24,173.743
2004-02-25,171.31
2004-02-26,171.239
2004-02-27,173.316
2004-03-01,174.366
2004-03-02,175.263
2004-03-03,172.992
2004-03-04,173.108
2004-03-05,173.853
2004-03-08,175.457
2004-03-09,175.845
2004-03-10,174.078
2004-03-11,171.18
2004-03-12,169.594
2004-03-15,170.377
2004-03-16,169.072
2004-03-17,171.562
2004-03-18,172.304
2004-03-19,171.876
2004-03-22,169.759
2004-03-23,169.196
2004-03-24,170.456
2004-03-25,168.197
2004-03-26,168.251
2004-03-29,165.881
2004-03-30,166.411
2004-03-31,167.849
2004-04-01,169.165
2004-04-02,172.688
2004-04-05,172.658
2004-04-06,175.941
2004-04-07,176.08
2004-04-08,176.153
2004-04-09,176.153
2004-04-12,176.147
2004-04-13,175.784
2004-04-14,170.861
2004-04-15,166.589
2004-04-16,168.864
2004-04-19,167.899
2004-04-20,165.79
2004-04-21,163.314
2004-04-22,162.283
2004-04-23,167.326
2004-04-26,164.667
2004-04-27,165.368
2004-04-28,164.547
2004-04-29,158.959
2004-04-30,157.7
2004-05-03,157.482
2004-05-04,160.461
2004-05-05,158.945
2004-05-06,158.491
2004-05-07,155.719
2004-05-10,147.431
2004-05-11,147.164
2004-05-12,150.076
2004-05-13,146.667
2004-05-14,139.967
2004-05-17,130.787
2004-05-18,134.169
2004-05-19,142.314
2004-05-20,142.624
2004-05-21,147.423
2004-05-24,149.042
2004-05-25,149.089
2004-05-26,149.079
2004-05-27,153.064
2004-05-28,154.876
2004-05-31,154.916
2004-06-01,153.341
2004-06-02,154.396
2004-06-03,150.801
2004-06-04,151.677
2004-06-07,154.947
2004-06-08,155.613
2004-06-09,155.174
2004-06-10,153.638
2004-06-11,154.102
2004-06-14,150.89
2004-06-15,149.706
2004-06-16,150.015
2004-06-17,148.096
2004-06-18,144.868
2004-06-21,144.797
2004-06-22,144.791
2004-06-23,146.358
2004-06-24,148.581
2004-06-25,150.092
2004-06-28,151.465
2004-06-29,151.923
2004-06-30,153.93
2004-07-01,153.933
2004-07-02,154.876
2004-07-05,156.335
2004-07-06,159.445
2004-07-07,160.516
2004-07-08,159.725
2004-07-09,159.934
2004-07-12,159.394
2004-07-13,157.297
2004-07-14,156.23
2004-07-15,156.182
2004-07-16,156.82
2004-07-19,158.921
2004-07-20,158.667
2004-07-21,161.214
2004-07-22,160.206
2004-07-23,160.603
2004-07-26,160.023
2004-07-27,159.999
2004-07-28,161.504
2004-07-29,160.48
2004-07-30,160.591
2004-08-02,160.347
2004-08-03,160.375
2004-08-04,159.955
2004-08-05,162.359
2004-08-06,161.823
2004-08-09,160.801
2004-08-10,160.573
2004-08-11,158.233
2004-08-12,157.146
2004-08-13,155.809
2004-08-16,153.861
2004-08-17,155.456
2004-08-18,155.951
2004-08-19,158.643
2004-08-20,157.84
2004-08-23,158.209
2004-08-24,159.763
2004-08-25,162.134
2004-08-26,163.22
2004-08-27,162.105
2004-08-30,161.925
2004-08-31,162.775
2004-09-01,165.217
2004-09-02,165.773
2004-09-03,164.584
2004-09-06,167.311
2004-09-07,167.558
2004-09-08,167.042
2004-09-09,166.636
2004-09-10,166.715
2004-09-13,168.105
2004-09-14,168.59
2004-09-15,168.189
2004-09-16,168.793
2004-09-17,168.354
2004-09-20,169.165
2004-09-21,169.825
2004-09-22,168.713
2004-09-23,167.621
2004-09-24,165.565
2004-09-27,164.213
2004-09-28,164.433
2004-09-29,164.445
2004-09-30,166.429
2004-10-01,166.445
2004-10-04,168.73
2004-10-05,170.233
2004-10-06,170.419
2004-10-07,171.453
2004-10-08,170.634
2004-10-11,170.203
2004-10-12,170.1
2004-10-13,168.515
2004-10-14,167.85
2004-10-15,168.963
2004-10-18,169.096
2004-10-19,170.692
2004-10-20,169.377
2004-10-21,167.895
2004-10-22,167.864
2004-10-25,166.659
2004-10-26,166.892
2004-10-27,168.628
2004-10-28,171.549
2004-10-29,170.558
2004-11-01,170.793
2004-11-02,173.823
2004-11-03,177.838
2004-11-04,178.693
2004-11-05,180.03
2004-11-08,179.227
2004-11-09,181.636
2004-11-10,181.613
2004-11-11,182.01
2004-11-12,183.517
2004-11-15,184.759
2004-11-16,183.232
2004-11-17,185.391
2004-11-18,187.693
2004-11-19,186.91
2004-11-22,187.197
2004-11-23,189.501
2004-11-24,190.445
2004-11-25,190.767
2004-11-26,190.131
2004-11-29,190.754
2004-11-30,191.663
2004-12-01,190.067
2004-12-02,190.951
2004-12-03,189.502
2004-12-06,191.68
2004-12-07,190.918
2004-12-08,187.732
2004-12-09,187.841
2004-12-10,185.742
2004-12-13,184.535
2004-12-14,185.252
2004-12-15,186.606
2004-12-16,188.334
2004-12-17,188.433
2004-12-20,190.275
2004-12-21,188.643
2004-12-22,188.532
2004-12-23,189.133
2004-12-24,189.217
2004-12-27,189.217
2004-12-28,190.253
2004-12-29,191.423
2004-12-30,191.048
2004-12-31,191.622
2005-01-03,193.18
2005-01-04,192.584
2005-01-05,187.764
2005-01-06,188.414
2005-01-07,185.819
2005-01-10,186.244
2005-01-11,185.387
2005-01-12,185.336
2005-01-13,186.866
2005-01-14,185.557
2005-01-17,186.723
2005-01-18,188.822
2005-01-19,189.579
2005-01-20,188.887
2005-01-21,188.472
2005-01-24,186.766
2005-01-25,187.667
2005-01-26,188.413
2005-01-27,188.29
2005-01-28,189.26
2005-01-31,189.344
2005-02-01,188.934
2005-02-02,190.635
2005-02-03,191.339
2005-02-04,193.66
2005-02-07,197.075
2005-02-08,197.208
2005-02-09,197.208
2005-02-10,197.208
2005-02-11,197.202
2005-02-14,197.844
2005-02-15,197.713
2005-02-16,200.066
2005-02-17,199.192
2005-02-18,199.988
2005-02-21,201.701
2005-02-22,200.44
2005-02-23,199.827
2005-02-24,202.193
2005-02-25,203.596
2005-02-28,203.266
2005-03-01,201.717
2005-03-02,200.085
2005-03-03,200.728
2005-03-04,198.838
2005-03-07,200.335
2005-03-08,202.273
2005-03-09,203.06
2005-03-10,201.939
2005-03-11,201.166
2005-03-14,200.418
2005-03-15,198.049
2005-03-16,199.349
2005-03-17,199.555
2005-03-18,200.324
2005-03-21,199.338
2005-03-22,198.483
2005-03-23,195.769
2005-03-24,196.241
2005-03-25,196.241
2005-03-28,196.241
2005-03-29,196.275
2005-03-30,194.67
2005-03-31,194.644
2005-04-01,194.427
2005-04-04,194.962
2005-04-05,194.955
2005-04-06,196.798
2005-04-07,196.05
2005-04-08,198.288
2005-04-11,197.61
2005-04-12,197.001
2005-04-13,198.384
2005-04-14,198.068
2005-04-15,196.01
2005-04-18,192.802
2005-04-19,195.124
2005-04-20,194.25
2005-04-21,193.808
2005-04-22,195.11
2005-04-25,195.322
2005-04-26,196.341
2005-04-27,196.685
2005-04-28,196.872
2005-04-29,196.419
2005-05-02,196.394
2005-05-03,196.647
2005-05-04,198.37
2005-05-05,199.929
2005-05-06,199.245
2005-05-09,199.578
2005-05-10,198.833
2005-05-11,197.63
2005-05-12,198.463
2005-05-13,197.959
2005-05-16,197.934
2005-05-17,195.882
2005-05-18,195.672
2005-05-19,195.956
2005-05-20,196.906
2005-05-23,197.112
2005-05-24,197.277
2005-05-25,196.415
2005-05-26,197.329
2005-05-27,198.877
2005-05-30,199.589
2005-05-31,201.343
2005-06-01,200.743
2005-06-02,200.571
2005-06-03,201.405
2005-06-06,201.107
2005-06-07,201.36
2005-06-08,201.604
2005-06-09,200.771
2005-06-10,201.847
2005-06-13,202.224
2005-06-14,201.724
2005-06-15,202.996
2005-06-16,203.168
2005-06-17,204.679
2005-06-20,204.178
2005-06-21,204.307
2005-06-22,206.567
2005-06-23,205.015
2005-06-24,205.126
2005-06-27,205.511
2005-06-28,204.049
2005-06-29,204.282
2005-06-30,203.414
2005-07-01,203.437
2005-07-04,202.847
2005-07-05,201.579
2005-07-06,202.558
2005-07-07,200.393
2005-07-08,198.937
2005-07-11,199.256
2005-07-12,199.188
2005-07-13,201.145
2005-07-14,202.657
2005-07-15,203.307
2005-07-18,204.474
2005-07-19,205.842
2005-07-20,207.32
2005-07-21,206.52
2005-07-22,206.671
2005-07-25,206.116
2005-07-26,204.877
2005-07-27,205.648
2005-07-28,205.893
2005-07-29,207.116
2005-08-01,207.275
2005-08-02,208.342
2005-08-03,208.963
2005-08-04,209.323
2005-08-05,207.222
2005-08-08,205.743
2005-08-09,205.266
2005-08-10,206.756
2005-08-11,206.78
2005-08-12,206.133
2005-08-15,205.841
2005-08-16,206.118
2005-08-17,206.808
2005-08-18,204.306
2005-08-19,203.58
2005-08-22,204.259
2005-08-23,202.492
2005-08-24,200.531
2005-08-25,199.835
2005-08-26,202.364
2005-08-29,200.133
2005-08-30,200.41
2005-08-31,199.791
2005-09-01,200.576
2005-09-02,199.728
2005-09-05,199.418
2005-09-06,199.619
2005-09-07,199.0
2005-09-08,198.399
2005-09-09,199.451
2005-09-12,199.782
2005-09-13,198.786
2005-09-14,199.245
2005-09-15,198.611
2005-09-16,198.391
2005-09-19,198.368
2005-09-20,199.256
2005-09-21,197.37
2005-09-22,197.23
2005-09-23,196.69
2005-09-26,196.504
2005-09-27,196.843
2005-09-28,197.745
2005-09-29,198.058
2005-09-30,199.999
2005-10-03,200.585
2005-10-04,202.2
2005-10-05,199.937
2005-10-06,196.523
2005-10-07,195.261
2005-10-10,196.162
2005-10-11,196.13
2005-10-12,193.322
2005-10-13,192.928
2005-10-14,191.196
2005-10-17,190.071
2005-10-18,189.111
2005-10-19,184.222
2005-10-20,184.688
2005-10-21,184.686
2005-10-24,182.138
2005-10-25,183.078
2005-10-26,181.943
2005-10-27,180.069
2005-10-28,180.184
2005-10-31,181.752
2005-11-01,184.934
2005-11-02,187.061
2005-11-03,189.452
2005-11-04,190.21
2005-11-07,186.417
2005-11-08,185.759
2005-11-09,187.086
