Date,SINGAPORE SMID CAP SMID (Small+Mid Cap)
2001-06-12,262.098
2001-06-13,268.089
2001-06-14,267.613
2001-06-15,269.933
2001-06-18,271.104
2001-06-19,270.608
2001-06-20,267.195
2001-06-21,270.037
2001-06-22,275.335
2001-06-25,277.772
2001-06-26,277.947
2001-06-27,276.948
2001-06-28,274.574
2001-06-29,278.628
2001-07-02,275.474
2001-07-03,274.337
2001-07-04,271.788
2001-07-05,271.005
2001-07-06,266.185
2001-07-09,264.895
2001-07-10,266.511
2001-07-11,262.503
2001-07-12,265.989
2001-07-13,264.352
2001-07-16,266.001
2001-07-17,263.443
2001-07-18,261.397
2001-07-19,262.935
2001-07-20,263.637
2001-07-23,261.889
2001-07-24,264.848
2001-07-25,264.197
2001-07-26,266.597
2001-07-27,269.416
2001-07-30,269.301
2001-07-31,270.006
2001-08-01,272.791
2001-08-02,276.255
2001-08-03,274.105
2001-08-06,273.494
2001-08-07,272.618
2001-08-08,271.165
2001-08-09,271.179
2001-08-10,272.707
2001-08-13,270.332
2001-08-14,273.58
2001-08-15,274.327
2001-08-16,271.785
2001-08-17,270.981
2001-08-20,266.99
2001-08-21,274.847
2001-08-22,276.151
2001-08-23,275.989
2001-08-24,275.535
2001-08-27,277.165
2001-08-28,274.85
2001-08-29,273.969
2001-08-30,263.231
2001-08-31,262.08
2001-09-03,261.177
2001-09-04,261.983
2001-09-05,260.329
2001-09-06,259.554
2001-09-07,255.405
2001-09-10,252.725
2001-09-11,252.898
2001-09-12,240.033
2001-09-13,237.286
2001-09-14,229.325
2001-09-17,216.706
2001-09-18,216.286
2001-09-19,222.433
2001-09-20,217.976
2001-09-21,205.996
2001-09-24,209.426
2001-09-25,209.382
2001-09-26,220.333
2001-09-27,225.658
2001-09-28,229.813
2001-10-01,227.936
2001-10-02,226.44
2001-10-03,224.64
2001-10-04,231.648
2001-10-05,231.927
2001-10-08,224.587
2001-10-09,232.32
2001-10-10,228.247
2001-10-11,232.993
2001-10-12,234.024
2001-10-15,233.261
2001-10-16,233.592
2001-10-17,239.546
2001-10-18,234.844
2001-10-19,232.838
2001-10-22,231.686
2001-10-23,235.503
2001-10-24,237.871
2001-10-25,239.308
2001-10-26,238.024
2001-10-29,235.383
2001-10-30,234.682
2001-10-31,233.446
2001-11-01,227.58
2001-11-02,226.236
2001-11-05,228.869
2001-11-06,229.499
2001-11-07,228.718
2001-11-08,232.031
2001-11-09,235.227
2001-11-12,236.173
2001-11-13,235.475
2001-11-14,235.466
2001-11-15,244.551
2001-11-16,242.294
2001-11-19,247.519
2001-11-20,248.1
2001-11-21,248.27
2001-11-22,245.947
2001-11-23,247.366
2001-11-26,248.402
2001-11-27,249.229
2001-11-28,248.67
2001-11-29,248.672
2001-11-30,248.196
2001-12-03,247.667
2001-12-04,257.856
2001-12-05,263.216
2001-12-06,263.955
2001-12-07,264.297
2001-12-10,263.914
2001-12-11,264.333
2001-12-12,266.426
2001-12-13,263.263
2001-12-14,263.424
2001-12-17,263.189
2001-12-18,265.077
2001-12-19,268.415
2001-12-20,266.366
2001-12-21,262.384
2001-12-24,263.298
2001-12-25,263.284
2001-12-26,261.702
2001-12-27,264.239
2001-12-28,265.332
2001-12-31,266.228
2002-01-01,266.228
2002-01-02,267.785
2002-01-03,272.952
2002-01-04,279.841
2002-01-07,278.749
2002-01-08,278.092
2002-01-09,275.708
2002-01-10,281.408
2002-01-11,281.995
2002-01-14,283.865
2002-01-15,281.81
2002-01-16,278.158
2002-01-17,278.415
2002-01-18,273.596
2002-01-21,274.566
2002-01-22,271.854
2002-01-23,271.529
2002-01-24,272.217
2002-01-25,279.286
2002-01-28,283.683
2002-01-29,284.018
2002-01-30,281.165
2002-01-31,285.577
2002-02-01,282.619
2002-02-04,279.225
2002-02-05,277.539
2002-02-06,280.782
2002-02-07,277.173
2002-02-08,277.033
2002-02-11,279.539
2002-02-12,279.754
2002-02-13,279.833
2002-02-14,288.082
2002-02-15,287.505
2002-02-18,286.288
2002-02-19,284.532
2002-02-20,284.254
2002-02-21,282.642
2002-02-22,277.882
2002-02-25,274.266
2002-02-26,275.117
2002-02-27,278.372
2002-02-28,281.209
2002-03-01,284.399
2002-03-04,295.732
2002-03-05,294.564
2002-03-06,297.191
2002-03-07,298.863
2002-03-08,297.403
2002-03-11,298.189
2002-03-12,294.15
2002-03-13,295.771
2002-03-14,296.352
2002-03-15,296.758
2002-03-18,298.798
2002-03-19,299.639
2002-03-20,298.089
2002-03-21,295.571
2002-03-22,295.484
2002-03-25,291.937
2002-03-26,289.793
2002-03-27,289.83
2002-03-28,289.428
2002-03-29,289.428
2002-04-01,287.723
2002-04-02,287.571
2002-04-03,286.468
2002-04-04,285.643
2002-04-05,287.132
2002-04-08,283.697
2002-04-09,282.226
2002-04-10,278.241
2002-04-11,282.945
2002-04-12,284.497
2002-04-15,284.848
2002-04-16,287.978
2002-04-17,288.768
2002-04-18,287.59
2002-04-19,284.818
2002-04-22,286.418
2002-04-23,287.98
2002-04-24,287.247
2002-04-25,284.337
2002-04-26,286.925
2002-04-29,283.893
2002-04-30,284.72
2002-05-01,285.037
2002-05-02,287.488
2002-05-03,288.205
2002-05-06,285.311
2002-05-07,283.922
2002-05-08,286.391
2002-05-09,285.835
2002-05-10,285.988
2002-05-13,286.528
2002-05-14,286.276
2002-05-15,287.712
2002-05-16,285.596
2002-05-17,287.251
2002-05-20,287.153
2002-05-21,286.713
2002-05-22,285.736
2002-05-23,282.931
2002-05-24,283.28
2002-05-27,283.434
2002-05-28,281.761
2002-05-29,279.214
2002-05-30,281.499
2002-05-31,279.124
2002-06-03,280.24
2002-06-04,278.529
2002-06-05,278.583
2002-06-06,278.581
2002-06-07,277.349
2002-06-10,276.772
2002-06-11,276.971
2002-06-12,275.013
2002-06-13,275.194
2002-06-14,271.19
2002-06-17,269.93
2002-06-18,269.957
2002-06-19,264.954
2002-06-20,267.126
2002-06-21,265.268
2002-06-24,265.338
2002-06-25,272.279
2002-06-26,265.0
2002-06-27,266.002
2002-06-28,270.126
2002-07-01,269.733
2002-07-02,269.046
2002-07-03,273.943
2002-07-04,275.518
2002-07-05,283.112
2002-07-08,280.285
2002-07-09,285.727
2002-07-10,284.811
2002-07-11,280.223
2002-07-12,282.149
2002-07-15,281.515
2002-07-16,278.144
2002-07-17,278.65
2002-07-18,277.263
2002-07-19,275.741
2002-07-22,269.626
2002-07-23,274.057
2002-07-24,264.9
2002-07-25,264.628
2002-07-26,256.55
2002-07-29,257.957
2002-07-30,260.255
2002-07-31,258.293
2002-08-01,259.324
2002-08-02,259.818
2002-08-05,254.744
2002-08-06,251.538
2002-08-07,257.313
2002-08-08,254.473
2002-08-09,254.899
2002-08-12,252.891
2002-08-13,257.196
2002-08-14,259.676
2002-08-15,259.194
2002-08-16,258.599
2002-08-19,257.381
2002-08-20,260.751
2002-08-21,261.791
2002-08-22,260.743
2002-08-23,260.766
2002-08-26,257.687
2002-08-27,258.781
2002-08-28,257.073
2002-08-29,257.316
2002-08-30,253.687
2002-09-02,246.651
2002-09-03,245.844
2002-09-04,247.1
2002-09-05,245.133
2002-09-06,242.767
2002-09-09,239.974
2002-09-10,242.746
2002-09-11,242.125
2002-09-12,239.906
2002-09-13,236.461
2002-09-16,235.466
2002-09-17,239.024
2002-09-18,235.567
2002-09-19,236.436
2002-09-20,230.522
2002-09-23,228.077
2002-09-24,223.017
2002-09-25,220.081
2002-09-26,220.615
2002-09-27,224.153
2002-09-30,221.375
2002-10-01,220.067
2002-10-02,221.379
2002-10-03,223.214
2002-10-04,225.393
2002-10-07,223.143
2002-10-08,224.922
2002-10-09,222.974
2002-10-10,219.155
2002-10-11,221.676
2002-10-14,219.594
2002-10-15,225.677
2002-10-16,229.866
2002-10-17,236.272
2002-10-18,235.657
2002-10-21,233.43
2002-10-22,231.96
2002-10-23,237.684
2002-10-24,237.064
2002-10-25,238.223
2002-10-28,237.877
2002-10-29,237.484
2002-10-30,237.092
2002-10-31,237.838
2002-11-01,234.686
2002-11-04,234.899
2002-11-05,236.579
2002-11-06,238.098
2002-11-07,236.457
2002-11-08,236.504
2002-11-11,232.255
2002-11-12,232.669
2002-11-13,229.868
2002-11-14,232.252
2002-11-15,235.123
2002-11-18,233.766
2002-11-19,233.455
2002-11-20,232.588
2002-11-21,235.175
2002-11-22,239.848
2002-11-25,241.279
2002-11-26,241.139
2002-11-27,240.015
2002-11-28,242.553
2002-11-29,239.252
2002-12-02,238.253
2002-12-03,236.042
2002-12-04,230.505
2002-12-05,229.565
2002-12-06,230.624
2002-12-09,229.835
2002-12-10,230.593
2002-12-11,230.558
2002-12-12,230.754
2002-12-13,230.282
2002-12-16,228.244
2002-12-17,228.098
2002-12-18,227.189
2002-12-19,230.019
2002-12-20,228.663
2002-12-23,228.96
2002-12-24,228.284
2002-12-25,228.284
2002-12-26,227.028
2002-12-27,229.6
2002-12-30,227.456
2002-12-31,228.092
2003-01-01,228.145
2003-01-02,228.03
2003-01-03,230.677
2003-01-06,232.116
2003-01-07,230.689
2003-01-08,232.505
2003-01-09,232.017
2003-01-10,236.072
2003-01-13,243.326
2003-01-14,243.479
2003-01-15,245.238
2003-01-16,243.0
2003-01-17,240.981
2003-01-20,237.925
2003-01-21,238.963
2003-01-22,239.105
2003-01-23,240.892
2003-01-24,239.088
2003-01-27,233.014
2003-01-28,233.669
2003-01-29,230.755
2003-01-30,228.131
2003-01-31,228.49
2003-02-03,228.142
2003-02-04,232.051
2003-02-05,231.486
2003-02-06,231.975
2003-02-07,230.926
2003-02-10,227.805
2003-02-11,229.987
2003-02-12,229.343
2003-02-13,228.221
2003-02-14,226.962
2003-02-17,231.706
2003-02-18,231.43
2003-02-19,234.281
2003-02-20,235.464
2003-02-21,236.022
2003-02-24,236.551
2003-02-25,234.386
2003-02-26,234.318
2003-02-27,233.076
2003-02-28,233.778
2003-03-03,236.812
2003-03-04,235.277
2003-03-05,234.843
2003-03-06,233.036
2003-03-07,230.892
2003-03-10,227.885
2003-03-11,228.238
2003-03-12,231.334
2003-03-13,230.616
2003-03-14,230.649
2003-03-17,227.342
2003-03-18,233.244
2003-03-19,233.975
2003-03-20,235.849
2003-03-21,238.44
2003-03-24,235.13
2003-03-25,236.463
2003-03-26,238.405
2003-03-27,236.846
2003-03-28,236.751
2003-03-31,231.578
2003-04-01,232.857
2003-04-02,233.347
2003-04-03,233.497
2003-04-04,237.239
2003-04-07,241.455
2003-04-08,238.946
2003-04-09,236.147
2003-04-10,239.079
2003-04-11,238.267
2003-04-14,235.167
2003-04-15,235.661
2003-04-16,238.191
2003-04-17,238.479
2003-04-18,238.479
2003-04-21,236.647
2003-04-22,235.249
2003-04-23,233.909
2003-04-24,230.434
2003-04-25,229.023
2003-04-28,231.044
2003-04-29,236.325
2003-04-30,236.535
2003-05-01,237.465
2003-05-02,239.631
2003-05-05,243.72
2003-05-06,245.353
2003-05-07,246.498
2003-05-08,247.867
2003-05-09,248.159
2003-05-12,252.029
2003-05-13,249.522
2003-05-14,250.067
2003-05-15,251.943
2003-05-16,250.311
2003-05-19,247.517
2003-05-20,249.134
2003-05-21,249.314
2003-05-22,253.71
2003-05-23,258.864
2003-05-26,262.591
2003-05-27,259.808
2003-05-28,263.04
2003-05-29,261.36
2003-05-30,262.292
2003-06-02,268.592
2003-06-03,267.709
2003-06-04,272.27
2003-06-05,278.129
2003-06-06,278.794
2003-06-09,281.07
2003-06-10,280.708
2003-06-11,278.46
2003-06-12,284.007
2003-06-13,284.684
2003-06-16,281.828
2003-06-17,285.703
2003-06-18,285.37
2003-06-19,289.429
2003-06-20,290.295
2003-06-23,284.335
2003-06-24,282.33
2003-06-25,283.522
2003-06-26,277.994
2003-06-27,281.602
2003-06-30,277.02
2003-07-01,280.104
2003-07-02,283.384
2003-07-03,285.592
2003-07-04,285.598
2003-07-07,290.974
2003-07-08,292.274
2003-07-09,295.134
2003-07-10,294.172
2003-07-11,297.165
2003-07-14,302.142
2003-07-15,302.913
2003-07-16,302.418
2003-07-17,298.262
2003-07-18,299.23
2003-07-21,297.765
2003-07-22,294.813
2003-07-23,295.442
2003-07-24,295.726
2003-07-25,299.199
2003-07-28,302.993
2003-07-29,301.302
2003-07-30,300.647
2003-07-31,297.049
2003-08-01,297.487
2003-08-04,296.747
2003-08-05,289.713
2003-08-06,289.362
2003-08-07,293.846
2003-08-08,293.783
2003-08-11,298.015
2003-08-12,299.29
2003-08-13,301.46
2003-08-14,303.629
2003-08-15,305.534
2003-08-18,309.494
2003-08-19,309.439
2003-08-20,308.783
2003-08-21,311.107
2003-08-22,310.919
2003-08-25,307.113
2003-08-26,300.748
2003-08-27,302.517
2003-08-28,303.243
2003-08-29,306.382
2003-09-01,307.748
2003-09-02,305.484
2003-09-03,307.37
2003-09-04,307.629
2003-09-05,310.178
2003-09-08,310.442
2003-09-09,304.326
2003-09-10,305.117
2003-09-11,308.017
2003-09-12,308.227
2003-09-15,306.591
2003-09-16,308.413
2003-09-17,311.995
2003-09-18,315.41
2003-09-19,314.195
2003-09-22,314.857
2003-09-23,314.412
2003-09-24,320.475
2003-09-25,319.6
2003-09-26,318.171
2003-09-29,319.843
2003-09-30,319.708
2003-10-01,318.555
2003-10-02,321.592
2003-10-03,326.916
2003-10-06,337.202
2003-10-07,338.702
2003-10-08,339.541
2003-10-09,341.708
2003-10-10,342.722
2003-10-13,345.493
2003-10-14,338.694
2003-10-15,343.092
2003-10-16,346.391
2003-10-17,347.32
2003-10-20,346.581
2003-10-21,349.39
2003-10-22,347.715
2003-10-23,338.495
2003-10-24,338.834
2003-10-27,336.098
2003-10-28,340.705
2003-10-29,339.913
2003-10-30,337.226
2003-10-31,335.777
2003-11-03,340.516
2003-11-04,342.014
2003-11-05,343.412
2003-11-06,338.832
2003-11-07,341.334
2003-11-10,337.911
2003-11-11,327.633
2003-11-12,332.163
2003-11-13,338.751
2003-11-14,335.57
2003-11-17,328.145
2003-11-18,331.015
2003-11-19,326.813
2003-11-20,323.626
2003-11-21,321.709
2003-11-24,325.087
2003-11-25,325.087
2003-11-26,327.238
2003-11-27,327.999
2003-11-28,334.529
2003-12-01,338.242
2003-12-02,336.481
2003-12-03,339.817
2003-12-04,340.368
2003-12-05,337.78
2003-12-08,338.457
2003-12-09,337.354
2003-12-10,335.348
2003-12-11,336.211
2003-12-12,338.631
2003-12-15,341.668
2003-12-16,340.12
2003-12-17,337.536
2003-12-18,337.204
2003-12-19,337.222
2003-12-22,337.025
2003-12-23,337.25
2003-12-24,339.232
2003-12-25,339.232
2003-12-26,341.004
2003-12-29,345.663
2003-12-30,349.136
2003-12-31,349.944
2004-01-01,349.967
2004-01-02,355.701
2004-01-05,360.671
2004-01-06,359.358
2004-01-07,366.21
2004-01-08,367.58
2004-01-09,368.822
2004-01-12,365.413
2004-01-13,371.025
2004-01-14,375.555
2004-01-15,368.549
2004-01-16,369.903
2004-01-19,370.966
2004-01-20,373.517
2004-01-21,378.814
2004-01-22,380.224
2004-01-23,379.66
2004-01-26,380.588
2004-01-27,378.235
2004-01-28,372.118
2004-01-29,369.381
2004-01-30,372.214
2004-02-02,372.47
2004-02-03,369.363
2004-02-04,368.395
2004-02-05,369.356
2004-02-06,373.408
2004-02-09,379.825
2004-02-10,378.633
2004-02-11,377.686
2004-02-12,376.922
2004-02-13,375.801
2004-02-16,374.115
2004-02-17,378.535
2004-02-18,377.971
2004-02-19,377.009
2004-02-20,377.883
2004-02-23,378.014
2004-02-24,376.623
2004-02-25,375.357
2004-02-26,374.95
2004-02-27,375.596
2004-03-01,376.39
2004-03-02,374.674
2004-03-03,372.083
2004-03-04,372.777
2004-03-05,375.155
2004-03-08,373.383
2004-03-09,371.588
2004-03-10,368.522
2004-03-11,364.059
2004-03-12,364.139
2004-03-15,364.454
2004-03-16,366.642
2004-03-17,368.534
2004-03-18,369.847
2004-03-19,369.004
2004-03-22,366.553
2004-03-23,368.982
2004-03-24,370.587
2004-03-25,369.169
2004-03-26,369.369
2004-03-29,371.156
2004-03-30,374.721
2004-03-31,376.626
2004-04-01,382.928
2004-04-02,384.045
2004-04-05,387.949
2004-04-06,385.835
2004-04-07,389.239
2004-04-08,391.682
2004-04-09,391.682
2004-04-12,392.449
2004-04-13,391.51
2004-04-14,385.414
2004-04-15,381.812
2004-04-16,383.88
2004-04-19,381.585
2004-04-20,381.881
2004-04-21,377.828
2004-04-22,377.309
2004-04-23,378.761
2004-04-26,375.082
2004-04-27,375.394
2004-04-28,374.414
2004-04-29,363.577
2004-04-30,365.154
2004-05-03,364.562
2004-05-04,372.585
2004-05-05,376.221
2004-05-06,374.167
2004-05-07,370.829
2004-05-10,355.393
2004-05-11,357.331
2004-05-12,358.416
2004-05-13,352.271
2004-05-14,350.459
2004-05-17,338.691
2004-05-18,342.237
2004-05-19,352.864
2004-05-20,347.679
2004-05-21,354.889
2004-05-24,357.201
2004-05-25,354.897
2004-05-26,358.946
2004-05-27,364.081
2004-05-28,363.462
2004-05-31,364.177
2004-06-01,362.534
2004-06-02,361.72
2004-06-03,357.552
2004-06-04,360.367
2004-06-07,367.661
2004-06-08,367.106
2004-06-09,368.998
2004-06-10,368.278
2004-06-11,366.613
2004-06-14,364.266
2004-06-15,366.423
2004-06-16,367.112
2004-06-17,363.364
2004-06-18,360.776
2004-06-21,359.206
2004-06-22,360.067
2004-06-23,361.912
2004-06-24,364.246
2004-06-25,365.369
2004-06-28,368.306
2004-06-29,368.727
2004-06-30,368.601
2004-07-01,370.88
2004-07-02,371.876
2004-07-05,372.817
2004-07-06,375.017
2004-07-07,376.717
2004-07-08,373.77
2004-07-09,376.019
2004-07-12,376.175
2004-07-13,375.262
2004-07-14,370.888
2004-07-15,370.684
2004-07-16,372.644
2004-07-19,373.322
2004-07-20,369.575
2004-07-21,370.62
2004-07-22,366.623
2004-07-23,361.847
2004-07-26,363.374
2004-07-27,365.561
2004-07-28,365.634
2004-07-29,367.863
2004-07-30,370.808
2004-08-02,371.062
2004-08-03,376.108
2004-08-04,376.757
2004-08-05,381.364
2004-08-06,378.896
2004-08-09,379.014
2004-08-10,377.527
2004-08-11,372.442
2004-08-12,372.249
2004-08-13,370.223
2004-08-16,367.944
2004-08-17,369.144
2004-08-18,370.718
2004-08-19,376.865
2004-08-20,374.533
2004-08-23,376.815
2004-08-24,377.852
2004-08-25,380.849
2004-08-26,380.608
2004-08-27,380.029
2004-08-30,377.113
2004-08-31,379.657
2004-09-01,384.722
2004-09-02,386.512
2004-09-03,383.612
2004-09-06,383.302
2004-09-07,387.722
2004-09-08,387.404
2004-09-09,386.017
2004-09-10,388.914
2004-09-13,393.406
2004-09-14,395.712
2004-09-15,395.448
2004-09-16,395.38
2004-09-17,398.852
2004-09-20,397.299
2004-09-21,400.362
2004-09-22,398.379
2004-09-23,399.085
2004-09-24,399.349
2004-09-27,400.785
2004-09-28,399.815
2004-09-29,399.492
2004-09-30,402.169
2004-10-01,402.672
2004-10-04,408.551
2004-10-05,408.23
2004-10-06,408.578
2004-10-07,409.195
2004-10-08,411.561
2004-10-11,408.923
2004-10-12,402.907
2004-10-13,402.834
2004-10-14,400.211
2004-10-15,402.678
2004-10-18,400.737
2004-10-19,404.874
2004-10-20,401.455
2004-10-21,404.599
2004-10-22,407.039
2004-10-25,403.578
2004-10-26,404.677
2004-10-27,404.532
2004-10-28,408.482
2004-10-29,404.738
2004-11-01,402.955
2004-11-02,407.21
2004-11-03,410.476
2004-11-04,413.364
2004-11-05,416.775
2004-11-08,414.962
2004-11-09,415.474
2004-11-10,414.157
2004-11-11,414.668
2004-11-12,418.616
2004-11-15,418.554
2004-11-16,415.306
2004-11-17,420.158
2004-11-18,416.464
2004-11-19,418.838
2004-11-22,416.456
2004-11-23,422.788
2004-11-24,424.011
2004-11-25,425.828
2004-11-26,422.596
2004-11-29,424.919
2004-11-30,423.372
2004-12-01,424.832
2004-12-02,429.96
2004-12-03,430.61
2004-12-06,429.094
2004-12-07,423.711
2004-12-08,420.151
2004-12-09,416.693
2004-12-10,417.835
2004-12-13,417.883
2004-12-14,420.111
2004-12-15,428.9
2004-12-16,425.16
2004-12-17,426.479
2004-12-20,428.923
2004-12-21,431.33
2004-12-22,429.496
2004-12-23,430.814
2004-12-24,432.276
2004-12-27,433.592
2004-12-28,436.377
2004-12-29,436.013
2004-12-30,438.776
2004-12-31,441.276
2005-01-03,442.937
2005-01-04,439.92
2005-01-05,441.803
2005-01-06,444.754
2005-01-07,443.953
2005-01-10,443.79
2005-01-11,445.879
2005-01-12,446.998
2005-01-13,452.562
2005-01-14,449.751
2005-01-17,454.023
2005-01-18,455.297
2005-01-19,457.997
2005-01-20,455.336
2005-01-21,455.498
2005-01-24,452.983
2005-01-25,449.132
2005-01-26,452.913
2005-01-27,449.19
2005-01-28,450.235
2005-01-31,453.501
2005-02-01,452.468
2005-02-02,455.023
2005-02-03,452.714
2005-02-04,453.46
2005-02-07,454.054
2005-02-08,453.515
2005-02-09,453.367
2005-02-10,453.047
2005-02-11,453.671
2005-02-14,460.36
2005-02-15,461.831
2005-02-16,461.385
2005-02-17,461.894
2005-02-18,465.707
2005-02-21,465.585
2005-02-22,462.536
2005-02-23,459.197
2005-02-24,459.573
2005-02-25,459.447
2005-02-28,461.505
2005-03-01,459.933
2005-03-02,460.732
2005-03-03,461.132
2005-03-04,463.629
2005-03-07,465.789
2005-03-08,466.99
2005-03-09,473.732
2005-03-10,472.04
2005-03-11,473.637
2005-03-14,472.731
2005-03-15,470.139
2005-03-16,474.232
2005-03-17,473.963
2005-03-18,476.182
2005-03-21,476.992
2005-03-22,472.76
2005-03-23,464.406
2005-03-24,464.474
2005-03-25,464.474
2005-03-28,460.949
2005-03-29,455.408
2005-03-30,453.745
2005-03-31,457.618
2005-04-01,456.91
2005-04-04,456.705
2005-04-05,458.942
2005-04-06,460.781
2005-04-07,465.252
2005-04-08,468.738
2005-04-11,470.934
2005-04-12,471.499
2005-04-13,473.501
2005-04-14,468.23
2005-04-15,461.988
2005-04-18,451.432
2005-04-19,459.087
2005-04-20,459.683
2005-04-21,461.69
2005-04-22,462.812
2005-04-25,463.647
2005-04-26,464.772
2005-04-27,464.677
2005-04-28,465.44
2005-04-29,467.209
2005-05-02,466.235
2005-05-03,468.569
2005-05-04,473.485
2005-05-05,473.807
2005-05-06,478.893
2005-05-09,478.04
2005-05-10,478.864
2005-05-11,480.265
2005-05-12,478.211
2005-05-13,475.07
2005-05-16,471.672
2005-05-17,469.527
2005-05-18,470.481
2005-05-19,472.56
2005-05-20,470.09
2005-05-23,470.933
2005-05-24,475.347
2005-05-25,472.732
2005-05-26,471.4
2005-05-27,473.377
2005-05-30,475.444
2005-05-31,475.374
2005-06-01,474.483
2005-06-02,476.716
2005-06-03,479.11
2005-06-06,483.542
2005-06-07,484.256
2005-06-08,484.983
2005-06-09,485.478
2005-06-10,488.214
2005-06-13,483.91
2005-06-14,481.954
2005-06-15,484.145
2005-06-16,485.93
2005-06-17,487.245
2005-06-20,483.558
2005-06-21,486.142
2005-06-22,488.862
2005-06-23,492.899
2005-06-24,492.284
2005-06-27,488.321
2005-06-28,488.472
2005-06-29,486.25
2005-06-30,486.224
2005-07-01,486.788
2005-07-04,488.095
2005-07-05,489.593
2005-07-06,495.088
2005-07-07,492.103
2005-07-08,491.755
2005-07-11,499.883
2005-07-12,503.134
2005-07-13,502.397
2005-07-14,502.703
2005-07-15,501.053
2005-07-18,501.046
2005-07-19,510.376
2005-07-20,512.666
2005-07-21,523.621
2005-07-22,528.092
2005-07-25,524.732
2005-07-26,524.182
2005-07-27,525.22
2005-07-28,529.419
2005-07-29,529.342
2005-08-01,534.82
2005-08-02,540.648
2005-08-03,538.151
2005-08-04,536.879
2005-08-05,532.082
2005-08-08,534.979
2005-08-09,534.367
2005-08-10,534.926
2005-08-11,527.79
2005-08-12,527.134
2005-08-15,518.709
2005-08-16,524.573
2005-08-17,521.371
2005-08-18,518.804
2005-08-19,518.613
2005-08-22,521.918
2005-08-23,519.839
2005-08-24,517.991
2005-08-25,519.173
2005-08-26,520.864
2005-08-29,514.016
2005-08-30,512.543
2005-08-31,515.426
2005-09-01,522.066
2005-09-02,523.461
2005-09-05,520.921
2005-09-06,521.922
2005-09-07,521.381
2005-09-08,518.675
2005-09-09,523.088
2005-09-12,528.324
2005-09-13,525.659
2005-09-14,528.835
2005-09-15,530.925
2005-09-16,528.962
2005-09-19,526.819
2005-09-20,531.286
2005-09-21,530.82
2005-09-22,527.783
2005-09-23,526.229
2005-09-26,530.316
2005-09-27,527.885
2005-09-28,525.535
2005-09-29,527.925
2005-09-30,530.027
2005-10-03,526.865
2005-10-04,533.688
2005-10-05,535.37
2005-10-06,530.181
2005-10-07,533.619
2005-10-10,541.192
2005-10-11,539.043
2005-10-12,531.807
2005-10-13,529.764
2005-10-14,527.71
2005-10-17,521.772
2005-10-18,518.524
2005-10-19,503.718
2005-10-20,504.921
2005-10-21,509.263
2005-10-24,507.666
2005-10-25,510.234
2005-10-26,511.12
2005-10-27,505.978
2005-10-28,503.867
2005-10-31,509.679
2005-11-01,509.65
2005-11-02,514.92
2005-11-03,514.285
2005-11-04,517.969
2005-11-07,516.472
2005-11-08,516.2
