Date,NORWAY GROWTH Standard (Large+Mid Cap)
2005-07-29,1166.891
2005-08-31,1257.818
2005-09-30,1280.482
2005-10-31,1185.6
2005-11-30,1161.961
2005-12-30,1212.81
2006-01-31,1339.773
2006-02-28,1352.901
2006-03-31,1481.579
2006-04-28,1639.588
2006-05-31,1575.424
2006-06-30,1506.436
2006-07-31,1537.953
2006-08-31,1494.415
2006-09-29,1388.508
2006-10-31,1541.258
2006-11-30,1705.175
2006-12-29,1756.968
2007-01-31,1809.859
2007-02-28,1762.923
2007-03-30,1857.433
2007-04-30,1964.145
2007-05-31,2009.358
2007-06-29,2135.627
2007-07-31,2099.25
2007-08-31,2011.6
2007-09-28,2297.786
2007-10-31,2406.766
2007-11-30,2260.405
2007-12-31,2335.488
2008-01-31,1819.86
2008-02-29,2045.883
2008-03-31,2030.503
2008-04-30,2281.024
2008-05-30,2407.276
2008-06-30,2286.159
2008-07-31,2009.801
2008-08-29,1916.499
2008-09-30,1318.981
2008-10-31,801.539
2008-11-28,720.872
2008-12-31,836.706
2009-01-30,842.22
2009-02-27,715.663
2009-03-31,805.591
2009-04-30,904.587
2009-05-29,1178.38
2009-06-30,1072.519
2009-07-31,1189.487
2009-08-31,1181.948
2009-09-30,1337.478
2009-10-30,1374.937
2009-11-30,1488.797
2009-12-31,1637.489
2010-01-29,1476.411
2010-02-26,1385.19
2010-03-31,1497.932
2010-04-30,1460.062
2010-05-31,1204.691
2010-06-30,1144.299
2010-07-30,1408.207
2010-08-31,1366.152
2010-09-30,1608.63
2010-10-29,1700.744
2010-11-30,1578.548
2010-12-31,1884.237
2011-01-31,1840.655
2011-02-28,1923.267
2011-03-31,1905.517
2011-04-29,2058.942
2011-05-31,2007.743
2011-06-30,1903.477
2011-07-29,1900.491
2011-08-31,1743.609
2011-09-30,1354.146
2011-10-31,1595.098
2011-11-30,1428.442
2011-12-30,1385.196
2012-01-31,1464.062
2012-02-29,1691.396
2012-03-30,1647.912
2012-04-30,1634.344
2012-05-31,1353.212
2012-06-29,1452.217
2012-07-31,1507.199
2012-08-31,1622.273
2012-09-28,1641.177
2012-10-31,1617.676
2012-11-30,1610.101
2012-12-31,1637.872
2013-01-31,1739.447
2013-02-28,1630.845
2013-03-29,1605.644
2013-04-30,1571.787
2013-05-31,1655.628
2013-06-28,1306.335
2013-07-31,1458.063
2013-08-30,1579.462
2013-09-30,1603.054
2013-10-31,1632.648
2013-11-29,1504.277
2013-12-31,1524.47
2014-01-31,1463.413
2014-02-28,1615.5
2014-03-31,1601.758
2014-04-30,1717.586
2014-05-30,1755.347
2014-06-30,1710.617
2014-07-31,1780.045
2014-08-29,1770.678
2014-09-30,1635.305
2014-10-31,1530.15
2014-11-28,1605.243
2014-12-31,1549.627
2015-01-30,1610.669
2015-02-27,1571.471
2015-03-31,1439.952
2015-04-30,1292.966
2015-05-29,1308.137
2015-06-30,1277.894
2015-07-31,1196.978
2015-08-31,1067.391
2015-09-30,991.72
2015-10-30,1111.887
2015-11-30,1154.513
2015-12-31,1081.298
2016-01-29,1012.766
2016-02-29,993.089
2016-03-31,1072.079
2016-04-29,1072.455
2016-05-31,1125.217
2016-06-30,1106.213
2016-07-29,1135.505
2016-08-31,1126.518
2016-09-30,1151.801
2016-10-31,1086.625
2016-11-30,1033.148
2016-12-30,1073.134
2017-01-31,1112.631
2017-02-28,1107.719
2017-03-31,1066.316
2017-04-28,1057.96
2017-05-31,1105.868
2017-06-30,1114.482
2017-07-31,1232.659
2017-08-31,1276.621
2017-09-29,1318.695
2017-10-31,1350.906
2017-11-30,1329.952
2017-12-29,1416.129
2018-01-31,1421.25
2018-02-28,1377.237
2018-03-30,1299.024
2018-04-30,1298.784
2018-05-31,1288.342
2018-06-29,1278.247
2018-07-31,1275.159
2018-08-31,1261.728
2018-09-28,1348.045
2018-10-31,1253.441
2018-11-30,1224.254
2018-12-31,1163.697
2019-01-31,1211.498
2019-02-28,1248.24
2019-03-29,1240.875
2019-04-30,1248.906
2019-05-31,1273.17
2019-06-28,1334.447
2019-07-31,1298.615
2019-08-30,1271.981
2019-09-30,1298.957
2019-10-31,1295.864
2019-11-29,1300.262
2019-12-31,1384.732
2020-01-31,1289.327
2020-02-28,1152.524
2020-03-31,958.616
2020-04-30,1063.875
2020-05-29,1102.316
2020-06-30,1095.682
2020-07-31,1211.515
2020-08-31,1318.125
2020-09-30,1257.351
2020-10-30,1146.581
2020-11-30,1279.383
2020-12-31,1323.19
2021-01-29,1197.805
2021-02-26,1196.444
2021-03-31,1251.194
2021-04-30,1468.837
2021-05-31,1492.302
2021-06-30,1468.695
2021-07-30,1528.124
2021-08-31,1575.343
2021-09-30,1435.202
2021-10-29,1531.084
2021-11-30,1271.224
2021-12-31,1232.866
2022-01-31,1160.182
2022-02-28,1177.289
2022-03-31,1195.045
2022-04-29,1174.42
2022-05-31,1167.85
2022-06-30,1028.61
2022-07-29,1040.737
2022-08-31,1005.179
2022-09-30,722.981
2022-10-31,820.168
2022-11-30,881.61
2022-12-30,922.708
2023-01-31,988.037
2023-02-28,947.411
2023-03-31,960.647
2023-04-28,1011.92
2023-05-31,933.066
2023-06-30,979.625
2023-07-31,985.277
2023-08-31,946.717
2023-09-29,1054.118
2023-10-31,1000.298
2023-11-30,1111.323
2023-12-29,1175.763
2024-01-31,1225.18
2024-02-29,1383.095
2024-03-29,1440.018
2024-04-30,1455.777
2024-05-31,1700.645
2024-06-28,1599.867
2024-07-31,1801.549
2024-08-30,1861.411
2024-09-30,1829.675
2024-10-31,1856.708
2024-11-29,1947.527
2024-12-31,1831.088
2025-01-31,2031.721
2025-02-28,1988.885
2025-03-31,2130.509
2025-04-30,2190.522
2025-05-30,2352.732
2025-06-30,2454.428
2025-07-31,2234.834
2025-08-29,2348.834
2025-09-30,2433.751
2025-10-31,2261.823
2025-11-28,2285.224
