Date,NORWAY GROWTH Standard (Large+Mid Cap)
2001-10-22,452.348
2001-10-23,461.569
2001-10-24,467.925
2001-10-25,464.104
2001-10-26,475.391
2001-10-29,482.391
2001-10-30,480.789
2001-10-31,477.302
2001-11-01,473.047
2001-11-02,469.451
2001-11-05,478.613
2001-11-06,478.437
2001-11-07,483.613
2001-11-08,488.183
2001-11-09,492.351
2001-11-12,485.212
2001-11-13,491.861
2001-11-14,496.633
2001-11-15,485.702
2001-11-16,480.054
2001-11-19,475.979
2001-11-20,481.788
2001-11-21,477.607
2001-11-22,489.828
2001-11-23,482.014
2001-11-26,479.867
2001-11-27,483.076
2001-11-28,484.6
2001-11-29,487.137
2001-11-30,491.313
2001-12-03,484.636
2001-12-04,493.384
2001-12-05,499.79
2001-12-06,495.982
2001-12-07,493.36
2001-12-10,488.827
2001-12-11,489.525
2001-12-12,495.832
2001-12-13,486.642
2001-12-14,488.457
2001-12-17,483.887
2001-12-18,484.323
2001-12-19,476.03
2001-12-20,478.608
2001-12-21,478.06
2001-12-24,471.957
2001-12-25,471.957
2001-12-26,472.598
2001-12-27,489.892
2001-12-28,492.744
2001-12-31,496.321
2002-01-01,496.321
2002-01-02,506.275
2002-01-03,514.33
2002-01-04,511.366
2002-01-07,506.33
2002-01-08,503.927
2002-01-09,507.855
2002-01-10,507.699
2002-01-11,504.639
2002-01-14,506.678
2002-01-15,486.124
2002-01-16,473.964
2002-01-17,482.003
2002-01-18,477.349
2002-01-21,473.959
2002-01-22,474.0
2002-01-23,472.131
2002-01-24,478.896
2002-01-25,471.317
2002-01-28,478.288
2002-01-29,474.73
2002-01-30,466.805
2002-01-31,467.746
2002-02-01,468.259
2002-02-04,469.676
2002-02-05,467.179
2002-02-06,473.123
2002-02-07,479.442
2002-02-08,472.413
2002-02-11,476.371
2002-02-12,471.268
2002-02-13,475.194
2002-02-14,474.027
2002-02-15,476.654
2002-02-18,474.497
2002-02-19,472.242
2002-02-20,467.498
2002-02-21,470.016
2002-02-22,481.282
2002-02-25,479.706
2002-02-26,482.856
2002-02-27,491.365
2002-02-28,489.0
2002-03-01,490.478
2002-03-04,492.754
2002-03-05,498.182
2002-03-06,496.936
2002-03-07,513.012
2002-03-08,516.491
2002-03-11,508.628
2002-03-12,507.942
2002-03-13,506.405
2002-03-14,511.618
2002-03-15,510.216
2002-03-18,511.764
2002-03-19,519.483
2002-03-20,515.597
2002-03-21,523.286
2002-03-22,523.735
2002-03-25,522.719
2002-03-26,521.508
2002-03-27,523.163
2002-03-28,523.426
2002-03-29,523.426
2002-04-01,527.376
2002-04-02,530.427
2002-04-03,527.817
2002-04-04,519.732
2002-04-05,523.497
2002-04-08,518.935
2002-04-09,522.741
2002-04-10,520.998
2002-04-11,522.991
2002-04-12,518.171
2002-04-15,520.248
2002-04-16,527.831
2002-04-17,531.863
2002-04-18,534.127
2002-04-19,530.833
2002-04-22,527.002
2002-04-23,524.813
2002-04-24,524.571
2002-04-25,519.399
2002-04-26,521.787
2002-04-29,518.421
2002-04-30,517.289
2002-05-01,520.478
2002-05-02,532.378
2002-05-03,531.387
2002-05-06,530.72
2002-05-07,521.676
2002-05-08,532.522
2002-05-09,533.462
2002-05-10,536.924
2002-05-13,537.433
2002-05-14,543.481
2002-05-15,541.904
2002-05-16,548.072
2002-05-17,553.93
2002-05-20,555.561
2002-05-21,552.81
2002-05-22,554.217
2002-05-23,555.94
2002-05-24,555.814
2002-05-27,554.508
2002-05-28,557.58
2002-05-29,540.177
2002-05-30,535.538
2002-05-31,534.638
2002-06-03,533.478
2002-06-04,522.44
2002-06-05,523.067
2002-06-06,528.976
2002-06-07,514.618
2002-06-10,516.84
2002-06-11,527.754
2002-06-12,529.365
2002-06-13,536.481
2002-06-14,523.796
2002-06-17,535.369
2002-06-18,540.429
2002-06-19,540.361
2002-06-20,526.634
2002-06-21,523.322
2002-06-24,511.688
2002-06-25,514.065
2002-06-26,503.572
2002-06-27,523.762
2002-06-28,532.485
2002-07-01,538.025
2002-07-02,537.444
2002-07-03,530.447
2002-07-04,532.45
2002-07-05,546.487
2002-07-08,557.754
2002-07-09,560.729
2002-07-10,550.06
2002-07-11,548.119
2002-07-12,543.566
2002-07-15,545.724
2002-07-16,538.877
2002-07-17,546.864
2002-07-18,547.559
2002-07-19,538.688
2002-07-22,513.424
2002-07-23,490.559
2002-07-24,464.997
2002-07-25,489.752
2002-07-26,489.677
2002-07-29,493.629
2002-07-30,499.759
2002-07-31,508.367
2002-08-01,507.274
2002-08-02,504.887
2002-08-05,489.391
2002-08-06,488.981
2002-08-07,497.209
2002-08-08,506.365
2002-08-09,509.121
2002-08-12,503.09
2002-08-13,509.411
2002-08-14,509.697
2002-08-15,517.282
2002-08-16,517.0
2002-08-19,514.661
2002-08-20,518.357
2002-08-21,516.429
2002-08-22,515.057
2002-08-23,510.517
2002-08-26,508.596
2002-08-27,512.968
2002-08-28,501.265
2002-08-29,495.019
2002-08-30,496.588
2002-09-02,488.517
2002-09-03,478.969
2002-09-04,472.022
2002-09-05,463.537
2002-09-06,471.645
2002-09-09,464.317
2002-09-10,459.865
2002-09-11,464.878
2002-09-12,462.058
2002-09-13,454.661
2002-09-16,453.225
2002-09-17,451.322
2002-09-18,443.611
2002-09-19,437.219
2002-09-20,439.696
2002-09-23,440.555
2002-09-24,427.554
2002-09-25,430.2
2002-09-26,438.246
2002-09-27,436.814
2002-09-30,440.065
2002-10-01,439.52
2002-10-02,447.082
2002-10-03,450.668
2002-10-04,451.933
2002-10-07,448.783
2002-10-08,450.02
2002-10-09,448.861
2002-10-10,444.881
2002-10-11,459.637
2002-10-14,461.186
2002-10-15,474.618
2002-10-16,467.845
2002-10-17,466.518
2002-10-18,456.567
2002-10-21,460.579
2002-10-22,451.956
2002-10-23,453.984
2002-10-24,453.665
2002-10-25,453.585
2002-10-28,455.819
2002-10-29,445.573
2002-10-30,444.708
2002-10-31,456.542
2002-11-01,460.331
2002-11-04,471.757
2002-11-05,472.056
2002-11-06,467.952
2002-11-07,469.386
2002-11-08,465.089
2002-11-11,465.687
2002-11-12,463.728
2002-11-13,470.77
2002-11-14,470.236
2002-11-15,471.797
2002-11-18,478.966
2002-11-19,473.432
2002-11-20,464.159
2002-11-21,474.052
2002-11-22,479.245
2002-11-25,474.028
2002-11-26,473.97
2002-11-27,480.884
2002-11-28,489.921
2002-11-29,500.967
2002-12-02,506.143
2002-12-03,491.004
2002-12-04,494.939
2002-12-05,486.287
2002-12-06,447.522
2002-12-09,449.693
2002-12-10,449.267
2002-12-11,447.145
2002-12-12,450.18
2002-12-13,449.953
2002-12-16,449.019
2002-12-17,454.723
2002-12-18,457.68
2002-12-19,457.88
2002-12-20,460.041
2002-12-23,452.5
2002-12-24,454.572
2002-12-25,454.572
2002-12-26,455.063
2002-12-27,454.554
2002-12-30,456.268
2002-12-31,458.372
2003-01-01,458.372
2003-01-02,459.843
2003-01-03,468.262
2003-01-06,465.579
2003-01-07,468.554
2003-01-08,456.811
2003-01-09,464.743
2003-01-10,467.24
2003-01-13,473.922
2003-01-14,474.641
2003-01-15,474.185
2003-01-16,475.533
2003-01-17,471.482
2003-01-20,469.524
2003-01-21,463.459
2003-01-22,457.428
2003-01-23,456.015
2003-01-24,458.837
2003-01-27,428.074
2003-01-28,422.17
2003-01-29,413.543
2003-01-30,417.923
2003-01-31,418.383
2003-02-03,415.535
2003-02-04,414.907
2003-02-05,410.641
2003-02-06,407.358
2003-02-07,409.278
2003-02-10,402.241
2003-02-11,408.776
2003-02-12,405.914
2003-02-13,401.295
2003-02-14,401.975
2003-02-17,404.885
2003-02-18,408.844
2003-02-19,399.943
2003-02-20,391.173
2003-02-21,390.568
2003-02-24,383.559
2003-02-25,370.284
2003-02-26,374.429
2003-02-27,372.528
2003-02-28,386.906
2003-03-03,390.622
2003-03-04,389.59
2003-03-05,393.281
2003-03-06,386.906
2003-03-07,379.553
2003-03-10,383.814
2003-03-11,385.524
2003-03-12,392.494
2003-03-13,394.607
2003-03-14,390.225
2003-03-17,381.555
2003-03-18,379.206
2003-03-19,385.024
2003-03-20,384.82
2003-03-21,391.33
2003-03-24,377.078
2003-03-25,384.796
2003-03-26,383.625
2003-03-27,382.822
2003-03-28,380.319
2003-03-31,383.696
2003-04-01,385.201
2003-04-02,390.078
2003-04-03,390.57
2003-04-04,391.746
2003-04-07,402.268
2003-04-08,400.439
2003-04-09,406.307
2003-04-10,401.354
2003-04-11,401.977
2003-04-14,404.415
2003-04-15,410.323
2003-04-16,416.058
2003-04-17,416.886
2003-04-18,416.886
2003-04-21,416.811
2003-04-22,418.056
2003-04-23,426.019
2003-04-24,424.095
2003-04-25,424.843
2003-04-28,423.768
2003-04-29,435.316
2003-04-30,435.532
2003-05-01,438.272
2003-05-02,437.251
2003-05-05,439.634
2003-05-06,446.424
2003-05-07,451.187
2003-05-08,448.865
2003-05-09,454.232
2003-05-12,457.605
2003-05-13,461.231
2003-05-14,464.006
2003-05-15,472.82
2003-05-16,486.43
2003-05-19,475.327
2003-05-20,477.807
2003-05-21,474.015
2003-05-22,476.111
2003-05-23,484.261
2003-05-26,482.103
2003-05-27,478.66
2003-05-28,483.769
2003-05-29,487.215
2003-05-30,483.849
2003-06-02,492.012
2003-06-03,487.323
2003-06-04,486.337
2003-06-05,484.033
2003-06-06,487.82
2003-06-09,488.729
2003-06-10,484.036
2003-06-11,489.877
2003-06-12,486.91
2003-06-13,486.208
2003-06-16,491.749
2003-06-17,490.646
2003-06-18,483.272
2003-06-19,487.867
2003-06-20,480.487
2003-06-23,476.578
2003-06-24,475.623
2003-06-25,471.408
2003-06-26,464.058
2003-06-27,467.563
2003-06-30,464.033
2003-07-01,468.03
2003-07-02,470.861
2003-07-03,469.522
2003-07-04,467.4
2003-07-07,465.075
2003-07-08,463.973
2003-07-09,457.666
2003-07-10,455.678
2003-07-11,460.092
2003-07-14,472.657
2003-07-15,470.292
2003-07-16,474.229
2003-07-17,467.872
2003-07-18,468.727
2003-07-21,472.715
2003-07-22,473.347
2003-07-23,482.582
2003-07-24,492.233
2003-07-25,499.412
2003-07-28,499.166
2003-07-29,497.828
2003-07-30,496.094
2003-07-31,495.051
2003-08-01,498.486
2003-08-04,499.178
2003-08-05,504.057
2003-08-06,506.655
2003-08-07,512.06
2003-08-08,522.45
2003-08-11,516.39
2003-08-12,515.05
2003-08-13,513.274
2003-08-14,511.321
2003-08-15,516.245
2003-08-18,512.634
2003-08-19,509.653
2003-08-20,508.981
2003-08-21,506.514
2003-08-22,503.258
2003-08-25,500.403
2003-08-26,493.916
2003-08-27,494.304
2003-08-28,503.229
2003-08-29,515.527
2003-09-01,524.552
2003-09-02,516.533
2003-09-03,518.219
2003-09-04,528.093
2003-09-05,528.153
2003-09-08,533.72
2003-09-09,536.479
2003-09-10,527.967
2003-09-11,523.054
2003-09-12,521.656
2003-09-15,523.005
2003-09-16,524.606
2003-09-17,532.557
2003-09-18,533.416
2003-09-19,531.046
2003-09-22,526.258
2003-09-23,528.798
2003-09-24,537.061
2003-09-25,527.825
2003-09-26,512.258
2003-09-29,524.568
2003-09-30,515.517
2003-10-01,529.526
2003-10-02,532.094
2003-10-03,534.868
2003-10-06,541.807
2003-10-07,542.365
2003-10-08,548.841
2003-10-09,551.018
2003-10-10,556.491
2003-10-13,554.537
2003-10-14,553.211
2003-10-15,560.01
2003-10-16,559.069
2003-10-17,557.031
2003-10-20,555.578
2003-10-21,557.418
2003-10-22,562.688
2003-10-23,555.063
2003-10-24,559.087
2003-10-27,566.044
2003-10-28,564.47
2003-10-29,568.774
2003-10-30,581.512
2003-10-31,573.796
2003-11-03,574.142
2003-11-04,577.561
2003-11-05,569.522
2003-11-06,578.164
2003-11-07,587.382
2003-11-10,591.113
2003-11-11,588.457
2003-11-12,597.865
2003-11-13,602.946
2003-11-14,603.701
2003-11-17,594.652
2003-11-18,597.548
2003-11-19,594.759
2003-11-20,595.643
2003-11-21,601.046
2003-11-24,602.945
2003-11-25,604.804
2003-11-26,606.478
2003-11-27,609.006
2003-11-28,610.215
2003-12-01,615.05
2003-12-02,621.42
2003-12-03,628.495
2003-12-04,625.258
2003-12-05,633.478
2003-12-08,636.516
2003-12-09,643.188
2003-12-10,640.53
2003-12-11,634.016
2003-12-12,634.072
2003-12-15,635.247
2003-12-16,633.761
2003-12-17,630.862
2003-12-18,630.881
2003-12-19,630.426
2003-12-22,635.905
2003-12-23,639.596
2003-12-24,637.874
2003-12-25,637.874
2003-12-26,636.973
2003-12-29,642.452
2003-12-30,644.635
2003-12-31,650.977
2004-01-01,650.977
2004-01-02,655.364
2004-01-05,664.844
2004-01-06,670.699
2004-01-07,661.314
2004-01-08,662.266
2004-01-09,672.884
2004-01-12,678.528
2004-01-13,681.386
2004-01-14,685.515
2004-01-15,669.959
2004-01-16,668.871
2004-01-19,674.211
2004-01-20,685.508
2004-01-21,695.141
2004-01-22,708.483
2004-01-23,695.574
2004-01-26,689.987
2004-01-27,694.912
2004-01-28,679.853
2004-01-29,661.483
2004-01-30,667.636
2004-02-02,671.527
2004-02-03,672.946
2004-02-04,675.954
2004-02-05,678.961
2004-02-06,681.432
2004-02-09,697.864
2004-02-10,686.192
2004-02-11,685.895
2004-02-12,698.253
2004-02-13,679.403
2004-02-16,680.694
2004-02-17,695.383
2004-02-18,705.148
2004-02-19,725.622
2004-02-20,726.356
2004-02-23,728.528
2004-02-24,724.982
2004-02-25,718.595
2004-02-26,716.861
2004-02-27,730.866
2004-03-01,752.159
2004-03-02,741.912
2004-03-03,729.544
2004-03-04,728.092
2004-03-05,748.585
2004-03-08,750.26
2004-03-09,745.14
2004-03-10,721.536
2004-03-11,710.271
2004-03-12,711.431
2004-03-15,701.975
2004-03-16,720.281
2004-03-17,714.52
2004-03-18,725.283
2004-03-19,733.352
2004-03-22,718.91
2004-03-23,715.342
2004-03-24,714.148
2004-03-25,713.492
2004-03-26,711.197
2004-03-29,730.862
2004-03-30,710.527
2004-03-31,723.055
2004-04-01,727.91
2004-04-02,728.326
2004-04-05,733.248
2004-04-06,729.052
2004-04-07,744.866
2004-04-08,741.737
2004-04-09,741.737
2004-04-12,735.398
2004-04-13,740.871
2004-04-14,733.266
2004-04-15,739.751
2004-04-16,744.196
2004-04-19,741.997
2004-04-20,737.535
2004-04-21,734.719
2004-04-22,730.214
2004-04-23,729.983
2004-04-26,729.615
2004-04-27,729.363
2004-04-28,722.181
2004-04-29,715.831
2004-04-30,709.326
2004-05-03,705.6
2004-05-04,720.441
2004-05-05,744.668
2004-05-06,739.512
2004-05-07,718.768
2004-05-10,684.746
2004-05-11,685.532
2004-05-12,690.043
2004-05-13,696.779
2004-05-14,700.754
2004-05-17,703.697
2004-05-18,703.813
2004-05-19,712.239
2004-05-20,707.665
2004-05-21,714.368
2004-05-24,716.525
2004-05-25,729.711
2004-05-26,737.606
2004-05-27,749.387
2004-05-28,750.793
2004-05-31,750.793
2004-06-01,755.077
2004-06-02,756.899
2004-06-03,752.043
2004-06-04,758.61
2004-06-07,767.139
2004-06-08,767.469
2004-06-09,751.987
2004-06-10,744.113
2004-06-11,740.86
2004-06-14,736.131
2004-06-15,739.612
2004-06-16,738.904
2004-06-17,740.924
2004-06-18,750.961
2004-06-21,747.228
2004-06-22,750.562
2004-06-23,755.878
2004-06-24,764.455
2004-06-25,775.713
2004-06-28,772.014
2004-06-29,765.927
2004-06-30,759.814
2004-07-01,761.602
2004-07-02,759.323
2004-07-05,762.518
2004-07-06,768.807
2004-07-07,761.855
2004-07-08,754.594
2004-07-09,755.197
2004-07-12,750.195
2004-07-13,749.348
2004-07-14,745.997
2004-07-15,741.535
2004-07-16,741.894
2004-07-19,736.439
2004-07-20,737.744
2004-07-21,733.474
2004-07-22,730.231
2004-07-23,727.63
2004-07-26,725.125
2004-07-27,721.932
2004-07-28,723.473
2004-07-29,732.669
2004-07-30,726.139
2004-08-02,733.082
2004-08-03,742.358
2004-08-04,742.136
2004-08-05,735.483
2004-08-06,735.738
2004-08-09,733.938
2004-08-10,738.431
2004-08-11,722.909
2004-08-12,732.734
2004-08-13,753.156
2004-08-16,757.772
2004-08-17,758.391
2004-08-18,753.15
2004-08-19,762.824
2004-08-20,763.381
2004-08-23,760.311
2004-08-24,753.272
2004-08-25,749.265
2004-08-26,750.537
2004-08-27,748.453
2004-08-30,753.36
2004-08-31,750.648
2004-09-01,757.188
2004-09-02,767.294
2004-09-03,767.06
2004-09-06,766.472
2004-09-07,762.503
2004-09-08,761.04
2004-09-09,773.132
2004-09-10,776.155
2004-09-13,770.299
2004-09-14,774.008
2004-09-15,770.468
2004-09-16,776.718
2004-09-17,783.645
2004-09-20,776.532
2004-09-21,786.75
2004-09-22,788.274
2004-09-23,799.848
2004-09-24,803.172
2004-09-27,805.071
2004-09-28,816.099
2004-09-29,815.995
2004-09-30,823.727
2004-10-01,847.266
2004-10-04,854.298
2004-10-05,852.315
2004-10-06,847.468
2004-10-07,855.053
2004-10-08,859.662
2004-10-11,853.966
2004-10-12,845.785
2004-10-13,843.347
2004-10-14,836.995
2004-10-15,837.013
2004-10-18,845.148
2004-10-19,849.024
2004-10-20,847.258
2004-10-21,856.026
2004-10-22,870.737
2004-10-25,865.831
2004-10-26,855.081
2004-10-27,856.219
2004-10-28,850.574
2004-10-29,845.445
2004-11-01,855.954
2004-11-02,850.223
2004-11-03,862.627
2004-11-04,864.147
2004-11-05,875.996
2004-11-08,877.952
2004-11-09,875.255
2004-11-10,873.363
2004-11-11,878.387
2004-11-12,887.328
2004-11-15,891.84
2004-11-16,892.98
2004-11-17,896.989
2004-11-18,898.881
2004-11-19,916.801
2004-11-22,907.847
2004-11-23,917.649
2004-11-24,925.333
2004-11-25,942.084
2004-11-26,946.802
2004-11-29,956.851
2004-11-30,952.243
2004-12-01,957.048
2004-12-02,931.517
2004-12-03,932.874
2004-12-06,944.004
2004-12-07,947.071
2004-12-08,910.555
2004-12-09,907.978
2004-12-10,918.812
2004-12-13,921.177
2004-12-14,927.511
2004-12-15,943.031
2004-12-16,937.013
2004-12-17,925.234
2004-12-20,947.14
2004-12-21,959.688
2004-12-22,954.194
2004-12-23,966.384
2004-12-24,968.302
2004-12-27,977.257
2004-12-28,966.364
2004-12-29,963.275
2004-12-30,968.826
2004-12-31,968.77
2005-01-03,968.353
2005-01-04,941.475
2005-01-05,926.342
2005-01-06,929.165
2005-01-07,932.705
2005-01-10,947.707
2005-01-11,949.125
2005-01-12,958.056
2005-01-13,961.004
2005-01-14,953.82
2005-01-17,964.351
2005-01-18,963.326
2005-01-19,959.5
2005-01-20,937.959
2005-01-21,949.229
2005-01-24,949.791
2005-01-25,955.985
2005-01-26,957.153
2005-01-27,954.198
2005-01-28,951.286
2005-01-31,953.611
2005-02-01,963.119
2005-02-02,974.073
2005-02-03,968.589
2005-02-04,977.88
2005-02-07,979.682
2005-02-08,955.414
2005-02-09,964.356
2005-02-10,966.342
2005-02-11,966.791
2005-02-14,977.096
2005-02-15,983.225
2005-02-16,979.153
2005-02-17,991.557
2005-02-18,990.68
2005-02-21,994.418
2005-02-22,1001.993
2005-02-23,1005.109
2005-02-24,1020.64
2005-02-25,1029.955
2005-02-28,1041.153
2005-03-01,1040.948
2005-03-02,1026.055
2005-03-03,1037.774
2005-03-04,1054.102
2005-03-07,1049.179
2005-03-08,1058.333
2005-03-09,1054.666
2005-03-10,1050.413
2005-03-11,1056.047
2005-03-14,1047.507
2005-03-15,1043.413
2005-03-16,1043.441
2005-03-17,1067.821
2005-03-18,1058.592
2005-03-21,1046.514
2005-03-22,1045.4
2005-03-23,1012.71
2005-03-24,1006.082
2005-03-25,1006.082
2005-03-28,998.239
2005-03-29,999.107
2005-03-30,996.402
2005-03-31,1010.653
2005-04-01,1016.359
2005-04-04,1022.286
2005-04-05,1028.997
2005-04-06,1029.467
2005-04-07,1041.014
2005-04-08,1029.837
2005-04-11,1035.486
2005-04-12,1034.177
2005-04-13,1028.868
2005-04-14,1018.095
2005-04-15,1005.892
2005-04-18,986.518
2005-04-19,1000.207
2005-04-20,1009.034
2005-04-21,1021.334
2005-04-22,1029.287
2005-04-25,1028.103
2005-04-26,1010.91
2005-04-27,979.663
2005-04-28,960.781
2005-04-29,964.555
2005-05-02,962.531
2005-05-03,972.168
2005-05-04,976.656
2005-05-05,975.627
2005-05-06,989.146
2005-05-09,994.926
2005-05-10,993.084
2005-05-11,996.015
2005-05-12,987.374
2005-05-13,965.381
2005-05-16,962.851
2005-05-17,963.242
2005-05-18,975.468
2005-05-19,982.82
2005-05-20,985.963
2005-05-23,984.259
2005-05-24,991.927
2005-05-25,990.586
2005-05-26,1008.659
2005-05-27,1011.154
2005-05-30,1009.86
2005-05-31,996.862
2005-06-01,1008.964
2005-06-02,1010.735
2005-06-03,1010.79
2005-06-06,1020.013
2005-06-07,1019.497
2005-06-08,1039.19
2005-06-09,1030.53
2005-06-10,1045.762
2005-06-13,1032.125
2005-06-14,1040.976
2005-06-15,1045.566
2005-06-16,1051.971
2005-06-17,1065.296
2005-06-20,1063.178
2005-06-21,1058.717
2005-06-22,1053.387
2005-06-23,1046.841
2005-06-24,1054.844
2005-06-27,1055.782
2005-06-28,1066.222
2005-06-29,1071.937
2005-06-30,1082.417
2005-07-01,1084.273
2005-07-04,1102.377
2005-07-05,1098.299
2005-07-06,1119.631
2005-07-07,1100.279
2005-07-08,1136.051
2005-07-11,1145.067
2005-07-12,1150.518
2005-07-13,1146.192
2005-07-14,1137.379
2005-07-15,1108.893
2005-07-18,1097.863
2005-07-19,1087.335
2005-07-20,1085.052
2005-07-21,1088.846
2005-07-22,1117.43
2005-07-25,1137.907
2005-07-26,1139.152
2005-07-27,1132.865
2005-07-28,1140.08
2005-07-29,1166.891
2005-08-01,1175.816
2005-08-02,1191.009
2005-08-03,1215.929
2005-08-04,1208.18
2005-08-05,1189.25
2005-08-08,1209.217
2005-08-09,1217.779
2005-08-10,1222.869
2005-08-11,1243.81
2005-08-12,1241.269
2005-08-15,1228.613
2005-08-16,1206.274
2005-08-17,1193.571
2005-08-18,1178.543
2005-08-19,1185.193
2005-08-22,1212.827
2005-08-23,1219.139
2005-08-24,1215.832
2005-08-25,1225.283
2005-08-26,1230.966
2005-08-29,1232.182
2005-08-30,1230.497
2005-08-31,1257.818
2005-09-01,1299.396
2005-09-02,1308.598
2005-09-05,1293.223
2005-09-06,1303.168
2005-09-07,1297.414
2005-09-08,1274.886
2005-09-09,1291.963
2005-09-12,1282.98
2005-09-13,1262.286
2005-09-14,1272.799
2005-09-15,1275.148
2005-09-16,1272.084
2005-09-19,1286.473
2005-09-20,1302.681
2005-09-21,1306.871
2005-09-22,1302.534
2005-09-23,1273.369
2005-09-26,1255.992
2005-09-27,1256.753
2005-09-28,1275.884
2005-09-29,1288.875
2005-09-30,1280.482
2005-10-03,1268.783
2005-10-04,1263.875
2005-10-05,1244.771
2005-10-06,1203.108
2005-10-07,1203.058
2005-10-10,1199.487
2005-10-11,1209.469
2005-10-12,1208.812
2005-10-13,1135.862
2005-10-14,1141.523
2005-10-17,1155.907
2005-10-18,1106.989
2005-10-19,1076.49
2005-10-20,1112.991
