Date,FINLAND SMALL VALUE Small Cap
2001-09-10,146.794
2001-09-11,145.701
2001-09-12,144.436
2001-09-13,144.869
2001-09-14,144.078
2001-09-17,142.029
2001-09-18,143.142
2001-09-19,142.995
2001-09-20,140.182
2001-09-21,135.422
2001-09-24,136.264
2001-09-25,136.335
2001-09-26,137.639
2001-09-27,136.824
2001-09-28,137.142
2001-10-01,138.28
2001-10-02,138.744
2001-10-03,139.424
2001-10-04,140.41
2001-10-05,141.837
2001-10-08,141.745
2001-10-09,142.275
2001-10-10,141.566
2001-10-11,143.051
2001-10-12,143.67
2001-10-15,143.789
2001-10-16,143.858
2001-10-17,143.699
2001-10-18,142.94
2001-10-19,141.703
2001-10-22,141.007
2001-10-23,140.046
2001-10-24,142.459
2001-10-25,145.019
2001-10-26,143.497
2001-10-29,144.357
2001-10-30,143.982
2001-10-31,143.69
2001-11-01,143.095
2001-11-02,142.44
2001-11-05,142.088
2001-11-06,142.396
2001-11-07,143.359
2001-11-08,145.651
2001-11-09,145.446
2001-11-12,143.957
2001-11-13,142.528
2001-11-14,143.715
2001-11-15,143.156
2001-11-16,144.544
2001-11-19,145.938
2001-11-20,146.351
2001-11-21,145.857
2001-11-22,146.297
2001-11-23,146.365
2001-11-26,146.737
2001-11-27,147.408
2001-11-28,148.438
2001-11-29,147.334
2001-11-30,151.136
2001-12-03,147.333
2001-12-04,148.128
2001-12-05,148.26
2001-12-06,148.769
2001-12-07,148.87
2001-12-10,148.601
2001-12-11,148.911
2001-12-12,149.322
2001-12-13,150.945
2001-12-14,152.137
2001-12-17,152.288
2001-12-18,152.486
2001-12-19,151.658
2001-12-20,150.731
2001-12-21,150.098
2001-12-24,148.601
2001-12-25,148.601
2001-12-26,148.728
2001-12-27,151.368
2001-12-28,152.848
2001-12-31,154.339
2002-01-01,154.339
2002-01-02,158.955
2002-01-03,160.111
2002-01-04,161.121
2002-01-07,162.453
2002-01-08,162.798
2002-01-09,162.612
2002-01-10,163.125
2002-01-11,163.703
2002-01-14,162.566
2002-01-15,161.909
2002-01-16,159.677
2002-01-17,160.535
2002-01-18,161.241
2002-01-21,161.139
2002-01-22,161.013
2002-01-23,160.697
2002-01-24,160.858
2002-01-25,159.012
2002-01-28,158.528
2002-01-29,159.307
2002-01-30,159.573
2002-01-31,158.324
2002-02-01,159.962
2002-02-04,162.126
2002-02-05,161.857
2002-02-06,161.772
2002-02-07,163.105
2002-02-08,163.314
2002-02-11,165.037
2002-02-12,165.746
2002-02-13,166.126
2002-02-14,166.463
2002-02-15,168.504
2002-02-18,169.082
2002-02-19,169.827
2002-02-20,169.102
2002-02-21,169.671
2002-02-22,170.222
2002-02-25,169.219
2002-02-26,168.939
2002-02-27,169.15
2002-02-28,169.706
2002-03-01,170.834
2002-03-04,171.822
2002-03-05,172.611
2002-03-06,174.049
2002-03-07,175.461
2002-03-08,175.26
2002-03-11,176.127
2002-03-12,175.021
2002-03-13,175.356
2002-03-14,176.715
2002-03-15,176.839
2002-03-18,177.769
2002-03-19,177.805
2002-03-20,177.224
2002-03-21,177.054
2002-03-22,177.93
2002-03-25,177.825
2002-03-26,177.433
2002-03-27,177.219
2002-03-28,177.148
2002-03-29,177.148
2002-04-01,178.6
2002-04-02,180.86
2002-04-03,181.207
2002-04-04,181.544
2002-04-05,182.201
2002-04-08,181.37
2002-04-09,181.953
2002-04-10,182.566
2002-04-11,183.183
2002-04-12,182.292
2002-04-15,182.877
2002-04-16,184.854
2002-04-17,187.028
2002-04-18,188.343
2002-04-19,187.59
2002-04-22,186.921
2002-04-23,186.26
2002-04-24,186.673
2002-04-25,185.712
2002-04-26,187.369
2002-04-29,188.365
2002-04-30,187.281
2002-05-01,188.341
2002-05-02,190.16
2002-05-03,193.618
2002-05-06,194.755
2002-05-07,193.719
2002-05-08,195.519
2002-05-09,195.476
2002-05-10,196.415
2002-05-13,197.421
2002-05-14,196.077
2002-05-15,196.83
2002-05-16,197.101
2002-05-17,199.719
2002-05-20,200.45
2002-05-21,199.13
2002-05-22,201.247
2002-05-23,199.221
2002-05-24,200.18
2002-05-27,199.302
2002-05-28,201.404
2002-05-29,201.448
2002-05-30,201.268
2002-05-31,199.489
2002-06-03,200.996
2002-06-04,200.539
2002-06-05,199.573
2002-06-06,200.099
2002-06-07,198.015
2002-06-10,199.3
2002-06-11,199.577
2002-06-12,198.481
2002-06-13,198.46
2002-06-14,197.035
2002-06-17,196.527
2002-06-18,198.239
2002-06-19,197.578
2002-06-20,197.739
2002-06-21,198.703
2002-06-24,198.805
2002-06-25,198.168
2002-06-26,198.458
2002-06-27,199.679
2002-06-28,202.024
2002-07-01,203.965
2002-07-02,203.168
2002-07-03,202.434
2002-07-04,201.944
2002-07-05,201.378
2002-07-08,204.253
2002-07-09,204.687
2002-07-10,203.542
2002-07-11,202.42
2002-07-12,201.199
2002-07-15,204.043
2002-07-16,202.44
2002-07-17,200.419
2002-07-18,201.965
2002-07-19,201.421
2002-07-22,197.077
2002-07-23,191.515
2002-07-24,183.071
2002-07-25,187.229
2002-07-26,183.264
2002-07-29,182.643
2002-07-30,184.69
2002-07-31,183.951
2002-08-01,183.885
2002-08-02,183.745
2002-08-05,178.886
2002-08-06,176.104
2002-08-07,177.717
2002-08-08,177.856
2002-08-09,179.851
2002-08-12,181.299
2002-08-13,180.927
2002-08-14,181.83
2002-08-15,180.54
2002-08-16,182.052
2002-08-19,180.779
2002-08-20,181.16
2002-08-21,183.769
2002-08-22,183.597
2002-08-23,182.314
2002-08-26,182.077
2002-08-27,183.27
2002-08-28,183.965
2002-08-29,183.198
2002-08-30,182.45
2002-09-02,182.834
2002-09-03,183.854
2002-09-04,182.311
2002-09-05,181.512
2002-09-06,181.309
2002-09-09,180.521
2002-09-10,180.097
2002-09-11,180.085
2002-09-12,180.996
2002-09-13,181.251
2002-09-16,179.273
2002-09-17,179.094
2002-09-18,178.738
2002-09-19,179.695
2002-09-20,178.942
2002-09-23,177.26
2002-09-24,171.362
2002-09-25,169.987
2002-09-26,167.205
2002-09-27,166.141
2002-09-30,166.343
2002-10-01,163.87
2002-10-02,163.405
2002-10-03,161.899
2002-10-04,159.402
2002-10-07,157.024
2002-10-08,155.024
2002-10-09,156.486
2002-10-10,155.662
2002-10-11,157.863
2002-10-14,158.26
2002-10-15,161.682
2002-10-16,162.828
2002-10-17,162.974
2002-10-18,164.214
2002-10-21,164.747
2002-10-22,164.088
2002-10-23,162.814
2002-10-24,161.907
2002-10-25,160.915
2002-10-28,162.589
2002-10-29,160.473
2002-10-30,161.352
2002-10-31,163.784
2002-11-01,163.473
2002-11-04,163.872
2002-11-05,164.163
2002-11-06,164.324
2002-11-07,165.707
2002-11-08,166.068
2002-11-11,165.578
2002-11-12,165.082
2002-11-13,164.722
2002-11-14,164.883
2002-11-15,167.241
2002-11-18,168.612
2002-11-19,168.97
2002-11-20,167.812
2002-11-21,168.528
2002-11-22,169.593
2002-11-25,170.59
2002-11-26,170.725
2002-11-27,171.958
2002-11-28,174.573
2002-11-29,174.778
2002-12-02,177.661
2002-12-03,175.306
2002-12-04,174.731
2002-12-05,175.929
2002-12-06,177.222
2002-12-09,175.456
2002-12-10,174.813
2002-12-11,176.234
2002-12-12,177.166
2002-12-13,175.834
2002-12-16,175.604
2002-12-17,178.288
2002-12-18,178.55
2002-12-19,179.19
2002-12-20,178.694
2002-12-23,179.153
2002-12-24,179.895
2002-12-25,179.895
2002-12-26,180.349
2002-12-27,180.995
2002-12-30,183.191
2002-12-31,183.91
2003-01-01,183.91
2003-01-02,184.968
2003-01-03,187.284
2003-01-06,188.434
2003-01-07,188.071
2003-01-08,184.945
2003-01-09,185.716
2003-01-10,187.675
2003-01-13,189.969
2003-01-14,191.371
2003-01-15,191.201
2003-01-16,191.346
2003-01-17,192.132
2003-01-20,192.419
2003-01-21,193.392
2003-01-22,193.098
2003-01-23,194.362
2003-01-24,195.657
2003-01-27,194.091
2003-01-28,192.275
2003-01-29,191.365
2003-01-30,187.584
2003-01-31,185.573
2003-02-03,185.963
2003-02-04,188.559
2003-02-05,185.801
2003-02-06,185.792
2003-02-07,185.137
2003-02-10,185.647
2003-02-11,184.786
2003-02-12,184.097
2003-02-13,184.107
2003-02-14,182.51
2003-02-17,182.89
2003-02-18,177.337
2003-02-19,177.73
2003-02-20,177.852
2003-02-21,177.245
2003-02-24,176.72
2003-02-25,174.903
2003-02-26,174.961
2003-02-27,173.012
2003-02-28,175.859
2003-03-03,176.24
2003-03-04,176.378
2003-03-05,176.549
2003-03-06,175.982
2003-03-07,175.045
2003-03-10,175.497
2003-03-11,175.806
2003-03-12,173.745
2003-03-13,172.335
2003-03-14,170.894
2003-03-17,170.401
2003-03-18,172.766
2003-03-19,173.013
2003-03-20,173.664
2003-03-21,174.562
2003-03-24,176.04
2003-03-25,175.058
2003-03-26,176.077
2003-03-27,175.786
2003-03-28,175.662
2003-03-31,176.429
2003-04-01,178.139
2003-04-02,177.115
2003-04-03,176.407
2003-04-04,174.739
2003-04-07,175.494
2003-04-08,174.645
2003-04-09,174.688
2003-04-10,177.494
2003-04-11,177.18
2003-04-14,176.511
2003-04-15,178.636
2003-04-16,179.753
2003-04-17,181.183
2003-04-18,181.183
2003-04-21,180.402
2003-04-22,183.307
2003-04-23,185.73
2003-04-24,186.798
2003-04-25,186.377
2003-04-28,187.7
2003-04-29,186.398
2003-04-30,191.442
2003-05-01,193.201
2003-05-02,194.186
2003-05-05,196.434
2003-05-06,198.023
2003-05-07,197.71
2003-05-08,198.059
2003-05-09,197.619
2003-05-12,198.596
2003-05-13,198.835
2003-05-14,197.575
2003-05-15,197.642
2003-05-16,200.545
2003-05-19,202.328
2003-05-20,201.667
2003-05-21,201.034
2003-05-22,200.902
2003-05-23,202.286
2003-05-26,203.695
2003-05-27,202.852
2003-05-28,201.525
2003-05-29,203.018
2003-05-30,201.549
2003-06-02,203.214
2003-06-03,201.474
2003-06-04,203.507
2003-06-05,206.96
2003-06-06,207.225
2003-06-09,207.448
2003-06-10,206.441
2003-06-11,207.892
2003-06-12,207.238
2003-06-13,209.762
2003-06-16,209.435
2003-06-17,209.368
2003-06-18,206.985
2003-06-19,206.054
2003-06-20,204.952
2003-06-23,202.419
2003-06-24,199.19
2003-06-25,201.574
2003-06-26,198.171
2003-06-27,200.288
2003-06-30,201.514
2003-07-01,202.471
2003-07-02,202.121
2003-07-03,203.057
2003-07-04,204.922
2003-07-07,206.021
2003-07-08,206.745
2003-07-09,207.106
2003-07-10,207.331
2003-07-11,207.381
2003-07-14,208.884
2003-07-15,209.379
2003-07-16,209.578
2003-07-17,206.731
2003-07-18,209.378
2003-07-21,210.59
2003-07-22,209.772
2003-07-23,212.397
2003-07-24,214.949
2003-07-25,216.613
2003-07-28,215.393
2003-07-29,216.326
2003-07-30,213.155
2003-07-31,212.805
2003-08-01,213.897
2003-08-04,215.228
2003-08-05,214.826
2003-08-06,212.664
2003-08-07,211.757
2003-08-08,211.215
2003-08-11,211.581
2003-08-12,211.774
2003-08-13,212.458
2003-08-14,211.961
2003-08-15,212.062
2003-08-18,212.222
2003-08-19,213.857
2003-08-20,214.522
2003-08-21,215.138
2003-08-22,214.217
2003-08-25,214.672
2003-08-26,212.988
2003-08-27,213.911
2003-08-28,215.141
2003-08-29,216.826
2003-09-01,219.67
2003-09-02,219.688
2003-09-03,224.264
2003-09-04,227.512
2003-09-05,229.403
2003-09-08,231.886
2003-09-09,231.614
2003-09-10,227.677
2003-09-11,229.137
2003-09-12,232.334
2003-09-15,233.107
2003-09-16,231.87
2003-09-17,233.55
2003-09-18,232.484
2003-09-19,233.518
2003-09-22,233.191
2003-09-23,233.678
2003-09-24,234.358
2003-09-25,231.612
2003-09-26,230.239
2003-09-29,234.035
2003-09-30,234.246
2003-10-01,235.893
2003-10-02,234.945
2003-10-03,237.46
2003-10-06,239.364
2003-10-07,241.111
2003-10-08,242.432
2003-10-09,243.269
2003-10-10,245.563
2003-10-13,244.618
2003-10-14,246.203
2003-10-15,249.47
2003-10-16,249.647
2003-10-17,250.952
2003-10-20,251.985
2003-10-21,253.272
2003-10-22,254.833
2003-10-23,255.469
2003-10-24,256.838
2003-10-27,255.59
2003-10-28,258.065
2003-10-29,259.798
2003-10-30,260.751
2003-10-31,259.494
2003-11-03,257.781
2003-11-04,259.415
2003-11-05,257.773
2003-11-06,257.38
2003-11-07,262.085
2003-11-10,262.968
2003-11-11,261.205
2003-11-12,265.897
2003-11-13,268.812
2003-11-14,271.378
2003-11-17,268.152
2003-11-18,271.555
2003-11-19,272.133
2003-11-20,274.492
2003-11-21,275.558
2003-11-24,275.496
2003-11-25,277.473
2003-11-26,279.11
2003-11-27,279.631
2003-11-28,281.948
2003-12-01,285.133
2003-12-02,285.426
2003-12-03,286.633
2003-12-04,284.593
2003-12-05,286.88
2003-12-08,289.298
2003-12-09,287.772
2003-12-10,287.22
2003-12-11,285.045
2003-12-12,287.713
2003-12-15,288.221
2003-12-16,285.005
2003-12-17,284.683
2003-12-18,283.582
2003-12-19,281.692
2003-12-22,283.031
2003-12-23,284.538
2003-12-24,285.34
2003-12-25,285.34
2003-12-26,285.226
2003-12-29,287.917
2003-12-30,290.163
2003-12-31,292.085
2004-01-01,292.085
2004-01-02,296.612
2004-01-05,299.077
2004-01-06,300.871
2004-01-07,300.55
2004-01-08,302.702
2004-01-09,305.052
2004-01-12,303.577
2004-01-13,304.302
2004-01-14,301.862
2004-01-15,302.08
2004-01-16,298.312
2004-01-19,300.257
2004-01-20,302.203
2004-01-21,302.895
2004-01-22,306.517
2004-01-23,306.566
2004-01-26,304.107
2004-01-27,306.523
2004-01-28,304.557
2004-01-29,299.598
2004-01-30,299.635
2004-02-02,299.706
2004-02-03,303.685
2004-02-04,304.455
2004-02-05,307.357
2004-02-06,312.26
2004-02-09,314.016
2004-02-10,314.968
2004-02-11,314.184
2004-02-12,319.251
2004-02-13,318.811
2004-02-16,318.411
2004-02-17,320.543
2004-02-18,324.225
2004-02-19,322.037
2004-02-20,320.119
2004-02-23,320.848
2004-02-24,323.182
2004-02-25,320.692
2004-02-26,318.311
2004-02-27,318.108
2004-03-01,321.849
2004-03-02,319.085
2004-03-03,314.573
2004-03-04,316.211
2004-03-05,322.355
2004-03-08,323.053
2004-03-09,322.15
2004-03-10,314.849
2004-03-11,312.6
2004-03-12,311.246
2004-03-15,309.657
2004-03-16,310.743
2004-03-17,309.873
2004-03-18,312.309
2004-03-19,312.274
2004-03-22,308.991
2004-03-23,308.982
2004-03-24,308.407
2004-03-25,312.52
2004-03-26,310.932
2004-03-29,312.056
2004-03-30,313.922
2004-03-31,317.618
2004-04-01,320.789
2004-04-02,319.968
2004-04-05,316.732
2004-04-06,317.72
2004-04-07,320.424
2004-04-08,320.225
2004-04-09,320.225
2004-04-12,319.325
2004-04-13,317.466
2004-04-14,316.126
2004-04-15,317.595
2004-04-16,319.482
2004-04-19,320.869
2004-04-20,319.598
2004-04-21,317.95
2004-04-22,320.384
2004-04-23,320.004
2004-04-26,324.715
2004-04-27,325.757
2004-04-28,321.909
2004-04-29,321.243
2004-04-30,318.845
2004-05-03,319.516
2004-05-04,321.019
2004-05-05,322.493
2004-05-06,319.119
2004-05-07,315.521
2004-05-10,306.805
2004-05-11,309.624
2004-05-12,308.893
2004-05-13,304.619
2004-05-14,304.269
2004-05-17,301.863
2004-05-18,302.516
2004-05-19,308.087
2004-05-20,305.348
2004-05-21,308.095
2004-05-24,310.227
2004-05-25,312.863
2004-05-26,314.131
2004-05-27,319.888
2004-05-28,318.946
2004-05-31,318.365
2004-06-01,319.182
2004-06-02,322.929
2004-06-03,322.383
2004-06-04,323.797
2004-06-07,328.349
2004-06-08,328.613
2004-06-09,325.224
2004-06-10,324.417
2004-06-11,322.559
2004-06-14,322.356
2004-06-15,321.188
2004-06-16,319.869
2004-06-17,320.36
2004-06-18,323.852
2004-06-21,324.104
2004-06-22,324.019
2004-06-23,325.041
2004-06-24,329.268
2004-06-25,328.187
2004-06-28,330.625
2004-06-29,329.502
2004-06-30,332.095
2004-07-01,331.879
2004-07-02,334.324
2004-07-05,333.099
2004-07-06,331.829
2004-07-07,335.398
2004-07-08,337.39
2004-07-09,336.576
2004-07-12,337.558
2004-07-13,334.941
2004-07-14,336.747
2004-07-15,335.013
2004-07-16,337.007
2004-07-19,333.494
2004-07-20,332.539
2004-07-21,330.21
2004-07-22,330.332
2004-07-23,326.034
2004-07-26,327.417
2004-07-27,324.787
2004-07-28,325.882
2004-07-29,327.838
2004-07-30,327.775
2004-08-02,329.528
2004-08-03,331.584
2004-08-04,330.645
2004-08-05,330.166
2004-08-06,332.246
2004-08-09,328.507
2004-08-10,334.139
2004-08-11,330.395
2004-08-12,330.435
2004-08-13,335.143
2004-08-16,334.303
2004-08-17,334.668
2004-08-18,331.046
2004-08-19,332.944
2004-08-20,335.071
2004-08-23,335.517
2004-08-24,333.829
2004-08-25,331.568
2004-08-26,331.094
2004-08-27,330.383
2004-08-30,330.982
2004-08-31,334.67
2004-09-01,334.917
2004-09-02,334.462
2004-09-03,332.499
2004-09-06,332.566
2004-09-07,332.779
2004-09-08,335.009
2004-09-09,338.167
2004-09-10,344.555
2004-09-13,344.206
2004-09-14,345.351
2004-09-15,340.53
2004-09-16,340.215
2004-09-17,341.198
2004-09-20,340.52
2004-09-21,343.915
2004-09-22,344.447
2004-09-23,343.448
2004-09-24,342.873
2004-09-27,343.327
2004-09-28,342.129
2004-09-29,344.173
2004-09-30,348.276
2004-10-01,350.326
2004-10-04,349.679
2004-10-05,353.539
2004-10-06,351.122
2004-10-07,352.219
2004-10-08,356.473
2004-10-11,357.34
2004-10-12,354.601
2004-10-13,353.665
2004-10-14,356.215
2004-10-15,358.146
2004-10-18,360.207
2004-10-19,362.926
2004-10-20,362.084
2004-10-21,363.204
2004-10-22,364.533
2004-10-25,366.797
2004-10-26,367.762
2004-10-27,368.452
2004-10-28,366.109
2004-10-29,365.139
2004-11-01,368.336
2004-11-02,368.418
2004-11-03,371.222
2004-11-04,375.768
2004-11-05,377.762
2004-11-08,378.97
2004-11-09,380.764
2004-11-10,383.251
2004-11-11,384.863
2004-11-12,387.202
2004-11-15,387.589
2004-11-16,387.047
2004-11-17,389.285
2004-11-18,389.279
2004-11-19,392.479
2004-11-22,390.418
2004-11-23,394.192
2004-11-24,397.314
2004-11-25,402.683
2004-11-26,403.963
2004-11-29,405.95
2004-11-30,405.347
2004-12-01,405.405
2004-12-02,404.886
2004-12-03,409.256
2004-12-06,410.97
2004-12-07,411.451
2004-12-08,402.65
2004-12-09,401.001
2004-12-10,397.94
2004-12-13,396.55
2004-12-14,396.183
2004-12-15,399.6
2004-12-16,394.74
2004-12-17,393.435
2004-12-20,401.05
2004-12-21,402.553
2004-12-22,406.323
2004-12-23,409.525
2004-12-24,410.587
2004-12-27,411.748
2004-12-28,411.846
2004-12-29,412.843
2004-12-30,416.071
2004-12-31,414.927
2005-01-03,415.198
2005-01-04,413.674
2005-01-05,410.404
2005-01-06,407.174
2005-01-07,406.816
2005-01-10,408.542
2005-01-11,408.287
2005-01-12,410.84
2005-01-13,412.082
2005-01-14,408.799
2005-01-17,411.855
2005-01-18,412.128
2005-01-19,412.282
2005-01-20,408.433
2005-01-21,410.249
2005-01-24,409.407
2005-01-25,408.186
2005-01-26,413.744
2005-01-27,413.909
2005-01-28,412.895
2005-01-31,413.224
2005-02-01,416.629
2005-02-02,424.539
2005-02-03,426.696
2005-02-04,428.964
2005-02-07,431.359
2005-02-08,431.15
2005-02-09,433.971
2005-02-10,428.706
2005-02-11,432.147
2005-02-14,435.54
2005-02-15,438.852
2005-02-16,440.638
2005-02-17,445.902
2005-02-18,447.852
2005-02-21,448.549
2005-02-22,450.418
2005-02-23,445.351
2005-02-24,446.816
2005-02-25,449.386
2005-02-28,452.278
2005-03-01,448.315
2005-03-02,450.146
2005-03-03,453.337
2005-03-04,461.497
2005-03-07,464.72
2005-03-08,467.902
2005-03-09,467.945
2005-03-10,466.5
2005-03-11,470.455
2005-03-14,466.413
2005-03-15,465.426
2005-03-16,467.014
2005-03-17,464.319
2005-03-18,460.541
2005-03-21,457.467
2005-03-22,459.671
2005-03-23,449.6
2005-03-24,451.023
2005-03-25,451.023
2005-03-28,447.857
2005-03-29,448.07
2005-03-30,449.368
2005-03-31,455.425
2005-04-01,454.571
2005-04-04,446.864
2005-04-05,450.163
2005-04-06,455.68
2005-04-07,460.056
2005-04-08,460.234
2005-04-11,463.261
2005-04-12,462.838
2005-04-13,465.566
2005-04-14,458.712
2005-04-15,455.803
2005-04-18,451.898
2005-04-19,452.638
2005-04-20,455.414
2005-04-21,454.306
2005-04-22,455.537
2005-04-25,455.001
2005-04-26,455.022
2005-04-27,447.686
2005-04-28,444.733
2005-04-29,444.166
2005-05-02,443.603
2005-05-03,445.239
2005-05-04,447.862
2005-05-05,447.326
2005-05-06,449.239
2005-05-09,448.746
2005-05-10,449.038
2005-05-11,449.393
2005-05-12,446.514
2005-05-13,444.644
2005-05-16,444.089
2005-05-17,444.932
2005-05-18,451.794
2005-05-19,454.908
2005-05-20,455.148
2005-05-23,460.554
2005-05-24,462.147
2005-05-25,461.928
2005-05-26,461.73
2005-05-27,464.24
2005-05-30,461.778
2005-05-31,459.733
2005-06-01,459.035
2005-06-02,462.82
2005-06-03,461.272
2005-06-06,461.493
2005-06-07,462.697
2005-06-08,464.723
2005-06-09,461.352
2005-06-10,463.807
2005-06-13,463.63
2005-06-14,465.34
2005-06-15,466.681
2005-06-16,467.885
2005-06-17,476.999
2005-06-20,472.684
2005-06-21,472.145
2005-06-22,472.181
2005-06-23,469.447
2005-06-24,470.869
2005-06-27,469.562
2005-06-28,467.507
2005-06-29,470.167
2005-06-30,474.682
2005-07-01,469.073
2005-07-04,468.545
2005-07-05,466.691
2005-07-06,470.609
2005-07-07,468.546
2005-07-08,474.335
2005-07-11,482.476
2005-07-12,489.934
2005-07-13,485.964
2005-07-14,486.011
2005-07-15,482.874
2005-07-18,484.13
2005-07-19,484.909
2005-07-20,486.598
2005-07-21,492.311
2005-07-22,493.102
2005-07-25,488.227
2005-07-26,488.888
2005-07-27,497.216
2005-07-28,503.382
2005-07-29,505.765
2005-08-01,509.63
2005-08-02,512.952
2005-08-03,519.713
2005-08-04,522.32
2005-08-05,512.902
2005-08-08,518.815
2005-08-09,516.905
2005-08-10,518.578
2005-08-11,516.091
2005-08-12,515.51
2005-08-15,514.559
2005-08-16,511.044
2005-08-17,507.313
2005-08-18,501.194
2005-08-19,504.001
2005-08-22,510.524
2005-08-23,508.952
2005-08-24,506.848
2005-08-25,505.071
2005-08-26,505.003
2005-08-29,501.406
2005-08-30,501.804
2005-08-31,511.616
2005-09-01,522.896
2005-09-02,525.155
2005-09-05,525.593
2005-09-06,528.588
2005-09-07,530.316
2005-09-08,528.246
2005-09-09,531.627
2005-09-12,530.912
2005-09-13,532.761
2005-09-14,535.436
2005-09-15,530.529
2005-09-16,531.539
2005-09-19,531.069
2005-09-20,532.738
2005-09-21,531.623
2005-09-22,528.429
2005-09-23,524.618
2005-09-26,523.127
2005-09-27,521.5
2005-09-28,522.083
2005-09-29,521.113
2005-09-30,527.35
2005-10-03,521.012
2005-10-04,522.301
2005-10-05,520.112
2005-10-06,522.299
2005-10-07,519.009
2005-10-10,521.367
2005-10-11,517.973
2005-10-12,514.611
2005-10-13,500.579
2005-10-14,502.318
2005-10-17,499.487
2005-10-18,496.003
2005-10-19,485.337
2005-10-20,488.108
2005-10-21,481.897
2005-10-24,487.698
2005-10-25,492.796
2005-10-26,497.598
2005-10-27,494.984
2005-10-28,489.961
2005-10-31,497.756
2005-11-01,500.92
2005-11-02,503.622
2005-11-03,502.658
2005-11-04,495.808
2005-11-07,491.942
2005-11-08,491.711
2005-11-09,490.315
