Date,IRELAND SMID VALUE SMID (Small+Mid Cap)
2007-03-30,929.444
2007-04-30,924.918
2007-05-31,1000.0
2007-06-29,987.889
2007-07-31,919.808
2007-08-31,927.263
2007-09-28,895.701
2007-10-31,961.474
2007-11-30,888.394
2007-12-31,859.545
2008-01-31,881.194
2008-02-29,878.833
2008-03-31,906.071
2008-04-30,895.501
2008-05-30,919.991
2008-06-30,646.987
2008-07-31,568.005
2008-08-29,576.116
2008-09-30,427.845
2008-10-31,249.953
2008-11-28,204.125
2008-12-31,161.927
2009-01-30,110.088
2009-02-27,59.144
2009-03-31,87.997
2009-04-30,134.372
2009-05-29,215.402
2009-06-30,223.933
2009-07-31,239.736
2009-08-31,319.486
2009-09-30,383.931
2009-10-30,271.688
2009-11-30,248.262
2009-12-31,233.167
2010-01-29,221.789
2010-02-26,194.352
2010-03-31,232.087
2010-04-30,244.516
2010-05-31,179.144
2010-06-30,166.114
2010-07-30,197.601
2010-08-31,177.413
2010-09-30,176.31
2010-10-29,167.941
2010-11-30,132.978
2010-12-31,150.514
2011-01-31,149.456
2011-02-28,161.261
2011-03-31,147.678
2011-04-29,160.993
2011-05-31,147.18
2011-06-30,140.786
2011-07-29,132.444
2011-08-31,116.656
2011-09-30,102.322
2011-10-31,117.903
2011-11-30,107.648
2011-12-30,98.558
2012-01-31,118.955
2012-02-29,141.126
2012-03-30,134.656
2012-04-30,130.186
2012-05-31,107.191
2012-06-29,113.004
2012-07-31,113.794
2012-08-31,118.788
2012-09-28,132.827
2012-10-31,132.432
2012-11-30,148.354
2012-12-31,155.72
2013-01-31,180.926
2013-02-28,178.738
2013-03-29,192.709
2013-04-30,199.752
2013-05-31,212.041
2013-06-28,218.578
2013-07-31,246.971
2013-08-30,249.781
2013-09-30,267.963
2013-10-31,281.921
2013-11-29,288.69
2013-12-31,293.68
2014-01-31,283.578
2014-02-28,336.055
2014-03-31,301.616
2014-04-30,280.863
2014-05-30,298.424
2014-06-30,291.39
2014-07-31,271.282
2014-08-29,280.242
2014-09-30,269.013
2014-10-31,249.981
2014-11-28,271.137
2014-12-31,266.099
2015-01-30,264.503
2015-02-27,293.693
2015-03-31,285.588
2015-04-30,306.2
2015-05-29,299.171
2015-06-30,289.097
2015-07-31,306.025
2015-08-31,303.014
2015-09-30,284.03
2015-10-30,300.26
2015-11-30,289.833
2015-12-31,289.315
2016-01-29,258.115
2016-02-29,251.759
2016-03-31,282.818
2016-04-29,285.472
2016-05-31,286.095
2016-06-30,222.365
2016-07-29,231.668
2016-08-31,244.467
2016-09-30,232.38
2016-10-31,230.05
2016-11-30,231.19
2016-12-30,247.42
2017-01-31,271.983
2017-02-28,261.811
2017-03-31,264.708
2017-04-28,272.559
2017-05-31,286.414
2017-06-30,295.12
2017-07-31,294.076
2017-08-31,296.644
2017-09-29,303.533
2017-10-31,292.028
2017-11-30,303.859
2017-12-29,318.763
2018-01-31,343.763
2018-02-28,330.664
2018-03-30,333.886
2018-04-30,347.659
2018-05-31,327.328
2018-06-29,323.883
2018-07-31,339.146
2018-08-31,331.377
2018-09-28,313.666
2018-10-31,297.175
2018-11-30,276.661
2018-12-31,255.534
2019-01-31,267.732
2019-02-28,275.07
2019-03-29,262.526
2019-04-30,278.001
2019-05-31,246.757
2019-06-28,252.164
2019-07-31,238.109
2019-08-30,221.032
2019-09-30,242.7
2019-10-31,269.277
2019-11-29,285.343
2019-12-31,303.886
2020-01-31,277.232
2020-02-28,246.286
2020-03-31,187.766
2020-04-30,228.349
2020-05-29,228.855
2020-06-30,239.209
2020-07-31,244.147
2020-08-31,261.324
2020-09-30,261.311
2020-10-30,265.898
2020-11-30,321.455
2020-12-31,354.816
2021-01-29,349.351
2021-02-26,364.635
2021-03-31,388.865
2021-04-30,427.72
2021-05-31,455.041
2021-06-30,427.712
2021-07-30,433.802
2021-08-31,460.921
2021-09-30,428.381
2021-10-29,429.279
2021-11-30,393.345
2021-12-31,423.479
2022-01-31,430.43
2022-02-28,420.684
2022-03-31,392.032
2022-04-29,381.984
2022-05-31,388.427
2022-06-30,341.318
2022-07-29,344.3
2022-08-31,345.051
2022-09-30,324.007
2022-10-31,363.4
2022-11-30,392.499
2022-12-30,437.331
2023-01-31,482.233
2023-02-28,475.786
2023-03-31,459.787
2023-04-28,479.813
2023-05-31,451.572
2023-06-30,450.665
2023-07-31,503.72
2023-08-31,510.718
2023-09-29,465.985
2023-10-31,445.087
2023-11-30,491.343
2023-12-29,494.401
2024-01-31,495.834
2024-02-29,513.96
2024-03-29,567.317
2024-04-30,568.327
2024-05-31,624.17
2024-06-28,580.239
2024-07-31,628.818
2024-08-30,642.642
2024-09-30,629.562
2024-10-31,573.081
2024-11-29,558.167
2024-12-31,563.021
2025-01-31,607.359
2025-02-28,686.526
2025-03-31,677.368
2025-04-30,712.558
2025-05-30,827.74
