Date,IRELAND SMID VALUE SMID (Small+Mid Cap)
2001-10-03,257.916
2001-10-04,260.182
2001-10-05,263.277
2001-10-08,258.668
2001-10-09,258.227
2001-10-10,257.946
2001-10-11,260.421
2001-10-12,265.049
2001-10-15,266.86
2001-10-16,271.479
2001-10-17,274.598
2001-10-18,272.132
2001-10-19,266.599
2001-10-22,266.792
2001-10-23,269.102
2001-10-24,269.71
2001-10-25,272.499
2001-10-26,272.231
2001-10-29,274.094
2001-10-30,275.279
2001-10-31,273.431
2001-11-01,275.856
2001-11-02,275.309
2001-11-05,277.104
2001-11-06,281.3
2001-11-07,281.932
2001-11-08,277.155
2001-11-09,275.647
2001-11-12,276.52
2001-11-13,274.642
2001-11-14,278.439
2001-11-15,282.102
2001-11-16,285.724
2001-11-19,285.237
2001-11-20,286.249
2001-11-21,281.354
2001-11-22,284.126
2001-11-23,284.821
2001-11-26,286.91
2001-11-27,286.607
2001-11-28,288.459
2001-11-29,285.76
2001-11-30,289.506
2001-12-03,287.269
2001-12-04,287.782
2001-12-05,291.1
2001-12-06,296.324
2001-12-07,296.582
2001-12-10,293.997
2001-12-11,295.589
2001-12-12,297.853
2001-12-13,298.929
2001-12-14,294.828
2001-12-17,294.145
2001-12-18,296.491
2001-12-19,293.731
2001-12-20,291.2
2001-12-21,288.83
2001-12-24,285.948
2001-12-25,285.948
2001-12-26,286.192
2001-12-27,286.979
2001-12-28,288.833
2001-12-31,293.498
2002-01-01,293.498
2002-01-02,297.34
2002-01-03,301.931
2002-01-04,301.773
2002-01-07,305.422
2002-01-08,305.133
2002-01-09,301.881
2002-01-10,296.796
2002-01-11,297.782
2002-01-14,298.257
2002-01-15,297.208
2002-01-16,295.326
2002-01-17,296.372
2002-01-18,295.973
2002-01-21,294.337
2002-01-22,295.127
2002-01-23,294.979
2002-01-24,294.548
2002-01-25,290.244
2002-01-28,292.392
2002-01-29,290.177
2002-01-30,286.398
2002-01-31,288.185
2002-02-01,291.887
2002-02-04,295.237
2002-02-05,291.3
2002-02-06,288.952
2002-02-07,285.092
2002-02-08,288.371
2002-02-11,289.357
2002-02-12,293.206
2002-02-13,293.006
2002-02-14,294.634
2002-02-15,299.271
2002-02-18,295.484
2002-02-19,295.321
2002-02-20,295.033
2002-02-21,297.437
2002-02-22,300.044
2002-02-25,298.218
2002-02-26,298.909
2002-02-27,298.506
2002-02-28,297.855
2002-03-01,300.273
2002-03-04,304.836
2002-03-05,307.35
2002-03-06,307.665
2002-03-07,311.727
2002-03-08,315.957
2002-03-11,317.335
2002-03-12,317.224
2002-03-13,317.027
2002-03-14,318.831
2002-03-15,320.085
2002-03-18,319.344
2002-03-19,323.295
2002-03-20,322.588
2002-03-21,322.253
2002-03-22,322.671
2002-03-25,322.447
2002-03-26,323.479
2002-03-27,322.489
2002-03-28,321.751
2002-03-29,321.751
2002-04-01,324.388
2002-04-02,328.96
2002-04-03,328.254
2002-04-04,332.207
2002-04-05,337.441
2002-04-08,332.241
2002-04-09,330.451
2002-04-10,332.114
2002-04-11,334.079
2002-04-12,331.378
2002-04-15,331.676
2002-04-16,333.716
2002-04-17,336.13
2002-04-18,337.775
2002-04-19,337.522
2002-04-22,338.641
2002-04-23,339.955
2002-04-24,342.491
2002-04-25,345.203
2002-04-26,344.304
2002-04-29,345.806
2002-04-30,349.387
2002-05-01,351.623
2002-05-02,365.319
2002-05-03,373.429
2002-05-06,374.677
2002-05-07,371.793
2002-05-08,373.095
2002-05-09,376.419
2002-05-10,376.745
2002-05-13,376.281
2002-05-14,370.874
2002-05-15,375.191
2002-05-16,375.049
2002-05-17,378.078
2002-05-20,379.419
2002-05-21,378.868
2002-05-22,381.535
2002-05-23,379.512
2002-05-24,377.827
2002-05-27,376.779
2002-05-28,382.681
2002-05-29,383.28
2002-05-30,384.135
2002-05-31,384.246
2002-06-03,385.788
2002-06-04,383.632
2002-06-05,380.395
2002-06-06,383.203
2002-06-07,372.718
2002-06-10,376.522
2002-06-11,372.492
2002-06-12,366.79
2002-06-13,369.889
2002-06-14,364.042
2002-06-17,360.493
2002-06-18,364.619
2002-06-19,364.099
2002-06-20,364.329
2002-06-21,364.789
2002-06-24,363.272
2002-06-25,365.621
2002-06-26,356.389
2002-06-27,351.707
2002-06-28,355.19
2002-07-01,346.656
2002-07-02,331.156
2002-07-03,315.384
2002-07-04,320.271
2002-07-05,323.853
2002-07-08,329.868
2002-07-09,334.272
2002-07-10,328.675
2002-07-11,321.934
2002-07-12,325.536
2002-07-15,324.78
2002-07-16,323.902
2002-07-17,328.584
2002-07-18,330.148
2002-07-19,328.981
2002-07-22,320.749
2002-07-23,310.175
2002-07-24,300.671
2002-07-25,308.864
2002-07-26,300.706
2002-07-29,301.094
2002-07-30,306.155
2002-07-31,303.534
2002-08-01,302.671
2002-08-02,298.254
2002-08-05,291.617
2002-08-06,285.744
2002-08-07,289.798
2002-08-08,289.086
2002-08-09,294.378
2002-08-12,297.701
2002-08-13,301.737
2002-08-14,301.964
2002-08-15,303.873
2002-08-16,309.678
2002-08-19,306.383
2002-08-20,307.585
2002-08-21,312.171
2002-08-22,314.371
2002-08-23,316.053
2002-08-26,318.883
2002-08-27,318.24
2002-08-28,313.878
2002-08-29,313.635
2002-08-30,312.257
2002-09-02,310.948
2002-09-03,311.73
2002-09-04,307.597
2002-09-05,302.732
2002-09-06,300.689
2002-09-09,301.035
2002-09-10,302.224
2002-09-11,306.458
2002-09-12,305.02
2002-09-13,302.903
2002-09-16,303.572
2002-09-17,304.713
2002-09-18,298.038
2002-09-19,293.167
2002-09-20,291.14
2002-09-23,283.946
2002-09-24,279.72
2002-09-25,280.01
2002-09-26,282.347
2002-09-27,279.843
2002-09-30,261.524
2002-10-01,259.269
2002-10-02,262.978
2002-10-03,258.415
2002-10-04,254.432
2002-10-07,251.716
2002-10-08,252.332
2002-10-09,246.356
2002-10-10,247.871
2002-10-11,263.739
2002-10-14,262.0
2002-10-15,273.689
2002-10-16,271.549
2002-10-17,269.718
2002-10-18,272.78
2002-10-21,276.222
2002-10-22,274.077
2002-10-23,269.833
2002-10-24,277.252
2002-10-25,270.709
2002-10-28,271.004
2002-10-29,265.508
2002-10-30,265.172
2002-10-31,280.331
2002-11-01,281.414
2002-11-04,288.814
2002-11-05,287.254
2002-11-06,284.885
2002-11-07,288.886
2002-11-08,289.344
2002-11-11,288.533
2002-11-12,288.76
2002-11-13,288.115
2002-11-14,286.161
2002-11-15,290.743
2002-11-18,294.18
2002-11-19,295.218
2002-11-20,289.777
2002-11-21,292.804
2002-11-22,289.367
2002-11-25,290.18
2002-11-26,290.11
2002-11-27,289.919
2002-11-28,293.92
2002-11-29,302.568
2002-12-02,305.805
2002-12-03,303.973
2002-12-04,301.605
2002-12-05,299.28
2002-12-06,295.819
2002-12-09,292.936
2002-12-10,289.572
2002-12-11,291.848
2002-12-12,288.807
2002-12-13,280.857
2002-12-16,276.968
2002-12-17,282.819
2002-12-18,277.451
2002-12-19,278.966
2002-12-20,280.888
2002-12-23,278.808
2002-12-24,279.71
2002-12-25,279.71
2002-12-26,280.416
2002-12-27,281.486
2002-12-30,282.192
2002-12-31,282.88
2003-01-01,282.88
2003-01-02,284.632
2003-01-03,289.742
2003-01-06,291.019
2003-01-07,291.432
2003-01-08,290.549
2003-01-09,291.244
2003-01-10,296.838
2003-01-13,295.224
2003-01-14,292.32
2003-01-15,286.385
2003-01-16,286.605
2003-01-17,287.246
2003-01-20,288.604
2003-01-21,289.251
2003-01-22,287.717
2003-01-23,289.445
2003-01-24,289.083
2003-01-27,283.1
2003-01-28,283.376
2003-01-29,278.1
2003-01-30,281.652
2003-01-31,286.081
2003-02-03,292.74
2003-02-04,289.695
2003-02-05,284.425
2003-02-06,280.684
2003-02-07,278.198
2003-02-10,277.919
2003-02-11,280.396
2003-02-12,277.625
2003-02-13,277.34
2003-02-14,275.695
2003-02-17,276.12
2003-02-18,277.849
2003-02-19,278.756
2003-02-20,282.789
2003-02-21,280.728
2003-02-24,278.649
2003-02-25,271.906
2003-02-26,270.138
2003-02-27,267.135
2003-02-28,268.788
2003-03-03,268.734
2003-03-04,278.037
2003-03-05,278.813
2003-03-06,280.072
2003-03-07,283.531
2003-03-10,287.258
2003-03-11,282.481
2003-03-12,283.693
2003-03-13,287.935
2003-03-14,291.499
2003-03-17,289.614
2003-03-18,291.497
2003-03-19,291.499
2003-03-20,289.267
2003-03-21,294.705
2003-03-24,295.302
2003-03-25,295.784
2003-03-26,297.552
2003-03-27,298.777
2003-03-28,298.361
2003-03-31,298.117
2003-04-01,298.913
2003-04-02,293.296
2003-04-03,294.751
2003-04-04,294.583
2003-04-07,295.57
2003-04-08,296.667
2003-04-09,298.032
2003-04-10,297.408
2003-04-11,297.432
2003-04-14,300.576
2003-04-15,304.403
2003-04-16,308.071
2003-04-17,310.747
2003-04-18,310.779
2003-04-21,309.439
2003-04-22,311.483
2003-04-23,317.234
2003-04-24,317.127
2003-04-25,312.937
2003-04-28,311.715
2003-04-29,316.647
2003-04-30,322.419
2003-05-01,325.656
2003-05-02,328.759
2003-05-05,330.458
2003-05-06,337.465
2003-05-07,335.44
2003-05-08,334.355
2003-05-09,332.853
2003-05-12,336.822
2003-05-13,336.263
2003-05-14,333.237
2003-05-15,332.596
2003-05-16,340.049
2003-05-19,337.693
2003-05-20,336.718
2003-05-21,336.436
2003-05-22,335.367
2003-05-23,336.834
2003-05-26,339.982
2003-05-27,336.92
2003-05-28,337.87
2003-05-29,339.665
2003-05-30,343.598
2003-06-02,342.312
2003-06-03,347.615
2003-06-04,349.589
2003-06-05,358.213
2003-06-06,354.888
2003-06-09,351.991
2003-06-10,348.79
2003-06-11,351.467
2003-06-12,358.557
2003-06-13,361.792
2003-06-16,365.59
2003-06-17,371.617
2003-06-18,365.179
2003-06-19,357.977
2003-06-20,355.94
2003-06-23,347.782
2003-06-24,343.927
2003-06-25,350.858
2003-06-26,332.181
2003-06-27,326.873
2003-06-30,335.14
2003-07-01,344.38
2003-07-02,345.755
2003-07-03,350.784
2003-07-04,350.62
2003-07-07,355.245
2003-07-08,355.797
2003-07-09,361.656
2003-07-10,365.634
2003-07-11,362.55
2003-07-14,362.821
2003-07-15,364.624
2003-07-16,364.745
2003-07-17,361.423
2003-07-18,367.55
2003-07-21,373.151
2003-07-22,369.433
2003-07-23,368.471
2003-07-24,365.628
2003-07-25,366.456
2003-07-28,367.79
2003-07-29,371.728
2003-07-30,374.379
2003-07-31,375.428
2003-08-01,375.376
2003-08-04,376.57
2003-08-05,371.634
2003-08-06,367.167
2003-08-07,369.879
2003-08-08,360.167
2003-08-11,362.764
2003-08-12,358.291
2003-08-13,362.292
2003-08-14,363.147
2003-08-15,363.364
2003-08-18,361.379
2003-08-19,364.011
2003-08-20,368.749
2003-08-21,365.602
2003-08-22,363.481
2003-08-25,366.746
2003-08-26,362.801
2003-08-27,366.988
2003-08-28,369.32
2003-08-29,381.445
2003-09-01,378.367
2003-09-02,365.37
2003-09-03,368.671
2003-09-04,372.195
2003-09-05,382.587
2003-09-08,388.519
2003-09-09,389.537
2003-09-10,384.275
2003-09-11,383.246
2003-09-12,385.503
2003-09-15,389.352
2003-09-16,385.615
2003-09-17,393.308
2003-09-18,396.372
2003-09-19,397.878
2003-09-22,396.328
2003-09-23,394.234
2003-09-24,395.186
2003-09-25,390.638
2003-09-26,388.233
2003-09-29,387.345
2003-09-30,385.746
2003-10-01,388.461
2003-10-02,386.781
2003-10-03,389.078
2003-10-06,397.898
2003-10-07,401.603
2003-10-08,403.153
2003-10-09,405.885
2003-10-10,408.631
2003-10-13,410.97
2003-10-14,415.287
2003-10-15,416.733
2003-10-16,412.75
2003-10-17,411.059
2003-10-20,412.915
2003-10-21,414.159
2003-10-22,413.478
2003-10-23,407.487
2003-10-24,408.492
2003-10-27,403.71
2003-10-28,405.012
2003-10-29,411.664
2003-10-30,411.718
2003-10-31,402.261
2003-11-03,401.043
2003-11-04,403.174
2003-11-05,397.813
2003-11-06,397.058
2003-11-07,403.21
2003-11-10,403.828
2003-11-11,403.331
2003-11-12,405.519
2003-11-13,408.216
2003-11-14,414.266
2003-11-17,411.501
2003-11-18,413.979
2003-11-19,411.115
2003-11-20,403.324
2003-11-21,404.667
2003-11-24,401.375
2003-11-25,409.717
2003-11-26,417.12
2003-11-27,414.588
2003-11-28,417.344
2003-12-01,428.671
2003-12-02,434.629
2003-12-03,435.67
2003-12-04,437.245
2003-12-05,439.416
2003-12-08,440.21
2003-12-09,442.896
2003-12-10,437.883
2003-12-11,432.946
2003-12-12,435.263
2003-12-15,441.39
2003-12-16,437.541
2003-12-17,438.563
2003-12-18,440.038
2003-12-19,444.938
2003-12-22,449.79
2003-12-23,453.688
2003-12-24,454.966
2003-12-25,454.966
2003-12-26,454.784
2003-12-29,457.837
2003-12-30,458.75
2003-12-31,462.634
2004-01-01,462.634
2004-01-02,464.782
2004-01-05,481.102
2004-01-06,483.025
2004-01-07,482.488
2004-01-08,483.619
2004-01-09,487.651
2004-01-12,491.905
2004-01-13,494.611
2004-01-14,497.203
2004-01-15,497.523
2004-01-16,487.501
2004-01-19,485.643
2004-01-20,493.346
2004-01-21,498.336
2004-01-22,508.628
2004-01-23,501.027
2004-01-26,495.533
2004-01-27,497.951
2004-01-28,491.134
2004-01-29,482.971
2004-01-30,484.385
2004-02-02,485.205
2004-02-03,490.681
2004-02-04,490.741
2004-02-05,489.639
2004-02-06,497.171
2004-02-09,502.66
2004-02-10,499.134
2004-02-11,498.758
2004-02-12,502.371
2004-02-13,500.598
2004-02-16,498.699
2004-02-17,499.587
2004-02-18,507.737
2004-02-19,512.199
2004-02-20,502.904
2004-02-23,507.131
2004-02-24,503.678
2004-02-25,495.223
2004-02-26,491.614
2004-02-27,494.031
2004-03-01,508.992
2004-03-02,508.495
2004-03-03,500.547
2004-03-04,501.392
2004-03-05,510.823
2004-03-08,507.979
2004-03-09,510.634
2004-03-10,501.792
2004-03-11,496.201
2004-03-12,494.702
2004-03-15,493.617
2004-03-16,497.199
2004-03-17,494.639
2004-03-18,505.094
2004-03-19,508.982
2004-03-22,503.022
2004-03-23,504.311
2004-03-24,501.693
2004-03-25,506.124
2004-03-26,500.749
2004-03-29,503.767
2004-03-30,502.776
2004-03-31,508.6
2004-04-01,515.233
2004-04-02,514.469
2004-04-05,512.526
2004-04-06,518.258
2004-04-07,524.154
2004-04-08,520.013
2004-04-09,520.013
2004-04-12,518.553
2004-04-13,516.126
2004-04-14,514.314
2004-04-15,512.99
2004-04-16,515.144
2004-04-19,521.025
2004-04-20,520.847
2004-04-21,516.959
2004-04-22,523.289
2004-04-23,532.931
2004-04-26,530.411
2004-04-27,533.229
2004-04-28,530.84
2004-04-29,531.659
2004-04-30,522.426
2004-05-03,520.988
2004-05-04,524.71
2004-05-05,526.746
2004-05-06,521.248
2004-05-07,515.821
2004-05-10,495.807
2004-05-11,500.616
2004-05-12,500.318
2004-05-13,505.521
2004-05-14,504.809
2004-05-17,509.384
2004-05-18,511.158
2004-05-19,519.959
2004-05-20,507.884
2004-05-21,513.873
2004-05-24,508.659
2004-05-25,512.301
2004-05-26,517.026
2004-05-27,525.981
2004-05-28,526.28
2004-05-31,525.727
2004-06-01,523.27
2004-06-02,528.473
2004-06-03,526.209
2004-06-04,530.639
2004-06-07,533.631
2004-06-08,535.757
2004-06-09,520.998
2004-06-10,515.186
2004-06-11,516.699
2004-06-14,512.776
2004-06-15,515.06
2004-06-16,510.007
2004-06-17,512.203
2004-06-18,518.453
2004-06-21,516.491
2004-06-22,519.939
2004-06-23,519.964
2004-06-24,527.548
2004-06-25,526.876
2004-06-28,543.992
2004-06-29,531.216
2004-06-30,539.145
2004-07-01,533.945
2004-07-02,544.969
2004-07-05,542.376
2004-07-06,541.92
2004-07-07,547.428
2004-07-08,552.717
2004-07-09,551.351
2004-07-12,553.002
2004-07-13,542.294
2004-07-14,547.378
2004-07-15,543.215
2004-07-16,541.081
2004-07-19,540.335
2004-07-20,530.908
2004-07-21,530.538
2004-07-22,509.141
2004-07-23,505.417
2004-07-26,509.823
2004-07-27,490.348
2004-07-28,497.975
2004-07-29,496.794
2004-07-30,501.702
2004-08-02,503.839
2004-08-03,500.996
2004-08-04,496.821
2004-08-05,495.62
2004-08-06,486.599
2004-08-09,484.817
2004-08-10,480.077
2004-08-11,493.745
2004-08-12,503.599
2004-08-13,496.941
2004-08-16,502.564
2004-08-17,513.357
2004-08-18,509.233
2004-08-19,513.295
2004-08-20,515.244
2004-08-23,514.528
2004-08-24,512.198
2004-08-25,509.201
2004-08-26,514.026
2004-08-27,516.011
2004-08-30,515.418
2004-08-31,520.048
2004-09-01,528.398
2004-09-02,529.174
2004-09-03,526.259
2004-09-06,526.91
2004-09-07,525.716
2004-09-08,528.369
2004-09-09,532.25
2004-09-10,538.909
2004-09-13,539.784
2004-09-14,544.914
2004-09-15,546.335
2004-09-16,543.032
2004-09-17,546.918
2004-09-20,543.782
2004-09-21,546.049
2004-09-22,538.549
2004-09-23,537.676
2004-09-24,539.526
2004-09-27,539.704
2004-09-28,544.431
2004-09-29,545.771
2004-09-30,548.502
2004-10-01,550.217
2004-10-04,551.424
2004-10-05,550.065
2004-10-06,553.061
2004-10-07,551.568
2004-10-08,548.006
2004-10-11,549.377
2004-10-12,543.489
2004-10-13,544.456
2004-10-14,539.612
2004-10-15,545.583
2004-10-18,554.202
2004-10-19,560.9
2004-10-20,562.325
2004-10-21,565.272
2004-10-22,577.34
2004-10-25,581.575
2004-10-26,583.14
2004-10-27,589.335
2004-10-28,594.022
2004-10-29,587.453
2004-11-01,591.73
2004-11-02,593.501
2004-11-03,605.717
2004-11-04,602.157
2004-11-05,614.934
2004-11-08,627.137
2004-11-09,625.853
2004-11-10,628.216
2004-11-11,620.208
2004-11-12,628.61
2004-11-15,641.275
2004-11-16,633.289
2004-11-17,635.265
2004-11-18,629.445
2004-11-19,617.339
2004-11-22,620.647
2004-11-23,618.81
2004-11-24,622.955
2004-11-25,622.909
2004-11-26,623.296
2004-11-29,623.883
2004-11-30,614.097
2004-12-01,618.916
2004-12-02,622.028
2004-12-03,629.785
2004-12-06,631.036
2004-12-07,626.532
2004-12-08,619.592
2004-12-09,622.378
2004-12-10,628.912
2004-12-13,628.958
2004-12-14,634.059
2004-12-15,639.57
2004-12-16,632.221
2004-12-17,631.437
2004-12-20,634.275
2004-12-21,627.76
2004-12-22,631.874
2004-12-23,634.278
2004-12-24,635.922
2004-12-27,639.891
2004-12-28,638.975
2004-12-29,647.402
2004-12-30,647.031
2004-12-31,648.042
2005-01-03,641.773
2005-01-04,647.968
2005-01-05,650.847
2005-01-06,647.095
2005-01-07,650.824
2005-01-10,652.463
2005-01-11,654.767
2005-01-12,662.841
2005-01-13,666.207
2005-01-14,657.18
2005-01-17,662.568
2005-01-18,657.895
2005-01-19,664.793
2005-01-20,654.315
2005-01-21,648.545
2005-01-24,647.172
2005-01-25,644.17
2005-01-26,646.416
2005-01-27,646.937
2005-01-28,640.028
2005-01-31,631.762
2005-02-01,649.517
2005-02-02,652.663
2005-02-03,650.32
2005-02-04,654.301
2005-02-07,649.376
2005-02-08,638.92
2005-02-09,641.198
2005-02-10,645.656
2005-02-11,651.653
2005-02-14,661.074
2005-02-15,660.14
2005-02-16,664.777
2005-02-17,671.826
2005-02-18,671.539
2005-02-21,668.101
2005-02-22,676.94
2005-02-23,666.621
2005-02-24,666.874
2005-02-25,674.538
2005-02-28,569.12
2005-03-01,560.916
2005-03-02,551.977
2005-03-03,544.672
2005-03-04,543.12
2005-03-07,537.973
2005-03-08,546.738
2005-03-09,545.258
2005-03-10,545.059
2005-03-11,542.718
2005-03-14,537.268
2005-03-15,538.204
2005-03-16,532.742
2005-03-17,537.297
2005-03-18,534.871
2005-03-21,528.294
2005-03-22,529.274
2005-03-23,522.287
2005-03-24,522.498
2005-03-25,522.498
2005-03-28,518.831
2005-03-29,520.469
2005-03-30,521.812
2005-03-31,499.312
2005-04-01,498.376
2005-04-04,494.578
2005-04-05,497.381
2005-04-06,502.571
2005-04-07,504.454
2005-04-08,504.682
2005-04-11,510.751
2005-04-12,505.473
2005-04-13,513.427
2005-04-14,507.151
2005-04-15,508.667
2005-04-18,503.683
2005-04-19,504.524
2005-04-20,505.442
2005-04-21,505.697
2005-04-22,504.334
2005-04-25,498.81
2005-04-26,499.655
2005-04-27,498.505
2005-04-28,495.832
2005-04-29,503.628
2005-05-02,500.858
2005-05-03,503.918
2005-05-04,508.142
2005-05-05,516.609
2005-05-06,514.456
2005-05-09,513.497
2005-05-10,516.643
2005-05-11,517.104
2005-05-12,522.71
2005-05-13,517.642
2005-05-16,517.434
2005-05-17,518.491
2005-05-18,524.177
2005-05-19,529.156
2005-05-20,523.313
2005-05-23,523.27
2005-05-24,526.274
2005-05-25,526.826
2005-05-26,528.736
2005-05-27,532.135
2005-05-30,531.319
2005-05-31,521.233
2005-06-01,525.36
2005-06-02,514.973
2005-06-03,518.674
2005-06-06,519.054
2005-06-07,516.814
2005-06-08,521.238
2005-06-09,511.791
2005-06-10,514.235
2005-06-13,513.327
2005-06-14,515.072
2005-06-15,520.579
2005-06-16,519.867
2005-06-17,526.295
2005-06-20,521.484
2005-06-21,525.119
2005-06-22,525.125
2005-06-23,525.99
2005-06-24,522.755
2005-06-27,522.783
2005-06-28,520.88
2005-06-29,530.239
2005-06-30,533.332
2005-07-01,526.836
2005-07-04,516.27
2005-07-05,521.302
2005-07-06,528.791
2005-07-07,525.054
2005-07-08,524.361
2005-07-11,532.825
2005-07-12,537.913
2005-07-13,534.541
2005-07-14,537.024
2005-07-15,535.009
2005-07-18,534.989
2005-07-19,542.901
2005-07-20,540.546
2005-07-21,551.333
2005-07-22,551.449
2005-07-25,547.595
2005-07-26,546.892
2005-07-27,552.074
2005-07-28,544.847
2005-07-29,550.5
2005-08-01,563.047
2005-08-02,562.271
2005-08-03,561.837
2005-08-04,561.074
2005-08-05,562.825
2005-08-08,562.456
2005-08-09,571.961
2005-08-10,574.087
2005-08-11,574.185
2005-08-12,570.266
2005-08-15,566.599
2005-08-16,566.661
2005-08-17,563.963
2005-08-18,558.776
2005-08-19,554.863
2005-08-22,561.719
2005-08-23,562.8
2005-08-24,563.948
2005-08-25,564.042
2005-08-26,563.504
2005-08-29,563.388
2005-08-30,565.689
2005-08-31,583.069
2005-09-01,585.841
2005-09-02,592.878
2005-09-05,591.489
2005-09-06,598.848
2005-09-07,594.413
2005-09-08,594.051
2005-09-09,596.636
2005-09-12,593.034
2005-09-13,587.295
2005-09-14,589.706
2005-09-15,582.756
2005-09-16,581.312
2005-09-19,580.699
2005-09-20,585.381
2005-09-21,583.107
2005-09-22,572.774
2005-09-23,572.747
2005-09-26,568.902
2005-09-27,568.284
2005-09-28,573.432
2005-09-29,578.356
2005-09-30,589.272
2005-10-03,575.769
2005-10-04,583.353
2005-10-05,588.94
2005-10-06,593.535
2005-10-07,588.069
2005-10-10,580.231
2005-10-11,584.009
2005-10-12,584.742
2005-10-13,579.564
2005-10-14,582.782
2005-10-17,578.751
2005-10-18,570.863
2005-10-19,561.562
2005-10-20,562.039
2005-10-21,552.466
2005-10-24,561.441
2005-10-25,571.402
2005-10-26,571.524
2005-10-27,566.931
2005-10-28,565.571
2005-10-31,568.877
2005-11-01,569.748
2005-11-02,586.74
2005-11-03,589.991
2005-11-04,576.143
2005-11-07,583.131
2005-11-08,585.664
