Date,HONG KONG SMID VALUE SMID (Small+Mid Cap)
2010-07-23,1103.391
2010-07-26,1105.563
2010-07-27,1110.469
2010-07-28,1113.345
2010-07-29,1117.798
2010-07-30,1122.105
2010-08-02,1132.544
2010-08-03,1141.475
2010-08-04,1145.931
2010-08-05,1144.942
2010-08-06,1151.9
2010-08-09,1160.801
2010-08-10,1149.439
2010-08-11,1148.971
2010-08-12,1140.06
2010-08-13,1138.554
2010-08-16,1125.309
2010-08-17,1128.882
2010-08-18,1130.128
2010-08-19,1134.393
2010-08-20,1133.328
2010-08-23,1131.766
2010-08-24,1129.345
2010-08-25,1123.257
2010-08-26,1121.915
2010-08-27,1117.806
2010-08-30,1125.701
2010-08-31,1126.302
2010-09-01,1130.371
2010-09-02,1137.74
2010-09-03,1143.745
2010-09-06,1166.43
2010-09-07,1167.898
2010-09-08,1161.455
2010-09-09,1170.575
2010-09-10,1170.654
2010-09-13,1179.418
2010-09-14,1187.066
2010-09-15,1192.531
2010-09-16,1197.559
2010-09-17,1213.753
2010-09-20,1221.656
2010-09-21,1230.028
2010-09-22,1240.157
2010-09-23,1239.998
2010-09-24,1244.23
2010-09-27,1263.413
2010-09-28,1244.609
2010-09-29,1250.763
2010-09-30,1255.167
2010-10-01,1255.943
2010-10-04,1278.721
2010-10-05,1278.543
2010-10-06,1301.089
2010-10-07,1306.433
2010-10-08,1304.864
2010-10-11,1311.517
2010-10-12,1313.531
2010-10-13,1317.341
2010-10-14,1324.207
2010-10-15,1314.505
2010-10-18,1304.715
2010-10-19,1312.588
2010-10-20,1305.449
2010-10-21,1302.462
2010-10-22,1310.296
2010-10-25,1313.062
2010-10-26,1311.621
2010-10-27,1297.238
2010-10-28,1296.841
2010-10-29,1288.659
2010-11-01,1309.555
2010-11-02,1321.241
2010-11-03,1333.532
2010-11-04,1361.397
2010-11-05,1378.106
2010-11-08,1392.763
2010-11-09,1385.235
2010-11-10,1382.2
2010-11-11,1372.203
2010-11-12,1353.416
2010-11-15,1346.608
2010-11-16,1334.658
2010-11-17,1307.048
2010-11-18,1330.649
2010-11-19,1324.114
2010-11-22,1313.257
2010-11-23,1287.772
2010-11-24,1294.461
2010-11-25,1300.438
2010-11-26,1297.79
2010-11-29,1298.906
2010-11-30,1309.466
2010-12-01,1324.519
2010-12-02,1341.533
2010-12-03,1344.316
2010-12-06,1341.346
2010-12-07,1346.137
2010-12-08,1342.253
2010-12-09,1338.149
2010-12-10,1332.152
2010-12-13,1342.19
2010-12-14,1355.52
2010-12-15,1342.633
2010-12-16,1328.119
2010-12-17,1326.331
2010-12-20,1312.978
2010-12-21,1328.617
2010-12-22,1337.027
2010-12-23,1335.905
2010-12-24,1333.216
2010-12-27,1332.882
2010-12-28,1322.907
2010-12-29,1340.612
2010-12-30,1352.346
2010-12-31,1349.01
2011-01-03,1373.194
2011-01-04,1396.584
2011-01-05,1402.719
2011-01-06,1407.854
2011-01-07,1410.338
2011-01-10,1403.524
2011-01-11,1416.737
2011-01-12,1424.402
2011-01-13,1420.661
2011-01-14,1405.568
2011-01-17,1406.199
2011-01-18,1409.374
2011-01-19,1422.581
2011-01-20,1408.22
2011-01-21,1397.787
2011-01-24,1383.05
2011-01-25,1383.411
2011-01-26,1381.996
2011-01-27,1382.629
2011-01-28,1378.378
2011-01-31,1369.379
2011-02-01,1376.759
2011-02-02,1394.573
2011-02-03,1394.779
2011-02-04,1394.591
2011-02-07,1390.248
2011-02-08,1381.641
2011-02-09,1354.385
2011-02-10,1328.684
2011-02-11,1322.809
2011-02-14,1342.324
2011-02-15,1333.64
2011-02-16,1340.12
2011-02-17,1340.957
2011-02-18,1347.156
2011-02-21,1345.155
2011-02-22,1317.871
2011-02-23,1303.363
2011-02-24,1278.528
2011-02-25,1290.006
2011-02-28,1291.307
2011-03-01,1313.828
2011-03-02,1304.363
2011-03-03,1313.174
2011-03-04,1327.342
2011-03-07,1321.848
2011-03-08,1328.244
2011-03-09,1334.94
2011-03-10,1325.307
2011-03-11,1312.995
2011-03-14,1313.651
2011-03-15,1282.557
2011-03-16,1283.951
2011-03-17,1252.441
2011-03-18,1267.178
2011-03-21,1288.473
2011-03-22,1294.741
2011-03-23,1298.764
2011-03-24,1302.611
2011-03-25,1302.718
2011-03-28,1300.682
2011-03-29,1298.62
2011-03-30,1310.867
2011-03-31,1315.889
2011-04-01,1323.829
2011-04-04,1345.404
2011-04-05,1345.621
2011-04-06,1350.364
2011-04-07,1354.634
2011-04-08,1364.021
2011-04-11,1368.151
2011-04-12,1354.958
2011-04-13,1355.672
2011-04-14,1366.344
2011-04-15,1369.574
2011-04-18,1368.493
2011-04-19,1358.485
2011-04-20,1361.688
2011-04-21,1368.625
2011-04-22,1368.625
2011-04-25,1367.797
2011-04-26,1357.253
2011-04-27,1356.859
2011-04-28,1357.246
2011-04-29,1355.97
2011-05-02,1356.311
2011-05-03,1356.539
2011-05-04,1339.882
2011-05-05,1339.672
2011-05-06,1347.886
2011-05-09,1355.665
2011-05-10,1355.883
2011-05-11,1358.396
2011-05-12,1350.26
2011-05-13,1363.145
2011-05-16,1353.203
2011-05-17,1344.689
2011-05-18,1350.206
2011-05-19,1360.23
2011-05-20,1364.142
2011-05-23,1342.018
2011-05-24,1343.76
2011-05-25,1336.823
2011-05-26,1334.944
2011-05-27,1343.106
2011-05-30,1352.42
2011-05-31,1368.836
2011-06-01,1364.875
2011-06-02,1363.49
2011-06-03,1363.201
2011-06-06,1362.982
2011-06-07,1352.157
2011-06-08,1347.741
2011-06-09,1336.221
2011-06-10,1326.686
2011-06-13,1317.318
2011-06-14,1319.35
2011-06-15,1312.016
2011-06-16,1301.874
2011-06-17,1286.341
2011-06-20,1267.586
2011-06-21,1272.872
2011-06-22,1272.643
2011-06-23,1264.858
2011-06-24,1281.315
2011-06-27,1274.379
2011-06-28,1276.401
2011-06-29,1287.189
2011-06-30,1296.958
2011-07-01,1296.9
2011-07-04,1316.473
2011-07-05,1320.355
2011-07-06,1319.331
2011-07-07,1321.803
2011-07-08,1330.104
2011-07-11,1311.639
2011-07-12,1284.566
2011-07-13,1290.91
2011-07-14,1285.565
2011-07-15,1279.32
2011-07-18,1278.891
2011-07-19,1270.78
2011-07-20,1283.693
2011-07-21,1286.497
2011-07-22,1301.101
2011-07-25,1291.211
2011-07-26,1303.66
2011-07-27,1304.116
2011-07-28,1300.756
2011-07-29,1298.555
2011-08-01,1302.819
2011-08-02,1301.404
2011-08-03,1285.167
2011-08-04,1271.945
2011-08-05,1212.596
2011-08-08,1172.018
2011-08-09,1132.095
2011-08-10,1151.111
2011-08-11,1151.353
2011-08-12,1165.644
2011-08-15,1182.923
2011-08-16,1187.514
2011-08-17,1198.125
2011-08-18,1193.104
2011-08-19,1156.995
2011-08-22,1135.181
2011-08-23,1148.821
2011-08-24,1143.437
2011-08-25,1150.319
2011-08-26,1141.176
2011-08-29,1149.107
2011-08-30,1165.562
2011-08-31,1189.732
2011-09-01,1197.899
2011-09-02,1184.343
2011-09-05,1157.778
2011-09-06,1147.691
2011-09-07,1159.391
2011-09-08,1162.049
2011-09-09,1157.562
2011-09-12,1122.683
2011-09-13,1122.252
2011-09-14,1104.829
2011-09-15,1099.424
2011-09-16,1088.012
2011-09-19,1054.49
2011-09-20,1055.122
2011-09-21,1052.217
2011-09-22,1005.349
2011-09-23,984.642
2011-09-26,937.038
2011-09-27,964.729
2011-09-28,975.234
2011-09-29,975.722
2011-09-30,963.843
2011-10-03,918.458
2011-10-04,889.39
2011-10-05,889.687
2011-10-06,923.013
2011-10-07,962.076
2011-10-10,957.978
2011-10-11,997.431
2011-10-12,1017.204
2011-10-13,1042.761
2011-10-14,1029.173
2011-10-17,1055.456
2011-10-18,996.713
2011-10-19,1009.743
2011-10-20,990.329
2011-10-21,998.732
2011-10-24,1023.642
2011-10-25,1028.836
2011-10-26,1036.163
2011-10-27,1060.901
2011-10-28,1080.215
2011-10-31,1070.127
2011-11-01,1056.625
2011-11-02,1058.229
2011-11-03,1055.321
2011-11-04,1066.245
2011-11-07,1063.454
2011-11-08,1063.507
2011-11-09,1079.587
2011-11-10,1037.568
2011-11-11,1048.167
2011-11-14,1051.842
2011-11-15,1054.254
2011-11-16,1042.742
2011-11-17,1039.706
2011-11-18,1033.003
2011-11-21,1020.979
2011-11-22,1023.795
2011-11-23,1014.875
2011-11-24,1011.83
2011-11-25,1001.322
2011-11-28,1010.354
2011-11-29,1020.629
2011-11-30,1007.646
2011-12-01,1040.86
2011-12-02,1035.1
2011-12-05,1047.123
2011-12-06,1032.519
2011-12-07,1044.346
2011-12-08,1045.634
2011-12-09,1019.715
2011-12-12,1017.57
2011-12-13,1004.643
2011-12-14,1007.879
2011-12-15,994.112
2011-12-16,1008.923
2011-12-19,994.155
2011-12-20,996.391
2011-12-21,1002.77
2011-12-22,1002.985
2011-12-23,1015.991
2011-12-26,1015.991
2011-12-27,1015.998
2011-12-28,1010.498
2011-12-29,1014.912
2011-12-30,1016.106
2012-01-02,1016.106
2012-01-03,1024.357
2012-01-04,1031.086
2012-01-05,1027.923
2012-01-06,1024.875
2012-01-09,1026.158
2012-01-10,1035.183
2012-01-11,1046.453
2012-01-12,1048.389
2012-01-13,1052.374
2012-01-16,1046.937
2012-01-17,1070.984
2012-01-18,1067.877
2012-01-19,1092.297
2012-01-20,1101.754
2012-01-23,1101.911
2012-01-24,1101.96
2012-01-25,1101.655
2012-01-26,1117.162
2012-01-27,1121.261
2012-01-30,1104.234
2012-01-31,1118.972
2012-02-01,1125.993
2012-02-02,1145.132
2012-02-03,1149.563
2012-02-06,1157.009
2012-02-07,1160.627
2012-02-08,1186.028
2012-02-09,1206.004
2012-02-10,1197.892
2012-02-13,1201.122
2012-02-14,1215.396
2012-02-15,1239.55
2012-02-16,1241.459
2012-02-17,1259.006
2012-02-20,1261.298
2012-02-21,1258.204
2012-02-22,1262.117
2012-02-23,1269.815
2012-02-24,1281.351
2012-02-27,1269.332
2012-02-28,1277.921
2012-02-29,1286.701
2012-03-01,1275.922
2012-03-02,1292.568
2012-03-05,1286.303
2012-03-06,1257.331
2012-03-07,1243.502
2012-03-08,1261.152
2012-03-09,1266.061
2012-03-12,1259.154
2012-03-13,1276.764
2012-03-14,1281.875
2012-03-15,1272.377
2012-03-16,1264.949
2012-03-19,1255.824
2012-03-20,1246.482
2012-03-21,1237.195
2012-03-22,1236.657
2012-03-23,1222.001
2012-03-26,1229.674
2012-03-27,1251.453
2012-03-28,1246.474
2012-03-29,1233.465
2012-03-30,1226.199
2012-04-02,1228.414
2012-04-03,1244.805
2012-04-04,1244.685
2012-04-05,1242.869
2012-04-06,1242.869
2012-04-09,1242.693
2012-04-10,1232.921
2012-04-11,1219.74
2012-04-12,1225.726
2012-04-13,1232.629
2012-04-16,1225.001
2012-04-17,1218.054
2012-04-18,1229.783
2012-04-19,1232.989
2012-04-20,1234.558
2012-04-23,1226.239
2012-04-24,1223.728
2012-04-25,1223.438
2012-04-26,1234.939
2012-04-27,1227.852
2012-04-30,1242.328
2012-05-01,1242.296
2012-05-02,1261.018
2012-05-03,1250.499
2012-05-04,1240.024
2012-05-07,1212.254
2012-05-08,1211.356
2012-05-09,1190.469
2012-05-10,1185.861
2012-05-11,1178.177
2012-05-14,1168.16
2012-05-15,1174.158
2012-05-16,1140.461
2012-05-17,1141.065
2012-05-18,1127.227
2012-05-21,1130.647
2012-05-22,1147.103
2012-05-23,1132.93
2012-05-24,1120.998
2012-05-25,1125.812
2012-05-28,1129.393
2012-05-29,1147.766
2012-05-30,1135.63
2012-05-31,1122.563
2012-06-01,1129.279
2012-06-04,1093.836
2012-06-05,1097.26
2012-06-06,1110.904
2012-06-07,1122.504
2012-06-08,1119.863
2012-06-11,1143.387
2012-06-12,1143.25
2012-06-13,1136.935
2012-06-14,1122.135
2012-06-15,1131.501
2012-06-18,1140.791
2012-06-19,1145.903
2012-06-20,1157.68
2012-06-21,1151.711
2012-06-22,1142.885
2012-06-25,1133.433
2012-06-26,1130.839
2012-06-27,1141.553
2012-06-28,1139.303
2012-06-29,1149.927
2012-07-02,1149.801
2012-07-03,1169.405
2012-07-04,1182.271
2012-07-05,1190.741
2012-07-06,1209.492
2012-07-09,1192.74
2012-07-10,1190.433
2012-07-11,1193.413
2012-07-12,1179.189
2012-07-13,1184.936
2012-07-16,1188.685
2012-07-17,1195.619
2012-07-18,1190.247
2012-07-19,1197.206
2012-07-20,1196.387
2012-07-23,1180.729
2012-07-24,1176.191
2012-07-25,1172.943
2012-07-26,1171.759
2012-07-27,1181.292
2012-07-30,1191.415
2012-07-31,1199.041
2012-08-01,1203.32
2012-08-02,1206.692
2012-08-03,1198.464
2012-08-06,1217.716
2012-08-07,1233.017
2012-08-08,1223.725
2012-08-09,1240.508
2012-08-10,1231.06
2012-08-13,1226.335
2012-08-14,1226.253
2012-08-15,1220.763
2012-08-16,1215.163
2012-08-17,1224.817
2012-08-20,1224.416
2012-08-21,1226.491
2012-08-22,1219.447
2012-08-23,1238.048
2012-08-24,1229.838
2012-08-27,1224.782
2012-08-28,1217.395
2012-08-29,1217.868
2012-08-30,1205.693
2012-08-31,1206.307
2012-09-03,1213.169
2012-09-04,1208.005
2012-09-05,1199.725
2012-09-06,1207.307
2012-09-07,1230.709
2012-09-10,1241.662
2012-09-11,1243.401
2012-09-12,1259.052
2012-09-13,1264.472
2012-09-14,1297.124
2012-09-17,1295.816
2012-09-18,1295.012
2012-09-19,1306.033
2012-09-20,1295.029
2012-09-21,1299.467
2012-09-24,1304.969
2012-09-25,1310.345
2012-09-26,1303.304
2012-09-27,1303.826
2012-09-28,1311.978
2012-10-01,1311.825
2012-10-02,1311.69
2012-10-03,1335.375
2012-10-04,1341.021
2012-10-05,1351.075
2012-10-08,1343.642
2012-10-09,1345.434
2012-10-10,1348.31
2012-10-11,1329.021
2012-10-12,1338.34
2012-10-15,1339.248
2012-10-16,1348.067
2012-10-17,1353.549
2012-10-18,1366.886
2012-10-19,1367.129
2012-10-22,1372.725
2012-10-23,1372.725
2012-10-24,1375.318
2012-10-25,1374.23
2012-10-26,1359.13
2012-10-29,1333.518
2012-10-30,1321.839
2012-10-31,1335.733
2012-11-01,1354.227
2012-11-02,1369.376
2012-11-05,1367.247
2012-11-06,1365.685
2012-11-07,1376.284
2012-11-08,1355.682
2012-11-09,1351.835
2012-11-12,1349.286
2012-11-13,1331.431
2012-11-14,1341.669
2012-11-15,1348.745
2012-11-16,1346.698
2012-11-19,1351.113
2012-11-20,1357.164
2012-11-21,1359.812
2012-11-22,1370.31
2012-11-23,1379.471
2012-11-26,1379.473
2012-11-27,1384.719
2012-11-28,1384.07
2012-11-29,1394.845
2012-11-30,1394.535
2012-12-03,1395.819
2012-12-04,1390.02
2012-12-05,1411.363
2012-12-06,1416.206
2012-12-07,1418.148
2012-12-10,1417.642
2012-12-11,1409.07
2012-12-12,1417.772
2012-12-13,1413.813
2012-12-14,1417.747
2012-12-17,1408.013
2012-12-18,1409.063
2012-12-19,1416.716
2012-12-20,1416.3
2012-12-21,1413.216
2012-12-24,1415.889
2012-12-25,1415.889
2012-12-26,1415.916
2012-12-27,1420.289
2012-12-28,1423.015
2012-12-31,1423.825
2013-01-01,1423.825
2013-01-02,1443.46
2013-01-03,1448.717
2013-01-04,1458.341
2013-01-07,1472.955
2013-01-08,1464.59
2013-01-09,1483.24
2013-01-10,1497.711
2013-01-11,1495.518
2013-01-14,1510.565
2013-01-15,1510.623
2013-01-16,1514.844
2013-01-17,1511.427
2013-01-18,1523.34
2013-01-21,1529.676
2013-01-22,1528.895
2013-01-23,1520.17
2013-01-24,1530.302
2013-01-25,1523.678
2013-01-28,1518.503
2013-01-29,1525.795
2013-01-30,1528.586
2013-01-31,1526.339
2013-02-01,1532.94
2013-02-04,1541.983
2013-02-05,1517.669
2013-02-06,1529.851
2013-02-07,1522.04
2013-02-08,1521.348
2013-02-11,1521.201
2013-02-12,1521.299
2013-02-13,1521.171
2013-02-14,1541.648
2013-02-15,1543.207
2013-02-18,1542.073
2013-02-19,1526.377
2013-02-20,1538.844
2013-02-21,1519.606
2013-02-22,1510.992
2013-02-25,1515.514
2013-02-26,1494.024
2013-02-27,1518.031
2013-02-28,1540.685
2013-03-01,1541.678
2013-03-04,1519.481
2013-03-05,1518.579
2013-03-06,1528.057
2013-03-07,1535.757
2013-03-08,1535.704
2013-03-11,1534.787
2013-03-12,1521.605
2013-03-13,1505.738
2013-03-14,1500.286
2013-03-15,1482.411
2013-03-18,1459.039
2013-03-19,1462.569
2013-03-20,1465.563
2013-03-21,1472.218
2013-03-22,1466.005
2013-03-25,1465.202
2013-03-26,1472.596
2013-03-27,1489.443
2013-03-28,1489.069
2013-03-29,1489.069
2013-04-01,1488.877
2013-04-02,1496.514
2013-04-03,1496.124
2013-04-04,1495.883
2013-04-05,1462.076
2013-04-08,1454.903
2013-04-09,1466.398
2013-04-10,1478.592
2013-04-11,1483.644
2013-04-12,1488.78
2013-04-15,1475.435
2013-04-16,1474.196
2013-04-17,1487.092
2013-04-18,1481.72
2013-04-19,1496.6
2013-04-22,1504.437
2013-04-23,1503.738
2013-04-24,1516.273
2013-04-25,1519.229
2013-04-26,1518.712
2013-04-29,1521.089
2013-04-30,1530.773
2013-05-01,1530.902
2013-05-02,1534.088
2013-05-03,1548.492
2013-05-06,1564.587
2013-05-07,1554.938
2013-05-08,1554.82
2013-05-09,1561.424
2013-05-10,1560.195
2013-05-13,1550.88
2013-05-14,1545.176
2013-05-15,1551.563
2013-05-16,1554.35
2013-05-17,1554.541
2013-05-20,1571.062
2013-05-21,1561.967
2013-05-22,1553.602
2013-05-23,1530.45
2013-05-24,1536.303
2013-05-27,1538.761
2013-05-28,1549.852
2013-05-29,1520.127
2013-05-30,1494.725
2013-05-31,1503.752
2013-06-03,1482.476
2013-06-04,1495.323
2013-06-05,1459.483
2013-06-06,1440.278
2013-06-07,1430.195
2013-06-10,1434.139
2013-06-11,1403.034
2013-06-12,1402.926
2013-06-13,1383.098
2013-06-14,1406.018
2013-06-17,1423.015
2013-06-18,1426.336
2013-06-19,1418.469
2013-06-20,1377.466
2013-06-21,1357.365
2013-06-24,1331.717
2013-06-25,1328.115
2013-06-26,1355.475
2013-06-27,1367.376
2013-06-28,1389.968
2013-07-01,1390.138
2013-07-02,1387.727
2013-07-03,1359.375
2013-07-04,1363.185
2013-07-05,1381.686
2013-07-08,1366.419
2013-07-09,1374.161
2013-07-10,1383.299
2013-07-11,1399.192
2013-07-12,1396.139
2013-07-15,1395.924
2013-07-16,1390.827
2013-07-17,1391.844
2013-07-18,1386.013
2013-07-19,1380.764
2013-07-22,1381.639
2013-07-23,1405.248
2013-07-24,1413.29
2013-07-25,1418.672
2013-07-26,1419.273
2013-07-29,1408.704
2013-07-30,1406.715
2013-07-31,1400.418
2013-08-01,1412.035
2013-08-02,1428.521
2013-08-05,1434.383
2013-08-06,1428.801
2013-08-07,1422.8
2013-08-08,1417.825
2013-08-09,1423.507
2013-08-12,1441.104
2013-08-13,1457.786
2013-08-14,1457.805
2013-08-15,1459.289
2013-08-16,1454.904
2013-08-19,1448.856
2013-08-20,1415.8
2013-08-21,1406.492
2013-08-22,1398.023
2013-08-23,1410.424
2013-08-26,1417.001
2013-08-27,1408.182
2013-08-28,1384.857
2013-08-29,1389.011
2013-08-30,1398.278
2013-09-02,1411.217
2013-09-03,1421.221
2013-09-04,1414.568
2013-09-05,1424.413
2013-09-06,1420.733
2013-09-09,1432.069
2013-09-10,1436.268
2013-09-11,1437.558
2013-09-12,1429.194
2013-09-13,1423.257
2013-09-16,1439.568
2013-09-17,1451.898
2013-09-18,1449.691
2013-09-19,1484.947
2013-09-20,1485.071
2013-09-23,1466.955
2013-09-24,1462.475
2013-09-25,1466.876
2013-09-26,1463.312
2013-09-27,1464.56
2013-09-30,1458.361
2013-10-01,1458.634
2013-10-02,1464.204
2013-10-03,1463.389
2013-10-04,1460.645
2013-10-07,1449.764
2013-10-08,1454.501
2013-10-09,1453.878
2013-10-10,1453.101
2013-10-11,1462.009
2013-10-14,1461.962
2013-10-15,1456.883
2013-10-16,1457.81
2013-10-17,1464.959
2013-10-18,1469.347
2013-10-21,1469.581
2013-10-22,1468.761
2013-10-23,1463.96
2013-10-24,1453.083
2013-10-25,1454.294
2013-10-28,1455.897
2013-10-29,1451.875
2013-10-30,1464.341
2013-10-31,1466.236
2013-11-01,1460.701
2013-11-04,1460.385
2013-11-05,1455.203
2013-11-06,1457.599
2013-11-07,1454.576
2013-11-08,1447.613
2013-11-11,1450.358
2013-11-12,1447.215
2013-11-13,1439.454
2013-11-14,1444.618
2013-11-15,1459.58
2013-11-18,1468.313
2013-11-19,1464.391
2013-11-20,1470.839
2013-11-21,1463.956
2013-11-22,1466.331
2013-11-25,1465.859
2013-11-26,1465.397
2013-11-27,1464.467
2013-11-28,1461.211
2013-11-29,1465.36
2013-12-02,1468.934
2013-12-03,1461.883
2013-12-04,1461.474
2013-12-05,1453.556
2013-12-06,1447.737
2013-12-09,1447.145
2013-12-10,1447.583
2013-12-11,1427.724
2013-12-12,1424.023
2013-12-13,1427.458
2013-12-16,1424.065
2013-12-17,1427.524
2013-12-18,1429.492
2013-12-19,1421.71
2013-12-20,1426.15
2013-12-23,1431.196
2013-12-24,1438.137
2013-12-25,1438.137
2013-12-26,1438.007
2013-12-27,1435.616
2013-12-30,1441.215
2013-12-31,1448.073
2014-01-01,1448.073
2014-01-02,1450.187
2014-01-03,1434.781
2014-01-06,1429.034
2014-01-07,1421.967
2014-01-08,1429.454
2014-01-09,1420.802
2014-01-10,1430.116
2014-01-13,1424.142
2014-01-14,1418.48
2014-01-15,1418.934
2014-01-16,1419.039
2014-01-17,1425.546
2014-01-20,1409.081
2014-01-21,1417.814
2014-01-22,1423.15
2014-01-23,1412.232
2014-01-24,1386.8
2014-01-27,1361.251
2014-01-28,1363.844
2014-01-29,1366.807
2014-01-30,1356.289
2014-01-31,1356.324
2014-02-03,1356.403
2014-02-04,1338.74
2014-02-05,1334.988
2014-02-06,1342.668
2014-02-07,1353.706
2014-02-10,1357.946
2014-02-11,1363.977
2014-02-12,1376.317
2014-02-13,1370.209
2014-02-14,1374.044
2014-02-17,1376.995
2014-02-18,1381.35
2014-02-19,1398.813
2014-02-20,1391.377
2014-02-21,1394.064
2014-02-24,1380.779
2014-02-25,1375.466
2014-02-26,1375.848
2014-02-27,1389.96
2014-02-28,1398.138
2014-03-03,1399.398
2014-03-04,1396.969
2014-03-05,1391.149
2014-03-06,1393.353
2014-03-07,1402.098
2014-03-10,1393.903
2014-03-11,1402.16
2014-03-12,1389.023
2014-03-13,1384.304
2014-03-14,1352.572
2014-03-17,1348.992
2014-03-18,1364.87
2014-03-19,1368.092
2014-03-20,1340.938
2014-03-21,1350.579
2014-03-24,1364.771
2014-03-25,1361.487
2014-03-26,1353.787
2014-03-27,1365.218
2014-03-28,1376.597
2014-03-31,1389.107
2014-04-01,1401.091
2014-04-02,1412.348
2014-04-03,1417.931
2014-04-04,1417.604
2014-04-07,1411.212
2014-04-08,1412.272
2014-04-09,1421.13
2014-04-10,1423.087
2014-04-11,1430.474
2014-04-14,1437.02
2014-04-15,1427.991
2014-04-16,1420.242
2014-04-17,1431.913
2014-04-18,1431.913
2014-04-21,1431.987
2014-04-22,1430.248
2014-04-23,1427.503
2014-04-24,1433.89
2014-04-25,1414.89
2014-04-28,1412.269
2014-04-29,1417.426
2014-04-30,1410.738
2014-05-01,1410.701
2014-05-02,1412.258
2014-05-05,1412.143
2014-05-06,1412.179
2014-05-07,1404.944
2014-05-08,1397.472
2014-05-09,1399.287
2014-05-12,1414.184
2014-05-13,1428.222
2014-05-14,1436.194
2014-05-15,1439.202
2014-05-16,1435.266
2014-05-19,1434.581
2014-05-20,1438.536
2014-05-21,1440.513
2014-05-22,1445.23
2014-05-23,1453.432
2014-05-26,1452.474
2014-05-27,1454.457
2014-05-28,1454.599
2014-05-29,1456.33
2014-05-30,1458.325
2014-06-02,1458.155
2014-06-03,1471.783
2014-06-04,1475.333
2014-06-05,1474.297
2014-06-06,1476.371
2014-06-09,1478.646
2014-06-10,1485.198
2014-06-11,1480.926
2014-06-12,1480.97
2014-06-13,1483.817
2014-06-16,1481.851
2014-06-17,1479.667
2014-06-18,1478.877
2014-06-19,1477.232
2014-06-20,1472.367
2014-06-23,1457.127
2014-06-24,1461.832
2014-06-25,1469.207
2014-06-26,1487.715
2014-06-27,1492.709
2014-06-30,1492.044
2014-07-01,1492.101
2014-07-02,1508.282
2014-07-03,1514.148
2014-07-04,1509.155
2014-07-07,1508.991
2014-07-08,1509.039
2014-07-09,1506.962
2014-07-10,1514.11
2014-07-11,1510.619
2014-07-14,1509.493
2014-07-15,1515.069
2014-07-16,1521.479
2014-07-17,1518.104
2014-07-18,1518.05
2014-07-21,1520.156
2014-07-22,1527.142
2014-07-23,1535.64
2014-07-24,1546.543
2014-07-25,1542.71
2014-07-28,1537.982
2014-07-29,1540.566
2014-07-30,1542.735
2014-07-31,1552.704
2014-08-01,1531.327
2014-08-04,1539.229
2014-08-05,1537.826
2014-08-06,1535.267
2014-08-07,1535.407
2014-08-08,1537.519
2014-08-11,1542.368
2014-08-12,1552.233
2014-08-13,1557.105
2014-08-14,1556.548
2014-08-15,1557.049
2014-08-18,1566.856
2014-08-19,1588.777
2014-08-20,1601.659
2014-08-21,1580.444
2014-08-22,1581.847
2014-08-25,1584.38
2014-08-26,1580.5
2014-08-27,1580.212
2014-08-28,1569.724
2014-08-29,1572.942
2014-09-01,1576.854
2014-09-02,1581.593
2014-09-03,1598.05
2014-09-04,1599.696
2014-09-05,1603.511
2014-09-08,1602.259
2014-09-09,1602.239
2014-09-10,1589.744
2014-09-11,1590.576
2014-09-12,1582.773
2014-09-15,1567.817
2014-09-16,1555.726
2014-09-17,1560.626
2014-09-18,1554.674
2014-09-19,1548.354
2014-09-22,1540.848
2014-09-23,1539.34
2014-09-24,1539.873
2014-09-25,1537.013
2014-09-26,1531.621
2014-09-29,1496.568
2014-09-30,1491.965
2014-10-01,1491.936
2014-10-02,1492.522
2014-10-03,1493.688
2014-10-06,1510.443
2014-10-07,1527.516
2014-10-08,1517.153
2014-10-09,1526.801
2014-10-10,1516.268
2014-10-13,1514.549
2014-10-14,1508.923
2014-10-15,1510.489
2014-10-16,1500.879
2014-10-17,1497.355
2014-10-20,1502.456
2014-10-21,1502.876
2014-10-22,1516.403
2014-10-23,1515.061
2014-10-24,1518.796
2014-10-27,1509.376
2014-10-28,1517.172
2014-10-29,1523.44
2014-10-30,1521.653
2014-10-31,1533.19
2014-11-03,1543.906
2014-11-04,1537.555
2014-11-05,1528.857
2014-11-06,1527.953
2014-11-07,1524.236
2014-11-10,1541.724
2014-11-11,1543.653
2014-11-12,1548.17
2014-11-13,1557.102
2014-11-14,1570.972
2014-11-17,1570.134
2014-11-18,1558.029
2014-11-19,1550.239
2014-11-20,1561.857
2014-11-21,1562.227
2014-11-24,1572.297
2014-11-25,1574.798
2014-11-26,1587.757
2014-11-27,1581.42
2014-11-28,1586.285
2014-12-01,1566.343
2014-12-02,1566.848
2014-12-03,1569.906
2014-12-04,1570.177
2014-12-05,1576.653
2014-12-08,1556.661
2014-12-09,1543.016
2014-12-10,1554.654
2014-12-11,1551.357
2014-12-12,1551.49
2014-12-15,1548.555
2014-12-16,1532.215
2014-12-17,1519.596
2014-12-18,1529.258
2014-12-19,1528.594
2014-12-22,1538.471
2014-12-23,1535.859
2014-12-24,1541.996
2014-12-25,1541.996
2014-12-26,1542.105
2014-12-29,1544.507
2014-12-30,1542.6
2014-12-31,1551.046
2015-01-01,1551.046
2015-01-02,1560.702
2015-01-05,1561.31
2015-01-06,1554.096
2015-01-07,1555.873
2015-01-08,1550.073
