Date,USA SMID CAP SMID (Small+Mid Cap)
2003-03-06,385.413
2003-03-07,387.462
2003-03-10,379.286
2003-03-11,375.617
2003-03-12,375.239
2003-03-13,387.425
2003-03-14,387.285
2003-03-17,399.891
2003-03-18,402.629
2003-03-19,402.758
2003-03-20,405.68
2003-03-21,413.57
2003-03-24,400.595
2003-03-25,405.987
2003-03-26,403.728
2003-03-27,404.147
2003-03-28,403.386
2003-03-31,398.703
2003-04-01,401.791
2003-04-02,410.811
2003-04-03,408.857
2003-04-04,407.479
2003-04-07,409.148
2003-04-08,406.687
2003-04-09,402.735
2003-04-10,404.735
2003-04-11,404.002
2003-04-14,410.834
2003-04-15,413.585
2003-04-16,409.391
2003-04-17,416.102
2003-04-18,416.102
2003-04-21,417.178
2003-04-22,425.128
2003-04-23,428.103
2003-04-24,425.509
2003-04-25,420.365
2003-04-28,427.441
2003-04-29,429.054
2003-04-30,430.187
2003-05-01,429.795
2003-05-02,437.827
2003-05-05,439.399
2003-05-06,443.009
2003-05-07,441.098
2003-05-08,437.482
2003-05-09,443.438
2003-05-12,449.131
2003-05-13,449.27
2003-05-14,449.231
2003-05-15,452.788
2003-05-16,452.44
2003-05-19,442.12
2003-05-20,441.644
2003-05-21,444.199
2003-05-22,449.329
2003-05-23,452.311
2003-05-26,452.311
2003-05-27,461.644
2003-05-28,462.219
2003-05-29,461.735
2003-05-30,471.339
2003-06-02,473.028
2003-06-03,472.609
2003-06-04,480.777
2003-06-05,485.441
2003-06-06,483.371
2003-06-09,474.746
2003-06-10,479.594
2003-06-11,486.539
2003-06-12,487.479
2003-06-13,480.829
2003-06-16,489.873
2003-06-17,489.323
2003-06-18,488.043
2003-06-19,481.276
2003-06-20,480.729
2003-06-23,472.14
2003-06-24,472.699
2003-06-25,472.963
2003-06-26,478.369
2003-06-27,476.279
2003-06-30,475.594
2003-07-01,477.827
2003-07-02,485.225
2003-07-03,482.939
2003-07-04,482.939
2003-07-07,491.461
2003-07-08,496.733
2003-07-09,496.877
2003-07-10,489.062
2003-07-11,492.943
2003-07-14,497.416
2003-07-15,495.161
2003-07-16,491.35
2003-07-17,482.874
2003-07-18,488.065
2003-07-21,482.191
2003-07-22,487.643
2003-07-23,488.545
2003-07-24,486.829
2003-07-25,491.833
2003-07-28,493.663
2003-07-29,492.005
2003-07-30,491.149
2003-07-31,492.977
2003-08-01,488.067
2003-08-04,486.543
2003-08-05,479.141
2003-08-06,477.44
2003-08-07,479.174
2003-08-08,480.307
2003-08-11,483.395
2003-08-12,489.401
2003-08-13,489.065
2003-08-14,492.205
2003-08-15,493.0
2003-08-18,499.456
2003-08-19,503.739
2003-08-20,505.04
2003-08-21,510.047
2003-08-22,503.726
2003-08-25,501.899
2003-08-26,503.269
2003-08-27,506.041
2003-08-28,511.449
2003-08-29,514.857
2003-09-01,514.857
2003-09-02,521.84
2003-09-03,523.927
2003-09-04,524.986
2003-09-05,521.777
2003-09-08,527.955
2003-09-09,523.465
2003-09-10,513.201
2003-09-11,516.936
2003-09-12,518.825
2003-09-15,517.346
2003-09-16,524.619
2003-09-17,523.518
2003-09-18,529.319
2003-09-19,529.621
2003-09-22,523.141
2003-09-23,527.36
2003-09-24,517.87
2003-09-25,511.179
2003-09-26,505.01
2003-09-29,511.06
2003-09-30,507.5
2003-10-01,517.789
2003-10-02,520.622
2003-10-03,528.18
2003-10-06,531.554
2003-10-07,534.464
2003-10-08,532.173
2003-10-09,535.607
2003-10-10,535.535
2003-10-13,541.303
2003-10-14,543.654
2003-10-15,540.511
2003-10-16,542.703
2003-10-17,535.175
2003-10-20,536.814
2003-10-21,539.394
2003-10-22,531.22
2003-10-23,531.281
2003-10-24,529.41
2003-10-27,534.167
2003-10-28,542.369
2003-10-29,545.961
2003-10-30,546.056
2003-10-31,546.687
2003-11-03,553.315
2003-11-04,552.375
2003-11-05,553.624
2003-11-06,557.439
2003-11-07,557.193
2003-11-10,550.36
2003-11-11,548.063
2003-11-12,557.38
2003-11-13,558.671
2003-11-14,552.593
2003-11-17,547.03
2003-11-18,541.806
2003-11-19,543.937
2003-11-20,540.988
2003-11-21,543.19
2003-11-24,554.745
2003-11-25,558.29
2003-11-26,561.418
2003-11-27,561.418
2003-11-28,563.114
2003-12-01,570.692
2003-12-02,569.408
2003-12-03,565.061
2003-12-04,564.589
2003-12-05,560.072
2003-12-08,563.921
2003-12-09,557.16
2003-12-10,552.836
2003-12-11,562.843
2003-12-12,565.328
2003-12-15,558.216
2003-12-16,559.315
2003-12-17,560.803
2003-12-18,569.27
2003-12-19,568.683
2003-12-22,571.393
2003-12-23,574.282
2003-12-24,573.428
2003-12-25,573.428
2003-12-26,574.836
2003-12-29,582.158
2003-12-30,583.052
2003-12-31,580.29
2004-01-01,580.29
2004-01-02,579.767
2004-01-05,586.123
2004-01-06,587.537
2004-01-07,589.336
2004-01-08,592.541
2004-01-09,590.725
2004-01-12,594.784
2004-01-13,591.817
2004-01-14,596.348
2004-01-15,597.282
2004-01-16,602.69
2004-01-19,602.69
2004-01-20,606.819
2004-01-21,608.525
2004-01-22,605.165
2004-01-23,606.064
2004-01-26,610.733
2004-01-27,605.933
2004-01-28,597.492
2004-01-29,595.996
2004-01-30,597.314
2004-02-02,598.009
2004-02-03,597.705
2004-02-04,589.005
2004-02-05,591.431
2004-02-06,602.665
2004-02-09,603.901
2004-02-10,608.142
2004-02-11,614.078
2004-02-12,611.819
2004-02-13,607.37
2004-02-16,607.37
2004-02-17,613.932
2004-02-18,611.644
2004-02-19,606.5
2004-02-20,603.339
2004-02-23,597.208
2004-02-24,597.233
2004-02-25,602.316
2004-02-26,606.611
2004-02-27,609.465
2004-03-01,617.932
2004-03-02,615.536
2004-03-03,615.592
2004-03-04,619.575
2004-03-05,621.871
2004-03-08,615.813
2004-03-09,610.098
2004-03-10,599.936
2004-03-11,592.598
2004-03-12,603.018
2004-03-15,592.52
2004-03-16,593.893
2004-03-17,603.593
2004-03-18,601.906
2004-03-19,597.572
2004-03-22,587.929
2004-03-23,588.453
2004-03-24,586.02
2004-03-25,597.039
2004-03-26,597.714
2004-03-29,605.926
2004-03-30,610.445
2004-03-31,611.993
2004-04-01,616.252
2004-04-02,621.736
2004-04-05,624.74
2004-04-06,620.781
2004-04-07,619.965
2004-04-08,617.945
2004-04-09,617.945
2004-04-12,618.834
2004-04-13,607.867
2004-04-14,604.681
2004-04-15,604.253
2004-04-16,607.558
2004-04-19,609.695
2004-04-20,600.188
2004-04-21,604.826
2004-04-22,615.651
2004-04-23,613.552
2004-04-26,611.102
2004-04-27,612.133
2004-04-28,601.874
2004-04-29,592.923
2004-04-30,588.01
2004-05-03,593.726
2004-05-04,595.895
2004-05-05,598.166
2004-05-06,592.075
2004-05-07,579.684
2004-05-10,569.413
2004-05-11,577.317
2004-05-12,576.925
2004-05-13,577.585
2004-05-14,576.261
2004-05-17,569.089
2004-05-18,574.712
2004-05-19,573.688
2004-05-20,573.501
2004-05-21,577.32
2004-05-24,582.523
2004-05-25,594.061
2004-05-26,596.75
2004-05-27,598.896
2004-05-28,601.203
2004-05-31,601.203
2004-06-01,602.363
2004-06-02,603.431
2004-06-03,595.544
2004-06-04,599.737
2004-06-07,610.31
2004-06-08,609.961
2004-06-09,602.18
2004-06-10,603.571
2004-06-11,603.571
2004-06-14,595.094
2004-06-15,602.389
2004-06-16,603.885
2004-06-17,603.537
2004-06-18,604.759
2004-06-21,603.713
2004-06-22,607.601
2004-06-23,614.601
2004-06-24,613.159
2004-06-25,617.01
2004-06-28,613.556
2004-06-29,615.429
2004-06-30,620.226
2004-07-01,612.773
2004-07-02,611.586
2004-07-05,611.586
2004-07-06,603.649
2004-07-07,604.944
2004-07-08,596.553
2004-07-09,599.23
2004-07-12,598.001
2004-07-13,598.235
2004-07-14,596.972
2004-07-15,598.868
2004-07-16,594.879
2004-07-19,594.805
2004-07-20,601.284
2004-07-21,589.162
2004-07-22,587.688
2004-07-23,581.36
2004-07-26,575.81
2004-07-27,583.413
2004-07-28,582.3
2004-07-29,589.219
2004-07-30,590.652
2004-08-02,592.175
2004-08-03,586.016
2004-08-04,584.311
2004-08-05,574.127
2004-08-06,563.782
2004-08-09,564.234
2004-08-10,573.207
2004-08-11,569.849
2004-08-12,562.172
2004-08-13,562.156
2004-08-16,571.963
2004-08-17,574.25
2004-08-18,583.388
2004-08-19,580.182
2004-08-20,587.6
2004-08-23,584.793
2004-08-24,585.494
2004-08-25,590.175
2004-08-26,590.056
2004-08-27,592.707
2004-08-30,586.987
2004-08-31,590.354
2004-09-01,594.184
2004-09-02,600.865
2004-09-03,598.312
2004-09-06,598.312
2004-09-07,603.593
2004-09-08,599.403
2004-09-09,603.286
2004-09-10,606.654
2004-09-13,610.084
2004-09-14,609.387
2004-09-15,605.576
2004-09-16,610.371
2004-09-17,611.251
2004-09-20,609.052
2004-09-21,614.786
2004-09-22,606.921
2004-09-23,605.716
2004-09-24,607.344
2004-09-27,601.885
2004-09-28,606.51
2004-09-29,609.705
2004-09-30,613.721
2004-10-01,623.59
2004-10-04,626.737
2004-10-05,625.472
2004-10-06,630.242
2004-10-07,622.596
2004-10-08,617.569
2004-10-11,618.152
2004-10-12,616.869
2004-10-13,611.004
2004-10-14,607.589
2004-10-15,610.745
2004-10-18,613.411
2004-10-19,608.654
2004-10-20,611.018
2004-10-21,617.13
2004-10-22,611.108
2004-10-25,612.661
2004-10-26,619.64
2004-10-27,628.296
2004-10-28,627.424
2004-10-29,629.257
2004-11-01,630.62
2004-11-02,629.862
2004-11-03,638.157
2004-11-04,647.259
2004-11-05,649.04
2004-11-08,647.446
2004-11-09,649.283
2004-11-10,651.441
2004-11-11,657.763
2004-11-12,664.965
2004-11-15,665.342
2004-11-16,660.984
2004-11-17,665.181
2004-11-18,665.752
2004-11-19,658.48
2004-11-22,665.09
2004-11-23,667.598
2004-11-24,673.118
2004-11-25,673.118
2004-11-26,674.479
2004-11-29,673.871
2004-11-30,672.335
2004-12-01,681.375
2004-12-02,678.674
2004-12-03,680.647
2004-12-06,679.67
2004-12-07,669.412
2004-12-08,672.069
2004-12-09,674.413
2004-12-10,676.038
2004-12-13,681.604
2004-12-14,686.388
2004-12-15,690.91
2004-12-16,686.777
2004-12-17,686.814
2004-12-20,684.715
2004-12-21,691.649
2004-12-22,693.568
2004-12-23,693.891
2004-12-24,693.891
2004-12-27,689.718
2004-12-28,697.6
2004-12-29,698.569
2004-12-30,699.421
2004-12-31,698.98
2005-01-03,687.892
2005-01-04,676.513
2005-01-05,668.376
2005-01-06,671.654
2005-01-07,668.53
2005-01-10,671.69
2005-01-11,666.883
2005-01-12,669.52
2005-01-13,667.971
2005-01-14,674.14
2005-01-17,674.14
2005-01-18,680.907
2005-01-19,674.953
2005-01-20,670.573
2005-01-21,667.86
2005-01-24,662.386
2005-01-25,663.097
2005-01-26,669.586
2005-01-27,671.648
2005-01-28,668.728
2005-01-31,677.801
2005-02-01,682.342
2005-02-02,686.169
2005-02-03,685.2
2005-02-04,694.344
2005-02-07,692.878
2005-02-08,694.411
2005-02-09,685.371
2005-02-10,687.63
2005-02-11,694.939
2005-02-14,695.022
2005-02-15,696.811
2005-02-16,699.419
2005-02-17,693.624
2005-02-18,693.528
2005-02-21,693.528
2005-02-22,681.943
2005-02-23,685.241
2005-02-24,692.412
2005-02-25,701.378
2005-02-28,697.648
2005-03-01,702.256
2005-03-02,702.189
2005-03-03,702.981
2005-03-04,710.774
2005-03-07,713.508
2005-03-08,708.515
2005-03-09,700.151
2005-03-10,698.387
2005-03-11,697.129
2005-03-14,702.259
2005-03-15,698.271
2005-03-16,692.109
2005-03-17,694.602
2005-03-18,692.311
2005-03-21,691.018
2005-03-22,686.404
2005-03-23,682.148
2005-03-24,684.323
2005-03-25,684.323
2005-03-28,683.763
2005-03-29,675.298
2005-03-30,684.85
2005-03-31,687.62
2005-04-01,685.783
2005-04-04,686.153
2005-04-05,687.588
2005-04-06,689.626
2005-04-07,693.337
2005-04-08,686.265
2005-04-11,685.319
2005-04-12,689.579
2005-04-13,679.354
2005-04-14,668.993
2005-04-15,655.727
2005-04-18,659.859
2005-04-19,668.521
2005-04-20,658.764
2005-04-21,671.143
2005-04-22,665.642
2005-04-25,673.513
2005-04-26,665.959
2005-04-27,665.539
2005-04-28,655.551
2005-04-29,660.823
2005-05-02,665.543
2005-05-03,663.731
2005-05-04,673.479
2005-05-05,673.783
2005-05-06,675.417
2005-05-09,680.859
2005-05-10,674.444
2005-05-11,676.568
2005-05-12,667.183
2005-05-13,662.939
2005-05-16,671.017
2005-05-17,676.141
2005-05-18,686.896
2005-05-19,690.016
2005-05-20,689.756
2005-05-23,693.619
2005-05-24,693.505
2005-05-25,688.523
2005-05-26,694.872
2005-05-27,697.41
2005-05-30,697.41
2005-05-31,697.207
2005-06-01,703.17
2005-06-02,705.216
2005-06-03,701.754
2005-06-06,703.748
2005-06-07,704.338
2005-06-08,702.358
2005-06-09,707.163
2005-06-10,706.413
2005-06-13,709.833
2005-06-14,713.733
2005-06-15,715.917
2005-06-16,721.283
2005-06-17,723.607
2005-06-20,721.858
2005-06-21,720.229
2005-06-22,721.697
2005-06-23,715.253
2005-06-24,709.387
2005-06-27,709.269
2005-06-28,718.909
2005-06-29,720.044
2005-06-30,717.844
2005-07-01,721.902
2005-07-04,721.902
2005-07-05,729.858
2005-07-06,725.712
2005-07-07,728.398
2005-07-08,737.995
2005-07-11,744.616
2005-07-12,745.542
2005-07-13,743.69
2005-07-14,741.15
2005-07-15,742.461
2005-07-18,740.159
2005-07-19,748.502
2005-07-20,754.751
2005-07-21,746.316
2005-07-22,753.498
2005-07-25,749.062
2005-07-26,751.983
2005-07-27,753.629
2005-07-28,761.202
2005-07-29,758.072
2005-08-01,759.91
2005-08-02,765.163
2005-08-03,763.512
2005-08-04,755.562
2005-08-05,746.336
2005-08-08,742.091
2005-08-09,744.72
2005-08-10,745.923
2005-08-11,751.531
2005-08-12,748.096
2005-08-15,750.888
2005-08-16,741.13
2005-08-17,740.7
2005-08-18,738.334
2005-08-19,740.033
2005-08-22,742.03
2005-08-23,740.464
2005-08-24,739.346
2005-08-25,741.895
2005-08-26,735.446
2005-08-29,740.241
2005-08-30,738.854
2005-08-31,750.854
2005-09-01,752.864
2005-09-02,748.252
2005-09-05,748.252
2005-09-06,757.553
2005-09-07,760.634
2005-09-08,757.023
2005-09-09,763.756
2005-09-12,764.52
2005-09-13,758.719
2005-09-14,754.985
2005-09-15,754.89
2005-09-16,758.72
2005-09-19,754.448
2005-09-20,747.501
2005-09-21,738.354
2005-09-22,739.705
2005-09-23,742.995
2005-09-26,746.632
2005-09-27,746.479
2005-09-28,746.56
2005-09-29,755.012
2005-09-30,759.365
2005-10-03,762.671
2005-10-04,753.654
2005-10-05,736.401
2005-10-06,728.855
2005-10-07,733.546
2005-10-10,725.881
2005-10-11,721.651
2005-10-12,712.777
2005-10-13,711.05
2005-10-14,720.42
2005-10-17,723.786
2005-10-18,714.049
2005-10-19,724.331
2005-10-20,714.067
2005-10-21,719.308
2005-10-24,733.27
2005-10-25,731.039
2005-10-26,726.548
2005-10-27,713.313
2005-10-28,725.495
2005-10-31,736.413
2005-11-01,734.863
2005-11-02,747.022
2005-11-03,749.327
2005-11-04,748.191
2005-11-07,749.785
2005-11-08,745.178
2005-11-09,747.796
