Date,WORLD SMID CAP SMID (Small+Mid Cap)
2008-06-30,845.664
2008-07-31,816.433
2008-08-29,813.74
2008-09-30,701.192
2008-10-31,539.996
2008-11-28,501.345
2008-12-31,529.372
2009-01-30,489.423
2009-02-27,438.884
2009-03-31,473.571
2009-04-30,545.995
2009-05-29,592.773
2009-06-30,594.583
2009-07-31,646.765
2009-08-31,683.944
2009-09-30,722.25
2009-10-30,695.827
2009-11-30,715.578
2009-12-31,744.706
2010-01-29,722.059
2010-02-26,738.883
2010-03-31,792.691
2010-04-30,814.759
2010-05-31,737.638
2010-06-30,708.294
2010-07-30,764.605
2010-08-31,733.105
2010-09-30,814.955
2010-10-29,845.934
2010-11-30,843.933
2010-12-31,916.882
2011-01-31,929.575
2011-02-28,965.086
2011-03-31,971.663
2011-04-29,1009.583
2011-05-31,991.684
2011-06-30,970.533
2011-07-29,947.713
2011-08-31,875.137
2011-09-30,781.137
2011-10-31,870.456
2011-11-30,847.586
2011-12-30,839.876
2012-01-31,897.19
2012-02-29,939.161
2012-03-30,948.255
2012-04-30,939.644
2012-05-31,852.818
2012-06-29,885.754
2012-07-31,889.23
2012-08-31,917.148
2012-09-28,946.073
2012-10-31,940.967
2012-11-30,953.51
2012-12-31,982.218
2013-01-31,1036.446
2013-02-28,1044.479
2013-03-29,1077.437
2013-04-30,1100.457
2013-05-31,1106.569
2013-06-28,1081.887
2013-07-31,1147.268
2013-08-30,1124.737
2013-09-30,1196.23
2013-10-31,1232.222
2013-11-29,1246.411
2013-12-31,1276.895
2014-01-31,1247.98
2014-02-28,1317.552
2014-03-31,1311.528
2014-04-30,1302.014
2014-05-30,1323.778
2014-06-30,1364.104
2014-07-31,1320.355
2014-08-29,1357.105
2014-09-30,1290.83
2014-10-31,1308.584
2014-11-28,1324.74
2014-12-31,1323.197
2015-01-30,1304.905
2015-02-27,1384.462
2015-03-31,1379.534
2015-04-30,1399.234
2015-05-29,1412.079
2015-06-30,1388.974
2015-07-31,1393.338
2015-08-31,1317.231
2015-09-30,1263.016
2015-10-30,1343.918
2015-11-30,1349.256
2015-12-31,1318.256
2016-01-29,1220.104
2016-02-29,1228.071
2016-03-31,1329.075
2016-04-29,1357.758
2016-05-31,1366.884
2016-06-30,1340.235
2016-07-29,1412.782
2016-08-31,1411.085
2016-09-30,1428.498
2016-10-31,1382.395
2016-11-30,1422.999
2016-12-30,1448.83
2017-01-31,1490.125
2017-02-28,1522.191
2017-03-31,1534.435
2017-04-28,1564.301
2017-05-31,1585.359
2017-06-30,1602.411
2017-07-31,1639.384
2017-08-31,1638.437
2017-09-29,1689.14
2017-10-31,1715.666
2017-11-30,1755.05
2017-12-29,1782.384
2018-01-31,1855.118
2018-02-28,1778.458
2018-03-30,1770.852
2018-04-30,1787.272
2018-05-31,1815.856
2018-06-29,1808.841
2018-07-31,1838.681
2018-08-31,1866.54
2018-09-28,1849.883
2018-10-31,1673.31
2018-11-30,1682.788
2018-12-31,1540.867
2019-01-31,1691.967
2019-02-28,1751.633
2019-03-29,1752.389
2019-04-30,1809.127
2019-05-31,1699.397
2019-06-28,1804.527
2019-07-31,1811.097
2019-08-30,1757.663
2019-09-30,1796.846
2019-10-31,1844.74
2019-11-29,1899.919
2019-12-31,1954.241
2020-01-31,1916.942
2020-02-28,1741.862
2020-03-31,1407.45
2020-04-30,1586.045
2020-05-29,1696.868
2020-06-30,1737.675
2020-07-31,1814.911
2020-08-31,1908.241
2020-09-30,1868.935
2020-10-30,1858.021
2020-11-30,2132.958
2020-12-31,2262.477
2021-01-29,2278.226
2021-02-26,2376.33
2021-03-31,2428.618
2021-04-30,2531.386
2021-05-31,2561.927
2021-06-30,2569.11
2021-07-30,2575.907
2021-08-31,2639.951
2021-09-30,2546.437
2021-10-29,2651.727
2021-11-30,2542.873
2021-12-31,2641.28
2022-01-31,2445.557
2022-02-28,2437.307
2022-03-31,2465.043
2022-04-29,2274.68
2022-05-31,2271.276
2022-06-30,2044.545
2022-07-29,2220.577
2022-08-31,2145.661
2022-09-30,1925.438
2022-10-31,2069.083
2022-11-30,2213.036
2022-12-30,2141.285
2023-01-31,2329.877
2023-02-28,2274.768
2023-03-31,2235.328
2023-04-28,2239.742
2023-05-31,2171.439
2023-06-30,2306.356
2023-07-31,2411.527
2023-08-31,2323.555
2023-09-29,2209.379
2023-10-31,2083.657
2023-11-30,2287.006
2023-12-29,2475.725
2024-01-31,2428.726
2024-02-29,2515.681
2024-03-29,2616.844
2024-04-30,2492.586
2024-05-31,2583.017
2024-06-28,2538.285
2024-07-31,2680.647
2024-08-30,2725.608
2024-09-30,2784.788
2024-10-31,2711.875
2024-11-29,2879.892
2024-12-31,2712.4
2025-01-31,2817.016
2025-02-28,2755.923
2025-03-31,2663.997
2025-04-30,2688.341
2025-05-30,2839.127
2025-06-30,2957.664
2025-07-31,2987.546
