Date,NORWAY LARGE VALUE Large Cap
2003-03-31,191.838
2003-04-30,207.479
2003-05-30,227.998
2003-06-30,241.909
2003-07-31,255.238
2003-08-29,257.561
2003-09-30,251.72
2003-10-31,273.471
2003-11-28,282.001
2003-12-31,308.801
2004-01-30,308.1
2004-02-27,347.621
2004-03-31,346.052
2004-04-30,334.653
2004-05-31,354.972
2004-06-30,366.537
2004-07-30,358.675
2004-08-31,357.204
2004-09-30,410.875
2004-10-29,413.945
2004-11-30,458.957
2004-12-31,454.402
2005-01-31,435.272
2005-02-28,502.219
2005-03-31,481.569
2005-04-29,478.338
2005-05-31,494.859
2005-06-30,556.758
2005-07-29,580.72
2005-08-31,634.685
2005-09-30,653.634
2005-10-31,595.835
2005-11-30,593.341
2005-12-30,603.668
2006-01-31,694.518
2006-02-28,689.357
2006-03-31,798.808
2006-04-28,874.334
2006-05-31,808.265
2006-06-30,772.549
2006-07-31,814.598
2006-08-31,769.616
2006-09-29,685.415
2006-10-31,713.559
2006-11-30,759.35
2006-12-29,898.826
2007-01-31,935.981
2007-02-28,882.411
2007-03-30,934.857
2007-04-30,991.96
2007-05-31,1000.0
2007-06-29,1077.002
2007-07-31,1074.953
2007-08-31,1015.058
2007-09-28,1163.498
2007-10-31,1187.325
2007-11-30,1142.823
2007-12-31,1132.293
2008-01-31,893.173
2008-02-29,1034.231
2008-03-31,1026.665
2008-04-30,1155.925
2008-05-30,1262.702
2008-06-30,1167.788
2008-07-31,1079.719
2008-08-29,1006.171
2008-09-30,703.205
2008-10-31,540.856
2008-11-28,449.586
2008-12-31,453.598
2009-01-30,472.782
2009-02-27,454.113
2009-03-31,490.895
2009-04-30,551.136
2009-05-29,645.739
2009-06-30,591.466
2009-07-31,652.653
2009-08-31,682.533
2009-09-30,748.116
2009-10-30,780.849
2009-11-30,807.9
2009-12-31,823.735
2010-01-29,776.038
2010-02-26,741.822
2010-03-31,782.297
2010-04-30,814.318
2010-05-31,684.941
2010-06-30,671.836
2010-07-30,768.669
2010-08-31,717.525
2010-09-30,816.852
2010-10-29,837.358
2010-11-30,754.161
2010-12-31,887.58
2011-01-31,876.147
2011-02-28,950.342
2011-03-31,980.766
2011-04-29,1050.415
2011-05-31,979.617
2011-06-30,952.528
2011-07-29,944.801
2011-08-31,880.167
2011-09-30,781.591
2011-10-31,920.936
2011-11-30,895.936
2011-12-30,883.948
2012-01-31,897.38
2012-02-29,1041.286
2012-03-30,990.184
2012-04-30,948.908
2012-05-31,822.14
2012-06-29,918.05
2012-07-31,959.412
2012-08-31,1016.808
2012-09-28,1073.081
2012-10-31,1049.68
2012-11-30,1085.066
2012-12-31,1096.104
2013-01-31,1174.896
2013-02-28,1135.438
2013-03-29,1112.189
2013-04-30,1159.778
2013-05-31,1135.911
2013-06-28,1046.894
2013-07-31,1144.471
2013-08-30,1123.275
2013-09-30,1155.201
2013-10-31,1232.757
2013-11-29,1196.863
2013-12-31,1215.79
2014-01-31,1128.475
2014-02-28,1211.594
2014-03-31,1235.439
2014-04-30,1295.151
2014-05-30,1360.067
2014-06-30,1370.135
2014-07-31,1299.995
2014-08-29,1326.882
2014-09-30,1249.732
2014-10-31,1137.985
2014-11-28,984.14
2014-12-31,912.23
2015-01-30,921.207
2015-02-27,990.357
2015-03-31,952.614
2015-04-30,1074.524
2015-05-29,1035.286
2015-06-30,997.223
2015-07-31,976.828
2015-08-31,857.759
2015-09-30,812.312
2015-10-30,854.197
2015-11-30,838.249
2015-12-31,781.22
2016-01-29,741.952
2016-02-29,746.527
2016-03-31,784.344
2016-04-29,861.068
2016-05-31,823.175
2016-06-30,815.349
2016-07-29,771.529
2016-08-31,812.031
2016-09-30,842.592
2016-10-31,864.981
2016-11-30,889.789
2016-12-30,918.385
2017-01-31,996.762
2017-02-28,973.622
2017-03-31,937.361
2017-04-28,941.121
2017-05-31,1015.541
2017-06-30,988.399
2017-07-31,1134.473
2017-08-31,1145.622
2017-09-29,1200.563
2017-10-31,1186.568
2017-11-30,1173.676
2017-12-29,1194.898
2018-01-31,1307.994
2018-02-28,1280.26
2018-03-30,1279.224
2018-04-30,1325.99
2018-05-31,1309.243
2018-06-29,1360.455
2018-07-31,1378.891
2018-08-31,1363.114
2018-09-28,1457.626
2018-10-31,1314.343
2018-11-30,1204.238
2018-12-31,1105.608
2019-01-31,1206.346
2019-02-28,1238.25
2019-03-29,1199.664
2019-04-30,1229.227
2019-05-31,1100.794
2019-06-28,1165.111
2019-07-31,1114.403
2019-08-30,1054.369
2019-09-30,1110.412
2019-10-31,1098.015
2019-11-29,1053.082
2019-12-31,1129.889
2020-01-31,1061.303
2020-02-28,935.195
2020-03-31,734.488
2020-04-30,807.457
2020-05-29,860.298
2020-06-30,832.761
2020-07-31,907.328
2020-08-31,976.003
2020-09-30,884.102
2020-10-30,826.311
2020-11-30,1028.167
2020-12-31,1083.042
2021-01-29,1102.834
2021-02-26,1133.243
2021-03-31,1208.433
2021-04-30,1235.869
2021-05-31,1278.115
2021-06-30,1251.732
2021-07-30,1192.871
2021-08-31,1250.456
2021-09-30,1379.717
2021-10-29,1397.342
2021-11-30,1333.572
2021-12-31,1416.063
2022-01-31,1464.257
2022-02-28,1509.432
2022-03-31,1661.693
2022-04-29,1522.742
2022-05-31,1634.958
2022-06-30,1482.215
2022-07-29,1587.057
2022-08-31,1573.492
2022-09-30,1326.643
2022-10-31,1464.311
2022-11-30,1553.801
2022-12-30,1491.571
2023-01-31,1385.585
2023-02-28,1419.962
2023-03-31,1313.475
2023-04-28,1330.518
2023-05-31,1219.803
2023-06-30,1354.619
2023-07-31,1469.081
2023-08-31,1466.734
2023-09-29,1539.28
2023-10-31,1493.216
2023-11-30,1518.562
2023-12-29,1561.351
2024-01-31,1432.479
2024-02-29,1337.436
2024-03-29,1379.739
2024-04-30,1364.628
2024-05-31,1487.364
2024-06-28,1483.115
2024-07-31,1444.399
2024-08-30,1470.705
2024-09-30,1398.743
2024-10-31,1363.243
2024-11-29,1387.249
2024-12-31,1334.883
2025-01-31,1402.148
2025-02-28,1434.52
2025-03-31,1642.488
2025-04-30,1537.06
2025-05-30,1620.68
2025-06-30,1701.739
2025-07-31,1658.422
2025-08-29,1653.527
2025-09-30,1675.472
2025-10-31,1603.03
