Date,NORWAY LARGE VALUE Large Cap
2001-05-28,193.57
2001-05-29,191.443
2001-05-30,191.471
2001-05-31,188.288
2001-06-01,185.06
2001-06-04,185.322
2001-06-05,184.915
2001-06-06,186.191
2001-06-07,185.123
2001-06-08,186.585
2001-06-11,184.011
2001-06-12,181.635
2001-06-13,188.063
2001-06-14,187.21
2001-06-15,188.59
2001-06-18,186.444
2001-06-19,189.914
2001-06-20,187.303
2001-06-21,186.249
2001-06-22,188.396
2001-06-25,188.113
2001-06-26,186.618
2001-06-27,185.34
2001-06-28,185.08
2001-06-29,186.884
2001-07-02,187.118
2001-07-03,187.669
2001-07-04,186.868
2001-07-05,185.791
2001-07-06,185.214
2001-07-09,186.168
2001-07-10,186.77
2001-07-11,184.507
2001-07-12,181.447
2001-07-13,184.769
2001-07-16,182.583
2001-07-17,180.158
2001-07-18,182.434
2001-07-19,185.214
2001-07-20,184.851
2001-07-23,185.382
2001-07-24,185.633
2001-07-25,184.838
2001-07-26,187.227
2001-07-27,187.543
2001-07-30,190.069
2001-07-31,189.26
2001-08-01,190.138
2001-08-02,191.794
2001-08-03,190.293
2001-08-06,188.444
2001-08-07,188.839
2001-08-08,187.308
2001-08-09,189.212
2001-08-10,188.74
2001-08-13,187.86
2001-08-14,189.858
2001-08-15,191.542
2001-08-16,191.382
2001-08-17,189.905
2001-08-20,188.41
2001-08-21,190.157
2001-08-22,190.119
2001-08-23,186.389
2001-08-24,190.174
2001-08-27,188.802
2001-08-28,187.684
2001-08-29,186.18
2001-08-30,184.648
2001-08-31,184.495
2001-09-03,183.844
2001-09-04,182.206
2001-09-05,182.891
2001-09-06,180.35
2001-09-07,178.884
2001-09-10,172.753
2001-09-11,181.245
2001-09-12,174.406
2001-09-13,174.353
2001-09-14,174.497
2001-09-17,173.18
2001-09-18,169.766
2001-09-19,170.689
2001-09-20,166.084
2001-09-21,156.964
2001-09-24,162.383
2001-09-25,168.697
2001-09-26,165.176
2001-09-27,164.544
2001-09-28,163.903
2001-10-01,160.49
2001-10-02,162.943
2001-10-03,164.11
2001-10-04,167.106
2001-10-05,166.921
2001-10-08,167.443
2001-10-09,168.815
2001-10-10,167.338
2001-10-11,166.477
2001-10-12,165.088
2001-10-15,161.199
2001-10-16,161.811
2001-10-17,168.278
2001-10-18,164.004
2001-10-19,158.33
2001-10-22,158.474
2001-10-23,163.904
2001-10-24,164.941
2001-10-25,166.31
2001-10-26,172.275
2001-10-29,172.531
2001-10-30,171.85
2001-10-31,170.367
2001-11-01,170.498
2001-11-02,170.521
2001-11-05,172.729
2001-11-06,173.41
2001-11-07,175.75
2001-11-08,177.625
2001-11-09,176.645
2001-11-12,175.179
2001-11-13,175.6
2001-11-14,177.418
2001-11-15,174.97
2001-11-16,170.985
2001-11-19,171.634
2001-11-20,173.315
2001-11-21,171.887
2001-11-22,175.836
2001-11-23,173.501
2001-11-26,171.662
2001-11-27,173.149
2001-11-28,173.431
2001-11-29,174.801
2001-11-30,175.913
2001-12-03,176.752
2001-12-04,180.268
2001-12-05,182.444
2001-12-06,183.812
2001-12-07,182.341
2001-12-10,180.203
2001-12-11,180.74
2001-12-12,184.05
2001-12-13,179.823
2001-12-14,178.994
2001-12-17,179.852
2001-12-18,182.02
2001-12-19,180.629
2001-12-20,182.328
2001-12-21,179.913
2001-12-24,177.616
2001-12-25,177.616
2001-12-26,177.858
2001-12-27,184.66
2001-12-28,185.712
2001-12-31,187.06
2002-01-01,187.06
2002-01-02,188.773
2002-01-03,191.113
2002-01-04,191.81
2002-01-07,189.944
2002-01-08,188.436
2002-01-09,189.109
2002-01-10,188.655
2002-01-11,185.571
2002-01-14,183.337
2002-01-15,181.28
2002-01-16,179.465
2002-01-17,181.342
2002-01-18,181.881
2002-01-21,180.103
2002-01-22,180.529
2002-01-23,178.253
2002-01-24,181.562
2002-01-25,179.336
2002-01-28,181.572
2002-01-29,179.601
2002-01-30,176.775
2002-01-31,178.837
2002-02-01,180.352
2002-02-04,181.162
2002-02-05,180.293
2002-02-06,180.507
2002-02-07,179.244
2002-02-08,178.115
2002-02-11,180.556
2002-02-12,180.876
2002-02-13,182.994
2002-02-14,185.491
2002-02-15,186.418
2002-02-18,185.056
2002-02-19,183.715
2002-02-20,180.689
2002-02-21,182.956
2002-02-22,186.264
2002-02-25,186.714
2002-02-26,187.289
2002-02-27,190.768
2002-02-28,190.854
2002-03-01,191.837
2002-03-04,195.141
2002-03-05,197.459
2002-03-06,196.965
2002-03-07,202.711
2002-03-08,206.148
2002-03-11,203.132
2002-03-12,202.297
2002-03-13,200.952
2002-03-14,204.283
2002-03-15,204.525
2002-03-18,204.18
2002-03-19,207.329
2002-03-20,206.348
2002-03-21,209.551
2002-03-22,209.849
2002-03-25,209.236
2002-03-26,209.92
2002-03-27,211.253
2002-03-28,211.359
2002-03-29,211.359
2002-04-01,212.954
2002-04-02,219.309
2002-04-03,219.718
2002-04-04,217.545
2002-04-05,212.0
2002-04-08,214.587
2002-04-09,211.927
2002-04-10,211.042
2002-04-11,212.84
2002-04-12,211.771
2002-04-15,213.32
2002-04-16,217.086
2002-04-17,219.14
2002-04-18,222.342
2002-04-19,219.56
2002-04-22,218.072
2002-04-23,218.47
2002-04-24,219.539
2002-04-25,216.662
2002-04-26,216.12
2002-04-29,216.096
2002-04-30,219.6
2002-05-01,220.954
2002-05-02,225.488
2002-05-03,227.623
2002-05-06,226.268
2002-05-07,219.566
2002-05-08,223.39
2002-05-09,223.784
2002-05-10,227.719
2002-05-13,230.213
2002-05-14,230.377
2002-05-15,228.113
2002-05-16,232.75
2002-05-17,235.238
2002-05-20,235.931
2002-05-21,234.389
2002-05-22,233.337
2002-05-23,233.455
2002-05-24,235.037
2002-05-27,235.767
2002-05-28,238.727
2002-05-29,233.465
2002-05-30,233.435
2002-05-31,229.096
2002-06-03,229.42
2002-06-04,225.26
2002-06-05,220.382
2002-06-06,224.409
2002-06-07,218.031
2002-06-10,220.274
2002-06-11,225.192
2002-06-12,228.758
2002-06-13,227.934
2002-06-14,219.434
2002-06-17,223.853
2002-06-18,225.453
2002-06-19,227.876
2002-06-20,226.684
2002-06-21,226.507
2002-06-24,225.335
2002-06-25,223.329
2002-06-26,218.069
2002-06-27,224.101
2002-06-28,224.133
2002-07-01,223.945
2002-07-02,224.07
2002-07-03,221.348
2002-07-04,220.818
2002-07-05,225.329
2002-07-08,227.586
2002-07-09,226.544
2002-07-10,222.52
2002-07-11,221.109
2002-07-12,212.674
2002-07-15,216.673
2002-07-16,214.947
2002-07-17,218.351
2002-07-18,218.272
2002-07-19,216.217
2002-07-22,202.266
2002-07-23,190.84
2002-07-24,178.38
2002-07-25,187.435
2002-07-26,186.362
2002-07-29,189.883
2002-07-30,192.817
2002-07-31,199.037
2002-08-01,200.512
2002-08-02,195.195
2002-08-05,189.271
2002-08-06,190.371
2002-08-07,194.185
2002-08-08,200.056
2002-08-09,200.423
2002-08-12,200.037
2002-08-13,203.425
2002-08-14,204.51
2002-08-15,208.832
2002-08-16,207.577
2002-08-19,207.515
2002-08-20,205.751
2002-08-21,206.975
2002-08-22,205.829
2002-08-23,205.789
2002-08-26,205.128
2002-08-27,208.806
2002-08-28,206.303
2002-08-29,200.612
2002-08-30,204.509
2002-09-02,206.072
2002-09-03,202.512
2002-09-04,200.32
2002-09-05,196.661
2002-09-06,201.413
2002-09-09,199.875
2002-09-10,200.067
2002-09-11,201.437
2002-09-12,201.404
2002-09-13,197.559
2002-09-16,196.393
2002-09-17,192.405
2002-09-18,189.024
2002-09-19,182.916
2002-09-20,183.874
2002-09-23,185.576
2002-09-24,178.429
2002-09-25,178.709
2002-09-26,182.124
2002-09-27,182.658
2002-09-30,182.082
2002-10-01,179.623
2002-10-02,182.963
2002-10-03,187.049
2002-10-04,188.523
2002-10-07,187.813
2002-10-08,186.459
2002-10-09,184.904
2002-10-10,183.292
2002-10-11,189.654
2002-10-14,190.734
2002-10-15,188.456
2002-10-16,184.742
2002-10-17,184.608
2002-10-18,183.498
2002-10-21,184.223
2002-10-22,178.189
2002-10-23,176.489
2002-10-24,177.92
2002-10-25,179.172
2002-10-28,177.82
2002-10-29,174.814
2002-10-30,176.748
2002-10-31,181.464
2002-11-01,181.244
2002-11-04,184.887
2002-11-05,184.24
2002-11-06,184.092
2002-11-07,186.845
2002-11-08,185.722
2002-11-11,186.759
2002-11-12,186.472
2002-11-13,186.547
2002-11-14,184.892
2002-11-15,185.027
2002-11-18,185.154
2002-11-19,184.408
2002-11-20,180.453
2002-11-21,182.326
2002-11-22,180.644
2002-11-25,179.239
2002-11-26,175.114
2002-11-27,179.953
2002-11-28,183.814
2002-11-29,185.916
2002-12-02,189.687
2002-12-03,188.576
2002-12-04,193.288
2002-12-05,190.083
2002-12-06,189.063
2002-12-09,189.604
2002-12-10,193.003
2002-12-11,192.241
2002-12-12,194.301
2002-12-13,195.859
2002-12-16,194.29
2002-12-17,196.788
2002-12-18,201.088
2002-12-19,203.234
2002-12-20,205.841
2002-12-23,204.971
2002-12-24,205.909
2002-12-25,205.909
2002-12-26,206.132
2002-12-27,208.918
2002-12-30,210.111
2002-12-31,211.08
2003-01-01,211.08
2003-01-02,209.148
2003-01-03,212.569
2003-01-06,214.429
2003-01-07,209.484
2003-01-08,205.101
2003-01-09,202.83
2003-01-10,206.775
2003-01-13,204.278
2003-01-14,204.103
2003-01-15,206.19
2003-01-16,209.044
2003-01-17,208.42
2003-01-20,210.023
2003-01-21,206.103
2003-01-22,203.686
2003-01-23,201.026
2003-01-24,198.623
2003-01-27,193.29
2003-01-28,192.613
2003-01-29,192.039
2003-01-30,195.854
2003-01-31,195.101
2003-02-03,192.072
2003-02-04,192.061
2003-02-05,191.322
2003-02-06,191.767
2003-02-07,194.679
2003-02-10,192.605
2003-02-11,192.75
2003-02-12,191.886
2003-02-13,188.685
2003-02-14,184.743
2003-02-17,182.889
2003-02-18,182.144
2003-02-19,181.814
2003-02-20,182.88
2003-02-21,181.992
2003-02-24,180.82
2003-02-25,179.093
2003-02-26,180.139
2003-02-27,179.999
2003-02-28,184.55
2003-03-03,189.099
2003-03-04,187.308
2003-03-05,188.065
2003-03-06,185.021
2003-03-07,184.237
2003-03-10,183.4
2003-03-11,183.19
2003-03-12,185.132
2003-03-13,184.093
2003-03-14,182.377
2003-03-17,180.516
2003-03-18,173.05
2003-03-19,177.849
2003-03-20,177.244
2003-03-21,180.23
2003-03-24,180.787
2003-03-25,184.095
2003-03-26,183.801
2003-03-27,184.051
2003-03-28,183.765
2003-03-31,183.872
2003-04-01,184.151
2003-04-02,184.704
2003-04-03,183.709
2003-04-04,185.712
2003-04-07,189.918
2003-04-08,187.827
2003-04-09,188.385
2003-04-10,186.324
2003-04-11,186.701
2003-04-14,188.261
2003-04-15,191.646
2003-04-16,193.432
2003-04-17,193.817
2003-04-18,193.817
2003-04-21,193.782
2003-04-22,196.541
2003-04-23,198.568
2003-04-24,199.046
2003-04-25,200.268
2003-04-28,196.796
2003-04-29,200.272
2003-04-30,198.863
2003-05-01,200.114
2003-05-02,199.941
2003-05-05,202.005
2003-05-06,207.938
2003-05-07,210.119
2003-05-08,211.75
2003-05-09,211.609
2003-05-12,210.662
2003-05-13,208.679
2003-05-14,208.906
2003-05-15,211.253
2003-05-16,215.208
2003-05-19,212.703
2003-05-20,215.366
2003-05-21,214.362
2003-05-22,217.772
2003-05-23,219.484
2003-05-26,218.501
2003-05-27,215.763
2003-05-28,222.957
2003-05-29,224.545
2003-05-30,220.74
2003-06-02,224.834
2003-06-03,223.835
2003-06-04,232.57
2003-06-05,230.376
2003-06-06,234.47
2003-06-09,234.906
2003-06-10,231.79
2003-06-11,239.704
2003-06-12,236.244
2003-06-13,233.233
2003-06-16,231.411
2003-06-17,230.891
2003-06-18,227.248
2003-06-19,243.345
2003-06-20,236.737
2003-06-23,238.761
2003-06-24,235.771
2003-06-25,233.78
2003-06-26,231.781
2003-06-27,234.312
2003-06-30,234.209
2003-07-01,233.997
2003-07-02,235.524
2003-07-03,233.843
2003-07-04,231.384
2003-07-07,232.017
2003-07-08,228.004
2003-07-09,224.995
2003-07-10,221.254
2003-07-11,225.509
2003-07-14,227.287
2003-07-15,230.545
2003-07-16,233.703
2003-07-17,230.904
2003-07-18,228.269
2003-07-21,229.115
2003-07-22,230.381
2003-07-23,236.59
2003-07-24,243.23
2003-07-25,246.745
2003-07-28,244.565
2003-07-29,247.681
2003-07-30,245.203
2003-07-31,247.113
2003-08-01,249.409
2003-08-04,246.591
2003-08-05,246.181
2003-08-06,247.699
2003-08-07,250.218
2003-08-08,252.602
2003-08-11,248.662
2003-08-12,249.287
2003-08-13,248.116
2003-08-14,247.464
2003-08-15,249.974
2003-08-18,248.76
2003-08-19,246.775
2003-08-20,245.046
2003-08-21,243.298
2003-08-22,241.096
2003-08-25,240.963
2003-08-26,240.434
2003-08-27,243.985
2003-08-28,245.183
2003-08-29,249.362
2003-09-01,250.972
2003-09-02,247.985
2003-09-03,247.575
2003-09-04,251.085
2003-09-05,249.185
2003-09-08,251.92
2003-09-09,253.891
2003-09-10,249.747
2003-09-11,246.927
2003-09-12,247.068
2003-09-15,248.75
2003-09-16,248.501
2003-09-17,251.606
2003-09-18,252.587
2003-09-19,252.887
2003-09-22,247.992
2003-09-23,248.414
2003-09-24,252.45
2003-09-25,250.325
2003-09-26,243.027
2003-09-29,246.401
2003-09-30,243.707
2003-10-01,251.481
2003-10-02,255.517
2003-10-03,256.547
2003-10-06,257.338
2003-10-07,255.813
2003-10-08,256.143
2003-10-09,254.441
2003-10-10,258.107
2003-10-13,258.687
2003-10-14,261.473
2003-10-15,261.9
2003-10-16,262.933
2003-10-17,262.74
2003-10-20,260.33
2003-10-21,260.793
2003-10-22,262.894
2003-10-23,258.388
2003-10-24,259.348
2003-10-27,260.832
2003-10-28,259.325
2003-10-29,260.608
2003-10-30,264.38
2003-10-31,264.765
2003-11-03,266.511
2003-11-04,266.977
2003-11-05,263.236
2003-11-06,263.839
2003-11-07,269.608
2003-11-10,271.069
2003-11-11,269.971
2003-11-12,273.788
2003-11-13,274.776
2003-11-14,273.556
2003-11-17,271.479
2003-11-18,271.05
2003-11-19,269.384
2003-11-20,270.941
2003-11-21,275.226
2003-11-24,274.221
2003-11-25,274.203
2003-11-26,272.562
2003-11-27,270.416
2003-11-28,273.024
2003-12-01,272.764
2003-12-02,277.271
2003-12-03,279.283
2003-12-04,274.884
2003-12-05,278.359
2003-12-08,280.372
2003-12-09,285.803
2003-12-10,285.276
2003-12-11,281.355
2003-12-12,282.179
2003-12-15,283.432
2003-12-16,283.737
2003-12-17,281.455
2003-12-18,285.836
2003-12-19,290.002
2003-12-22,293.702
2003-12-23,294.126
2003-12-24,293.334
2003-12-25,293.334
2003-12-26,292.92
2003-12-29,294.335
2003-12-30,296.058
2003-12-31,298.971
2004-01-01,298.971
2004-01-02,304.105
2004-01-05,311.39
2004-01-06,312.264
2004-01-07,301.466
2004-01-08,300.286
2004-01-09,301.414
2004-01-12,306.818
2004-01-13,309.704
2004-01-14,310.233
2004-01-15,302.299
2004-01-16,297.678
2004-01-19,299.135
2004-01-20,309.873
2004-01-21,312.92
2004-01-22,320.858
2004-01-23,317.487
2004-01-26,310.29
2004-01-27,308.307
2004-01-28,300.121
2004-01-29,296.056
2004-01-30,298.292
2004-02-02,294.929
2004-02-03,297.16
2004-02-04,301.901
2004-02-05,301.495
2004-02-06,301.024
2004-02-09,306.77
2004-02-10,307.92
2004-02-11,313.137
2004-02-12,319.765
2004-02-13,317.579
2004-02-16,317.098
2004-02-17,319.761
2004-02-18,322.916
2004-02-19,325.373
2004-02-20,327.554
2004-02-23,331.067
2004-02-24,332.212
2004-02-25,327.347
2004-02-26,329.353
2004-02-27,336.555
2004-03-01,348.26
2004-03-02,346.654
2004-03-03,341.364
2004-03-04,342.415
2004-03-05,350.414
2004-03-08,352.635
2004-03-09,343.003
2004-03-10,330.841
2004-03-11,334.31
2004-03-12,333.857
2004-03-15,330.017
2004-03-16,338.17
2004-03-17,336.553
2004-03-18,342.503
2004-03-19,339.024
2004-03-22,336.498
2004-03-23,340.791
2004-03-24,339.256
2004-03-25,332.382
2004-03-26,330.628
2004-03-29,335.555
2004-03-30,332.189
2004-03-31,335.036
2004-04-01,335.641
2004-04-02,344.818
2004-04-05,345.762
2004-04-06,345.395
2004-04-07,352.395
2004-04-08,350.914
2004-04-09,350.914
2004-04-12,347.915
2004-04-13,357.09
2004-04-14,349.89
2004-04-15,354.018
2004-04-16,362.65
2004-04-19,358.532
2004-04-20,356.088
2004-04-21,349.879
2004-04-22,342.691
2004-04-23,345.474
2004-04-26,340.798
2004-04-27,343.611
2004-04-28,337.809
2004-04-29,329.248
2004-04-30,324.0
2004-05-03,325.346
2004-05-04,337.335
2004-05-05,344.837
2004-05-06,342.712
2004-05-07,331.142
2004-05-10,314.958
2004-05-11,318.447
2004-05-12,328.896
2004-05-13,335.261
2004-05-14,336.699
2004-05-17,338.113
2004-05-18,331.432
2004-05-19,328.159
2004-05-20,326.052
2004-05-21,330.384
2004-05-24,331.517
2004-05-25,342.414
2004-05-26,346.243
2004-05-27,349.625
2004-05-28,346.219
2004-05-31,346.219
2004-06-01,353.922
2004-06-02,356.266
2004-06-03,353.047
2004-06-04,352.337
2004-06-07,358.669
2004-06-08,358.319
2004-06-09,353.373
2004-06-10,350.626
2004-06-11,349.977
2004-06-14,347.193
2004-06-15,348.95
2004-06-16,347.539
2004-06-17,352.282
2004-06-18,363.15
2004-06-21,358.085
2004-06-22,354.345
2004-06-23,361.175
2004-06-24,364.176
2004-06-25,370.414
2004-06-28,362.418
2004-06-29,360.905
2004-06-30,357.499
2004-07-01,356.915
2004-07-02,354.395
2004-07-05,359.86
2004-07-06,361.722
2004-07-07,354.621
2004-07-08,356.951
2004-07-09,362.636
2004-07-12,359.924
2004-07-13,355.628
2004-07-14,354.111
2004-07-15,354.012
2004-07-16,357.969
2004-07-19,353.433
2004-07-20,348.967
2004-07-21,346.91
2004-07-22,345.6
2004-07-23,339.883
2004-07-26,337.317
2004-07-27,332.98
2004-07-28,335.49
2004-07-29,344.225
2004-07-30,349.83
2004-08-02,352.414
2004-08-03,356.108
2004-08-04,354.241
2004-08-05,349.296
2004-08-06,347.925
2004-08-09,345.268
2004-08-10,351.359
2004-08-11,344.759
2004-08-12,346.927
2004-08-13,354.893
2004-08-16,360.147
2004-08-17,358.928
2004-08-18,354.599
2004-08-19,360.483
2004-08-20,364.354
2004-08-23,362.288
2004-08-24,351.975
2004-08-25,349.098
2004-08-26,349.906
2004-08-27,349.942
2004-08-30,349.902
2004-08-31,348.396
2004-09-01,354.149
2004-09-02,364.11
2004-09-03,363.747
2004-09-06,360.282
2004-09-07,358.262
2004-09-08,358.674
2004-09-09,364.482
2004-09-10,367.921
2004-09-13,364.057
2004-09-14,367.026
2004-09-15,364.115
2004-09-16,366.652
2004-09-17,373.758
2004-09-20,374.095
2004-09-21,382.854
2004-09-22,384.213
2004-09-23,391.615
2004-09-24,392.102
2004-09-27,399.288
2004-09-28,405.669
2004-09-29,398.923
2004-09-30,400.743
2004-10-01,413.096
2004-10-04,411.763
2004-10-05,418.124
2004-10-06,417.712
2004-10-07,424.459
2004-10-08,423.989
2004-10-11,425.32
2004-10-12,416.669
2004-10-13,404.146
2004-10-14,410.582
2004-10-15,404.026
2004-10-18,406.719
2004-10-19,404.898
2004-10-20,404.38
2004-10-21,413.169
2004-10-22,416.005
2004-10-25,412.698
2004-10-26,404.061
2004-10-27,411.014
2004-10-28,400.514
2004-10-29,403.737
2004-11-01,410.465
2004-11-02,402.579
2004-11-03,409.709
2004-11-04,413.157
2004-11-05,416.635
2004-11-08,415.501
2004-11-09,412.796
2004-11-10,405.981
2004-11-11,404.656
2004-11-12,404.938
2004-11-15,409.265
2004-11-16,411.47
2004-11-17,415.111
2004-11-18,419.656
2004-11-19,423.733
2004-11-22,419.739
2004-11-23,432.262
2004-11-24,438.516
2004-11-25,443.491
2004-11-26,446.381
2004-11-29,451.96
2004-11-30,447.639
2004-12-01,443.083
2004-12-02,426.14
2004-12-03,424.369
2004-12-06,429.313
2004-12-07,434.553
2004-12-08,415.921
2004-12-09,420.789
2004-12-10,424.976
2004-12-13,426.328
2004-12-14,423.932
2004-12-15,426.378
2004-12-16,431.688
2004-12-17,424.708
2004-12-20,439.226
2004-12-21,438.238
2004-12-22,437.369
2004-12-23,438.295
2004-12-24,439.165
2004-12-27,444.952
2004-12-28,440.877
2004-12-29,440.228
2004-12-30,443.222
2004-12-31,443.197
2005-01-03,438.186
2005-01-04,425.092
2005-01-05,420.626
2005-01-06,416.908
2005-01-07,418.551
2005-01-10,423.452
2005-01-11,424.66
2005-01-12,425.514
2005-01-13,428.344
2005-01-14,430.131
2005-01-17,432.716
2005-01-18,436.514
2005-01-19,432.127
2005-01-20,422.443
2005-01-21,428.07
2005-01-24,432.031
2005-01-25,430.321
2005-01-26,429.9
2005-01-27,430.949
2005-01-28,424.669
2005-01-31,424.539
2005-02-01,430.279
2005-02-02,438.983
2005-02-03,431.682
2005-02-04,435.679
2005-02-07,433.616
2005-02-08,427.865
2005-02-09,426.733
2005-02-10,431.545
2005-02-11,439.589
2005-02-14,441.273
2005-02-15,447.301
2005-02-16,447.43
2005-02-17,457.924
2005-02-18,461.674
2005-02-21,465.633
2005-02-22,470.911
2005-02-23,468.181
2005-02-24,473.671
2005-02-25,473.961
2005-02-28,489.834
2005-03-01,482.972
2005-03-02,470.416
2005-03-03,476.892
2005-03-04,490.272
2005-03-07,489.791
2005-03-08,493.295
2005-03-09,495.481
2005-03-10,488.737
2005-03-11,492.969
2005-03-14,487.167
2005-03-15,487.758
2005-03-16,488.282
2005-03-17,500.988
2005-03-18,495.857
2005-03-21,493.612
2005-03-22,489.818
2005-03-23,472.198
2005-03-24,469.107
2005-03-25,469.107
2005-03-28,465.45
2005-03-29,466.081
2005-03-30,465.402
2005-03-31,469.694
2005-04-01,472.358
2005-04-04,476.903
2005-04-05,476.269
2005-04-06,479.153
2005-04-07,487.034
2005-04-08,483.95
2005-04-11,482.533
2005-04-12,481.615
2005-04-13,478.235
2005-04-14,471.47
2005-04-15,468.835
2005-04-18,458.86
2005-04-19,463.656
2005-04-20,468.428
2005-04-21,473.913
2005-04-22,480.47
2005-04-25,485.12
2005-04-26,476.732
2005-04-27,472.679
2005-04-28,461.793
2005-04-29,467.574
2005-05-02,464.957
2005-05-03,472.288
2005-05-04,478.197
2005-05-05,477.694
2005-05-06,485.831
2005-05-09,488.372
2005-05-10,492.995
2005-05-11,490.626
2005-05-12,483.744
2005-05-13,467.837
2005-05-16,466.611
2005-05-17,466.801
2005-05-18,475.674
2005-05-19,473.283
2005-05-20,471.966
2005-05-23,470.487
2005-05-24,477.167
2005-05-25,483.407
2005-05-26,491.906
2005-05-27,494.477
2005-05-30,496.238
2005-05-31,487.787
2005-06-01,493.157
2005-06-02,498.594
2005-06-03,500.46
2005-06-06,505.601
2005-06-07,505.922
2005-06-08,511.617
2005-06-09,506.117
2005-06-10,516.953
2005-06-13,509.348
2005-06-14,516.547
2005-06-15,515.081
2005-06-16,522.756
2005-06-17,533.721
2005-06-20,530.169
2005-06-21,530.867
2005-06-22,523.23
2005-06-23,523.422
2005-06-24,534.917
2005-06-27,535.933
2005-06-28,542.255
2005-06-29,545.228
2005-06-30,548.801
2005-07-01,550.025
2005-07-04,561.525
2005-07-05,555.052
2005-07-06,569.197
2005-07-07,559.225
2005-07-08,580.965
2005-07-11,575.517
2005-07-12,580.051
2005-07-13,577.698
2005-07-14,577.554
2005-07-15,564.729
2005-07-18,559.304
2005-07-19,556.321
2005-07-20,553.577
2005-07-21,558.462
2005-07-22,561.786
2005-07-25,568.099
2005-07-26,565.936
2005-07-27,564.684
2005-07-28,566.017
2005-07-29,572.421
2005-08-01,575.791
2005-08-02,587.598
2005-08-03,601.328
2005-08-04,594.069
2005-08-05,589.011
2005-08-08,601.168
2005-08-09,610.901
2005-08-10,608.468
2005-08-11,616.897
2005-08-12,614.098
2005-08-15,608.593
2005-08-16,595.971
2005-08-17,593.463
2005-08-18,584.569
2005-08-19,593.266
2005-08-22,609.435
2005-08-23,610.996
2005-08-24,607.727
2005-08-25,609.782
2005-08-26,609.566
2005-08-29,614.687
2005-08-30,606.249
2005-08-31,625.615
2005-09-01,644.674
2005-09-02,647.451
2005-09-05,641.555
2005-09-06,648.917
2005-09-07,642.241
2005-09-08,637.331
2005-09-09,644.659
2005-09-12,644.501
2005-09-13,639.25
2005-09-14,647.44
2005-09-15,652.632
2005-09-16,650.748
2005-09-19,654.052
2005-09-20,655.655
2005-09-21,661.788
2005-09-22,666.243
2005-09-23,651.23
2005-09-26,634.981
2005-09-27,635.902
2005-09-28,645.801
2005-09-29,652.515
2005-09-30,644.293
2005-10-03,639.492
2005-10-04,631.232
2005-10-05,619.909
2005-10-06,600.164
2005-10-07,595.089
2005-10-10,592.766
2005-10-11,600.47
2005-10-12,606.458
2005-10-13,577.13
2005-10-14,573.555
2005-10-17,580.322
2005-10-18,557.411
2005-10-19,546.038
2005-10-20,564.546
2005-10-21,560.319
2005-10-24,567.816
2005-10-25,569.137
2005-10-26,583.471
2005-10-27,581.629
2005-10-28,570.377
2005-10-31,587.32
2005-11-01,585.048
2005-11-02,593.138
2005-11-03,614.271
2005-11-04,600.958
2005-11-07,596.117
2005-11-08,590.781
2005-11-09,595.308
