Date,USA SMALL CAP Small Cap
2002-01-21,112.39
2002-01-22,111.121
2002-01-23,113.001
2002-01-24,113.845
2002-01-25,113.808
2002-01-28,113.93
2002-01-29,112.001
2002-01-30,113.199
2002-01-31,114.028
2002-02-01,113.519
2002-02-04,111.129
2002-02-05,110.477
2002-02-06,109.035
2002-02-07,108.085
2002-02-08,110.222
2002-02-11,111.497
2002-02-12,111.708
2002-02-13,112.732
2002-02-14,111.541
2002-02-15,110.788
2002-02-18,110.788
2002-02-19,108.276
2002-02-20,109.891
2002-02-21,107.905
2002-02-22,108.993
2002-02-25,110.175
2002-02-26,111.144
2002-02-27,111.396
2002-02-28,110.625
2002-03-01,113.006
2002-03-04,116.161
2002-03-05,115.834
2002-03-06,117.563
2002-03-07,117.615
2002-03-08,118.8
2002-03-11,119.227
2002-03-12,118.542
2002-03-13,117.375
2002-03-14,117.76
2002-03-15,118.201
2002-03-18,119.166
2002-03-19,119.805
2002-03-20,118.334
2002-03-21,119.865
2002-03-22,119.217
2002-03-25,117.651
2002-03-26,118.901
2002-03-27,120.014
2002-03-28,120.402
2002-03-29,120.402
2002-04-01,120.138
2002-04-02,119.166
2002-04-03,118.058
2002-04-04,118.48
2002-04-05,118.241
2002-04-08,119.492
2002-04-09,119.293
2002-04-10,121.246
2002-04-11,119.54
2002-04-12,121.819
2002-04-15,121.435
2002-04-16,123.891
2002-04-17,123.16
2002-04-18,123.067
2002-04-19,122.675
2002-04-22,121.142
2002-04-23,120.973
2002-04-24,120.349
2002-04-25,120.521
2002-04-26,118.749
2002-04-29,118.166
2002-04-30,120.488
2002-05-01,120.557
2002-05-02,120.681
2002-05-03,120.12
2002-05-06,117.679
2002-05-07,116.589
2002-05-08,119.652
2002-05-09,117.953
2002-05-10,116.098
2002-05-13,117.593
2002-05-14,120.599
2002-05-15,120.832
2002-05-16,119.476
2002-05-17,119.813
2002-05-20,118.373
2002-05-21,116.439
2002-05-22,116.174
2002-05-23,118.061
2002-05-24,116.508
2002-05-27,116.508
2002-05-28,116.141
2002-05-29,114.866
2002-05-30,114.638
2002-05-31,114.808
2002-06-03,111.43
2002-06-04,111.039
2002-06-05,111.364
2002-06-06,109.242
2002-06-07,110.323
2002-06-10,110.145
2002-06-11,108.326
2002-06-12,108.153
2002-06-13,106.661
2002-06-14,107.122
2002-06-17,110.217
2002-06-18,109.834
2002-06-19,108.355
2002-06-20,107.186
2002-06-21,106.985
2002-06-24,106.684
2002-06-25,105.0
2002-06-26,104.895
2002-06-27,106.479
2002-06-28,107.524
2002-07-01,104.499
2002-07-02,100.961
2002-07-03,100.149
2002-07-04,100.149
2002-07-05,103.141
2002-07-08,101.418
2002-07-09,99.893
2002-07-10,97.531
2002-07-11,97.04
2002-07-12,96.29
2002-07-15,95.064
2002-07-16,94.612
2002-07-17,94.77
2002-07-18,91.969
2002-07-19,89.393
2002-07-22,87.331
2002-07-23,84.363
2002-07-24,88.204
2002-07-25,88.096
2002-07-26,89.053
2002-07-29,94.136
2002-07-30,94.284
2002-07-31,92.729
2002-08-01,91.412
2002-08-02,88.08
2002-08-05,85.538
2002-08-06,88.786
2002-08-07,89.399
2002-08-08,91.306
2002-08-09,91.454
2002-08-12,91.628
2002-08-13,89.375
2002-08-14,91.885
2002-08-15,92.869
2002-08-16,93.866
2002-08-19,95.487
2002-08-20,94.671
2002-08-21,96.451
2002-08-22,97.291
2002-08-23,95.158
2002-08-26,96.728
2002-08-27,94.441
2002-08-28,92.545
2002-08-29,93.558
2002-08-30,92.984
2002-09-02,92.984
2002-09-03,90.142
2002-09-04,92.365
2002-09-05,90.611
2002-09-06,92.949
2002-09-09,93.563
2002-09-10,94.051
2002-09-11,93.932
2002-09-12,92.104
2002-09-13,92.687
2002-09-16,91.954
2002-09-17,90.071
2002-09-18,89.286
2002-09-19,86.695
2002-09-20,86.923
2002-09-23,85.224
2002-09-24,84.64
2002-09-25,86.768
2002-09-26,88.169
2002-09-27,86.216
2002-09-30,86.055
2002-10-01,87.575
2002-10-02,85.841
2002-10-03,84.538
2002-10-04,82.276
2002-10-07,79.839
2002-10-08,80.488
2002-10-09,77.736
2002-10-10,80.32
2002-10-11,82.695
2002-10-14,83.301
2002-10-15,86.842
2002-10-16,84.368
2002-10-17,87.317
2002-10-18,87.56
2002-10-21,89.088
2002-10-22,87.315
2002-10-23,88.579
2002-10-24,87.843
2002-10-25,89.065
2002-10-28,88.25
2002-10-29,87.842
2002-10-30,89.05
2002-10-31,88.936
2002-11-01,91.116
2002-11-04,91.955
2002-11-05,91.634
2002-11-06,93.215
2002-11-07,90.681
2002-11-08,89.512
2002-11-11,87.312
2002-11-12,88.428
2002-11-13,88.747
2002-11-14,91.021
2002-11-15,91.32
2002-11-18,90.636
2002-11-19,89.891
2002-11-20,91.982
2002-11-21,94.45
2002-11-22,94.876
2002-11-25,95.932
2002-11-26,94.288
2002-11-27,97.198
2002-11-28,97.202
2002-11-29,96.52
2002-12-02,96.728
2002-12-03,94.395
2002-12-04,93.171
2002-12-05,92.479
2002-12-06,93.091
2002-12-09,90.12
2002-12-10,91.925
2002-12-11,91.864
2002-12-12,92.281
2002-12-13,90.569
2002-12-16,92.303
2002-12-17,91.534
2002-12-18,89.589
2002-12-19,89.069
2002-12-20,89.88
2002-12-23,90.457
2002-12-24,90.122
2002-12-25,90.122
2002-12-26,90.465
2002-12-27,89.314
2002-12-30,88.89
2002-12-31,89.404
2003-01-01,89.404
2003-01-02,92.08
2003-01-03,91.704
2003-01-06,93.601
2003-01-07,93.283
2003-01-08,92.046
2003-01-09,94.003
2003-01-10,94.361
2003-01-13,94.268
2003-01-14,94.661
2003-01-15,93.678
2003-01-16,93.147
2003-01-17,91.371
2003-01-20,91.329
2003-01-21,90.004
2003-01-22,89.345
2003-01-23,90.315
2003-01-24,87.981
2003-01-27,86.288
2003-01-28,87.489
2003-01-29,88.068
2003-01-30,86.413
2003-01-31,87.177
2003-02-03,86.694
2003-02-04,86.185
2003-02-05,85.766
2003-02-06,85.134
2003-02-07,84.028
2003-02-10,84.719
2003-02-11,84.335
2003-02-12,83.001
2003-02-13,82.501
2003-02-14,83.654
2003-02-17,83.654
2003-02-18,85.462
2003-02-19,84.387
2003-02-20,84.465
2003-02-21,85.428
2003-02-24,83.841
2003-02-25,84.425
2003-02-26,83.472
2003-02-27,84.441
2003-02-28,84.73
2003-03-03,84.246
2003-03-04,83.193
2003-03-05,83.116
2003-03-06,82.665
2003-03-07,82.882
2003-03-10,81.098
2003-03-11,80.402
2003-03-12,80.166
2003-03-13,83.078
2003-03-14,82.902
2003-03-17,85.643
2003-03-18,86.547
2003-03-19,86.518
2003-03-20,87.129
2003-03-21,88.943
2003-03-24,86.286
2003-03-25,87.43
2003-03-26,86.796
2003-03-27,86.993
2003-03-28,86.825
2003-03-31,85.87
2003-04-01,86.794
2003-04-02,89.035
2003-04-03,88.725
2003-04-04,88.242
2003-04-07,88.946
2003-04-08,88.159
2003-04-09,87.467
2003-04-10,87.644
2003-04-11,87.546
2003-04-14,89.121
2003-04-15,89.882
2003-04-16,89.301
2003-04-17,90.972
2003-04-18,90.972
2003-04-21,91.508
2003-04-22,93.135
2003-04-23,94.303
2003-04-24,93.769
2003-04-25,92.62
2003-04-28,94.351
2003-04-29,94.967
2003-04-30,95.678
2003-05-01,95.69
2003-05-02,98.069
2003-05-05,98.795
2003-05-06,99.474
2003-05-07,98.899
2003-05-08,97.955
2003-05-09,99.411
2003-05-12,100.859
2003-05-13,101.081
2003-05-14,101.35
2003-05-15,102.207
2003-05-16,101.553
2003-05-19,99.183
2003-05-20,98.921
2003-05-21,99.404
2003-05-22,100.706
2003-05-23,101.464
2003-05-26,101.464
2003-05-27,103.965
2003-05-28,104.713
2003-05-29,105.107
2003-05-30,107.128
2003-06-02,107.603
2003-06-03,107.544
2003-06-04,109.777
2003-06-05,111.602
2003-06-06,110.591
2003-06-09,107.909
2003-06-10,109.209
2003-06-11,110.755
2003-06-12,111.112
2003-06-13,109.076
2003-06-16,111.129
2003-06-17,111.553
2003-06-18,111.52
2003-06-19,109.658
2003-06-20,109.273
2003-06-23,106.603
2003-06-24,106.837
2003-06-25,107.43
2003-06-26,109.039
2003-06-27,108.748
2003-06-30,108.532
2003-07-01,109.131
2003-07-02,111.686
2003-07-03,111.034
2003-07-04,111.034
2003-07-07,113.527
2003-07-08,115.707
2003-07-09,116.332
2003-07-10,113.966
2003-07-11,114.985
2003-07-14,116.476
2003-07-15,115.651
2003-07-16,114.258
2003-07-17,110.997
2003-07-18,112.28
2003-07-21,110.542
2003-07-22,112.227
2003-07-23,112.833
2003-07-24,112.122
2003-07-25,113.082
2003-07-28,114.277
2003-07-29,113.912
2003-07-30,113.426
2003-07-31,113.945
2003-08-01,112.372
2003-08-04,111.613
2003-08-05,109.881
2003-08-06,109.052
2003-08-07,109.085
2003-08-08,109.117
2003-08-11,110.307
2003-08-12,112.172
2003-08-13,112.378
2003-08-14,112.981
2003-08-15,113.176
2003-08-18,115.492
2003-08-19,117.266
2003-08-20,117.649
2003-08-21,119.126
2003-08-22,117.34
2003-08-25,116.664
2003-08-26,117.277
2003-08-27,118.495
2003-08-28,120.037
2003-08-29,120.712
2003-09-01,120.712
2003-09-02,122.738
2003-09-03,123.423
2003-09-04,124.048
2003-09-05,123.408
2003-09-08,125.578
2003-09-09,124.509
2003-09-10,121.292
2003-09-11,122.37
2003-09-12,122.763
2003-09-15,122.375
2003-09-16,124.452
2003-09-17,124.583
2003-09-18,125.638
2003-09-19,125.837
2003-09-22,124.043
2003-09-23,125.427
2003-09-24,122.382
2003-09-25,119.792
2003-09-26,117.641
2003-09-29,119.242
2003-09-30,118.393
2003-10-01,120.988
2003-10-02,122.122
2003-10-03,124.441
2003-10-06,125.695
2003-10-07,126.742
2003-10-08,125.754
2003-10-09,127.058
2003-10-10,126.901
2003-10-13,128.706
2003-10-14,129.495
2003-10-15,128.39
2003-10-16,129.029
2003-10-17,126.726
2003-10-20,127.096
2003-10-21,128.293
2003-10-22,125.611
2003-10-23,124.93
2003-10-24,124.296
2003-10-27,126.251
2003-10-28,128.77
2003-10-29,130.27
2003-10-30,130.133
2003-10-31,129.863
2003-11-03,132.089
2003-11-04,132.191
2003-11-05,132.541
2003-11-06,133.351
2003-11-07,133.544
2003-11-10,131.309
2003-11-11,130.266
2003-11-12,133.312
2003-11-13,133.549
2003-11-14,131.391
2003-11-17,129.617
2003-11-18,128.394
2003-11-19,129.046
2003-11-20,128.431
2003-11-21,128.88
2003-11-24,132.179
2003-11-25,133.094
2003-11-26,133.804
2003-11-27,133.804
2003-11-28,134.462
2003-12-01,136.398
2003-12-02,136.044
2003-12-03,134.483
2003-12-04,134.004
2003-12-05,132.799
2003-12-08,133.68
2003-12-09,131.411
2003-12-10,129.948
2003-12-11,133.218
2003-12-12,134.128
2003-12-15,131.528
2003-12-16,131.916
2003-12-17,132.302
2003-12-18,134.313
2003-12-19,134.566
2003-12-22,135.418
2003-12-23,136.464
2003-12-24,135.959
2003-12-25,135.959
2003-12-26,136.519
2003-12-29,138.522
2003-12-30,138.949
2003-12-31,137.323
2004-01-01,137.323
2004-01-02,138.021
2004-01-05,139.993
2004-01-06,140.335
2004-01-07,141.21
2004-01-08,142.349
2004-01-09,141.655
2004-01-12,143.258
2004-01-13,142.432
2004-01-14,143.602
2004-01-15,143.852
2004-01-16,145.279
2004-01-19,145.279
2004-01-20,146.994
2004-01-21,147.252
2004-01-22,146.069
2004-01-23,146.797
2004-01-26,147.997
2004-01-27,146.329
2004-01-28,143.571
2004-01-29,142.491
2004-01-30,143.209
2004-02-02,143.183
2004-02-03,142.839
2004-02-04,139.296
2004-02-05,140.232
2004-02-06,143.772
2004-02-09,144.389
2004-02-10,145.895
2004-02-11,147.163
2004-02-12,146.057
2004-02-13,144.59
2004-02-16,144.59
2004-02-17,146.524
2004-02-18,145.932
2004-02-19,143.933
2004-02-20,143.157
2004-02-23,140.977
2004-02-24,141.31
2004-02-25,142.861
2004-02-26,144.13
2004-02-27,144.639
2004-03-01,147.566
2004-03-02,147.189
2004-03-03,147.201
2004-03-04,148.827
2004-03-05,149.254
2004-03-08,147.656
2004-03-09,145.85
2004-03-10,143.146
2004-03-11,141.625
2004-03-12,144.701
2004-03-15,141.237
2004-03-16,141.325
2004-03-17,144.048
2004-03-18,143.313
2004-03-19,142.597
2004-03-22,139.644
2004-03-23,139.915
2004-03-24,139.074
2004-03-25,142.516
2004-03-26,143.004
2004-03-29,145.258
2004-03-30,146.915
2004-03-31,146.945
2004-04-01,148.138
2004-04-02,149.543
2004-04-05,150.03
2004-04-06,148.713
2004-04-07,149.188
2004-04-08,148.419
2004-04-09,148.419
2004-04-12,148.515
2004-04-13,145.334
2004-04-14,144.388
2004-04-15,144.133
2004-04-16,144.993
2004-04-19,145.874
2004-04-20,143.123
2004-04-21,144.548
2004-04-22,147.19
2004-04-23,146.44
2004-04-26,146.503
2004-04-27,146.383
2004-04-28,143.139
2004-04-29,140.581
2004-04-30,138.606
2004-05-03,140.055
2004-05-04,141.216
2004-05-05,141.605
2004-05-06,139.697
2004-05-07,136.006
2004-05-10,133.232
2004-05-11,135.88
2004-05-12,135.682
2004-05-13,135.559
2004-05-14,134.838
2004-05-17,132.834
2004-05-18,134.629
2004-05-19,134.398
2004-05-20,134.265
2004-05-21,135.207
2004-05-24,136.75
2004-05-25,140.285
2004-05-26,141.104
2004-05-27,141.466
2004-05-28,141.61
2004-05-31,141.61
2004-06-01,142.419
2004-06-02,142.633
2004-06-03,139.816
2004-06-04,141.066
2004-06-07,143.625
2004-06-08,143.283
2004-06-09,140.997
2004-06-10,140.911
2004-06-11,140.911
2004-06-14,138.373
2004-06-15,140.81
2004-06-16,141.306
2004-06-17,141.342
2004-06-18,141.727
2004-06-21,141.327
2004-06-22,142.299
2004-06-23,144.258
2004-06-24,144.037
2004-06-25,145.607
2004-06-28,144.768
2004-06-29,145.664
2004-06-30,146.909
2004-07-01,144.695
2004-07-02,144.686
2004-07-05,144.686
2004-07-06,142.196
2004-07-07,142.303
2004-07-08,139.904
2004-07-09,140.495
2004-07-12,139.937
2004-07-13,140.185
2004-07-14,139.497
2004-07-15,140.082
2004-07-16,138.749
2004-07-19,138.371
2004-07-20,140.66
2004-07-21,136.77
2004-07-22,136.572
2004-07-23,134.713
2004-07-26,133.227
2004-07-27,135.954
2004-07-28,135.467
2004-07-29,137.511
2004-07-30,138.123
2004-08-02,138.29
2004-08-03,136.397
2004-08-04,136.071
2004-08-05,133.225
2004-08-06,130.093
2004-08-09,129.905
2004-08-10,132.42
2004-08-11,131.712
2004-08-12,129.354
2004-08-13,129.272
2004-08-16,131.893
2004-08-17,132.702
2004-08-18,135.37
2004-08-19,134.597
2004-08-20,136.945
2004-08-23,136.025
2004-08-24,136.24
2004-08-25,137.453
2004-08-26,136.962
2004-08-27,138.116
2004-08-30,136.237
2004-08-31,136.915
2004-09-01,138.095
2004-09-02,139.776
2004-09-03,138.982
2004-09-06,138.982
2004-09-07,140.62
2004-09-08,139.525
2004-09-09,141.04
2004-09-10,142.294
2004-09-13,143.159
2004-09-14,142.825
2004-09-15,142.139
2004-09-16,143.601
2004-09-17,143.423
2004-09-20,143.102
2004-09-21,144.64
2004-09-22,142.209
2004-09-23,142.092
2004-09-24,142.098
2004-09-27,140.168
2004-09-28,141.697
2004-09-29,142.855
2004-09-30,143.327
2004-10-01,146.072
2004-10-04,147.369
2004-10-05,147.105
2004-10-06,148.178
2004-10-07,145.906
2004-10-08,144.277
2004-10-11,144.589
2004-10-12,144.417
2004-10-13,142.802
2004-10-14,141.904
2004-10-15,142.801
2004-10-18,143.439
2004-10-19,142.309
2004-10-20,142.82
2004-10-21,144.571
2004-10-22,142.588
2004-10-25,143.137
2004-10-26,144.816
2004-10-27,147.114
2004-10-28,146.593
2004-10-29,146.252
2004-11-01,146.946
2004-11-02,146.639
2004-11-03,148.866
2004-11-04,150.716
2004-11-05,151.368
2004-11-08,151.003
2004-11-09,152.003
2004-11-10,152.643
2004-11-11,154.279
2004-11-12,155.98
2004-11-15,156.451
2004-11-16,155.054
2004-11-17,156.084
2004-11-18,156.012
2004-11-19,153.562
2004-11-22,155.297
2004-11-23,155.982
2004-11-24,157.181
2004-11-25,157.181
2004-11-26,157.605
2004-11-29,158.029
2004-11-30,157.85
2004-12-01,160.242
2004-12-02,159.847
2004-12-03,160.094
2004-12-06,159.559
2004-12-07,156.287
2004-12-08,157.184
2004-12-09,156.804
2004-12-10,157.551
2004-12-13,159.158
2004-12-14,160.466
2004-12-15,161.964
2004-12-16,160.751
2004-12-17,160.641
2004-12-20,159.527
2004-12-21,161.423
2004-12-22,162.116
2004-12-23,162.421
2004-12-24,162.421
2004-12-27,161.199
2004-12-28,163.741
2004-12-29,163.62
2004-12-30,163.615
2004-12-31,163.315
2005-01-03,160.413
2005-01-04,156.984
2005-01-05,154.41
2005-01-06,155.047
2005-01-07,153.565
2005-01-10,154.491
2005-01-11,152.703
2005-01-12,153.242
2005-01-13,152.621
2005-01-14,154.498
2005-01-17,154.498
2005-01-18,156.165
2005-01-19,154.609
2005-01-20,153.308
2005-01-21,152.899
2005-01-24,151.18
2005-01-25,151.663
2005-01-26,154.198
2005-01-27,154.412
2005-01-28,153.566
2005-01-31,156.159
2005-02-01,157.41
2005-02-02,158.475
2005-02-03,157.951
2005-02-04,159.934
2005-02-07,159.663
2005-02-08,160.037
2005-02-09,156.914
2005-02-10,157.193
2005-02-11,159.222
2005-02-14,159.238
2005-02-15,159.423
2005-02-16,160.282
2005-02-17,158.39
2005-02-18,158.196
2005-02-21,158.196
2005-02-22,155.117
2005-02-23,156.037
2005-02-24,157.921
2005-02-25,160.185
2005-02-28,159.345
2005-03-01,160.382
2005-03-02,159.982
2005-03-03,160.116
2005-03-04,161.877
2005-03-07,161.771
2005-03-08,160.186
2005-03-09,158.502
2005-03-10,157.45
2005-03-11,157.521
2005-03-14,158.236
2005-03-15,157.476
2005-03-16,156.275
2005-03-17,156.933
2005-03-18,156.23
2005-03-21,156.038
2005-03-22,155.244
2005-03-23,153.768
2005-03-24,154.562
2005-03-25,154.562
2005-03-28,154.452
2005-03-29,151.639
2005-03-30,154.129
2005-03-31,154.318
2005-04-01,153.578
2005-04-04,154.021
2005-04-05,154.186
2005-04-06,154.522
2005-04-07,155.49
2005-04-08,153.46
2005-04-11,152.756
2005-04-12,153.938
2005-04-13,151.408
2005-04-14,148.917
2005-04-15,146.016
2005-04-18,147.248
2005-04-19,149.709
2005-04-20,147.363
2005-04-21,150.696
2005-04-22,148.947
2005-04-25,150.585
2005-04-26,148.32
2005-04-27,148.128
2005-04-28,145.012
2005-04-29,146.078
2005-05-02,147.501
2005-05-03,147.1
2005-05-04,149.776
2005-05-05,149.985
2005-05-06,150.184
2005-05-09,151.627
2005-05-10,149.785
2005-05-11,150.135
2005-05-12,147.86
2005-05-13,146.798
2005-05-16,149.042
2005-05-17,149.957
2005-05-18,153.186
2005-05-19,153.962
2005-05-20,153.782
2005-05-23,154.681
2005-05-24,154.905
2005-05-25,153.27
2005-05-26,155.253
2005-05-27,155.745
2005-05-30,155.745
2005-05-31,155.748
2005-06-01,157.378
2005-06-02,157.929
2005-06-03,156.737
2005-06-06,157.407
2005-06-07,157.584
2005-06-08,156.818
2005-06-09,158.271
2005-06-10,158.204
2005-06-13,158.872
2005-06-14,160.203
2005-06-15,160.923
2005-06-16,162.521
2005-06-17,162.513
2005-06-20,161.91
2005-06-21,161.648
2005-06-22,162.217
2005-06-23,159.988
2005-06-24,158.522
2005-06-27,158.126
2005-06-28,161.249
2005-06-29,161.613
2005-06-30,160.877
2005-07-01,161.788
2005-07-04,161.788
2005-07-05,164.027
2005-07-06,162.944
2005-07-07,163.47
2005-07-08,166.371
2005-07-11,168.619
2005-07-12,168.652
2005-07-13,167.99
2005-07-14,167.034
2005-07-15,167.33
2005-07-18,166.195
2005-07-19,168.746
2005-07-20,170.431
2005-07-21,167.821
2005-07-22,170.23
2005-07-25,168.842
2005-07-26,169.613
2005-07-27,169.618
2005-07-28,171.546
2005-07-29,170.829
2005-08-01,171.522
2005-08-02,172.797
2005-08-03,171.622
2005-08-04,169.176
2005-08-05,167.049
2005-08-08,166.104
2005-08-09,166.378
2005-08-10,166.561
2005-08-11,168.224
2005-08-12,166.863
2005-08-15,168.017
2005-08-16,165.64
2005-08-17,165.597
2005-08-18,164.832
2005-08-19,165.085
2005-08-22,166.105
2005-08-23,165.682
2005-08-24,165.802
2005-08-25,166.475
2005-08-26,164.328
2005-08-29,165.759
2005-08-30,165.456
2005-08-31,168.324
2005-09-01,168.778
2005-09-02,167.666
2005-09-05,167.666
2005-09-06,170.321
2005-09-07,171.046
2005-09-08,170.333
2005-09-09,171.518
2005-09-12,171.941
2005-09-13,170.274
2005-09-14,168.803
2005-09-15,168.536
2005-09-16,169.853
2005-09-19,168.987
2005-09-20,167.418
2005-09-21,164.648
2005-09-22,164.931
2005-09-23,166.04
2005-09-26,167.209
2005-09-27,167.115
2005-09-28,166.613
2005-09-29,168.696
2005-09-30,169.381
2005-10-03,170.116
2005-10-04,168.298
2005-10-05,163.978
2005-10-06,162.482
2005-10-07,163.582
2005-10-10,161.92
2005-10-11,159.944
2005-10-12,157.699
2005-10-13,157.996
2005-10-14,160.308
2005-10-17,160.761
2005-10-18,158.564
2005-10-19,161.579
2005-10-20,159.114
2005-10-21,160.611
2005-10-24,164.197
2005-10-25,163.438
2005-10-26,162.24
2005-10-27,158.909
2005-10-28,161.73
2005-10-31,164.367
2005-11-01,163.529
2005-11-02,166.755
2005-11-03,167.134
2005-11-04,167.2
2005-11-07,168.058
2005-11-08,166.861
2005-11-09,167.536
2005-11-10,168.629
