Date,SWITZERLAND GROWTH Standard (Large+Mid Cap)
1999-04-30,3591.305
1999-05-31,3505.168
1999-06-30,3425.701
1999-07-30,3512.397
1999-08-31,3527.095
1999-09-30,3523.63
1999-10-29,3575.627
1999-11-30,3593.811
1999-12-31,3583.397
2000-01-31,3206.946
2000-02-29,3184.72
2000-03-31,3345.825
2000-04-28,3325.709
2000-05-31,3397.14
2000-06-30,3479.273
2000-07-31,3389.979
2000-08-31,3246.093
2000-09-29,3168.547
2000-10-31,3172.638
2000-11-30,3382.521
2000-12-29,3629.216
2001-01-31,3423.196
2001-02-28,3250.61
2001-03-30,3012.83
2001-04-30,3082.058
2001-05-31,3052.342
2001-06-29,2914.374
2001-07-31,2848.837
2001-08-31,2857.137
2001-09-28,2850.267
2001-10-31,2826.186
2001-11-30,2810.928
2001-12-31,2890.134
2002-01-31,2836.34
2002-02-28,3017.998
2002-03-29,3128.73
2002-04-30,3311.919
2002-05-31,3393.828
2002-06-28,3350.926
2002-07-31,3031.685
2002-08-30,3025.746
2002-09-30,2940.713
2002-10-31,2873.774
2002-11-29,2820.762
2002-12-31,2829.61
2003-01-31,2779.943
2003-02-28,2736.267
2003-03-31,2758.747
2003-04-30,2955.557
2003-05-30,3008.006
2003-06-30,3058.864
2003-07-31,3206.369
2003-08-29,3045.758
2003-09-30,3194.203
2003-10-31,3333.006
2003-11-28,3529.606
2003-12-31,3816.085
2004-01-30,3877.953
2004-02-27,3894.172
2004-03-31,3787.032
2004-04-30,3899.155
2004-05-31,3953.055
2004-06-30,3889.606
2004-07-30,3811.138
2004-08-31,3785.368
2004-09-30,3898.588
2004-10-29,3923.182
2004-11-30,4131.681
2004-12-31,4331.909
2005-01-31,4137.426
2005-02-28,4325.141
2005-03-31,4221.567
2005-04-29,4372.232
2005-05-31,4428.015
2005-06-30,4372.034
2005-07-29,4598.529
2005-08-31,4627.841
2005-09-30,4780.047
2005-10-31,4950.477
2005-11-30,4974.658
2005-12-30,5073.584
2006-01-31,5353.089
2006-02-28,5245.252
2006-03-31,5442.539
2006-04-28,5706.996
2006-05-31,5582.678
2006-06-30,5586.13
2006-07-31,5807.313
2006-08-31,5934.927
2006-09-29,5940.111
2006-10-31,6179.566
2006-11-30,6304.319
2006-12-29,6381.287
2007-01-31,6518.783
2007-02-28,6266.961
2007-03-30,6444.057
2007-04-30,6893.944
2007-05-31,6777.442
2007-06-29,6686.263
2007-07-31,6629.905
2007-08-31,6427.071
2007-09-28,6704.032
2007-10-31,6800.831
2007-11-30,7009.094
2007-12-31,6744.56
2008-01-31,6393.923
2008-02-29,6760.214
2008-03-31,6933.882
2008-04-30,6792.496
2008-05-30,7029.307
2008-06-30,6791.76
2008-07-31,6780.992
2008-08-29,6504.966
2008-09-30,5860.028
2008-10-31,5192.717
2008-11-28,4821.955
2008-12-31,5262.978
2009-01-30,4670.686
2009-02-27,4219.103
2009-03-31,4523.304
2009-04-30,4721.123
2009-05-29,5161.285
2009-06-30,5119.063
2009-07-31,5686.908
2009-08-31,6018.086
2009-09-30,6230.836
2009-10-30,6291.251
2009-11-30,6398.995
2009-12-31,6507.45
2010-01-29,6280.529
2010-02-26,6382.066
2010-03-31,6758.894
2010-04-30,6449.974
2010-05-31,5748.687
2010-06-30,6021.521
2010-07-30,6232.929
2010-08-31,6452.843
2010-09-30,6833.783
2010-10-29,7002.069
2010-11-30,6798.45
2010-12-31,7355.454
2011-01-31,7256.854
2011-02-28,7510.886
2011-03-31,7477.048
2011-04-29,8318.997
2011-05-31,8503.065
2011-06-30,8176.286
2011-07-29,8193.253
2011-08-31,7666.503
2011-09-30,6624.592
2011-10-31,7272.832
2011-11-30,6948.862
2011-12-30,7017.1
2012-01-31,7311.722
2012-02-29,7674.309
2012-03-30,7843.813
2012-04-30,7822.621
2012-05-31,6952.47
2012-06-29,7386.185
2012-07-31,7610.368
2012-08-31,7736.264
2012-09-28,7924.62
2012-10-31,8080.039
2012-11-30,8463.714
2012-12-31,8561.44
2013-01-31,9273.387
2013-02-28,9351.65
2013-03-29,9494.093
2013-04-30,9917.137
2013-05-31,9687.241
2013-06-28,9489.449
2013-07-31,9871.035
2013-08-30,9746.435
2013-09-30,10447.731
2013-10-31,10673.556
2013-11-29,10708.995
2013-12-31,10805.737
2014-01-31,10584.118
2014-02-28,11362.391
2014-03-31,11364.82
2014-04-30,11520.542
2014-05-30,11603.693
2014-06-30,11529.33
2014-07-31,11072.925
2014-08-29,11277.199
2014-09-30,10907.296
2014-10-31,10849.442
2014-11-28,11265.204
2014-12-31,10690.623
2015-01-30,10748.865
2015-02-27,11273.498
2015-03-31,11204.612
2015-04-30,11766.674
2015-05-29,11946.88
2015-06-30,11440.903
2015-07-31,11955.139
2015-08-31,11092.431
2015-09-30,10607.768
2015-10-30,11108.019
2015-11-30,10777.248
2015-12-31,10902.136
2016-01-29,10117.968
2016-02-29,9983.619
2016-03-31,10373.444
2016-04-29,10703.499
2016-05-31,10686.808
2016-06-30,10802.383
2016-07-29,11074.109
2016-08-31,10928.099
2016-09-30,11033.389
2016-10-31,10276.034
2016-11-30,9891.184
2016-12-30,10341.123
2017-01-31,10757.548
2017-02-28,11026.428
2017-03-31,11411.357
2017-04-28,11802.736
2017-05-31,12610.239
2017-06-30,12378.823
2017-07-31,12360.496
2017-08-31,12397.075
2017-09-29,12621.908
2017-10-31,12337.478
2017-11-30,12597.568
2017-12-29,12801.406
2018-01-31,13138.589
2018-02-28,12200.641
2018-03-30,12098.713
2018-04-30,12196.865
2018-05-31,11980.854
2018-06-29,12086.189
2018-07-31,12804.52
2018-08-31,13066.417
2018-09-28,12881.681
2018-10-31,12197.657
2018-11-30,12156.086
2018-12-31,11495.54
2019-01-31,12252.38
2019-02-28,12808.244
2019-03-29,13184.596
2019-04-30,13402.965
2019-05-31,13427.42
2019-06-28,14365.075
2019-07-31,14326.961
2019-08-30,14456.97
2019-09-30,14434.702
2019-10-31,14651.555
2019-11-29,14762.264
2019-12-31,15418.196
2020-01-31,15684.991
2020-02-28,14585.409
2020-03-31,14358.338
2020-04-30,15111.753
2020-05-29,15626.25
2020-06-30,15965.943
2020-07-31,16912.676
2020-08-31,17244.917
2020-09-30,17023.873
2020-10-30,16184.166
2020-11-30,16819.52
2020-12-31,17742.922
2021-01-29,17373.678
2021-02-26,16774.379
2021-03-31,17343.172
2021-04-30,18397.99
2021-05-31,19447.248
2021-06-30,20116.989
2021-07-30,20894.315
2021-08-31,21145.906
2021-09-30,19600.255
2021-10-29,21060.225
2021-11-30,20983.882
2021-12-31,22516.633
2022-01-31,19980.903
2022-02-28,19923.041
2022-03-31,20341.535
2022-04-29,19159.608
2022-05-31,18056.624
2022-06-30,16956.078
2022-07-29,17903.211
2022-08-31,16805.807
2022-09-30,15780.16
2022-10-31,16061.389
2022-11-30,17171.241
2022-12-30,16826.623
2023-01-31,17916.237
2023-02-28,17178.074
2023-03-31,18002.404
2023-04-28,19161.753
2023-05-31,18489.549
2023-06-30,18812.601
2023-07-31,19244.297
2023-08-31,18291.136
2023-09-29,17005.175
2023-10-31,16056.712
2023-11-30,17529.957
2023-12-29,18582.957
2024-01-31,18444.064
2024-02-29,18175.151
2024-03-29,18590.562
2024-04-30,17730.442
2024-05-31,19266.564
2024-06-28,18823.247
2024-07-31,19298.913
2024-08-30,20077.747
2024-09-30,20129.84
2024-10-31,18742.008
2024-11-29,18288.925
2024-12-31,17675.19
2025-01-31,19374.726
2025-02-28,19581.766
2025-03-31,18913.242
2025-04-30,19835.224
2025-05-30,20478.168
2025-06-30,20826.566
2025-07-31,20359.725
2025-08-29,21138.568
