Date,SWITZERLAND GROWTH Standard (Large+Mid Cap)
2001-08-27,2918.163
2001-08-28,2894.137
2001-08-29,2853.943
2001-08-30,2824.752
2001-08-31,2857.137
2001-09-03,2798.688
2001-09-04,2796.0
2001-09-05,2783.501
2001-09-06,2765.56
2001-09-07,2753.217
2001-09-10,2686.231
2001-09-11,2605.277
2001-09-12,2713.548
2001-09-13,2744.579
2001-09-14,2689.894
2001-09-17,2755.002
2001-09-18,2761.856
2001-09-19,2758.232
2001-09-20,2680.386
2001-09-21,2584.11
2001-09-24,2672.259
2001-09-25,2762.786
2001-09-26,2763.684
2001-09-27,2795.417
2001-09-28,2850.267
2001-10-01,2809.588
2001-10-02,2831.343
2001-10-03,2820.938
2001-10-04,2860.746
2001-10-05,2852.868
2001-10-08,2873.408
2001-10-09,2861.379
2001-10-10,2841.053
2001-10-11,2854.165
2001-10-12,2822.579
2001-10-15,2827.329
2001-10-16,2809.616
2001-10-17,2796.53
2001-10-18,2839.267
2001-10-19,2843.575
2001-10-22,2860.894
2001-10-23,2867.113
2001-10-24,2868.705
2001-10-25,2846.894
2001-10-26,2862.871
2001-10-29,2836.601
2001-10-30,2818.549
2001-10-31,2826.186
2001-11-01,2861.406
2001-11-02,2852.469
2001-11-05,2867.621
2001-11-06,2875.762
2001-11-07,2877.703
2001-11-08,2904.499
2001-11-09,2888.229
2001-11-12,2858.082
2001-11-13,2859.641
2001-11-14,2888.235
2001-11-15,2922.938
2001-11-16,2947.274
2001-11-19,2937.022
2001-11-20,2915.914
2001-11-21,2908.97
2001-11-22,2918.115
2001-11-23,2852.104
2001-11-26,2856.179
2001-11-27,2839.228
2001-11-28,2809.393
2001-11-29,2812.526
2001-11-30,2810.928
2001-12-03,2794.476
2001-12-04,2863.6
2001-12-05,2868.627
2001-12-06,2841.04
2001-12-07,2823.727
2001-12-10,2763.928
2001-12-11,2766.647
2001-12-12,2791.848
2001-12-13,2779.608
2001-12-14,2766.405
2001-12-17,2812.046
2001-12-18,2804.229
2001-12-19,2760.612
2001-12-20,2847.195
2001-12-21,2861.685
2001-12-24,2800.239
2001-12-25,2800.239
2001-12-26,2799.659
2001-12-27,2850.259
2001-12-28,2858.285
2001-12-31,2890.134
2002-01-01,2890.134
2002-01-02,2895.077
2002-01-03,2858.077
2002-01-04,2845.171
2002-01-07,2841.317
2002-01-08,2816.509
2002-01-09,2831.857
2002-01-10,2834.263
2002-01-11,2862.49
2002-01-14,2842.267
2002-01-15,2845.864
2002-01-16,2817.246
2002-01-17,2843.787
2002-01-18,2853.168
2002-01-21,2845.816
2002-01-22,2863.64
2002-01-23,2906.866
2002-01-24,2911.155
2002-01-25,2846.487
2002-01-28,2853.259
2002-01-29,2836.155
2002-01-30,2814.479
2002-01-31,2836.34
2002-02-01,2838.263
2002-02-04,2867.195
2002-02-05,2869.93
2002-02-06,2884.455
2002-02-07,2931.659
2002-02-08,2939.81
2002-02-11,2979.403
2002-02-12,2984.638
2002-02-13,3007.012
2002-02-14,3000.425
2002-02-15,3001.909
2002-02-18,2994.632
2002-02-19,2964.015
2002-02-20,2961.941
2002-02-21,2971.968
2002-02-22,2990.173
2002-02-25,2989.997
2002-02-26,2973.532
2002-02-27,2990.512
2002-02-28,3017.998
2002-03-01,2980.284
2002-03-04,2982.675
2002-03-05,2955.929
2002-03-06,2969.446
2002-03-07,2981.484
2002-03-08,3004.28
2002-03-11,3000.297
2002-03-12,3005.485
2002-03-13,3033.814
2002-03-14,3087.588
2002-03-15,3104.808
2002-03-18,3109.516
2002-03-19,3114.993
2002-03-20,3126.263
2002-03-21,3133.587
2002-03-22,3138.921
2002-03-25,3125.131
2002-03-26,3134.553
2002-03-27,3122.725
2002-03-28,3128.73
2002-03-29,3128.73
2002-04-01,3164.957
2002-04-02,3185.984
2002-04-03,3161.818
2002-04-04,3152.235
2002-04-05,3138.961
2002-04-08,3109.875
2002-04-09,3125.947
2002-04-10,3135.662
2002-04-11,3107.607
2002-04-12,3126.989
2002-04-15,3145.729
2002-04-16,3177.484
2002-04-17,3195.803
2002-04-18,3235.469
2002-04-19,3229.417
2002-04-22,3248.318
2002-04-23,3262.601
2002-04-24,3289.97
2002-04-25,3292.862
2002-04-26,3284.189
2002-04-29,3307.725
2002-04-30,3311.919
2002-05-01,3344.016
2002-05-02,3346.207
2002-05-03,3405.079
2002-05-06,3399.544
2002-05-07,3348.105
2002-05-08,3364.955
2002-05-09,3363.781
2002-05-10,3355.045
2002-05-13,3358.062
2002-05-14,3312.692
2002-05-15,3354.359
2002-05-16,3377.031
2002-05-17,3384.247
2002-05-20,3362.071
2002-05-21,3367.964
2002-05-22,3400.139
2002-05-23,3367.305
2002-05-24,3377.514
2002-05-27,3378.477
2002-05-28,3401.479
2002-05-29,3403.862
2002-05-30,3403.119
2002-05-31,3393.828
2002-06-03,3386.74
2002-06-04,3340.707
2002-06-05,3287.914
2002-06-06,3295.883
2002-06-07,3261.855
2002-06-10,3268.498
2002-06-11,3274.306
2002-06-12,3187.887
2002-06-13,3144.381
2002-06-14,3130.574
2002-06-17,3208.933
2002-06-18,3199.309
2002-06-19,3199.687
2002-06-20,3149.136
2002-06-21,3149.246
2002-06-24,3109.735
2002-06-25,3184.685
2002-06-26,3174.654
2002-06-27,3192.774
2002-06-28,3350.926
2002-07-01,3348.938
2002-07-02,3310.321
2002-07-03,3229.342
2002-07-04,3292.571
2002-07-05,3334.81
2002-07-08,3363.123
2002-07-09,3369.972
2002-07-10,3249.648
2002-07-11,3165.08
2002-07-12,3205.365
2002-07-15,3133.946
2002-07-16,3045.717
2002-07-17,3036.046
2002-07-18,3002.328
2002-07-19,2874.268
2002-07-22,2774.684
2002-07-23,2712.678
2002-07-24,2786.16
2002-07-25,2954.189
2002-07-26,2972.961
2002-07-29,3027.334
2002-07-30,3034.574
2002-07-31,3031.685
2002-08-01,3003.001
2002-08-02,3015.889
2002-08-05,2931.282
2002-08-06,2999.378
2002-08-07,2998.01
2002-08-08,3104.673
2002-08-09,3122.837
2002-08-12,3083.966
2002-08-13,3130.769
2002-08-14,3147.164
2002-08-15,3182.177
2002-08-16,3155.797
2002-08-19,3178.751
2002-08-20,3049.882
2002-08-21,3128.295
2002-08-22,3087.151
2002-08-23,3091.728
2002-08-26,3050.178
2002-08-27,3093.411
2002-08-28,2989.001
2002-08-29,2953.476
2002-08-30,3025.746
2002-09-02,2962.572
2002-09-03,2902.433
2002-09-04,2945.608
2002-09-05,2963.128
2002-09-06,3013.226
2002-09-09,2963.656
2002-09-10,2983.245
2002-09-11,3031.871
2002-09-12,2970.228
2002-09-13,2930.57
2002-09-16,2890.191
2002-09-17,2859.879
2002-09-18,2895.212
2002-09-19,2885.231
2002-09-20,2892.381
2002-09-23,2812.417
2002-09-24,2800.297
2002-09-25,2817.928
2002-09-26,2943.887
2002-09-27,2939.998
2002-09-30,2940.713
2002-10-01,2891.478
2002-10-02,2978.745
2002-10-03,2992.223
2002-10-04,2955.32
2002-10-07,2921.456
2002-10-08,2831.896
2002-10-09,2804.29
2002-10-10,2836.09
2002-10-11,2929.082
2002-10-14,2906.148
2002-10-15,2982.827
2002-10-16,2933.027
2002-10-17,2879.713
2002-10-18,2840.586
2002-10-21,2809.461
2002-10-22,2804.216
2002-10-23,2765.834
2002-10-24,2807.144
2002-10-25,2863.87
2002-10-28,2827.979
2002-10-29,2774.21
2002-10-30,2831.827
2002-10-31,2873.774
2002-11-01,2859.793
2002-11-04,2904.47
2002-11-05,2913.746
2002-11-06,2911.208
2002-11-07,2888.51
2002-11-08,2871.232
2002-11-11,2859.882
2002-11-12,2893.116
2002-11-13,2882.156
2002-11-14,2895.361
2002-11-15,2934.398
2002-11-18,2922.656
2002-11-19,2912.924
2002-11-20,2901.44
2002-11-21,2913.538
2002-11-22,2885.892
2002-11-25,2847.087
2002-11-26,2854.814
2002-11-27,2869.583
2002-11-28,2844.805
2002-11-29,2820.762
2002-12-02,2825.95
2002-12-03,2769.866
2002-12-04,2808.937
2002-12-05,2775.957
2002-12-06,2793.434
2002-12-09,2779.16
2002-12-10,2809.43
2002-12-11,2787.189
2002-12-12,2789.746
2002-12-13,2796.261
2002-12-16,2835.427
2002-12-17,2855.653
2002-12-18,2808.834
2002-12-19,2809.89
2002-12-20,2811.292
2002-12-23,2794.322
2002-12-24,2813.866
2002-12-25,2813.866
2002-12-26,2818.369
2002-12-27,2759.904
2002-12-30,2809.494
2002-12-31,2829.61
2003-01-01,2829.61
2003-01-02,2792.25
2003-01-03,2948.699
2003-01-06,2970.14
2003-01-07,2948.674
2003-01-08,2935.96
2003-01-09,2942.223
2003-01-10,2940.069
2003-01-13,2939.729
2003-01-14,2981.436
2003-01-15,2914.577
2003-01-16,2893.673
2003-01-17,2890.481
2003-01-20,2849.896
2003-01-21,2838.44
2003-01-22,2788.793
2003-01-23,2784.646
2003-01-24,2778.003
2003-01-27,2677.913
2003-01-28,2674.117
2003-01-29,2729.255
2003-01-30,2742.272
2003-01-31,2779.943
2003-02-03,2785.684
2003-02-04,2761.618
2003-02-05,2758.804
2003-02-06,2681.15
2003-02-07,2680.307
2003-02-10,2655.557
2003-02-11,2702.495
2003-02-12,2629.081
2003-02-13,2649.1
2003-02-14,2699.639
2003-02-17,2714.085
2003-02-18,2700.037
2003-02-19,2639.019
2003-02-20,2669.953
2003-02-21,2691.373
2003-02-24,2686.359
2003-02-25,2685.849
2003-02-26,2681.004
2003-02-27,2665.485
2003-02-28,2736.267
2003-03-03,2755.725
2003-03-04,2695.98
2003-03-05,2669.442
2003-03-06,2637.298
2003-03-07,2632.551
2003-03-10,2577.881
2003-03-11,2560.078
2003-03-12,2570.667
2003-03-13,2577.452
2003-03-14,2644.735
2003-03-17,2668.223
2003-03-18,2667.478
2003-03-19,2731.025
2003-03-20,2798.433
2003-03-21,2862.08
2003-03-24,2754.585
2003-03-25,2796.841
2003-03-26,2790.25
2003-03-27,2770.153
2003-03-28,2781.112
2003-03-31,2758.747
2003-04-01,2777.125
2003-04-02,2801.684
2003-04-03,2817.546
2003-04-04,2846.579
2003-04-07,2853.371
2003-04-08,2871.91
2003-04-09,2892.072
2003-04-10,2860.301
2003-04-11,2860.21
2003-04-14,2883.646
2003-04-15,2938.084
2003-04-16,2931.724
2003-04-17,2929.645
2003-04-18,2929.645
2003-04-21,2901.082
2003-04-22,2923.19
2003-04-23,2930.801
2003-04-24,2939.293
2003-04-25,2918.518
2003-04-28,2955.307
2003-04-29,2915.473
2003-04-30,2955.557
2003-05-01,2990.282
2003-05-02,2951.937
2003-05-05,3010.044
2003-05-06,3046.493
2003-05-07,3049.093
2003-05-08,3021.329
2003-05-09,3034.866
2003-05-12,3012.559
2003-05-13,3013.526
2003-05-14,3005.256
2003-05-15,2993.963
2003-05-16,3021.879
2003-05-19,2989.43
2003-05-20,2993.524
2003-05-21,2965.109
2003-05-22,3005.089
2003-05-23,3016.154
2003-05-26,3001.949
2003-05-27,3054.701
2003-05-28,3061.69
2003-05-29,3080.061
2003-05-30,3008.006
2003-06-02,3106.571
2003-06-03,3057.785
2003-06-04,3084.81
2003-06-05,3089.196
2003-06-06,3097.379
2003-06-09,3128.577
2003-06-10,3111.367
2003-06-11,3155.192
2003-06-12,3152.308
2003-06-13,3110.69
2003-06-16,3200.392
2003-06-17,3214.113
2003-06-18,3186.527
2003-06-19,3135.998
2003-06-20,3135.981
2003-06-23,3074.003
2003-06-24,3069.358
2003-06-25,3091.973
2003-06-26,3075.022
2003-06-27,3077.367
2003-06-30,3058.864
2003-07-01,3017.899
2003-07-02,3048.858
2003-07-03,3089.909
2003-07-04,3077.463
2003-07-07,3086.553
2003-07-08,3071.448
2003-07-09,3072.599
2003-07-10,3068.763
2003-07-11,3087.885
2003-07-14,3129.557
2003-07-15,3111.515
2003-07-16,3091.638
2003-07-17,3081.819
2003-07-18,3091.943
2003-07-21,3109.926
2003-07-22,3103.438
2003-07-23,3149.587
2003-07-24,3199.171
2003-07-25,3205.038
2003-07-28,3220.577
2003-07-29,3218.679
2003-07-30,3210.725
2003-07-31,3206.369
2003-08-01,3189.536
2003-08-04,3188.31
2003-08-05,3216.957
2003-08-06,3193.536
2003-08-07,3191.402
2003-08-08,3187.607
2003-08-11,3180.623
2003-08-12,3184.408
2003-08-13,3159.531
2003-08-14,3161.689
2003-08-15,3195.536
2003-08-18,3172.11
2003-08-19,3153.192
2003-08-20,3148.114
2003-08-21,3117.989
2003-08-22,3097.471
2003-08-25,3068.616
2003-08-26,3056.472
2003-08-27,3063.594
2003-08-28,3067.888
2003-08-29,3045.758
2003-09-01,3104.73
2003-09-02,3059.908
2003-09-03,3115.621
2003-09-04,3133.566
2003-09-05,3185.389
2003-09-08,3217.362
2003-09-09,3206.206
2003-09-10,3196.835
2003-09-11,3197.158
2003-09-12,3219.571
2003-09-15,3237.573
2003-09-16,3236.118
2003-09-17,3275.124
2003-09-18,3289.838
2003-09-19,3302.602
2003-09-22,3261.92
2003-09-23,3246.701
2003-09-24,3235.622
2003-09-25,3223.995
2003-09-26,3198.344
2003-09-29,3198.417
2003-09-30,3194.203
2003-10-01,3223.535
2003-10-02,3228.972
2003-10-03,3273.103
2003-10-06,3259.002
2003-10-07,3272.01
2003-10-08,3297.812
2003-10-09,3330.96
2003-10-10,3342.082
2003-10-13,3348.985
2003-10-14,3351.869
2003-10-15,3337.407
2003-10-16,3358.022
2003-10-17,3316.487
2003-10-20,3356.739
2003-10-21,3354.593
2003-10-22,3334.251
2003-10-23,3305.57
2003-10-24,3322.762
2003-10-27,3329.204
2003-10-28,3308.616
2003-10-29,3312.162
2003-10-30,3348.52
2003-10-31,3333.006
2003-11-03,3336.72
2003-11-04,3283.299
2003-11-05,3233.872
2003-11-06,3239.598
2003-11-07,3292.177
2003-11-10,3250.48
2003-11-11,3301.693
2003-11-12,3342.051
2003-11-13,3398.16
2003-11-14,3471.803
2003-11-17,3434.477
2003-11-18,3459.837
2003-11-19,3432.231
2003-11-20,3447.799
2003-11-21,3460.874
2003-11-24,3460.739
2003-11-25,3464.248
2003-11-26,3502.765
2003-11-27,3509.237
2003-11-28,3529.606
2003-12-01,3543.238
2003-12-02,3569.435
2003-12-03,3599.378
2003-12-04,3582.123
2003-12-05,3583.554
2003-12-08,3618.719
2003-12-09,3634.345
2003-12-10,3620.163
2003-12-11,3624.522
2003-12-12,3660.191
2003-12-15,3678.062
2003-12-16,3666.484
2003-12-17,3672.629
2003-12-18,3724.947
2003-12-19,3709.223
2003-12-22,3708.86
2003-12-23,3719.666
2003-12-24,3744.1
2003-12-25,3744.1
2003-12-26,3736.915
2003-12-29,3754.971
2003-12-30,3791.407
2003-12-31,3816.085
2004-01-01,3816.085
2004-01-02,3808.079
2004-01-05,3888.041
2004-01-06,3909.57
2004-01-07,3881.585
2004-01-08,3898.437
2004-01-09,3911.239
2004-01-12,3833.8
2004-01-13,3863.199
2004-01-14,3878.928
2004-01-15,3838.835
2004-01-16,3805.865
2004-01-19,3805.162
2004-01-20,3843.991
2004-01-21,3885.443
2004-01-22,3940.73
2004-01-23,3956.362
2004-01-26,3921.808
2004-01-27,3956.243
2004-01-28,3958.623
2004-01-29,3899.855
2004-01-30,3877.953
2004-02-02,3924.055
2004-02-03,3924.981
2004-02-04,3938.917
2004-02-05,3960.405
2004-02-06,4022.363
2004-02-09,4040.212
2004-02-10,4051.698
2004-02-11,4033.988
2004-02-12,4057.561
2004-02-13,4051.212
2004-02-16,4048.599
2004-02-17,4064.146
2004-02-18,4033.574
2004-02-19,3992.572
2004-02-20,3938.442
2004-02-23,3951.646
2004-02-24,3949.437
2004-02-25,3912.159
2004-02-26,3877.533
2004-02-27,3894.172
2004-03-01,3931.804
2004-03-02,3908.397
2004-03-03,3854.643
2004-03-04,3894.167
2004-03-05,3937.76
2004-03-08,3909.039
2004-03-09,3922.857
2004-03-10,3898.783
2004-03-11,3815.664
2004-03-12,3790.037
2004-03-15,3769.315
2004-03-16,3798.224
2004-03-17,3777.335
2004-03-18,3803.888
2004-03-19,3805.018
2004-03-22,3728.372
2004-03-23,3730.634
2004-03-24,3718.076
2004-03-25,3750.354
2004-03-26,3719.407
2004-03-29,3748.043
2004-03-30,3754.993
2004-03-31,3787.032
2004-04-01,3869.64
2004-04-02,3821.65
2004-04-05,3801.907
2004-04-06,3794.754
2004-04-07,3853.581
2004-04-08,3880.746
2004-04-09,3880.746
2004-04-12,3875.457
2004-04-13,3809.243
2004-04-14,3808.998
2004-04-15,3849.908
2004-04-16,3888.605
2004-04-19,3915.541
2004-04-20,3872.542
2004-04-21,3851.649
2004-04-22,3839.138
2004-04-23,3846.335
2004-04-26,3931.268
2004-04-27,3942.631
2004-04-28,3882.055
2004-04-29,3918.746
2004-04-30,3899.155
2004-05-03,3915.244
2004-05-04,3975.651
2004-05-05,4032.616
2004-05-06,3983.871
2004-05-07,3940.359
2004-05-10,3816.177
2004-05-11,3847.391
2004-05-12,3834.854
2004-05-13,3863.332
2004-05-14,3859.13
2004-05-17,3872.143
2004-05-18,3886.194
2004-05-19,3948.017
2004-05-20,3909.715
2004-05-21,3895.844
2004-05-24,3894.132
2004-05-25,3919.349
2004-05-26,3929.417
2004-05-27,4017.512
2004-05-28,3953.055
2004-05-31,3953.055
2004-06-01,3929.918
2004-06-02,3985.871
2004-06-03,3994.096
2004-06-04,4013.469
2004-06-07,4060.62
2004-06-08,4047.512
2004-06-09,3993.272
2004-06-10,3979.797
2004-06-11,3949.537
2004-06-14,3922.738
2004-06-15,3942.516
2004-06-16,3942.611
2004-06-17,3971.847
2004-06-18,4011.737
2004-06-21,4010.681
2004-06-22,3969.452
2004-06-23,3958.809
2004-06-24,3996.401
2004-06-25,3961.74
2004-06-28,3972.679
2004-06-29,3912.561
2004-06-30,3889.606
2004-07-01,3903.495
2004-07-02,3967.51
2004-07-05,3935.488
2004-07-06,3915.857
2004-07-07,3937.217
2004-07-08,3989.493
2004-07-09,3951.479
2004-07-12,3945.409
2004-07-13,3901.81
2004-07-14,3945.503
2004-07-15,3887.144
2004-07-16,3900.369
2004-07-19,3859.194
2004-07-20,3908.619
2004-07-21,3901.445
2004-07-22,3874.077
2004-07-23,3830.702
2004-07-26,3800.237
2004-07-27,3795.339
2004-07-28,3793.832
2004-07-29,3819.51
2004-07-30,3811.138
2004-08-02,3811.059
2004-08-03,3844.118
2004-08-04,3825.459
2004-08-05,3814.819
2004-08-06,3802.324
2004-08-09,3767.484
2004-08-10,3801.477
2004-08-11,3753.917
2004-08-12,3778.209
2004-08-13,3797.241
2004-08-16,3811.9
2004-08-17,3808.674
2004-08-18,3764.99
2004-08-19,3808.904
2004-08-20,3776.55
2004-08-23,3767.302
2004-08-24,3734.418
2004-08-25,3730.369
2004-08-26,3767.914
2004-08-27,3775.436
2004-08-30,3771.148
2004-08-31,3785.368
2004-09-01,3845.587
2004-09-02,3828.473
2004-09-03,3818.924
2004-09-06,3851.557
2004-09-07,3861.805
2004-09-08,3860.975
2004-09-09,3850.002
2004-09-10,3901.247
2004-09-13,3913.649
2004-09-14,3903.156
2004-09-15,3856.13
2004-09-16,3838.996
2004-09-17,3856.68
2004-09-20,3861.679
2004-09-21,3940.434
2004-09-22,3916.974
2004-09-23,3894.002
2004-09-24,3871.694
2004-09-27,3854.645
2004-09-28,3891.751
2004-09-29,3911.177
2004-09-30,3898.588
2004-10-01,3932.222
2004-10-04,3927.811
2004-10-05,3928.977
2004-10-06,3923.435
2004-10-07,3856.475
2004-10-08,3878.162
2004-10-11,3851.011
2004-10-12,3805.288
2004-10-13,3818.73
2004-10-14,3815.393
2004-10-15,3836.958
2004-10-18,3855.383
2004-10-19,3904.458
2004-10-20,3903.383
2004-10-21,3916.44
2004-10-22,3918.989
2004-10-25,3913.299
2004-10-26,3917.973
2004-10-27,3953.329
2004-10-28,3967.737
2004-10-29,3923.182
2004-11-01,3957.691
2004-11-02,3979.146
2004-11-03,4068.279
2004-11-04,4105.187
2004-11-05,4152.508
2004-11-08,4146.553
2004-11-09,4107.795
2004-11-10,4150.072
2004-11-11,4176.589
2004-11-12,4203.797
2004-11-15,4187.818
2004-11-16,4184.301
2004-11-17,4228.102
2004-11-18,4214.133
2004-11-19,4179.352
2004-11-22,4135.924
2004-11-23,4124.886
2004-11-24,4133.896
2004-11-25,4195.705
2004-11-26,4191.465
2004-11-29,4182.964
2004-11-30,4131.681
2004-12-01,4167.115
2004-12-02,4179.731
2004-12-03,4191.509
2004-12-06,4171.97
2004-12-07,4194.467
2004-12-08,4124.538
2004-12-09,4132.712
2004-12-10,4132.784
2004-12-13,4182.838
2004-12-14,4205.045
2004-12-15,4242.55
2004-12-16,4205.969
2004-12-17,4158.946
2004-12-20,4254.494
2004-12-21,4218.274
2004-12-22,4254.814
2004-12-23,4291.738
2004-12-24,4297.94
2004-12-27,4319.488
2004-12-28,4327.02
2004-12-29,4336.463
2004-12-30,4346.242
2004-12-31,4331.909
2005-01-03,4340.553
2005-01-04,4270.904
2005-01-05,4223.294
2005-01-06,4196.734
2005-01-07,4147.482
2005-01-10,4165.896
2005-01-11,4153.518
2005-01-12,4152.446
2005-01-13,4149.008
2005-01-14,4153.657
2005-01-17,4178.936
2005-01-18,4151.234
2005-01-19,4169.884
2005-01-20,4115.449
2005-01-21,4124.651
2005-01-24,4155.384
2005-01-25,4123.707
2005-01-26,4162.891
2005-01-27,4153.516
2005-01-28,4112.872
2005-01-31,4137.426
2005-02-01,4129.413
2005-02-02,4111.618
2005-02-03,4094.159
2005-02-04,4100.328
2005-02-07,4077.062
2005-02-08,4068.073
2005-02-09,4083.466
2005-02-10,4120.371
2005-02-11,4145.629
2005-02-14,4174.17
2005-02-15,4182.712
2005-02-16,4171.078
2005-02-17,4175.851
2005-02-18,4206.402
2005-02-21,4269.109
2005-02-22,4326.414
2005-02-23,4266.604
2005-02-24,4267.396
2005-02-25,4290.602
2005-02-28,4325.141
2005-03-01,4320.279
2005-03-02,4325.9
2005-03-03,4306.908
2005-03-04,4371.925
2005-03-07,4331.158
2005-03-08,4361.136
2005-03-09,4325.548
2005-03-10,4338.112
2005-03-11,4370.953
2005-03-14,4311.763
2005-03-15,4357.762
2005-03-16,4364.774
2005-03-17,4349.522
2005-03-18,4280.637
2005-03-21,4280.301
2005-03-22,4285.213
2005-03-23,4223.371
2005-03-24,4209.954
2005-03-25,4209.954
2005-03-28,4184.996
2005-03-29,4213.729
2005-03-30,4225.718
2005-03-31,4221.567
2005-04-01,4216.898
2005-04-04,4137.871
2005-04-05,4192.594
2005-04-06,4249.489
2005-04-07,4258.588
2005-04-08,4246.598
2005-04-11,4275.268
2005-04-12,4237.081
2005-04-13,4244.354
2005-04-14,4228.785
2005-04-15,4318.717
2005-04-18,4287.629
2005-04-19,4362.756
2005-04-20,4359.341
2005-04-21,4376.972
2005-04-22,4391.693
2005-04-25,4339.091
2005-04-26,4371.281
2005-04-27,4332.912
2005-04-28,4346.162
2005-04-29,4372.232
2005-05-02,4367.383
2005-05-03,4393.896
2005-05-04,4467.834
2005-05-05,4443.744
2005-05-06,4438.816
2005-05-09,4419.447
2005-05-10,4382.306
2005-05-11,4370.057
2005-05-12,4358.324
2005-05-13,4338.4
2005-05-16,4330.601
2005-05-17,4341.352
2005-05-18,4370.622
2005-05-19,4375.785
2005-05-20,4343.685
2005-05-23,4375.968
2005-05-24,4435.017
2005-05-25,4466.08
2005-05-26,4470.814
2005-05-27,4495.038
2005-05-30,4466.118
2005-05-31,4428.015
2005-06-01,4463.787
2005-06-02,4475.733
2005-06-03,4461.94
2005-06-06,4459.453
2005-06-07,4490.88
2005-06-08,4507.522
2005-06-09,4465.323
2005-06-10,4420.157
2005-06-13,4414.603
