Date,AUSTRALIA SMID CAP SMID (Small+Mid Cap)
2007-05-31,1000.0
2007-06-29,1021.632
2007-07-31,1008.46
2007-08-31,949.309
2007-09-28,1076.309
2007-10-31,1141.275
2007-11-30,1060.501
2007-12-31,1021.373
2008-01-31,918.559
2008-02-29,987.659
2008-03-31,926.439
2008-04-30,1000.685
2008-05-30,1024.542
2008-06-30,932.956
2008-07-31,885.108
2008-08-29,845.413
2008-09-30,685.641
2008-10-31,449.771
2008-11-28,402.283
2008-12-31,443.961
2009-01-30,379.561
2009-02-27,339.56
2009-03-31,402.487
2009-04-30,465.169
2009-05-29,527.958
2009-06-30,548.544
2009-07-31,615.931
2009-08-31,663.678
2009-09-30,729.983
2009-10-30,732.407
2009-11-30,748.463
2009-12-31,777.721
2010-01-29,717.894
2010-02-26,722.069
2010-03-31,783.563
2010-04-30,789.735
2010-05-31,652.224
2010-06-30,637.645
2010-07-30,712.706
2010-08-31,707.904
2010-09-30,815.602
2010-10-29,841.006
2010-11-30,820.042
2010-12-31,923.419
2011-01-31,889.064
2011-02-28,931.737
2011-03-31,950.438
2011-04-29,980.925
2011-05-31,948.31
2011-06-30,921.4
2011-07-29,935.369
2011-08-31,882.588
2011-09-30,731.83
2011-10-31,862.176
2011-11-30,806.543
2011-12-30,784.723
2012-01-31,863.072
2012-02-29,915.991
2012-03-30,885.866
2012-04-30,892.016
2012-05-31,768.603
2012-06-29,788.268
2012-07-31,820.789
2012-08-31,818.217
2012-09-28,842.287
2012-10-31,864.03
2012-11-30,866.943
2012-12-31,890.226
2013-01-31,941.582
2013-02-28,957.711
2013-03-29,958.54
2013-04-30,955.238
2013-05-31,853.395
2013-06-28,777.611
2013-07-31,789.614
2013-08-30,803.337
2013-09-30,867.516
2013-10-31,899.801
2013-11-29,841.411
2013-12-31,838.726
2014-01-31,801.925
2014-02-28,869.104
2014-03-31,895.433
2014-04-30,907.687
2014-05-30,919.306
2014-06-30,925.641
2014-07-31,953.214
2014-08-29,971.991
2014-09-30,862.342
2014-10-31,891.135
2014-11-28,845.488
2014-12-31,834.224
2015-01-30,819.105
2015-02-27,885.589
2015-03-31,859.617
2015-04-30,883.454
2015-05-29,882.525
2015-06-30,822.778
2015-07-31,823.02
2015-08-31,759.269
2015-09-30,738.065
2015-10-30,794.734
2015-11-30,808.988
2015-12-31,828.375
2016-01-29,773.035
2016-02-29,794.373
2016-03-31,896.278
2016-04-29,910.157
2016-05-31,898.177
2016-06-30,914.009
2016-07-29,1000.89
2016-08-31,982.982
2016-09-30,992.588
2016-10-31,951.007
2016-11-30,935.231
2016-12-30,958.544
2017-01-31,991.289
2017-02-28,1026.027
2017-03-31,1052.856
2017-04-28,1042.432
2017-05-31,1039.719
2017-06-30,1079.981
2017-07-31,1107.546
2017-08-31,1127.814
2017-09-29,1114.009
2017-10-31,1148.226
2017-11-30,1170.574
2017-12-29,1229.752
2018-01-31,1262.707
2018-02-28,1223.252
2018-03-30,1171.415
2018-04-30,1203.027
2018-05-31,1219.338
2018-06-29,1218.329
2018-07-31,1238.204
2018-08-31,1232.838
2018-09-28,1217.743
2018-10-31,1105.763
2018-11-30,1095.291
2018-12-31,1031.525
2019-01-31,1132.857
2019-02-28,1161.743
2019-03-29,1164.699
2019-04-30,1192.166
2019-05-31,1182.319
2019-06-28,1226.625
2019-07-31,1255.156
2019-08-30,1209.578
2019-09-30,1229.469
2019-10-31,1256.028
2019-11-29,1270.4
2019-12-31,1289.849
2020-01-31,1280.67
2020-02-28,1111.436
2020-03-31,796.978
2020-04-30,977.325
2020-05-29,1069.216
2020-06-30,1120.432
2020-07-31,1168.057
2020-08-31,1269.096
2020-09-30,1192.351
2020-10-30,1192.281
2020-11-30,1368.118
2020-12-31,1431.825
2021-01-29,1412.597
2021-02-26,1422.608
2021-03-31,1445.183
2021-04-30,1521.636
2021-05-31,1540.233
2021-06-30,1540.554
2021-07-30,1506.433
2021-08-31,1573.655
2021-09-30,1544.352
2021-10-29,1606.91
2021-11-30,1523.065
2021-12-31,1606.79
2022-01-31,1427.262
2022-02-28,1496.949
2022-03-31,1623.438
2022-04-29,1530.87
2022-05-31,1477.071
2022-06-30,1272.45
2022-07-29,1390.026
2022-08-31,1391.545
2022-09-30,1200.679
2022-10-31,1268.865
2022-11-30,1394.844
2022-12-30,1354.22
2023-01-31,1496.245
2023-02-28,1413.194
2023-03-31,1393.886
2023-04-28,1421.473
2023-05-31,1373.042
2023-06-30,1424.765
2023-07-31,1490.157
2023-08-31,1416.484
2023-09-29,1352.801
2023-10-31,1256.853
2023-11-30,1381.437
2023-12-29,1517.155
2024-01-31,1478.491
2024-02-29,1506.469
2024-03-29,1569.168
2024-04-30,1517.954
2024-05-31,1543.49
2024-06-28,1541.555
2024-07-31,1568.484
2024-08-30,1632.622
2024-09-30,1736.037
2024-10-31,1601.515
2024-11-29,1667.97
2024-12-31,1523.178
2025-01-31,1620.693
2025-02-28,1575.928
2025-03-31,1525.545
2025-04-30,1612.278
2025-05-30,1704.998
2025-06-30,1750.777
2025-07-31,1750.982
2025-08-29,1863.002
2025-09-30,1891.037
2025-10-31,1872.844
