Date,WORLD ex USA SMID GROWTH SMID (Small+Mid Cap)
2001-06-15,422.18
2001-06-18,418.387
2001-06-19,416.862
2001-06-20,411.436
2001-06-21,413.177
2001-06-22,414.973
2001-06-25,415.576
2001-06-26,412.193
2001-06-27,410.698
2001-06-28,407.88
2001-06-29,411.706
2001-07-02,411.301
2001-07-03,410.154
2001-07-04,406.864
2001-07-05,400.31
2001-07-06,395.73
2001-07-09,393.259
2001-07-10,395.632
2001-07-11,392.654
2001-07-12,395.468
2001-07-13,394.683
2001-07-16,393.611
2001-07-17,389.555
2001-07-18,391.669
2001-07-19,393.08
2001-07-20,392.776
2001-07-23,387.944
2001-07-24,388.738
2001-07-25,389.083
2001-07-26,389.426
2001-07-27,391.787
2001-07-30,390.533
2001-07-31,394.375
2001-08-01,399.285
2001-08-02,405.611
2001-08-03,404.553
2001-08-06,402.037
2001-08-07,399.874
2001-08-08,398.35
2001-08-09,395.281
2001-08-10,396.745
2001-08-13,395.72
2001-08-14,399.137
2001-08-15,403.541
2001-08-16,400.068
2001-08-17,399.293
2001-08-20,394.288
2001-08-21,395.593
2001-08-22,397.109
2001-08-23,394.129
2001-08-24,395.829
2001-08-27,395.86
2001-08-28,393.241
2001-08-29,391.99
2001-08-30,386.585
2001-08-31,384.683
2001-09-03,378.962
2001-09-04,377.604
2001-09-05,372.016
2001-09-06,367.752
2001-09-07,366.848
2001-09-10,358.989
2001-09-11,351.922
2001-09-12,340.701
2001-09-13,342.913
2001-09-14,340.423
2001-09-17,332.05
2001-09-18,331.63
2001-09-19,332.711
2001-09-20,323.374
2001-09-21,313.321
2001-09-24,319.271
2001-09-25,326.207
2001-09-26,328.22
2001-09-27,327.471
2001-09-28,333.738
2001-10-01,333.047
2001-10-02,334.076
2001-10-03,335.632
2001-10-04,342.755
2001-10-05,343.968
2001-10-08,343.653
2001-10-09,343.745
2001-10-10,344.806
2001-10-11,349.803
2001-10-12,351.311
2001-10-15,350.518
2001-10-16,353.6
2001-10-17,358.665
2001-10-18,352.82
2001-10-19,350.661
2001-10-22,350.889
2001-10-23,354.768
2001-10-24,356.904
2001-10-25,357.814
2001-10-26,359.75
2001-10-29,360.267
2001-10-30,355.378
2001-10-31,355.2
2001-11-01,356.535
2001-11-02,356.518
2001-11-05,358.674
2001-11-06,361.421
2001-11-07,362.23
2001-11-08,363.904
2001-11-09,363.294
2001-11-12,360.342
2001-11-13,361.025
2001-11-14,364.826
2001-11-15,367.255
2001-11-16,369.602
2001-11-19,371.53
2001-11-20,369.211
2001-11-21,366.128
2001-11-22,367.701
2001-11-23,366.761
2001-11-26,371.052
2001-11-27,370.815
2001-11-28,368.087
2001-11-29,366.32
2001-11-30,368.96
2001-12-03,364.224
2001-12-04,366.243
2001-12-05,372.435
2001-12-06,374.921
2001-12-07,373.278
2001-12-10,369.276
2001-12-11,367.646
2001-12-12,369.569
2001-12-13,365.108
2001-12-14,362.548
2001-12-17,363.105
2001-12-18,362.506
2001-12-19,359.598
2001-12-20,358.674
2001-12-21,356.417
2001-12-24,354.765
2001-12-25,354.71
2001-12-26,354.188
2001-12-27,359.32
2001-12-28,361.614
2001-12-31,364.144
2002-01-01,364.145
2002-01-02,365.905
2002-01-03,369.531
2002-01-04,372.036
2002-01-07,371.509
2002-01-08,368.286
2002-01-09,368.212
2002-01-10,366.888
2002-01-11,366.607
2002-01-14,364.292
2002-01-15,362.435
2002-01-16,357.651
2002-01-17,357.927
2002-01-18,359.538
2002-01-21,359.415
2002-01-22,356.668
2002-01-23,356.61
2002-01-24,356.847
2002-01-25,353.866
2002-01-28,354.714
2002-01-29,353.013
2002-01-30,350.562
2002-01-31,352.151
2002-02-01,351.361
2002-02-04,349.947
2002-02-05,345.962
2002-02-06,344.507
2002-02-07,344.325
2002-02-08,345.453
2002-02-11,349.168
2002-02-12,351.155
2002-02-13,351.372
2002-02-14,352.777
2002-02-15,352.717
2002-02-18,351.369
2002-02-19,347.406
2002-02-20,345.09
2002-02-21,347.242
2002-02-22,347.539
2002-02-25,347.526
2002-02-26,348.449
2002-02-27,351.123
2002-02-28,351.625
2002-03-01,354.832
2002-03-04,364.327
2002-03-05,363.679
2002-03-06,366.26
2002-03-07,374.585
2002-03-08,375.123
2002-03-11,376.809
2002-03-12,371.64
2002-03-13,369.333
2002-03-14,372.041
2002-03-15,373.811
2002-03-18,373.605
2002-03-19,375.497
2002-03-20,375.009
2002-03-21,373.718
2002-03-22,372.137
2002-03-25,369.549
2002-03-26,368.881
2002-03-27,370.523
2002-03-28,371.701
2002-03-29,370.806
2002-04-01,371.662
2002-04-02,372.265
2002-04-03,372.41
2002-04-04,372.578
2002-04-05,373.358
2002-04-08,370.616
2002-04-09,370.141
2002-04-10,371.811
2002-04-11,370.474
2002-04-12,369.084
2002-04-15,370.325
2002-04-16,374.243
2002-04-17,377.39
2002-04-18,377.607
2002-04-19,377.304
2002-04-22,377.527
2002-04-23,377.122
2002-04-24,376.825
2002-04-25,377.522
2002-04-26,376.908
2002-04-29,375.687
2002-04-30,374.372
2002-05-01,377.186
2002-05-02,376.883
2002-05-03,378.28
2002-05-06,378.063
2002-05-07,373.772
2002-05-08,376.416
2002-05-09,377.052
2002-05-10,377.189
2002-05-13,376.706
2002-05-14,375.413
2002-05-15,379.278
2002-05-16,380.873
2002-05-17,385.41
2002-05-20,386.194
2002-05-21,386.865
2002-05-22,387.347
2002-05-23,385.262
2002-05-24,385.648
2002-05-27,384.791
2002-05-28,386.533
2002-05-29,385.745
2002-05-30,385.854
2002-05-31,386.207
2002-06-03,386.301
2002-06-04,383.22
2002-06-05,380.405
2002-06-06,381.065
2002-06-07,377.102
2002-06-10,376.84
2002-06-11,377.293
2002-06-12,373.088
2002-06-13,368.75
2002-06-14,362.458
2002-06-17,363.707
2002-06-18,365.667
2002-06-19,361.934
2002-06-20,360.51
2002-06-21,360.643
2002-06-24,358.671
2002-06-25,360.044
2002-06-26,358.581
2002-06-27,359.963
2002-06-28,366.668
2002-07-01,367.717
2002-07-02,361.528
2002-07-03,355.612
2002-07-04,356.337
2002-07-05,362.338
2002-07-08,365.627
2002-07-09,366.522
2002-07-10,359.59
2002-07-11,351.625
2002-07-12,352.657
2002-07-15,347.87
2002-07-16,345.834
2002-07-17,348.428
2002-07-18,352.933
2002-07-19,346.995
2002-07-22,336.343
2002-07-23,329.119
2002-07-24,322.599
2002-07-25,326.917
2002-07-26,320.842
2002-07-29,326.537
2002-07-30,330.532
2002-07-31,329.237
2002-08-01,323.997
2002-08-02,321.194
2002-08-05,314.742
2002-08-06,309.537
2002-08-07,313.088
2002-08-08,315.639
2002-08-09,320.411
2002-08-12,318.224
2002-08-13,318.588
2002-08-14,319.89
2002-08-15,323.057
2002-08-16,325.667
2002-08-19,327.169
2002-08-20,326.501
2002-08-21,329.899
2002-08-22,332.88
2002-08-23,332.058
2002-08-26,332.846
2002-08-27,335.839
2002-08-28,330.148
2002-08-29,326.697
2002-08-30,326.614
2002-09-02,324.64
2002-09-03,320.359
2002-09-04,317.613
2002-09-05,315.564
2002-09-06,316.376
2002-09-09,315.061
2002-09-10,316.618
2002-09-11,319.074
2002-09-12,316.339
2002-09-13,312.441
2002-09-16,309.246
2002-09-17,308.908
2002-09-18,305.034
2002-09-19,302.921
2002-09-20,301.01
2002-09-23,295.263
2002-09-24,290.422
2002-09-25,291.59
2002-09-26,296.322
2002-09-27,297.835
2002-09-30,293.899
2002-10-01,291.274
2002-10-02,291.107
2002-10-03,288.616
2002-10-04,285.663
2002-10-07,279.535
2002-10-08,277.352
2002-10-09,275.12
2002-10-10,274.788
2002-10-11,282.656
2002-10-14,281.821
2002-10-15,292.418
2002-10-16,291.561
2002-10-17,296.652
2002-10-18,297.093
2002-10-21,298.346
2002-10-22,296.638
2002-10-23,294.318
2002-10-24,296.037
2002-10-25,297.229
2002-10-28,301.328
2002-10-29,296.385
2002-10-30,299.089
2002-10-31,301.813
2002-11-01,302.293
2002-11-04,308.823
2002-11-05,311.653
2002-11-06,311.268
2002-11-07,310.961
2002-11-08,309.175
2002-11-11,304.35
2002-11-12,306.049
2002-11-13,303.864
2002-11-14,304.165
2002-11-15,306.26
2002-11-18,306.775
2002-11-19,304.985
2002-11-20,303.079
2002-11-21,309.435
2002-11-22,312.204
2002-11-25,312.234
2002-11-26,309.404
2002-11-27,311.662
2002-11-28,316.946
2002-11-29,318.121
2002-12-02,317.259
2002-12-03,313.981
2002-12-04,310.865
2002-12-05,309.197
2002-12-06,308.483
2002-12-09,305.18
2002-12-10,305.209
2002-12-11,306.317
2002-12-12,306.209
2002-12-13,305.461
2002-12-16,305.362
2002-12-17,305.552
2002-12-18,300.941
2002-12-19,301.323
2002-12-20,302.727
2002-12-23,302.537
2002-12-24,303.542
2002-12-25,303.495
2002-12-26,305.271
2002-12-27,304.277
2002-12-30,305.978
2002-12-31,307.627
2003-01-01,307.617
2003-01-02,308.97
2003-01-03,311.466
2003-01-06,315.389
2003-01-07,312.397
2003-01-08,308.049
2003-01-09,310.255
2003-01-10,312.007
2003-01-13,312.922
2003-01-14,315.664
2003-01-15,314.098
2003-01-16,314.309
2003-01-17,313.055
2003-01-20,311.545
2003-01-21,310.612
2003-01-22,307.674
2003-01-23,309.635
2003-01-24,309.574
2003-01-27,302.877
2003-01-28,301.604
2003-01-29,299.447
2003-01-30,300.355
2003-01-31,299.024
2003-02-03,302.274
2003-02-04,301.806
2003-02-05,301.834
2003-02-06,299.465
2003-02-07,297.567
2003-02-10,295.061
2003-02-11,295.61
2003-02-12,294.419
2003-02-13,294.949
2003-02-14,294.993
2003-02-17,297.156
2003-02-18,298.316
2003-02-19,297.629
2003-02-20,297.747
2003-02-21,296.479
2003-02-24,295.327
2003-02-25,289.191
2003-02-26,289.141
2003-02-27,288.374
2003-02-28,291.671
2003-03-03,294.409
2003-03-04,292.314
2003-03-05,291.787
2003-03-06,289.928
2003-03-07,286.996
2003-03-10,282.691
2003-03-11,280.651
2003-03-12,277.169
2003-03-13,279.622
2003-03-14,283.359
2003-03-17,284.531
2003-03-18,286.904
2003-03-19,288.042
2003-03-20,288.939
2003-03-21,291.141
2003-03-24,289.759
2003-03-25,290.717
2003-03-26,292.506
2003-03-27,291.772
2003-03-28,291.942
2003-03-31,289.038
2003-04-01,289.881
2003-04-02,293.452
2003-04-03,293.633
2003-04-04,294.774
2003-04-07,299.604
2003-04-08,297.939
2003-04-09,297.829
2003-04-10,298.816
2003-04-11,298.731
2003-04-14,299.636
2003-04-15,303.123
2003-04-16,304.959
2003-04-17,306.905
2003-04-18,307.091
2003-04-21,306.226
2003-04-22,308.405
2003-04-23,311.299
2003-04-24,311.08
2003-04-25,308.845
2003-04-28,310.5
2003-04-29,311.992
2003-04-30,316.914
2003-05-01,320.041
2003-05-02,320.441
2003-05-05,323.812
2003-05-06,329.057
2003-05-07,329.533
2003-05-08,327.366
2003-05-09,328.922
2003-05-12,331.135
2003-05-13,331.542
2003-05-14,332.6
2003-05-15,333.484
2003-05-16,337.005
2003-05-19,333.602
2003-05-20,333.538
2003-05-21,332.304
2003-05-22,334.826
2003-05-23,337.365
2003-05-26,338.551
2003-05-27,338.443
2003-05-28,339.533
2003-05-29,342.774
2003-05-30,342.906
2003-06-02,346.562
2003-06-03,344.194
2003-06-04,346.854
2003-06-05,352.343
2003-06-06,354.917
2003-06-09,354.024
2003-06-10,353.169
2003-06-11,357.827
2003-06-12,358.643
2003-06-13,358.882
2003-06-16,361.621
2003-06-17,364.085
2003-06-18,361.779
2003-06-19,358.99
2003-06-20,359.109
2003-06-23,355.727
2003-06-24,351.726
2003-06-25,355.685
2003-06-26,352.066
2003-06-27,353.821
2003-06-30,353.213
2003-07-01,355.136
2003-07-02,359.55
2003-07-03,360.991
2003-07-04,359.894
2003-07-07,362.838
2003-07-08,363.237
2003-07-09,363.011
2003-07-10,361.298
2003-07-11,359.663
2003-07-14,363.701
2003-07-15,362.154
2003-07-16,360.257
2003-07-17,355.569
2003-07-18,356.165
2003-07-21,357.575
2003-07-22,357.324
2003-07-23,361.984
2003-07-24,365.815
2003-07-25,366.851
2003-07-28,368.704
2003-07-29,368.523
2003-07-30,365.099
2003-07-31,363.8
2003-08-01,365.344
2003-08-04,364.675
2003-08-05,364.32
2003-08-06,361.672
2003-08-07,362.719
2003-08-08,363.106
2003-08-11,365.517
2003-08-12,367.491
2003-08-13,370.421
2003-08-14,372.168
2003-08-15,372.65
2003-08-18,373.8
2003-08-19,375.056
2003-08-20,377.832
2003-08-21,378.608
2003-08-22,377.725
2003-08-25,377.454
2003-08-26,375.043
2003-08-27,375.734
2003-08-28,377.133
2003-08-29,381.314
2003-09-01,386.015
2003-09-02,385.597
2003-09-03,389.905
2003-09-04,389.963
2003-09-05,391.603
2003-09-08,394.29
2003-09-09,396.037
2003-09-10,392.289
2003-09-11,390.521
2003-09-12,393.784
2003-09-15,394.823
2003-09-16,396.247
2003-09-17,399.167
2003-09-18,403.081
2003-09-19,406.414
2003-09-22,405.045
2003-09-23,405.372
2003-09-24,405.304
2003-09-25,401.902
2003-09-26,398.753
2003-09-29,399.211
2003-09-30,399.189
2003-10-01,404.216
2003-10-02,409.105
2003-10-03,413.106
2003-10-06,414.469
2003-10-07,417.428
2003-10-08,417.785
2003-10-09,420.091
2003-10-10,424.545
2003-10-13,424.567
2003-10-14,426.102
2003-10-15,428.375
2003-10-16,432.203
2003-10-17,431.746
2003-10-20,432.488
2003-10-21,433.228
2003-10-22,431.533
2003-10-23,421.572
2003-10-24,423.993
2003-10-27,427.198
2003-10-28,429.569
2003-10-29,434.359
2003-10-30,435.838
2003-10-31,433.006
2003-11-03,431.33
2003-11-04,435.919
2003-11-05,432.463
2003-11-06,428.979
2003-11-07,432.847
2003-11-10,433.231
2003-11-11,427.168
2003-11-12,429.257
2003-11-13,433.274
2003-11-14,432.12
2003-11-17,422.317
2003-11-18,425.678
2003-11-19,422.846
2003-11-20,423.691
2003-11-21,424.412
2003-11-24,423.96
2003-11-25,427.323
2003-11-26,433.11
2003-11-27,433.818
2003-11-28,434.437
2003-12-01,439.201
2003-12-02,443.189
2003-12-03,444.602
2003-12-04,443.099
2003-12-05,443.462
2003-12-08,441.746
2003-12-09,441.526
2003-12-10,437.067
2003-12-11,436.099
2003-12-12,440.774
2003-12-15,444.44
2003-12-16,441.276
2003-12-17,440.877
2003-12-18,441.636
2003-12-19,441.837
2003-12-22,443.298
2003-12-23,445.46
2003-12-24,447.757
2003-12-25,448.313
2003-12-26,449.413
2003-12-29,453.199
2003-12-30,457.431
2003-12-31,459.755
2004-01-01,459.763
2004-01-02,462.961
2004-01-05,470.327
2004-01-06,472.302
2004-01-07,470.999
2004-01-08,476.372
2004-01-09,480.634
2004-01-12,479.143
2004-01-13,479.726
2004-01-14,480.736
2004-01-15,478.241
2004-01-16,477.728
2004-01-19,479.299
2004-01-20,484.616
2004-01-21,486.515
2004-01-22,488.462
2004-01-23,488.094
2004-01-26,484.166
2004-01-27,486.766
2004-01-28,484.284
2004-01-29,474.215
2004-01-30,476.729
2004-02-02,478.838
2004-02-03,480.362
2004-02-04,474.91
2004-02-05,477.881
2004-02-06,484.651
2004-02-09,487.622
2004-02-10,487.674
2004-02-11,488.397
2004-02-12,494.346
2004-02-13,494.663
2004-02-16,495.946
2004-02-17,500.981
2004-02-18,500.966
2004-02-19,497.729
2004-02-20,490.304
2004-02-23,491.107
2004-02-24,489.909
2004-02-25,487.28
2004-02-26,485.137
2004-02-27,488.814
2004-03-01,496.175
2004-03-02,493.64
2004-03-03,488.068
2004-03-04,490.944
2004-03-05,498.442
2004-03-08,496.568
2004-03-09,495.272
2004-03-10,485.817
2004-03-11,478.313
2004-03-12,477.133
2004-03-15,473.674
2004-03-16,480.061
2004-03-17,483.854
2004-03-18,488.186
2004-03-19,488.064
2004-03-22,482.649
2004-03-23,482.042
2004-03-24,480.99
2004-03-25,486.252
2004-03-26,487.742
2004-03-29,493.872
2004-03-30,494.733
2004-03-31,501.421
2004-04-01,508.854
2004-04-02,508.765
2004-04-05,507.453
2004-04-06,507.071
2004-04-07,510.978
2004-04-08,510.329
2004-04-09,508.066
2004-04-12,510.579
2004-04-13,506.982
2004-04-14,499.323
2004-04-15,496.148
2004-04-16,501.226
2004-04-19,499.672
2004-04-20,500.404
2004-04-21,494.782
2004-04-22,495.856
2004-04-23,498.881
2004-04-26,501.904
2004-04-27,500.184
2004-04-28,493.725
2004-04-29,491.559
2004-04-30,487.792
2004-05-03,488.26
2004-05-04,493.875
2004-05-05,496.718
2004-05-06,487.842
2004-05-07,477.545
2004-05-10,455.92
2004-05-11,458.426
2004-05-12,463.321
2004-05-13,459.479
2004-05-14,456.443
2004-05-17,449.684
2004-05-18,454.584
2004-05-19,468.811
2004-05-20,463.653
2004-05-21,470.651
2004-05-24,471.613
2004-05-25,473.241
2004-05-26,478.324
2004-05-27,485.92
2004-05-28,487.612
2004-05-31,487.984
2004-06-01,487.748
2004-06-02,488.987
2004-06-03,484.876
2004-06-04,487.896
2004-06-07,496.429
2004-06-08,496.844
2004-06-09,493.103
2004-06-10,494.066
2004-06-11,490.565
2004-06-14,487.767
2004-06-15,489.097
2004-06-16,492.209
2004-06-17,494.681
2004-06-18,496.453
2004-06-21,497.573
2004-06-22,494.755
2004-06-23,496.126
2004-06-24,503.476
2004-06-25,502.918
2004-06-28,508.39
2004-06-29,505.317
2004-06-30,507.087
2004-07-01,507.894
2004-07-02,508.133
2004-07-05,503.849
2004-07-06,500.497
2004-07-07,502.808
2004-07-08,501.626
2004-07-09,503.61
2004-07-12,505.581
2004-07-13,502.501
2004-07-14,499.9
2004-07-15,495.64
2004-07-16,501.504
2004-07-19,500.125
2004-07-20,496.532
2004-07-21,494.37
2004-07-22,489.94
2004-07-23,484.388
2004-07-26,480.412
2004-07-27,475.883
2004-07-28,477.034
2004-07-29,477.633
2004-07-30,480.331
2004-08-02,480.011
2004-08-03,479.826
2004-08-04,474.3
2004-08-05,474.387
2004-08-06,474.584
2004-08-09,470.058
2004-08-10,474.104
2004-08-11,470.451
2004-08-12,469.355
2004-08-13,470.323
2004-08-16,471.3
2004-08-17,472.73
2004-08-18,472.93
2004-08-19,478.7
2004-08-20,478.048
2004-08-23,478.435
2004-08-24,475.622
2004-08-25,477.298
2004-08-26,479.847
2004-08-27,481.04
2004-08-30,480.018
2004-08-31,481.303
2004-09-01,484.64
2004-09-02,485.62
2004-09-03,481.843
2004-09-06,485.927
2004-09-07,487.482
2004-09-08,488.948
2004-09-09,486.554
2004-09-10,491.243
2004-09-13,493.367
2004-09-14,495.437
2004-09-15,488.462
2004-09-16,490.298
2004-09-17,491.163
2004-09-20,490.362
2004-09-21,493.652
2004-09-22,491.524
2004-09-23,491.662
2004-09-24,490.306
2004-09-27,488.04
2004-09-28,489.046
2004-09-29,490.912
2004-09-30,495.847
2004-10-01,500.341
2004-10-04,502.539
2004-10-05,503.514
2004-10-06,504.435
2004-10-07,504.915
2004-10-08,508.77
2004-10-11,507.956
2004-10-12,501.092
2004-10-13,499.331
2004-10-14,498.985
2004-10-15,501.442
2004-10-18,500.122
2004-10-19,504.114
2004-10-20,503.369
2004-10-21,506.278
2004-10-22,508.39
2004-10-25,507.586
2004-10-26,508.447
2004-10-27,511.655
2004-10-28,514.113
2004-10-29,513.122
2004-11-01,514.625
2004-11-02,518.366
2004-11-03,523.088
2004-11-04,525.773
2004-11-05,531.07
2004-11-08,530.587
2004-11-09,530.166
2004-11-10,530.221
2004-11-11,531.742
2004-11-12,537.745
2004-11-15,539.954
2004-11-16,539.249
2004-11-17,544.222
2004-11-18,542.112
2004-11-19,545.259
2004-11-22,540.81
2004-11-23,542.856
2004-11-24,547.459
2004-11-25,552.486
2004-11-26,552.032
2004-11-29,554.3
2004-11-30,552.283
2004-12-01,553.276
2004-12-02,554.443
2004-12-03,558.197
2004-12-06,557.87
2004-12-07,556.65
2004-12-08,547.397
2004-12-09,543.217
2004-12-10,542.263
2004-12-13,547.203
2004-12-14,547.702
2004-12-15,554.629
2004-12-16,552.506
2004-12-17,552.729
2004-12-20,559.275
2004-12-21,558.311
2004-12-22,560.823
2004-12-23,564.699
2004-12-24,568.015
2004-12-27,571.279
2004-12-28,571.895
2004-12-29,570.411
2004-12-30,575.587
2004-12-31,576.691
2005-01-03,574.238
2005-01-04,568.202
2005-01-05,564.22
2005-01-06,561.267
2005-01-07,560.932
2005-01-10,563.822
2005-01-11,566.205
2005-01-12,570.594
2005-01-13,569.779
2005-01-14,568.46
2005-01-17,572.381
2005-01-18,570.664
2005-01-19,573.122
2005-01-20,567.478
2005-01-21,568.742
2005-01-24,571.019
2005-01-25,568.598
2005-01-26,575.815
2005-01-27,574.976
2005-01-28,573.182
2005-01-31,577.861
2005-02-01,579.124
2005-02-02,582.793
2005-02-03,580.172
2005-02-04,583.863
2005-02-07,582.748
2005-02-08,579.457
2005-02-09,579.452
2005-02-10,582.955
2005-02-11,585.306
2005-02-14,591.169
2005-02-15,592.305
2005-02-16,588.397
2005-02-17,591.843
2005-02-18,592.274
2005-02-21,591.958
2005-02-22,594.867
2005-02-23,590.467
2005-02-24,591.869
2005-02-25,597.887
2005-02-28,602.746
2005-03-01,602.293
2005-03-02,599.519
2005-03-03,599.989
2005-03-04,607.658
2005-03-07,605.194
2005-03-08,609.089
2005-03-09,609.226
2005-03-10,606.646
2005-03-11,610.586
2005-03-14,605.573
2005-03-15,606.524
2005-03-16,607.861
2005-03-17,605.092
2005-03-18,604.511
2005-03-21,599.934
2005-03-22,600.725
2005-03-23,588.441
2005-03-24,587.69
2005-03-25,587.698
2005-03-28,584.854
2005-03-29,581.786
2005-03-30,581.466
2005-03-31,587.777
2005-04-01,589.868
2005-04-04,582.71
2005-04-05,586.473
2005-04-06,588.45
2005-04-07,591.729
2005-04-08,592.113
2005-04-11,594.254
2005-04-12,589.452
2005-04-13,592.286
2005-04-14,584.69
2005-04-15,579.409
2005-04-18,568.852
2005-04-19,576.936
2005-04-20,578.591
2005-04-21,577.936
2005-04-22,583.519
2005-04-25,581.776
2005-04-26,578.138
2005-04-27,571.832
2005-04-28,567.79
2005-04-29,569.554
2005-05-02,569.341
2005-05-03,571.139
2005-05-04,575.011
2005-05-05,576.763
2005-05-06,576.336
2005-05-09,575.425
2005-05-10,574.366
2005-05-11,571.783
2005-05-12,568.656
2005-05-13,564.926
2005-05-16,560.862
2005-05-17,559.005
2005-05-18,562.554
2005-05-19,566.728
2005-05-20,564.19
2005-05-23,568.811
2005-05-24,569.569
2005-05-25,568.042
2005-05-26,568.946
2005-05-27,570.601
2005-05-30,572.087
2005-05-31,570.794
2005-06-01,572.121
2005-06-02,573.605
2005-06-03,575.826
2005-06-06,576.992
2005-06-07,579.47
2005-06-08,582.194
2005-06-09,576.375
2005-06-10,577.937
2005-06-13,575.491
2005-06-14,576.017
2005-06-15,579.3
2005-06-16,583.255
2005-06-17,590.118
2005-06-20,587.305
2005-06-21,588.519
2005-06-22,588.853
2005-06-23,587.514
2005-06-24,584.94
2005-06-27,582.582
2005-06-28,584.36
2005-06-29,584.825
2005-06-30,584.536
2005-07-01,581.109
2005-07-04,580.941
2005-07-05,579.739
2005-07-06,583.202
2005-07-07,577.279
2005-07-08,581.487
2005-07-11,590.462
2005-07-12,595.825
2005-07-13,592.419
2005-07-14,593.579
2005-07-15,590.683
2005-07-18,591.966
2005-07-19,589.691
2005-07-20,590.291
2005-07-21,600.333
2005-07-22,600.856
2005-07-25,599.947
2005-07-26,597.188
2005-07-27,600.262
2005-07-28,604.07
2005-07-29,607.5
2005-08-01,611.756
2005-08-02,615.421
2005-08-03,619.004
2005-08-04,618.167
2005-08-05,612.276
2005-08-08,616.136
2005-08-09,618.052
2005-08-10,626.311
2005-08-11,630.501
2005-08-12,630.368
2005-08-15,628.265
2005-08-16,627.772
2005-08-17,624.728
2005-08-18,618.286
2005-08-19,619.507
2005-08-22,627.98
2005-08-23,626.248
2005-08-24,625.64
2005-08-25,624.876
2005-08-26,626.652
2005-08-29,621.922
2005-08-30,619.641
2005-08-31,626.707
2005-09-01,640.307
2005-09-02,643.943
2005-09-05,645.956
2005-09-06,645.149
2005-09-07,645.857
2005-09-08,643.725
2005-09-09,649.711
2005-09-12,647.966
2005-09-13,643.964
2005-09-14,648.176
2005-09-15,646.263
2005-09-16,647.912
2005-09-19,647.293
2005-09-20,650.268
2005-09-21,649.715
2005-09-22,642.975
2005-09-23,640.393
2005-09-26,645.496
2005-09-27,641.266
2005-09-28,645.95
2005-09-29,649.37
2005-09-30,652.154
2005-10-03,648.45
2005-10-04,651.32
2005-10-05,645.553
2005-10-06,640.04
2005-10-07,638.213
2005-10-10,637.211
2005-10-11,639.015
2005-10-12,637.047
2005-10-13,625.375
2005-10-14,630.099
2005-10-17,628.343
2005-10-18,620.65
2005-10-19,612.086
2005-10-20,614.615
2005-10-21,613.617
2005-10-24,617.928
2005-10-25,625.394
2005-10-26,626.923
2005-10-27,626.551
2005-10-28,623.669
2005-10-31,630.633
2005-11-01,634.549
2005-11-02,639.607
2005-11-03,643.535
2005-11-04,637.864
2005-11-07,638.653
