Date,WORLD ex USA SMID GROWTH SMID (Small+Mid Cap)
2010-11-30,782.572
2010-12-31,861.086
2011-01-31,863.235
2011-02-28,891.775
2011-03-31,894.61
2011-04-29,942.499
2011-05-31,920.382
2011-06-30,901.126
2011-07-29,895.121
2011-08-31,828.155
2011-09-30,728.555
2011-10-31,797.492
2011-11-30,759.932
2011-12-30,745.4
2012-01-31,794.358
2012-02-29,836.384
2012-03-30,832.808
2012-04-30,832.321
2012-05-31,738.026
2012-06-29,767.203
2012-07-31,777.873
2012-08-31,801.858
2012-09-28,835.518
2012-10-31,836.401
2012-11-30,843.34
2012-12-31,859.93
2013-01-31,890.086
2013-02-28,891.669
2013-03-29,910.131
2013-04-30,932.061
2013-05-31,916.357
2013-06-28,884.912
2013-07-31,936.217
2013-08-30,928.488
2013-09-30,997.697
2013-10-31,1019.452
2013-11-29,1020.936
2013-12-31,1043.608
2014-01-31,1019.106
2014-02-28,1079.57
2014-03-31,1071.226
2014-04-30,1072.635
2014-05-30,1089.751
2014-06-30,1109.001
2014-07-31,1080.925
2014-08-29,1087.62
2014-09-30,1027.773
2014-10-31,1009.135
2014-11-28,1019.601
2014-12-31,1009.542
2015-01-30,1005.693
2015-02-27,1069.148
2015-03-31,1055.293
2015-04-30,1102.689
2015-05-29,1110.166
2015-06-30,1091.241
2015-07-31,1104.474
2015-08-31,1047.008
2015-09-30,1006.574
2015-10-30,1074.561
2015-11-30,1080.386
2015-12-31,1078.182
2016-01-29,1000.25
2016-02-29,1002.14
2016-03-31,1080.997
2016-04-29,1104.998
2016-05-31,1108.879
2016-06-30,1071.711
2016-07-29,1132.485
2016-08-31,1116.38
2016-09-30,1140.931
2016-10-31,1095.854
2016-11-30,1064.126
2016-12-30,1083.474
2017-01-31,1128.42
2017-02-28,1144.591
2017-03-31,1172.538
2017-04-28,1214.333
2017-05-31,1265.098
2017-06-30,1262.226
2017-07-31,1301.672
2017-08-31,1314.28
2017-09-29,1349.689
2017-10-31,1378.706
2017-11-30,1395.536
2017-12-29,1428.978
2018-01-31,1500.001
2018-02-28,1440.556
2018-03-30,1422.757
2018-04-30,1438.817
2018-05-31,1447.117
2018-06-29,1428.253
2018-07-31,1441.674
2018-08-31,1435.427
2018-09-28,1422.733
2018-10-31,1272.501
2018-11-30,1254.608
2018-12-31,1181.906
2019-01-31,1276.562
2019-02-28,1313.728
2019-03-29,1324.016
2019-04-30,1368.139
2019-05-31,1304.454
2019-06-28,1378.901
2019-07-31,1376.125
2019-08-30,1349.843
2019-09-30,1367.993
2019-10-31,1421.046
2019-11-29,1460.803
2019-12-31,1512.191
2020-01-31,1486.751
2020-02-28,1349.231
2020-03-31,1155.092
2020-04-30,1287.22
2020-05-29,1393.719
2020-06-30,1425.552
2020-07-31,1500.127
2020-08-31,1593.033
2020-09-30,1586.857
2020-10-30,1537.437
2020-11-30,1715.022
2020-12-31,1815.052
2021-01-29,1801.501
2021-02-26,1796.783
2021-03-31,1822.735
2021-04-30,1910.32
2021-05-31,1949.508
2021-06-30,1945.216
2021-07-30,1980.437
2021-08-31,2029.071
2021-09-30,1945.968
2021-10-29,1994.513
2021-11-30,1902.301
2021-12-31,1963.37
2022-01-31,1743.111
2022-02-28,1715.805
2022-03-31,1732.757
2022-04-29,1582.249
2022-05-31,1559.52
2022-06-30,1395.776
2022-07-29,1506.471
2022-08-31,1427.078
2022-09-30,1270.07
2022-10-31,1326.566
2022-11-30,1456.908
2022-12-30,1440.074
2023-01-31,1555.66
2023-02-28,1513.17
2023-03-31,1549.603
2023-04-28,1575.278
2023-05-31,1524.298
2023-06-30,1565.469
2023-07-31,1625.23
2023-08-31,1562.87
2023-09-29,1477.341
2023-10-31,1382.224
2023-11-30,1537.069
2023-12-29,1644.83
2024-01-31,1622.212
2024-02-29,1659.295
2024-03-29,1704.154
2024-04-30,1635.302
2024-05-31,1701.239
2024-06-28,1670.429
2024-07-31,1737.025
2024-08-30,1789.353
2024-09-30,1837.231
2024-10-31,1732.632
2024-11-29,1759.712
2024-12-31,1707.729
2025-01-31,1769.881
2025-02-28,1758.677
2025-03-31,1739.443
2025-04-30,1846.283
2025-05-30,1966.696
2025-06-30,2052.822
2025-07-31,2035.049
2025-08-29,2112.666
2025-09-30,2160.022
2025-10-31,2159.464
2025-11-28,2154.482
2025-12-31,2192.134
