Date,NEW ZEALAND IMI GROWTH IMI (Large+Mid+Small Cap)
2001-05-14,224.995
2001-05-15,224.789
2001-05-16,225.827
2001-05-17,229.465
2001-05-18,230.467
2001-05-21,231.541
2001-05-22,228.749
2001-05-23,222.372
2001-05-24,223.466
2001-05-25,225.186
2001-05-28,224.085
2001-05-29,222.347
2001-05-30,217.16
2001-05-31,211.965
2001-06-01,212.351
2001-06-04,211.808
2001-06-05,216.667
2001-06-06,220.612
2001-06-07,222.05
2001-06-08,222.698
2001-06-11,220.571
2001-06-12,221.04
2001-06-13,223.627
2001-06-14,219.976
2001-06-15,220.314
2001-06-18,217.446
2001-06-19,216.478
2001-06-20,216.664
2001-06-21,216.517
2001-06-22,217.308
2001-06-25,216.105
2001-06-26,218.668
2001-06-27,218.346
2001-06-28,218.643
2001-06-29,217.205
2001-07-02,217.471
2001-07-03,216.025
2001-07-04,212.96
2001-07-05,212.533
2001-07-06,211.994
2001-07-09,212.848
2001-07-10,214.024
2001-07-11,211.716
2001-07-12,211.269
2001-07-13,213.046
2001-07-16,212.979
2001-07-17,212.271
2001-07-18,215.413
2001-07-19,217.607
2001-07-20,215.921
2001-07-23,217.737
2001-07-24,217.738
2001-07-25,218.363
2001-07-26,220.554
2001-07-27,218.79
2001-07-30,219.052
2001-07-31,217.688
2001-08-01,220.32
2001-08-02,222.239
2001-08-03,222.064
2001-08-06,220.698
2001-08-07,220.272
2001-08-08,222.126
2001-08-09,223.872
2001-08-10,226.456
2001-08-13,228.426
2001-08-14,227.933
2001-08-15,231.178
2001-08-16,231.843
2001-08-17,234.429
2001-08-20,231.895
2001-08-21,232.146
2001-08-22,234.04
2001-08-23,234.082
2001-08-24,236.225
2001-08-27,237.912
2001-08-28,237.264
2001-08-29,239.285
2001-08-30,239.39
2001-08-31,235.075
2001-09-03,234.509
2001-09-04,231.621
2001-09-05,229.925
2001-09-06,228.358
2001-09-07,226.714
2001-09-10,221.162
2001-09-11,224.098
2001-09-12,212.603
2001-09-13,212.547
2001-09-14,210.537
2001-09-17,196.698
2001-09-18,198.982
2001-09-19,199.627
2001-09-20,199.018
2001-09-21,193.402
2001-09-24,192.867
2001-09-25,197.158
2001-09-26,198.533
2001-09-27,196.267
2001-09-28,200.751
2001-10-01,198.051
2001-10-02,200.397
2001-10-03,204.732
2001-10-04,206.669
2001-10-05,208.718
2001-10-08,209.889
2001-10-09,206.892
2001-10-10,205.467
2001-10-11,206.614
2001-10-12,212.792
2001-10-15,217.677
2001-10-16,218.838
2001-10-17,219.489
2001-10-18,214.846
2001-10-19,213.815
2001-10-22,214.021
2001-10-23,215.968
2001-10-24,218.495
2001-10-25,218.449
2001-10-26,218.538
2001-10-29,221.759
2001-10-30,221.028
2001-10-31,221.825
2001-11-01,223.534
2001-11-02,226.315
2001-11-05,228.822
2001-11-06,231.975
2001-11-07,231.032
2001-11-08,227.354
2001-11-09,226.369
2001-11-12,229.174
2001-11-13,234.433
2001-11-14,232.457
2001-11-15,231.196
2001-11-16,229.17
2001-11-19,229.4
2001-11-20,230.951
2001-11-21,227.447
2001-11-22,226.266
2001-11-23,224.001
2001-11-26,226.208
2001-11-27,230.156
2001-11-28,230.905
2001-11-29,232.416
2001-11-30,233.913
2001-12-03,230.535
2001-12-04,227.432
2001-12-05,230.631
2001-12-06,234.618
2001-12-07,234.615
2001-12-10,232.941
2001-12-11,235.941
2001-12-12,237.267
2001-12-13,237.01
2001-12-14,233.956
2001-12-17,232.296
2001-12-18,229.81
2001-12-19,230.136
2001-12-20,228.044
2001-12-21,229.758
2001-12-24,231.733
2001-12-25,231.733
2001-12-26,231.901
2001-12-27,230.568
2001-12-28,232.234
2001-12-31,232.545
2002-01-01,232.545
2002-01-02,234.891
2002-01-03,238.382
2002-01-04,240.067
2002-01-07,242.38
2002-01-08,243.948
2002-01-09,242.392
2002-01-10,243.846
2002-01-11,242.715
2002-01-14,240.675
2002-01-15,240.994
2002-01-16,240.335
2002-01-17,239.975
2002-01-18,241.692
2002-01-21,244.675
2002-01-22,246.906
2002-01-23,245.363
2002-01-24,244.931
2002-01-25,243.434
2002-01-28,242.629
2002-01-29,244.071
2002-01-30,238.835
2002-01-31,239.54
2002-02-01,241.106
2002-02-04,241.925
2002-02-05,241.478
2002-02-06,241.681
2002-02-07,237.443
2002-02-08,238.425
2002-02-11,237.965
2002-02-12,236.087
2002-02-13,236.547
2002-02-14,238.372
2002-02-15,239.639
2002-02-18,239.387
2002-02-19,238.174
2002-02-20,239.129
2002-02-21,237.998
2002-02-22,238.866
2002-02-25,239.049
2002-02-26,242.138
2002-02-27,241.408
2002-02-28,243.422
2002-03-01,245.597
2002-03-04,246.948
2002-03-05,246.842
2002-03-06,244.875
2002-03-07,250.122
2002-03-08,249.013
2002-03-11,248.875
2002-03-12,251.525
2002-03-13,249.522
2002-03-14,249.618
2002-03-15,253.776
2002-03-18,254.5
2002-03-19,253.323
2002-03-20,257.725
2002-03-21,256.369
2002-03-22,256.151
2002-03-25,256.932
2002-03-26,257.06
2002-03-27,255.851
2002-03-28,260.366
2002-03-29,260.366
2002-04-01,261.549
2002-04-02,261.716
2002-04-03,259.743
2002-04-04,259.541
2002-04-05,258.347
2002-04-08,255.156
2002-04-09,256.956
2002-04-10,257.996
2002-04-11,261.546
2002-04-12,261.0
2002-04-15,260.234
2002-04-16,260.613
2002-04-17,263.422
2002-04-18,261.835
2002-04-19,261.741
2002-04-22,261.69
2002-04-23,261.307
2002-04-24,260.616
2002-04-25,262.773
2002-04-26,262.207
2002-04-29,260.667
2002-04-30,261.554
2002-05-01,266.425
2002-05-02,264.717
2002-05-03,266.761
2002-05-06,264.817
2002-05-07,264.974
2002-05-08,265.608
2002-05-09,265.371
2002-05-10,268.953
2002-05-13,271.778
2002-05-14,273.688
2002-05-15,277.342
2002-05-16,276.087
2002-05-17,279.233
2002-05-20,281.3
2002-05-21,283.078
2002-05-22,286.897
2002-05-23,288.641
2002-05-24,286.87
2002-05-27,286.726
2002-05-28,289.814
2002-05-29,292.992
2002-05-30,294.677
2002-05-31,295.657
2002-06-03,299.854
2002-06-04,302.1
2002-06-05,298.797
2002-06-06,303.283
2002-06-07,305.539
2002-06-10,306.324
2002-06-11,305.05
2002-06-12,305.759
2002-06-13,305.279
2002-06-14,299.728
2002-06-17,302.941
2002-06-18,309.174
2002-06-19,308.324
2002-06-20,308.598
2002-06-21,309.244
2002-06-24,304.395
2002-06-25,300.852
2002-06-26,292.993
2002-06-27,296.425
2002-06-28,293.595
2002-07-01,294.638
2002-07-02,296.233
2002-07-03,295.033
2002-07-04,290.451
2002-07-05,294.197
2002-07-08,301.719
2002-07-09,301.784
2002-07-10,301.215
2002-07-11,292.367
2002-07-12,294.375
2002-07-15,293.635
2002-07-16,291.725
2002-07-17,284.703
2002-07-18,288.801
2002-07-19,290.177
2002-07-22,282.638
2002-07-23,281.192
2002-07-24,268.154
2002-07-25,271.232
2002-07-26,265.6
2002-07-29,270.747
2002-07-30,275.786
2002-07-31,271.652
2002-08-01,269.284
2002-08-02,267.481
2002-08-05,268.249
2002-08-06,261.863
2002-08-07,267.839
2002-08-08,269.864
2002-08-09,274.352
2002-08-12,277.871
2002-08-13,278.084
2002-08-14,278.388
2002-08-15,281.123
2002-08-16,281.731
2002-08-19,283.201
2002-08-20,284.733
2002-08-21,280.958
2002-08-22,282.627
2002-08-23,282.713
2002-08-26,282.925
2002-08-27,287.825
2002-08-28,288.947
2002-08-29,288.222
2002-08-30,286.986
2002-09-02,289.217
2002-09-03,290.528
2002-09-04,286.821
2002-09-05,285.922
2002-09-06,285.299
2002-09-09,284.653
2002-09-10,285.494
2002-09-11,287.64
2002-09-12,291.311
2002-09-13,290.942
2002-09-16,288.245
2002-09-17,288.371
2002-09-18,288.163
2002-09-19,288.294
2002-09-20,287.524
2002-09-23,285.121
2002-09-24,283.395
2002-09-25,282.817
2002-09-26,284.283
2002-09-27,281.556
2002-09-30,284.46
2002-10-01,284.666
2002-10-02,288.138
2002-10-03,287.959
2002-10-04,286.571
2002-10-07,289.692
2002-10-08,289.791
2002-10-09,291.949
2002-10-10,288.824
2002-10-11,291.998
2002-10-14,293.337
2002-10-15,292.936
2002-10-16,291.904
2002-10-17,292.307
2002-10-18,293.548
2002-10-21,297.405
2002-10-22,299.581
2002-10-23,300.786
2002-10-24,300.97
2002-10-25,301.054
2002-10-28,302.415
2002-10-29,301.188
2002-10-30,298.512
2002-10-31,301.331
2002-11-01,306.848
2002-11-04,312.026
2002-11-05,301.466
2002-11-06,302.582
2002-11-07,300.025
2002-11-08,299.455
2002-11-11,296.76
2002-11-12,297.704
2002-11-13,300.98
2002-11-14,302.073
2002-11-15,301.051
2002-11-18,302.463
2002-11-19,302.152
2002-11-20,299.637
2002-11-21,301.644
2002-11-22,302.503
2002-11-25,300.899
2002-11-26,299.117
2002-11-27,296.05
2002-11-28,297.949
2002-11-29,300.635
2002-12-02,300.022
2002-12-03,296.786
2002-12-04,295.668
2002-12-05,298.953
2002-12-06,299.626
2002-12-09,299.227
2002-12-10,298.755
2002-12-11,297.585
2002-12-12,299.392
2002-12-13,304.659
2002-12-16,302.893
2002-12-17,306.342
2002-12-18,305.021
2002-12-19,308.915
2002-12-20,307.082
2002-12-23,308.927
2002-12-24,310.653
2002-12-25,310.653
2002-12-26,310.984
2002-12-27,311.829
2002-12-30,313.702
2002-12-31,315.76
2003-01-01,315.76
2003-01-02,316.122
2003-01-03,317.131
2003-01-06,326.448
2003-01-07,327.953
2003-01-08,323.241
2003-01-09,325.123
2003-01-10,330.028
2003-01-13,332.541
2003-01-14,334.502
2003-01-15,334.04
2003-01-16,335.826
2003-01-17,340.557
2003-01-20,337.42
2003-01-21,334.429
2003-01-22,332.497
2003-01-23,335.276
2003-01-24,338.386
2003-01-27,337.656
2003-01-28,334.523
2003-01-29,335.76
2003-01-30,330.25
2003-01-31,329.135
2003-02-03,329.099
2003-02-04,336.125
2003-02-05,330.393
2003-02-06,330.483
2003-02-07,326.278
2003-02-10,330.202
2003-02-11,331.246
2003-02-12,329.216
2003-02-13,327.168
2003-02-14,326.794
2003-02-17,330.857
2003-02-18,330.745
2003-02-19,333.307
2003-02-20,333.069
2003-02-21,330.014
2003-02-24,330.3
2003-02-25,324.705
2003-02-26,327.556
2003-02-27,327.41
2003-02-28,323.388
2003-03-03,324.858
2003-03-04,329.397
2003-03-05,331.642
2003-03-06,332.611
2003-03-07,330.036
2003-03-10,330.09
2003-03-11,324.397
2003-03-12,320.219
2003-03-13,315.238
2003-03-14,320.319
2003-03-17,318.573
2003-03-18,320.768
2003-03-19,318.842
2003-03-20,321.122
2003-03-21,319.807
2003-03-24,321.561
2003-03-25,320.361
2003-03-26,317.115
2003-03-27,319.301
2003-03-28,320.561
2003-03-31,326.249
2003-04-01,325.193
2003-04-02,325.869
2003-04-03,322.549
2003-04-04,322.079
2003-04-07,325.438
2003-04-08,330.613
2003-04-09,333.604
2003-04-10,329.138
2003-04-11,330.796
2003-04-14,336.563
2003-04-15,343.284
2003-04-16,342.54
2003-04-17,340.383
2003-04-18,340.383
2003-04-21,339.284
2003-04-22,341.364
2003-04-23,342.77
2003-04-24,343.714
2003-04-25,342.537
2003-04-28,340.263
2003-04-29,344.582
2003-04-30,350.468
2003-05-01,349.781
2003-05-02,340.46
2003-05-05,345.293
2003-05-06,350.102
2003-05-07,347.471
2003-05-08,354.976
2003-05-09,357.69
2003-05-12,361.638
2003-05-13,361.563
2003-05-14,362.607
2003-05-15,361.531
2003-05-16,363.265
2003-05-19,366.03
2003-05-20,365.129
2003-05-21,369.711
2003-05-22,372.379
2003-05-23,374.551
2003-05-26,377.658
2003-05-27,379.526
2003-05-28,374.302
2003-05-29,379.435
2003-05-30,381.535
2003-06-02,383.55
2003-06-03,380.74
2003-06-04,380.56
2003-06-05,382.996
2003-06-06,381.307
2003-06-09,379.943
2003-06-10,378.092
2003-06-11,381.699
2003-06-12,383.882
2003-06-13,386.573
2003-06-16,391.941
2003-06-17,398.76
2003-06-18,399.941
2003-06-19,400.82
2003-06-20,404.21
2003-06-23,402.952
2003-06-24,399.733
2003-06-25,402.705
2003-06-26,398.255
2003-06-27,398.745
2003-06-30,409.135
2003-07-01,411.793
2003-07-02,412.317
2003-07-03,414.425
2003-07-04,410.489
2003-07-07,410.385
2003-07-08,403.118
2003-07-09,392.322
2003-07-10,394.036
2003-07-11,397.88
2003-07-14,397.843
2003-07-15,392.168
2003-07-16,387.216
2003-07-17,385.06
2003-07-18,378.918
2003-07-21,387.353
2003-07-22,387.094
2003-07-23,393.358
2003-07-24,401.301
2003-07-25,403.436
2003-07-28,403.397
2003-07-29,402.79
2003-07-30,395.185
2003-07-31,391.529
2003-08-01,398.694
2003-08-04,398.309
2003-08-05,398.315
2003-08-06,401.808
2003-08-07,401.923
2003-08-08,405.785
2003-08-11,409.904
2003-08-12,409.463
2003-08-13,412.289
2003-08-14,410.012
2003-08-15,407.515
2003-08-18,408.276
2003-08-19,408.243
2003-08-20,407.66
2003-08-21,400.744
2003-08-22,397.915
2003-08-25,397.118
2003-08-26,394.001
2003-08-27,389.086
2003-08-28,388.549
2003-08-29,398.443
2003-09-01,396.063
2003-09-02,390.803
2003-09-03,392.793
2003-09-04,391.371
2003-09-05,397.945
2003-09-08,398.265
2003-09-09,402.907
2003-09-10,401.984
2003-09-11,401.788
2003-09-12,401.38
2003-09-15,407.967
2003-09-16,405.087
2003-09-17,408.756
2003-09-18,409.463
2003-09-19,417.078
2003-09-22,423.383
2003-09-23,422.074
2003-09-24,423.569
2003-09-25,423.418
2003-09-26,418.624
2003-09-29,417.392
2003-09-30,423.04
2003-10-01,424.185
2003-10-02,425.071
2003-10-03,425.267
2003-10-06,424.012
2003-10-07,427.139
2003-10-08,426.311
2003-10-09,430.021
2003-10-10,427.614
2003-10-13,426.606
2003-10-14,420.502
2003-10-15,421.378
2003-10-16,422.773
2003-10-17,424.962
2003-10-20,424.793
2003-10-21,428.302
2003-10-22,431.547
2003-10-23,430.921
2003-10-24,431.39
2003-10-27,431.92
2003-10-28,431.908
2003-10-29,437.289
2003-10-30,435.146
2003-10-31,436.378
2003-11-03,436.08
2003-11-04,437.507
2003-11-05,443.254
2003-11-06,439.336
2003-11-07,441.092
2003-11-10,444.738
2003-11-11,453.387
2003-11-12,451.622
2003-11-13,455.455
2003-11-14,455.181
2003-11-17,453.706
2003-11-18,459.865
2003-11-19,462.857
2003-11-20,467.425
2003-11-21,463.641
2003-11-24,460.673
2003-11-25,460.133
2003-11-26,465.908
2003-11-27,463.95
2003-11-28,466.286
2003-12-01,472.847
2003-12-02,473.176
2003-12-03,473.468
2003-12-04,471.395
2003-12-05,471.231
2003-12-08,473.801
2003-12-09,475.156
2003-12-10,476.791
2003-12-11,473.538
2003-12-12,478.477
2003-12-15,482.467
2003-12-16,482.547
2003-12-17,480.166
2003-12-18,478.101
2003-12-19,475.834
2003-12-22,477.509
2003-12-23,478.22
2003-12-24,484.358
2003-12-25,484.358
2003-12-26,484.845
2003-12-29,485.767
2003-12-30,491.469
2003-12-31,495.37
2004-01-01,495.37
2004-01-02,496.578
2004-01-05,506.762
2004-01-06,512.343
2004-01-07,513.379
2004-01-08,511.131
2004-01-09,517.467
2004-01-12,518.38
2004-01-13,515.521
2004-01-14,509.922
2004-01-15,506.768
2004-01-16,505.951
2004-01-19,498.609
2004-01-20,511.091
2004-01-21,513.131
2004-01-22,514.058
2004-01-23,514.909
2004-01-26,513.55
2004-01-27,519.753
2004-01-28,520.772
2004-01-29,508.175
2004-01-30,510.194
2004-02-02,511.555
2004-02-03,514.42
2004-02-04,509.241
2004-02-05,514.383
2004-02-06,516.4
2004-02-09,524.672
2004-02-10,525.243
2004-02-11,518.623
2004-02-12,517.396
2004-02-13,522.544
2004-02-16,523.796
2004-02-17,521.488
2004-02-18,523.664
2004-02-19,519.271
2004-02-20,509.164
2004-02-23,504.575
2004-02-24,507.474
2004-02-25,509.081
2004-02-26,506.935
2004-02-27,505.544
2004-03-01,504.916
2004-03-02,505.122
2004-03-03,492.464
2004-03-04,496.844
2004-03-05,504.621
2004-03-08,501.77
2004-03-09,511.798
2004-03-10,498.721
2004-03-11,486.84
2004-03-12,488.832
2004-03-15,483.657
2004-03-16,489.968
2004-03-17,487.624
2004-03-18,495.792
2004-03-19,493.828
2004-03-22,499.506
2004-03-23,497.811
2004-03-24,492.355
2004-03-25,489.909
2004-03-26,493.162
2004-03-29,497.193
2004-03-30,505.97
2004-03-31,512.849
2004-04-01,515.24
2004-04-02,508.398
2004-04-05,499.097
2004-04-06,507.303
2004-04-07,510.142
2004-04-08,507.387
2004-04-09,507.387
2004-04-12,510.162
2004-04-13,502.16
2004-04-14,484.555
2004-04-15,489.319
2004-04-16,492.414
2004-04-19,497.015
2004-04-20,492.819
2004-04-21,489.918
2004-04-22,491.156
2004-04-23,495.579
2004-04-26,498.067
2004-04-27,497.909
2004-04-28,495.911
2004-04-29,492.405
2004-04-30,493.766
2004-05-03,490.794
2004-05-04,499.133
2004-05-05,501.625
2004-05-06,499.264
2004-05-07,485.819
2004-05-10,471.059
2004-05-11,466.967
2004-05-12,473.459
2004-05-13,466.136
2004-05-14,465.661
2004-05-17,470.785
2004-05-18,466.594
2004-05-19,479.83
2004-05-20,476.463
2004-05-21,481.42
2004-05-24,480.567
2004-05-25,482.375
2004-05-26,483.495
2004-05-27,498.465
2004-05-28,494.029
2004-05-31,493.936
2004-06-01,494.811
2004-06-02,491.516
2004-06-03,491.289
2004-06-04,490.52
2004-06-07,497.963
2004-06-08,495.963
2004-06-09,489.199
2004-06-10,500.082
2004-06-11,498.401
2004-06-14,499.894
2004-06-15,498.102
2004-06-16,499.253
2004-06-17,497.697
2004-06-18,500.2
2004-06-21,500.882
2004-06-22,501.295
2004-06-23,500.105
2004-06-24,505.409
2004-06-25,507.442
2004-06-28,511.944
2004-06-29,507.23
2004-06-30,516.787
2004-07-01,519.755
2004-07-02,525.625
2004-07-05,526.294
2004-07-06,528.544
2004-07-07,535.797
2004-07-08,533.975
2004-07-09,532.064
2004-07-12,533.994
2004-07-13,530.946
2004-07-14,527.697
2004-07-15,526.801
2004-07-16,536.452
2004-07-19,537.691
2004-07-20,540.545
2004-07-21,525.777
2004-07-22,535.609
2004-07-23,524.652
2004-07-26,528.208
2004-07-27,523.461
2004-07-28,523.609
2004-07-29,529.228
2004-07-30,531.66
2004-08-02,535.616
2004-08-03,541.299
2004-08-04,541.325
2004-08-05,542.825
2004-08-06,544.618
2004-08-09,543.392
2004-08-10,544.129
2004-08-11,542.632
2004-08-12,545.761
2004-08-13,550.024
2004-08-16,545.253
2004-08-17,543.636
2004-08-18,542.311
2004-08-19,549.729
2004-08-20,549.981
2004-08-23,545.842
2004-08-24,534.366
2004-08-25,532.523
2004-08-26,531.735
2004-08-27,534.817
2004-08-30,534.342
2004-08-31,538.153
2004-09-01,539.294
2004-09-02,527.327
2004-09-03,522.832
2004-09-06,525.467
2004-09-07,523.751
2004-09-08,525.972
2004-09-09,531.761
2004-09-10,538.378
2004-09-13,531.797
2004-09-14,540.654
2004-09-15,537.275
2004-09-16,541.658
2004-09-17,543.146
2004-09-20,546.805
2004-09-21,550.224
2004-09-22,552.379
2004-09-23,554.526
2004-09-24,555.487
2004-09-27,556.193
2004-09-28,561.951
2004-09-29,562.567
2004-09-30,569.114
2004-10-01,569.274
2004-10-04,565.432
2004-10-05,571.239
2004-10-06,572.724
2004-10-07,570.493
2004-10-08,575.041
2004-10-11,574.771
2004-10-12,572.536
2004-10-13,566.836
2004-10-14,576.955
2004-10-15,577.687
2004-10-18,576.213
2004-10-19,574.744
2004-10-20,578.018
2004-10-21,578.35
2004-10-22,575.074
2004-10-25,581.121
2004-10-26,573.585
2004-10-27,576.772
2004-10-28,570.42
2004-10-29,570.69
2004-11-01,574.234
2004-11-02,582.264
2004-11-03,588.759
2004-11-04,596.472
2004-11-05,595.989
2004-11-08,596.802
2004-11-09,596.857
2004-11-10,587.985
2004-11-11,593.614
2004-11-12,600.119
2004-11-15,604.677
2004-11-16,604.088
2004-11-17,609.999
2004-11-18,610.511
2004-11-19,619.023
2004-11-22,618.893
2004-11-23,617.842
2004-11-24,621.539
2004-11-25,632.435
2004-11-26,634.352
2004-11-29,634.632
2004-11-30,635.533
2004-12-01,638.666
2004-12-02,644.049
2004-12-03,645.155
2004-12-06,650.26
2004-12-07,651.018
2004-12-08,632.48
2004-12-09,630.918
2004-12-10,630.549
2004-12-13,638.488
2004-12-14,635.545
2004-12-15,641.27
2004-12-16,636.844
2004-12-17,638.079
2004-12-20,641.409
2004-12-21,635.892
2004-12-22,641.935
2004-12-23,643.907
2004-12-24,649.185
2004-12-27,651.357
2004-12-28,653.393
2004-12-29,655.025
2004-12-30,660.605
2004-12-31,669.226
2005-01-03,661.305
2005-01-04,653.522
2005-01-05,655.676
2005-01-06,652.648
2005-01-07,649.322
2005-01-10,644.699
2005-01-11,651.856
2005-01-12,652.076
2005-01-13,654.444
2005-01-14,645.484
2005-01-17,643.849
2005-01-18,648.877
2005-01-19,654.077
2005-01-20,651.521
2005-01-21,657.65
2005-01-24,660.58
2005-01-25,659.337
2005-01-26,668.645
2005-01-27,660.161
2005-01-28,658.829
2005-01-31,655.677
2005-02-01,661.275
2005-02-02,660.411
2005-02-03,662.474
2005-02-04,672.732
2005-02-07,670.495
2005-02-08,665.314
2005-02-09,675.264
2005-02-10,676.662
2005-02-11,679.28
2005-02-14,687.296
2005-02-15,682.118
2005-02-16,677.267
2005-02-17,686.818
2005-02-18,690.217
2005-02-21,699.982
2005-02-22,696.435
2005-02-23,686.068
2005-02-24,684.934
2005-02-25,688.147
2005-02-28,705.636
2005-03-01,702.288
2005-03-02,704.066
2005-03-03,706.119
2005-03-04,712.784
2005-03-07,715.499
2005-03-08,726.262
2005-03-09,723.031
2005-03-10,716.432
2005-03-11,706.671
2005-03-14,706.195
2005-03-15,710.42
2005-03-16,711.507
2005-03-17,703.239
2005-03-18,706.528
2005-03-21,703.311
2005-03-22,702.341
2005-03-23,678.282
2005-03-24,666.204
2005-03-25,666.204
2005-03-28,659.963
2005-03-29,658.096
2005-03-30,655.133
2005-03-31,656.391
2005-04-01,654.076
2005-04-04,651.498
2005-04-05,654.204
2005-04-06,658.676
2005-04-07,663.142
2005-04-08,662.882
2005-04-11,666.333
2005-04-12,662.617
2005-04-13,669.021
2005-04-14,666.985
2005-04-15,656.947
2005-04-18,642.145
2005-04-19,649.419
2005-04-20,652.586
2005-04-21,647.306
2005-04-22,653.068
2005-04-25,649.946
2005-04-26,643.793
2005-04-27,644.721
2005-04-28,651.08
2005-04-29,659.401
2005-05-02,659.064
2005-05-03,655.148
2005-05-04,659.898
2005-05-05,651.945
2005-05-06,641.944
2005-05-09,632.262
2005-05-10,637.525
2005-05-11,641.81
2005-05-12,636.914
2005-05-13,634.05
2005-05-16,631.861
2005-05-17,636.81
2005-05-18,636.473
2005-05-19,641.982
2005-05-20,644.195
2005-05-23,652.956
2005-05-24,654.23
2005-05-25,655.925
2005-05-26,645.451
2005-05-27,651.27
2005-05-30,649.188
2005-05-31,641.286
2005-06-01,627.94
2005-06-02,638.277
2005-06-03,645.193
2005-06-06,651.579
2005-06-07,656.416
2005-06-08,660.512
2005-06-09,657.247
2005-06-10,652.284
2005-06-13,652.825
2005-06-14,662.851
2005-06-15,669.119
2005-06-16,676.591
2005-06-17,682.07
2005-06-20,677.062
2005-06-21,681.15
2005-06-22,683.847
2005-06-23,674.066
2005-06-24,664.332
2005-06-27,669.146
2005-06-28,667.106
2005-06-29,671.566
2005-06-30,679.051
2005-07-01,665.334
2005-07-04,668.49
2005-07-05,671.972
2005-07-06,675.087
2005-07-07,666.803
2005-07-08,665.668
2005-07-11,677.975
2005-07-12,688.011
2005-07-13,675.405
2005-07-14,678.156
2005-07-15,675.327
2005-07-18,679.168
2005-07-19,670.445
2005-07-20,671.407
2005-07-21,680.281
2005-07-22,684.33
2005-07-25,685.508
2005-07-26,688.198
2005-07-27,685.147
2005-07-28,687.298
2005-07-29,689.401
2005-08-01,694.383
2005-08-02,694.344
2005-08-03,696.272
2005-08-04,696.519
2005-08-05,691.834
2005-08-08,693.171
2005-08-09,690.846
2005-08-10,690.582
2005-08-11,702.82
2005-08-12,707.711
2005-08-15,707.596
2005-08-16,711.642
2005-08-17,710.567
2005-08-18,702.687
2005-08-19,696.991
2005-08-22,707.039
2005-08-23,709.759
2005-08-24,709.513
2005-08-25,708.053
2005-08-26,697.732
2005-08-29,690.256
2005-08-30,688.768
2005-08-31,693.654
2005-09-01,709.603
2005-09-02,714.755
2005-09-05,719.005
2005-09-06,713.741
2005-09-07,712.1
2005-09-08,715.983
2005-09-09,718.639
2005-09-12,712.954
2005-09-13,709.731
2005-09-14,725.535
2005-09-15,723.528
2005-09-16,726.461
2005-09-19,720.356
2005-09-20,717.555
2005-09-21,719.72
2005-09-22,708.825
2005-09-23,701.025
2005-09-26,697.92
2005-09-27,698.318
2005-09-28,706.527
2005-09-29,713.315
2005-09-30,719.826
2005-10-03,718.512
2005-10-04,725.49
2005-10-05,719.864
2005-10-06,715.176
2005-10-07,710.739
2005-10-10,716.136
2005-10-11,708.415
2005-10-12,713.777
2005-10-13,693.39
2005-10-14,694.714
2005-10-17,698.262
2005-10-18,690.061
2005-10-19,682.767
2005-10-20,682.398
2005-10-21,673.105
2005-10-24,673.537
2005-10-25,679.953
2005-10-26,685.362
2005-10-27,688.088
2005-10-28,681.495
2005-10-31,683.333
2005-11-01,685.318
2005-11-02,676.739
2005-11-03,684.882
2005-11-04,674.684
