Date,NEW ZEALAND IMI GROWTH IMI (Large+Mid+Small Cap)
2024-01-31,1837.459
2024-02-29,1850.461
2024-03-29,1881.661
2024-04-30,1931.642
2024-05-31,2063.388
2024-06-28,2059.643
2024-07-31,2083.682
2024-08-30,2286.078
2024-09-30,2345.154
2024-10-31,2251.316
2024-11-29,2323.129
2024-12-31,2207.073
2025-01-31,2194.306
2025-02-28,2072.756
2025-03-31,2039.561
2025-04-30,2137.625
2025-05-30,2258.541
2025-06-30,2306.159
2025-07-31,2346.638
2025-08-29,2262.916
2025-09-30,2279.28
2025-10-31,2231.685
2025-11-28,2209.07
2025-12-31,2198.97
