Date,BELGIUM Standard (Large+Mid Cap)
1980-03-31,254.342
1980-04-30,300.634
1980-05-30,305.091
1980-06-30,313.958
1980-07-31,308.037
1980-08-29,295.546
1980-09-30,291.75
1980-10-31,276.307
1980-11-28,263.596
1980-12-31,253.727
1981-01-30,238.64
1981-02-27,231.138
1981-03-31,222.282
1981-04-30,213.812
1981-05-29,186.236
1981-06-30,176.781
1981-07-31,166.388
1981-08-31,169.682
1981-09-30,168.744
1981-10-30,171.973
1981-11-30,179.184
1981-12-31,210.778
1982-01-29,222.082
1982-02-26,214.249
1982-03-31,199.819
1982-04-30,209.178
1982-05-31,196.288
1982-06-30,186.547
1982-07-30,195.366
1982-08-31,204.48
1982-09-30,208.707
1982-10-29,204.465
1982-11-30,210.57
1982-12-31,226.911
1983-01-31,225.511
1983-02-28,230.406
1983-03-31,257.574
1983-04-29,276.896
1983-05-31,265.26
1983-06-30,278.208
1983-07-29,283.782
1983-08-31,273.74
1983-09-30,274.998
1983-10-31,258.468
1983-11-30,267.668
1983-12-30,280.315
1984-01-31,296.312
1984-02-29,299.062
1984-03-30,315.661
1984-04-30,329.448
1984-05-31,315.424
1984-06-29,299.272
1984-07-31,294.422
1984-08-31,330.0
1984-09-28,319.283
1984-10-31,326.712
1984-11-30,314.457
1984-12-31,312.155
1985-01-31,301.493
1985-02-28,305.442
1985-03-29,331.315
1985-04-30,327.211
1985-05-31,343.719
1985-06-28,331.586
1985-07-31,361.852
1985-08-30,377.228
1985-09-30,415.523
1985-10-31,495.869
1985-11-29,542.603
1985-12-31,551.308
1986-01-31,544.448
1986-02-28,689.409
1986-03-31,711.663
1986-04-30,792.604
1986-05-30,733.422
1986-06-30,783.19
1986-07-31,806.557
1986-08-29,870.074
1986-09-30,873.83
1986-10-31,883.152
1986-11-28,955.68
1986-12-31,983.386
1987-01-30,1038.177
1987-02-27,1080.563
1987-03-31,1140.824
1987-04-30,1216.724
1987-05-29,1162.15
1987-06-30,1219.109
1987-07-31,1308.029
1987-08-31,1358.797
1987-09-30,1285.617
1987-10-30,1042.113
1987-11-30,1031.944
1987-12-31,1060.902
1988-01-29,1102.012
1988-02-29,1378.336
1988-03-31,1431.825
1988-04-29,1441.541
1988-05-31,1373.772
1988-06-30,1392.651
1988-07-29,1320.347
1988-08-31,1313.399
1988-09-30,1438.469
1988-10-31,1563.744
1988-11-30,1606.633
1988-12-30,1629.813
1989-01-31,1631.748
1989-02-28,1594.544
1989-03-31,1583.886
1989-04-28,1632.934
1989-05-31,1571.387
1989-06-30,1583.333
1989-07-31,1663.693
1989-08-31,1627.207
1989-09-29,1767.686
1989-10-31,1698.857
1989-11-30,1819.642
1989-12-29,1911.585
1990-01-31,1838.714
1990-02-28,1670.268
1990-03-30,1819.557
1990-04-30,1805.725
1990-05-31,1849.349
1990-06-29,1861.044
1990-07-31,1963.258
1990-08-31,1780.887
1990-09-28,1608.637
1990-10-31,1741.202
1990-11-30,1693.099
1990-12-31,1701.65
1991-01-31,1725.647
1991-02-28,1913.766
1991-03-29,1784.609
1991-04-30,1730.194
1991-05-31,1725.97
1991-06-28,1629.315
1991-07-31,1664.825
1991-08-30,1662.058
1991-09-30,1687.985
1991-10-31,1720.434
1991-11-29,1740.592
1991-12-31,1935.92
1992-01-31,1933.521
1992-02-28,1932.837
1992-03-31,1896.958
1992-04-30,1923.287
1992-05-29,1978.104
1992-06-30,2009.49
1992-07-31,2064.265
1992-08-31,2002.793
1992-09-30,2081.018
1992-10-30,1964.494
1992-11-30,1929.105
1992-12-31,1907.413
1993-01-29,2008.965
1993-02-26,2014.202
1993-03-31,2189.171
1993-04-30,2130.405
1993-05-31,2097.86
1993-06-30,2116.398
1993-07-30,2069.164
1993-08-31,2083.564
1993-09-30,2105.575
1993-10-29,2186.678
1993-11-30,2220.83
1993-12-31,2355.863
1994-01-31,2460.801
1994-02-28,2448.564
1994-03-31,2414.98
1994-04-29,2550.298
1994-05-31,2495.916
1994-06-30,2458.577
1994-07-29,2573.759
1994-08-31,2609.843
1994-09-30,2465.984
1994-10-31,2558.715
1994-11-30,2514.891
1994-12-30,2550.016
1995-01-31,2537.307
1995-02-28,2614.025
1995-03-31,2775.04
1995-04-28,2955.193
1995-05-31,2947.106
1995-06-30,2952.155
1995-07-31,3049.192
1995-08-31,2878.129
1995-09-29,2982.123
1995-10-31,2989.506
1995-11-30,3039.8
1995-12-29,3209.917
1996-01-31,3280.598
1996-02-29,3244.856
1996-03-29,3167.422
1996-04-30,3248.984
1996-05-31,3301.076
1996-06-28,3316.185
1996-07-31,3353.31
1996-08-30,3384.693
1996-09-30,3427.632
1996-10-31,3477.991
1996-11-29,3581.43
1996-12-31,3596.051
1997-01-31,3682.645
1997-02-28,3739.05
1997-03-31,3793.596
1997-04-30,3831.806
1997-05-30,3924.944
1997-06-30,4006.465
1997-07-31,4063.623
1997-08-29,3760.646
1997-09-30,3979.212
1997-10-31,3954.005
1997-11-28,3993.601
1997-12-31,4083.349
1998-01-30,4236.289
1998-02-27,4439.602
1998-03-31,4812.996
1998-04-30,5142.146
1998-05-29,5453.478
1998-06-30,5851.899
1998-07-31,6141.735
1998-08-31,5685.977
1998-09-30,5572.908
1998-10-30,5962.041
1998-11-30,6154.935
1998-12-31,6849.748
1999-01-29,6632.022
1999-02-26,6332.11
1999-03-31,5971.839
1999-04-30,5778.803
1999-05-31,5457.628
1999-06-30,5522.002
1999-07-30,5581.284
1999-08-31,5863.486
1999-09-30,5686.039
1999-10-29,5661.218
1999-11-30,5495.389
1999-12-31,5873.036
2000-01-31,4776.568
2000-02-29,4571.897
2000-03-31,4581.164
2000-04-28,4452.513
2000-05-31,4620.068
2000-06-30,4931.153
2000-07-31,4988.37
2000-08-31,4904.183
2000-09-29,4705.053
2000-10-31,4636.617
2000-11-30,4478.556
2000-12-29,4883.654
2001-01-31,4759.296
2001-02-28,4764.899
2001-03-30,4335.673
2001-04-30,4298.604
2001-05-31,4099.525
2001-06-29,4213.167
2001-07-31,4490.308
2001-08-31,4579.803
2001-09-28,4142.156
2001-10-31,4004.012
2001-11-30,4133.446
2001-12-31,4351.741
2002-01-31,4118.972
2002-02-28,4074.64
2002-03-29,4171.025
2002-04-30,4359.95
2002-05-31,4471.908
2002-06-28,4387.745
2002-07-31,3789.707
2002-08-30,3814.989
2002-09-30,3181.67
2002-10-31,3454.943
2002-11-29,3598.604
2002-12-31,3700.43
2003-01-31,3497.218
2003-02-28,3096.884
2003-03-31,3062.759
2003-04-30,3614.898
2003-05-30,3969.888
2003-06-30,3964.228
2003-07-31,4055.56
2003-08-29,3988.144
2003-09-30,4231.528
2003-10-31,4435.169
2003-11-28,4591.359
2003-12-31,5007.649
2004-01-30,5236.002
2004-02-27,5459.65
2004-03-31,5164.279
2004-04-30,5186.333
2004-05-31,5318.197
2004-06-30,5474.392
2004-07-30,5404.011
2004-08-31,5657.203
2004-09-30,6084.613
2004-10-29,6443.028
2004-11-30,6859.697
2004-12-31,7187.309
2005-01-31,7044.736
2005-02-28,7426.387
2005-03-31,7339.616
2005-04-29,7116.934
2005-05-31,7006.801
2005-06-30,7029.531
2005-07-29,7332.173
2005-08-31,7424.318
2005-09-30,7522.336
2005-10-31,7335.976
2005-11-30,7507.915
2005-12-30,7837.533
2006-01-31,8393.508
2006-02-28,8498.745
2006-03-31,8661.895
2006-04-28,9146.009
2006-05-31,8836.282
2006-06-30,8734.826
2006-07-31,8974.611
2006-08-31,9408.573
2006-09-29,9725.396
2006-10-31,10008.184
2006-11-30,10206.626
2006-12-29,10710.673
2007-01-31,10737.458
2007-02-28,10675.921
2007-03-30,11133.661
2007-04-30,11685.498
2007-05-31,11695.888
2007-06-29,11633.145
2007-07-31,11164.92
2007-08-31,10816.599
2007-09-28,11080.45
2007-10-31,11580.96
2007-11-30,10609.864
2007-12-31,10418.593
2008-01-31,9381.345
2008-02-29,9606.287
2008-03-31,10096.796
2008-04-30,10609.277
2008-05-30,10040.441
2008-06-30,8132.699
2008-07-31,7449.58
2008-08-29,7429.317
2008-09-30,5544.636
2008-10-31,3517.772
2008-11-28,3152.789
2008-12-31,3491.935
2009-01-30,3443.084
2009-02-27,3127.041
2009-03-31,3339.72
2009-04-30,3752.063
2009-05-29,4287.165
2009-06-30,4206.762
2009-07-31,4570.646
2009-08-31,5043.058
2009-09-30,5414.203
2009-10-30,5310.602
2009-11-30,5509.669
2009-12-31,5499.567
2010-01-29,5357.043
2010-02-26,5285.691
2010-03-31,5443.279
2010-04-30,5239.686
2010-05-31,4830.156
2010-06-30,4750.279
2010-07-30,5244.789
2010-08-31,5046.678
2010-09-30,5681.07
2010-10-29,5920.983
2010-11-30,5189.894
2010-12-31,5476.57
2011-01-31,5580.897
2011-02-28,5730.653
2011-03-31,5779.749
2011-04-29,6475.152
2011-05-31,6181.6
2011-06-30,5921.272
2011-07-29,5672.2
2011-08-31,5321.893
2011-09-30,4789.867
2011-10-31,5048.863
2011-11-30,4920.583
2011-12-30,4895.095
2012-01-31,5086.6
2012-02-29,5553.92
2012-03-30,5824.226
2012-04-30,5704.575
2012-05-31,5227.72
2012-06-29,5841.844
2012-07-31,5888.045
2012-08-31,6238.193
2012-09-28,6428.536
2012-10-31,6389.652
2012-11-30,6698.772
2012-12-31,6831.201
2013-01-31,7041.149
2013-02-28,7260.386
2013-03-29,7436.945
2013-04-30,7531.207
2013-05-31,7425.599
2013-06-28,7106.172
2013-07-31,7675.281
2013-08-30,7560.261
2013-09-30,8072.698
2013-10-31,8464.345
2013-11-29,8404.816
2013-12-31,8717.616
2014-01-31,8188.531
2014-02-28,8938.727
2014-03-31,8924.963
2014-04-30,9118.188
2014-05-30,9246.665
2014-06-30,9375.295
2014-07-31,8995.304
2014-08-29,9223.414
2014-09-30,9024.329
2014-10-31,8840.376
2014-11-28,9357.529
2014-12-31,9076.873
2015-01-30,9478.152
2015-02-27,9969.159
2015-03-31,9616.692
2015-04-30,9766.698
2015-05-29,9762.342
2015-06-30,9717.039
2015-07-31,9919.531
2015-08-31,9226.427
2015-09-30,8953.8
2015-10-30,9827.227
2015-11-30,10294.019
2015-12-31,10175.234
2016-01-29,9916.125
2016-02-29,9209.152
2016-03-31,9928.276
2016-04-29,10056.962
2016-05-31,10259.518
2016-06-30,10155.725
2016-07-29,10315.795
2016-08-31,10243.634
2016-09-30,10663.544
2016-10-31,9749.808
2016-11-30,9219.063
2016-12-30,9405.182
2017-01-31,9412.594
2017-02-28,9594.097
2017-03-31,9887.837
2017-04-28,10210.289
2017-05-31,10711.713
2017-06-30,10366.756
2017-07-31,11247.631
2017-08-31,11110.529
2017-09-29,11324.347
2017-10-31,11509.146
2017-11-30,11249.774
2017-12-29,11150.622
2018-01-31,11754.687
2018-02-28,11266.469
2018-03-30,11206.817
2018-04-30,10824.022
2018-05-31,10234.18
2018-06-29,10538.837
2018-07-31,10767.535
2018-08-31,10257.972
2018-09-28,9990.999
2018-10-31,8817.999
2018-11-30,8983.59
2018-12-31,8148.102
2019-01-31,8949.83
2019-02-28,9178.963
2019-03-29,9469.199
2019-04-30,9793.465
2019-05-31,9001.772
2019-06-28,9583.19
2019-07-31,10164.204
2019-08-30,9646.971
2019-09-30,9913.04
2019-10-31,9420.125
2019-11-29,9538.094
2019-12-31,9802.057
2020-01-31,9455.961
2020-02-28,7876.167
2020-03-31,6611.138
2020-04-30,7046.482
2020-05-29,7099.455
2020-06-30,7462.607
2020-07-31,7848.265
2020-08-31,7968.437
2020-09-30,7613.49
2020-10-30,7157.836
2020-11-30,8804.497
2020-12-31,9009.247
2021-01-29,8794.039
2021-02-26,8697.774
2021-03-31,8778.91
2021-04-30,9384.972
2021-05-31,9785.044
2021-06-30,9589.243
2021-07-30,9399.93
2021-08-31,9474.203
2021-09-30,9048.026
2021-10-29,9332.168
2021-11-30,8663.334
2021-12-31,9205.608
2022-01-31,8743.465
2022-02-28,8678.558
2022-03-31,8750.767
2022-04-29,8272.39
2022-05-31,8038.96
2022-06-30,7577.386
2022-07-29,7574.334
2022-08-31,7014.313
2022-09-30,6573.436
2022-10-31,7106.11
2022-11-30,7786.63
2022-12-30,8056.149
2023-01-31,8399.927
2023-02-28,8358.914
2023-03-31,8560.846
2023-04-28,8671.802
2023-05-31,7737.206
2023-06-30,8036.836
2023-07-31,8650.138
2023-08-31,8378.273
2023-09-29,8022.3
2023-10-31,7738.531
2023-11-30,8302.165
2023-12-29,8534.623
2024-01-31,8342.581
2024-02-29,8328.219
2024-03-29,8682.916
2024-04-30,8627.415
2024-05-31,8916.93
2024-06-28,8759.996
2024-07-31,9367.785
2024-08-30,9659.789
2024-09-30,10095.824
2024-10-31,9703.375
2024-11-29,9446.558
2024-12-31,9262.324
2025-01-31,9464.15
2025-02-28,9875.02
2025-03-31,9824.106
2025-04-30,10501.329
2025-05-30,10773.773
2025-06-30,10835.661
2025-07-31,10894.027
2025-08-29,11594.273
2025-09-30,11726.501
2025-10-31,11939.471
2025-11-28,12521.379
2025-12-31,12635.164
2026-01-30,13528.007
